oracle_id,oracle_variant_id,oracle_variant_name,primary_variant,split_bucket,cost_bps,q_defend,neutral_action_rule,labelable_step_n,neutral_step_n,primary_binary_step_n,neutral_mean_incremental_return,neutral_sum_incremental_return,primary_binary_mean_incremental_return,labelable_stress_mean_incremental_return,neutral_stress_gate,blocking_reason
O1,O1_negative_primary,Label negative primary,True,validation,50,0.25,continue,664,159,505,0.0,0.0,0.027129702889751216,0.020633283071271633,pass,
O1,O1_negative_primary,Label negative primary,True,train,50,0.5,continue,20245,5283,14962,0.0,0.0,0.015723539598446135,0.011620429709654288,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,50,0.5,continue,2496,624,1872,0.0,0.0,0.011638095464667292,0.008728571598500469,pass,
O1,O1_negative_primary,Label negative primary,True,validation,50,0.5,continue,664,159,505,0.0,0.0,0.017492409187226884,0.013303714818598761,pass,
O1,O1_negative_primary,Label negative primary,True,train,100,0.0,continue,20245,5283,14962,0.0,0.0,0.03144707919689227,0.02324085941930858,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,100,0.0,continue,2496,624,1872,0.0,0.0,0.023276190929334587,0.017457143197000938,pass,
O1,O1_negative_primary,Label negative primary,True,validation,100,0.0,continue,664,159,505,0.0,0.0,0.03498481837445377,0.026607429637197522,pass,
O1,O1_negative_primary,Label negative primary,True,train,100,0.25,continue,20245,5283,14962,0.0,0.0,0.022769242026996834,0.01682753268500502,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,100,0.25,continue,2496,624,1872,0.0,0.0,0.016754685932043673,0.012566014449032754,pass,
O1,O1_negative_primary,Label negative primary,True,validation,100,0.25,continue,664,159,505,0.0,0.0,0.02534752467192944,0.019277861384524645,pass,
O1,O1_negative_primary,Label negative primary,True,train,100,0.5,continue,20245,5283,14962,0.0,0.0,0.014091404857101397,0.010414205950701463,pass,
O1,O1_negative_primary,Label negative primary,True,robustness,100,0.5,continue,2496,624,1872,0.0,0.0,0.010233180934752761,0.007674885701064571,pass,
O1,O1_negative_primary,Label negative primary,True,validation,100,0.5,continue,664,159,505,0.0,0.0,0.015710230969405103,0.011948293131851773,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,0,0.0,defend,20245,5283,14962,0.040021506000262295,211.4336161993857,0.034711348679581755,0.03609705187173563,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,0,0.0,defend,2496,624,1872,0.03970446087083986,24.775583583404075,0.026086019989163645,0.029490630209582702,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,0,0.0,defend,664,159,505,0.04459689926925654,7.090906983811791,0.038549174810097335,0.03999734979354058,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,0,0.25,defend,20245,5283,14962,0.030016129500196716,158.57521214953925,0.026033511509686316,0.02707278890380172,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,0,0.25,defend,2496,624,1872,0.0297783456531299,18.581687687553057,0.019564514991872735,0.022117972657187023,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,0,0.25,defend,664,159,505,0.033447674451942404,5.318180237858842,0.028911881107573003,0.029998012345155436,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,0,0.5,defend,20245,5283,14962,0.020010753000131148,105.71680809969286,0.017355674339790877,0.018048525935867817,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,0,0.5,defend,2496,624,1872,0.01985223043541993,12.387791791702037,0.013043009994581823,0.014745315104791351,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,0,0.5,defend,664,159,505,0.02229844963462827,3.5454534919058953,0.019274587405048667,0.01999867489677029,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,25,0.0,defend,20245,5283,14962,0.037521506000262286,198.22611619938567,0.033895281308909384,0.03484155668773958,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,25,0.0,defend,2496,624,1872,0.03720446087083986,23.215583583404072,0.025383562724206377,0.02833878726086475,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,25,0.0,defend,664,159,505,0.04209689926925654,6.69340698381179,0.03765808570118644,0.038720994371853834,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,25,0.25,defend,20245,5283,14962,0.02751612950019672,145.36771214953927,0.025217444139013945,0.02581729371980568,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,25,0.25,defend,2496,624,1872,0.027278345653129896,17.021687687553055,0.01886205772691547,0.020966129708469075,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,25,0.25,defend,664,159,505,0.03094767445194241,4.920680237858843,0.02802079199866211,0.02872165692346869,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,25,0.5,defend,20245,5283,14962,0.017510753000131142,92.50930809969283,0.016539606969118506,0.016793030751871767,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,25,0.5,defend,2496,624,1872,0.01735223043541993,10.827791791702035,0.012340552729624556,0.013593472156073401,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,25,0.5,defend,664,159,505,0.01979844963462827,3.147953491905895,0.018383498296137776,0.01872231947508354,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,50,0.0,defend,20245,5283,14962,0.035021506000262284,185.01861619938566,0.03307921393823701,0.03358606150374353,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,50,0.0,defend,2496,624,1872,0.03470446087083986,21.655583583404074,0.024681105459249113,0.027186944312146803,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,50,0.0,defend,664,159,505,0.03959689926925654,6.29590698381179,0.03676699659227555,0.03744463895016708,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,50,0.25,defend,20245,5283,14962,0.025016129500196712,132.16021214953923,0.024401376768341573,0.024561798535809625,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,50,0.25,defend,2496,624,1872,0.024778345653129894,15.461687687553054,0.0181596004619582,0.019814286759751127,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,50,0.25,defend,664,159,505,0.028447674451942403,4.523180237858842,0.027129702889751216,0.027445301501781937,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,50,0.5,defend,20245,5283,14962,0.015010753000131142,79.30180809969282,0.015723539598446135,0.015537535567875719,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,50,0.5,defend,2496,624,1872,0.01485223043541993,9.267791791702036,0.011638095464667292,0.012441629207355451,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,50,0.5,defend,664,159,505,0.01729844963462827,2.750453491905895,0.017492409187226884,0.017445964053396795,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,100,0.0,defend,20245,5283,14962,0.030021506000262283,158.60361619938564,0.03144707919689227,0.031075071135751437,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,100,0.0,defend,2496,624,1872,0.02970446087083986,18.535583583404073,0.023276190929334587,0.024883258414710906,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,100,0.0,defend,664,159,505,0.03459689926925654,5.50090698381179,0.03498481837445377,0.03489192810679359,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,100,0.25,defend,20245,5283,14962,0.020016129500196714,105.74521214953924,0.022769242026996834,0.02205080816781753,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,100,0.25,defend,2496,624,1872,0.019778345653129897,12.341687687553055,0.016754685932043673,0.017510600862315227,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,100,0.25,defend,664,159,505,0.02344767445194241,3.728180237858843,0.02534752467192944,0.02489259065840845,pass,
O4,O4_label_positive_primary,Label positive primary,True,train,100,0.5,defend,20245,5283,14962,0.010010753000131142,52.88680809969283,0.014091404857101397,0.01302654519988362,pass,
O4,O4_label_positive_primary,Label positive primary,True,robustness,100,0.5,defend,2496,624,1872,0.009852230435419928,6.147791791702035,0.010233180934752761,0.010137943309919554,pass,
O4,O4_label_positive_primary,Label positive primary,True,validation,100,0.5,defend,664,159,505,0.012298449634628268,1.9554534919058946,0.015710230969405103,0.014893253210023301,pass,
