variant,seed,metric,current,baseline,delta
plus_daily_close_location_value,20260726,historical_test_executable_bridge_net_arr,0.13966347519180977,0.0956315831712582,0.04403189202055158
plus_daily_close_location_value,20260727,historical_test_paper_proxy_ic,0.004115317715795641,0.007892156227554875,-0.003776838511759234
plus_daily_close_location_value,20260727,historical_test_executable_bridge_ic,0.008021472510511269,0.008474537639992237,-0.0004530651294809684
plus_daily_close_location_value,20260727,historical_test_paper_proxy_net_arr,0.0686297086969021,0.06501998329548453,0.003609725401417574
plus_daily_close_location_value,20260727,historical_test_executable_bridge_net_arr,0.05989733797837582,0.07354977410310393,-0.013652436124728107
plus_volume_surprise_20d,20260723,historical_test_paper_proxy_ic,0.008331179104274389,0.008618222568461457,-0.00028704346418706797
plus_volume_surprise_20d,20260723,historical_test_executable_bridge_ic,0.013496349660529601,0.010332226758448625,0.003164122902080976
plus_volume_surprise_20d,20260723,historical_test_paper_proxy_net_arr,0.14846429868922772,0.13130848836350117,0.01715581032572655
plus_volume_surprise_20d,20260723,historical_test_executable_bridge_net_arr,0.16323312610123675,0.14839362702839987,0.014839499072836881
plus_volume_surprise_20d,20260724,historical_test_paper_proxy_ic,0.00605544541713175,0.007264347247805922,-0.0012089018306741719
plus_volume_surprise_20d,20260724,historical_test_executable_bridge_ic,0.006127485948624968,0.008477044121185785,-0.002349558172560817
plus_volume_surprise_20d,20260724,historical_test_paper_proxy_net_arr,0.11758856347784419,0.1650048321520552,-0.047416268674211004
plus_volume_surprise_20d,20260724,historical_test_executable_bridge_net_arr,0.12968655382359118,0.18147667746873153,-0.05179012364514035
plus_volume_surprise_20d,20260725,historical_test_paper_proxy_ic,0.011549356227700557,0.009113793438377073,0.002435562789323484
plus_volume_surprise_20d,20260725,historical_test_executable_bridge_ic,0.012013436859932974,0.009155036942847498,0.0028583999170854763
plus_volume_surprise_20d,20260725,historical_test_paper_proxy_net_arr,0.15169425064958197,0.139043567417511,0.01265068323207097
plus_volume_surprise_20d,20260725,historical_test_executable_bridge_net_arr,0.18505500210168147,0.1621410949980171,0.022913907103664366
plus_volume_surprise_20d,20260726,historical_test_paper_proxy_ic,0.007390085201709402,0.007648172032072413,-0.00025808683036301124
plus_volume_surprise_20d,20260726,historical_test_executable_bridge_ic,0.01359603290804089,0.006464753351981278,0.007131279556059612
plus_volume_surprise_20d,20260726,historical_test_paper_proxy_net_arr,0.1296358389379879,0.10148222889414993,0.028153610043837984
plus_volume_surprise_20d,20260726,historical_test_executable_bridge_net_arr,0.1554000903336843,0.0956315831712582,0.0597685071624261
plus_volume_surprise_20d,20260727,historical_test_paper_proxy_ic,0.010839456935173988,0.007892156227554875,0.0029473007076191125
plus_volume_surprise_20d,20260727,historical_test_executable_bridge_ic,0.013804269181695271,0.008474537639992237,0.005329731541703034
plus_volume_surprise_20d,20260727,historical_test_paper_proxy_net_arr,0.20581127541677047,0.06501998329548453,0.14079129212128594
plus_volume_surprise_20d,20260727,historical_test_executable_bridge_net_arr,0.23015975039139014,0.07354977410310393,0.1566099762882862
plus_all_four,20260723,historical_test_paper_proxy_ic,0.006669148123581189,0.008618222568461457,-0.0019490744448802675
plus_all_four,20260723,historical_test_executable_bridge_ic,0.013066074571823079,0.010332226758448625,0.002733847813374454
plus_all_four,20260723,historical_test_paper_proxy_net_arr,0.1354135522960782,0.13130848836350117,0.0041050639325770355
plus_all_four,20260723,historical_test_executable_bridge_net_arr,0.15994806066871448,0.14839362702839987,0.01155443364031461
plus_all_four,20260724,historical_test_paper_proxy_ic,0.011058688595195182,0.007264347247805922,0.0037943413473892603
plus_all_four,20260724,historical_test_executable_bridge_ic,0.014082356512079511,0.008477044121185785,0.0056053123908937266
plus_all_four,20260724,historical_test_paper_proxy_net_arr,0.1599911413037456,0.1650048321520552,-0.005013690848309604
plus_all_four,20260724,historical_test_executable_bridge_net_arr,0.18591963707535886,0.18147667746873153,0.004442959606627328
plus_all_four,20260725,historical_test_paper_proxy_ic,0.004721719246232161,0.009113793438377073,-0.004392074192144912
plus_all_four,20260725,historical_test_executable_bridge_ic,0.014416030774758162,0.009155036942847498,0.005260993831910664
plus_all_four,20260725,historical_test_paper_proxy_net_arr,0.17143776839564984,0.139043567417511,0.03239420097813883
plus_all_four,20260725,historical_test_executable_bridge_net_arr,0.21138164096887224,0.1621410949980171,0.04924054597085514
plus_all_four,20260726,historical_test_paper_proxy_ic,0.0014396187312675358,0.007648172032072413,-0.006208553300804878
plus_all_four,20260726,historical_test_executable_bridge_ic,0.01391281848222041,0.006464753351981278,0.007448065130239132
plus_all_four,20260726,historical_test_paper_proxy_net_arr,0.1741339719412771,0.10148222889414993,0.07265174304712718
plus_all_four,20260726,historical_test_executable_bridge_net_arr,0.2118364209547412,0.0956315831712582,0.116204837783483
plus_all_four,20260727,historical_test_paper_proxy_ic,0.00987127434840021,0.007892156227554875,0.0019791181208453357
plus_all_four,20260727,historical_test_executable_bridge_ic,0.017862565614732682,0.008474537639992237,0.009388027974740445
plus_all_four,20260727,historical_test_paper_proxy_net_arr,0.2292428028572806,0.06501998329548453,0.16422281956179607
plus_all_four,20260727,historical_test_executable_bridge_net_arr,0.2148860660281986,0.07354977410310393,0.14133629192509467
