variant,metric,median,baseline_median,delta
plus_daily_close_location_value,validation_paper_proxy_ic,0.011051388479601605,0.009969150452427245,0.001082238027174361
plus_daily_close_location_value,validation_executable_bridge_ic,0.010204621946266422,0.005280134168005525,0.004924487778260897
plus_daily_close_location_value,historical_test_paper_proxy_ic,0.004115317715795641,0.007892156227554875,-0.003776838511759234
plus_daily_close_location_value,historical_test_executable_bridge_ic,0.009949340721151645,0.008477044121185785,0.0014722965999658597
plus_daily_close_location_value,historical_test_paper_proxy_net_arr,0.07351261753501093,0.13130848836350117,-0.05779587082849025
plus_daily_close_location_value,historical_test_executable_bridge_net_arr,0.10089479348832997,0.14839362702839987,-0.047498833540069896
plus_daily_close_location_value,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,-1.2774673770607194,-0.7681014336909746,-0.5093659433697448
plus_daily_close_location_value,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,-1.179365985387493,-0.7218958523512763,-0.45747013303621664
plus_daily_close_location_value,historical_test_paper_proxy_mdd,-0.18839303772210947,-0.16710235992677136,-0.02129067779533811
plus_daily_close_location_value,historical_test_executable_bridge_mdd,-0.21480603439910873,-0.20212186321963144,-0.012684171179477288
plus_volume_surprise_20d,validation_paper_proxy_ic,0.009574358126868155,0.009969150452427245,-0.0003947923255590898
plus_volume_surprise_20d,validation_executable_bridge_ic,0.008049929350689392,0.005280134168005525,0.0027697951826838665
plus_volume_surprise_20d,historical_test_paper_proxy_ic,0.008331179104274389,0.007892156227554875,0.0004390228767195137
plus_volume_surprise_20d,historical_test_executable_bridge_ic,0.013496349660529601,0.008477044121185785,0.005019305539343816
plus_volume_surprise_20d,historical_test_paper_proxy_net_arr,0.14846429868922772,0.13130848836350117,0.01715581032572655
plus_volume_surprise_20d,historical_test_executable_bridge_net_arr,0.16323312610123675,0.14839362702839987,0.014839499072836881
plus_volume_surprise_20d,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,-0.6143883470354514,-0.7681014336909746,0.1537130866555232
plus_volume_surprise_20d,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,-0.5791568274516965,-0.7218958523512763,0.1427390248995798
plus_volume_surprise_20d,historical_test_paper_proxy_mdd,-0.16575369584408517,-0.16710235992677136,0.0013486640826861906
plus_volume_surprise_20d,historical_test_executable_bridge_mdd,-0.20570941067516446,-0.20212186321963144,-0.0035875474555330245
plus_all_four,validation_paper_proxy_ic,0.011991879379047334,0.009969150452427245,0.0020227289266200894
plus_all_four,validation_executable_bridge_ic,0.013073979684723116,0.005280134168005525,0.007793845516717591
plus_all_four,historical_test_paper_proxy_ic,0.006669148123581189,0.007892156227554875,-0.0012230081039736858
plus_all_four,historical_test_executable_bridge_ic,0.014082356512079511,0.008477044121185785,0.0056053123908937266
plus_all_four,historical_test_paper_proxy_net_arr,0.17143776839564984,0.13130848836350117,0.04012928003214866
plus_all_four,historical_test_executable_bridge_net_arr,0.21138164096887224,0.14839362702839987,0.06298801394047238
plus_all_four,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,-0.41207523940973756,-0.7681014336909746,0.35602619428123705
plus_all_four,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,-0.154269813483259,-0.7218958523512763,0.5676260388680173
plus_all_four,historical_test_paper_proxy_mdd,-0.17348218420079142,-0.16710235992677136,-0.006379824274020063
plus_all_four,historical_test_executable_bridge_mdd,-0.2061770275700845,-0.20212186321963144,-0.0040551643504530555
