filter_id,candidate_ordinal,candidate_type,filter_family_id,family_pair_id,primitive_id_1,primitive_id_2,threshold_rule_1,threshold_rule_2,threshold_value_1,threshold_value_2,filter_formula,bullish_score_formula_1,bullish_score_formula_2,candidate_grid_status
higher_low_slope_10d__top_40pct,34,single_filter,range_position,,higher_low_slope_10d,,top_40pct,,0.0013952444362896695,,base_compression_state AND higher_low_slope_10d_bullish_score >= train_threshold(top_40pct),higher_low_slope_10d,,pass
higher_low_slope_10d__top_30pct,35,single_filter,range_position,,higher_low_slope_10d,,top_30pct,,0.0025174187921494125,,base_compression_state AND higher_low_slope_10d_bullish_score >= train_threshold(top_30pct),higher_low_slope_10d,,pass
higher_low_slope_10d__top_20pct,36,single_filter,range_position,,higher_low_slope_10d,,top_20pct,,0.00385063497140417,,base_compression_state AND higher_low_slope_10d_bullish_score >= train_threshold(top_20pct),higher_low_slope_10d,,pass
max_drawdown_20d__top_50pct,37,single_filter,drawdown_exclusion,,max_drawdown_20d,,top_50pct,,-0.04493628437290409,,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_50pct),max_drawdown_20d,,pass
max_drawdown_20d__top_40pct,38,single_filter,drawdown_exclusion,,max_drawdown_20d,,top_40pct,,-0.03915269561115593,,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct),max_drawdown_20d,,pass
max_drawdown_20d__top_30pct,39,single_filter,drawdown_exclusion,,max_drawdown_20d,,top_30pct,,-0.03383458646616555,,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct),max_drawdown_20d,,pass
max_drawdown_20d__top_20pct,40,single_filter,drawdown_exclusion,,max_drawdown_20d,,top_20pct,,-0.0285017577798871,,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_20pct),max_drawdown_20d,,pass
ret_60d__top_50pct,41,single_filter,drawdown_exclusion,,ret_60d,,top_50pct,,-0.027253668763102756,,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_50pct),ret_60d,,pass
ret_60d__top_40pct,42,single_filter,drawdown_exclusion,,ret_60d,,top_40pct,,-0.0064850870361405095,,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct),ret_60d,,pass
ret_60d__top_30pct,43,single_filter,drawdown_exclusion,,ret_60d,,top_30pct,,0.017376627782937144,,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct),ret_60d,,pass
ret_60d__top_20pct,44,single_filter,drawdown_exclusion,,ret_60d,,top_20pct,,0.04762534851850109,,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_20pct),ret_60d,,pass
distance_to_60d_low__top_50pct,45,single_filter,drawdown_exclusion,,distance_to_60d_low,,top_50pct,,0.06447963800904977,,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_50pct),distance_to_60d_low,,pass
distance_to_60d_low__top_40pct,46,single_filter,drawdown_exclusion,,distance_to_60d_low,,top_40pct,,0.07920792079207928,,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),distance_to_60d_low,,pass
distance_to_60d_low__top_30pct,47,single_filter,drawdown_exclusion,,distance_to_60d_low,,top_30pct,,0.09725645531047285,,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),distance_to_60d_low,,pass
distance_to_60d_low__top_20pct,48,single_filter,drawdown_exclusion,,distance_to_60d_low,,top_20pct,,0.12144212523719178,,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_20pct),distance_to_60d_low,,pass
max_drawdown_60d__top_50pct,49,single_filter,drawdown_exclusion,,max_drawdown_60d,,top_50pct,,-0.11470795214637586,,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_50pct),max_drawdown_60d,,pass
max_drawdown_60d__top_40pct,50,single_filter,drawdown_exclusion,,max_drawdown_60d,,top_40pct,,-0.10282258064516125,,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_40pct),max_drawdown_60d,,pass
max_drawdown_60d__top_30pct,51,single_filter,drawdown_exclusion,,max_drawdown_60d,,top_30pct,,-0.09126984126984128,,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_30pct),max_drawdown_60d,,pass
max_drawdown_60d__top_20pct,52,single_filter,drawdown_exclusion,,max_drawdown_60d,,top_20pct,,-0.07809110629067251,,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_20pct),max_drawdown_60d,,pass
turnover_zscore_20d__top_50pct,53,single_filter,participation,,turnover_zscore_20d,,top_50pct,,-0.12679031738427451,,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_50pct),turnover_zscore_20d,,pass
turnover_zscore_20d__top_40pct,54,single_filter,participation,,turnover_zscore_20d,,top_40pct,,0.1631598812311651,,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),turnover_zscore_20d,,pass
turnover_zscore_20d__top_30pct,55,single_filter,participation,,turnover_zscore_20d,,top_30pct,,0.5272489508098294,,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),turnover_zscore_20d,,pass
turnover_zscore_20d__top_20pct,56,single_filter,participation,,turnover_zscore_20d,,top_20pct,,1.017927245606128,,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_20pct),turnover_zscore_20d,,pass
volume_up_price_not_down_5d__top_50pct,57,single_filter,participation,,volume_up_price_not_down_5d,,top_50pct,,0.5855504290116275,,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_50pct),volume_up_price_not_down_5d,,pass
volume_up_price_not_down_5d__top_40pct,58,single_filter,participation,,volume_up_price_not_down_5d,,top_40pct,,0.6351986771993207,,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),volume_up_price_not_down_5d,,pass
volume_up_price_not_down_5d__top_30pct,59,single_filter,participation,,volume_up_price_not_down_5d,,top_30pct,,0.6856292042579251,,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),volume_up_price_not_down_5d,,pass
volume_up_price_not_down_5d__top_20pct,60,single_filter,participation,,volume_up_price_not_down_5d,,top_20pct,,0.7883482452845267,,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_20pct),volume_up_price_not_down_5d,,pass
amount_ratio_5d_20d__top_50pct,61,single_filter,participation,,amount_ratio_5d_20d,,top_50pct,,1.0055141136197394,,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_50pct),amount_ratio_5d_20d,,pass
amount_ratio_5d_20d__top_40pct,62,single_filter,participation,,amount_ratio_5d_20d,,top_40pct,,1.0775475116644033,,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),amount_ratio_5d_20d,,pass
amount_ratio_5d_20d__top_30pct,63,single_filter,participation,,amount_ratio_5d_20d,,top_30pct,,1.1662107669814483,,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_30pct),amount_ratio_5d_20d,,pass
amount_ratio_5d_20d__top_20pct,64,single_filter,participation,,amount_ratio_5d_20d,,top_20pct,,1.2788076529063603,,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_20pct),amount_ratio_5d_20d,,pass
up_day_volume_share_20d__top_50pct,65,single_filter,participation,,up_day_volume_share_20d,,top_50pct,,0.5617413751276191,,base_compression_state AND up_day_volume_share_20d_bullish_score >= train_threshold(top_50pct),up_day_volume_share_20d,,pass
up_day_volume_share_20d__top_40pct,66,single_filter,participation,,up_day_volume_share_20d,,top_40pct,,0.5925441827090225,,base_compression_state AND up_day_volume_share_20d_bullish_score >= train_threshold(top_40pct),up_day_volume_share_20d,,pass
up_day_volume_share_20d__top_30pct,67,single_filter,participation,,up_day_volume_share_20d,,top_30pct,,0.6246347519236213,,base_compression_state AND up_day_volume_share_20d_bullish_score >= train_threshold(top_30pct),up_day_volume_share_20d,,pass
up_day_volume_share_20d__top_20pct,68,single_filter,participation,,up_day_volume_share_20d,,top_20pct,,0.6616997520904622,,base_compression_state AND up_day_volume_share_20d_bullish_score >= train_threshold(top_20pct),up_day_volume_share_20d,,pass
money_median_5d_vs_20d__top_50pct,69,single_filter,participation,,money_median_5d_vs_20d,,top_50pct,,0.01319062251844505,,base_compression_state AND money_median_5d_vs_20d_bullish_score >= train_threshold(top_50pct),money_median_5d_vs_20d,,pass
money_median_5d_vs_20d__top_40pct,70,single_filter,participation,,money_median_5d_vs_20d,,top_40pct,,0.07723102010285099,,base_compression_state AND money_median_5d_vs_20d_bullish_score >= train_threshold(top_40pct),money_median_5d_vs_20d,,pass
money_median_5d_vs_20d__top_30pct,71,single_filter,participation,,money_median_5d_vs_20d,,top_30pct,,0.1722567003770319,,base_compression_state AND money_median_5d_vs_20d_bullish_score >= train_threshold(top_30pct),money_median_5d_vs_20d,,pass
money_median_5d_vs_20d__top_20pct,72,single_filter,participation,,money_median_5d_vs_20d,,top_20pct,,0.31075645980187505,,base_compression_state AND money_median_5d_vs_20d_bullish_score >= train_threshold(top_20pct),money_median_5d_vs_20d,,pass
stock_vs_board_20d__top_40pct__AND__close_position_20d__top_40pct,73,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,stock_vs_board_20d,close_position_20d,top_40pct,top_40pct,-0.02930978256831016,0.5909090909090889,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND close_position_20d_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,close_position_20d,pass
stock_vs_board_20d__top_30pct__AND__close_position_20d__top_30pct,74,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,stock_vs_board_20d,close_position_20d,top_30pct,top_30pct,-0.01640073860861642,0.6904761904761898,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND close_position_20d_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,close_position_20d,pass
stock_vs_board_20d__top_40pct__AND__distance_to_20d_high__top_40pct,75,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,stock_vs_board_20d,distance_to_20d_high,top_40pct,top_40pct,-0.02930978256831016,-0.032558139534883956,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND distance_to_20d_high_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,-distance_to_20d_high,pass
stock_vs_board_20d__top_30pct__AND__distance_to_20d_high__top_30pct,76,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,stock_vs_board_20d,distance_to_20d_high,top_30pct,top_30pct,-0.01640073860861642,-0.02516872955421059,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND distance_to_20d_high_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,-distance_to_20d_high,pass
stock_vs_board_20d__top_40pct__AND__distance_from_20d_low__top_40pct,77,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,stock_vs_board_20d,distance_from_20d_low,top_40pct,top_40pct,-0.02930978256831016,0.04909560723514206,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND distance_from_20d_low_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,distance_from_20d_low,pass
stock_vs_board_20d__top_30pct__AND__distance_from_20d_low__top_30pct,78,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,stock_vs_board_20d,distance_from_20d_low,top_30pct,top_30pct,-0.01640073860861642,0.06017878296186429,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND distance_from_20d_low_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,distance_from_20d_low,pass
ret_20d__top_40pct__AND__close_position_20d__top_40pct,79,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,ret_20d,close_position_20d,top_40pct,top_40pct,0.014169738578074752,0.5909090909090889,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND close_position_20d_bullish_score >= train_threshold(top_40pct),ret_20d,close_position_20d,pass
ret_20d__top_30pct__AND__close_position_20d__top_30pct,80,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,ret_20d,close_position_20d,top_30pct,top_30pct,0.029197080291970767,0.6904761904761898,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND close_position_20d_bullish_score >= train_threshold(top_30pct),ret_20d,close_position_20d,pass
ret_20d__top_40pct__AND__distance_to_20d_high__top_40pct,81,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,ret_20d,distance_to_20d_high,top_40pct,top_40pct,0.014169738578074752,-0.032558139534883956,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND distance_to_20d_high_bullish_score >= train_threshold(top_40pct),ret_20d,-distance_to_20d_high,pass
ret_20d__top_30pct__AND__distance_to_20d_high__top_30pct,82,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,ret_20d,distance_to_20d_high,top_30pct,top_30pct,0.029197080291970767,-0.02516872955421059,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND distance_to_20d_high_bullish_score >= train_threshold(top_30pct),ret_20d,-distance_to_20d_high,pass
ret_20d__top_40pct__AND__distance_from_20d_low__top_40pct,83,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,ret_20d,distance_from_20d_low,top_40pct,top_40pct,0.014169738578074752,0.04909560723514206,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND distance_from_20d_low_bullish_score >= train_threshold(top_40pct),ret_20d,distance_from_20d_low,pass
ret_20d__top_30pct__AND__distance_from_20d_low__top_30pct,84,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,ret_20d,distance_from_20d_low,top_30pct,top_30pct,0.029197080291970767,0.06017878296186429,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND distance_from_20d_low_bullish_score >= train_threshold(top_30pct),ret_20d,distance_from_20d_low,pass
close_vs_sma20__top_40pct__AND__close_position_20d__top_40pct,85,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,close_vs_sma20,close_position_20d,top_40pct,top_40pct,0.009092400728416414,0.5909090909090889,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND close_position_20d_bullish_score >= train_threshold(top_40pct),close_vs_sma20,close_position_20d,pass
close_vs_sma20__top_30pct__AND__close_position_20d__top_30pct,86,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,close_vs_sma20,close_position_20d,top_30pct,top_30pct,0.017063013417105165,0.6904761904761898,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND close_position_20d_bullish_score >= train_threshold(top_30pct),close_vs_sma20,close_position_20d,pass
close_vs_sma20__top_40pct__AND__distance_to_20d_high__top_40pct,87,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,close_vs_sma20,distance_to_20d_high,top_40pct,top_40pct,0.009092400728416414,-0.032558139534883956,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND distance_to_20d_high_bullish_score >= train_threshold(top_40pct),close_vs_sma20,-distance_to_20d_high,pass
close_vs_sma20__top_30pct__AND__distance_to_20d_high__top_30pct,88,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,close_vs_sma20,distance_to_20d_high,top_30pct,top_30pct,0.017063013417105165,-0.02516872955421059,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND distance_to_20d_high_bullish_score >= train_threshold(top_30pct),close_vs_sma20,-distance_to_20d_high,pass
close_vs_sma20__top_40pct__AND__distance_from_20d_low__top_40pct,89,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,close_vs_sma20,distance_from_20d_low,top_40pct,top_40pct,0.009092400728416414,0.04909560723514206,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_40pct) AND distance_from_20d_low_bullish_score >= train_threshold(top_40pct),close_vs_sma20,distance_from_20d_low,pass
close_vs_sma20__top_30pct__AND__distance_from_20d_low__top_30pct,90,two_filter_conjunction,relative_strength+range_position,relative_strength+range_position,close_vs_sma20,distance_from_20d_low,top_30pct,top_30pct,0.017063013417105165,0.06017878296186429,base_compression_state AND close_vs_sma20_bullish_score >= train_threshold(top_30pct) AND distance_from_20d_low_bullish_score >= train_threshold(top_30pct),close_vs_sma20,distance_from_20d_low,pass
stock_vs_board_20d__top_40pct__AND__max_drawdown_20d__top_40pct,91,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,stock_vs_board_20d,max_drawdown_20d,top_40pct,top_40pct,-0.02930978256831016,-0.03915269561115593,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,max_drawdown_20d,pass
stock_vs_board_20d__top_30pct__AND__max_drawdown_20d__top_30pct,92,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,stock_vs_board_20d,max_drawdown_20d,top_30pct,top_30pct,-0.01640073860861642,-0.03383458646616555,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,max_drawdown_20d,pass
stock_vs_board_20d__top_40pct__AND__ret_60d__top_40pct,93,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,stock_vs_board_20d,ret_60d,top_40pct,top_40pct,-0.02930978256831016,-0.0064850870361405095,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND ret_60d_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,ret_60d,pass
stock_vs_board_20d__top_30pct__AND__ret_60d__top_30pct,94,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,stock_vs_board_20d,ret_60d,top_30pct,top_30pct,-0.01640073860861642,0.017376627782937144,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND ret_60d_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,ret_60d,pass
stock_vs_board_20d__top_40pct__AND__distance_to_60d_low__top_40pct,95,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,stock_vs_board_20d,distance_to_60d_low,top_40pct,top_40pct,-0.02930978256831016,0.07920792079207928,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_40pct) AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),stock_vs_board_20d,distance_to_60d_low,pass
stock_vs_board_20d__top_30pct__AND__distance_to_60d_low__top_30pct,96,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,stock_vs_board_20d,distance_to_60d_low,top_30pct,top_30pct,-0.01640073860861642,0.09725645531047285,base_compression_state AND stock_vs_board_20d_bullish_score >= train_threshold(top_30pct) AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),stock_vs_board_20d,distance_to_60d_low,pass
ret_20d__top_40pct__AND__max_drawdown_20d__top_40pct,97,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,ret_20d,max_drawdown_20d,top_40pct,top_40pct,0.014169738578074752,-0.03915269561115593,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND max_drawdown_20d_bullish_score >= train_threshold(top_40pct),ret_20d,max_drawdown_20d,pass
ret_20d__top_30pct__AND__max_drawdown_20d__top_30pct,98,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,ret_20d,max_drawdown_20d,top_30pct,top_30pct,0.029197080291970767,-0.03383458646616555,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND max_drawdown_20d_bullish_score >= train_threshold(top_30pct),ret_20d,max_drawdown_20d,pass
ret_20d__top_40pct__AND__ret_60d__top_40pct,99,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,ret_20d,ret_60d,top_40pct,top_40pct,0.014169738578074752,-0.0064850870361405095,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND ret_60d_bullish_score >= train_threshold(top_40pct),ret_20d,ret_60d,pass
ret_20d__top_30pct__AND__ret_60d__top_30pct,100,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,ret_20d,ret_60d,top_30pct,top_30pct,0.029197080291970767,0.017376627782937144,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_30pct) AND ret_60d_bullish_score >= train_threshold(top_30pct),ret_20d,ret_60d,pass
ret_20d__top_40pct__AND__distance_to_60d_low__top_40pct,101,two_filter_conjunction,relative_strength+drawdown_exclusion,relative_strength+drawdown_exclusion,ret_20d,distance_to_60d_low,top_40pct,top_40pct,0.014169738578074752,0.07920792079207928,base_compression_state AND ret_20d_bullish_score >= train_threshold(top_40pct) AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),ret_20d,distance_to_60d_low,pass
