filter_id,filter_family_id,filter_formula,split_bucket,treated_n,treated_positive_n,treated_winner_rate,control_n,control_positive_n,control_winner_rate,compression_baseline_winner_rate,native_baseline_winner_rate,winner_rate_diff_vs_compression_control,winner_rate_diff_ci_low,winner_rate_diff_ci_high,auc_one_vs_compression_control,rank_ic_within_base_compression,top_decile_lift_within_base_compression,control_match_quality,readout_status,bootstrap_seed,bootstrap_resample_n,bootstrap_valid_replicates,bootstrap_ci_low_quantile,bootstrap_unit,ci_status
max_drawdown_20d__top_20pct,drawdown_exclusion,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_20pct),train,8672,2080,0.23985239852398524,34687,7898,0.22769337215671578,0.2301252335155331,0.14517929462992518,0.012159026367269454,-0.008257988637268622,0.03147513392161093,0.5130967286833946,0.019096141804700453,0.011802810764909716,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_20d__top_20pct,drawdown_exclusion,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_20pct),validation,5190,968,0.18651252408477842,15980,2203,0.13785982478097622,0.1497874350495985,0.09591074428694929,0.0486526993038022,0.025470406915729726,0.07080222737450759,0.5611014883636357,0.07553424393779824,0.10434577231931977,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_20d__top_20pct,drawdown_exclusion,base_compression_state AND max_drawdown_20d_bullish_score >= train_threshold(top_20pct),robustness,10935,2453,0.22432556012802926,35835,6717,0.18744244453746337,0.19606585418002995,0.1363712925107569,0.036883115590565896,0.02038919191288299,0.05227980704497052,0.5419151082391703,0.057646433672475024,0.047252512294205684,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_50pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_50pct),train,21681,5186,0.23919560905862275,21678,4792,0.22105360273087923,0.2301252335155331,0.14517929462992518,0.018142006327743515,0.0010353824949468908,0.03508701101844131,0.5105997161281256,0.015455291629874614,0.0007327000638026882,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_50pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_50pct),validation,14202,2576,0.1813829038163639,6968,595,0.08539035591274398,0.1497874350495985,0.09591074428694929,0.09599254790361993,0.08045461826539853,0.11480245300872131,0.6168394126945173,0.14443804379001582,0.06136041568256967,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_50pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_50pct),robustness,31385,6440,0.20519356380436515,15385,2730,0.1774455638609035,0.19606585418002995,0.1363712925107569,0.027747999943461665,0.0129865389574457,0.04389094236003535,0.5064507514675515,0.00887180873768178,-0.026940346375881996,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_40pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct),train,17344,4213,0.24290821033210333,26015,5765,0.2216029213915049,0.2301252335155331,0.14517929462992518,0.021305288940598438,0.005092586463255315,0.037117235272439125,0.5105997161281256,0.015455291629874614,0.0007327000638026882,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_40pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct),validation,12109,2295,0.18952844991328763,9061,876,0.09667807085310672,0.1497874350495985,0.09591074428694929,0.09285037906018091,0.07733582075097048,0.11145246991391225,0.6168394126945173,0.14443804379001582,0.06136041568256967,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_40pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_40pct),robustness,27616,5676,0.2055330243337196,19154,3494,0.18241620549232537,0.19606585418002995,0.1363712925107569,0.023116818841394216,0.00842521415347359,0.038699574340760406,0.5064507514675515,0.00887180873768178,-0.026940346375881996,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_30pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct),train,13008,3129,0.24054428044280443,30351,6849,0.22565978056736186,0.2301252335155331,0.14517929462992518,0.014884499875442575,-0.002800065949673888,0.03186432895926971,0.5105997161281256,0.015455291629874614,0.0007327000638026882,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_30pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct),validation,9475,1894,0.19989445910290238,11695,1277,0.10919196237708423,0.1497874350495985,0.09591074428694929,0.09070249672581815,0.07343965996214119,0.11150892839656688,0.6168394126945173,0.14443804379001582,0.06136041568256967,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_30pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_30pct),robustness,23138,4690,0.20269686230443426,23632,4480,0.1895734597156398,0.19606585418002995,0.1363712925107569,0.013123402588794464,-0.0009165230562692068,0.02812349053329875,0.5064507514675515,0.00887180873768178,-0.026940346375881996,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_20pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_20pct),train,8672,2055,0.23696955719557194,34593,7889,0.22805191801809616,0.2301252335155331,0.14517929462992518,0.008917639177475789,-0.011290411692550647,0.027885492788034573,0.5104729623854631,0.015455291629874614,0.0007327000638026882,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_20pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_20pct),validation,6439,1347,0.20919397421959932,14731,1824,0.1238205145611296,0.1497874350495985,0.09591074428694929,0.08537345965846972,0.0633455355726812,0.10773948920583688,0.6168394126945173,0.14443804379001582,0.06136041568256967,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
ret_60d__top_20pct,drawdown_exclusion,base_compression_state AND ret_60d_bullish_score >= train_threshold(top_20pct),robustness,17823,3462,0.19424339336811985,28947,5708,0.1971879642104536,0.19606585418002995,0.1363712925107569,-0.002944570842333738,-0.017512633707165347,0.013354164672649743,0.5064507514675515,0.00887180873768178,-0.026940346375881996,insufficient_control,fail,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_50pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_50pct),train,21680,5257,0.24248154981549816,21679,4721,0.2177683472484893,0.2301252335155331,0.14517929462992518,0.024713202567008846,0.008224591782870657,0.04109981380008269,0.5262730684177549,0.038308363454056076,0.03763306906749275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_50pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_50pct),validation,13649,2161,0.15832661733460326,7521,1010,0.13429065283871824,0.1497874350495985,0.09591074428694929,0.02403596449588502,0.0030386110104005113,0.04526411841211776,0.5349888915129295,0.043253600242877305,0.008927727916863498,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_50pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_50pct),robustness,30566,6448,0.21095334685598377,16204,2722,0.16798321402122932,0.19606585418002995,0.1363712925107569,0.042970132834754454,0.028408073384761826,0.057879736194483604,0.528253884950927,0.038857961827264934,-0.013256360915116533,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_40pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),train,17348,4263,0.24573437860272077,26011,5715,0.2197147360731998,0.2301252335155331,0.14517929462992518,0.026019642529520964,0.008343512823893439,0.04255620991325317,0.5262730684177549,0.038308363454056076,0.03763306906749275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_40pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),validation,11524,1833,0.15905935439083652,9646,1338,0.13871034625751608,0.1497874350495985,0.09591074428694929,0.02034900813332044,-0.0013822132976563284,0.040621429523739254,0.5349888915129295,0.043253600242877305,0.008927727916863498,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_40pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_40pct),robustness,26837,5725,0.21332488728248314,19933,3445,0.1728289770731952,0.19606585418002995,0.1363712925107569,0.040495910209287944,0.02524205186626695,0.05623240948902676,0.528253884950927,0.038857961827264934,-0.013256360915116533,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_30pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),train,13008,3248,0.24969249692496925,30351,6730,0.22173898718328885,0.2301252335155331,0.14517929462992518,0.0279535097416804,0.009256463068460145,0.04596982867417633,0.5262730684177549,0.038308363454056076,0.03763306906749275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_30pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),validation,9020,1470,0.1629711751662971,12150,1701,0.14,0.1497874350495985,0.09591074428694929,0.022971175166297098,0.0015543146082463298,0.04370904703327262,0.5349888915129295,0.043253600242877305,0.008927727916863498,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_30pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_30pct),robustness,22510,4856,0.21572634384717904,24260,4314,0.17782357790601813,0.19606585418002995,0.1363712925107569,0.037902765941160904,0.023074609947760814,0.05451481594552714,0.528253884950927,0.038857961827264934,-0.013256360915116533,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_20pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_20pct),train,8673,2260,0.26057880779430415,34686,7718,0.2225105229775702,0.2301252335155331,0.14517929462992518,0.03806828481673394,0.017294814791667588,0.05933092301217486,0.5262730684177549,0.038308363454056076,0.03763306906749275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_20pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_20pct),validation,6225,1023,0.16433734939759037,14945,2148,0.14372699899631983,0.1497874350495985,0.09591074428694929,0.020610350401270544,-0.0025014872107009044,0.04269376411170685,0.5349888915129295,0.043253600242877305,0.008927727916863498,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
distance_to_60d_low__top_20pct,drawdown_exclusion,base_compression_state AND distance_to_60d_low_bullish_score >= train_threshold(top_20pct),robustness,17340,3645,0.2102076124567474,29430,5525,0.1877336051647978,0.19606585418002995,0.1363712925107569,0.022474007291949594,0.007533830538876586,0.03954605630438197,0.528253884950927,0.038857961827264934,-0.013256360915116533,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_50pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_50pct),train,21686,5090,0.2347136401364936,21673,4888,0.2255340746551008,0.2301252335155331,0.14517929462992518,0.009179565481392787,-0.009229463848888444,0.02594426143304413,0.5093786465630756,0.013674862831355964,0.020105393790739945,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_50pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_50pct),validation,11208,1976,0.1763026409707352,9950,1195,0.12010050251256281,0.1497874350495985,0.09591074428694929,0.05620213845817239,0.03428827108841559,0.08031726963545384,0.5802454265604804,0.09944087581811765,0.07269721303731697,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_50pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_50pct),robustness,27253,6073,0.22283785271346274,19517,3097,0.1586821745145258,0.19606585418002995,0.1363712925107569,0.06415567819893694,0.046422235439551915,0.08046511635229785,0.5486117238799044,0.06685638621927745,0.04254864229206756,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_40pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_40pct),train,17345,4101,0.23643701354857308,25999,5874,0.22593176660640793,0.2301252335155331,0.14517929462992518,0.010505246942165147,-0.007040460938012951,0.02858382585215986,0.5094369415702642,0.013674862831355964,0.020105393790739945,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_40pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_40pct),validation,9090,1631,0.17942794279427943,12068,1540,0.12761020881670534,0.1497874350495985,0.09591074428694929,0.05181773397757408,0.031140963804519035,0.07700114362902698,0.5802454265604804,0.09944087581811765,0.07269721303731697,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_40pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_40pct),robustness,23214,5173,0.2228396657189627,23556,3997,0.1696807607403634,0.19606585418002995,0.1363712925107569,0.05315890497859929,0.036707316971021746,0.06945105626059032,0.5486117238799044,0.06685638621927745,0.04254864229206756,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_30pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_30pct),train,13010,3106,0.23873943120676402,30334,6869,0.22644557262477746,0.2301252335155331,0.14517929462992518,0.012293858581986561,-0.00726657642422924,0.03238696057089169,0.5094369415702642,0.013674862831355964,0.020105393790739945,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_30pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_30pct),validation,6777,1282,0.1891692489302051,14381,1889,0.1313538696891732,0.1497874350495985,0.09591074428694929,0.05781537924103189,0.0344258208049964,0.08509459386107648,0.5802454265604804,0.09944087581811765,0.07269721303731697,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_30pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_30pct),robustness,19184,4179,0.21783778148457048,27569,4990,0.18100039899887554,0.19606585418002995,0.1363712925107569,0.03683738248569493,0.01897724835927732,0.05446740268249328,0.548535018788437,0.06685638621927745,0.04254864229206756,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_20pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_20pct),train,8673,2159,0.24893347169376226,34671,7816,0.225433359291627,0.2301252335155331,0.14517929462992518,0.02350011240213526,-0.0003904530582198594,0.0481365109730881,0.5094369415702642,0.013674862831355964,0.020105393790739945,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_20pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_20pct),validation,4662,961,0.20613470613470614,16496,2210,0.13397187196896218,0.1497874350495985,0.09591074428694929,0.07216283416574396,0.0444424487763977,0.1041931749495322,0.5802454265604804,0.09944087581811765,0.07269721303731697,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
max_drawdown_60d__top_20pct,drawdown_exclusion,base_compression_state AND max_drawdown_60d_bullish_score >= train_threshold(top_20pct),robustness,14382,3174,0.22069253233208178,31577,5885,0.18636982613927858,0.19606585418002995,0.1363712925107569,0.0343227061928032,0.015529312886611581,0.053097359196920095,0.5474693151280778,0.06685638621927745,0.04254864229206756,coarsened_caveat,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_50pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_50pct),train,21680,5776,0.26642066420664207,21679,4202,0.1938281286037179,0.2301252335155331,0.14517929462992518,0.07259253560292417,0.06293929972226192,0.08382607566216617,0.5649877770398672,0.09475769082626088,0.06761461888299086,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_50pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_50pct),validation,9517,1632,0.17148261006619733,11653,1539,0.13206899510855574,0.1497874350495985,0.09591074428694929,0.03941361495764159,0.026842126335925524,0.04999256511142138,0.5522338052033411,0.06457192595429595,0.05285781766650921,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_50pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_50pct),robustness,21709,4723,0.21755953751900134,25061,4447,0.17744702924863334,0.19606585418002995,0.1363712925107569,0.040112508270368,0.03204394977991795,0.04929416302433969,0.5412194627485557,0.056689701528021955,0.03463758819756252,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_40pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),train,17344,4736,0.2730627306273063,26015,5242,0.2014991351143571,0.2301252335155331,0.14517929462992518,0.07156359551294919,0.06195524571063117,0.08220592244383251,0.5649877770398672,0.09475769082626088,0.06761461888299086,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_40pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),validation,7439,1309,0.17596451135905364,13731,1862,0.13560556405214477,0.1497874350495985,0.09591074428694929,0.040358947306908866,0.027969396757176614,0.05093822975205507,0.5522338052033411,0.06457192595429595,0.05285781766650921,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_40pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_40pct),robustness,17003,3778,0.22219608304416869,29767,5392,0.1811401887996775,0.19606585418002995,0.1363712925107569,0.04105589424449119,0.03244843053211008,0.05103569502517969,0.5412194627485557,0.056689701528021955,0.03463758819756252,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_30pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),train,13008,3626,0.2787515375153752,30351,6352,0.2092847023162334,0.2301252335155331,0.14517929462992518,0.06946683519914179,0.0591696200592724,0.08026907986347,0.5649877770398672,0.09475769082626088,0.06761461888299086,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_30pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),validation,5434,988,0.18181818181818182,15736,2183,0.13872648703609558,0.1497874350495985,0.09591074428694929,0.04309169478208624,0.030268702730369728,0.0543471407181381,0.5522338052033411,0.06457192595429595,0.05285781766650921,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_30pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_30pct),robustness,12313,2761,0.2242345488508081,34447,6403,0.18587975730832873,0.19606585418002995,0.1363712925107569,0.038354791542479366,0.029678239348226814,0.0485805859829367,0.5409476286030038,0.056689701528021955,0.03463758819756252,coarsened_caveat,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_20pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_20pct),train,8672,2479,0.28586254612546125,34687,7499,0.2161905036468994,0.2301252335155331,0.14517929462992518,0.06967204247856185,0.05849109783014127,0.08222907011883272,0.5649877770398672,0.09475769082626088,0.06761461888299086,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_20pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_20pct),validation,3497,667,0.19073491564197884,17673,2504,0.1416850563005715,0.1497874350495985,0.09591074428694929,0.04904985934140735,0.03381063702383598,0.06252455404905372,0.5522338052033411,0.06457192595429595,0.05285781766650921,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
turnover_zscore_20d__top_20pct,participation,base_compression_state AND turnover_zscore_20d_bullish_score >= train_threshold(top_20pct),robustness,7953,1768,0.22230604803218912,38791,7396,0.19066278260421232,0.19606585418002995,0.1363712925107569,0.0316432654279768,0.021993750760115515,0.04288320260839892,0.5410560656979936,0.056689701528021955,0.03463758819756252,coarsened_caveat,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_50pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_50pct),train,21680,5253,0.2422970479704797,21679,4725,0.21795285760413302,0.2301252335155331,0.14517929462992518,0.02434419036634669,0.01454448783102326,0.034946154593957474,0.5250185529941732,0.03648052838170505,0.039708714823950275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_50pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_50pct),validation,10313,1871,0.1814215068360322,10857,1300,0.11973841761075804,0.1497874350495985,0.09591074428694929,0.06168308922527416,0.04875559481783116,0.07692653024344098,0.5800667576244513,0.0989821944066445,0.05805384978743505,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_50pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_50pct),robustness,21955,4605,0.20974721020268733,24815,4565,0.1839613137215394,0.19606585418002995,0.1363712925107569,0.02578589648114793,0.015897490733841915,0.035351413901025044,0.5249683345321238,0.03433993038119,0.02822322001282873,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_40pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),train,17344,4255,0.24532979704797048,26015,5723,0.21998846819142803,0.2301252335155331,0.14517929462992518,0.025341328856542444,0.014674039208878355,0.03609872780661451,0.5250185529941732,0.03648052838170505,0.039708714823950275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_40pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),validation,8182,1531,0.18711806404302125,12988,1640,0.12627040344933785,0.1497874350495985,0.09591074428694929,0.060847660593683406,0.04699275145420261,0.07558123294555726,0.5800667576244513,0.0989821944066445,0.05805384978743505,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_40pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_40pct),robustness,16884,3579,0.21197583511016346,29886,5591,0.1870775613999866,0.19606585418002995,0.1363712925107569,0.02489827371017686,0.014038490858495747,0.03465243244631134,0.5249683345321238,0.03433993038119,0.02822322001282873,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_30pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),train,13008,3199,0.24592558425584257,30351,6779,0.22335343151790715,0.2301252335155331,0.14517929462992518,0.02257215273793542,0.01180426084052528,0.0329818936891891,0.5250185529941732,0.03648052838170505,0.039708714823950275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_30pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),validation,6087,1182,0.19418432725480533,15071,1989,0.13197531683365404,0.1497874350495985,0.09591074428694929,0.06220901042115129,0.04758200043782467,0.07844967962826116,0.579928806285811,0.0989821944066445,0.05805384978743505,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_30pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_30pct),robustness,12124,2584,0.21313097987462884,34646,6586,0.19009409455637014,0.19606585418002995,0.1363712925107569,0.023036885318258704,0.011838309740806735,0.034008481767768724,0.5249683345321238,0.03433993038119,0.02822322001282873,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_20pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_20pct),train,8672,2146,0.2474630996309963,34687,7832,0.22579064202727248,0.2301252335155331,0.14517929462992518,0.021672457603723827,0.008140050232350364,0.03267874659832131,0.5250185529941732,0.03648052838170505,0.039708714823950275,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_20pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_20pct),validation,4044,819,0.20252225519287834,17114,2352,0.13743134276031319,0.1497874350495985,0.09591074428694929,0.06509091243256515,0.049196548289612355,0.0823888396111889,0.579928806285811,0.0989821944066445,0.05805384978743505,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
volume_up_price_not_down_5d__top_20pct,participation,base_compression_state AND volume_up_price_not_down_5d_bullish_score >= train_threshold(top_20pct),robustness,7955,1763,0.22162162162162163,38815,7407,0.19082828803297694,0.19606585418002995,0.1363712925107569,0.030793333588644695,0.018763179906538276,0.0428268506489379,0.5249683345321238,0.03433993038119,0.02822322001282873,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
amount_ratio_5d_20d__top_50pct,participation,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_50pct),train,21680,5699,0.2628690036900369,21679,4279,0.1973799529498593,0.2301252335155331,0.14517929462992518,0.0654890507401776,0.053781415858393404,0.07770814330328624,0.5653299275721827,0.09525657532168377,0.05654450818188389,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
amount_ratio_5d_20d__top_50pct,participation,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_50pct),validation,9391,1614,0.17186668086465764,11779,1557,0.13218439595890993,0.1497874350495985,0.09591074428694929,0.03968228490574771,0.024874886849470854,0.052088793467326956,0.5578026348532731,0.07145616604378684,0.024988190836088803,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
amount_ratio_5d_20d__top_50pct,participation,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_50pct),robustness,21641,4668,0.21570167737165566,25129,4502,0.1791555573242071,0.19606585418002995,0.1363712925107569,0.03654612004744856,0.02504327091880724,0.047637722559055795,0.5419043423281282,0.05763162595788292,0.03891383365405174,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
amount_ratio_5d_20d__top_40pct,participation,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),train,17344,4676,0.26960332103321033,26015,5302,0.20380549682875265,0.2301252335155331,0.14517929462992518,0.06579782420445768,0.05343230767419475,0.07852178247387222,0.5653299275721827,0.09525657532168377,0.05654450818188389,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
amount_ratio_5d_20d__top_40pct,participation,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),validation,7191,1297,0.180364344319288,13979,1874,0.13405823020244653,0.1497874350495985,0.09591074428694929,0.04630611411684146,0.030703282586690396,0.06030301260658344,0.5578026348532731,0.07145616604378684,0.024988190836088803,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
amount_ratio_5d_20d__top_40pct,participation,base_compression_state AND amount_ratio_5d_20d_bullish_score >= train_threshold(top_40pct),robustness,16238,3565,0.21954674220963172,30532,5605,0.1835778854971833,0.19606585418002995,0.1363712925107569,0.03596885671244843,0.024476154028301802,0.04800803927512107,0.5419043423281282,0.05763162595788292,0.03891383365405174,insufficient_control,pass,13202,500,500,0.05,instrument_month_block,pass
