filter_id,split_bucket,treated_n,control_n,coarsening_level,effective_control_ratio,matched_block_n,unmatched_treated_n,max_standardized_diff_after_match,control_match_quality,match_status,excluded_match_decile_ids,included_match_decile_ids,compression_severity_decile_used,liquidity_decile_used
close_vs_sma20__top_20pct,validation,4432,16726,level_3,3.773916967509025,15,0,2.3353686970742857,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_vs_sma20__top_20pct,robustness,9069,37684,level_3,4.155254162531701,15,0,2.3562688656927127,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,0.7630240100463321,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_50pct,validation,12230,8940,level_3,0.7309893704006541,16,0,1.086059007924109,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_50pct,robustness,25806,20964,level_3,0.8123692164612881,16,0,1.03553849721141,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,0.8265620895305036,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_40pct,validation,9943,11227,level_3,1.1291360756310973,16,0,1.0866098178497272,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_40pct,robustness,21406,25364,level_3,1.184901429505746,16,0,1.0738091484417893,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_30pct,train,13008,30351,level_3,2.3332564575645756,24,0,0.9188864238090307,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_30pct,validation,7435,13735,level_3,1.847343644922663,16,0,1.1224930788106013,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_30pct,robustness,16590,30180,level_3,1.8191681735985534,16,0,1.1203399718139608,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_20pct,train,8672,34687,level_3,3.9998846863468636,24,0,1.0529286125196362,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_20pct,validation,4883,16287,level_3,3.3354495187384803,16,0,1.2427593692548533,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
stock_vs_board_5d__top_20pct,robustness,11552,35218,level_3,3.0486495844875345,16,0,1.1974999575308425,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,1.5091847890393115,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_50pct,validation,10836,10334,level_3,0.953672942045035,16,0,1.3605420867776872,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_50pct,robustness,23289,23481,level_3,1.0082442354759757,16,0,1.548749752673052,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,1.548556843574321,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_40pct,validation,8458,12712,level_3,1.502955781508631,16,0,1.3954426421662844,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_40pct,robustness,18176,28594,level_3,1.5731734154929577,16,0,1.5776029716545126,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_30pct,train,13009,30350,level_3,2.333000230609578,24,0,1.6193014487401944,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_30pct,validation,6069,15101,level_3,2.48821881693854,16,0,1.455543537420041,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_30pct,robustness,13057,33696,level_3,2.580684690204488,15,0,1.6248488266082286,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_20pct,train,8672,34672,level_3,3.9981549815498156,23,0,1.673213452293506,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_20pct,validation,3899,17259,level_3,4.426519620415491,15,0,1.5413591025099733,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
ret_5d__top_20pct,robustness,8260,38493,level_3,4.660169491525424,15,0,1.6770351517066286,insufficient_control,fail,stock_vs_board_20d_directional_decile;ret_20d_directional_decile;close_vs_sma20_directional_decile;stock_vs_board_5d_directional_decile;ret_5d_directional_decile,close_position_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_50pct,train,21680,21679,level_3,0.9999538745387454,24,0,1.3566329451428543,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_50pct,validation,11047,10123,level_3,0.9163573820946863,16,0,1.7117805288349106,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_50pct,robustness,23962,22808,level_3,0.9518404139888156,16,0,1.4430859270828282,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_40pct,train,17344,26015,level_3,1.4999423431734318,24,0,1.2911172347612399,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_40pct,validation,9104,12066,level_3,1.3253514938488578,16,0,1.6249956318654142,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_40pct,robustness,19407,27363,level_3,1.4099551708146545,16,0,1.3932838547347681,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_30pct,train,13009,30350,level_3,2.333000230609578,24,0,1.2213778109294147,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_30pct,validation,6980,14190,level_3,2.0329512893982806,16,0,1.5043523810513477,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
close_position_20d__top_30pct,robustness,14662,32108,level_3,2.189878597735643,16,0,1.354502375899317,insufficient_control,fail,close_position_20d_directional_decile;distance_to_20d_high_directional_decile;distance_from_20d_low_directional_decile;higher_low_slope_10d_directional_decile,stock_vs_board_20d_directional_decile;max_drawdown_20d_directional_decile;turnover_zscore_20d_directional_decile,volatility_20d_decile,liquidity_metric_decile
