pool_id,rejector_id,rejector_family,label_policy,workpoint_allowed_for_decision_gate,reject_score_direction,chosen_reject_fraction,chosen_reject_fraction_source,fit_split,selection_split,eval_split,train_cv_retained_event_n,train_cv_retained_precision,train_cv_candidate_gate_pass,retained_event_n,retained_precision,retained_bad_side_rate,pool_bad_side_rate,bad_side_reduction_abs,bad_side_reduction_rel,precision_delta_vs_pool,retained_episode_recall_low_to_high,retained_precision_minus_c0_baseline,train_class_sufficiency_gate_pass,workpoint_meets_supported,workpoint_meets_partial,workpoint_status
shallow_tree_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_clean_winner,True,higher_is_worse,0.3,train_internal_cv,train,train_internal_cv,robustness,1190.0,0.1672268907563025,True,1074,0.13221601489757914,0.3621973929236499,0.4058631921824104,0.04366579925876052,0.10758748292487544,0.013649239653279466,0.5580110497237569,0.05279983116716494,True,False,False,ok
shallow_tree_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.17450980392156862,True,921,0.13355048859934854,0.32247557003257327,0.4058631921824104,0.08338762214983714,0.2054574638844302,0.014983713355048861,0.48066298342541436,0.054134304868934335,True,False,False,ok
shallow_tree_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.1676470588235294,True,921,0.1237785016286645,0.32030401737242126,0.4058631921824104,0.08555917480998915,0.21080791867308724,0.005211726384364818,0.4585635359116022,0.04436231789825029,True,False,False,ok
shallow_tree_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.16470588235294117,True,921,0.1248642779587405,0.3311617806731813,0.4058631921824104,0.0747014115092291,0.18405564472980204,0.0062975027144408224,0.46408839779005523,0.0454480942283263,True,False,False,ok
shallow_tree_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_clean_winner,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.1696078431372549,True,921,0.1270358306188925,0.36482084690553745,0.4058631921824104,0.04104234527687295,0.10112359550561795,0.008469055374592832,0.4972375690607735,0.047619646888478306,True,False,False,ok
shallow_tree_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1020.0,0.1696078431372549,True,921,0.11726384364820847,0.31378935939196523,0.4058631921824104,0.09207383279044518,0.22685928303905836,-0.0013029315960912113,0.430939226519337,0.03784765991779426,True,False,False,ok
lightgbm_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.246,True,973,0.10996916752312436,0.3391572456320658,0.3733826247689464,0.03422537913688062,0.09166302036164561,-0.008330277948224996,0.44751381215469616,0.030552983792710153,True,False,False,ok
lightgbm_top20,logistic_regression_l2,logistic_regression_l2,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.259,True,973,0.1171634121274409,0.31654676258992803,0.3733826247689464,0.05683586217901837,0.15221881900420267,-0.001136033343908452,0.4419889502762431,0.0377472283970267,True,False,False,ok
lightgbm_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.251,True,973,0.10688591983556012,0.34224049331963,0.3733826247689464,0.03114213144931638,0.08340541145584238,-0.011413525635789235,0.4419889502762431,0.027469736105145914,True,False,False,ok
lightgbm_top20,logistic_regression_l1,logistic_regression_l1,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.256,True,973,0.1171634121274409,0.3175745118191161,0.3733826247689464,0.05580811294983029,0.14946628270226825,-0.001136033343908452,0.4419889502762431,0.0377472283970267,True,False,False,ok
lightgbm_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.259,True,973,0.1366906474820144,0.3432682425488181,0.3733826247689464,0.0301143822201283,0.08065287515390797,0.018391202010665048,0.49171270718232046,0.057274463751600196,True,False,False,ok
lightgbm_top20,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.245,True,973,0.1171634121274409,0.3001027749229188,0.3733826247689464,0.07327984984602759,0.1962593998351531,-0.001136033343908452,0.425414364640884,0.0377472283970267,True,False,False,ok
lightgbm_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_clean_winner,True,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.246,True,973,0.1223021582733813,0.29804727646454265,0.3733826247689464,0.07533534830440375,0.20176447243902193,0.004002712802031946,0.46408839779005523,0.042885974542967095,True,False,False,ok
lightgbm_top20,scorecard_quantile_binning,scorecard_quantile_binning,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.25,True,973,0.12024665981500514,0.3001027749229188,0.3733826247689464,0.07327984984602759,0.1962593998351531,0.001947214343655787,0.44751381215469616,0.040830476084590936,True,False,False,ok
lightgbm_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_clean_winner,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.244,True,973,0.12332990750256938,0.33093525179856115,0.3733826247689464,0.042447372970385255,0.1136833107771209,0.005030462031220026,0.49171270718232046,0.043913723772155175,True,False,False,ok
lightgbm_top20,lightgbm_rejector_depth_3,lightgbm_rejector_depth_3,bad_side_vs_all_non_bad,False,higher_is_worse,0.4,train_internal_cv,train,train_internal_cv,robustness,1000.0,0.262,True,973,0.12949640287769784,0.28776978417266186,0.3733826247689464,0.08561284059628455,0.22928983545836604,0.01119695740634849,0.4530386740331492,0.05008021914728364,True,False,False,ok
