feature_bank_v2_scope_id,fold_id,duplicate_cluster_id,feature_name,representative_feature_name,dropped_as_duplicate,correlation_method,duplicate_corr_abs_threshold,cluster_algorithm,pass
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0014,launch_gain_from_recent_low_10,close_over_min_low_10,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0015,close_over_min_low_20,close_over_min_low_20,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0015,distance_to_low_20,close_over_min_low_20,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0015,launch_gain_from_recent_low_20,close_over_min_low_20,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0016,close_over_min_low_40,close_over_min_low_40,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0016,distance_to_low_40,close_over_min_low_40,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0016,launch_gain_from_recent_low_40,close_over_min_low_40,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0017,close_over_min_low_5,close_over_min_low_5,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0017,distance_to_low_5,close_over_min_low_5,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0017,launch_gain_from_recent_low_5,close_over_min_low_5,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0018,close_over_min_low_60,close_over_min_low_60,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0018,distance_to_low_60,close_over_min_low_60,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0018,launch_gain_from_recent_low_60,close_over_min_low_60,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0019,atr_like_10,atr_like_10,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0019,atr_like_20,atr_like_10,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0020,money_over_mean_5,money_over_mean_5,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0020,volume_over_mean_5,money_over_mean_5,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0021,money_zscore_5,money_zscore_5,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0021,volume_zscore_5,money_zscore_5,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0022,rank_evaporation_5d,rank_evaporation_5d,False,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
v2_hygiene_fold_fold_2023,fold_2023,fold_2023_cluster_0022,rank_jump_5d,rank_evaporation_5d,True,spearman_on_train_scope_rank_values,0.995,connected_components_on_abs_corr_graph,True
