feature_bank_v2_scope_id,fold_id,feature_name,feature_family,drop_reason,selection_inputs,labels_read_for_v2,oof_metric_read_for_v2,fold_2024_used_for_v2,pass
v2_hygiene_fold_fold_2021,fold_2021,ret_2d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,ret_3d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,ret_40d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,ret_5d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,ret_60d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_acceleration_20_60,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_10d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_120d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_1d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_20d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_2d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_3d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_40d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_5d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,return_slope_60d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_ma_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_max_high_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_median_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_min_low_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_min_low_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,close_over_min_low_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_high_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_high_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_high_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_high_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_high_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_high_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_low_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_low_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_low_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_low_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_low_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,distance_to_low_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,drawdown_from_recent_high_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,drawdown_from_recent_high_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,drawdown_from_recent_high_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,drawdown_from_recent_high_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,drawdown_from_recent_high_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,drawdown_from_recent_high_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,launch_gain_from_recent_low_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,launch_gain_from_recent_low_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,launch_gain_from_recent_low_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,launch_gain_from_recent_low_40,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,launch_gain_from_recent_low_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,launch_gain_from_recent_low_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,amplitude_60,volatility_range,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,range_expansion_ratio_20_60,volatility_range,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,volatility_return_std_60,volatility_range,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,money_over_mean_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,money_price_coherence_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,money_zscore_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,turnover_proxy_ratio_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,volume_over_mean_5,volume_money,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,volume_over_mean_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,volume_price_divergence_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,volume_zscore_5,volume_money,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,volume_zscore_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,rank_jump_5d,cross_section_rank,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,ret_60d_industry_rank,cross_section_rank,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,ret_60d_market_rank,cross_section_rank,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,market_regime,industry_market_context,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,prelaunch_drawdown_60d,launch_lifecycle_context,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2021,fold_2021,prelaunch_repair_age,launch_lifecycle_context,constant_or_near_constant,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_location,kbar_candle_shape,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,lower_shadow_pct,kbar_candle_shape,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,open_close_ratio,kbar_candle_shape,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,upper_shadow_pct,kbar_candle_shape,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_close_120d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_close_1d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_close_60d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_10d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_120d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_1d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_20d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_2d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_3d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_40d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_5d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_60d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_acceleration_20_60,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_10d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_120d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_1d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_20d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_2d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_3d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_40d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_5d,rolling_return,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,return_slope_60d,rolling_return,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_ma_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_ma_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_max_high_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_max_high_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_median_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_median_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_min_low_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,close_over_min_low_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_high_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_high_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_high_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_high_40,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_high_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_high_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_low_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_low_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_low_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_low_40,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_low_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,distance_to_low_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,drawdown_from_recent_high_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,drawdown_from_recent_high_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,drawdown_from_recent_high_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,drawdown_from_recent_high_40,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,drawdown_from_recent_high_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,drawdown_from_recent_high_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,launch_gain_from_recent_low_10,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,launch_gain_from_recent_low_120,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,launch_gain_from_recent_low_20,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,launch_gain_from_recent_low_40,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,launch_gain_from_recent_low_5,price_distance,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,launch_gain_from_recent_low_60,price_distance,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,amplitude_60,volatility_range,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,range_expansion_ratio_20_60,volatility_range,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volatility_return_std_60,volatility_range,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,money_over_mean_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,money_price_coherence_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,money_zscore_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,turnover_proxy_ratio_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volume_over_mean_5,volume_money,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volume_over_mean_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volume_price_divergence_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volume_zscore_10,volume_money,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volume_zscore_5,volume_money,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,volume_zscore_60,volume_money,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,rank_jump_5d,cross_section_rank,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_60d_industry_rank,cross_section_rank,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,ret_60d_market_rank,cross_section_rank,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,market_regime,industry_market_context,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,prelaunch_drawdown_60d,launch_lifecycle_context,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2022,fold_2022,prelaunch_repair_age,launch_lifecycle_context,constant_or_near_constant,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2023,fold_2023,close_location,kbar_candle_shape,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2023,fold_2023,lower_shadow_pct,kbar_candle_shape,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2023,fold_2023,open_close_ratio,kbar_candle_shape,duplicate_or_high_corr_non_representative,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
v2_hygiene_fold_fold_2023,fold_2023,upper_shadow_pct,kbar_candle_shape,missingness,train_scope_unsupervised_missingness_correlation_complexity_family_coverage,False,False,False,True
