path_pattern_id,task,fold_id,path_count,path_train_support_count,path_oof_support_count
E10C_PATH_0450409bae1783b4,failure_reject,fold_2023,1,1221,9
E10C_PATH_04926f531169f8df,launch_winner,fold_2023,1,51,119
E10C_PATH_04b462e6aff6e4c4,launch_winner,fold_2023,1,68,0
E10C_PATH_04bf87dec6823f5e,failure_reject,fold_2021,1,219,0
E10C_PATH_04c20c5f7e096cec,failure_reject,fold_2022,1,720,323
E10C_PATH_04cdd515f8e67d22,failure_reject,fold_2023,1,1326,0
E10C_PATH_04f7b0d8dd1aec8f,failure_reject,fold_2021,1,109,15
E10C_PATH_05282f9361ec1743,launch_winner,fold_2023,1,383,70
E10C_PATH_0540ef2007f4140b,launch_winner,fold_2022,1,181,46
E10C_PATH_05454c846949733b,launch_winner,fold_2022,1,680,275
E10C_PATH_05813daefe1af156,failure_reject,fold_2022,1,100,0
E10C_PATH_05a7000c58265d4b,launch_winner,fold_2023,1,332,86
E10C_PATH_05ef9e30471f83aa,launch_winner,fold_2022,1,578,146
E10C_PATH_05fdfa3359e8d0b3,launch_winner,fold_2023,1,112,93
E10C_PATH_06087c592ad33d16,failure_reject,fold_2022,1,272,121
E10C_PATH_0658cf684a1af9c7,launch_winner,fold_2021,1,299,69
E10C_PATH_067087ee79dd1b47,launch_winner,fold_2022,1,62,19
E10C_PATH_06785471aef05210,launch_winner,fold_2021,1,26,49
E10C_PATH_0693fb326fd0e9d9,failure_reject,fold_2023,1,136,56
E10C_PATH_069cee160083176f,launch_winner,fold_2021,2,152,38
E10C_PATH_06a96cd825853aab,failure_reject,fold_2021,5,560,0
E10C_PATH_06d9e7604f3064fd,failure_reject,fold_2023,2,644,4
E10C_PATH_06f1f4e704cd92a4,launch_winner,fold_2022,1,56,27
E10C_PATH_073c77b817e26dcf,failure_reject,fold_2022,1,620,345
E10C_PATH_076f296113841649,failure_reject,fold_2021,1,34,0
E10C_PATH_07974e9c8532d8d6,launch_winner,fold_2023,1,571,165
E10C_PATH_07f1fb4b7a18a640,launch_winner,fold_2022,1,186,50
E10C_PATH_07f43ec5977d6afe,launch_winner,fold_2023,1,42,75
E10C_PATH_082e103e9fc3d465,failure_reject,fold_2022,1,854,0
E10C_PATH_083ea712f201c81e,launch_winner,fold_2023,1,72,18
E10C_PATH_085004286e2dee77,failure_reject,fold_2021,2,2060,38
E10C_PATH_085069693198ab73,launch_winner,fold_2022,1,248,65
E10C_PATH_0899f93530e29b18,launch_winner,fold_2021,1,67,0
E10C_PATH_0996d49d0c2c8c96,launch_winner,fold_2021,1,170,116
E10C_PATH_09b28c0f3fa89bf7,failure_reject,fold_2023,1,286,1
E10C_PATH_09f49250f934b4c2,failure_reject,fold_2021,1,114,362
E10C_PATH_0a08df621b410533,launch_winner,fold_2022,1,454,180
E10C_PATH_0a2b35810a940c87,launch_winner,fold_2021,1,62,0
E10C_PATH_0aa391863fc49a13,failure_reject,fold_2021,1,55,0
E10C_PATH_0ad280c59dc8c8f3,launch_winner,fold_2023,1,40,0
E10C_PATH_0adff6335aa07bb9,launch_winner,fold_2021,1,63,42
E10C_PATH_0afa4a089459b77d,launch_winner,fold_2022,1,95,84
E10C_PATH_0afabfceb3475149,failure_reject,fold_2023,1,716,322
E10C_PATH_0bdcc727c52e4df7,launch_winner,fold_2023,2,102,14
E10C_PATH_0bea1d82911bf935,launch_winner,fold_2023,1,49,16
E10C_PATH_0bef6353e1cdc725,failure_reject,fold_2023,1,1174,175
E10C_PATH_0c31ae5e7720dc93,launch_winner,fold_2022,1,86,10
E10C_PATH_0c673e945fd5016f,launch_winner,fold_2022,3,189,6
E10C_PATH_0c7c610f84b7b678,failure_reject,fold_2022,2,382,0
E10C_PATH_0c92d66bb7f6756f,failure_reject,fold_2022,1,380,187
E10C_PATH_0c9d3a4d768cce69,launch_winner,fold_2021,1,78,56
E10C_PATH_0caed50c65106745,failure_reject,fold_2021,1,337,446
E10C_PATH_0ce28dde9912a8ed,launch_winner,fold_2022,1,77,7
E10C_PATH_0ce4ccd8962ab440,failure_reject,fold_2022,1,767,368
E10C_PATH_0cecbf1a6471125b,launch_winner,fold_2021,1,211,207
E10C_PATH_0cfe4c869fbfde5b,failure_reject,fold_2022,1,48,1
E10C_PATH_0d214b94637bb971,launch_winner,fold_2023,1,988,154
E10C_PATH_0d2af7590f1eb4ef,launch_winner,fold_2021,4,292,48
E10C_PATH_0d43a0c0f367e6d1,launch_winner,fold_2022,2,156,0
E10C_PATH_0d4e9c343f35e4d9,launch_winner,fold_2022,1,44,34
E10C_PATH_0d55500e65bd6008,launch_winner,fold_2023,1,65,10
E10C_PATH_0d6b4883572615c4,launch_winner,fold_2021,1,228,143
E10C_PATH_0d9fc4d0d5164449,launch_winner,fold_2021,1,93,53
E10C_PATH_0dbec8655ae14b33,failure_reject,fold_2023,1,81,49
E10C_PATH_0defe4f75061a877,failure_reject,fold_2022,1,573,285
E10C_PATH_0df946929c276e34,launch_winner,fold_2023,1,237,70
E10C_PATH_0e4b29cb09b9709f,launch_winner,fold_2023,1,57,40
E10C_PATH_0e9ecf9e127426ef,failure_reject,fold_2022,1,254,97
E10C_PATH_0ec89ab4098b32b5,launch_winner,fold_2023,1,62,0
E10C_PATH_0ed100e5e83d8ddf,launch_winner,fold_2022,1,94,27
E10C_PATH_0ed51219b1721722,launch_winner,fold_2022,1,113,89
E10C_PATH_0efe89e195d20db7,launch_winner,fold_2023,1,184,19
E10C_PATH_0f04f4c21ef9f095,launch_winner,fold_2023,3,165,15
E10C_PATH_0f25a1384be2a082,failure_reject,fold_2022,1,540,163
E10C_PATH_0f29b97c9ca55bf6,launch_winner,fold_2023,1,176,41
E10C_PATH_0f37c263d5c090ad,failure_reject,fold_2023,1,978,641
E10C_PATH_0f4798772830e4e9,launch_winner,fold_2022,1,41,30
E10C_PATH_0f5421ee35f0f3b3,launch_winner,fold_2022,1,362,163
E10C_PATH_0f772525a190af26,failure_reject,fold_2022,1,47,71
E10C_PATH_0fa4c172b99dbdd1,launch_winner,fold_2023,1,42,1
E10C_PATH_0fe3ba334b47b00d,launch_winner,fold_2023,1,57,0
E10C_PATH_0fe87de0efded120,launch_winner,fold_2021,1,39,1
E10C_PATH_101a5a5ef623f096,failure_reject,fold_2021,1,188,172
E10C_PATH_106bcc119a6d8af5,failure_reject,fold_2023,1,986,674
E10C_PATH_106fc0457eb02298,failure_reject,fold_2021,1,78,0
E10C_PATH_10fc558d7ffff53e,launch_winner,fold_2023,1,159,19
E10C_PATH_11217aa554f64cd2,launch_winner,fold_2022,1,47,0
E10C_PATH_11409448dcd5ef45,failure_reject,fold_2022,1,40,9
E10C_PATH_11b5ab232fa34893,launch_winner,fold_2021,1,119,96
E10C_PATH_11bad6b8b4f9f281,failure_reject,fold_2022,1,129,44
E10C_PATH_120b8756c4397c6b,launch_winner,fold_2022,1,479,220
E10C_PATH_12364df426ea77a2,launch_winner,fold_2022,1,67,21
E10C_PATH_1258819bb9776a63,failure_reject,fold_2023,1,509,311
E10C_PATH_125d88167781cbeb,launch_winner,fold_2023,1,177,19
E10C_PATH_12756c86a640594e,launch_winner,fold_2021,1,68,210
E10C_PATH_1278e6c7c9563039,failure_reject,fold_2022,1,43,0
E10C_PATH_127e9940f2813aef,launch_winner,fold_2023,1,69,33
E10C_PATH_12c142ada9b8b3de,launch_winner,fold_2023,1,83,47
E10C_PATH_12d236efa95a7a94,launch_winner,fold_2023,1,64,62
E10C_PATH_12eef9abec2a4b9e,launch_winner,fold_2021,1,260,104
E10C_PATH_13512da2f6ab9fdc,launch_winner,fold_2022,1,151,34
E10C_PATH_13879d0d94009823,failure_reject,fold_2022,1,81,0
E10C_PATH_138c9f242b3bd11f,launch_winner,fold_2023,1,124,6
E10C_PATH_139ff789ec7b93ea,launch_winner,fold_2023,1,127,0
E10C_PATH_13a6ca3f65d63839,launch_winner,fold_2023,1,499,29
E10C_PATH_13a776749ffed569,launch_winner,fold_2022,1,31,1
E10C_PATH_13d04711180ecbe7,launch_winner,fold_2022,1,631,292
E10C_PATH_13df68b61330e24a,failure_reject,fold_2022,1,818,268
E10C_PATH_140a5bac70d6cf6a,launch_winner,fold_2022,1,35,20
E10C_PATH_145e01a30e1e0a4b,failure_reject,fold_2022,2,1144,554
E10C_PATH_148d458b46c2d543,launch_winner,fold_2022,2,104,64
E10C_PATH_148da6a1fda9bd31,failure_reject,fold_2021,1,33,10
E10C_PATH_149278b4bebabb3d,failure_reject,fold_2023,2,298,22
E10C_PATH_149eb4adb4706a89,failure_reject,fold_2021,1,49,100
E10C_PATH_15332a86ac9ed494,launch_winner,fold_2022,1,111,25
E10C_PATH_15a6f5239c88f7bb,launch_winner,fold_2022,1,47,19
E10C_PATH_15da7282742ae2fb,failure_reject,fold_2023,1,47,31
E10C_PATH_15df7cb74353bd36,launch_winner,fold_2022,2,246,72
E10C_PATH_15f7ec2395aab48e,launch_winner,fold_2021,1,147,102
E10C_PATH_161800e611fbc193,failure_reject,fold_2023,1,66,0
E10C_PATH_1639174a3a4624ee,launch_winner,fold_2021,1,69,8
E10C_PATH_166978a3ac4ff248,failure_reject,fold_2023,1,29,8
E10C_PATH_1671be8c268245fd,launch_winner,fold_2023,1,141,29
E10C_PATH_168ac983487165d9,launch_winner,fold_2023,1,168,8
E10C_PATH_169ecf7257342845,launch_winner,fold_2022,1,71,0
E10C_PATH_16b1302f507b55dd,failure_reject,fold_2023,1,58,0
E10C_PATH_16b932499d722bae,launch_winner,fold_2023,1,64,6
E10C_PATH_16c18feaf0ff12ea,failure_reject,fold_2022,1,130,121
E10C_PATH_16dd496e167c7da1,launch_winner,fold_2023,1,347,112
E10C_PATH_1715479cb0400305,launch_winner,fold_2023,1,81,10
E10C_PATH_1739152f34388d49,launch_winner,fold_2022,1,61,30
E10C_PATH_174d27182c565c70,launch_winner,fold_2023,1,632,155
E10C_PATH_17603164f4f7622e,failure_reject,fold_2023,1,16,0
E10C_PATH_1768b003e8d312ba,launch_winner,fold_2022,1,156,52
E10C_PATH_1773cf225e2e6e74,launch_winner,fold_2022,1,41,3
E10C_PATH_177446bd8f683e51,failure_reject,fold_2023,1,40,36
E10C_PATH_1775cedfb0b77db2,launch_winner,fold_2023,1,92,62
E10C_PATH_17978c25ead9d05b,failure_reject,fold_2021,1,563,234
E10C_PATH_17b201799688f5a8,launch_winner,fold_2022,1,598,273
E10C_PATH_17c4b1b6ae907b6d,failure_reject,fold_2023,1,988,10
E10C_PATH_17d04ef968b0fa0f,failure_reject,fold_2023,1,424,264
E10C_PATH_17dce576f7324c82,launch_winner,fold_2021,5,325,165
E10C_PATH_180f6845fc7cc325,launch_winner,fold_2023,1,80,13
E10C_PATH_183f0a4f7cff7990,launch_winner,fold_2022,1,35,0
E10C_PATH_18678ca79dec2df9,launch_winner,fold_2022,1,51,26
E10C_PATH_18b13794feb8d903,launch_winner,fold_2021,2,476,124
E10C_PATH_18b84b77d4e86f78,failure_reject,fold_2023,1,573,297
E10C_PATH_18ee1f8791e30bd9,failure_reject,fold_2021,1,10,0
E10C_PATH_18f14811d3305c3b,launch_winner,fold_2022,1,28,17
E10C_PATH_1926fb1b9a4398f5,launch_winner,fold_2022,1,60,37
E10C_PATH_1934e590eeb49e86,launch_winner,fold_2023,1,540,48
E10C_PATH_1938190967883cd3,failure_reject,fold_2021,5,410,0
E10C_PATH_193888f3e6567be0,launch_winner,fold_2023,1,45,11
E10C_PATH_19645da1818355a8,launch_winner,fold_2023,1,248,13
E10C_PATH_197158af12a0b8f2,failure_reject,fold_2023,1,751,0
E10C_PATH_19c27c5ca79e05a8,failure_reject,fold_2022,1,995,0
E10C_PATH_1a2fdcf37e6f24c4,launch_winner,fold_2023,1,331,161
E10C_PATH_1a33dc7823ce9b16,launch_winner,fold_2021,1,54,32
E10C_PATH_1a9138ed3045998a,launch_winner,fold_2023,1,36,14
E10C_PATH_1add5674568d7aaf,launch_winner,fold_2023,1,429,93
E10C_PATH_1ae3d53684e877b3,launch_winner,fold_2023,1,353,30
E10C_PATH_1aeb76d869f9c125,failure_reject,fold_2023,1,2317,343
E10C_PATH_1b096096dd018da5,launch_winner,fold_2023,1,56,105
E10C_PATH_1b1f3788ae03ef58,failure_reject,fold_2023,1,2480,438
E10C_PATH_1b211bcbb4e32147,launch_winner,fold_2023,1,111,78
E10C_PATH_1b4e83bcbdbf0952,launch_winner,fold_2022,1,78,0
E10C_PATH_1b6a10bf760c2fff,launch_winner,fold_2022,1,85,17
E10C_PATH_1ba9c607ad44adeb,failure_reject,fold_2023,1,245,145
E10C_PATH_1bec60c51ad6b9f0,launch_winner,fold_2023,1,170,30
E10C_PATH_1c0b9f01cdc3c7c7,launch_winner,fold_2023,1,120,78
E10C_PATH_1c0ba1e0bac7be86,failure_reject,fold_2021,1,1220,0
E10C_PATH_1c1848141701421a,failure_reject,fold_2021,1,65,298
E10C_PATH_1c1930305d01b3ae,failure_reject,fold_2023,1,1330,869
E10C_PATH_1c25de67ca06ddda,failure_reject,fold_2023,1,199,52
E10C_PATH_1c2ec2263e618f44,failure_reject,fold_2021,1,60,8
E10C_PATH_1c4ffcc6e9e3b226,failure_reject,fold_2023,1,1605,176
E10C_PATH_1c8612babef63001,failure_reject,fold_2021,1,880,0
E10C_PATH_1cc87e23404c9c3b,failure_reject,fold_2023,1,2062,295
E10C_PATH_1cde3783276bcb45,launch_winner,fold_2022,1,28,24
E10C_PATH_1d20ceff1dc692b1,launch_winner,fold_2021,1,100,0
E10C_PATH_1d27d4acfa5c12eb,launch_winner,fold_2022,1,377,175
E10C_PATH_1d3f4f280cf76ef2,launch_winner,fold_2021,1,44,20
E10C_PATH_1d965bf30607de0b,launch_winner,fold_2023,1,69,20
E10C_PATH_1dd19c670eecbe1e,launch_winner,fold_2021,1,95,36
E10C_PATH_1de14f3988cee473,launch_winner,fold_2022,1,117,43
E10C_PATH_1defec43a9d6544d,launch_winner,fold_2021,1,47,0
E10C_PATH_1dfded7e6c2f77e4,launch_winner,fold_2021,1,149,98
E10C_PATH_1e2dc19e6e76cc27,launch_winner,fold_2023,1,105,95
E10C_PATH_1ea6a84f3d962ff3,launch_winner,fold_2021,1,153,162
E10C_PATH_1ef36140985985d1,launch_winner,fold_2021,1,52,39
E10C_PATH_1f2815532b77a640,launch_winner,fold_2023,1,45,45
E10C_PATH_1f3b70aa7541961f,failure_reject,fold_2021,1,296,303
E10C_PATH_1f5c3be0d8e37783,launch_winner,fold_2022,1,366,87
E10C_PATH_1f5cfa7d0e39fb21,failure_reject,fold_2021,1,67,191
E10C_PATH_1f6db758cbee0b49,failure_reject,fold_2022,1,733,302
E10C_PATH_1f8b74df16923bd4,failure_reject,fold_2022,1,157,12
E10C_PATH_1f8c402006ab5fc8,failure_reject,fold_2021,1,26,24
E10C_PATH_205879726de83d81,launch_winner,fold_2023,1,800,209
E10C_PATH_206d0215890fafae,failure_reject,fold_2021,1,272,71
E10C_PATH_21159b990a777b88,launch_winner,fold_2022,1,67,23
E10C_PATH_211d89e68f89482b,failure_reject,fold_2022,1,37,3
E10C_PATH_2182610ab8886897,launch_winner,fold_2021,1,281,195
E10C_PATH_21a3b3a91cd830c3,launch_winner,fold_2022,1,660,227
E10C_PATH_21a83214c02da423,failure_reject,fold_2023,1,41,52
E10C_PATH_21ceabe667a5936d,launch_winner,fold_2021,2,542,580
E10C_PATH_21ef281d6d5e7eeb,launch_winner,fold_2022,1,83,49
E10C_PATH_22054263e60e4d84,launch_winner,fold_2023,1,90,45
E10C_PATH_22091a9419fc3ed3,launch_winner,fold_2022,1,352,60
E10C_PATH_2217b6c6ffb67c72,launch_winner,fold_2023,1,100,13
E10C_PATH_22183049e869868b,failure_reject,fold_2022,2,130,0
E10C_PATH_2252c2ba3886e923,launch_winner,fold_2023,1,538,207
E10C_PATH_227545830f6ee45d,launch_winner,fold_2023,2,104,124
E10C_PATH_232a88cc0e3977ec,launch_winner,fold_2021,1,35,0
E10C_PATH_2344340790aa0905,launch_winner,fold_2023,1,108,23
E10C_PATH_238f0ca84ddd05e3,launch_winner,fold_2022,1,93,39
E10C_PATH_239a6acfdbf302d6,failure_reject,fold_2023,1,88,83
E10C_PATH_23a7274fa06ff26e,failure_reject,fold_2021,1,32,24
E10C_PATH_23f81cdd66977efd,failure_reject,fold_2022,1,38,34
E10C_PATH_241603a307c69f2d,failure_reject,fold_2022,1,36,0
E10C_PATH_24434c28944fb9e3,launch_winner,fold_2023,1,706,103
E10C_PATH_244d731068c35c1d,launch_winner,fold_2022,1,693,246
E10C_PATH_2462d25b4ccc2a0d,launch_winner,fold_2022,1,104,51
E10C_PATH_2475db221ee97314,launch_winner,fold_2022,1,48,0
E10C_PATH_248360d6a2f573d0,launch_winner,fold_2021,1,217,104
E10C_PATH_249a81d18d66905f,launch_winner,fold_2023,1,825,368
E10C_PATH_25038a13d71a87e6,failure_reject,fold_2021,1,1100,576
E10C_PATH_2527c7f8ebae3e91,failure_reject,fold_2023,1,168,16
E10C_PATH_25579c910144596a,launch_winner,fold_2022,1,33,26
E10C_PATH_257dacb6e539bccc,launch_winner,fold_2023,1,290,66
E10C_PATH_25c3b5ad667f428b,failure_reject,fold_2022,1,54,35
E10C_PATH_25fd631115f8c397,launch_winner,fold_2023,2,1362,234
E10C_PATH_26184a22c6ac437d,failure_reject,fold_2021,2,220,206
E10C_PATH_2632f90b43e4a266,launch_winner,fold_2022,1,280,112
E10C_PATH_2636c47abfa96602,launch_winner,fold_2021,1,31,5
E10C_PATH_26373072b46f1705,launch_winner,fold_2022,1,631,172
E10C_PATH_266657ee366d2dd8,launch_winner,fold_2022,1,34,0
E10C_PATH_26891e13cbe8d307,launch_winner,fold_2021,2,96,32
E10C_PATH_268c122a9bdb7383,launch_winner,fold_2022,1,58,25
E10C_PATH_26b64ae869abb50c,launch_winner,fold_2023,1,23,7
E10C_PATH_27451e8a2b017771,launch_winner,fold_2022,1,61,19
E10C_PATH_2763ec8952553f23,failure_reject,fold_2023,1,60,0
E10C_PATH_277bf2510b35dac2,launch_winner,fold_2023,1,89,7
E10C_PATH_27d40d1475040881,launch_winner,fold_2022,1,101,34
E10C_PATH_27d9993d35d62083,launch_winner,fold_2022,1,373,131
E10C_PATH_2839b2855af08924,launch_winner,fold_2022,1,304,83
E10C_PATH_2839b2855af08924,launch_winner,fold_2023,1,404,69
E10C_PATH_2841360b82424ce5,launch_winner,fold_2022,1,51,19
E10C_PATH_286b5cda7de4ca88,launch_winner,fold_2021,1,46,1
E10C_PATH_287218a63b0bca7a,failure_reject,fold_2023,1,613,0
E10C_PATH_28842eb79712d9e9,failure_reject,fold_2021,1,319,308
E10C_PATH_289004f0df793881,launch_winner,fold_2021,1,169,186
E10C_PATH_2895e54b23e55647,launch_winner,fold_2023,1,69,5
E10C_PATH_28b7e5b55f8b414b,launch_winner,fold_2021,1,350,244
E10C_PATH_28c3ef7a912cbe10,failure_reject,fold_2022,1,704,442
E10C_PATH_28f421501822aa83,launch_winner,fold_2023,1,57,63
E10C_PATH_2914d7575c61dc90,launch_winner,fold_2023,1,76,24
E10C_PATH_292dac6c5313952c,launch_winner,fold_2022,1,402,140
E10C_PATH_2935abadfcb10e7b,launch_winner,fold_2021,1,358,304
E10C_PATH_293fe72e435e6d14,failure_reject,fold_2023,1,0,0
E10C_PATH_295ce39a15646d83,failure_reject,fold_2023,1,2111,183
E10C_PATH_2964fd7e87244a33,launch_winner,fold_2021,1,262,171
E10C_PATH_297fe9c3ee47b80b,launch_winner,fold_2023,1,330,3
E10C_PATH_29e4daf3c2afcae2,failure_reject,fold_2023,1,147,32
E10C_PATH_29e6772a25e11cba,launch_winner,fold_2023,1,294,56
E10C_PATH_29fae2b864303345,failure_reject,fold_2022,1,408,139
E10C_PATH_2a7b5babb138948c,launch_winner,fold_2022,1,174,52
E10C_PATH_2a80ed1f9530dfd9,launch_winner,fold_2022,1,191,69
E10C_PATH_2ae043b9ae605736,launch_winner,fold_2023,1,1150,278
E10C_PATH_2b3097ef5b2443a7,failure_reject,fold_2022,1,769,373
E10C_PATH_2b34434759255bac,failure_reject,fold_2023,1,126,0
E10C_PATH_2b35cf8eaa9ffff5,failure_reject,fold_2021,1,72,4
E10C_PATH_2bb309801a9862da,launch_winner,fold_2021,1,43,0
E10C_PATH_2bccf9085de4c6ab,failure_reject,fold_2021,1,199,13
E10C_PATH_2bf086638940bd36,failure_reject,fold_2022,1,762,333
E10C_PATH_2bf9690520bc3964,failure_reject,fold_2021,1,746,171
E10C_PATH_2c11b200f5dec1a7,launch_winner,fold_2023,1,74,14
E10C_PATH_2c2610d7a7a92ce1,launch_winner,fold_2023,1,678,138
E10C_PATH_2c277b5e69f6e635,failure_reject,fold_2021,1,123,61
E10C_PATH_2c3ecb07d6f17a3f,launch_winner,fold_2021,1,62,78
E10C_PATH_2c4ef0640669d54e,failure_reject,fold_2021,1,96,15
E10C_PATH_2d286ff9fc7d31cb,failure_reject,fold_2023,1,1297,210
E10C_PATH_2d3b6777b1f7f20c,launch_winner,fold_2021,2,438,172
E10C_PATH_2e16f2251182193e,failure_reject,fold_2023,1,403,0
E10C_PATH_2e4164e9cba4b4c0,launch_winner,fold_2023,1,56,7
E10C_PATH_2e859fc2cbfe64fe,launch_winner,fold_2021,1,67,26
E10C_PATH_2e87995e5be17a29,launch_winner,fold_2021,1,44,27
E10C_PATH_2e8b9cfe44e2a402,launch_winner,fold_2023,1,68,12
E10C_PATH_2eed0afabc8108b5,failure_reject,fold_2022,1,393,288
E10C_PATH_2f642263fa523003,failure_reject,fold_2023,1,960,537
E10C_PATH_2f9643eed89020bb,launch_winner,fold_2023,1,54,69
E10C_PATH_2fd15bc9fdc6a9bb,launch_winner,fold_2022,1,97,16
E10C_PATH_2fd8d7f4393c5ed3,failure_reject,fold_2021,2,122,0
E10C_PATH_2fec3d40abb3bd3d,failure_reject,fold_2021,1,628,536
E10C_PATH_304eae6e8b76eaeb,failure_reject,fold_2023,1,1125,722
E10C_PATH_30513f94c5ca4d33,launch_winner,fold_2022,1,315,96
E10C_PATH_305d0803640af076,launch_winner,fold_2022,1,89,55
E10C_PATH_306b1558e5654dd1,failure_reject,fold_2022,1,680,333
E10C_PATH_308984f19fc81e3b,failure_reject,fold_2023,1,1724,431
E10C_PATH_30b7e36ab4250c92,failure_reject,fold_2023,2,4262,730
E10C_PATH_30bf0f0ee6758f32,launch_winner,fold_2023,1,197,51
E10C_PATH_30c1aab0845c2684,launch_winner,fold_2021,1,56,119
E10C_PATH_30d8d20b6a72cdc4,failure_reject,fold_2023,1,103,2
E10C_PATH_314417efa31eaff0,failure_reject,fold_2022,1,56,24
E10C_PATH_3148feb7d9791ca4,launch_winner,fold_2021,1,69,0
E10C_PATH_317faff262a17cda,launch_winner,fold_2023,1,57,9
E10C_PATH_31a1721b2a94d83b,failure_reject,fold_2022,1,82,0
E10C_PATH_31e7ab29222946b9,failure_reject,fold_2022,1,0,0
E10C_PATH_32097cddf520611d,launch_winner,fold_2022,1,507,137
E10C_PATH_323f14ad9fce5d22,failure_reject,fold_2022,1,69,42
E10C_PATH_32c78823826a24e6,launch_winner,fold_2022,1,324,68
E10C_PATH_32de4312059676f1,launch_winner,fold_2023,1,645,140
E10C_PATH_32e23a24dc3be741,launch_winner,fold_2021,1,40,21
E10C_PATH_32f4f5f62f19db55,launch_winner,fold_2023,1,384,80
E10C_PATH_33356ac9fc752771,launch_winner,fold_2021,1,214,227
E10C_PATH_33393153c9cd6e31,launch_winner,fold_2021,2,212,78
E10C_PATH_3343426212ad61e0,launch_winner,fold_2022,2,84,12
E10C_PATH_334afe2bd30d4c87,launch_winner,fold_2023,1,95,120
E10C_PATH_337f5a4cd8d938ba,launch_winner,fold_2021,1,89,0
E10C_PATH_33816d11e2f22de1,launch_winner,fold_2021,1,209,66
E10C_PATH_3384d0d03f48cb19,launch_winner,fold_2022,1,35,23
E10C_PATH_33e1e6e8e41cac5b,launch_winner,fold_2023,1,41,4
E10C_PATH_342d768df5936d54,failure_reject,fold_2021,1,989,0
E10C_PATH_345e15c30e8da1d4,failure_reject,fold_2022,1,278,0
E10C_PATH_3465e1e364ed935b,launch_winner,fold_2022,1,104,44
E10C_PATH_346a24be4d1f5bbb,failure_reject,fold_2023,1,510,323
E10C_PATH_346d12b472b12396,launch_winner,fold_2022,1,71,79
E10C_PATH_34a740425abb7aff,launch_winner,fold_2023,1,12,3
E10C_PATH_34c1dcb2d259a627,launch_winner,fold_2022,2,84,68
E10C_PATH_34c2901767c4b794,launch_winner,fold_2022,1,114,51
E10C_PATH_34c2f7dc239d7190,launch_winner,fold_2021,1,30,56
E10C_PATH_34f428d18196ee7f,failure_reject,fold_2023,1,495,300
E10C_PATH_352e9546f503a3fc,launch_winner,fold_2021,1,226,96
E10C_PATH_35311ae08a4c0e95,failure_reject,fold_2022,1,600,0
E10C_PATH_35441870c6cb0432,launch_winner,fold_2023,1,85,58
E10C_PATH_354431933e23945c,launch_winner,fold_2021,1,234,237
E10C_PATH_35635f563f779895,launch_winner,fold_2023,1,49,15
E10C_PATH_3582db96ad234ac8,launch_winner,fold_2022,1,41,35
E10C_PATH_35a5746ed1767767,launch_winner,fold_2021,1,192,2
E10C_PATH_35aadf7b187da983,launch_winner,fold_2022,1,157,11
E10C_PATH_35c46cab4e86e0d0,launch_winner,fold_2021,1,219,92
E10C_PATH_35c654d73f65d569,launch_winner,fold_2022,1,46,0
E10C_PATH_35e265d673bd0c77,launch_winner,fold_2023,1,73,7
E10C_PATH_35e8d0aee443b3ae,launch_winner,fold_2022,1,320,112
E10C_PATH_360b5e4d9e237219,launch_winner,fold_2023,1,72,26
E10C_PATH_3635aff530ddf586,launch_winner,fold_2022,1,189,56
