path_pattern_raw_id,path_pattern_id,target_industry,task,feature_bank_version,probe_contract_id,source_fold_id,source_tree_id_internal_only,source_leaf_id_internal_only,path_depth,feature_name_list,feature_family_list,split_direction_list,raw_threshold_internal_list,split_threshold_quantile_list,quantile_bucket_count,quantile_source_row_count,quantile_source_excludes_validation_rows,missing_branch_token_list,tie_policy,formula_tokens,raw_numeric_threshold_in_formula,leaf_id_in_formula,tree_id_in_formula,canonicalization_pass,path_train_support_count,path_oof_support_count,path_train_weighted_support,path_oof_weighted_support,token_json,pass
E10C_RAW_edea06ac8b0893a5,E10C_PATH_883edb9a1c43b8a7,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,2,0,3,atr_like_10;gap_open_pct;volatility_return_std_5,volatility_range;kbar_candle_shape;volatility_range,less_than;less_than;less_than,3.5685001373291017;-0.002731561660766601;0.0230447794700581,q80_85;q30_35;q30_35,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct <= train_q30_35 and volatility_return_std_5 <= train_q30_35,False,False,False,True,79,19,66.04711874260195,18.22058982683983,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""volatility_return_std_5"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
E10C_RAW_f42e77cc67c28e70,E10C_PATH_8e206fb6669e8a8c,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,2,3,3,atr_like_10;gap_open_pct;volatility_return_std_5,volatility_range;kbar_candle_shape;volatility_range,less_than;less_than;greater_than,3.5685001373291017;-0.002731561660766601;0.0230447794700581,q80_85;q30_35;q30_35,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct <= train_q30_35 and volatility_return_std_5 >= train_q30_35,False,False,False,True,106,60,76.44253534941562,56.3768257273772,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""volatility_return_std_5"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
E10C_RAW_4185fe3c8fdd88bb,E10C_PATH_2d3b6777b1f7f20c,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,2,2,3,atr_like_10;gap_open_pct;money_over_mean_5,volatility_range;kbar_candle_shape;volume_money,less_than;greater_than;less_than,3.5685001373291017;-0.002731561660766601;1.6157572490044025,q80_85;q30_35;q65_70,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q30_35 and money_over_mean_5 <= train_q65_70,False,False,False,True,219,86,185.86299671772366,108.04092146109605,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""money_over_mean_5"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q65_70"", ""quantile_level"": 0.7}]",True
E10C_RAW_2385245a989effb4,E10C_PATH_a9779384b37d96e2,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,2,4,3,atr_like_10;gap_open_pct;money_over_mean_5,volatility_range;kbar_candle_shape;volume_money,less_than;greater_than;greater_than,3.5685001373291017;-0.002731561660766601;1.6157572490044025,q80_85;q30_35;q65_70,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q30_35 and money_over_mean_5 >= train_q65_70,False,False,False,True,143,85,89.6029768958866,94.50749631802022,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""money_over_mean_5"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q65_70"", ""quantile_level"": 0.7}]",True
E10C_RAW_165f468e7120096e,E10C_PATH_662b22590699bb29,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,2,1,1,atr_like_10,volatility_range,greater_than,3.5685001373291017,q80_85,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85,False,False,False,True,96,162,69.0443722943723,138.24609375,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}]",True
E10C_RAW_5cbf234c5ce86cdd,E10C_PATH_883edb9a1c43b8a7,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,3,0,3,atr_like_10;gap_open_pct;volatility_return_std_5,volatility_range;kbar_candle_shape;volatility_range,less_than;less_than;less_than,2.808499908447266;-0.002731561660766601;0.0230447794700581,q80_85;q30_35;q30_35,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct <= train_q30_35 and volatility_return_std_5 <= train_q30_35,False,False,False,True,79,19,66.04711874260195,18.22058982683983,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""volatility_return_std_5"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
E10C_RAW_0daff0c45d87c35a,E10C_PATH_8e206fb6669e8a8c,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,3,3,3,atr_like_10;gap_open_pct;volatility_return_std_5,volatility_range;kbar_candle_shape;volatility_range,less_than;less_than;greater_than,2.808499908447266;-0.002731561660766601;0.0230447794700581,q80_85;q30_35;q30_35,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct <= train_q30_35 and volatility_return_std_5 >= train_q30_35,False,False,False,True,106,60,76.44253534941562,56.3768257273772,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""volatility_return_std_5"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
E10C_RAW_0dc932990b117fb6,E10C_PATH_e70388507e85f29f,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,3,2,3,atr_like_10;gap_open_pct;atr20_pct_market_rank,volatility_range;kbar_candle_shape;cross_section_rank,less_than;greater_than;less_than,2.808499908447266;-0.002731561660766601;0.848578934798185,q80_85;q30_35;q55_60,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q30_35 and atr20_pct_market_rank <= train_q55_60,False,False,False,True,237,170,182.90863107869416,202.08702072029277,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""less_than"", ""quantile_bucket"": ""q55_60"", ""quantile_level"": 0.6}]",True
E10C_RAW_c1f1e6f2ca157336,E10C_PATH_9c96666c4fd12617,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,3,4,3,atr_like_10;gap_open_pct;atr20_pct_market_rank,volatility_range;kbar_candle_shape;cross_section_rank,less_than;greater_than;greater_than,2.808499908447266;-0.002731561660766601;0.848578934798185,q80_85;q30_35;q55_60,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct >= train_q30_35 and atr20_pct_market_rank >= train_q55_60,False,False,False,True,125,1,92.55734253491606,0.4613970588235294,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}, {""feature_name"": ""atr20_pct_market_rank"", ""feature_family"": ""cross_section_rank"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q55_60"", ""quantile_level"": 0.6}]",True
E10C_RAW_5e59fc1ce15c0bf7,E10C_PATH_662b22590699bb29,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,3,1,1,atr_like_10,volatility_range,greater_than,2.808499908447266,q80_85,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85,False,False,False,True,96,162,69.0443722943723,138.24609375,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}]",True
E10C_RAW_6419e082eb3f99dd,E10C_PATH_80ab353bc4e14258,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,4,0,3,atr_like_10;market_volatility_regime;money_price_coherence_5,volatility_range;industry_market_context;volume_money,less_than;less_than;less_than,3.5685001373291017;0.18456037055202354;0.3068927984870206,q80_85;q25_30;q20_25,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q25_30 and money_price_coherence_5 <= train_q20_25,False,False,False,True,43,0,52.134673731575006,0.0,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q25_30"", ""quantile_level"": 0.3}, {""feature_name"": ""money_price_coherence_5"", ""feature_family"": ""volume_money"", ""direction"": ""less_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}]",True
E10C_RAW_6376285a4de097aa,E10C_PATH_48e0225f604711b8,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,4,4,3,atr_like_10;market_volatility_regime;money_price_coherence_5,volatility_range;industry_market_context;volume_money,less_than;less_than;greater_than,3.5685001373291017;0.18456037055202354;0.3068927984870206,q80_85;q25_30;q20_25,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and market_volatility_regime <= train_q25_30 and money_price_coherence_5 >= train_q20_25,False,False,False,True,117,0,94.47102660217155,0.0,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q25_30"", ""quantile_level"": 0.3}, {""feature_name"": ""money_price_coherence_5"", ""feature_family"": ""volume_money"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q20_25"", ""quantile_level"": 0.25}]",True
E10C_RAW_d6ecf86831949743,E10C_PATH_884b8aa6e67e80da,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,4,2,3,atr_like_10;market_volatility_regime;industry_relative_strength_vs_market_60d,volatility_range;industry_market_context;industry_market_context,less_than;greater_than;less_than,3.5685001373291017;0.18456037055202354;-0.12491133809089659,q80_85;q25_30;q00_05,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and market_volatility_regime >= train_q25_30 and industry_relative_strength_vs_market_60d <= train_q00_05,False,False,False,True,33,1,28.15609925788497,0.5229166666666667,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q25_30"", ""quantile_level"": 0.3}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""less_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",True
E10C_RAW_d929ff57d5d3a05a,E10C_PATH_75dd0b8f5797e65a,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,4,3,3,atr_like_10;market_volatility_regime;industry_relative_strength_vs_market_60d,volatility_range;industry_market_context;industry_market_context,less_than;greater_than;greater_than,3.5685001373291017;0.18456037055202354;-0.12491133809089659,q80_85;q25_30;q00_05,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and market_volatility_regime >= train_q25_30 and industry_relative_strength_vs_market_60d >= train_q00_05,False,False,False,True,354,249,243.19382811399623,276.6229166666667,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""market_volatility_regime"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q25_30"", ""quantile_level"": 0.3}, {""feature_name"": ""industry_relative_strength_vs_market_60d"", ""feature_family"": ""industry_market_context"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q00_05"", ""quantile_level"": 0.05}]",True
E10C_RAW_a22eb311bbacefec,E10C_PATH_662b22590699bb29,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,4,1,1,atr_like_10,volatility_range,greater_than,3.5685001373291017,q80_85,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 >= train_q80_85,False,False,False,True,96,162,69.0443722943723,138.24609375,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""greater_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}]",True
E10C_RAW_208e0d47af4c7d29,E10C_PATH_0d2af7590f1eb4ef,电子,launch_winner,v2_hygiene,explore10c_fixed_lightgbm_no_inner_validation,fold_2021,5,0,3,atr_like_10;gap_open_pct;volatility_return_std_5,volatility_range;kbar_candle_shape;volatility_range,less_than;less_than;less_than,3.5685001373291017;-0.004118651151657104;0.0230447794700581,q80_85;q25_30;q30_35,20,643,True,explicit_missing_branch_token,average_rank_then_lower_bucket,atr_like_10 <= train_q80_85 and gap_open_pct <= train_q25_30 and volatility_return_std_5 <= train_q30_35,False,False,False,True,73,12,60.2494996949829,11.042370129870129,"[{""feature_name"": ""atr_like_10"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q80_85"", ""quantile_level"": 0.85}, {""feature_name"": ""gap_open_pct"", ""feature_family"": ""kbar_candle_shape"", ""direction"": ""less_than"", ""quantile_bucket"": ""q25_30"", ""quantile_level"": 0.3}, {""feature_name"": ""volatility_return_std_5"", ""feature_family"": ""volatility_range"", ""direction"": ""less_than"", ""quantile_bucket"": ""q30_35"", ""quantile_level"": 0.35}]",True
