arm_id,target_regime,split,label_name,sample_count,positive_count,auc,pr_auc,top_decile_lift,calibration_status,oos_separability_status
baseline_r6_only_risk_on_positive,transition,robustness,e1_missed_captured_vs_still_missed,60,2,0.1896551724137931,0.11666666666666667,0.0,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,transition,validation,non_fast_fail_vs_fast_fail_10d,2456,1961,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,transition,validation,non_false_repair_vs_false_repair_20d,2456,1749,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,transition,validation,winner_120d,2456,133,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,transition,validation,bridge_positive_vs_bridge_negative,81,27,0.49039780521262005,0.2913187372667261,0.3333333333333333,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,transition,validation,e1_missed_captured_vs_still_missed,24,21,0.19047619047619047,0.9726079107879196,1.1428571428571428,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
baseline_r6_only_risk_on_positive,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,614,394,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,robustness,non_false_repair_vs_false_repair_20d,614,375,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,robustness,winner_120d,614,126,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,robustness,bridge_positive_vs_bridge_negative,181,10,0.5771929824561404,0.0695452214536056,1.9052631578947368,diagnostic_only,positive
baseline_t4_t7_negative_control,risk_on,robustness,e1_missed_captured_vs_still_missed,92,8,0.42410714285714285,0.08789397331953873,0.0,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,validation,non_fast_fail_vs_fast_fail_10d,94,70,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,validation,non_false_repair_vs_false_repair_20d,94,60,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,validation,winner_120d,94,10,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,validation,bridge_positive_vs_bridge_negative,22,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_on,validation,e1_missed_captured_vs_still_missed,13,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,robustness,non_fast_fail_vs_fast_fail_10d,62,52,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,robustness,non_false_repair_vs_false_repair_20d,62,46,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,robustness,winner_120d,62,16,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,robustness,bridge_positive_vs_bridge_negative,100,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,robustness,e1_missed_captured_vs_still_missed,60,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,validation,non_fast_fail_vs_fast_fail_10d,157,117,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,validation,non_false_repair_vs_false_repair_20d,157,110,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,validation,winner_120d,157,14,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,validation,bridge_positive_vs_bridge_negative,81,1,0.0875,0.013888888888888888,0.0,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,transition,validation,e1_missed_captured_vs_still_missed,24,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
baseline_t4_t7_negative_control,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,6244,4723,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,robustness,non_false_repair_vs_false_repair_20d,6244,4413,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,robustness,winner_120d,6244,1304,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,robustness,bridge_positive_vs_bridge_negative,181,88,0.5120967741935484,0.46800965053766386,0.8660287081339713,diagnostic_only,positive
r6_r1_r7_bridge_pool,risk_on,robustness,e1_missed_captured_vs_still_missed,92,76,0.48273026315789475,0.8718141718145498,0.968421052631579,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,validation,non_fast_fail_vs_fast_fail_10d,2915,2321,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,validation,non_false_repair_vs_false_repair_20d,2915,2037,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,validation,winner_120d,2915,213,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,validation,bridge_positive_vs_bridge_negative,22,7,0.4380952380952381,0.4095993660622143,1.0476190476190477,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_on,validation,e1_missed_captured_vs_still_missed,13,9,0.4722222222222222,0.7859177859177859,1.4444444444444444,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,robustness,non_fast_fail_vs_fast_fail_10d,2415,2070,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,robustness,non_false_repair_vs_false_repair_20d,2415,1884,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,robustness,winner_120d,2415,506,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,robustness,bridge_positive_vs_bridge_negative,99,18,0.6392318244170097,0.2260062432617112,1.1,diagnostic_only,positive
r6_r1_r7_bridge_pool,transition,robustness,e1_missed_captured_vs_still_missed,60,4,0.35714285714285715,0.11282051282051281,0.0,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,validation,non_fast_fail_vs_fast_fail_10d,4896,3890,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,validation,non_false_repair_vs_false_repair_20d,4896,3446,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,validation,winner_120d,4896,274,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,transition,validation,bridge_positive_vs_bridge_negative,81,32,0.5248724489795918,0.3285483752739513,0.28125,diagnostic_only,positive
r6_r1_r7_bridge_pool,transition,validation,e1_missed_captured_vs_still_missed,24,23,0.043478260869565216,0.9981884057971014,1.0434782608695652,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r7_bridge_pool,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,5017,3824,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,robustness,non_false_repair_vs_false_repair_20d,5017,3692,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,robustness,winner_120d,5017,1055,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,robustness,bridge_positive_vs_bridge_negative,181,86,0.48090575275397796,0.4878944633835844,0.9969400244798041,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,robustness,e1_missed_captured_vs_still_missed,92,72,0.4215277777777778,0.8541191218151414,1.0222222222222221,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,validation,non_fast_fail_vs_fast_fail_10d,2344,1931,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,validation,non_false_repair_vs_false_repair_20d,2344,1728,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,validation,winner_120d,2344,155,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_on,validation,bridge_positive_vs_bridge_negative,22,5,0.5294117647058824,0.2838570691434469,1.4666666666666666,diagnostic_only,positive
r6_r2_low_fast_fail_support,risk_on,validation,e1_missed_captured_vs_still_missed,13,10,0.3333333333333333,0.9051373626373629,1.2999999999999998,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,robustness,non_fast_fail_vs_fast_fail_10d,1629,1402,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,robustness,non_false_repair_vs_false_repair_20d,1629,1294,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,robustness,winner_120d,1629,330,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,robustness,bridge_positive_vs_bridge_negative,100,14,0.6196013289036545,0.18817449221962643,1.4285714285714286,diagnostic_only,positive
r6_r2_low_fast_fail_support,transition,robustness,e1_missed_captured_vs_still_missed,60,2,0.1896551724137931,0.11666666666666667,0.0,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,validation,non_fast_fail_vs_fast_fail_10d,3196,2537,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,validation,non_false_repair_vs_false_repair_20d,3196,2272,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,validation,winner_120d,3196,179,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,transition,validation,bridge_positive_vs_bridge_negative,81,28,0.5175202156334232,0.29454279585333853,0.32142857142857145,diagnostic_only,positive
r6_r2_low_fast_fail_support,transition,validation,e1_missed_captured_vs_still_missed,24,21,0.19047619047619047,0.9726079107879196,1.1428571428571428,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,robustness,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,robustness,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,robustness,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,robustness,bridge_positive_vs_bridge_negative,476,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,robustness,e1_missed_captured_vs_still_missed,91,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,validation,non_fast_fail_vs_fast_fail_10d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,validation,non_false_repair_vs_false_repair_20d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,validation,winner_120d,0,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,validation,bridge_positive_vs_bridge_negative,341,0,,,,diagnostic_only,not_positive_or_low_power
r6_r2_low_fast_fail_support,risk_off,validation,e1_missed_captured_vs_still_missed,58,0,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,robustness,non_fast_fail_vs_fast_fail_10d,7924,5998,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,robustness,non_false_repair_vs_false_repair_20d,7924,5727,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,robustness,winner_120d,7924,1659,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,robustness,bridge_positive_vs_bridge_negative,181,96,0.4962009803921569,0.5214572268474571,0.8930921052631579,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,robustness,e1_missed_captured_vs_still_missed,92,78,0.4065934065934066,0.8951977830704095,0.9435897435897437,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,validation,non_fast_fail_vs_fast_fail_10d,3662,2949,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,validation,non_false_repair_vs_false_repair_20d,3662,2604,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,validation,winner_120d,3662,248,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,validation,bridge_positive_vs_bridge_negative,22,7,0.4380952380952381,0.4095993660622143,1.0476190476190477,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,risk_on,validation,e1_missed_captured_vs_still_missed,13,10,0.3333333333333333,0.9051373626373629,1.2999999999999998,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,robustness,non_fast_fail_vs_fast_fail_10d,2651,2281,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,robustness,non_false_repair_vs_false_repair_20d,2651,2077,,,,diagnostic_only,not_positive_or_low_power
r6_r1_r2_r7_bridge_pool,transition,robustness,winner_120d,2651,545,,,,diagnostic_only,not_positive_or_low_power
