arm_id,target_regime,split,market_regime_bucket,episode_denominator_n,bridge_denominator_n,selected_event_count,pre_replay_any_recall,pre_replay_bridge_recall,incremental_recall_over_e1,incremental_captures_over_e1,e1_missed_capture_n,retention_source_status,cell_sample_status
baseline_r6_only_risk_on_positive,risk_on,robustness,risk_on,181,181,3003,0.7292817679558011,0.4088397790055249,0.3701657458563536,67,67,pre_replay_capture_only,sufficient_for_cell_readout
baseline_r6_only_risk_on_positive,risk_on,validation,risk_on,22,22,1441,0.6818181818181818,0.22727272727272727,0.3181818181818182,7,7,pre_replay_capture_only,diagnostic_only
baseline_r6_only_risk_on_positive,transition,train,transition,304,302,3162,0.555921052631579,0.271523178807947,0.22368421052631582,68,68,pre_replay_capture_only,sufficient_for_cell_readout
baseline_r6_only_risk_on_positive,transition,robustness,transition,100,100,1326,0.24,0.14,0.019999999999999962,2,2,pre_replay_capture_only,sufficient_for_cell_readout
baseline_r6_only_risk_on_positive,transition,validation,transition,81,81,2456,0.8024691358024691,0.3333333333333333,0.2592592592592592,21,21,pre_replay_capture_only,low_power_caution
baseline_r6_only_risk_on_positive,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
baseline_r6_only_risk_on_positive,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
baseline_r6_only_risk_on_positive,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
baseline_t4_t7_negative_control,risk_on,train,risk_on,225,225,914,0.17777777777777778,0.044444444444444446,0.06222222222222229,14,14,pre_replay_capture_only,sufficient_for_cell_readout
baseline_t4_t7_negative_control,risk_on,robustness,risk_on,181,181,614,0.1712707182320442,0.055248618784530384,0.04419889502762425,8,8,pre_replay_capture_only,sufficient_for_cell_readout
baseline_t4_t7_negative_control,risk_on,validation,risk_on,22,22,94,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
baseline_t4_t7_negative_control,transition,train,transition,304,303,251,0.05263157894736842,0.0231023102310231,0.02631578947368418,8,8,pre_replay_capture_only,sufficient_for_cell_readout
baseline_t4_t7_negative_control,transition,robustness,transition,100,100,62,0.0,0.0,0.0,0,0,pre_replay_capture_only,low_power_caution
baseline_t4_t7_negative_control,transition,validation,transition,81,81,157,0.037037037037037035,0.012345679012345678,0.0,0,0,pre_replay_capture_only,low_power_caution
baseline_t4_t7_negative_control,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
baseline_t4_t7_negative_control,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
baseline_t4_t7_negative_control,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r1_r7_bridge_pool,risk_on,train,risk_on,225,225,10354,0.9111111111111111,0.39555555555555555,0.35111111111111115,79,79,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r7_bridge_pool,risk_on,robustness,risk_on,181,181,6244,0.8397790055248618,0.4861878453038674,0.4198895027624309,76,76,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r7_bridge_pool,risk_on,validation,risk_on,22,22,2915,0.7727272727272727,0.3181818181818182,0.4090909090909091,9,9,pre_replay_capture_only,diagnostic_only
r6_r1_r7_bridge_pool,transition,train,transition,304,303,6090,0.625,0.33003300330033003,0.256578947368421,78,78,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r7_bridge_pool,transition,robustness,transition,100,99,2415,0.29,0.18181818181818182,0.03999999999999998,4,4,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r7_bridge_pool,transition,validation,transition,81,81,4896,0.8641975308641975,0.3950617283950617,0.28395061728395055,23,23,pre_replay_capture_only,low_power_caution
r6_r1_r7_bridge_pool,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r1_r7_bridge_pool,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r1_r7_bridge_pool,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r2_low_fast_fail_support,risk_on,train,risk_on,225,224,8069,0.8933333333333333,0.39285714285714285,0.33777777777777784,76,76,pre_replay_capture_only,sufficient_for_cell_readout
r6_r2_low_fast_fail_support,risk_on,robustness,risk_on,181,181,5017,0.7955801104972375,0.47513812154696133,0.3977900552486187,72,72,pre_replay_capture_only,sufficient_for_cell_readout
r6_r2_low_fast_fail_support,risk_on,validation,risk_on,22,22,2344,0.8181818181818182,0.22727272727272727,0.45454545454545453,10,10,pre_replay_capture_only,diagnostic_only
r6_r2_low_fast_fail_support,transition,train,transition,304,302,4025,0.5888157894736842,0.28807947019867547,0.23684210526315785,72,72,pre_replay_capture_only,sufficient_for_cell_readout
r6_r2_low_fast_fail_support,transition,robustness,transition,100,100,1629,0.26,0.14,0.019999999999999962,2,2,pre_replay_capture_only,sufficient_for_cell_readout
r6_r2_low_fast_fail_support,transition,validation,transition,81,81,3196,0.8148148148148148,0.345679012345679,0.2592592592592592,21,21,pre_replay_capture_only,low_power_caution
r6_r2_low_fast_fail_support,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r2_low_fast_fail_support,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r2_low_fast_fail_support,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r1_r2_r7_bridge_pool,risk_on,train,risk_on,225,225,13071,0.9288888888888889,0.4177777777777778,0.3555555555555556,80,80,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r2_r7_bridge_pool,risk_on,robustness,risk_on,181,181,7924,0.8674033149171271,0.5303867403314917,0.43093922651933697,78,78,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r2_r7_bridge_pool,risk_on,validation,risk_on,22,22,3662,0.8181818181818182,0.3181818181818182,0.45454545454545453,10,10,pre_replay_capture_only,diagnostic_only
r6_r1_r2_r7_bridge_pool,transition,train,transition,304,303,6759,0.6414473684210527,0.3333333333333333,0.26315789473684204,80,80,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r2_r7_bridge_pool,transition,robustness,transition,100,99,2651,0.3,0.18181818181818182,0.03999999999999998,4,4,pre_replay_capture_only,sufficient_for_cell_readout
r6_r1_r2_r7_bridge_pool,transition,validation,transition,81,81,5480,0.8641975308641975,0.3950617283950617,0.28395061728395055,23,23,pre_replay_capture_only,low_power_caution
r6_r1_r2_r7_bridge_pool,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r1_r2_r7_bridge_pool,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r6_r1_r2_r7_bridge_pool,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
family_budget_equal_weight,risk_on,train,risk_on,225,225,9381,0.4222222222222222,0.17777777777777778,0.20444444444444454,46,46,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_equal_weight,risk_on,robustness,risk_on,181,181,473,0.03314917127071823,0.022099447513812154,0.0331491712707182,6,6,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_equal_weight,risk_on,validation,risk_on,22,22,376,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
family_budget_equal_weight,transition,train,transition,304,302,8150,0.5789473684210527,0.28807947019867547,0.24342105263157898,74,74,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_equal_weight,transition,robustness,transition,100,100,345,0.01,0.01,0.0,0,0,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_equal_weight,transition,validation,transition,81,81,1735,0.43209876543209874,0.13580246913580246,0.1358024691358024,11,11,pre_replay_capture_only,low_power_caution
family_budget_equal_weight,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
family_budget_equal_weight,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
family_budget_equal_weight,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
family_budget_bridge_weighted_train_only,risk_on,train,risk_on,225,225,9435,0.38222222222222224,0.17777777777777778,0.20000000000000007,45,45,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_bridge_weighted_train_only,risk_on,robustness,risk_on,181,181,428,0.022099447513812154,0.016574585635359115,0.022099447513812154,4,4,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_bridge_weighted_train_only,risk_on,validation,risk_on,22,22,364,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
family_budget_bridge_weighted_train_only,transition,train,transition,304,303,8499,0.6019736842105263,0.3234323432343234,0.2467105263157895,75,75,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_bridge_weighted_train_only,transition,robustness,transition,100,100,328,0.02,0.02,0.0,0,0,pre_replay_capture_only,sufficient_for_cell_readout
family_budget_bridge_weighted_train_only,transition,validation,transition,81,81,1401,0.2962962962962963,0.13580246913580246,0.03703703703703698,3,3,pre_replay_capture_only,low_power_caution
family_budget_bridge_weighted_train_only,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
family_budget_bridge_weighted_train_only,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
family_budget_bridge_weighted_train_only,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cooldown_20d_ranked_within_bucket,risk_on,train,risk_on,225,224,6497,0.9155555555555556,0.38839285714285715,0.3466666666666667,78,78,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_20d_ranked_within_bucket,risk_on,robustness,risk_on,181,181,3848,0.8287292817679558,0.4419889502762431,0.4198895027624309,76,76,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_20d_ranked_within_bucket,risk_on,validation,risk_on,22,22,2096,0.8181818181818182,0.3181818181818182,0.45454545454545453,10,10,pre_replay_capture_only,diagnostic_only
cooldown_20d_ranked_within_bucket,transition,train,transition,304,302,3969,0.618421052631579,0.2913907284768212,0.2532894736842105,77,77,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_20d_ranked_within_bucket,transition,robustness,transition,100,99,1925,0.31,0.16161616161616163,0.03999999999999998,4,4,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_20d_ranked_within_bucket,transition,validation,transition,81,81,2996,0.8888888888888888,0.345679012345679,0.28395061728395055,23,23,pre_replay_capture_only,low_power_caution
cooldown_20d_ranked_within_bucket,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cooldown_20d_ranked_within_bucket,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cooldown_20d_ranked_within_bucket,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cooldown_40d_ranked_within_bucket,risk_on,train,risk_on,225,224,4873,0.8488888888888889,0.3482142857142857,0.3022222222222223,68,68,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_40d_ranked_within_bucket,risk_on,robustness,risk_on,181,181,2796,0.7734806629834254,0.3867403314917127,0.3756906077348066,68,68,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_40d_ranked_within_bucket,risk_on,validation,risk_on,22,22,1705,0.7272727272727273,0.3181818181818182,0.3636363636363636,8,8,pre_replay_capture_only,diagnostic_only
cooldown_40d_ranked_within_bucket,transition,train,transition,304,302,3426,0.5855263157894737,0.26158940397350994,0.23355263157894735,71,71,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_40d_ranked_within_bucket,transition,robustness,transition,100,99,1726,0.3,0.1414141414141414,0.02999999999999997,3,3,pre_replay_capture_only,sufficient_for_cell_readout
cooldown_40d_ranked_within_bucket,transition,validation,transition,81,81,2374,0.8024691358024691,0.2839506172839506,0.20987654320987648,17,17,pre_replay_capture_only,low_power_caution
cooldown_40d_ranked_within_bucket,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cooldown_40d_ranked_within_bucket,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cooldown_40d_ranked_within_bucket,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_month_family_aware,risk_on,train,risk_on,225,224,8340,0.92,0.4017857142857143,0.3466666666666667,78,78,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_month_family_aware,risk_on,robustness,risk_on,181,181,5044,0.861878453038674,0.48066298342541436,0.42541436464088395,77,77,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_month_family_aware,risk_on,validation,risk_on,22,22,2647,0.8181818181818182,0.3181818181818182,0.45454545454545453,10,10,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_month_family_aware,transition,train,transition,304,302,4768,0.6414473684210527,0.304635761589404,0.2598684210526315,79,79,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_month_family_aware,transition,robustness,transition,100,99,2277,0.31,0.16161616161616163,0.03999999999999998,4,4,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_month_family_aware,transition,validation,transition,81,81,3665,0.8888888888888888,0.345679012345679,0.28395061728395055,23,23,pre_replay_capture_only,low_power_caution
top_k_per_instrument_month_family_aware,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_month_family_aware,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_month_family_aware,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_20d_family_aware,risk_on,train,risk_on,225,224,6497,0.9155555555555556,0.38839285714285715,0.3466666666666667,78,78,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_20d_family_aware,risk_on,robustness,risk_on,181,181,3848,0.8287292817679558,0.4419889502762431,0.4198895027624309,76,76,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_20d_family_aware,risk_on,validation,risk_on,22,22,2096,0.8181818181818182,0.3181818181818182,0.45454545454545453,10,10,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_20d_family_aware,transition,train,transition,304,302,3969,0.618421052631579,0.2913907284768212,0.2532894736842105,77,77,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_20d_family_aware,transition,robustness,transition,100,99,1925,0.31,0.16161616161616163,0.03999999999999998,4,4,pre_replay_capture_only,sufficient_for_cell_readout
top_k_per_instrument_20d_family_aware,transition,validation,transition,81,81,2996,0.8888888888888888,0.345679012345679,0.28395061728395055,23,23,pre_replay_capture_only,low_power_caution
top_k_per_instrument_20d_family_aware,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_20d_family_aware,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
top_k_per_instrument_20d_family_aware,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
market_day_family_quota,risk_on,train,risk_on,225,225,5923,0.5866666666666667,0.2311111111111111,0.21333333333333337,48,48,pre_replay_capture_only,sufficient_for_cell_readout
market_day_family_quota,risk_on,robustness,risk_on,181,181,3371,0.4696132596685083,0.2541436464088398,0.25414364640883974,46,46,pre_replay_capture_only,sufficient_for_cell_readout
market_day_family_quota,risk_on,validation,risk_on,22,22,1619,0.5,0.09090909090909091,0.27272727272727265,6,6,pre_replay_capture_only,diagnostic_only
market_day_family_quota,transition,train,transition,304,303,2760,0.3256578947368421,0.1551155115511551,0.14473684210526316,44,44,pre_replay_capture_only,sufficient_for_cell_readout
market_day_family_quota,transition,robustness,transition,100,100,1062,0.13,0.07,0.019999999999999962,2,2,pre_replay_capture_only,sufficient_for_cell_readout
market_day_family_quota,transition,validation,transition,81,81,2285,0.5555555555555556,0.1728395061728395,0.18518518518518512,15,15,pre_replay_capture_only,low_power_caution
market_day_family_quota,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
market_day_family_quota,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
market_day_family_quota,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cross_family_collision_suppression,risk_on,train,risk_on,225,225,16614,0.9422222222222222,0.4266666666666667,0.3555555555555556,80,80,pre_replay_capture_only,sufficient_for_cell_readout
cross_family_collision_suppression,risk_on,robustness,risk_on,181,181,9731,0.8729281767955801,0.5414364640883977,0.43093922651933697,78,78,pre_replay_capture_only,sufficient_for_cell_readout
cross_family_collision_suppression,risk_on,validation,risk_on,22,22,4459,0.8636363636363636,0.3181818181818182,0.49999999999999994,11,11,pre_replay_capture_only,diagnostic_only
cross_family_collision_suppression,transition,train,transition,304,303,7690,0.6513157894736842,0.33993399339933994,0.26315789473684204,80,80,pre_replay_capture_only,sufficient_for_cell_readout
cross_family_collision_suppression,transition,robustness,transition,100,99,3225,0.31,0.18181818181818182,0.03999999999999998,4,4,pre_replay_capture_only,sufficient_for_cell_readout
cross_family_collision_suppression,transition,validation,transition,81,81,6210,0.8888888888888888,0.3950617283950617,0.28395061728395055,23,23,pre_replay_capture_only,low_power_caution
cross_family_collision_suppression,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cross_family_collision_suppression,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
cross_family_collision_suppression,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
fast_fail_rejector_overlay_train_only,risk_on,train,risk_on,225,225,9435,0.38222222222222224,0.17777777777777778,0.20000000000000007,45,45,pre_replay_capture_only,sufficient_for_cell_readout
fast_fail_rejector_overlay_train_only,risk_on,robustness,risk_on,181,181,428,0.022099447513812154,0.016574585635359115,0.022099447513812154,4,4,pre_replay_capture_only,sufficient_for_cell_readout
fast_fail_rejector_overlay_train_only,risk_on,validation,risk_on,22,22,364,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
fast_fail_rejector_overlay_train_only,transition,train,transition,304,303,8499,0.6019736842105263,0.3234323432343234,0.2467105263157895,75,75,pre_replay_capture_only,sufficient_for_cell_readout
fast_fail_rejector_overlay_train_only,transition,robustness,transition,100,100,328,0.02,0.02,0.0,0,0,pre_replay_capture_only,sufficient_for_cell_readout
fast_fail_rejector_overlay_train_only,transition,validation,transition,81,81,1401,0.2962962962962963,0.13580246913580246,0.03703703703703698,3,3,pre_replay_capture_only,low_power_caution
fast_fail_rejector_overlay_train_only,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
fast_fail_rejector_overlay_train_only,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
fast_fail_rejector_overlay_train_only,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
false_repair_rejector_overlay_train_only,risk_on,train,risk_on,225,225,9435,0.38222222222222224,0.17777777777777778,0.20000000000000007,45,45,pre_replay_capture_only,sufficient_for_cell_readout
false_repair_rejector_overlay_train_only,risk_on,robustness,risk_on,181,181,428,0.022099447513812154,0.016574585635359115,0.022099447513812154,4,4,pre_replay_capture_only,sufficient_for_cell_readout
false_repair_rejector_overlay_train_only,risk_on,validation,risk_on,22,22,364,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
false_repair_rejector_overlay_train_only,transition,train,transition,304,303,8499,0.6019736842105263,0.3234323432343234,0.2467105263157895,75,75,pre_replay_capture_only,sufficient_for_cell_readout
false_repair_rejector_overlay_train_only,transition,robustness,transition,100,100,328,0.02,0.02,0.0,0,0,pre_replay_capture_only,sufficient_for_cell_readout
false_repair_rejector_overlay_train_only,transition,validation,transition,81,81,1401,0.2962962962962963,0.13580246913580246,0.03703703703703698,3,3,pre_replay_capture_only,low_power_caution
false_repair_rejector_overlay_train_only,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
false_repair_rejector_overlay_train_only,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
false_repair_rejector_overlay_train_only,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
bridge_positive_ranker_with_fast_fail_penalty,risk_on,train,risk_on,225,225,8140,0.38222222222222224,0.17777777777777778,0.20000000000000007,45,45,pre_replay_capture_only,sufficient_for_cell_readout
bridge_positive_ranker_with_fast_fail_penalty,risk_on,robustness,risk_on,181,181,377,0.022099447513812154,0.016574585635359115,0.022099447513812154,4,4,pre_replay_capture_only,sufficient_for_cell_readout
bridge_positive_ranker_with_fast_fail_penalty,risk_on,validation,risk_on,22,22,318,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
bridge_positive_ranker_with_fast_fail_penalty,transition,train,transition,304,303,7435,0.5986842105263158,0.3201320132013201,0.2467105263157895,75,75,pre_replay_capture_only,sufficient_for_cell_readout
bridge_positive_ranker_with_fast_fail_penalty,transition,robustness,transition,100,100,290,0.02,0.02,0.0,0,0,pre_replay_capture_only,sufficient_for_cell_readout
bridge_positive_ranker_with_fast_fail_penalty,transition,validation,transition,81,81,1315,0.2962962962962963,0.13580246913580246,0.03703703703703698,3,3,pre_replay_capture_only,low_power_caution
bridge_positive_ranker_with_fast_fail_penalty,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
bridge_positive_ranker_with_fast_fail_penalty,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
bridge_positive_ranker_with_fast_fail_penalty,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
supervised_bridge_ranker,risk_on,train,risk_on,225,225,8140,0.38222222222222224,0.17777777777777778,0.20000000000000007,45,45,pre_replay_capture_only,sufficient_for_cell_readout
supervised_bridge_ranker,risk_on,robustness,risk_on,181,181,377,0.022099447513812154,0.016574585635359115,0.022099447513812154,4,4,pre_replay_capture_only,sufficient_for_cell_readout
supervised_bridge_ranker,risk_on,validation,risk_on,22,22,318,0.09090909090909091,0.0,0.09090909090909088,2,2,pre_replay_capture_only,diagnostic_only
supervised_bridge_ranker,transition,train,transition,304,303,7435,0.5986842105263158,0.3201320132013201,0.2467105263157895,75,75,pre_replay_capture_only,sufficient_for_cell_readout
supervised_bridge_ranker,transition,robustness,transition,100,100,290,0.02,0.02,0.0,0,0,pre_replay_capture_only,sufficient_for_cell_readout
supervised_bridge_ranker,transition,validation,transition,81,81,1315,0.2962962962962963,0.13580246913580246,0.03703703703703698,3,3,pre_replay_capture_only,low_power_caution
supervised_bridge_ranker,risk_off,train,risk_off,761,759,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
supervised_bridge_ranker,risk_off,robustness,risk_off,477,476,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
supervised_bridge_ranker,risk_off,validation,risk_off,342,341,0,0.0,0.0,0.0,0,0,pre_replay_capture_only,diagnostic_only
r2_budget_only_arm,risk_on,train,risk_on,225,225,1887,0.1688888888888889,0.06666666666666667,0.06222222222222229,14,14,pre_replay_capture_only,sufficient_for_cell_readout
