arm_id,target_regime,instrument,event_t0_date,pre_deoverlap_event_count,post_deoverlap_selected_count,suppressed_event_count,suppression_rule,cross_family_collision_count,cooldown_rule,family_budget_rule
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-01-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-02-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-02-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-02-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-03-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-05-19,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-06-23,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-06-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-08-17,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2020-10-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-01-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-01-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-07-19,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-07-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-09-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-11-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-12-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-12-27,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2021-12-31,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2022-07-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2022-07-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2022-11-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2023-01-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2023-01-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2023-01-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2023-03-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2023-08-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2024-03-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2024-04-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2024-09-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2024-11-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2024-11-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2024-11-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2025-06-24,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2025-08-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2025-08-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2025-08-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2025-10-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600378,2025-11-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2018-01-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2018-01-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2018-01-17,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2019-02-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2019-03-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2019-03-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2019-12-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2019-12-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-01-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-02-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-03-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-06-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-07-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-07-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-08-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-11-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2020-11-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-02-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-03-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-08-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-09-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-10-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-12-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-12-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-12-27,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2021-12-31,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2022-01-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2022-07-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2022-11-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2022-11-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600383,2023-07-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-02-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-02-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-03-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-04-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-04-24,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-09-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-09-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-09-24,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-10-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-11-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-11-07,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2019-12-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2020-03-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2020-07-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2020-07-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2020-07-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2020-12-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2021-08-31,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2021-09-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2022-12-07,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2023-08-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2023-08-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2024-09-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2024-10-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600390,2024-11-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2018-01-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2018-01-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2019-02-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2019-03-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2019-03-07,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2019-12-17,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2020-01-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-01-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-01-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-02-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-06-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-06-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-07-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-07-07,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-07-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-08-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-09-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2021-11-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2023-01-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2023-01-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2023-01-31,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2023-02-23,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-07-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-07-23,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-08-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-08-19,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-08-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-08-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-10-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-10-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600392,2025-10-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-07-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-08-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-08-17,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-08-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-10-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-10-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2020-10-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-02-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-02-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-03-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-05-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-06-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-06-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2021-08-27,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2023-02-27,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2023-02-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2023-07-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-03-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-03-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-04-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-04-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-04-19,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-09-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-11-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-12-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2024-12-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2025-03-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2025-03-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2025-03-27,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600398,2025-08-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2020-11-17,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2020-11-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2020-12-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2020-12-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-01-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-01-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-05-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-06-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-06-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-06-24,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-06-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-07-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2021-08-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2022-07-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2022-07-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600399,2022-11-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2023-01-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2023-01-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2023-02-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2024-03-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2024-03-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2024-04-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2024-04-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2024-09-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2025-07-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2025-09-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2025-10-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2025-10-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600406,2025-11-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2018-01-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2018-05-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2018-05-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2019-02-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2019-04-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-01-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-01-07,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-01-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-02-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-02-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-02-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-07-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-07-15,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-08-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-09-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600409,2021-09-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600410,2020-05-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600410,2020-05-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2019-02-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2019-03-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2019-11-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2020-05-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2020-06-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2020-07-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2020-07-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2020-08-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-01-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-01-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-05-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-06-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-06-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-06-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2021-09-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2022-07-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2022-12-07,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2022-12-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2023-02-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2023-03-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-03-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-03-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-11-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-11-08,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-11-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-12-05,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-12-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2024-12-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-03-06,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-03-18,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-03-27,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-05-20,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-05-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-06-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-06-24,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-07-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600415,2025-08-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600416,2020-08-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600416,2021-01-12,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600416,2022-07-26,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600416,2023-02-13,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2018-05-21,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2018-05-22,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2020-06-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2020-12-09,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2020-12-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-01-04,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-06-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-06-30,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-07-16,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-08-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-10-25,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-11-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-12-02,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-12-03,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-12-14,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2021-12-28,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2022-07-29,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2022-08-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2022-08-17,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2023-01-10,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2023-01-11,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2023-02-01,,1,,suppress_same_day,0,,
r6_r1_r2_r7_bridge_pool,risk_on,SH600418,2023-02-21,,1,,suppress_same_day,0,,
