split,family,first_observed_stage,episode_count,unique_instrument_count,unique_signal_date_count,seed_anchor_big_winner_denominator,seed_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_rate,fresh_path_denominator,fresh_P_good,fresh_P_bad,wait_return_p50,fresh_max_gain_120d_p50,fresh_max_drawdown_120d_p50,sample_sufficiency_status
train,oscillator,seed,1162,331,519,947.0,0.16684266103484688,975.0,0.3507692307692308,0.6205128205128205,0.0,,0.0,,,0.0,,,sufficient
train,price_trend,fresh_1,632,232,378,520.0,0.23461538461538461,542.0,0.7398523985239852,0.24538745387453875,520.0,0.18269230769230768,542.0,0.35977859778597787,0.6254612546125461,0.05990769096499393,,,sufficient
train,price_trend,fresh_2,366,181,241,312.0,0.15384615384615385,321.0,0.7383177570093458,0.23052959501557632,313.0,0.10862619808306709,322.0,0.34782608695652173,0.6335403726708074,0.06249999399146733,,,sufficient
train,price_trend,fresh_3,163,109,123,142.0,0.1619718309859155,142.0,0.8450704225352113,0.1267605633802817,141.0,0.09929078014184398,142.0,0.3732394366197183,0.6197183098591549,0.08023480170246722,,,sufficient
train,price_trend,fresh_4plus,74,68,70,66.0,0.13636363636363635,66.0,0.9242424242424242,0.06060606060606061,69.0,0.07246376811594203,69.0,0.3333333333333333,0.6521739130434783,0.09896752787332785,,,thin_episode_denominator
train,price_trend,not_observed,1944,299,1944,1599.0,0.07066916823014384,1656.0,0.0785024154589372,0.8743961352657005,0.0,,0.0,,,,,,sufficient
train,price_trend,seed,1960,375,650,1495.0,0.2093645484949833,1543.0,0.3311730395333765,0.6552171095268956,0.0,,0.0,,,0.0,,,sufficient
train,pullback_drawdown,fresh_1,1220,265,556,980.0,0.19591836734693877,1011.0,0.5964391691394659,0.3788328387734916,980.0,0.1683673469387755,1013.0,0.36031589338598224,0.6258637709772952,0.03353107655666199,,,sufficient
train,pullback_drawdown,fresh_2,299,148,210,251.0,0.13545816733067728,264.0,0.6893939393939394,0.2803030303030303,252.0,0.11507936507936507,265.0,0.3283018867924528,0.660377358490566,0.050710428963738785,,,sufficient
train,pullback_drawdown,fresh_3,106,78,81,96.0,0.10416666666666667,97.0,0.8041237113402062,0.15463917525773196,96.0,0.041666666666666664,97.0,0.3917525773195876,0.5773195876288659,0.06222362745939869,,,sufficient
train,pullback_drawdown,fresh_4plus,33,27,31,28.0,0.03571428571428571,28.0,0.8571428571428571,0.14285714285714285,31.0,0.03225806451612903,31.0,0.3548387096774194,0.5806451612903226,0.07983192892481639,,,thin_episode_denominator
train,pullback_drawdown,not_observed,1688,288,1688,1398.0,0.07868383404864092,1444.0,0.062326869806094184,0.8857340720221607,0.0,,0.0,,,,,,sufficient
train,pullback_drawdown,seed,1793,375,683,1381.0,0.20347574221578565,1426.0,0.3387096774193548,0.6542776998597476,0.0,,0.0,,,0.0,,,sufficient
train,range_breakout,fresh_1,555,230,359,455.0,0.1956043956043956,475.0,0.5810526315789474,0.391578947368421,456.0,0.16447368421052633,477.0,0.3584905660377358,0.6184486373165619,0.032673258538831185,,,sufficient
train,range_breakout,fresh_2,147,108,127,119.0,0.226890756302521,121.0,0.6776859504132231,0.3140495867768595,118.0,0.1440677966101695,120.0,0.30833333333333335,0.675,0.054995780131224414,,,sufficient
train,range_breakout,fresh_3,10,10,10,9.0,0.1111111111111111,9.0,0.7777777777777778,0.1111111111111111,9.0,0.1111111111111111,9.0,0.2222222222222222,0.6666666666666666,0.07635681080893941,,,thin_episode_denominator
train,range_breakout,not_observed,548,240,548,436.0,0.14678899082568808,453.0,0.004415011037527594,0.9867549668874173,0.0,,0.0,,,,,,sufficient
train,range_breakout,seed,3879,393,843,3115.0,0.1434991974317817,3212.0,0.34028642590286423,0.6276463262764632,0.0,,0.0,,,0.0,,,sufficient
train,volatility_band,fresh_1,729,240,405,583.0,0.17667238421955403,606.0,0.6386138613861386,0.30528052805280526,589.0,0.13412563667232597,612.0,0.36437908496732024,0.5996732026143791,0.04357027703136929,,,sufficient
train,volatility_band,fresh_2,532,216,345,444.0,0.22297297297297297,454.0,0.73568281938326,0.23127753303964757,442.0,0.15610859728506787,457.0,0.36542669584245074,0.6105032822757112,0.06408622835768485,,,sufficient
train,volatility_band,fresh_3,226,150,177,189.0,0.19576719576719576,194.0,0.8195876288659794,0.13917525773195877,193.0,0.12435233160621761,198.0,0.31313131313131315,0.6565656565656566,0.0808444520446363,,,sufficient
train,volatility_band,fresh_4plus,64,60,59,54.0,0.3333333333333333,54.0,0.9259259259259259,0.05555555555555555,53.0,0.24528301886792453,54.0,0.35185185185185186,0.6481481481481481,0.12696614219709668,,,thin_episode_denominator
train,volatility_band,not_observed,2182,351,2182,1720.0,0.11569767441860465,1786.0,0.07726763717805152,0.9003359462486002,0.0,,0.0,,,,,,sufficient
train,volatility_band,seed,1406,358,552,1144.0,0.15034965034965034,1176.0,0.3333333333333333,0.6462585034013606,0.0,,0.0,,,0.0,,,sufficient
train,volume_money,fresh_1,753,242,399,614.0,0.1465798045602606,635.0,0.5622047244094488,0.3858267716535433,615.0,0.12032520325203253,637.0,0.35949764521193095,0.598116169544741,0.02555908012174135,,,sufficient
train,volume_money,fresh_2,412,207,293,335.0,0.2417910447761194,343.0,0.7201166180758017,0.239067055393586,338.0,0.1834319526627219,348.0,0.3505747126436782,0.6206896551724138,0.06525715579653124,,,sufficient
train,volume_money,fresh_3,136,101,110,121.0,0.2644628099173554,126.0,0.8650793650793651,0.1349206349206349,119.0,0.14285714285714285,124.0,0.3629032258064516,0.6370967741935484,0.09182511503900426,,,sufficient
train,volume_money,fresh_4plus,39,37,38,33.0,0.30303030303030304,35.0,0.9142857142857143,0.08571428571428572,33.0,0.15151515151515152,35.0,0.37142857142857144,0.6285714285714286,0.1280603248053176,,,thin_episode_denominator
train,volume_money,not_observed,1723,359,1723,1333.0,0.13578394598649662,1381.0,0.08544532947139753,0.8993482983345402,0.0,,0.0,,,,,,sufficient
train,volume_money,seed,2076,330,674,1698.0,0.13780918727915195,1750.0,0.34114285714285714,0.628,0.0,,0.0,,,0.0,,,sufficient
validation,momentum_rps,fresh_1,507,227,249,413.0,0.08232445520581114,417.0,0.5899280575539568,0.3932853717026379,414.0,0.06280193236714976,417.0,0.290167865707434,0.6954436450839329,0.0360386611117165,,,sufficient
validation,momentum_rps,fresh_2,157,117,108,123.0,0.0975609756097561,124.0,0.7419354838709677,0.20967741935483872,122.0,0.06557377049180328,122.0,0.39344262295081966,0.5737704918032787,0.055978504104706395,,,sufficient
validation,momentum_rps,fresh_3,91,75,80,72.0,0.09722222222222222,73.0,0.7808219178082192,0.2054794520547945,75.0,0.05333333333333334,76.0,0.32894736842105265,0.618421052631579,0.06532068714385875,,,sufficient
validation,momentum_rps,fresh_4plus,35,30,28,31.0,0.12903225806451613,31.0,0.9354838709677419,0.03225806451612903,32.0,0.09375,31.0,0.3870967741935484,0.5483870967741935,0.10182159368110799,,,thin_episode_denominator
validation,momentum_rps,not_observed,1239,265,1239,875.0,0.022857142857142857,883.0,0.13137032842582105,0.7995469988674971,0.0,,0.0,,,,,,sufficient
validation,momentum_rps,seed,862,269,323,685.0,0.06569343065693431,688.0,0.2747093023255814,0.7180232558139535,0.0,,0.0,,,0.0,,,sufficient
validation,oscillator,fresh_1,495,217,220,357.0,0.056022408963585436,362.0,0.643646408839779,0.30386740331491713,360.0,0.03611111111111111,366.0,0.4180327868852459,0.5300546448087432,0.03225808436366906,,,sufficient
validation,oscillator,fresh_2,337,192,203,262.0,0.08396946564885496,263.0,0.6958174904942965,0.25475285171102663,258.0,0.06201550387596899,259.0,0.3861003861003861,0.583011583011583,0.05008490373191865,,,sufficient
validation,oscillator,fresh_3,117,90,88,101.0,0.13861386138613863,101.0,0.8415841584158416,0.1188118811881188,98.0,0.09183673469387756,98.0,0.336734693877551,0.5714285714285714,0.07725629352731245,,,sufficient
validation,oscillator,fresh_4plus,26,22,22,24.0,0.041666666666666664,24.0,0.9166666666666666,0.08333333333333333,23.0,0.08695652173913043,23.0,0.34782608695652173,0.6521739130434783,0.08675335323206257,,,thin_episode_denominator
validation,oscillator,not_observed,1405,288,1405,1046.0,0.03441682600382409,1057.0,0.06906338694418164,0.9035004730368968,0.0,,0.0,,,,,,sufficient
validation,oscillator,seed,511,248,237,409.0,0.07090464547677261,409.0,0.3251833740831296,0.6356968215158925,0.0,,0.0,,,0.0,,,sufficient
validation,price_trend,fresh_1,297,178,178,243.0,0.05761316872427984,244.0,0.6885245901639344,0.30327868852459017,244.0,0.03278688524590164,246.0,0.3130081300813008,0.6666666666666666,0.0502242545987206,,,sufficient
validation,price_trend,fresh_2,184,132,122,148.0,0.10810810810810811,150.0,0.7933333333333333,0.18,150.0,0.07333333333333333,151.0,0.44370860927152317,0.5298013245033113,0.06151294606967661,,,sufficient
validation,price_trend,fresh_3,95,78,73,83.0,0.13253012048192772,83.0,0.8313253012048193,0.1566265060240964,79.0,0.11392405063291139,79.0,0.25316455696202533,0.6835443037974683,0.07788161901216584,,,sufficient
validation,price_trend,fresh_4plus,30,28,25,26.0,0.038461538461538464,26.0,0.9230769230769231,0.07692307692307693,27.0,0.037037037037037035,27.0,0.25925925925925924,0.7037037037037037,0.0951655157593122,,,thin_episode_denominator
validation,price_trend,not_observed,1386,269,1386,965.0,0.024870466321243522,974.0,0.12320328542094455,0.8100616016427105,0.0,,0.0,,,,,,sufficient
validation,price_trend,seed,899,265,327,734.0,0.07629427792915532,739.0,0.30987821380243574,0.6779431664411367,0.0,,0.0,,,0.0,,,sufficient
validation,pullback_drawdown,fresh_1,724,252,297,583.0,0.0686106346483705,589.0,0.5127334465195246,0.4634974533106961,586.0,0.05460750853242321,587.0,0.27597955706984667,0.7052810902896082,0.031585752441190884,,,sufficient
validation,pullback_drawdown,fresh_2,172,117,113,122.0,0.07377049180327869,123.0,0.7235772357723578,0.2032520325203252,126.0,0.047619047619047616,127.0,0.44881889763779526,0.5039370078740157,0.05007975995046998,,,sufficient
validation,pullback_drawdown,fresh_3,75,59,55,55.0,0.05454545454545454,56.0,0.7142857142857143,0.26785714285714285,58.0,0.034482758620689655,59.0,0.3050847457627119,0.6440677966101694,0.0679347813763218,,,thin_episode_denominator
validation,pullback_drawdown,fresh_4plus,18,17,18,13.0,0.15384615384615385,13.0,0.8461538461538461,0.07692307692307693,15.0,0.06666666666666667,15.0,0.26666666666666666,0.5333333333333333,0.07853049941041768,,,thin_episode_denominator
validation,pullback_drawdown,not_observed,1126,265,1126,789.0,0.031685678073510776,798.0,0.11904761904761904,0.818295739348371,0.0,,0.0,,,,,,sufficient
validation,pullback_drawdown,seed,776,266,316,637.0,0.06750392464678179,637.0,0.30141287284144425,0.6891679748822606,0.0,,0.0,,,0.0,,,sufficient
validation,range_breakout,fresh_1,286,180,182,228.0,0.07456140350877193,229.0,0.5283842794759825,0.4410480349344978,224.0,0.06696428571428571,225.0,0.32,0.6577777777777778,0.025484246750209105,,,sufficient
validation,range_breakout,fresh_2,61,55,48,56.0,0.08928571428571429,56.0,0.8035714285714286,0.16071428571428573,53.0,0.09433962264150944,53.0,0.4528301886792453,0.5283018867924528,0.05355511522951839,,,thin_episode_denominator
validation,range_breakout,fresh_3,3,3,3,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.010607737540495377,,,thin_episode_denominator
validation,range_breakout,not_observed,329,180,329,263.0,0.045627376425855515,266.0,0.007518796992481203,0.9887218045112782,0.0,,0.0,,,,,,sufficient
validation,range_breakout,seed,2212,300,426,1650.0,0.05333333333333334,1663.0,0.3361395069152135,0.6211665664461816,0.0,,0.0,,,0.0,,,sufficient
validation,volatility_band,fresh_1,419,199,206,298.0,0.053691275167785234,300.0,0.5933333333333334,0.3233333333333333,305.0,0.036065573770491806,307.0,0.3257328990228013,0.6058631921824105,0.0342612087362284,,,sufficient
validation,volatility_band,fresh_2,313,191,182,242.0,0.09504132231404959,247.0,0.7692307692307693,0.21052631578947367,240.0,0.05,244.0,0.38114754098360654,0.5901639344262295,0.057452524913317315,,,sufficient
validation,volatility_band,fresh_3,113,99,81,99.0,0.1111111111111111,99.0,0.8181818181818182,0.13131313131313133,96.0,0.10416666666666667,96.0,0.28125,0.6875,0.08290153936256872,,,sufficient
validation,volatility_band,fresh_4plus,28,23,24,26.0,0.07692307692307693,26.0,0.8846153846153846,0.11538461538461539,24.0,0.0,24.0,0.20833333333333334,0.7916666666666666,0.10828414660719365,,,thin_episode_denominator
validation,volatility_band,not_observed,1282,278,1282,983.0,0.03255340793489318,993.0,0.08157099697885196,0.8912386706948641,0.0,,0.0,,,,,,sufficient
validation,volatility_band,seed,736,282,275,551.0,0.06896551724137931,551.0,0.3194192377495463,0.6460980036297641,0.0,,0.0,,,0.0,,,sufficient
validation,volume_money,fresh_1,496,215,225,375.0,0.072,381.0,0.5748031496062992,0.34120734908136485,366.0,0.05191256830601093,370.0,0.41621621621621624,0.5432432432432432,0.02288327397056089,,,sufficient
validation,volume_money,fresh_2,244,148,159,191.0,0.06806282722513089,191.0,0.7015706806282722,0.2617801047120419,184.0,0.05434782608695652,184.0,0.375,0.5815217391304348,0.04174742448465474,,,sufficient
validation,volume_money,fresh_3,74,66,64,62.0,0.0967741935483871,62.0,0.9032258064516129,0.08064516129032258,63.0,0.015873015873015872,63.0,0.31746031746031744,0.6349206349206349,0.07667689677555534,,,thin_episode_denominator
validation,volume_money,fresh_4plus,17,16,13,16.0,0.4375,16.0,0.9375,0.0625,16.0,0.125,16.0,0.3125,0.6875,0.19747904070246003,,,thin_episode_denominator
validation,volume_money,not_observed,932,273,932,714.0,0.036414565826330535,718.0,0.05013927576601671,0.9220055710306406,0.0,,0.0,,,,,,sufficient
validation,volume_money,seed,1128,283,339,841.0,0.05112960760998811,848.0,0.31721698113207547,0.6580188679245284,0.0,,0.0,,,0.0,,,sufficient
robustness,momentum_rps,fresh_1,527,226,263,375.0,0.13866666666666666,382.0,0.6649214659685864,0.3193717277486911,366.0,0.1092896174863388,370.0,0.3621621621621622,0.6027027027027027,0.04081624363695324,,,sufficient
robustness,momentum_rps,fresh_2,247,155,176,190.0,0.13157894736842105,195.0,0.7897435897435897,0.18974358974358974,181.0,0.06629834254143646,186.0,0.3279569892473118,0.6290322580645161,0.06115657736949842,,,sufficient
robustness,momentum_rps,fresh_3,118,96,99,95.0,0.09473684210526316,95.0,0.8105263157894737,0.18947368421052632,84.0,0.05952380952380952,84.0,0.38095238095238093,0.5714285714285714,0.06657605465072036,,,sufficient
robustness,momentum_rps,fresh_4plus,52,46,46,43.0,0.046511627906976744,44.0,0.8636363636363636,0.13636363636363635,37.0,0.0,38.0,0.34210526315789475,0.5789473684210527,0.08729284591101194,,,thin_episode_denominator
robustness,momentum_rps,not_observed,1281,274,1281,902.0,0.04767184035476718,916.0,0.18777292576419213,0.767467248908297,0.0,,0.0,,,,,,sufficient
robustness,momentum_rps,seed,748,283,307,487.0,0.14168377823408623,491.0,0.37474541751527496,0.604887983706721,0.0,,0.0,,,0.0,,,sufficient
robustness,oscillator,fresh_1,572,235,258,404.0,0.10643564356435643,412.0,0.6990291262135923,0.25970873786407767,384.0,0.09114583333333333,389.0,0.42930591259640105,0.5398457583547558,0.03536312054590007,,,sufficient
robustness,oscillator,fresh_2,403,206,215,303.0,0.1353135313531353,303.0,0.7491749174917491,0.2145214521452145,277.0,0.09747292418772563,275.0,0.4109090909090909,0.5527272727272727,0.05336802016368347,,,sufficient
robustness,oscillator,fresh_3,119,96,86,87.0,0.14942528735632185,91.0,0.8461538461538461,0.13186813186813187,84.0,0.05952380952380952,88.0,0.3522727272727273,0.5795454545454546,0.07214580059843478,,,sufficient
robustness,oscillator,fresh_4plus,27,26,23,21.0,0.047619047619047616,21.0,0.7619047619047619,0.23809523809523808,19.0,0.0,20.0,0.3,0.7,0.09135005051698486,,,thin_episode_denominator
robustness,oscillator,not_observed,1138,295,1138,803.0,0.0759651307596513,813.0,0.07626076260762607,0.9003690036900369,0.0,,0.0,,,,,,sufficient
robustness,oscillator,seed,714,295,287,474.0,0.08649789029535865,483.0,0.432712215320911,0.5424430641821946,0.0,,0.0,,,0.0,,,sufficient
robustness,price_trend,fresh_1,353,195,201,233.0,0.15879828326180256,239.0,0.8075313807531381,0.1799163179916318,223.0,0.12556053811659193,226.0,0.40707964601769914,0.5486725663716814,0.05421033595461067,,,sufficient
robustness,price_trend,fresh_2,239,158,152,173.0,0.1791907514450867,175.0,0.8057142857142857,0.18285714285714286,157.0,0.11464968152866242,160.0,0.425,0.54375,0.06629836922564891,,,sufficient
robustness,price_trend,fresh_3,123,102,92,96.0,0.08333333333333333,98.0,0.8571428571428571,0.14285714285714285,79.0,0.06329113924050633,81.0,0.35802469135802467,0.5802469135802469,0.07922329238170245,,,sufficient
robustness,price_trend,fresh_4plus,53,48,47,43.0,0.13953488372093023,44.0,0.8409090909090909,0.1590909090909091,37.0,0.08108108108108109,38.0,0.42105263157894735,0.5526315789473685,0.09108588107604132,,,thin_episode_denominator
robustness,price_trend,not_observed,1356,270,1356,977.0,0.05527123848515865,992.0,0.19254032258064516,0.7580645161290323,0.0,,0.0,,,,,,sufficient
robustness,price_trend,seed,849,296,320,570.0,0.11228070175438597,575.0,0.4052173913043478,0.5826086956521739,0.0,,0.0,,,0.0,,,sufficient
robustness,pullback_drawdown,fresh_1,718,255,289,509.0,0.13359528487229863,521.0,0.6487523992322457,0.33589251439539347,502.0,0.10956175298804781,510.0,0.3784313725490196,0.5941176470588235,0.03498106404590806,,,sufficient
robustness,pullback_drawdown,fresh_2,222,148,153,165.0,0.10909090909090909,167.0,0.7544910179640718,0.2215568862275449,149.0,0.0738255033557047,152.0,0.4144736842105263,0.5394736842105263,0.054396677051265385,,,sufficient
robustness,pullback_drawdown,fresh_3,93,67,74,77.0,0.05194805194805195,79.0,0.8354430379746836,0.16455696202531644,67.0,0.029850746268656716,68.0,0.38235294117647056,0.5441176470588235,0.06170798551796397,,,sufficient
robustness,pullback_drawdown,fresh_4plus,28,26,27,24.0,0.08333333333333333,24.0,0.875,0.08333333333333333,20.0,0.0,20.0,0.55,0.35,0.07771256886084243,,,thin_episode_denominator
robustness,pullback_drawdown,not_observed,1112,265,1112,780.0,0.05512820512820513,793.0,0.13997477931904162,0.8171500630517023,0.0,,0.0,,,,,,sufficient
robustness,pullback_drawdown,seed,800,299,309,537.0,0.12104283054003724,539.0,0.4025974025974026,0.5714285714285714,0.0,,0.0,,,0.0,,,sufficient
robustness,range_breakout,fresh_1,325,189,201,223.0,0.13004484304932734,225.0,0.6355555555555555,0.3422222222222222,219.0,0.1187214611872146,222.0,0.4144144144144144,0.5405405405405406,0.028947570741574058,,,sufficient
robustness,range_breakout,fresh_2,47,42,43,34.0,0.20588235294117646,35.0,0.7142857142857143,0.2857142857142857,32.0,0.15625,33.0,0.45454545454545453,0.5151515151515151,0.04343229018128625,,,thin_episode_denominator
robustness,range_breakout,fresh_3,5,5,5,4.0,0.25,4.0,1.0,0.0,4.0,0.25,4.0,0.75,0.25,0.07608697279690002,,,thin_episode_denominator
robustness,range_breakout,not_observed,197,131,197,139.0,0.12949640287769784,142.0,0.007042253521126761,0.9788732394366197,0.0,,0.0,,,,,,sufficient
robustness,range_breakout,seed,2399,333,433,1692.0,0.08569739952718676,1717.0,0.41118229470005824,0.557367501456028,0.0,,0.0,,,0.0,,,sufficient
robustness,volatility_band,fresh_1,555,226,269,392.0,0.12244897959183673,399.0,0.6741854636591479,0.2907268170426065,373.0,0.10187667560321716,378.0,0.4074074074074074,0.5529100529100529,0.038227590932554234,,,sufficient
robustness,volatility_band,fresh_2,336,194,201,239.0,0.11715481171548117,246.0,0.7601626016260162,0.21138211382113822,215.0,0.09302325581395349,223.0,0.43946188340807174,0.5515695067264574,0.05239761453282654,,,sufficient
robustness,volatility_band,fresh_3,116,90,91,94.0,0.14893617021276595,96.0,0.8541666666666666,0.11458333333333333,87.0,0.11494252873563218,88.0,0.3522727272727273,0.6136363636363636,0.06666666006969768,,,sufficient
robustness,volatility_band,fresh_4plus,28,24,27,23.0,0.13043478260869565,23.0,0.782608695652174,0.21739130434782608,23.0,0.043478260869565216,23.0,0.2608695652173913,0.7391304347826086,0.10633334318796794,,,thin_episode_denominator
robustness,volatility_band,not_observed,1088,297,1088,780.0,0.06794871794871794,788.0,0.07614213197969544,0.8959390862944162,0.0,,0.0,,,,,,sufficient
robustness,volatility_band,seed,850,311,301,564.0,0.09574468085106383,571.0,0.46059544658493873,0.5131348511383538,0.0,,0.0,,,0.0,,,sufficient
robustness,volume_money,fresh_1,541,228,249,398.0,0.11055276381909548,404.0,0.6534653465346535,0.30198019801980197,371.0,0.09703504043126684,375.0,0.424,0.536,0.02273272893340561,,,sufficient
robustness,volume_money,fresh_2,277,177,166,214.0,0.11214953271028037,215.0,0.7162790697674418,0.2558139534883721,202.0,0.08415841584158416,203.0,0.39901477832512317,0.5714285714285714,0.05107528380623205,,,sufficient
robustness,volume_money,fresh_3,115,94,91,92.0,0.06521739130434782,93.0,0.7956989247311828,0.17204301075268819,81.0,0.024691358024691357,84.0,0.35714285714285715,0.6190476190476191,0.07057418382985814,,,sufficient
robustness,volume_money,fresh_4plus,20,20,20,16.0,0.125,17.0,0.8823529411764706,0.11764705882352941,14.0,0.07142857142857142,15.0,0.5333333333333333,0.4666666666666667,0.10587418015176064,,,thin_episode_denominator
robustness,volume_money,not_observed,885,306,885,611.0,0.07201309328968904,618.0,0.11812297734627832,0.8559870550161812,0.0,,0.0,,,,,,sufficient
robustness,volume_money,seed,1135,294,344,761.0,0.10512483574244415,776.0,0.3853092783505155,0.5914948453608248,0.0,,0.0,,,0.0,,,sufficient
all,momentum_rps,fresh_1,1890,352,980,1472.0,0.15692934782608695,1503.0,0.6360612109115104,0.35063206919494344,1457.0,0.1269732326698696,1488.0,0.3279569892473118,0.6518817204301075,0.039705559069651675,,,sufficient
all,momentum_rps,fresh_2,730,253,527,590.0,0.16101694915254236,605.0,0.7537190082644628,0.22148760330578512,581.0,0.10843373493975904,596.0,0.348993288590604,0.6258389261744967,0.058602892814908936,,,sufficient
all,momentum_rps,fresh_3,357,188,310,296.0,0.11486486486486487,300.0,0.82,0.15666666666666668,287.0,0.0627177700348432,291.0,0.35051546391752575,0.6185567010309279,0.06822076250476605,,,sufficient
all,momentum_rps,fresh_4plus,156,107,136,131.0,0.08396946564885496,132.0,0.8636363636363636,0.12121212121212122,128.0,0.0390625,128.0,0.328125,0.6171875,0.09258408407756535,,,sufficient
all,momentum_rps,not_observed,4604,378,4604,3503.0,0.05338281473023123,3586.0,0.130228667038483,0.8179029559397658,0.0,,0.0,,,,,,sufficient
all,momentum_rps,seed,3266,458,1304,2433.0,0.1611179613645705,2483.0,0.33387031816351187,0.6524365686669351,0.0,,0.0,,,0.0,,,sufficient
all,oscillator,fresh_1,1810,333,888,1386.0,0.1277056277056277,1420.0,0.6626760563380282,0.29225352112676056,1368.0,0.09502923976608187,1405.0,0.3893238434163701,0.5665480427046263,0.03656151101013394,,,sufficient
all,oscillator,fresh_2,1365,316,783,1063.0,0.14205079962370648,1080.0,0.7212962962962963,0.2388888888888889,1042.0,0.09788867562380038,1058.0,0.3676748582230624,0.6020793950850661,0.053675077077912414,,,sufficient
all,oscillator,fresh_3,469,224,358,380.0,0.19210526315789472,388.0,0.8350515463917526,0.13402061855670103,378.0,0.10052910052910052,387.0,0.3462532299741602,0.6020671834625323,0.08253437103488714,,,sufficient
all,oscillator,fresh_4plus,119,90,108,105.0,0.20952380952380953,105.0,0.9047619047619048,0.09523809523809523,101.0,0.13861386138613863,102.0,0.35294117647058826,0.6470588235294118,0.10743797636096275,,,sufficient
all,oscillator,not_observed,4853,432,4853,3661.0,0.08167167440590002,3749.0,0.06535076020272072,0.9109095758869031,0.0,,0.0,,,,,,sufficient
all,oscillator,seed,2387,424,1043,1830.0,0.12459016393442623,1867.0,0.36636314943760045,0.6036422067487949,0.0,,0.0,,,0.0,,,sufficient
all,price_trend,fresh_1,1282,319,756,996.0,0.17369477911646586,1025.0,0.7434146341463415,0.24390243902439024,987.0,0.13272543059777103,1014.0,0.358974358974359,0.6183431952662722,0.056119838752013096,,,sufficient
all,price_trend,fresh_2,789,265,512,633.0,0.1500789889415482,646.0,0.7693498452012384,0.20588235294117646,620.0,0.10161290322580645,633.0,0.3902053712480253,0.5860979462875198,0.06322208779895389,,,sufficient
all,price_trend,fresh_3,381,193,288,321.0,0.1308411214953271,323.0,0.8452012383900929,0.1393188854489164,299.0,0.09364548494983277,302.0,0.33774834437086093,0.6258278145695364,0.07925936813449341,,,sufficient
all,price_trend,fresh_4plus,157,116,142,135.0,0.11851851851851852,136.0,0.8970588235294118,0.09558823529411764,133.0,0.06766917293233082,134.0,0.34328358208955223,0.6343283582089553,0.09485435624615324,,,sufficient
all,price_trend,not_observed,4686,381,4686,3541.0,0.05393956509460604,3622.0,0.1217559359469906,0.8252346769740475,0.0,,0.0,,,,,,sufficient
all,price_trend,seed,3708,464,1297,2799.0,0.1546981064665952,2857.0,0.34056702835141756,0.6464823241162058,0.0,,0.0,,,0.0,,,sufficient
