grouping_scheme,grouping_key,outcome,train_denominator,train_value,validation_denominator,validation_value,robustness_denominator,robustness_value,validation_lift_vs_parent,robustness_lift_vs_parent,lift_sign_consistent,lift_magnitude_stable,sample_sufficiency_status,stability_status
kth_offset_price_state_plus_family_presence,1||t11_t20||up_5_10pct||other_sparse_family_presence,seed_anchor_big_winner_rate,3.0,0.3333333333333333,9.0,0.0,5.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t11_t20||up_5_10pct||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,0.0,0.0,,2.0,0.5,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t11_t20||up_5_10pct||range_breakout|volume_money,seed_anchor_big_winner_rate,1.0,0.0,1.0,0.0,0.0,,,,False,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t11_t20||up_gt_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t11_t20||up_gt_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,4.0,0.75,2.0,1.0,1.0,1.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t11_t20||up_gt_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,1.0,1.0,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t11_t20||up_gt_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t11_t20||up_gt_20pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||down_or_flat||oscillator|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,5.0,0.0,0.0,,2.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||down_or_flat||oscillator|range_breakout|volume_money,seed_anchor_big_winner_rate,6.0,0.0,4.0,0.25,1.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||down_or_flat||other_sparse_family_presence,seed_anchor_big_winner_rate,2.0,0.0,1.0,0.0,3.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||down_or_flat||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,0.0,1.0,0.0,1.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||down_or_flat||range_breakout|volume_money,seed_anchor_big_winner_rate,7.0,0.0,6.0,0.0,2.0,0.5,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,2.0,0.0,1.0,0.0,0.0,,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,1.0,1.0,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||momentum_rps|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||oscillator|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,3.0,0.0,9.0,0.0,4.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||oscillator|range_breakout|volume_money,seed_anchor_big_winner_rate,6.0,0.0,1.0,0.0,2.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||other_sparse_family_presence,seed_anchor_big_winner_rate,8.0,0.25,3.0,0.0,6.0,0.16666666666666666,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_0_5pct||range_breakout|volume_money,seed_anchor_big_winner_rate,1.0,0.0,1.0,0.0,0.0,,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_10_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,0.0,0.0,,1.0,0.0,,,False,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_10_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,1.0,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_10_20pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,2.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_5_10pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,3.0,0.6666666666666666,0.0,,3.0,0.6666666666666666,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t21_t30||up_5_10pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,2.0,0.0,0.0,,1.0,0.0,,,False,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_5_10pct||oscillator|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_5_10pct||oscillator|range_breakout|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_5_10pct||other_sparse_family_presence,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_5_10pct||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_gt_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,0.0,0.0,,1.0,1.0,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t21_t30||up_gt_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,3.0,0.3333333333333333,0.0,,1.0,0.0,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,2.0,0.0,1.0,0.0,0.0,,,,False,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,12.0,0.16666666666666666,10.0,0.1,5.0,0.2,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,3.0,0.0,6.0,0.0,1.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,7.0,0.14285714285714285,1.0,0.0,2.0,1.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,4.0,0.0,4.0,0.25,4.0,0.5,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,12.0,0.0,13.0,0.0,4.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,8.0,0.25,6.0,0.16666666666666666,2.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,3.0,0.3333333333333333,8.0,0.0,1.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||momentum_rps|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,3.0,0.3333333333333333,1.0,0.0,1.0,1.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,1.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||oscillator|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,4.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||oscillator|range_breakout|volume_money,seed_anchor_big_winner_rate,2.0,0.0,1.0,0.0,2.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||other_sparse_family_presence,seed_anchor_big_winner_rate,58.0,0.1206896551724138,38.0,0.02631578947368421,31.0,0.16129032258064516,,,True,False,sufficient,stable_descriptive
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,3.0,0.0,0.0,,2.0,0.0,,,False,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||down_or_flat||range_breakout|volume_money,seed_anchor_big_winner_rate,18.0,0.16666666666666666,7.0,0.2857142857142857,11.0,0.09090909090909091,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||missing_or_invalid||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,15.0,0.3333333333333333,11.0,0.09090909090909091,5.0,0.2,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,19.0,0.21052631578947367,13.0,0.0,6.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,58.0,0.1724137931034483,26.0,0.0,41.0,0.0975609756097561,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,22.0,0.2727272727272727,27.0,0.0,5.0,0.2,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,10.0,0.1,8.0,0.125,15.0,0.13333333333333333,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,40.0,0.35,19.0,0.21052631578947367,13.0,0.07692307692307693,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,38.0,0.18421052631578946,21.0,0.0,20.0,0.05,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,49.0,0.10204081632653061,34.0,0.08823529411764706,24.0,0.16666666666666666,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,52.0,0.21153846153846154,39.0,0.07692307692307693,13.0,0.23076923076923078,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,51.0,0.1568627450980392,38.0,0.10526315789473684,24.0,0.20833333333333334,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||momentum_rps|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,30.0,0.2,23.0,0.13043478260869565,24.0,0.041666666666666664,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,15.0,0.06666666666666667,5.0,0.0,7.0,0.14285714285714285,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||oscillator|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,31.0,0.0967741935483871,29.0,0.10344827586206896,29.0,0.06896551724137931,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||oscillator|range_breakout|volume_money,seed_anchor_big_winner_rate,45.0,0.13333333333333333,32.0,0.0625,23.0,0.043478260869565216,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||other_sparse_family_presence,seed_anchor_big_winner_rate,416.0,0.14182692307692307,238.0,0.058823529411764705,245.0,0.11020408163265306,,,True,True,sufficient,stable_descriptive
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,35.0,0.08571428571428572,10.0,0.2,7.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,25.0,0.04,14.0,0.07142857142857142,14.0,0.14285714285714285,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_0_5pct||range_breakout|volume_money,seed_anchor_big_winner_rate,69.0,0.14492753623188406,31.0,0.0967741935483871,44.0,0.045454545454545456,,,True,True,sufficient,stable_descriptive
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,4.0,0.5,1.0,0.0,1.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,18.0,0.5,3.0,0.3333333333333333,2.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,32.0,0.25,15.0,0.13333333333333333,15.0,0.3333333333333333,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,3.0,0.3333333333333333,0.0,,1.0,1.0,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,7.0,0.7142857142857143,0.0,,5.0,0.2,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,6.0,0.0,1.0,0.0,1.0,0.0,,,False,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,4.0,0.25,4.0,0.0,1.0,1.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,6.0,0.5,5.0,0.0,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||momentum_rps|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,1.0,1.0,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,7.0,0.14285714285714285,0.0,,9.0,0.1111111111111111,,,True,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||other_sparse_family_presence,seed_anchor_big_winner_rate,12.0,0.4166666666666667,1.0,0.0,3.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_10_20pct||pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,9.0,0.3333333333333333,2.0,0.0,3.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,29.0,0.3793103448275862,12.0,0.0,14.0,0.14285714285714285,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,70.0,0.2857142857142857,46.0,0.06521739130434782,26.0,0.038461538461538464,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,18.0,0.4444444444444444,8.0,0.125,4.0,0.5,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|oscillator|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,2.0,0.0,0.0,,2.0,0.5,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|price_trend|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,29.0,0.3448275862068966,13.0,0.07692307692307693,11.0,0.09090909090909091,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,35.0,0.45714285714285713,11.0,0.18181818181818182,9.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,17.0,0.17647058823529413,13.0,0.0,10.0,0.0,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,22.0,0.13636363636363635,9.0,0.0,4.0,0.25,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|pullback_drawdown|range_breakout,seed_anchor_big_winner_rate,7.0,0.14285714285714285,2.0,0.0,6.0,0.5,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||momentum_rps|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,5.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,17.0,0.17647058823529413,4.0,0.25,11.0,0.18181818181818182,,,True,True,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||oscillator|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||oscillator|range_breakout|volume_money,seed_anchor_big_winner_rate,1.0,1.0,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||other_sparse_family_presence,seed_anchor_big_winner_rate,63.0,0.2857142857142857,29.0,0.06896551724137931,22.0,0.09090909090909091,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_5_10pct||range_breakout|volume_money,seed_anchor_big_winner_rate,2.0,0.5,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_gt_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,4.0,0.5,0.0,,0.0,,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_gt_20pct||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,5.0,0.6,3.0,0.0,19.0,0.21052631578947367,,,True,False,thin_episode_denominator,denominator_thin
kth_offset_price_state_plus_family_presence,1||t3_t5||up_gt_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_gt_20pct||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,1.0,1.0,1.0,,,True,True,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_gt_20pct||oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,seed_anchor_big_winner_rate,0.0,,0.0,,11.0,0.09090909090909091,,,True,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t3_t5||up_gt_20pct||other_sparse_family_presence,seed_anchor_big_winner_rate,0.0,,0.0,,1.0,0.0,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t6_t10||down_or_flat||momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volume_money,seed_anchor_big_winner_rate,0.0,,1.0,0.0,0.0,,,,False,False,thin_episode_denominator,split_missing
kth_offset_price_state_plus_family_presence,1||t6_t10||down_or_flat||momentum_rps|price_trend|pullback_drawdown|range_breakout|volatility_band,seed_anchor_big_winner_rate,1.0,0.0,0.0,,0.0,,,,False,False,thin_episode_denominator,split_missing
