split,kth_fresh_step_bucket,kth_fresh_offset_bucket,wait_return_bucket,last_added_family_set,fresh_step_count,seed_episode_count,unique_instrument_count,unique_signal_date_count,seed_anchor_big_winner_rate,seed_P_good,seed_P_bad,fresh_anchor_big_winner_rate,fresh_P_good,fresh_P_bad,fresh_max_gain_120d_p50,fresh_max_drawdown_120d_p50,sample_sufficiency_status
train,1,t11_t20,up_0_5pct,range_breakout|volume_money,3,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4333117014102157,-0.2693631794549989,thin_episode_denominator
train,1,t11_t20,up_0_5pct,volatility_band,19,19,18,18,0.0,0.4666666666666667,0.4666666666666667,0.0,0.375,0.5625,0.097893431440859,-0.179365092099959,thin_episode_denominator
train,1,t11_t20,up_0_5pct,volatility_band|volume_money,6,6,6,5,0.0,1.0,0.0,0.0,1.0,0.0,0.08483442464931305,-0.18823777513491158,thin_episode_denominator
train,1,t11_t20,up_0_5pct,volume_money,39,39,33,36,0.030303030303030304,0.5,0.38235294117647056,0.030303030303030304,0.38235294117647056,0.5294117647058824,0.1317204316581159,-0.1980803185172345,thin_episode_denominator
train,1,t11_t20,up_10_20pct,momentum_rps,2,2,2,2,0.0,1.0,0.0,0.0,0.5,0.5,0.14486977590929578,-0.32350787892683497,thin_episode_denominator
train,1,t11_t20,up_10_20pct,momentum_rps|oscillator|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1762694306446155,-0.4334600661509985,thin_episode_denominator
train,1,t11_t20,up_10_20pct,momentum_rps|price_trend|volatility_band|volume_money,1,1,1,1,1.0,1.0,0.0,,,,0.8735387297179515,-0.3562109516869541,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator,5,5,5,5,0.0,1.0,0.0,0.0,0.0,1.0,0.3227189517688411,-0.4162794040842454,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|price_trend|range_breakout,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.3858133217046053,-0.4050383019519774,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|price_trend|range_breakout|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1841270527786307,-0.3129069278173386,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|price_trend|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.6744427226188718,-0.4118879758233644,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|price_trend|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2251984598159673,-0.2183039010164519,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1.0319150166578503,-0.436649213927719,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1888760246611556,-0.4054581122268295,thin_episode_denominator
train,1,t11_t20,up_10_20pct,oscillator|volume_money,3,3,3,3,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,1.0,0.2090239898274737,-0.3274942995625373,thin_episode_denominator
train,1,t11_t20,up_10_20pct,volatility_band,3,3,3,3,0.6666666666666666,1.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4881388054394076,-0.4014601451140661,thin_episode_denominator
train,1,t11_t20,up_10_20pct,volatility_band|volume_money,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.2494979287046438,-0.291715222336536,thin_episode_denominator
train,1,t11_t20,up_10_20pct,volume_money,4,4,4,4,0.5,1.0,0.0,0.25,0.0,1.0,0.26215312770238663,-0.22877506145962595,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps,2,2,2,2,0.0,1.0,0.0,0.0,0.5,0.5,0.25934522713104163,-0.27457108172661027,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|oscillator,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.2082948567510909,-0.2509534742952758,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.26331059654603456,-0.2549523944527549,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,,,,0.121240594006426,-0.2162615136385816,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.4958757543885774,-0.2603706785153784,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|oscillator|price_trend|volatility_band|volume_money,1,1,1,1,,,,,,,0.0289108729598546,-0.303695131973404,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|oscillator|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.3187771980109792,-0.2672658364075873,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|price_trend|pullback_drawdown|volume_money,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.7786366617913665,-0.3723778091592346,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|price_trend|range_breakout|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2236559011878578,-0.3585237155251557,thin_episode_denominator
train,1,t11_t20,up_5_10pct,momentum_rps|price_trend|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,1.5325131287347182,-0.4319916373152049,thin_episode_denominator
train,1,t11_t20,up_5_10pct,oscillator,6,6,6,6,0.4,0.8,0.2,0.3333333333333333,0.0,1.0,0.120602483167989,-0.2180081587728449,thin_episode_denominator
train,1,t11_t20,up_5_10pct,oscillator|price_trend|range_breakout|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0642717787341244,-0.5474167754359069,thin_episode_denominator
train,1,t11_t20,up_5_10pct,oscillator|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2793572541724725,-0.1535852795559573,thin_episode_denominator
train,1,t11_t20,up_5_10pct,oscillator|pullback_drawdown,1,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,0.4650517236549822,-0.2059938445794079,thin_episode_denominator
train,1,t11_t20,up_5_10pct,oscillator|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.3223813351718725,-0.251791893402276,thin_episode_denominator
train,1,t11_t20,up_5_10pct,price_trend,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1106742306258912,-0.2012545528852563,thin_episode_denominator
train,1,t11_t20,up_5_10pct,price_trend|pullback_drawdown,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.042187496391125,-0.1424288268719397,thin_episode_denominator
train,1,t11_t20,up_5_10pct,price_trend|range_breakout|volatility_band|volume_money,1,1,1,1,,0.0,1.0,,0.0,1.0,0.0933955730424831,-0.1809462827099155,thin_episode_denominator
train,1,t11_t20,up_5_10pct,price_trend|range_breakout|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0085858627699211,-0.3425137423184324,thin_episode_denominator
train,1,t11_t20,up_5_10pct,price_trend|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1254523683287549,-0.3151125462404258,thin_episode_denominator
train,1,t11_t20,up_5_10pct,volatility_band,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0326295729461085,-0.2453531865395786,thin_episode_denominator
train,1,t11_t20,up_5_10pct,volume_money,7,7,7,7,0.2,0.8,0.2,0.2,0.0,1.0,0.2535183725075858,-0.2749872843418572,thin_episode_denominator
train,1,t11_t20,up_gt_20pct,oscillator|volatility_band|volume_money,1,1,1,1,1.0,1.0,0.0,,,,0.2843715260753692,-0.37878232394195,thin_episode_denominator
train,1,t11_t20,up_gt_20pct,oscillator|volume_money,2,2,2,2,1.0,1.0,0.0,0.0,0.5,0.5,0.5210691760748579,-0.3196289797457578,thin_episode_denominator
train,1,t11_t20,up_gt_20pct,volume_money,3,3,3,3,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2904841583077673,-0.3364770989591749,thin_episode_denominator
train,1,t21_t30,down_or_flat,oscillator,7,7,5,7,0.0,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.2857142857142857,0.126829266590706,-0.1970802773625998,thin_episode_denominator
train,1,t21_t30,down_or_flat,oscillator|range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0319999694824217,-0.1240309547413756,thin_episode_denominator
train,1,t21_t30,down_or_flat,range_breakout,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0255485522895245,-0.16146219603826895,thin_episode_denominator
train,1,t21_t30,down_or_flat,volatility_band,4,4,4,4,0.0,0.6666666666666666,0.0,0.0,0.75,0.25,0.12652334699317194,-0.17515964714672838,thin_episode_denominator
train,1,t21_t30,down_or_flat,volatility_band|volume_money,3,3,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.1675774343623635,-0.1903720112249758,thin_episode_denominator
train,1,t21_t30,down_or_flat,volume_money,9,9,8,9,0.0,0.0,0.5,0.0,0.0,0.6,0.0687678409734,-0.1349397995974115,thin_episode_denominator
train,1,t21_t30,up_0_5pct,momentum_rps|price_trend|pullback_drawdown,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0300041060969006,-0.19450416262192982,thin_episode_denominator
train,1,t21_t30,up_0_5pct,momentum_rps|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1975920668885018,-0.1283264397324072,thin_episode_denominator
train,1,t21_t30,up_0_5pct,momentum_rps|price_trend|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1632095972121059,-0.1962708618605035,thin_episode_denominator
train,1,t21_t30,up_0_5pct,oscillator,7,7,7,7,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.1444043675529698,-0.1868025360239935,thin_episode_denominator
train,1,t21_t30,up_0_5pct,oscillator|price_trend|range_breakout|volume_money,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.7268674651611933,-0.1670838046999077,thin_episode_denominator
train,1,t21_t30,up_0_5pct,oscillator|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1955782437049793,-0.1863442931038564,thin_episode_denominator
train,1,t21_t30,up_0_5pct,oscillator|volatility_band,3,3,3,3,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0744681692922133,-0.1049505326318067,thin_episode_denominator
train,1,t21_t30,up_0_5pct,oscillator|volume_money,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0230178803564375,-0.1875,thin_episode_denominator
train,1,t21_t30,up_0_5pct,price_trend,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1863353724538727,-0.1270270331224617,thin_episode_denominator
train,1,t21_t30,up_0_5pct,price_trend|volatility_band|volume_money,1,1,1,1,,,,,,,0.0342612087362284,-0.3209109682815421,thin_episode_denominator
train,1,t21_t30,up_0_5pct,price_trend|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.3978051450269528,-0.1569897246271698,thin_episode_denominator
train,1,t21_t30,up_0_5pct,pullback_drawdown,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2153109902295533,-0.2139107793859663,thin_episode_denominator
train,1,t21_t30,up_0_5pct,pullback_drawdown|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.9510409271710554,-0.2501784480499368,thin_episode_denominator
train,1,t21_t30,up_0_5pct,range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0018484711948041,-0.1752768030866671,thin_episode_denominator
train,1,t21_t30,up_0_5pct,volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.072319188354234,-0.1860465477323954,thin_episode_denominator
train,1,t21_t30,up_0_5pct,volatility_band|volume_money,1,1,1,1,,,,0.0,0.0,0.0,0.0519481069048293,-0.0622407012552984,thin_episode_denominator
train,1,t21_t30,up_10_20pct,price_trend|pullback_drawdown,2,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.04219852661967324,-0.15385923099473842,thin_episode_denominator
train,1,t21_t30,up_10_20pct,volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.1436549143164573,-0.3523517534657016,thin_episode_denominator
train,1,t21_t30,up_10_20pct,volume_money,1,1,1,1,1.0,1.0,0.0,1.0,0.0,1.0,0.526454329675937,-0.3711221871904485,thin_episode_denominator
train,1,t21_t30,up_5_10pct,momentum_rps|price_trend|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0885714122227259,-0.2139107793859663,thin_episode_denominator
train,1,t21_t30,up_5_10pct,price_trend|pullback_drawdown,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.09085628073591939,-0.311106084453993,thin_episode_denominator
train,1,t21_t30,up_5_10pct,price_trend|pullback_drawdown|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1448763874052083,-0.2335391353294234,thin_episode_denominator
train,1,t21_t30,up_5_10pct,price_trend|volatility_band,1,1,1,1,1.0,1.0,0.0,1.0,1.0,0.0,0.5319547660813551,-0.3963189807877326,thin_episode_denominator
train,1,t21_t30,up_5_10pct,volume_money,1,1,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.4163002201363226,-0.1407576662897242,thin_episode_denominator
train,1,t21_t30,up_gt_20pct,momentum_rps,1,1,1,1,,,,,,,0.2800632805143142,-0.3683559904656146,thin_episode_denominator
train,1,t21_t30,up_gt_20pct,oscillator|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1203490526776913,-0.3433784423772681,thin_episode_denominator
train,1,t21_t30,up_gt_20pct,volume_money,1,1,1,1,,,,,,,0.1883981969749362,-0.3608179422291436,thin_episode_denominator
train,1,t3_t5,down_or_flat,momentum_rps,26,26,26,25,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.16666666666666666,0.2222222222222222,0.7777777777777778,0.2421602913212515,-0.31818115209910836,thin_episode_denominator
train,1,t3_t5,down_or_flat,momentum_rps|pullback_drawdown,24,24,21,21,0.21052631578947367,0.2,0.8,0.21052631578947367,0.25,0.75,0.13995775322598256,-0.25732417051630485,thin_episode_denominator
train,1,t3_t5,down_or_flat,momentum_rps|pullback_drawdown|range_breakout,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.3323232412751802,-0.218726259817188,thin_episode_denominator
train,1,t3_t5,down_or_flat,momentum_rps|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.3010664645304726,-0.1986128427943619,thin_episode_denominator
train,1,t3_t5,down_or_flat,oscillator,2,2,2,2,0.0,1.0,0.0,0.0,1.0,0.0,0.20113977407504763,-0.3398240356190644,thin_episode_denominator
train,1,t3_t5,down_or_flat,oscillator|volatility_band|volume_money,1,1,1,1,,,,,,,0.0244755291391967,-0.2946530334275327,thin_episode_denominator
train,1,t3_t5,down_or_flat,price_trend|pullback_drawdown|range_breakout,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.5350993191776068,-0.1361679600126102,thin_episode_denominator
train,1,t3_t5,down_or_flat,pullback_drawdown,83,83,69,67,0.08196721311475409,0.3064516129032258,0.6129032258064516,0.08196721311475409,0.43548387096774194,0.532258064516129,0.1909091255881569,-0.2818057399322291,sufficient
train,1,t3_t5,down_or_flat,pullback_drawdown|range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.1991741833285953,-0.1337863498969286,thin_episode_denominator
train,1,t3_t5,down_or_flat,pullback_drawdown|volume_money,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0692319548544608,-0.4218701615913355,thin_episode_denominator
train,1,t3_t5,down_or_flat,range_breakout,13,13,13,13,0.08333333333333333,0.38461538461538464,0.5384615384615384,0.08333333333333333,0.38461538461538464,0.6153846153846154,0.1258134288304011,-0.2444813881622332,thin_episode_denominator
train,1,t3_t5,down_or_flat,range_breakout|volume_money,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0722115472948108,-0.4957805869297524,thin_episode_denominator
train,1,t3_t5,down_or_flat,volatility_band,4,4,4,4,0.3333333333333333,0.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.23524938303218196,-0.2432037368200287,thin_episode_denominator
train,1,t3_t5,down_or_flat,volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.1262135704018645,-0.0775862220837384,thin_episode_denominator
train,1,t3_t5,down_or_flat,volume_money,24,24,21,19,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.6666666666666666,0.12254814097762105,-0.26785931016844466,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps,92,92,78,81,0.15584415584415584,0.4358974358974359,0.5384615384615384,0.14666666666666667,0.24358974358974358,0.7307692307692307,0.1900981534766508,-0.3109195883603759,sufficient
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator,3,3,3,3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.2036446085642818,-0.3091976382718898,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.264608671770314,-0.2920662862667492,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|pullback_drawdown,10,10,9,9,0.1,0.7,0.3,0.1,0.3,0.6,0.2280279557095278,-0.29254874799200126,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,1,1,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.3574523408696468,-0.2187633646572295,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.3091353130035279,-0.1931463909753528,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,5,5,5,0.0,0.6,0.4,0.0,0.2,0.8,0.1056105400212341,-0.1610169931827297,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band|volume_money,3,3,3,3,0.5,1.0,0.0,0.5,0.5,0.5,0.3727034376955924,-0.3251141556885977,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|pullback_drawdown|volume_money,3,3,3,3,0.5,0.5,0.5,0.5,0.5,0.5,0.1970260074780119,-0.3773291625384588,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|range_breakout,2,2,2,2,0.0,0.5,0.5,0.0,0.0,0.5,0.10045014918383414,-0.2403339229731193,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|range_breakout|volatility_band|volume_money,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2016215271665133,-0.3597300857832761,thin_episode_denominator
train,1,t3_t5,up_0_5pct,momentum_rps|oscillator|price_trend|volatility_band,1,1,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.2838935397951458,-0.4580098073539763,thin_episode_denominator
