model_id,train_target_component,threshold_id,denominator_id,split,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,e1_missed_definition,proxy_status
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,1593,628,0.6057752667922159,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,121,49,0.5950413223140496,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,306,113,0.630718954248366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,497,209,0.579476861167002,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,991,376,0.62058526740666,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,1593,672,0.5781544256120528,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,121,51,0.5785123966942148,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,306,122,0.6013071895424836,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,497,219,0.5593561368209256,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,41,16,0.6097560975609756,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,991,401,0.5953582240161454,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,1593,717,0.5499058380414312,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__family_representative_features_only__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,121,52,0.5702479338842975,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,306,67,0.7810457516339869,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,497,86,0.8269617706237424,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,41,11,0.7317073170731707,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,991,203,0.7951564076690212,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1593,274,0.8279974890144381,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,121,29,0.7603305785123967,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,306,86,0.7189542483660131,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,497,121,0.7565392354124748,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,991,259,0.7386478304742684,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1593,380,0.7614563716258631,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,121,34,0.71900826446281,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,306,86,0.7189542483660131,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,497,121,0.7565392354124748,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,991,259,0.7386478304742684,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,1593,380,0.7614563716258631,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,121,34,0.71900826446281,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,306,103,0.6633986928104575,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,497,166,0.6659959758551308,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,991,326,0.6710393541876892,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,1593,505,0.6829880728185813,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,121,39,0.6776859504132231,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,306,108,0.6470588235294118,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,497,176,0.6458752515090543,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,991,342,0.6548940464177598,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,1593,537,0.6629001883239172,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,121,41,0.6611570247933884,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,306,108,0.6470588235294118,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,497,176,0.6458752515090543,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,991,342,0.6548940464177598,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,1593,537,0.6629001883239172,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,121,41,0.6611570247933884,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,306,121,0.6045751633986928,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,497,217,0.5633802816901409,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,991,409,0.5872855701311807,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,1593,676,0.5756434400502197,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__isotonic,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,121,49,0.5950413223140496,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,306,83,0.7287581699346405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,497,111,0.7766599597585513,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,991,245,0.7527749747729566,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1593,354,0.7777777777777778,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,121,34,0.71900826446281,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,306,90,0.7058823529411765,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,497,136,0.7263581488933601,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,991,280,0.7174571140262361,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1593,415,0.7394852479598242,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,121,35,0.7107438016528925,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,306,96,0.6862745098039216,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,497,154,0.6901408450704225,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,991,299,0.698284561049445,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,1593,463,0.709353421217828,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,121,38,0.6859504132231405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,306,104,0.6601307189542484,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,497,168,0.6619718309859155,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,robustness,991,329,0.6680121089808274,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,train,1593,513,0.6779661016949152,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7750,risk_on_r_core_horizon_complete,validation,121,39,0.6776859504132231,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,robustness,306,112,0.6339869281045751,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,train,497,187,0.6237424547283702,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r6_horizon_complete,validation,41,15,0.6341463414634146,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,robustness,991,357,0.6397578203834511,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,train,1593,565,0.645323289391086,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7500,risk_on_r_core_horizon_complete,validation,121,42,0.6528925619834711,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,robustness,306,118,0.6143790849673203,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,train,497,204,0.5895372233400402,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,robustness,991,384,0.6125126135216953,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,train,1593,627,0.6064030131826742,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7250,risk_on_r_core_horizon_complete,validation,121,48,0.6033057851239669,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,robustness,306,121,0.6045751633986928,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,train,497,218,0.5613682092555332,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r6_horizon_complete,validation,41,17,0.5853658536585366,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,robustness,991,412,0.5842583249243188,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,train,1593,677,0.5750156936597615,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__none,hybrid_cost_bad_10_20,keep_7000,risk_on_r_core_horizon_complete,validation,121,49,0.5950413223140496,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,robustness,306,83,0.7287581699346405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,train,497,111,0.7766599597585513,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,robustness,991,245,0.7527749747729566,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,train,1593,354,0.7777777777777778,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8500,risk_on_r_core_horizon_complete,validation,121,34,0.71900826446281,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,robustness,306,90,0.7058823529411765,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,train,497,136,0.7263581488933601,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r6_horizon_complete,validation,41,12,0.7073170731707317,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,robustness,991,280,0.7174571140262361,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,train,1593,415,0.7394852479598242,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8250,risk_on_r_core_horizon_complete,validation,121,35,0.7107438016528925,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,robustness,306,96,0.6862745098039216,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,train,497,154,0.6901408450704225,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r6_horizon_complete,validation,41,13,0.6829268292682927,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,robustness,991,299,0.698284561049445,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,train,1593,463,0.709353421217828,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_8000,risk_on_r_core_horizon_complete,validation,121,38,0.6859504132231405,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,robustness,306,104,0.6601307189542484,episode_level_proxy_from_08_membership,no_episode_membership_for_event
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__full__platt,hybrid_cost_bad_10_20,keep_7750,risk_on_r6_horizon_complete,train,497,168,0.6619718309859155,episode_level_proxy_from_08_membership,no_episode_membership_for_event
