model_id,model_family,train_target_component,ablation_id,calibration_id,denominator_id,split,sample_n,positive_n,positive_rate,roc_auc,pr_auc,brier_score,top_decile_lift,bottom_decile_cost_bad_rate,score_target_monotonicity_spearman,readout_scope
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,robustness,9730,2724,0.27995889003083246,0.6795431589220964,0.4671092594253936,0.23906149639712926,1.8979441997063142,0.1130524152106886,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,train,16603,6352,0.38258146118171416,0.6745436639494845,0.6010046827369607,0.23180611400150708,1.691667127932704,0.16014449127031907,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,validation,4457,1301,0.2919003814224815,0.6660826135286189,0.48433492076218526,0.2208756985347907,1.9203062149502106,0.12780269058295965,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,robustness,3003,852,0.2837162837162837,0.6915057761068784,0.5212913904951032,0.22870088666323504,2.096053062561415,0.12956810631229235,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,train,4816,1879,0.3901578073089701,0.6734411348770554,0.5851048205147081,0.23197255694488794,1.6909850962483355,0.14315352697095435,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,validation,1441,387,0.2685634975711312,0.6789779744691044,0.4741313602879459,0.2091326245510147,1.9516350351955805,0.027586206896551724,0.9207488243118473,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,robustness,9730,2724,0.27995889003083246,0.7049857322635522,0.5087620353634539,0.22502698538240073,2.0668135095447875,0.08838643371017471,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,train,16603,6352,0.38258146118171416,0.6989540799343497,0.6269643331705204,0.22442290442363355,1.7609074568899497,0.11860325105358217,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,validation,4457,1301,0.2919003814224815,0.7076804355644999,0.5246971853538138,0.20669288398469746,2.00479968840802,0.07623318385650224,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,robustness,3003,852,0.2837162837162837,0.6985712107861257,0.5159193215778051,0.22767121713670974,2.1077628562070094,0.08637873754152824,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,train,4816,1879,0.3901578073089701,0.6695201670363256,0.5795103459628373,0.23273123703221324,1.7228904754228325,0.14730290456431536,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,validation,1441,387,0.2685634975711312,0.6725155971305149,0.4776154400999592,0.210981260293714,1.8745968101220707,0.034482758620689655,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,robustness,9730,2724,0.27995889003083246,0.7096108176652995,0.5074564060286793,0.223936363508768,2.088839941262849,0.06885919835560124,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,train,16603,6352,0.38258146118171416,0.6927197670816053,0.6195827790131712,0.22631595972669746,1.734155511611014,0.127633955448525,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,validation,4457,1301,0.2919003814224815,0.7095203772448961,0.5268371576478985,0.20786184989350856,2.012480913267821,0.06726457399103139,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,family_representative_features_only,none,risk_on_r6_horizon_complete,robustness,3003,852,0.2837162837162837,0.7091466493167493,0.5422905139830414,0.22021342807643013,2.3419587291188995,0.08637873754152824,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,family_representative_features_only,none,risk_on_r6_horizon_complete,train,4816,1879,0.3901578073089701,0.6602235890642737,0.5604798236420608,0.23720442427416447,1.6697148434653377,0.16597510373443983,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,family_representative_features_only,none,risk_on_r6_horizon_complete,validation,1441,387,0.2685634975711312,0.6750502007089783,0.4857344811149547,0.21443168859055192,1.8745968101220707,0.04827586206896552,0.9969650916353059,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,family_representative_features_only,none,risk_on_r_core_horizon_complete,robustness,9730,2724,0.27995889003083246,0.7263394439517831,0.5236112105321958,0.2160601872326211,2.23201174743025,0.06372045220966084,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,family_representative_features_only,none,risk_on_r_core_horizon_complete,train,16603,6352,0.38258146118171416,0.6728074834049997,0.590449632882021,0.2322957761307942,1.7609074568899497,0.15412402167369055,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__family_representative_features_only__none,regularized_logistic_or_elastic_net,false_repair_20d_component,family_representative_features_only,none,risk_on_r_core_horizon_complete,validation,4457,1301,0.2919003814224815,0.7091083680253676,0.5258954112352268,0.21106216316207907,2.050887037566825,0.04708520179372197,0.9969650916353059,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,regularized_logistic_or_elastic_net,false_repair_20d_component,full,none,risk_on_r6_horizon_complete,robustness,3003,852,0.2837162837162837,0.6925300402062256,0.5205247956827537,0.22842647394732976,2.096053062561415,0.11960132890365449,0.9636363636363635,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,regularized_logistic_or_elastic_net,false_repair_20d_component,full,none,risk_on_r6_horizon_complete,train,4816,1879,0.3901578073089701,0.676052314416649,0.5872732514468924,0.2312103464999502,1.7228904754228325,0.13692946058091288,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,regularized_logistic_or_elastic_net,false_repair_20d_component,full,none,risk_on_r6_horizon_complete,validation,1441,387,0.2685634975711312,0.6760356663638297,0.4781464957422224,0.20902932139098057,2.02867326026909,0.041379310344827586,0.9757575757575757,readout_only
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,regularized_logistic_or_elastic_net,false_repair_20d_component,full,none,risk_on_r_core_horizon_complete,robustness,9730,2724,0.27995889003083246,0.7041513396544975,0.5056919031777355,0.22531817486861694,2.0631424375917766,0.08941418293936279,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,regularized_logistic_or_elastic_net,false_repair_20d_component,full,none,risk_on_r_core_horizon_complete,train,16603,6352,0.38258146118171416,0.6999510161254716,0.6280407114982208,0.2240640737568386,1.768775676089637,0.12281757977122215,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__false_repair_20d_component__full__none,regularized_logistic_or_elastic_net,false_repair_20d_component,full,none,risk_on_r_core_horizon_complete,validation,4457,1301,0.2919003814224815,0.7075684406411524,0.526129454386888,0.20640917681557916,2.00479968840802,0.08520179372197309,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_overlap,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7366497144814678,0.16271295020243715,0.26991316141472005,2.509470085470085,0.0033333333333333335,0.9422535927041001,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_overlap,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.8008185248459251,0.2743042576322721,0.2221168745789998,3.563615023474178,0.0020833333333333333,0.9757575757575757,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_overlap,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.775861917281299,0.24224912388054728,0.2550791679880104,3.166666666666667,0.0,0.9848069807617046,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_overlap,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.7441315649175748,0.14447308919490173,0.26866459740512066,2.7200818112633183,0.00102880658436214,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_overlap,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.8049564159607748,0.3456178831921769,0.21753621977937476,3.55007189384801,0.0018094089264173703,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_overlap,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7557254150739602,0.2120235408296962,0.25013657770794717,3.1621315042322284,0.004484304932735426,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_related_overlap,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7503468020396628,0.19648527337666763,0.28588295632482474,2.45825641025641,0.0033333333333333335,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_related_overlap,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.7881320664624765,0.2760549259825733,0.23235048055946428,3.5401701877934273,0.0020833333333333333,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_related_overlap,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.7388246440311026,0.2277333506849495,0.2921284236629602,2.8333333333333335,0.0,0.9515151515151514,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.73923530978977,0.14282747185707426,0.2912702371095449,2.5147926179604263,0.00102880658436214,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.7890714899665784,0.3113855391854687,0.2276451802249156,3.4701153196622436,0.0024125452352231603,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_direct_related_overlap__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_direct_related_overlap,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7240322253170824,0.18222831580005475,0.28175958561486375,2.5710788866187277,0.006726457399103139,0.9515151515151514,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7377011277273039,0.16047536743830815,0.26834406307339104,2.45825641025641,0.0033333333333333335,0.9393939393939393,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.8008366084141696,0.27617019368928564,0.22196990228907426,3.563615023474178,0.0020833333333333333,0.9878787878787878,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.7761860771925512,0.24309294276134003,0.2542706311892962,3.083333333333333,0.0,0.9817255676437577,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.744367185236153,0.14376041137875378,0.2671205580602192,2.737189244038559,0.00102880658436214,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.8048287983411921,0.3464247673885297,0.21747668299924022,3.5260849215922803,0.0018094089264173703,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs0_rolling_fracdiff_hygiene__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs0_rolling_fracdiff_hygiene,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7546511233016736,0.2109421824320043,0.24962454051237096,3.1325788733515534,0.004484304932735426,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7381342991099454,0.16305745600923005,0.26963627270763546,2.45825641025641,0.0033333333333333335,0.8787878787878788,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.799862434258923,0.28516569907875317,0.22302382828908252,3.4932805164319247,0.0020833333333333333,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs2_related_subset_only,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.7599830840364216,0.23411193816727285,0.25480023118655176,2.75,0.0,0.9573348703109935,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,robustness,9730,584,0.060137987848831224,0.7417790856854789,0.1427084395685255,0.26923497902562066,2.566114916286149,0.00102880658436214,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,train,16603,1250,0.07543298533582765,0.8016112791598945,0.354008312888555,0.21955891941948733,3.50209794933655,0.0018094089264173703,0.9999999999999999,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__drop_fs2_related_subset_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,drop_fs2_related_subset_only,none,risk_on_r_core_horizon_complete,validation,4457,338,0.07586980920314254,0.7439437941188685,0.19776564023003051,0.25018036353908335,2.807499933664128,0.004484304932735426,0.9878787878787878,supported_gate
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,family_representative_features_only,none,risk_on_r6_horizon_complete,robustness,3003,195,0.065086782376502,0.7689454251422982,0.1621447007069705,0.28275750803694755,2.714324786324786,0.0,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,family_representative_features_only,none,risk_on_r6_horizon_complete,train,4816,426,0.08886107634543179,0.7450712720263133,0.21302558750644643,0.2598218813328262,2.7196009389671363,0.0020833333333333333,0.9999999999999999,readout_only
regularized_logistic_or_elastic_net__fast_fail_only_10d__family_representative_features_only__none,regularized_logistic_or_elastic_net,fast_fail_only_10d,family_representative_features_only,none,risk_on_r6_horizon_complete,validation,1441,120,0.08333333333333333,0.7370272353869356,0.2458873260514913,0.3203188676660026,3.25,0.0,0.8267515394048879,readout_only
