model_id,model_family,train_target_component,readout_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.07543298533582765,0.07389814670612055,0.020347048746301118,16571,2968,712,0.7601078167115903,1593,513,0.6779661016949152,13603,3017,0.22178931118135706,0.2398921832884097,0.19093590775006705,1250,301,0.2408
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.3827167943998552,0.31778539168353837,0.16965914134533047,16571,2968,712,0.7601078167115903,1593,513,0.6779661016949152,13603,3017,0.22178931118135706,0.2398921832884097,0.19093590775006705,1250,301,0.2408
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,train,16571,12842,3729,0.774968318146159,0.22503168185384104,0.39068251765131856,0.3275190780252297,0.16167459963607014,16571,2968,712,0.7601078167115903,1593,513,0.6779661016949152,13603,3017,0.22178931118135706,0.2398921832884097,0.19093590775006705,1250,301,0.2408
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4455,4087,368,0.9173961840628507,0.08260381593714927,0.07586980920314254,0.07340347443112308,0.032507459790966586,4455,298,59,0.802013422818792,121,39,0.6776859504132231,4157,309,0.0743324512869858,0.19798657718120805,0.16032608695652173,338,38,0.11242603550295859
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4457,4089,368,0.9174332510657393,0.08256674893426072,0.2919003814224815,0.26705796038151136,0.0851058190465825,4455,298,59,0.802013422818792,121,39,0.6776859504132231,4157,309,0.0743324512869858,0.19798657718120805,0.16032608695652173,338,38,0.11242603550295859
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7750,0.775,risk_on_r_core_horizon_complete,validation,4457,4089,368,0.9174332510657393,0.08256674893426072,0.31097150549697106,0.2876008804108584,0.07515359019394234,4455,298,59,0.802013422818792,121,39,0.6776859504132231,4157,309,0.0743324512869858,0.19798657718120805,0.16032608695652173,338,38,0.11242603550295859
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,2996,2354,642,0.7857142857142857,0.21428571428571427,0.065086782376502,0.07094307561597281,-0.08997668997668987,2994,622,171,0.72508038585209,306,112,0.6339869281045751,2372,470,0.1981450252951096,0.27491961414790994,0.26635514018691586,195,28,0.14358974358974358
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,3003,2359,644,0.7855477855477856,0.21445221445221446,0.2837162837162837,0.2178889359898262,0.23201822209219708,2994,622,171,0.72508038585209,306,112,0.6339869281045751,2372,470,0.1981450252951096,0.27491961414790994,0.265527950310559,195,28,0.14358974358974358
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,robustness,3003,2359,644,0.7855477855477856,0.21445221445221446,0.3026973026973027,0.24162780839338702,0.20175103563768848,2994,622,171,0.72508038585209,306,112,0.6339869281045751,2372,470,0.1981450252951096,0.27491961414790994,0.265527950310559,195,28,0.14358974358974358
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4794,3561,1233,0.7428035043804756,0.2571964956195244,0.08886107634543179,0.08845829823083404,0.004532672022022616,4794,878,254,0.7107061503416856,497,187,0.6237424547283702,3916,979,0.25,0.28929384965831434,0.2060016220600162,426,111,0.2605633802816901
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4816,3579,1237,0.7431478405315615,0.25685215946843853,0.3901578073089701,0.32159821179100306,0.1757227312477537,4794,878,254,0.7107061503416856,497,187,0.6237424547283702,3916,979,0.25,0.28929384965831434,0.2053354890864996,426,111,0.2605633802816901
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,train,4816,3579,1237,0.7431478405315615,0.25685215946843853,0.40386212624584716,0.3389214864487287,0.1607990340683406,4794,878,254,0.7107061503416856,497,187,0.6237424547283702,3916,979,0.25,0.28929384965831434,0.2053354890864996,426,111,0.2605633802816901
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1440,1323,117,0.91875,0.08125,0.08333333333333333,0.08238851095993953,0.0113378684807256,1440,107,24,0.7757009345794392,41,15,0.6341463414634146,1333,93,0.06976744186046512,0.22429906542056074,0.20512820512820512,120,11,0.09166666666666666
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1441,1324,117,0.9188063844552394,0.08119361554476058,0.2685634975711312,0.24622356495468278,0.08318305658992801,1440,107,24,0.7757009345794392,41,15,0.6341463414634146,1333,93,0.06976744186046512,0.22429906542056074,0.20512820512820512,120,11,0.09166666666666666
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7500,0.75,risk_on_r6_horizon_complete,validation,1441,1324,117,0.9188063844552394,0.08119361554476058,0.2921582234559334,0.2719033232628399,0.0693285301146027,1440,107,24,0.7757009345794392,41,15,0.6341463414634146,1333,93,0.06976744186046512,0.22429906542056074,0.20512820512820512,120,11,0.09166666666666666
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9711,7715,1996,0.794459890845433,0.205540109154567,0.060137987848831224,0.06312378483473752,-0.04964910022283563,9705,2024,525,0.7406126482213439,991,357,0.6397578203834511,7681,1469,0.19125113917458664,0.25938735177865613,0.26302605210420843,584,97,0.1660958904109589
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9730,7728,2002,0.7942446043165468,0.20575539568345325,0.27995889003083246,0.21816770186335405,0.22071522058354076,9705,2024,525,0.7406126482213439,991,357,0.6397578203834511,7681,1469,0.19125113917458664,0.25938735177865613,0.26223776223776224,584,97,0.1660958904109589
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,robustness,9730,7728,2002,0.7942446043165468,0.20575539568345325,0.2957862281603289,0.23783643892339545,0.19591780725342683,9705,2024,525,0.7406126482213439,991,357,0.6397578203834511,7681,1469,0.19125113917458664,0.25938735177865613,0.26223776223776224,584,97,0.1660958904109589
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.07543298533582765,0.07338268426134535,0.027180431284196952,16571,2968,804,0.72911051212938,1593,565,0.645323289391086,13603,3339,0.24546056017055062,0.27088948787061995,0.1940622737146995,1250,338,0.2704
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.3827167943998552,0.312600579336981,0.18320652787872724,16571,2968,804,0.72911051212938,1593,565,0.645323289391086,13603,3339,0.24546056017055062,0.27088948787061995,0.1940622737146995,1250,338,0.2704
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,train,16571,12428,4143,0.7499849134029328,0.25001508659706717,0.39068251765131856,0.32257804956549724,0.17432177025797732,16571,2968,804,0.72911051212938,1593,565,0.645323289391086,13603,3339,0.24546056017055062,0.27088948787061995,0.1940622737146995,1250,338,0.2704
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4455,4031,424,0.9048260381593715,0.09517396184062851,0.07586980920314254,0.07293475564376085,0.038685395287116606,4455,298,69,0.7684563758389261,121,42,0.6528925619834711,4157,355,0.08539812364686071,0.23154362416107382,0.16273584905660377,338,44,0.1301775147928994
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4457,4033,424,0.9048687457931344,0.0951312542068656,0.2919003814224815,0.262831638978428,0.09958446200856759,4455,298,69,0.7684563758389261,121,42,0.6528925619834711,4157,355,0.08539812364686071,0.23154362416107382,0.16273584905660377,338,44,0.1301775147928994
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7500,0.75,risk_on_r_core_horizon_complete,validation,4457,4033,424,0.9048687457931344,0.0951312542068656,0.31097150549697106,0.28365980659558643,0.08782701443251897,4455,298,69,0.7684563758389261,121,42,0.6528925619834711,4157,355,0.08539812364686071,0.23154362416107382,0.16273584905660377,338,44,0.1301775147928994
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,2996,2285,711,0.7626835781041389,0.23731642189586113,0.065086782376502,0.07133479212253829,-0.09599506255961393,2994,622,185,0.702572347266881,306,118,0.6143790849673203,2372,525,0.22133220910623946,0.297427652733119,0.26019690576652604,195,32,0.1641025641025641
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,3003,2290,713,0.7625707625707626,0.23742923742923744,0.2837162837162837,0.21397379912663755,0.24581770096561903,2994,622,185,0.702572347266881,306,118,0.6143790849673203,2372,525,0.22133220910623946,0.297427652733119,0.2594670406732118,195,32,0.1641025641025641
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,robustness,3003,2290,713,0.7625707625707626,0.23742923742923744,0.3026973026973027,0.23842794759825328,0.2123221929179818,2994,622,185,0.702572347266881,306,118,0.6143790849673203,2372,525,0.22133220910623946,0.297427652733119,0.2594670406732118,195,32,0.1641025641025641
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,train,4794,3443,1351,0.7181894034209428,0.28181059657905716,0.08886107634543179,0.08887598024978216,-0.0001677214024780966,4794,878,278,0.683371298405467,497,204,0.5895372233400402,3916,1073,0.2740040858018386,0.31662870159453305,0.20577350111028866,426,120,0.28169014084507044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,train,4816,3461,1355,0.7186461794019934,0.2813538205980066,0.3901578073089701,0.31580468072811324,0.19057193060851868,4794,878,278,0.683371298405467,497,204,0.5895372233400402,3916,1073,0.2740040858018386,0.31662870159453305,0.2051660516605166,426,120,0.28169014084507044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,train,4816,3461,1355,0.7186461794019934,0.2813538205980066,0.40386212624584716,0.33342964461138397,0.17439734270003843,4794,878,278,0.683371298405467,497,204,0.5895372233400402,3916,1073,0.2740040858018386,0.31662870159453305,0.2051660516605166,426,120,0.28169014084507044
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,validation,1440,1309,131,0.9090277777777778,0.09097222222222222,0.08333333333333333,0.08174178762414057,0.019098548510313118,1440,107,26,0.7570093457943925,41,17,0.5853658536585366,1333,105,0.07876969242310577,0.24299065420560748,0.1984732824427481,120,13,0.10833333333333334
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,validation,1441,1310,131,0.9090909090909091,0.09090909090909091,0.2685634975711312,0.24274809160305344,0.096124031007752,1440,107,26,0.7570093457943925,41,17,0.5853658536585366,1333,105,0.07876969242310577,0.24299065420560748,0.1984732824427481,120,13,0.10833333333333334
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,hybrid_cost_bad_10_20,drop_direct_overlap,none,keep_7250,0.725,risk_on_r6_horizon_complete,validation,1441,1310,131,0.9090909090909091,0.09090909090909091,0.2921582234559334,0.2687022900763359,0.08028503562945369,1440,107,26,0.7570093457943925,41,17,0.5853658536585366,1333,105,0.07876969242310577,0.24299065420560748,0.1984732824427481,120,13,0.10833333333333334
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,fast_fail_only_10d,drop_direct_overlap,none,keep_7250,0.725,risk_on_r_core_horizon_complete,robustness,9711,7515,2196,0.7738646895273401,0.22613531047265986,0.060137987848831224,0.06347305389221557,-0.05545689443031738,9705,2024,568,0.7193675889328063,991,384,0.6125126135216953,7681,1626,0.21169118604348391,0.28063241106719367,0.2586520947176685,584,107,0.1832191780821918
regularized_logistic_or_elastic_net__hybrid_cost_bad_10_20__drop_direct_overlap__none,regularized_logistic_or_elastic_net,hybrid_cost_bad_10_20,false_repair_20d_component,drop_direct_overlap,none,keep_7250,0.725,risk_on_r_core_horizon_complete,robustness,9730,7528,2202,0.7736896197327852,0.2263103802672148,0.27995889003083246,0.2129383634431456,0.23939417169537197,9705,2024,568,0.7193675889328063,991,384,0.6125126135216953,7681,1626,0.21169118604348391,0.28063241106719367,0.2579473206176203,584,107,0.1832191780821918
