model_id,model_family,train_target_component,ablation_id,calibration_id,threshold_id,keep_fraction,threshold_score,denominator_id,split,evaluable_event_n,selected_event_n,rejected_event_n,selected_fraction,rejected_fraction,before_cost_bad_rate,after_cost_bad_rate,relative_cost_reduction,winner_complete_n,winner_n,rejected_winner_n,any_recall_retention,e1_missed_winner_n,rejected_e1_missed_winner_n,e1_missed_retention,non_winner_n,rejected_non_winner_n,non_winner_hit_rate,winner_injury_rate,kill_wrong_rate,fast_fail_positive_n,rejected_fast_fail_positive_n,fast_fail_bad_side_capture,threshold_fit_scope,readout_scope
h_style_logistic_baseline__false_repair_20d_component__baseline_fs0__none,h_style_logistic_baseline,false_repair_20d_component,baseline_fs0,none,keep_7000,0.7,0.5701509582554376,risk_on_r_core_horizon_complete,validation,4457,3659,798,0.8209557998653803,0.1790442001346197,0.2919003814224815,0.24651544137742554,0.15548092066165592,4455,298,88,0.7046979865771812,121,56,0.5371900826446281,4157,710,0.17079624729372142,0.2953020134228188,0.11027568922305764,338,70,0.20710059171597633,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,0.6890824509732614,risk_on_r_core_horizon_complete,robustness,9711,7845,1866,0.8078467717021934,0.19215322829780662,0.060137987848831224,0.04168260038240918,0.3068840200110008,9705,2024,341,0.8315217391304348,991,205,0.79313824419778,7681,1524,0.19841166514776723,0.16847826086956522,0.1827438370846731,584,257,0.4400684931506849,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,0.6890824509732614,risk_on_r_core_horizon_complete,train,16571,14080,2491,0.8496771468227626,0.15032285317723734,0.07543298533582765,0.05482954545454546,0.27313568181818176,16571,2968,496,0.8328840970350404,1593,365,0.770872567482737,13603,1995,0.146658825259134,0.16711590296495957,0.19911682055399438,1250,478,0.3824,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8500,0.85,0.6890824509732614,risk_on_r_core_horizon_complete,validation,4455,3690,765,0.8282828282828283,0.1717171717171717,0.07586980920314254,0.054742547425474256,0.278467311300332,4455,298,50,0.8322147651006712,121,17,0.859504132231405,4157,715,0.17199903776762088,0.16778523489932887,0.06535947712418301,338,136,0.40236686390532544,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8250,0.825,0.6667883823528549,risk_on_r_core_horizon_complete,robustness,9711,7516,2195,0.7739676655339306,0.2260323344660694,0.060137987848831224,0.03978179882916445,0.3384913554280548,9705,2024,409,0.7979249011857708,991,231,0.7669021190716448,7681,1783,0.2321312329123812,0.20207509881422925,0.18633257403189066,584,285,0.488013698630137,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8250,0.825,0.6667883823528549,risk_on_r_core_horizon_complete,train,16571,13665,2906,0.8246333956912679,0.17536660430873213,0.07543298533582765,0.052323454079765824,0.30635843395536044,16571,2968,573,0.8069407008086253,1593,408,0.743879472693032,13603,2333,0.1715062853782254,0.19305929919137466,0.19717825189263594,1250,535,0.428,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8250,0.825,0.6667883823528549,risk_on_r_core_horizon_complete,validation,4455,3484,971,0.7820426487093154,0.21795735129068464,0.07586980920314254,0.05109070034443169,0.3266003845134818,4455,298,61,0.7953020134228188,121,22,0.8181818181818182,4157,910,0.2189078662496993,0.20469798657718122,0.06282183316168898,338,160,0.47337278106508873,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8000,0.8,0.6475407985008537,risk_on_r_core_horizon_complete,robustness,9711,7222,2489,0.7436927195963341,0.25630728040366596,0.060137987848831224,0.03655497092218222,0.3921484201621378,9705,2024,454,0.775691699604743,991,253,0.7447023208879919,7681,2032,0.2645488868636896,0.22430830039525693,0.18240257131378063,584,320,0.547945205479452,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8000,0.8,0.6475407985008537,risk_on_r_core_horizon_complete,train,16571,13250,3321,0.7995896445597731,0.2004103554402269,0.07543298533582765,0.05049056603773585,0.3306566641509434,16571,2968,642,0.7836927223719676,1593,451,0.7168863779033271,13603,2679,0.19694185106226567,0.21630727762803234,0.1933152664859982,1250,581,0.4648,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_8000,0.8,0.6475407985008537,risk_on_r_core_horizon_complete,validation,4455,3324,1131,0.7461279461279461,0.25387205387205386,0.07586980920314254,0.04963898916967509,0.3457346249973299,4455,298,64,0.785234899328859,121,23,0.8099173553719008,4157,1067,0.25667548713014193,0.21476510067114093,0.05658709106984969,338,173,0.5118343195266272,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,0.6291950935836189,risk_on_r_core_horizon_complete,robustness,9711,6907,2804,0.7112552775203378,0.28874472247966226,0.060137987848831224,0.03503691906761257,0.41739123105207937,9705,2024,509,0.7485177865612648,991,275,0.722502522704339,7681,2292,0.29839864600963417,0.25148221343873517,0.18152639087018546,584,342,0.5856164383561644,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,0.6291950935836189,risk_on_r_core_horizon_complete,train,16571,12835,3736,0.7745458934282783,0.22545410657172169,0.07543298533582765,0.04822750292169848,0.3606576392676276,16571,2968,717,0.758423180592992,1593,493,0.6905210295040803,13603,3019,0.2219363375725943,0.2415768194070081,0.19191648822269808,1250,631,0.5048,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7750,0.775,0.6291950935836189,risk_on_r_core_horizon_complete,validation,4455,3148,1307,0.70662177328844,0.29337822671156005,0.07586980920314254,0.045743329097839895,0.39708126884356,4455,298,71,0.761744966442953,121,25,0.7933884297520661,4157,1236,0.2973298051479432,0.23825503355704697,0.05432287681713849,338,194,0.5739644970414202,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,0.6107025558380763,risk_on_r_core_horizon_complete,robustness,9711,6623,3088,0.6820100916486459,0.31798990835135416,0.060137987848831224,0.03306658613921184,0.4501547637022497,9705,2024,559,0.7238142292490118,991,295,0.7023208879919274,7681,2526,0.3288634292409843,0.27618577075098816,0.18102331606217617,584,365,0.625,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,0.6107025558380763,risk_on_r_core_horizon_complete,train,16571,12420,4151,0.7495021422967836,0.2504978577032165,0.07543298533582765,0.04589371980676329,0.3915961352657005,16571,2968,786,0.7351752021563343,1593,534,0.664783427495292,13603,3365,0.24737190325663458,0.26482479784366575,0.18935196338231752,1250,680,0.544,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7500,0.75,0.6107025558380763,risk_on_r_core_horizon_complete,validation,4455,2991,1464,0.6713804713804714,0.32861952861952864,0.07586980920314254,0.04212637913741224,0.4447543814876582,4455,298,74,0.7516778523489933,121,26,0.7851239669421488,4157,1390,0.3343757517440462,0.2483221476510067,0.050546448087431695,338,212,0.6272189349112426,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,0.5939912935095032,risk_on_r_core_horizon_complete,robustness,9711,6356,3355,0.6545154978889919,0.3454845021110081,0.060137987848831224,0.029893014474512272,0.502926261023992,9705,2024,614,0.6966403162055336,991,319,0.6781029263370333,7681,2738,0.3564640020830621,0.30335968379446643,0.18301043219076005,584,394,0.6746575342465754,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,0.5939912935095032,risk_on_r_core_horizon_complete,train,16571,12005,4566,0.7244583911652888,0.27554160883471124,0.07543298533582765,0.044314868804664724,0.4125266472303207,16571,2968,866,0.7082210242587601,1593,572,0.6409290646578782,13603,3700,0.2719988237888701,0.2917789757412399,0.1896627244853263,1250,718,0.5744,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7250,0.725,0.5939912935095032,risk_on_r_core_horizon_complete,validation,4455,2835,1620,0.6363636363636364,0.36363636363636365,0.07586980920314254,0.03950617283950617,0.4792899408284024,4455,298,83,0.7214765100671141,121,29,0.7603305785123967,4157,1537,0.3697377916766899,0.2785234899328859,0.05123456790123457,338,226,0.6686390532544378,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,0.5783984117910004,risk_on_r_core_horizon_complete,robustness,9711,6079,3632,0.6259911440634333,0.3740088559365668,0.060137987848831224,0.027636124362559633,0.5404547882109305,9705,2024,672,0.6679841897233202,991,342,0.6548940464177598,7681,2957,0.38497591459445385,0.33201581027667987,0.18502202643171806,584,416,0.7123287671232876,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,0.5783984117910004,risk_on_r_core_horizon_complete,train,16571,11590,4981,0.6994146400337939,0.300585359966206,0.07543298533582765,0.042968075927523726,0.4303808110440035,16571,2968,938,0.6839622641509434,1593,610,0.6170747018204645,13603,4043,0.29721384988605454,0.3160377358490566,0.18831559927725355,1250,752,0.6016,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__fast_fail_only_10d__baseline_fs0__none,h_style_logistic_baseline,fast_fail_only_10d,baseline_fs0,none,keep_7000,0.7,0.5783984117910004,risk_on_r_core_horizon_complete,validation,4455,2694,1761,0.6047138047138048,0.3952861952861953,0.07586980920314254,0.0378619153674833,0.5009620326563963,4455,298,89,0.7013422818791947,121,30,0.7520661157024794,4157,1672,0.402213134471975,0.2986577181208054,0.05053946621237933,338,236,0.6982248520710059,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,0.6481168652267764,risk_on_r_core_horizon_complete,robustness,9730,8270,1460,0.8499486125385406,0.1500513874614594,0.2957862281603289,0.24486094316807738,0.17216922271529092,9705,2024,416,0.7944664031620553,991,308,0.6892028254288597,7681,1038,0.13513865382111703,0.20553359683794467,0.28493150684931506,584,72,0.1232876712328767,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,0.6481168652267764,risk_on_r_core_horizon_complete,train,16571,14085,2486,0.8499788787641059,0.15002112123589403,0.39068251765131856,0.35200567980120695,0.0989981278983935,16571,2968,536,0.8194070080862533,1593,433,0.7281858129315757,13603,1950,0.1433507314562964,0.18059299191374664,0.21560740144810941,1250,178,0.1424,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8500,0.85,0.6481168652267764,risk_on_r_core_horizon_complete,validation,4457,4115,342,0.9232667713708773,0.07673322862912273,0.31097150549697106,0.292588092345079,0.05911606956564427,4455,298,53,0.8221476510067114,121,42,0.6528925619834711,4157,289,0.06952128939138802,0.17785234899328858,0.15497076023391812,338,30,0.08875739644970414,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8250,0.825,0.6319964180898634,risk_on_r_core_horizon_complete,robustness,9730,8071,1659,0.8294964028776979,0.17050359712230215,0.2957862281603289,0.24061454590509232,0.1865255275689548,9705,2024,467,0.7692687747035574,991,340,0.656912209889001,7681,1185,0.15427678687670876,0.2307312252964427,0.2814948764315853,584,85,0.14554794520547945,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8250,0.825,0.6319964180898634,risk_on_r_core_horizon_complete,train,16571,13671,2900,0.8249954740208798,0.17500452597912014,0.39068251765131856,0.34825543120473995,0.1085973508659645,16571,2968,637,0.785377358490566,1593,504,0.6836158192090396,13603,2263,0.16636036168492244,0.21462264150943397,0.2196551724137931,1250,212,0.1696,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8250,0.825,0.6319964180898634,risk_on_r_core_horizon_complete,validation,4457,4056,401,0.9100291676015256,0.08997083239847431,0.31097150549697106,0.2879684418145957,0.07397161243315081,4455,298,60,0.7986577181208053,121,47,0.6115702479338843,4157,341,0.08203031031994226,0.20134228187919462,0.14962593516209477,338,36,0.10650887573964497,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8000,0.8,0.6171599773191042,risk_on_r_core_horizon_complete,robustness,9730,7889,1841,0.8107913669064748,0.18920863309352517,0.2957862281603289,0.2372924325009507,0.1977569950541174,9705,2024,508,0.7490118577075099,991,370,0.6266397578203835,7681,1325,0.1725035802629866,0.2509881422924901,0.2759369907658881,584,96,0.1643835616438356,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8000,0.8,0.6171599773191042,risk_on_r_core_horizon_complete,train,16571,13257,3314,0.8000120692776538,0.19998793072234627,0.39068251765131856,0.3428377460964019,0.12246458286013659,16571,2968,718,0.7580862533692723,1593,563,0.6465787821720025,13603,2596,0.19084025582592076,0.24191374663072776,0.21665660832830416,1250,253,0.2024,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_8000,0.8,0.6171599773191042,risk_on_r_core_horizon_complete,validation,4457,3989,468,0.8949966345075163,0.10500336549248374,0.31097150549697106,0.28378039608924543,0.08743923133494451,4455,298,65,0.7818791946308725,121,48,0.6033057851239669,4157,403,0.0969449121962954,0.2181208053691275,0.1388888888888889,338,47,0.1390532544378698,risk_on_r_core_horizon_complete/train,supported_gate
h_style_logistic_baseline__hybrid_cost_bad_10_20__baseline_fs0__none,h_style_logistic_baseline,hybrid_cost_bad_10_20,baseline_fs0,none,keep_7750,0.775,0.6045724589930005,risk_on_r_core_horizon_complete,robustness,9730,7688,2042,0.7901336073997944,0.20986639260020554,0.2957862281603289,0.23191987513007284,0.21592064453939938,9705,2024,550,0.7282608695652174,991,394,0.6024217961654894,7681,1484,0.19320400989454498,0.2717391304347826,0.2693437806072478,584,114,0.1952054794520548,risk_on_r_core_horizon_complete/train,supported_gate
