pool_id,pool_family_id,pool_source_id,adapter_id,pool_promotability_status,split,event_count,replay_complete_count,censored_count,censored_share,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,loss_le_minus5_rate,loss_le_minus10_rate,max_drawdown_p50,max_drawdown_p90,max_gain50_count,max_gain50_rate,max_gain120d_p90,avg_holding_days,top1_calendar_year_share,top1_instrument_share,top5_instrument_share,top1_industry_share,calendar_year_count,instrument_count,industry_count,pool_denominator_status
r04_rps95_industry80,r04_deterministic_auxiliary,r04_baseline_A,r04_deterministic_auxiliary,promotable,validation,321,313,8,0.024922118380062305,-0.08168506873026203,-0.1129389718448367,-0.3332695704792404,-0.23577700322399442,0.02114584271065211,0.2119253940970077,0.6198083067092651,0.5303514376996805,-0.21218490600585938,-0.05339335203170775,48,0.15335463258785942,0.592103672027588,121.0,0.6357827476038339,0.02875399361022364,0.14057507987220447,0.14696485623003194,2,110,26,sufficient
r04_rps95_industry80,r04_deterministic_auxiliary,r04_baseline_A,r04_deterministic_auxiliary,promotable,train,670,634,36,0.05373134328358209,0.13703981291726394,0.072817760980043,-0.28217211795984987,-0.12787471163942288,0.35053313121369883,0.6443943757986,0.3470031545741325,0.2870662460567823,-0.16125142574310303,-0.013304024934768658,203,0.32018927444794953,0.9406418919563294,121.0,0.32334384858044163,0.04100946372239748,0.14353312302839116,0.1529968454258675,5,163,28,sufficient
r04_rps95_industry_relative10,r04_deterministic_auxiliary,r04_baseline_A,r04_deterministic_auxiliary,promotable,robustness,79,76,3,0.0379746835443038,0.05828802067808183,0.040197669025782354,-0.2194589979796474,-0.13587245799256376,0.13744039417083403,0.36602471347651183,0.3684210526315789,0.27631578947368424,-0.15989229083061218,-0.04747679829597473,9,0.11842105263157894,0.5112958550453186,121.0,0.5657894736842105,0.05263157894736842,0.25,0.35526315789473684,2,44,8,insufficient
r04_rps95_industry_relative10,r04_deterministic_auxiliary,r04_baseline_A,r04_deterministic_auxiliary,promotable,validation,66,66,0,0.0,-0.13426832817177378,-0.1823114093248358,-0.36121509803144364,-0.288878519142647,0.00401488938142013,0.12331584717048216,0.6515151515151515,0.6212121212121212,-0.2817551791667938,-0.12221398949623108,6,0.09090909090909091,0.4196819067001343,121.0,0.7878787878787878,0.10606060606060606,0.40909090909090906,0.25757575757575757,2,37,11,insufficient
r04_rps95_industry_relative10,r04_deterministic_auxiliary,r04_baseline_A,r04_deterministic_auxiliary,promotable,train,67,65,2,0.029850746268656716,-0.05224812431078671,-0.19145279691376016,-0.41787130999107786,-0.2643243579568439,0.1439430588768844,0.3589952537798996,0.6153846153846154,0.6,-0.28010183572769165,-0.004056680202484119,13,0.2,0.6501070976257324,121.0,0.5538461538461539,0.09230769230769231,0.3230769230769231,0.2923076923076923,4,35,6,insufficient
r02_precision_momentum_rps,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,2766,2189,577,0.20860448300795373,0.04813082450063542,-0.014485543673457012,-0.2696921241158183,-0.1550182952726996,0.18270141255802952,0.45023579963007127,0.4380995888533577,0.3499314755596163,-0.14003944396972656,-0.01838891506195068,357,0.16308816811329374,0.6691450595855712,121.0,0.31155778894472363,0.008222932846048425,0.03928734582000914,0.1187756966651439,5,332,30,sufficient
r02_precision_momentum_rps,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,1622,1261,361,0.22256473489519113,-0.03233081066504975,-0.05597645844707734,-0.2752743103811171,-0.15929033834572148,0.07844080822202804,0.21789231171391799,0.5114988104678826,0.38540840602696275,-0.15477889776229858,-0.027434825897216797,81,0.06423473433782712,0.40148305892944336,121.0,0.63441712926249,0.007137192704203013,0.03251387787470261,0.0880253766851705,2,293,29,sufficient
r02_precision_momentum_rps,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,1668,1225,443,0.2655875299760192,0.0702153885948719,0.04097332700659061,-0.16752959261751638,-0.07310594108982771,0.17311910041415013,0.3110620014305544,0.29959183673469386,0.20081632653061224,-0.09994423389434814,-0.012411332130432091,117,0.09551020408163265,0.49082200527191183,121.0,0.6922448979591836,0.007346938775510204,0.03346938775510205,0.11020408163265306,2,275,26,sufficient
r02_precision_oscillator,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,3564,2845,719,0.20173961840628507,0.03897550719272468,-0.013119338570397609,-0.2620475297904371,-0.14116805524716491,0.15505722567256952,0.4167497904121623,0.42390158172231984,0.32478031634446397,-0.1266912817955017,-0.016560828685760507,427,0.15008787346221442,0.6231384754180908,121.00070298769772,0.30755711775043937,0.007381370826010545,0.035852372583479786,0.12231985940246046,5,325,30,sufficient
r02_precision_oscillator,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,1972,1515,457,0.2317444219066937,-0.027637081573063816,-0.040783271841116756,-0.2624347960795073,-0.15437476245312254,0.07656574431762464,0.20911391896802983,0.47854785478547857,0.36105610561056106,-0.1408115029335022,-0.016759610176086407,86,0.05676567656765676,0.3680670976638794,121.0,0.6079207920792079,0.006600660066006601,0.03036303630363036,0.10561056105610561,2,295,29,sufficient
r02_precision_oscillator,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,2139,1502,637,0.2978027115474521,0.07936968965254455,0.0507771932044435,-0.15463774398624516,-0.06075636800767102,0.17276070685929146,0.30207500023780987,0.26498002663115844,0.17976031957390146,-0.08754613995552063,-0.003052359819412204,146,0.09720372836218376,0.495781719684601,121.0,0.6611185086551264,0.007323568575233023,0.03195739014647137,0.12383488681757657,2,276,26,sufficient
r02_precision_price_trend,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,2931,2346,585,0.19959058341862845,0.04153263176502434,-0.015920908319913173,-0.2678081939468488,-0.15354443089633177,0.1593723466662499,0.42525502135204835,0.43691389599317987,0.34697357203751067,-0.13674291968345642,-0.01961788535118103,349,0.14876385336743392,0.6373185515403748,121.00085251491902,0.3052003410059676,0.0076726342710997444,0.03751065643648764,0.12105711849957375,5,335,30,sufficient
r02_precision_price_trend,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,1633,1285,348,0.2131047152480098,-0.03351739798665294,-0.04999272223147379,-0.2780189418403495,-0.16430860393500768,0.07156613952495272,0.21370001548243578,0.49961089494163424,0.38365758754863816,-0.15543067455291748,-0.022868657112121576,81,0.06303501945525292,0.41109204292297385,121.0,0.6233463035019455,0.007003891050583658,0.03268482490272374,0.08949416342412451,2,297,29,sufficient
r02_precision_price_trend,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,1689,1211,478,0.2830076968620486,0.08794024799998945,0.055162616338945356,-0.1485646257875941,-0.06185946973441399,0.18600657602106752,0.34015951226301494,0.27250206440957886,0.17093311312964493,-0.0894736647605896,-0.0033143162727355957,131,0.10817506193228736,0.5179506540298462,121.0,0.70355078447564,0.008257638315441783,0.03633360858794385,0.0957886044591247,2,279,26,sufficient
r02_precision_pullback_drawdown,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,2865,2309,556,0.19406631762652704,0.04104739975869871,-0.015558937677381934,-0.2547660581990115,-0.14665445376275488,0.15611348573448347,0.42460778213604117,0.4339540926808142,0.33997401472498917,-0.13559317588806152,-0.019130384922027514,349,0.15114768297964487,0.6446534156799321,121.00086617583369,0.2992637505413599,0.007795582503248159,0.037678648765699436,0.1281940233867475,5,336,30,sufficient
r02_precision_pullback_drawdown,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,1672,1282,390,0.2332535885167464,-0.02162991458231274,-0.044041113805732626,-0.2671029549234242,-0.14873163602081274,0.08390255174306532,0.2289537684997744,0.4836193447737909,0.3549141965678627,-0.14623329043388367,-0.023108935356140132,87,0.06786271450858035,0.4202154278755188,121.0,0.6318252730109204,0.0070202808112324495,0.031981279251170044,0.09204368174726989,2,297,29,sufficient
r02_precision_pullback_drawdown,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,1729,1264,465,0.2689415847310584,0.08394006575266631,0.05766012403538977,-0.14481234800215556,-0.0579529974780887,0.17651284557714603,0.32045327085350117,0.2650316455696203,0.17325949367088608,-0.08770567178726196,-0.0039023756980895875,124,0.0981012658227848,0.49738453626632695,121.0,0.6962025316455697,0.007120253164556962,0.03322784810126582,0.11629746835443038,2,279,26,sufficient
r02_precision_range_breakout,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,3052,2440,612,0.20052424639580602,0.029041733931988646,-0.019163281822072616,-0.263245395067894,-0.14539921735362996,0.13402423050159823,0.3765684713839107,0.4323770491803279,0.3360655737704918,-0.12486717104911804,-0.01568422317504883,340,0.13934426229508196,0.5985223531723022,121.00081967213114,0.294672131147541,0.00860655737704918,0.036885245901639344,0.12991803278688524,5,336,30,sufficient
r02_precision_range_breakout,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,1803,1332,471,0.2612312811980033,-0.02189204255885829,-0.0382900251024474,-0.2581136229107536,-0.148152054494721,0.08429576378511605,0.21000972651130725,0.46996996996997,0.3551051051051051,-0.1402302384376526,-0.016772001981735223,85,0.06381381381381382,0.39339774847030656,121.0,0.6501501501501501,0.006006006006006006,0.03003003003003003,0.09309309309309309,2,296,29,sufficient
r02_precision_range_breakout,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,1703,1230,473,0.27774515560775104,0.0856698502399476,0.04816005091659635,-0.1453519803790097,-0.05302270839221036,0.17986733653480852,0.3298748589297035,0.25365853658536586,0.16504065040650406,-0.09051498770713806,-0.004820674657821641,130,0.10569105691056911,0.509528160095215,121.0,0.6634146341463415,0.007317073170731708,0.03333333333333333,0.0983739837398374,2,281,26,sufficient
r02_precision_volatility_band,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,3262,2618,644,0.19742489270386265,0.0495742274187302,-0.012053977579707508,-0.2544028592828283,-0.14148900283784344,0.1712252618627092,0.433983921300167,0.4174942704354469,0.32161955691367455,-0.12829220294952393,-0.016815751791000363,398,0.1520244461420932,0.637610685825348,121.0,0.31207028265851794,0.008403361344537815,0.03743315508021391,0.12223071046600459,5,328,30,sufficient
r02_precision_volatility_band,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,1918,1430,488,0.25443169968717416,-0.03111661505787894,-0.04402095982006611,-0.2745466001308158,-0.16131328667167952,0.07872751327102318,0.2225548791304735,0.4881118881118881,0.3825174825174825,-0.14465615153312683,-0.016644132137298578,84,0.05874125874125874,0.3878160595893863,121.0,0.6265734265734266,0.006293706293706294,0.028671328671328673,0.0958041958041958,2,297,29,sufficient
r02_precision_volatility_band,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,1935,1377,558,0.28837209302325584,0.08366168729030751,0.056951967418088265,-0.1518047541939891,-0.051603059807324284,0.18090652067034574,0.31695943235776597,0.25562817719680464,0.16702977487291212,-0.08098286390304565,-0.0016951918601989706,138,0.10021786492374728,0.5001971006393434,121.0,0.6630355846042121,0.006535947712418301,0.032679738562091505,0.11692084241103849,2,276,26,sufficient
r02_precision_volume_money,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,train,3669,2969,700,0.19078768056691198,0.04218221804690735,-0.012538453263686532,-0.2542526837644029,-0.14057501707586906,0.1584165817919998,0.402948709693546,0.42101717750084205,0.32771977096665544,-0.12419700622558594,-0.015558815002441344,430,0.14482990906028967,0.6286256313323989,121.0,0.30751094644661503,0.00740990232401482,0.035028629168070056,0.1263051532502526,5,320,30,sufficient
r02_precision_volume_money,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,validation,2074,1568,506,0.24397299903567984,-0.020743823116227588,-0.03513625843336822,-0.2662441383613602,-0.1520917961566471,0.0832033562252737,0.22158296637565275,0.46938775510204084,0.3622448979591837,-0.1446087658405304,-0.014485996961593634,94,0.05994897959183673,0.38181264400482173,121.0,0.6371173469387755,0.005739795918367347,0.028698979591836735,0.09375,2,296,29,sufficient
r02_precision_volume_money,r02_family_precision,r02_family_precision,r02_family_precision_frozen_family_occurrence,promotable,robustness,2197,1553,644,0.29312699135184345,0.07824563504252732,0.04874751242024476,-0.15492844148736054,-0.05452970783236723,0.17567771760080042,0.3063203705003871,0.25885383129426914,0.17385705086928527,-0.08977895975112915,-0.0040902853012084964,158,0.10173857050869285,0.500589108467102,121.0,0.656149388280747,0.0070830650354153256,0.030264005151320026,0.11332904056664521,2,271,26,sufficient
