pool_id,split,matched_comparator_status,matched_comparator_count,matched_comparator_unique_event_count,matched_comparator_effective_sample_size,matched_pool_event_count,pool_net_return_mean,matched_baseline_net_return_mean,net_return_mean_delta_vs_matched_baseline_A,pool_net_return_p10,matched_baseline_net_return_p10,p10_delta_vs_matched_baseline_A,pool_loss_le_minus5_rate,matched_baseline_loss_le_minus5_rate,loss_le_minus5_delta_vs_matched_baseline_A,pool_max_gain50_rate,matched_baseline_max_gain50_rate,max_gain50_rate_delta_vs_matched_baseline_A,pool_top1_calendar_year_share,matched_baseline_top1_calendar_year_share,top1_calendar_year_share_delta_vs_matched_baseline_A,pool_top1_instrument_share,matched_baseline_top1_instrument_share,top1_instrument_share_delta_vs_matched_baseline_A
r02_precision_momentum_rps,train,sufficient,322607,6382,5801.5027684554225,2189,0.04813082450063542,0.07052244508772296,-0.02239162058708754,-0.2696921241158183,-0.26880138426961747,-0.0008907398462008054,0.4380995888533577,0.419799114914961,0.018300473938396677,0.16308816811329374,0.19522788364918944,-0.0321397155358957,0.31155778894472363,0.31155778894472363,0.0,0.008222932846048425,0.010858030846812233,-0.002635098000763808
r02_precision_momentum_rps,validation,sufficient,151424,3387,3134.668641631554,1261,-0.03233081066504975,-0.0647387060085835,0.03240789534353375,-0.2752743103811171,-0.29578666725576935,0.02051235687465225,0.5114988104678826,0.5778072485253201,-0.06630843805743747,0.06423473433782712,0.059504578784821384,0.004730155553005731,0.63441712926249,0.63441712926249,0.0,0.007137192704203013,0.00989329603052292,-0.002756103326319907
r02_precision_momentum_rps,robustness,sufficient,132650,2771,2545.079448102143,1225,0.0702153885948719,0.06592306735116166,0.004292321243710248,-0.16752959261751638,-0.18246439509880197,0.014934802481285592,0.29959183673469386,0.3224330149118805,-0.022841178177186616,0.09551020408163265,0.11022312783982988,-0.01471292375819723,0.6922448979591836,0.6922448979591836,0.0,0.007346938775510204,0.009604454268436056,-0.0022575154929258528
r02_precision_oscillator,train,sufficient,404506,6378,5158.125073216689,2845,0.03897550719272468,0.07005655921358532,-0.031081052020860638,-0.2620475297904371,-0.2653880190687707,0.0033404892783335804,0.42390158172231984,0.4182357107356352,0.00566587098668464,0.15008787346221442,0.19300848651399277,-0.042920613051778356,0.30755711775043937,0.30755711775043937,0.0,0.007381370826010545,0.01160585937627555,-0.004224488550265006
r02_precision_oscillator,validation,sufficient,178420,3392,2913.084586941808,1515,-0.027637081573063816,-0.06711082759889005,0.039473746025826234,-0.2624347960795073,-0.2955272702484523,0.03309247416894501,0.47854785478547857,0.5839383213534373,-0.1053904665679587,0.05676567656765676,0.05693436972211984,-0.00016869315446307875,0.6079207920792079,0.6079207920792079,0.0,0.006600660066006601,0.00981808200325419,-0.00321742193724759
r02_precision_oscillator,robustness,sufficient,154651,2752,2376.7755748108575,1502,0.07936968965254455,0.07450644698864499,0.004863242663899564,-0.15463774398624516,-0.17431584938879807,0.01967810540255291,0.26498002663115844,0.3078959697174148,-0.04291594308625635,0.09720372836218376,0.11436770995196616,-0.0171639815897824,0.6611185086551264,0.6611185086551264,0.0,0.007323568575233023,0.010053305778680497,-0.0027297372034474745
r02_precision_price_trend,train,sufficient,344220,6372,5550.075811941779,2346,0.04153263176502434,0.06948450443982179,-0.02795187267479745,-0.2678081939468488,-0.2681850640043381,0.00037687005748932023,0.43691389599317987,0.41856180812355387,0.018352087869626,0.14876385336743392,0.1917115348933011,-0.04294768152586717,0.3052003410059676,0.3052003410059676,0.0,0.0076726342710997444,0.010902482620452117,-0.003229848349352372
r02_precision_price_trend,validation,sufficient,153199,3386,3069.21963499855,1285,-0.03351739798665294,-0.0638505675019377,0.03033316951528476,-0.2780189418403495,-0.29455876184042556,0.01653982000007609,0.49961089494163424,0.5776872183122992,-0.07807632337066495,0.06303501945525292,0.06178965127009143,0.001245368185161487,0.6233463035019455,0.6233463035019455,0.0,0.007003891050583658,0.00963440917356219,-0.002630518122978533
r02_precision_price_trend,robustness,sufficient,125884,2762,2227.4898876198954,1211,0.08794024799998945,0.07487616220515303,0.013064085794836422,-0.1485646257875941,-0.17431584938879807,0.025751223601203965,0.27250206440957886,0.30664400160078037,-0.03414193719120151,0.10817506193228736,0.11540708743885165,-0.0072320255065642935,0.70355078447564,0.70355078447564,0.0,0.008257638315441783,0.009065694993946147,-0.0008080566785043635
r02_precision_pullback_drawdown,train,sufficient,329979,6384,5292.209816071813,2309,0.04104739975869871,0.0679623451624616,-0.02691494540376288,-0.2547660581990115,-0.2653880190687707,0.010621960869759195,0.4339540926808142,0.4170325696249726,0.016921523055841603,0.15114768297964487,0.1904284761465727,-0.03928079316692784,0.2992637505413599,0.2992637505413599,0.0,0.007795582503248159,0.011758552448110249,-0.00396296994486209
r02_precision_pullback_drawdown,validation,sufficient,153494,3388,3077.311830988642,1282,-0.02162991458231274,-0.06411692824802201,0.04248701366570927,-0.2671029549234242,-0.29574763710390345,0.028644682180479275,0.4836193447737909,0.5773956967763577,-0.09377635200256679,0.06786271450858035,0.06137459137921592,0.006488123129364427,0.6318252730109204,0.6318252730109204,0.0,0.0070202808112324495,0.009931218466898636,-0.002910937655666187
r02_precision_pullback_drawdown,robustness,sufficient,129622,2762,2188.0519327353063,1264,0.08394006575266631,0.07381630743526194,0.010123758317404377,-0.14481234800215556,-0.17189989263790018,0.027087544635744615,0.2650316455696203,0.30290902831397426,-0.03787738274435398,0.0981012658227848,0.11194843839993392,-0.013847172577149111,0.6962025316455697,0.6962025316455697,0.0,0.007120253164556962,0.010377583033025292,-0.00325732986846833
r02_precision_range_breakout,train,sufficient,344844,6300,4432.243230060206,2440,0.029041733931988646,0.06280373243601736,-0.033761998504028716,-0.263245395067894,-0.271330726124187,0.008085331056293,0.4323770491803279,0.4265512026734785,0.005825846506849364,0.13934426229508196,0.18697238253931825,-0.047628120244236294,0.294672131147541,0.294672131147541,0.0,0.00860655737704918,0.01328444061049312,-0.0046778832334439385
r02_precision_range_breakout,validation,sufficient,153814,3389,2746.2239889016387,1332,-0.02189204255885829,-0.06584892444928526,0.04395688189042697,-0.2581136229107536,-0.2988441913693451,0.040730568458591465,0.46996996996997,0.5777170070786634,-0.10774703710869338,0.06381381381381382,0.061410566202591804,0.0024032476112220147,0.6501501501501501,0.6501501501501501,0.0,0.006006006006006006,0.011434567540258253,-0.005428561534252247
r02_precision_range_breakout,robustness,sufficient,136333,2727,2135.161872030566,1230,0.0856698502399476,0.07973069160953565,0.005939158630411945,-0.1453519803790097,-0.17242551048467802,0.02707353010566832,0.25365853658536586,0.3125728705494914,-0.05891433396412554,0.10569105691056911,0.12788142915569276,-0.022190372245123643,0.6634146341463415,0.6634146341463415,0.0,0.007317073170731708,0.011257826070234381,-0.003940752899502673
r02_precision_volatility_band,train,sufficient,371308,6347,5251.733055251859,2618,0.0495742274187302,0.07345975115757143,-0.02388552373884123,-0.2544028592828283,-0.26508552262644663,0.010682663343618337,0.4174942704354469,0.4100791831047909,0.0074150873306559895,0.1520244461420932,0.19687371710309703,-0.04484927096100383,0.31207028265851794,0.31207028265851794,0.0,0.008403361344537815,0.010435938620313258,-0.002032577275775443
r02_precision_volatility_band,validation,sufficient,173318,3403,3083.235929182816,1430,-0.03111661505787894,-0.06578264531665654,0.0346660302587776,-0.2745466001308158,-0.29574763710390345,0.021201036973087672,0.4881118881118881,0.5785386578154376,-0.09042676970354946,0.05874125874125874,0.05961589883150759,-0.000874640090248853,0.6265734265734266,0.6265734265734266,0.0,0.006293706293706294,0.010208321423727757,-0.003914615130021463
r02_precision_volatility_band,robustness,sufficient,137291,2765,2258.19002113909,1377,0.08366168729030751,0.0805272701149689,0.003134417175338619,-0.1518047541939891,-0.16876668643603487,0.016961932242045785,0.25562817719680464,0.2966628354693438,-0.04103465827253916,0.10021786492374728,0.11682705122390405,-0.016609186300156772,0.6630355846042121,0.6630355846042121,0.0,0.006535947712418301,0.009712064144090723,-0.0031761164316724223
r02_precision_volume_money,train,sufficient,428217,6372,5095.044024883503,2969,0.04218221804690735,0.067429679251243,-0.02524746120433566,-0.2542526837644029,-0.26817629877049814,0.013923615006095236,0.42101717750084205,0.4217515593094476,-0.000734381808605522,0.14482990906028967,0.1920931329526367,-0.04726322389234702,0.30751094644661503,0.30751094644661503,0.0,0.00740990232401482,0.011573632659177524,-0.004163730335162704
r02_precision_volume_money,validation,sufficient,188613,3401,2999.5236058708497,1568,-0.020743823116227588,-0.06600331335459617,0.045259490238368574,-0.2662441383613602,-0.29656256322052893,0.030318424859168747,0.46938775510204084,0.577825183637996,-0.10843742853595512,0.05994897959183673,0.05840397048861673,0.001545009103220002,0.6371173469387755,0.6371173469387755,0.0,0.005739795918367347,0.009598905675470296,-0.0038591097571029484
r02_precision_volume_money,robustness,sufficient,165883,2760,2423.2089381991455,1553,0.07824563504252732,0.069705189165249,0.008540445877278327,-0.15492844148736054,-0.17735772931464966,0.02242928782728912,0.25885383129426914,0.3199440348480717,-0.06109020355380257,0.10173857050869285,0.11461784778999812,-0.012879277281305265,0.656149388280747,0.656149388280747,0.0,0.0070830650354153256,0.010131966952061651,-0.0030489019166463254
