input_id,path,input_kind,exists,readability_status,status,missing_required_columns,actual_columns,sha256
candidate_family_canonical_events,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_canonical_events.csv,required,True,readable_tabular,ok,,event_id;instrument;event_family;event_variant;union_family;canonical_event_scope;event_t0_date;event_t0_pos;trade_open_date;trade_open_pos;trade_open_price;non_executable_next_open;non_executable_reason;limit_threshold_status;source_seed_low_date;source_seed_low_pos;first_ema60_reclaim_date;first_ema60_reclaim_pos;days_seed_to_event;days_reclaim_to_event;seed_cluster_id;reclaim_cluster_id;union_cluster_id;union_density_kept;event_family_priority;event_split;market_regime_bucket;benchmark_alias;board_bucket;is_st;total_market_cap_cny;liquidity_money_20d;early_no_false_repair_5d;early_no_false_repair_10d;early_relative_strength_turn_flag;strict_rank_persistence_reference_flag;raw_source_event_ids;raw_cluster_event_count;close_to_ema20;close_to_ema60;ema20_slope_20d;ema60_slope_20d;return_5d;return_10d;return_20d;return_60d;stock_vs_market_5d;stock_vs_market_10d;stock_vs_market_20d;amount_ratio_20d;amount_ratio_60d;turnover_ratio_20d;turnover_ratio_60d;derived_daily_vwap_available;close_to_derived_daily_vwap;vwap_reclaim_flag;intraday_range_pct;close_position_in_range;upper_shadow_pct;gap_open_pct;gap_fade_flag;gap_fade_flag_status;atr_20_pct;market_return_20d;market_drawdown_60d;market_volatility_20d;quality_amount_flag;quality_vwap_flag;quality_range_flag;quality_gap_fade_flag;quality_amount_flag_status;quality_vwap_flag_status;quality_range_flag_status;quality_gap_fade_flag_status;family_id;family_input_status;mechanism_cluster;event_regime_bucket;event_close;event_close_to_episode_low_basis;close_to_high_60;close_to_high_120;range_width_ratio_20d_60d;direction_entropy_20d;relative_cusum_20d;momentum_percentile_20d;momentum_percentile_20d_lag20;universe_up_share;universe_up_share_z;universe_up_share_change_5d;stock_vs_board_20d;board_relative_cusum_20d;atr_pct_rank_60d;ema60_positive_run;variant_id;family_variant_id;event_regime_gating;threshold_variant_id;event_t0_confirmation_time;channel_id;channel_family;is_setup_context;recommended_union_included;event_executable_date;symbol;canonical_event_id;triggered_channels;triggered_family_variants;triggered_family_ids;triggered_family_statuses;triggered_mechanism_clusters;primary_channel;primary_family_id;family_count;channel_count;episode_link_status;asof_feature_snapshot_hash,2279191c26f2423c6813fed0cf9db60a99eaf9c5abc6040df53e90169ab3b805
candidate_family_incremental_recall_over_e1,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_incremental_recall_over_e1.csv,required,True,readable_tabular,ok,,candidate_scope_id;candidate_scope_type;family_id;variant_id;family_input_status;mechanism_cluster;episode_split;market_regime_bucket;window;denominator_episodes;e1_only_captured_episodes;candidate_captured_episodes;e1_plus_candidate_captured_episodes;candidate_only_recall;e1_only_recall;e1_plus_candidate_recall;incremental_captures_over_e1;incremental_recall_over_e1;unique_captures_not_in_07_full_union;unique_captures_not_in_e1_e2_e3_e6;earlier_first_event_captures_vs_e1;better_basis_first_event_captures_vs_e1;percentage_point_convention,8616961f3f8e1524b70deeccc3938131364b48c9abb11850fd94386f81d028b1
candidate_family_bridge_positive_recall,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_bridge_positive_recall.csv,required,True,readable_tabular,ok,,mechanism_cluster;family_input_status;variant_id;family_id;candidate_scope_type;candidate_scope_id;episode_split;market_regime_bucket;board_bucket;window;metric_basis;numerator;denominator;excluded_count;recall,c2c8f37c86940b8ac12aed9adc964e7cf9bf3a0000abea066fdd41f472217f93
candidate_family_recall_by_split_regime,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_recall_by_split_regime.csv,required,True,readable_tabular,ok,,mechanism_cluster;family_input_status;variant_id;family_id;candidate_scope_type;candidate_scope_id;episode_split;market_regime_bucket;board_bucket;window;metric_basis;numerator;denominator;excluded_count;recall,4bbe725584afcc68ddc74297312d06659cd97ebd1cd421682af1692565cb9402
candidate_family_density_summary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_density_summary.csv,required,True,readable_tabular,ok,,candidate_scope_id;candidate_scope_type;family_id;variant_id;family_input_status;mechanism_cluster;event_count;canonical_event_count;event_instances_per_instrument_year;canonical_events_per_instrument_year;events_per_instrument_year_mean;events_per_instrument_year_p50;events_per_instrument_year_p95;density_full_denominator;density_eligible_gated_denominator;density_increase_over_e1_full_denominator;density_vs_e1_full_denominator;density_vs_same_gated_denominator;density_by_split;density_by_event_regime_bucket;density_by_board;triggered_family_share;top_triggered_family_share;same_day_merge_rate;selected_variant_flag;density_share_of_selected_union;focus_incremental_recall_for_density_drag;focus_incremental_captures_for_density_drag;family_density_mean_gate_pass;family_density_p95_gate_pass;family_density_share_gate_pass;density_drag_flag,7f21c8c8b1cb2d3ff2433d42d44c45e852466cc54ad26091aae8597bb1e897bf
candidate_family_label_quality_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_label_quality_readout.csv,required,True,readable_tabular,ok,,candidate_scope_id;candidate_scope_type;family_id;variant_id;family_input_status;mechanism_cluster;event_split;event_regime_bucket;board_bucket;event_count;executable_event_count;outcome_complete_120d_count;label_completeness_rate;next_open_executable_rate;event_big_winner_120d_rate;near_winner_rate;confirm_20_rate;failure_10_rate;forward_20_return_mean;forward_60_return_mean;mfe_120d_median;mae_120d_median,3c4f7b32864a4b7d290da81c45351fd992c43753b2cd179a7753c86203d134da
candidate_family_false_repair_diagnostic,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_false_repair_diagnostic.csv,required,True,readable_tabular,ok,,candidate_scope_id;candidate_scope_type;family_id;variant_id;family_input_status;mechanism_cluster;event_split;event_regime_bucket;event_count;false_repair_10d_count;false_repair_10d_rate;false_repair_20d_count;false_repair_20d_rate,b48cca6a918ee10c15473c91f6e746f390af610f65e81e9bbf03c4f9f3311e43
candidate_family_overlap_matrix,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_overlap_matrix.csv,required,True,readable_tabular,ok,,left_scope_id;right_scope_id;left_scope_type;right_scope_type;left_episode_count;right_episode_count;overlap_episode_count;left_only_episode_count;right_only_episode_count;left_overlap_rate;right_overlap_rate;jaccard_overlap;same_day_overlap_count;same_day_jaccard;same_episode_different_day_overlap_count;high_risk_overlap_pair,2deb353ee070c3efa8885e31a7f5485c028a9834dfaad6e3f0c39dcd881bebb3
candidate_family_mechanism_cluster_summary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/candidate_family_mechanism_cluster_summary.csv,required,True,readable_tabular,ok,,candidate_scope_id;candidate_scope_type;family_id;variant_id;family_input_status;mechanism_cluster;episode_split;market_regime_bucket;window;denominator_episodes;e1_only_captured_episodes;candidate_captured_episodes;e1_plus_candidate_captured_episodes;candidate_only_recall;e1_only_recall;e1_plus_candidate_recall;incremental_captures_over_e1;incremental_recall_over_e1;unique_captures_not_in_07_full_union;unique_captures_not_in_e1_e2_e3_e6;earlier_first_event_captures_vs_e1;better_basis_first_event_captures_vs_e1;percentage_point_convention,d5bbbb4f9957d094de807d58f54b2d0e178f00220ca6d9252e5d80ff31da6355
regime_recall_baseline_07_e1_only,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/regime_recall_baseline_07_e1_only.csv,required,True,readable_tabular,ok,,episode_split;market_regime_bucket;board_bucket;window;metric_basis;numerator;denominator;excluded_count;recall,053b09b7b30ea43caf4f5bae325e07179b1b26af40b86561690d219382e0dbf7
topn_channel_recall_contribution,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/publishable/tables/topn_channel_recall_contribution.csv,required,True,readable_tabular,ok,,channel_id;target_episode_count;captured_episode_count;recall;unique_captured_episode_count;unique_recall;incremental_captured_episode_count;incremental_recall,638cc3dca5e0ff110dd36d45646da05e91d84dabc7a319059120dc6c2daa163e
topn_channel_density_summary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/publishable/tables/topn_channel_density_summary.csv,required,True,readable_tabular,ok,,scope;channel_id;event_count;events_per_100_universe_years;events_per_instrument_year_mean;events_per_instrument_year_p95;density_share;incremental_recall;density_drag_flag;channel_instance_event_count;canonical_triggered_event_count;event_instance_density_share;instance_events_per_instrument_year_mean;instance_events_per_instrument_year_p95,d36e85997107d083541e7837bc51cbc58e4e3ea2cf22ce01f1a50587a8bdd8a2
topn_false_repair_diagnostic,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/07_topn_multichannel_repair_candidate_generator_v0/outputs/publishable/tables/topn_false_repair_diagnostic.csv,required,True,readable_tabular,ok,,event_split;market_regime_bucket;primary_channel;event_count;false_repair_10d_count;false_repair_20d_count;false_repair_10d_rate;false_repair_20d_rate;clean_baseline_match_coverage;precision_claim_status,f50d65a2dc53c674a4b932deffee1470b1032cf43f598fcf565f797580f32bfb
r_series_compression_frontier,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/08_risk_on_transition_recall_exploration_v0/outputs/publishable/tables/risk_on_r_series_density_compression/risk_on_r_series_compression_frontier.csv,optional,True,readable_tabular,ok,,compression_arm_id;source_family_set;source_variant_set;threshold_policy;score_spec_id;score_spec_hash;selected_by_train_only_flag;post_train_selection_read_only_metric;compression_source_variant_policy;allow_ungated_compression_source;source_variant_fallback_reason;unscored_canonical_policy;unscored_canonical_event_count;unscored_canonical_density_share;event_count;canonical_event_count;density_vs_e1_full_denominator;density_full_denominator;events_per_instrument_year_p95;single_family_density_share_max;triggered_family_share;density_compression_ratio_vs_raw_r_pool;raw_r_pool_definition;train_risk_on_incremental_recall_over_e1;train_risk_on_bridge_recall_delta_vs_e1;validation_risk_on_incremental_recall_over_e1;validation_risk_on_sample_small_flag;robustness_risk_on_incremental_recall_over_e1;robustness_risk_on_bridge_recall_delta_vs_e1;label_completeness_rate;next_open_executable_rate;event_big_winner_120d_rate;downstream_entry_family_share_35pct_pass;direct_entry_union_support_status;ranker_arm_status;gate_status;failure_reason;selection_score,a41936336400818c206332e5090be638596a95498d1401bead4735e296cc4486
