candidate_scope_id,family_id,split,market_regime_bucket,episode_denominator_n,bridge_denominator_n,experiment_a_cell_sample_status,computed_cell_sample_status,cell_sample_status,cell_sample_status_resolution,retention_source_status,experiment_a_source_caveat
07_full_union,07_full_union,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
07_full_union,07_full_union,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
07_full_union,07_full_union,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
07_full_union,07_full_union,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
07_full_union,07_full_union,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R1_event_regime_gated,R1_relative_strength_breakout,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R1_event_regime_gated,R1_relative_strength_breakout,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R6_event_regime_gated,R6_market_breadth_thrust,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R6_event_regime_gated,R6_market_breadth_thrust,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,risk_off,342.0,342.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,risk_on,22.0,22.0,diagnostic_only,diagnostic_only,diagnostic_only,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,transition,81.0,81.0,low_power_caution,low_power_caution,low_power_caution,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_R_core_event_regime_gated,R_core_event_regime_gated,all,all,,,not_available_publishable_source,diagnostic_only,diagnostic_only,same_status,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,robustness,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,robustness,transition,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,train,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,train,transition,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,validation,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_R_core_event_regime_gated,R_core_event_regime_gated,validation,transition,,,,diagnostic_only,diagnostic_only,conservative_override,scope_capture_not_available,scope_capture_not_available
08_T4_gated,T4_entropy_compression_then_directional_expansion,all,all,2493.0,2493.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,all,risk_on,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T4_gated,T4_entropy_compression_then_directional_expansion,all,transition,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,risk_off,477.0,477.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,risk_on,181.0,181.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,robustness,transition,100.0,100.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,risk_off,761.0,761.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,risk_on,225.0,225.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,train,transition,304.0,304.0,sufficient_for_cell_readout,sufficient_for_cell_readout,sufficient_for_cell_readout,same_status,pre_replay_capture_only,pre_replay_capture_only_not_post_filter_retention
08_T4_gated,T4_entropy_compression_then_directional_expansion,validation,all,,,,diagnostic_only,diagnostic_only,conservative_override,,
