candidate_scope_id,family_id,split,market_regime_bucket,event_n,rolling_10d_duplicate_rate,event_uniqueness_10d_p10,concurrency_p95,fast_fail_10d_rate,pre_replay_any_recall,pre_replay_bridge_recall,r_core_event_n,r_core_rolling_10d_duplicate_rate,r_core_event_uniqueness_10d_p10,r_core_concurrency_p95,r_core_adjacent_gap_median,r_core_fast_fail_10d_rate,collision_interpretation
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,all,3405.0,0.0,1.0,1.0,0.2133411695562738,,,10667.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2025138354750961,individual_sparse_but_r_core_cross_family_collision
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,risk_off,14363.0,0.0,,,,0.7982456140350878,0.1612903225806451,,,,,,,no_r_core_collision_alert
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,risk_on,1336.0,0.0,1.0,1.0,0.2232209737827715,1.0,0.3181818181818182,4457.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.1952861952861952,individual_sparse_but_r_core_cross_family_collision
08_R1_event_regime_gated,R1_relative_strength_breakout,validation,transition,2069.0,0.0,1.0,1.0,0.206963249516441,0.925925925925926,0.2839506172839506,6210.0,0.5783069666485787,0.3712121212121211,3.0,8.0,0.2077022236545278,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,all,9537.0,0.0,1.0,1.0,0.2374645222327341,0.7625350982751705,0.2713022508038585,47914.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2419695291437647,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,risk_on,7083.0,0.0,1.0,1.0,0.2445136627495398,,,30790.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2651852815824576,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,all,transition,2454.0,0.0,1.0,1.0,0.2171428571428571,,,17124.0,0.5783069666485787,0.3787878787878787,3.0,8.0,0.200268817204301,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,all,2725.0,0.0,1.0,1.0,0.2333456017666544,,,12955.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.213623009123241,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,risk_off,9537.0,0.0,,,,0.7882599580712788,0.2920168067226891,,,,,,,no_r_core_collision_alert
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,risk_on,2304.0,0.0,1.0,1.0,0.2547909407665505,0.7403314917127072,0.425414364640884,9730.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2412727834414581,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,robustness,transition,421.0,0.0,1.0,1.0,0.1163895486935867,0.45,0.21,3225.0,0.5783069666485787,0.393939393939394,3.0,11.0,0.1303133726341917,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,all,4805.0,0.0,1.0,1.0,0.2592360676268002,,,24292.0,0.5783069666485787,0.3636363636363636,4.0,6.0,0.2744289601715181,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,risk_off,9537.0,0.0,,,,0.7805519053876478,0.2717678100263852,,,,,,,no_r_core_collision_alert
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,risk_on,3700.0,0.0,1.0,1.0,0.2607752778530767,0.8711111111111111,0.3333333333333333,16603.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2979904652706535,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,train,transition,1105.0,0.0,1.0,1.0,0.2540834845735027,0.8585526315789473,0.3366336633663366,7689.0,0.5783069666485787,0.3787878787878788,3.0,8.0,0.2236105687882337,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,all,2007.0,0.0,1.0,1.0,0.1910224438902743,,,10667.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2025138354750961,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,risk_off,9537.0,0.0,,,,0.6549707602339181,0.1257309941520467,,,,,,,no_r_core_collision_alert
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,risk_on,1079.0,0.0,1.0,1.0,0.1669758812615955,0.9090909090909092,0.0454545454545454,4457.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.1952861952861952,individual_sparse_but_r_core_cross_family_collision
08_R2_event_regime_gated,R2_near_high_volume_expansion,validation,transition,928.0,0.0,1.0,1.0,0.2189859762675296,0.6296296296296297,0.1358024691358024,6210.0,0.5783069666485787,0.3712121212121211,3.0,8.0,0.2077022236545278,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,all,all,16204.0,0.0,1.0,1.0,0.2318777832756061,0.8824709185720016,0.3898713826366559,47914.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2419695291437647,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,all,risk_on,9260.0,0.0,1.0,1.0,0.2604550379198266,,,30790.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2651852815824576,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,all,transition,6944.0,0.0,1.0,1.0,0.1938599019890458,,,17124.0,0.5783069666485787,0.3787878787878787,3.0,8.0,0.200268817204301,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,all,4329.0,0.0,1.0,1.0,0.2015737097894006,,,12955.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.213623009123241,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,risk_off,16204.0,0.0,,,,0.870020964360587,0.3760504201680672,,,,,,,no_r_core_collision_alert
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,risk_on,3003.0,0.0,1.0,1.0,0.2269692923898531,0.9005524861878453,0.569060773480663,9730.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2412727834414581,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,robustness,transition,1326.0,0.0,1.0,1.0,0.1441509433962264,0.43,0.27,3225.0,0.5783069666485787,0.393939393939394,3.0,11.0,0.1303133726341917,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,train,all,7978.0,0.0,1.0,1.0,0.2668175531246071,,,24292.0,0.5783069666485787,0.3636363636363636,4.0,6.0,0.2744289601715181,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,train,risk_off,16204.0,0.0,,,,0.909329829172142,0.4163372859025033,,,,,,,no_r_core_collision_alert
08_R6_event_regime_gated,R6_market_breadth_thrust,train,risk_on,4816.0,0.0,1.0,1.0,0.3051731330830204,0.9644444444444444,0.4330357142857143,16603.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2979904652706535,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,train,transition,3162.0,0.0,1.0,1.0,0.2086103197214308,0.9605263157894736,0.4934210526315789,7689.0,0.5783069666485787,0.3787878787878788,3.0,8.0,0.2236105687882337,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,all,3897.0,0.0,1.0,1.0,0.1941448382126348,,,10667.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2025138354750961,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,risk_off,16204.0,0.0,,,,0.8157894736842105,0.1847507331378299,,,,,,,no_r_core_collision_alert
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,risk_on,1441.0,0.0,1.0,1.0,0.18125,1.0,0.2272727272727272,4457.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.1952861952861952,individual_sparse_but_r_core_cross_family_collision
08_R6_event_regime_gated,R6_market_breadth_thrust,validation,transition,2456.0,0.0,1.0,1.0,0.2017114914425428,0.9506172839506172,0.3703703703703703,6210.0,0.5783069666485787,0.3712121212121211,3.0,8.0,0.2077022236545278,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,all,9786.0,0.0,1.0,1.0,0.2330295894338077,0.7886081026875251,0.3329307568438003,47914.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2419695291437647,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,risk_on,5568.0,0.0,1.0,1.0,0.2609870317002882,,,30790.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2651852815824576,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,all,transition,4218.0,0.0,1.0,1.0,0.1962040332147093,,,17124.0,0.5783069666485787,0.3787878787878787,3.0,8.0,0.200268817204301,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,all,2666.0,0.0,1.0,1.0,0.1932330827067669,,,12955.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.213623009123241,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,risk_off,9786.0,0.0,,,,0.7358490566037735,0.2941176470588235,,,,,,,no_r_core_collision_alert
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,risk_on,1824.0,0.0,1.0,1.0,0.2204507971412864,0.8066298342541437,0.4636871508379888,9730.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2412727834414581,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,robustness,transition,842.0,0.0,1.0,1.0,0.1343638525564803,0.4,0.2222222222222222,3225.0,0.5783069666485787,0.393939393939394,3.0,11.0,0.1303133726341917,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,all,4659.0,0.0,1.0,1.0,0.2751129275112927,,,24292.0,0.5783069666485787,0.3636363636363636,4.0,6.0,0.2744289601715181,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,risk_off,9786.0,0.0,,,,0.7910643889618922,0.3601583113456464,,,,,,,no_r_core_collision_alert
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,risk_on,2764.0,0.0,1.0,1.0,0.3117967332123412,0.8933333333333333,0.3555555555555555,16603.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2979904652706535,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,train,transition,1895.0,0.0,1.0,1.0,0.2217529039070749,0.9375,0.4605263157894737,7689.0,0.5783069666485787,0.3787878787878788,3.0,8.0,0.2236105687882337,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,all,2461.0,0.0,1.0,1.0,0.1965012205044752,,,10667.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2025138354750961,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,risk_off,9786.0,0.0,,,,0.7280701754385965,0.1735294117647058,,,,,,,no_r_core_collision_alert
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,risk_on,980.0,0.0,1.0,1.0,0.1932515337423312,0.9090909090909092,0.2727272727272727,4457.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.1952861952861952,individual_sparse_but_r_core_cross_family_collision
08_R7_event_regime_gated,R7_cross_sectional_momentum_rank_jump,validation,transition,1481.0,0.0,1.0,1.0,0.1986486486486486,0.8888888888888888,0.2962962962962963,6210.0,0.5783069666485787,0.3712121212121211,3.0,8.0,0.2077022236545278,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,all,12896.0,0.0,1.0,1.0,0.2633092406932463,0.7484957882069796,0.2804339092004821,47914.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2419695291437647,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,risk_on,9242.0,0.0,1.0,1.0,0.2800737607115739,,,30790.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2651852815824576,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,all,transition,3654.0,0.0,1.0,1.0,0.2209429824561403,,,17124.0,0.5783069666485787,0.3787878787878787,3.0,8.0,0.200268817204301,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,all,3722.0,0.0,1.0,1.0,0.2168058173983302,,,12955.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.213623009123241,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,risk_off,12896.0,0.0,,,,0.5932914046121593,0.245798319327731,,,,,,,no_r_core_collision_alert
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,risk_on,2863.0,0.0,1.0,1.0,0.2475490196078431,0.7458563535911602,0.4388888888888889,9730.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2412727834414581,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,robustness,transition,859.0,0.0,1.0,1.0,0.1143523920653442,0.38,0.2,3225.0,0.5783069666485787,0.393939393939394,3.0,11.0,0.1303133726341917,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,all,6798.0,0.0,1.0,1.0,0.302109455671928,,,24292.0,0.5783069666485787,0.3636363636363636,4.0,6.0,0.2744289601715181,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,risk_off,12896.0,0.0,,,,0.8081471747700394,0.3013157894736842,,,,,,,no_r_core_collision_alert
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,risk_on,5149.0,0.0,1.0,1.0,0.3132060771328399,0.88,0.3511111111111111,16603.0,0.5783069666485787,0.356060606060606,4.0,6.0,0.2979904652706535,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,train,transition,1649.0,0.0,1.0,1.0,0.2674772036474164,0.8782894736842105,0.3828382838283828,7689.0,0.5783069666485787,0.3787878787878788,3.0,8.0,0.2236105687882337,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,all,2376.0,0.0,1.0,1.0,0.2252631578947368,,,10667.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.2025138354750961,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,risk_off,12896.0,0.0,,,,0.7105263157894737,0.1257309941520467,,,,,,,no_r_core_collision_alert
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,risk_on,1230.0,0.0,1.0,1.0,0.2172497965825874,0.9090909090909092,0.0454545454545454,4457.0,0.5783069666485787,0.3636363636363636,4.0,7.0,0.1952861952861952,individual_sparse_but_r_core_cross_family_collision
08_R8_event_regime_gated,R8_persistent_distance_above_ema,validation,transition,1146.0,0.0,1.0,1.0,0.2338568935427574,0.8271604938271605,0.1728395061728395,6210.0,0.5783069666485787,0.3712121212121211,3.0,8.0,0.2077022236545278,individual_sparse_but_r_core_cross_family_collision
