policy_id,policy_family_id,hold_rule_id,exit_rule_id,exit_rule_family_id,sizing_rule_id,parameter_set_id,parameter_values_json,split,event_count,replay_complete_count,censored_count,replay_complete_rate,censored_share,weighted_event_count,position_weight_mean,unweighted_net_return_mean,net_return_mean,net_return_median,net_return_p10,net_return_p25,net_return_p75,net_return_p90,realized_loss_le_minus5_rate,realized_loss_le_minus10_rate,max_adverse_excursion_p50,max_adverse_excursion_p75,max_adverse_excursion_p90,max_gain50_retention_vs_hold120,max_gain50_retention_wilson_lower,max_gain50_retention_wilson_upper,hold120_max_gain50_count,policy_retained_max_gain50_count,winner_exit_efficiency,avg_holding_days,turnover_proxy,cost_bps_mean,winner_net_return_mean,hold120_net_return_mean,hold120_net_return_p10,hold120_realized_loss_le_minus5_rate,hold120_winner_net_return_mean,hold120_avg_holding_days,net_return_mean_delta_vs_hold120,left_tail_net_return_p10_delta_vs_hold120,bad_path_loss_compression_vs_hold120,avg_holding_days_increase_penalty,denominator_status,winner_retention_status
hold_20d|ATR_trailing_k3_activation_0|fixed_size|k_atr=3.0_min_activation_gain_pct=0.0,hold_20d|ATR_trailing|fixed_size,hold_20d,ATR_trailing_k3_activation_0,ATR_trailing,fixed_size,40c5493c4c555643,"{""k_atr"":3.0,""min_activation_gain_pct"":0.0}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.007215533580224129,0.007215533580224129,-0.018256507683646735,-0.13267067821565406,-0.0859536643340354,0.07803356217272173,0.1781163359320588,0.39162748369482786,0.19642044592749885,-0.05232560634613037,-0.018518567085266113,0.004144072532653809,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.19572340229241672,17.54906719247687,14.359737599502166,21.0,0.10978561297530688,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06920256676545072,0.13488161088943765,0.025364551288773574,0.0,sufficient,failed_winner_retention_gate
hold_20d|ATR_trailing_k3.5_activation_0|fixed_size|k_atr=3.5_min_activation_gain_pct=0.0,hold_20d|ATR_trailing|fixed_size,hold_20d,ATR_trailing_k3.5_activation_0,ATR_trailing,fixed_size,ab065b19d831b177,"{""k_atr"":3.5,""min_activation_gain_pct"":0.0}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.00846949484725402,0.00846949484725402,-0.011688391716992774,-0.1416333530009833,-0.08687414567164842,0.08233506000667457,0.17992162732270925,0.3734263612922797,0.21113301986955862,-0.05609452724456787,-0.019582748413085938,0.003247666358947758,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.20479676876678227,18.673138176854238,13.495321333419977,21.0,0.11487506619587566,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06794860549842083,0.12591893610410843,0.04356567369132175,0.0,sufficient,failed_winner_retention_gate
hold_20d|ATR_trailing_k2.5_activation_0.1_sensitivity|fixed_size|k_atr=2.5_min_activation_gain_pct=0.1,hold_20d|ATR_trailing|fixed_size,hold_20d,ATR_trailing_k2.5_activation_0.1_sensitivity,ATR_trailing,fixed_size,d0c88cf2beaa8dcf,"{""k_atr"":2.5,""min_activation_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010446435653758841,0.010446435653758841,-0.00444197390029478,-0.1412585224489447,-0.07510166729648582,0.08005819720816065,0.17755792338197687,0.326406795085697,0.1800394357652055,-0.05549263954162598,-0.01737445592880249,0.005431818962097171,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.20785748984446084,20.285302593659942,12.422787327745418,21.0,0.11659189277728443,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06597166469191601,0.126293766656147,0.09058523989790446,0.0,sufficient,failed_winner_retention_gate
hold_20d|ATR_trailing_k3_activation_0.1_sensitivity|fixed_size|k_atr=3.0_min_activation_gain_pct=0.1,hold_20d|ATR_trailing|fixed_size,hold_20d,ATR_trailing_k3_activation_0.1_sensitivity,ATR_trailing,fixed_size,6fbf2ab4aaffe921,"{""k_atr"":3.0,""min_activation_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010486314664417953,0.010486314664417953,-0.005649326876893577,-0.14196889482894373,-0.07734754457199755,0.08228473546671311,0.1797964208807157,0.33459730016684364,0.18489306840588504,-0.05642634630203247,-0.01869446039199829,0.004144072532653809,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.2129145098666003,20.530259365994237,12.274564851207186,21.0,0.11942848787248676,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.0659317856812569,0.12558339427614798,0.0823947348167578,0.0,sufficient,failed_winner_retention_gate
hold_20d|ATR_trailing_k3.5_activation_0.1_sensitivity|fixed_size|k_atr=3.5_min_activation_gain_pct=0.1,hold_20d|ATR_trailing|fixed_size,hold_20d,ATR_trailing_k3.5_activation_0.1_sensitivity,ATR_trailing,fixed_size,c0b6dc9ca932d192,"{""k_atr"":3.5,""min_activation_gain_pct"":0.1}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.010506335434527376,0.010506335434527376,-0.006021564960883029,-0.14317532207069014,-0.07874234719892981,0.08399472593604207,0.18025496246972206,0.33808584862733204,0.18898832094645837,-0.05790293216705322,-0.01966404914855957,0.003247666358947758,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.2153432198306627,20.69861974821781,12.174724839886856,21.0,0.12079080535226092,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06591176491114747,0.12437696703440157,0.07890618635626939,0.0,sufficient,failed_winner_retention_gate
hold_20d|EMA_trailing_10d_confirm_1d|fixed_size|confirm_days=1_ema_window=10,hold_20d|EMA_trailing|fixed_size,hold_20d,EMA_trailing_10d_confirm_1d,EMA_trailing,fixed_size,bfea6441999333b8,"{""confirm_days"":1,""ema_window"":10}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.0005627944101050178,0.0005627944101050178,-0.02203193259576331,-0.07269168415370508,-0.04655257586318219,0.019252235466818528,0.09843603707569139,0.22341877749127864,0.03534051266494767,-0.024286329746246338,-0.006811976432800293,0.012024736404418947,0.03571428571428571,0.027194347636489306,0.04677515808527986,1400,50,0.09636588803553478,7.86121644168057,32.05610758455691,21.0,0.05405377161840234,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07585530593556983,0.19486060495138663,0.1935732574923228,0.0,sufficient,failed_winner_retention_gate
hold_20d|EMA_trailing_10d_confirm_2d|fixed_size|confirm_days=2_ema_window=10,hold_20d|EMA_trailing|fixed_size,hold_20d,EMA_trailing_10d_confirm_2d,EMA_trailing,fixed_size,b875abad0f9e182f,"{""confirm_days"":2,""ema_window"":10}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.005158925050648303,0.005158925050648303,-0.024389206670526582,-0.08797459369527916,-0.055705751730682165,0.032912556721937256,0.1444085887913408,0.2883361140603671,0.06931594114970423,-0.032689452171325684,-0.010613560676574707,0.008762383460998537,0.04428571428571428,0.0346989192266248,0.056366534081819394,1400,62,0.13987446977404588,10.791748824510845,23.351173576950103,21.0,0.0784587035780066,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07125917529502655,0.17957769540981255,0.12865592092323436,0.0,sufficient,failed_winner_retention_gate
hold_20d|EMA_trailing_10d_confirm_3d|fixed_size|confirm_days=3_ema_window=10,hold_20d|EMA_trailing|fixed_size,hold_20d,EMA_trailing_10d_confirm_3d,EMA_trailing,fixed_size,0c0858e1ec4b6cb9,"{""confirm_days"":3,""ema_window"":10}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.00566540368217004,0.00566540368217004,-0.02774101994098189,-0.10154379729440115,-0.06533738172796055,0.04750837101965465,0.1659303792521454,0.34870317002881845,0.10268466555437586,-0.03991466760635376,-0.01410442590713501,0.006495261192321778,0.04428571428571428,0.0346989192266248,0.056366534081819394,1400,62,0.16492967659719862,13.001668436220234,19.38212785814279,21.0,0.09251272679181362,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07075269666350481,0.16600849181069055,0.06828886495478298,0.0,sufficient,failed_winner_retention_gate
hold_20d|EMA_trailing_20d_confirm_1d|fixed_size|confirm_days=1_ema_window=20,hold_20d|EMA_trailing|fixed_size,hold_20d,EMA_trailing_20d_confirm_1d,EMA_trailing,fixed_size,5e3c4499d7550543,"{""confirm_days"":1,""ema_window"":20}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.0017961352518725152,0.0017961352518725152,-0.027816353884436602,-0.09081638968929592,-0.058647589200243835,0.023543014133708955,0.1494478107508519,0.30577885636280905,0.07492795389048991,-0.031109988689422607,-0.010688841342926025,0.00803730487823488,0.04214285714285714,0.032811351401620746,0.0539801150101547,1400,59,0.13296648737731762,11.051721522827242,22.80187747035573,21.0,0.07458386248611523,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07462196509380234,0.1767358994157958,0.11121317862079239,0.0,sufficient,failed_winner_retention_gate
hold_20d|EMA_trailing_20d_confirm_2d|fixed_size|confirm_days=2_ema_window=20,hold_20d|EMA_trailing|fixed_size,hold_20d,EMA_trailing_20d_confirm_2d,EMA_trailing,fixed_size,5145b2096ded06f7,"{""confirm_days"":2,""ema_window"":20}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.005751522520377478,0.005751522520377478,-0.029213249890125866,-0.10167357437211696,-0.06626133244242138,0.052017651546702556,0.16852854847522603,0.3552252388897315,0.10526315789473684,-0.039772748947143555,-0.014764666557312012,0.0058414936065674045,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.16967911167464536,13.42757470043986,18.76735044279776,21.0,0.0951767906449695,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07066657782529738,0.16587871473297475,0.061766796093869925,0.0,sufficient,failed_winner_retention_gate
hold_20d|EMA_trailing_20d_confirm_3d|fixed_size|confirm_days=3_ema_window=20,hold_20d|EMA_trailing|fixed_size,hold_20d,EMA_trailing_20d_confirm_3d,EMA_trailing,fixed_size,921c52eff32c8689,"{""confirm_days"":3,""ema_window"":20}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,6593.0,1.0,0.00565686178511695,0.00565686178511695,-0.030123748029134763,-0.1142103926916481,-0.0729717239072909,0.06473642190867324,0.17438780124125425,0.39041407553465796,0.1401486424996208,-0.046620070934295654,-0.017566680908203125,0.004111480712890627,0.045,0.03532963007093444,0.05716048553639934,1400,63,0.18255011436945315,14.993326255119065,16.80747792131592,21.0,0.10239642255360125,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07076123856055791,0.15334189641344362,0.026577959448943478,0.0,sufficient,failed_winner_retention_gate
hold_20d|no_exit|volatility_scaled|no_params,hold_20d|no_exit|volatility_scaled,hold_20d,no_exit,no_exit,volatility_scaled,ecaf22503df568a0,{},train,6656,6593,63,0.9905348557692307,0.00946514423076923,4992.967591455291,0.7573134523669484,0.01030016499725745,0.009303213816813892,-0.003409534961929896,-0.1032117851586481,-0.057617066628197,0.06252939415032088,0.13626913041710934,0.2833308053996663,0.10708327013499165,-0.06009453535079956,-0.0203666090965271,0.0028858423233032345,0.045714285714285714,0.03596107333360043,0.05795370457262295,1400,64,0.1544524085814966,21.00015167602002,11.999913328614557,21.0,0.08663579394710498,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.06711488652886097,0.16434050394644362,0.13366122958393511,0.0,sufficient,failed_winner_retention_gate
hold_20d|fixed_stop_5pct|volatility_scaled|stop_loss_pct=-0.05,hold_20d|fixed_stop|volatility_scaled,hold_20d,fixed_stop_5pct,fixed_stop,volatility_scaled,184bb3b552945013,"{""stop_loss_pct"":-0.05}",train,6656,6593,63,0.9905348557692307,0.00946514423076923,4992.967591455291,0.7573134523669484,0.006193443858635936,0.005524528054954179,-0.03152400057800312,-0.06623279489959155,-0.05134943035379666,0.04735724659297488,0.12802984705955972,0.26588806309722435,0.016836038222357047,-0.05172407627105713,-0.0203666090965271,0.0028858423233032345,0.04428571428571428,0.0346989192266248,0.056366534081819394,1400,62,0.11716748036383014,13.70514181707872,18.387259567498173,21.0,0.06572184778035463,0.07641810034567485,-0.2675522891050917,0.41699203498360143,0.5609222591138275,121.0,-0.07089357229072067,0.20131949420550016,0.1511039718863771,0.0,sufficient,failed_winner_retention_gate
