candidate_label_id,is_incumbent_baseline,candidate_label_status,denominator_id,split,raw_event_n,horizon_complete_10d_n,horizon_complete_20d_n,censored_n,non_executable_n,not_evaluable_n,not_evaluable_share,coverage_asymmetry_caveat,winner_120_complete_n,winner_120_incomplete_n,winner_120_incomplete_non_executable_n,winner_120_incomplete_censored_n,winner_120_complete_share,winner_120_completeness_caveat,positive_n,positive_rate,episode_winner_recall_retention,kill_wrong_rate,winner_injury_rate,old_target_jaccard,incumbent_delta_kill_wrong,incumbent_delta_winner_injury,selection_gate_status
incumbent_failure_10_label,True,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,870,0.19528619528619529,0.9042904290429042,0.041379310344827586,0.12080536912751678,1.0,0.0,0.0,diagnostic
incumbent_failure_10_label,True,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,2343,0.24127278344145814,0.914364640883978,0.15598290598290598,0.18033596837944665,1.0,0.0,0.0,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,785,0.41644562334217505,0.67,0.11210191082802548,0.30344827586206896,0.5390070921985816,0.027411357082097146,0.21379310344827585,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,323,0.42838196286472147,0.657258064516129,0.15170278637770898,0.3602941176470588,0.546742209631728,0.022670528313192856,0.2426470588235294,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,287,0.43157894736842106,0.6544502617801047,0.03832752613240418,0.14473684210526316,0.6098360655737705,0.008252338162479368,0.09210526315789475,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,175,0.37553648068669526,0.696969696969697,0.16,0.358974358974359,0.4095744680851064,0.04000000000000001,0.28205128205128205,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,5003,0.5420368364030336,0.7196808510638298,0.14157168566286743,0.4405724953329185,0.6456648485988339,0.018392326528452116,0.2563783447417548,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,2845,0.5934501460158531,0.7045666356011183,0.14833040421792618,0.4806378132118451,0.6757198952879581,0.028029652338226935,0.2801822323462415,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,691,0.4798611111111111,0.7069767441860465,0.056439942112879886,0.3644859813084112,0.5820689655172414,0.014294348243148083,0.2616822429906542,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,1467,0.489652870493992,0.7483333333333333,0.16860068259385666,0.3971061093247588,0.6158854166666666,0.008070491135830138,0.22186495176848872,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,16603,0.54016332107883,0.8607709750566893,0.13821775019581853,0.433648393194707,0.6524155137219324,0.02199290974417395,0.2546313799621928,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,9562,0.5770321646249472,0.8959200666111574,0.14066094959213554,0.45316711590296493,0.6793610597058537,0.03008986818265802,0.2692048517520216,fail
fixed_mae10_neg_05,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,2190,0.49158249158249157,0.768976897689769,0.050684931506849315,0.3724832214765101,0.606756171502815,0.00930562116202173,0.2516778523489933,diagnostic
fixed_mae10_neg_05,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,4851,0.4995366079703429,0.8287292817679558,0.17296181630546956,0.4140316205533597,0.6185770750988142,0.016978910322563573,0.23369565217391303,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,632,0.33527851458885943,0.7616666666666667,0.09651898734177215,0.2103448275862069,0.6377622377622377,0.011828433595843818,0.1206896551724138,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,254,0.33687002652519893,0.7782258064516129,0.11023622047244094,0.20588235294117646,0.6632302405498282,-0.018796037592075182,0.08823529411764705,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,239,0.3593984962406015,0.7329842931937173,0.03347280334728033,0.10526315789473684,0.6992481203007519,0.0033976153773555215,0.05263157894736842,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,139,0.2982832618025751,0.7636363636363637,0.17985611510791366,0.32051282051282054,0.4873417721518987,0.059856115107913666,0.2435897435897436,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,4311,0.46706392199349944,0.7803191489361702,0.1376189371083778,0.3690105787181083,0.7222806648432569,0.014439577973962489,0.18481642812694463,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,2494,0.5202336253650396,0.771668219944082,0.14073777064955895,0.39977220956719817,0.7457565908270134,0.020437018769859705,0.19931662870159453,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,563,0.3909722222222222,0.7906976744186046,0.056838365896980464,0.29906542056074764,0.6839546191247974,0.014692772027248661,0.19626168224299062,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,1254,0.41855807743658213,0.7883333333333333,0.16773162939297126,0.33762057877813506,0.6920263350402341,0.007201437934944738,0.16237942122186497,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,14344,0.46666883560529654,0.8834467120181406,0.1347468266145906,0.3652173913043478,0.7293304590413391,0.018521986162946008,0.18620037807183365,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,8360,0.5044958059260153,0.9184013322231473,0.1355263157894737,0.38173854447439354,0.750942177236998,0.024955234379996166,0.19777628032345015,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,1808,0.4058361391694725,0.7986798679867987,0.04922566371681416,0.2986577181208054,0.7026078234704113,0.007846353371986574,0.1778523489932886,diagnostic
fixed_mae10_neg_06,False,sensitivity_only,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,4176,0.43002780352177944,0.8480662983425414,0.17026378896882494,0.35079051383399207,0.6965041193498107,0.014280882985918952,0.17045454545454541,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,422,0.22387267904509284,0.8583333333333333,0.08530805687203792,0.12413793103448276,0.8330275229357799,0.0006175031261095865,0.034482758620689655,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,161,0.21352785145888595,0.8669354838709677,0.10559006211180125,0.125,0.8727272727272727,-0.023442195952714878,0.00735294117647059,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,175,0.2631578947368421,0.8219895287958116,0.04,0.09210526315789473,0.8604651162790697,0.00992481203007519,0.039473684210526314,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,86,0.18454935622317598,0.8848484848484849,0.13953488372093023,0.15384615384615385,0.7,0.019534883720930235,0.07692307692307693,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,3096,0.3354279523293608,0.8617021276595744,0.12988691437802907,0.25015556938394523,0.880041099409196,0.006707555243613758,0.06596141879278158,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,1844,0.38464747601168126,0.8620689655172413,0.1306941431670282,0.2744874715261959,0.8926871484205972,0.010393391287328968,0.07403189066059226,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,360,0.25,0.8697674418604651,0.05555555555555555,0.18691588785046728,0.8662551440329218,0.01340996168582375,0.08411214953271028,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,892,0.2977303070761015,0.855,0.15824915824915825,0.2266881028938907,0.8594890510948905,-0.0022810332088682717,0.05144694533762059,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,10477,0.34085955037902205,0.9183673469387755,0.12326935930487921,0.2440453686200378,0.8816577129700691,0.007044518853234635,0.06502835538752363,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,6271,0.3784322008327802,0.9508742714404663,0.12135225641843406,0.25640161725067384,0.8900383141762452,0.010781175008956534,0.07243935309973046,pass
fixed_mae10_neg_08,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,1187,0.26644219977553313,0.8448844884488449,0.04633529907329402,0.18456375838926176,0.8809823677581864,0.0049559887284664345,0.06375838926174497,diagnostic
fixed_mae10_neg_08,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,3019,0.31088456389661207,0.8853591160220995,0.15754560530679934,0.23468379446640317,0.8637873754152824,0.0015626993238933573,0.05434782608695651,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,271,0.14376657824933686,0.9366666666666666,0.08118081180811808,0.07586206896551724,0.9803063457330415,-0.003509741937810257,-0.013793103448275862,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,108,0.14323607427055704,0.9395161290322581,0.12037037037037036,0.09558823529411764,0.9896373056994818,-0.008661887694145762,-0.02205882352941177,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,120,0.18045112781954886,0.9267015706806283,0.03333333333333333,0.05263157894736842,0.978494623655914,0.0032581453634085225,0.0,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,43,0.09227467811158799,0.9393939393939394,0.11627906976744186,0.0641025641025641,0.9615384615384616,-0.0037209302325581367,-0.01282051282051283,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,2192,0.23748645720476708,0.9154255319148936,0.12460063897763578,0.16988176726820162,0.9921374490390216,0.0014212798432204632,-0.01431238332296203,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,1350,0.2816020025031289,0.918918918918919,0.12296296296296297,0.18906605922551253,0.9941916747337851,0.002662211083263727,-0.011389521640091105,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,227,0.15763888888888888,0.9302325581395349,0.048458149779735685,0.102803738317757,0.9834123222748815,0.006312555910003882,0.0,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,615,0.20527369826435246,0.9016666666666666,0.1563517915309446,0.15434083601286175,0.9915433403805497,-0.0041783999270819105,-0.020900321543408346,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,7505,0.2441682662589062,0.9433106575963719,0.11690215942415356,0.16578449905482043,0.9926151172893136,0.0006773189725089862,-0.01323251417769375,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,4571,0.27584334077605455,0.9675270607826811,0.11091664843579085,0.170822102425876,0.9941252328413813,0.00034556702631333147,-0.013140161725067379,pass
fixed_mae10_neg_10,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,766,0.17194163860830528,0.9075907590759076,0.04699738903394256,0.12080536912751678,0.9850107066381156,0.005618078689114972,0.0,diagnostic
fixed_mae10_neg_10,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,2168,0.22325198228812687,0.9171270718232044,0.15427251732101616,0.1650197628458498,0.9926517571884984,-0.0017103886618898279,-0.01531620553359686,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,169,0.0896551724137931,0.9716666666666667,0.07100591715976332,0.041379310344827586,0.9144736842105263,-0.01368463658616502,-0.04827586206896552,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,71,0.09416445623342175,0.967741935483871,0.11267605633802817,0.058823529411764705,0.9481865284974094,-0.016356201726487954,-0.058823529411764705,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,77,0.11578947368421053,0.9528795811518325,0.03896103896103896,0.039473684210526314,0.8978494623655914,0.00888585099111415,-0.013157894736842105,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,21,0.045064377682403435,0.9939393939393939,0.047619047619047616,0.01282051282051282,0.8701298701298701,-0.07238095238095238,-0.06410256410256411,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,1504,0.1629469122426869,0.9452127659574469,0.11510312707917499,0.10765401369010578,0.9327315084449621,-0.008076232055240329,-0.07654013690105786,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,971,0.20254484772632458,0.9496738117427772,0.11431513903192585,0.1264236902050114,0.9346563407550823,-0.005985612847773394,-0.07403189066059224,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,134,0.09305555555555556,0.958139534883721,0.05223880597014925,0.06542056074766354,0.933649289099526,0.01009321210041745,-0.03738317757009346,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,399,0.13317757009345793,0.93,0.13819095477386933,0.08842443729903537,0.9281183932346723,-0.022339236684157188,-0.08681672025723472,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,5255,0.17096658750040666,0.9614512471655329,0.11119573495811119,0.1103969754253308,0.9344048653344917,-0.005029105493533387,-0.06862003780718337,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,3265,0.19703095769718182,0.9750208159866778,0.10444104134762634,0.11489218328840971,0.9348044132397192,-0.00613004006185118,-0.06907008086253368,pass
fixed_mae10_neg_12,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,472,0.10594837261503928,0.9504950495049505,0.038135593220338986,0.06040268456375839,0.9414703783012134,-0.0032437171244886,-0.06040268456375839,diagnostic
fixed_mae10_neg_12,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,1518,0.156317578004325,0.9433701657458563,0.1485148514851485,0.11116600790513834,0.9303514376996805,-0.007468054497757476,-0.06916996047430832,diagnostic
vol_sigma20_1_0,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,1325,0.7029177718832891,0.43,0.1230188679245283,0.5620689655172414,0.33979135618479883,0.03832831417859997,0.4724137931034483,diagnostic
vol_sigma20_1_0,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,562,0.7453580901856764,0.3911290322580645,0.14412811387900357,0.5955882352941176,0.3409893992932862,0.015095855814487441,0.4779411764705882,diagnostic
vol_sigma20_1_0,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,450,0.6766917293233082,0.4816753926701571,0.06666666666666667,0.39473684210526316,0.4043478260869565,0.036591478696741855,0.34210526315789475,diagnostic
vol_sigma20_1_0,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,313,0.6716738197424893,0.41818181818181815,0.16613418530351437,0.6666666666666666,0.24367088607594936,0.046134185303514375,0.5897435897435896,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r6_horizon_complete,all,9260,9230,9230,30,30,30,0.0032397408207343412,False,9228,32,30,2,0.9965442764578833,False,7098,0.7690140845070422,0.4946808510638298,0.14684329199549043,0.6484131922837586,0.47266969571802286,0.023663932861075113,0.464219041692595,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r6_horizon_complete,train,4816,4794,4794,22,22,22,0.004568106312292359,False,4794,22,22,0,0.9954318936877077,False,3759,0.7841051314142679,0.4762348555452004,0.15376429901569566,0.6583143507972665,0.5340056891647271,0.03346354713599642,0.45785876993166286,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r6_horizon_complete,validation,1441,1440,1440,1,1,1,0.0006939625260235947,False,1440,1,1,0,0.9993060374739764,False,1116,0.775,0.4790697674418605,0.05913978494623656,0.616822429906542,0.3744454303460515,0.01699419107650476,0.514018691588785,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r6_horizon_complete,robustness,3003,2996,2996,7,7,7,0.002331002331002331,False,2994,9,7,2,0.997002997002997,False,2223,0.7419893190921228,0.5283333333333333,0.17919855920756417,0.639871382636656,0.41692375495813133,0.018668367749537645,0.4646302250803859,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r_core_horizon_complete,all,30790,30737,30737,53,53,53,0.0017213380967846703,False,30731,59,53,6,0.9980837934394284,False,23614,0.7682597520903146,0.7473922902494331,0.1424517112843104,0.6357277882797732,0.47782944449057546,0.02622687083266581,0.456710775047259,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r_core_horizon_complete,train,16603,16571,16571,32,32,32,0.0019273625248449075,False,16571,32,32,0,0.9980726374751551,False,12822,0.7737613903807857,0.7885095753538718,0.14693495554515676,0.6347708894878706,0.5308886183810103,0.036363874135679236,0.4508086253369272,fail
vol_sigma20_1_0,False,evaluable,risk_on_r_core_horizon_complete,validation,4457,4455,4455,2,2,2,0.0004487323311644604,False,4455,2,2,0,0.9995512676688355,False,3510,0.7878787878787878,0.6336633663366337,0.05299145299145299,0.6241610738255033,0.3948703494926719,0.011612142646625405,0.5033557046979865,diagnostic
vol_sigma20_1_0,False,evaluable,risk_on_r_core_horizon_complete,robustness,9730,9711,9711,19,19,19,0.0019527235354573483,False,9705,25,19,6,0.9974306269270298,False,7282,0.749871279991762,0.7071823204419889,0.17770753161077515,0.6388339920948617,0.4233162023262104,0.02172462562786917,0.45849802371541504,diagnostic
vol_sigma20_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,all,1887,1885,1885,2,2,2,0.0010598834128245894,False,1885,2,2,0,0.9989401165871754,False,1043,0.553315649867374,0.6,0.10834132310642378,0.3896551724137931,0.4230055658627087,0.02365076936049544,0.3,diagnostic
vol_sigma20_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,train,754,754,754,0,0,0,0.0,False,754,0,0,0,1.0,False,445,0.5901856763925729,0.5967741935483871,0.12359550561797752,0.40441176470588236,0.420479302832244,-0.005436752446538601,0.2867647058823529,diagnostic
vol_sigma20_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,validation,666,665,665,1,1,1,0.0015015015015015015,False,665,1,1,0,0.9984984984984985,False,356,0.5353383458646617,0.6230366492146597,0.05056179775280899,0.23684210526315788,0.5027027027027027,0.020486609782884177,0.18421052631578946,diagnostic
vol_sigma20_1_5,False,evaluable,risk_off_e1_horizon_complete_readonly,robustness,467,466,466,1,1,1,0.0021413276231263384,False,466,1,1,0,0.9978586723768736,False,242,0.51931330472103,0.5696969696969697,0.1652892561983471,0.5128205128205128,0.3092369477911647,0.045289256198347116,0.43589743589743585,diagnostic
