frontier_arm_id,split,label_source,event_n,unique_instrument_n,unique_event_date_n,events_per_instrument_year_mean,events_per_instrument_year_p95,density_ratio_vs_r_core,same_instrument_10d_duplicate_rate,same_instrument_20d_duplicate_rate,next_open_executable_rate,event_t0_pit_pass_rate,trade_open_price_available_rate,non_executable_label_drop_n,censored_10d_n,censored_20d_n,censored_120d_n,label_10d_complete_n,label_10d_complete_rate,fast_fail_10d_count,fast_fail_10d_rate,label_20d_complete_n,label_20d_complete_rate,false_repair_20d_count,false_repair_20d_rate,bad_side_10_20_count,bad_side_10_20_rate,label_120d_complete_n,label_120d_complete_rate,winner_120_count,winner_120_rate,winner_120d_rate,label_status
12A2_B2_primary,validation,12A3_recomputed_from_qfq,749,433,253,,,,0.0026702269692923898,0.017356475300400534,1.0,1.0,1.0,0,0,0,0,749,1.0,127,0.16955941255006676,749,1.0,179,0.2389853137516689,193,0.2576769025367156,749,1.0,46,0.06141522029372497,0.06141522029372497,ok
12A2_B2_primary,robustness,12A3_recomputed_from_qfq,730,454,254,,,,0.0027397260273972603,0.010958904109589041,1.0,1.0,1.0,0,0,0,1,730,1.0,118,0.16164383561643836,730,1.0,163,0.2232876712328767,174,0.23835616438356164,729,0.9986301369863013,139,0.1906721536351166,0.1906721536351166,ok
12A2_B3_primary,all,12A3_recomputed_from_qfq,3508,947,1130,,,,0.00798175598631699,0.056157354618015964,1.0,1.0,1.0,0,0,0,0,3508,1.0,589,0.16790193842645382,3508,1.0,844,0.24059293044469784,934,0.26624857468643104,3508,1.0,561,0.15992018244013684,0.15992018244013684,ok
12A2_B3_primary,train,12A3_recomputed_from_qfq,1772,678,582,,,,0.008465011286681716,0.05869074492099323,1.0,1.0,1.0,0,0,0,0,1772,1.0,327,0.1845372460496614,1772,1.0,458,0.2584650112866817,512,0.28893905191873587,1772,1.0,313,0.17663656884875847,0.17663656884875847,ok
12A2_B3_primary,validation,12A3_recomputed_from_qfq,946,478,311,,,,0.009513742071881607,0.056025369978858354,1.0,1.0,1.0,0,0,0,0,946,1.0,174,0.1839323467230444,946,1.0,255,0.26955602536997886,277,0.2928118393234672,946,1.0,70,0.07399577167019028,0.07399577167019028,ok
12A2_B3_primary,robustness,12A3_recomputed_from_qfq,790,410,237,,,,0.0037974683544303796,0.049367088607594936,1.0,1.0,1.0,0,0,0,0,790,1.0,88,0.11139240506329114,790,1.0,131,0.16582278481012658,145,0.18354430379746836,790,1.0,178,0.22531645569620254,0.22531645569620254,ok
12A2_B4_primary,all,12A3_recomputed_from_qfq,369,213,122,,,,0.0027100271002710027,0.02710027100271003,1.0,1.0,1.0,0,0,0,0,369,1.0,165,0.44715447154471544,369,1.0,182,0.4932249322493225,200,0.5420054200542005,369,1.0,78,0.21138211382113822,0.21138211382113822,ok
12A2_B4_primary,train,12A3_recomputed_from_qfq,175,117,61,,,,0.0,0.022857142857142857,1.0,1.0,1.0,0,0,0,0,175,1.0,78,0.44571428571428573,175,1.0,80,0.45714285714285713,91,0.52,175,1.0,36,0.2057142857142857,0.2057142857142857,ok
12A2_B4_primary,validation,12A3_recomputed_from_qfq,39,38,13,,,,0.0,0.0,1.0,1.0,1.0,0,0,0,0,39,1.0,21,0.5384615384615384,39,1.0,25,0.6410256410256411,27,0.6923076923076923,39,1.0,4,0.10256410256410256,0.10256410256410256,ok
12A2_B4_primary,robustness,12A3_recomputed_from_qfq,155,99,48,,,,0.0064516129032258064,0.03870967741935484,1.0,1.0,1.0,0,0,0,0,155,1.0,66,0.4258064516129032,155,1.0,77,0.4967741935483871,82,0.5290322580645161,155,1.0,38,0.24516129032258063,0.24516129032258063,ok
12A2_B5_primary,all,12A3_recomputed_from_qfq,10887,1326,1773,,,,0.018278680995682924,0.10581427390465693,1.0,1.0,1.0,0,0,0,4,10887,1.0,2409,0.2212730779829154,10887,1.0,3240,0.2976026453568476,3577,0.3285569945806926,10883,0.99963258932672,1784,0.1639253882201599,0.1639253882201599,ok
12A2_B5_primary,train,12A3_recomputed_from_qfq,5612,990,899,,,,0.016928011404133997,0.10816108339272987,1.0,1.0,1.0,0,0,0,0,5612,1.0,1330,0.23699215965787598,5612,1.0,1855,0.3305416963649323,2017,0.35940841054882394,5612,1.0,982,0.17498218104062724,0.17498218104062724,ok
12A2_B5_primary,validation,12A3_recomputed_from_qfq,2551,692,452,,,,0.01960015680125441,0.09878479027832222,1.0,1.0,1.0,0,0,0,0,2551,1.0,556,0.21795374362994904,2551,1.0,750,0.29400235201881614,827,0.3241865934927479,2551,1.0,200,0.07840062720501764,0.07840062720501764,ok
12A2_B5_primary,robustness,12A3_recomputed_from_qfq,2724,706,422,,,,0.01908957415565345,0.10242290748898679,1.0,1.0,1.0,0,0,0,4,2724,1.0,523,0.19199706314243759,2724,1.0,635,0.23311306901615272,733,0.26908957415565343,2720,0.9985315712187959,602,0.2213235294117647,0.2213235294117647,ok
12A2_B6_primary,all,12A3_recomputed_from_qfq,2443,889,1260,,,,0.005321326238231682,0.024969300040933277,1.0,1.0,1.0,0,0,0,5,2443,1.0,554,0.22677036430618092,2443,1.0,725,0.2967662709783054,806,0.3299222267703643,2438,0.9979533360622186,373,0.15299425758818705,0.15299425758818705,ok
12A2_B6_primary,train,12A3_recomputed_from_qfq,1166,585,628,,,,0.003430531732418525,0.023156089193825044,1.0,1.0,1.0,0,0,0,0,1166,1.0,315,0.2701543739279588,1166,1.0,393,0.33704974271012006,435,0.3730703259005146,1166,1.0,206,0.17667238421955403,0.17667238421955403,ok
12A2_B6_primary,validation,12A3_recomputed_from_qfq,641,403,327,,,,0.0046801872074883,0.0202808112324493,1.0,1.0,1.0,0,0,0,0,641,1.0,131,0.20436817472698907,641,1.0,188,0.29329173166926675,205,0.31981279251170047,641,1.0,42,0.0655226209048362,0.0655226209048362,ok
12A2_B6_primary,robustness,12A3_recomputed_from_qfq,636,395,305,,,,0.009433962264150943,0.031446540880503145,1.0,1.0,1.0,0,0,0,5,636,1.0,108,0.16981132075471697,636,1.0,144,0.22641509433962265,166,0.2610062893081761,631,0.9921383647798742,125,0.19809825673534073,0.19809825673534073,ok
12A2_B8_primary,all,12A3_recomputed_from_qfq,3771,1094,1341,,,,0.006629541235746487,0.027048528241845664,1.0,1.0,1.0,0,0,0,1,3771,1.0,918,0.24343675417661098,3771,1.0,1218,0.3229912490055688,1345,0.35666931848316097,3770,0.9997348183505701,570,0.15119363395225463,0.15119363395225463,ok
12A2_B8_primary,train,12A3_recomputed_from_qfq,2008,786,697,,,,0.00796812749003984,0.03286852589641434,1.0,1.0,1.0,0,0,0,0,2008,1.0,574,0.2858565737051793,2008,1.0,742,0.3695219123505976,829,0.41284860557768926,2008,1.0,335,0.16683266932270915,0.16683266932270915,ok
12A2_B8_primary,validation,12A3_recomputed_from_qfq,822,489,352,,,,0.004866180048661801,0.021897810218978103,1.0,1.0,1.0,0,0,0,0,822,1.0,195,0.23722627737226276,822,1.0,278,0.3381995133819951,301,0.3661800486618005,822,1.0,71,0.08637469586374696,0.08637469586374696,ok
12A2_B8_primary,robustness,12A3_recomputed_from_qfq,941,519,292,,,,0.005313496280552604,0.019128586609989374,1.0,1.0,1.0,0,0,0,1,941,1.0,149,0.15834218916046758,941,1.0,198,0.2104144527098831,215,0.22848034006376194,940,0.9989373007438895,164,0.17446808510638298,0.17446808510638298,ok
12A2_multi_family_trigger_ge2,all,12A3_recomputed_from_qfq,8574,1266,1776,,,,0.0145789596454397,0.10181945416375088,1.0,1.0,1.0,0,0,0,1,8574,1.0,1921,0.22404945183111732,8574,1.0,2493,0.2907627711686494,2796,0.3261021693491952,8573,0.9998833683228365,1428,0.16656946226525138,0.16656946226525138,ok
12A2_multi_family_trigger_ge2,train,12A3_recomputed_from_qfq,4258,940,903,,,,0.015969938938468764,0.09816815406294034,1.0,1.0,1.0,0,0,0,0,4258,1.0,1025,0.24072334429309536,4258,1.0,1303,0.3060122123062471,1482,0.34805072804133397,4258,1.0,805,0.18905589478628465,0.18905589478628465,ok
12A2_multi_family_trigger_ge2,validation,12A3_recomputed_from_qfq,2145,658,445,,,,0.011188811188811189,0.09743589743589744,1.0,1.0,1.0,0,0,0,0,2145,1.0,460,0.21445221445221446,2145,1.0,632,0.29463869463869463,693,0.3230769230769231,2145,1.0,169,0.07878787878787878,0.07878787878787878,ok
12A2_multi_family_trigger_ge2,robustness,12A3_recomputed_from_qfq,2171,671,428,,,,0.01427913403961308,0.10732381391064026,1.0,1.0,1.0,0,0,0,1,2171,1.0,436,0.20082911100875173,2171,1.0,558,0.25702441271303544,621,0.2860432980193459,2170,0.9995393827729157,454,0.20921658986175115,0.20921658986175115,ok
12A2_single_family_trigger,all,12A3_recomputed_from_qfq,20117,1362,1902,,,,0.05328826365760302,0.2915444648804494,1.0,1.0,1.0,0,0,0,11,20117,1.0,4282,0.21285479942337326,20117,1.0,5775,0.28707063677486705,6377,0.3169955758810956,20106,0.9994531987870955,3200,0.15915647070526212,0.15915647070526212,ok
12A2_single_family_trigger,train,12A3_recomputed_from_qfq,10302,1031,964,,,,0.052708211997670354,0.29207920792079206,1.0,1.0,1.0,0,0,0,0,10302,1.0,2429,0.23577946029897107,10302,1.0,3290,0.3193554649582605,3616,0.3509998058629392,10302,1.0,1795,0.17423801203649777,0.17423801203649777,ok
12A2_single_family_trigger,validation,12A3_recomputed_from_qfq,4715,733,482,,,,0.05068928950159067,0.2665959703075292,1.0,1.0,1.0,0,0,0,0,4715,1.0,980,0.20784729586426298,4715,1.0,1383,0.2933191940615058,1505,0.31919406150583246,4715,1.0,356,0.07550371155885471,0.07550371155885471,ok
12A2_single_family_trigger,robustness,12A3_recomputed_from_qfq,5100,721,456,,,,0.05529411764705883,0.2988235294117647,1.0,1.0,1.0,0,0,0,11,5100,1.0,873,0.1711764705882353,5100,1.0,1102,0.216078431372549,1256,0.24627450980392157,5089,0.9978431372549019,1049,0.2061308705050108,0.2061308705050108,ok
12A2_B8_only_same_event_diagnostic,all,12A3_recomputed_from_qfq,4196,1147,1395,,,,0.006911344137273594,0.030028598665395614,1.0,1.0,1.0,0,0,0,1,4196,1.0,1058,0.2521448999046711,4196,1.0,1378,0.3284080076263108,1527,0.36391801715919925,4195,0.9997616777883699,637,0.15184743742550655,0.15184743742550655,ok
12A2_B8_only_same_event_diagnostic,train,12A3_recomputed_from_qfq,2211,826,722,,,,0.008593396653098146,0.03618272274988693,1.0,1.0,1.0,0,0,0,0,2211,1.0,651,0.2944369063772049,2211,1.0,825,0.373134328358209,925,0.4183627317955676,2211,1.0,370,0.16734509271822703,0.16734509271822703,ok
12A2_B8_only_same_event_diagnostic,validation,12A3_recomputed_from_qfq,934,520,361,,,,0.0053533190578158455,0.027837259100642397,1.0,1.0,1.0,0,0,0,0,934,1.0,228,0.24411134903640258,934,1.0,323,0.34582441113490364,351,0.3758029978586724,934,1.0,79,0.08458244111349036,0.08458244111349036,ok
12A2_B8_only_same_event_diagnostic,robustness,12A3_recomputed_from_qfq,1051,561,312,,,,0.004757373929590866,0.019029495718363463,1.0,1.0,1.0,0,0,0,1,1051,1.0,179,0.170313986679353,1051,1.0,230,0.21883920076117983,251,0.23882017126546146,1050,0.9990485252140818,188,0.17904761904761904,0.17904761904761904,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,all,12A3_recomputed_from_qfq,6103,1310,1588,,,,0.007864984433884975,0.05177781418974275,1.0,1.0,1.0,0,0,0,1,6103,1.0,1540,0.2523349172538096,6103,1.0,1968,0.32246436178928395,2202,0.3608061609044732,6102,0.9998361461576274,972,0.1592920353982301,0.1592920353982301,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,train,12A3_recomputed_from_qfq,3231,961,809,,,,0.008047044258743422,0.05632930981120396,1.0,1.0,1.0,0,0,0,0,3231,1.0,931,0.28814608480346643,3231,1.0,1163,0.3599504797276385,1318,0.40792324357783966,3231,1.0,567,0.17548746518105848,0.17548746518105848,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,validation,12A3_recomputed_from_qfq,1333,630,400,,,,0.009752438109527382,0.05101275318829707,1.0,1.0,1.0,0,0,0,0,1333,1.0,333,0.24981245311327832,1333,1.0,452,0.3390847711927982,495,0.37134283570892723,1333,1.0,112,0.08402100525131283,0.08402100525131283,ok
12A2_B8_incremental_episode_recall_vs_B1_B3_B5,robustness,12A3_recomputed_from_qfq,1539,672,379,,,,0.005847953216374269,0.04158544509421702,1.0,1.0,1.0,0,0,0,1,1539,1.0,276,0.1793372319688109,1539,1.0,353,0.22936972059779076,389,0.25276153346328784,1538,0.9993502274204028,293,0.1905071521456437,0.1905071521456437,ok
12A2_B1_B3_collision_current_priority,all,12A3_recomputed_from_qfq,748,476,502,,,,0.0,0.004010695187165776,1.0,1.0,1.0,0,0,0,0,748,1.0,176,0.23529411764705882,748,1.0,234,0.31283422459893045,257,0.34358288770053474,748,1.0,129,0.17245989304812834,0.17245989304812834,ok
12A2_B1_B3_collision_current_priority,train,12A3_recomputed_from_qfq,372,289,258,,,,0.0,0.0,1.0,1.0,1.0,0,0,0,0,372,1.0,86,0.23118279569892472,372,1.0,114,0.3064516129032258,126,0.3387096774193548,372,1.0,74,0.1989247311827957,0.1989247311827957,ok
12A2_B1_B3_collision_current_priority,validation,12A3_recomputed_from_qfq,222,186,143,,,,0.0,0.0045045045045045045,1.0,1.0,1.0,0,0,0,0,222,1.0,60,0.2702702702702703,222,1.0,79,0.35585585585585583,87,0.3918918918918919,222,1.0,17,0.07657657657657657,0.07657657657657657,ok
12A2_B1_B3_collision_current_priority,robustness,12A3_recomputed_from_qfq,154,137,101,,,,0.0,0.012987012987012988,1.0,1.0,1.0,0,0,0,0,154,1.0,30,0.19480519480519481,154,1.0,41,0.2662337662337662,44,0.2857142857142857,154,1.0,38,0.24675324675324675,0.24675324675324675,ok
12A2_B3_before_B1_priority_sensitivity,all,12A3_recomputed_from_qfq,27742,1435,1908,,,,0.0,0.3760002883714224,1.0,1.0,1.0,0,0,0,10,27742,1.0,5958,0.2147646168264725,27742,1.0,7952,0.2866411938576887,8828,0.3182178646096172,27732,0.9996395357220099,4478,0.16147410933217943,0.16147410933217943,ok
12A2_B3_before_B1_priority_sensitivity,train,12A3_recomputed_from_qfq,14092,1091,965,,,,0.0,0.37709338631847855,1.0,1.0,1.0,0,0,0,0,14092,1.0,3305,0.2345302299176838,14092,1.0,4412,0.3130854385466932,4905,0.3480698268521147,14092,1.0,2519,0.17875390292364463,0.17875390292364463,ok
12A2_B3_before_B1_priority_sensitivity,validation,12A3_recomputed_from_qfq,6633,762,484,,,,0.0,0.35278154681139756,1.0,1.0,1.0,0,0,0,0,6633,1.0,1379,0.20789989446705864,6633,1.0,1930,0.2909693954470074,2097,0.31614654002713705,6633,1.0,509,0.07673752449871853,0.07673752449871853,ok
12A2_B3_before_B1_priority_sensitivity,robustness,12A3_recomputed_from_qfq,7017,768,459,,,,0.0,0.3763716688043323,1.0,1.0,1.0,0,0,0,10,7017,1.0,1274,0.18155907082798917,7017,1.0,1610,0.22944278181559072,1826,0.2602251674504774,7007,0.9985748895539405,1450,0.2069359212216355,0.2069359212216355,ok
12A2_B5_downpriority_sensitivity,all,12A3_recomputed_from_qfq,27742,1435,1908,,,,0.0,0.3760002883714224,1.0,1.0,1.0,0,0,0,10,27742,1.0,5958,0.2147646168264725,27742,1.0,7952,0.2866411938576887,8828,0.3182178646096172,27732,0.9996395357220099,4478,0.16147410933217943,0.16147410933217943,ok
12A2_B5_downpriority_sensitivity,train,12A3_recomputed_from_qfq,14092,1091,965,,,,0.0,0.37709338631847855,1.0,1.0,1.0,0,0,0,0,14092,1.0,3305,0.2345302299176838,14092,1.0,4412,0.3130854385466932,4905,0.3480698268521147,14092,1.0,2519,0.17875390292364463,0.17875390292364463,ok
12A2_B5_downpriority_sensitivity,validation,12A3_recomputed_from_qfq,6633,762,484,,,,0.0,0.35278154681139756,1.0,1.0,1.0,0,0,0,0,6633,1.0,1379,0.20789989446705864,6633,1.0,1930,0.2909693954470074,2097,0.31614654002713705,6633,1.0,509,0.07673752449871853,0.07673752449871853,ok
12A2_B5_downpriority_sensitivity,robustness,12A3_recomputed_from_qfq,7017,768,459,,,,0.0,0.3763716688043323,1.0,1.0,1.0,0,0,0,10,7017,1.0,1274,0.18155907082798917,7017,1.0,1610,0.22944278181559072,1826,0.2602251674504774,7007,0.9985748895539405,1450,0.2069359212216355,0.2069359212216355,ok
