artifact_id,resolved_path,row_count,sha256,schema_status,read_status,required_flag
a7b_simple_backbone_budget_drift_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7b_direction_c_simple_backbone_operating_rule_validation/simple_backbone_budget_drift_audit.csv,4.0,0e50aec34e2bf3fb1c5ef3fac1b3557fdaf8b9f88d6426443f6a9db12f0a5bd0,pass,pass,True
a7b_backbone_stability_slice_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7b_direction_c_simple_backbone_operating_rule_validation/backbone_stability_slice_audit.csv,102.0,9698a625209be4038132426c0cc275b1e7c99bbdfd89fdbee68560e3e538b20a,pass,pass,True
a7b_stage2_diagnostic_backbone_readout,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7b_direction_c_simple_backbone_operating_rule_validation/stage2_diagnostic_backbone_readout.csv,24.0,0421cf851228a0afbf2e027c7cbe650556f257619cd8910164f3ad76951dade2,pass,pass,True
a7b_direction_c_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7b_direction_c_simple_backbone_operating_rule_validation/direction_c_decision.csv,1.0,221d3f11d68d100968fcfa466571c461b346620048e2298bc6872cbf7c19d18f,pass,pass,True
a7b_report,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/reports/simple_backbone_operating_rule_validation_report.md,,519bd7ad6dede9408ae45a274a8819e0baea8de2090d749ccfdbd9da53197d50,pass,pass,True
a7b_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A7b_direction_c_simple_backbone_operating_rule_validation_manifest.json,,e7907959ce0a3b4ab09d0ced685c80947be2e40c4038697f48f8d7b0f8e56822,pass,pass,True
a7b_simple_backbone_score_matrix,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7b_direction_c_simple_backbone_operating_rule_validation/simple_backbone_score_matrix.parquet,15113.0,c05b5b59d7c3498ca79e8383034f93dc31b6a191d4c59abcbf594dbe14c8f268,pass,pass,False
a7b_bootstrap_replicates,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A7b_direction_c_simple_backbone_operating_rule_validation/bootstrap_replicates.parquet,168000.0,1b8ab4fe8d64ece4a7fc75215810ebbcf162a75eb9f8e13678037aabfead6784,pass,pass,False
two_stage_event_universe,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_event_universe.csv.gz,15113.0,f3f58981ddc66a242c3e19a037c715a4bd300eeda18eda79f3809611014763c4,pass,pass,True
two_stage_event_targets,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_event_targets.csv.gz,15113.0,ed7cc23fe4c858db224f3f6dffddd14feacbaf66e911c5f8549fb134e9297681,pass,pass,True
two_stage_feature_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_feature_dictionary.csv,116.0,95f1966043afcc03386e2791389ff4c16116b9a5822f09838326dd30847d3b67,pass,pass,True
two_stage_feature_pit_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_feature_pit_audit.csv,116.0,1442ea146560bddd4511e1018f9b17e4b5037192aaea9e9c4106fc83906fb816,pass,pass,True
two_stage_split_time_boundary_audit,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/split_time_boundary_audit.csv,2.0,48d6fed2e2db6c77716fc8a9acb062fbf5e24feee6ce76045566cc3ca8c95986,pass,pass,True
two_stage_feature_matrix,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_feature_matrix.parquet,15113.0,233b3361194e94ba494edcec077dcafa055cb647f79c3321b9dd53a68b68e5cd,pass,pass,True
stage2_path_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/stage2_path_cache.parquet,414203.0,0ab5bb232ed12db5b2c0540a3da0a9bb44b21f5ab21a0c728534d6c3651663a3,pass,pass,True
two_stage_row_level_scores,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A6c_two_stage_fast_fail_rejector_continuation_feasibility/two_stage_row_level_scores.parquet,,,pass,optional_missing,False
manifest_12a6c,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A6c_two_stage_fast_fail_rejector_continuation_feasibility_manifest.json,,6a94be86a54d58e7c8c8b04fd85e7bd8cf546d5309395d4fff18f4a1043f8ce2,pass,pass,True
matched_random_sampled_entries,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A6b_c0_risk_on_fast_fail_survival_uplift_audit/matched_random_sampled_entries.csv.gz,1511300.0,f75371d5fb30a40f12c09c91523f8f8a669aa9b99698a377960ec07dfcf50eb5,pass,pass,True
entry_forward_path_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/local_cache/12A6b_c0_risk_on_fast_fail_survival_uplift_audit/entry_forward_path_cache.parquet,415021.0,244bd5e1ba04b7a431f11579ca3bbe7a68dc052d62a0866bafb6671568f6a03b,pass,pass,True
manifest_12a6b,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/manifests/12A6b_c0_risk_on_fast_fail_survival_uplift_audit_manifest.json,,19f6a8f54e3930c34b913edd3ccc3e71718e503315a6edbf3a25ed86b24b1f15,pass,pass,True
requirement,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/requirement_12a7c_direction_e_stage2_decoupling_chained_readouts.md,,a0c6ddd51ed66c6c81a0bd1a57796a6073c088bbfe8d9e301e1067b85f7fd0d2,pass,pass,True
