decision_date,zero_based_session_index,iso_year,iso_week,entry_date,entry_within_boundary,residual_10D_calendar_ready,calendar_signal_possible,fold_id
2025-03-21,1993,2025,12,2025-03-24,True,True,True,LATE
2025-03-28,1998,2025,13,2025-03-31,True,True,True,LATE
2025-04-03,2002,2025,14,2025-04-07,True,True,True,LATE
2025-04-11,2007,2025,15,2025-04-14,True,True,True,LATE
2025-04-18,2012,2025,16,2025-04-21,True,True,True,LATE
2025-04-25,2017,2025,17,2025-04-28,True,True,True,LATE
2025-04-30,2020,2025,18,2025-05-06,True,True,True,LATE
2025-05-09,2024,2025,19,2025-05-12,True,True,True,LATE
2025-05-16,2029,2025,20,2025-05-19,True,True,True,LATE
2025-05-23,2034,2025,21,2025-05-26,True,True,True,LATE
2025-05-30,2039,2025,22,2025-06-03,True,True,True,LATE
2025-06-06,2043,2025,23,2025-06-09,True,True,True,LATE
2025-06-13,2048,2025,24,2025-06-16,True,True,True,LATE
2025-06-20,2053,2025,25,2025-06-23,True,True,True,LATE
2025-06-27,2058,2025,26,2025-06-30,True,True,True,LATE
2025-07-04,2063,2025,27,2025-07-07,True,True,True,LATE
2025-07-11,2068,2025,28,2025-07-14,True,True,True,LATE
2025-07-18,2073,2025,29,2025-07-21,True,True,True,LATE
2025-07-25,2078,2025,30,2025-07-28,True,True,True,LATE
2025-08-01,2083,2025,31,2025-08-04,True,True,True,LATE
2025-08-08,2088,2025,32,2025-08-11,True,True,True,LATE
2025-08-15,2093,2025,33,2025-08-18,True,True,True,LATE
2025-08-22,2098,2025,34,2025-08-25,True,True,True,LATE
2025-08-29,2103,2025,35,2025-09-01,True,True,True,LATE
2025-09-05,2108,2025,36,2025-09-08,True,True,True,LATE
2025-09-12,2113,2025,37,2025-09-15,True,True,True,LATE
2025-09-19,2118,2025,38,2025-09-22,True,True,True,LATE
2025-09-26,2123,2025,39,2025-09-29,True,True,True,LATE
2025-09-30,2125,2025,40,2025-10-09,True,True,True,LATE
2025-10-10,2127,2025,41,2025-10-13,True,True,True,LATE
2025-10-17,2132,2025,42,2025-10-20,True,True,True,LATE
2025-10-24,2137,2025,43,2025-10-27,True,True,True,LATE
2025-10-31,2142,2025,44,2025-11-03,True,True,True,LATE
2025-11-07,2147,2025,45,2025-11-10,True,True,True,LATE
2025-11-14,2152,2025,46,2025-11-17,True,True,True,LATE
2025-11-21,2157,2025,47,2025-11-24,True,True,True,LATE
2025-11-28,2162,2025,48,2025-12-01,True,True,True,LATE
2025-12-05,2167,2025,49,2025-12-08,True,True,True,LATE
2025-12-12,2172,2025,50,2025-12-15,True,True,True,LATE
2025-12-19,2177,2025,51,2025-12-22,True,True,True,LATE
2025-12-26,2182,2025,52,2025-12-29,True,True,True,LATE
2025-12-31,2185,2026,1,2026-01-05,True,True,True,LATE
2026-01-09,2190,2026,2,2026-01-12,True,True,True,LATE
2026-01-16,2195,2026,3,2026-01-19,True,True,True,LATE
2026-01-23,2200,2026,4,2026-01-26,True,True,True,LATE
2026-01-30,2205,2026,5,2026-02-02,True,True,True,LATE
2026-02-06,2210,2026,6,2026-02-09,True,True,True,LATE
2026-02-13,2215,2026,7,2026-02-24,True,True,True,LATE
2026-02-27,2219,2026,9,2026-03-02,True,True,True,LATE
2026-03-06,2224,2026,10,2026-03-09,True,True,True,LATE
2026-03-13,2229,2026,11,2026-03-16,True,True,True,LATE
2026-03-20,2234,2026,12,2026-03-23,True,True,True,LATE
2026-03-27,2239,2026,13,2026-03-30,True,True,True,LATE
2026-04-03,2244,2026,14,2026-04-07,True,True,True,LATE
2026-04-10,2248,2026,15,2026-04-13,True,True,True,LATE
2026-04-17,2253,2026,16,2026-04-20,True,True,True,LATE
2026-04-24,2258,2026,17,2026-04-27,True,True,True,LATE
2026-04-30,2262,2026,18,2026-05-06,True,True,True,LATE
2026-05-08,2265,2026,19,2026-05-11,True,True,True,LATE
2026-05-15,2270,2026,20,2026-05-18,True,True,True,LATE
2026-05-22,2275,2026,21,2026-05-25,True,True,True,LATE
