split,offset,fresh_family_id,kth_fresh_step_index,at_risk_episode_count,fresh_event_count,fresh_hazard_rate,failed_before_offset_count,censored_before_offset_count
train,5,range_breakout,2,826,26,0.031476997578692496,434,0
train,5,range_breakout,3,826,4,0.004842615012106538,434,0
train,5,volatility_band,1,2678,42,0.01568334578043316,1052,3
train,5,volatility_band,2,2678,67,0.02501867064973861,1052,3
train,5,volatility_band,3,2678,20,0.0074682598954443615,1052,3
train,5,volume_money,1,2062,54,0.026188166828322017,996,5
train,5,volume_money,2,2062,35,0.01697381183317168,996,5
train,5,volume_money,3,2062,5,0.0024248302618816685,996,5
train,6,momentum_rps,1,2504,12,0.004792332268370607,977,2
train,6,momentum_rps,2,2504,22,0.00878594249201278,977,2
train,6,momentum_rps,3,2504,13,0.005191693290734824,977,2
train,6,oscillator,1,2653,34,0.012815680361854504,1320,4
train,6,oscillator,2,2653,42,0.0158311345646438,1320,4
train,6,oscillator,3,2653,9,0.003392385978137957,1320,4
train,6,price_trend,1,2326,24,0.010318142734307825,853,0
train,6,price_trend,2,2326,27,0.011607910576096303,853,0
train,6,price_trend,3,2326,10,0.004299226139294927,853,0
train,6,pullback_drawdown,1,2417,26,0.01075713694662805,928,1
train,6,pullback_drawdown,2,2417,17,0.00703351261894911,928,1
train,6,pullback_drawdown,3,2417,4,0.0016549441456350847,928,1
train,6,range_breakout,1,781,34,0.04353393085787452,479,0
train,6,range_breakout,2,781,18,0.023047375160051217,479,0
train,6,volatility_band,1,2542,45,0.01770259638080252,1188,3
train,6,volatility_band,2,2542,49,0.01927616050354052,1188,3
train,6,volatility_band,3,2542,13,0.0051140833988985055,1188,3
train,6,volatility_band,4plus,2542,1,0.0003933910306845004,1188,3
train,6,volume_money,1,1961,53,0.02702702702702703,1097,5
train,6,volume_money,2,1961,26,0.013258541560428353,1097,5
train,6,volume_money,3,1961,12,0.006119326874043855,1097,5
train,6,volume_money,4plus,1961,1,0.0005099439061703213,1097,5
train,7,momentum_rps,1,2385,23,0.009643605870020965,1096,2
train,7,momentum_rps,2,2385,27,0.011320754716981131,1096,2
train,7,momentum_rps,3,2385,12,0.005031446540880503,1096,2
train,7,momentum_rps,4plus,2385,1,0.0004192872117400419,1096,2
train,7,oscillator,1,2516,52,0.02066772655007949,1457,4
train,7,oscillator,2,2516,41,0.01629570747217806,1457,4
train,7,oscillator,3,2516,13,0.0051669316375198724,1457,4
train,7,oscillator,4plus,2516,3,0.0011923688394276629,1457,4
train,7,price_trend,1,2222,39,0.01755175517551755,957,0
train,7,price_trend,2,2222,26,0.011701170117011701,957,0
train,7,price_trend,3,2222,12,0.0054005400540054005,957,0
train,7,price_trend,4plus,2222,2,0.0009000900090009,957,0
train,7,pullback_drawdown,1,2306,28,0.012142237640936688,1039,1
train,7,pullback_drawdown,2,2306,19,0.00823937554206418,1039,1
train,7,pullback_drawdown,3,2306,4,0.0017346053772766695,1039,1
train,7,range_breakout,1,736,16,0.021739130434782608,524,0
train,7,range_breakout,2,736,8,0.010869565217391304,524,0
train,7,volatility_band,1,2409,37,0.015359070153590702,1321,3
train,7,volatility_band,2,2409,47,0.019510170195101702,1321,3
train,7,volatility_band,3,2409,9,0.0037359900373599006,1321,3
train,7,volatility_band,4plus,2409,3,0.0012453300124533001,1321,3
train,7,volume_money,1,1865,75,0.040214477211796246,1193,5
train,7,volume_money,2,1865,44,0.02359249329758713,1193,5
train,7,volume_money,3,1865,9,0.00482573726541555,1193,5
train,7,volume_money,4plus,1865,1,0.0005361930294906167,1193,5
train,8,momentum_rps,1,2280,16,0.007017543859649123,1201,2
train,8,momentum_rps,2,2280,24,0.010526315789473684,1201,2
train,8,momentum_rps,3,2280,12,0.005263157894736842,1201,2
train,8,momentum_rps,4plus,2280,1,0.0004385964912280702,1201,2
train,8,oscillator,1,2399,36,0.015006252605252188,1574,4
train,8,oscillator,2,2399,41,0.01709045435598166,1574,4
train,8,oscillator,3,2399,19,0.007919966652771988,1574,4
train,8,oscillator,4plus,2399,3,0.0012505210504376823,1574,4
train,8,price_trend,1,2123,24,0.011304757418747056,1056,0
train,8,price_trend,2,2123,19,0.008949599623174752,1056,0
train,8,price_trend,3,2123,8,0.0037682524729156855,1056,0
train,8,pullback_drawdown,1,2217,10,0.0045105999097880016,1128,1
train,8,pullback_drawdown,2,2217,24,0.010825439783491205,1128,1
train,8,pullback_drawdown,3,2217,6,0.0027063599458728013,1128,1
train,8,range_breakout,1,700,25,0.03571428571428571,560,0
train,8,range_breakout,2,700,5,0.007142857142857143,560,0
train,8,range_breakout,3,700,1,0.0014285714285714286,560,0
train,8,volatility_band,1,2291,31,0.013531209079004802,1439,3
train,8,volatility_band,2,2291,30,0.013094718463553033,1439,3
train,8,volatility_band,3,2291,12,0.005237887385421213,1439,3
train,8,volume_money,1,1774,44,0.02480270574971815,1284,5
train,8,volume_money,2,1774,30,0.016910935738444193,1284,5
train,8,volume_money,3,1774,15,0.008455467869222097,1284,5
train,8,volume_money,4plus,1774,1,0.0005636978579481398,1284,5
train,9,momentum_rps,1,2198,12,0.00545950864422202,1283,2
train,9,momentum_rps,2,2198,33,0.015013648771610554,1283,2
train,9,momentum_rps,3,2198,7,0.0031847133757961785,1283,2
train,9,momentum_rps,4plus,2198,1,0.00045495905368516835,1283,2
train,9,oscillator,1,2307,31,0.013437364542696142,1666,4
train,9,oscillator,2,2307,54,0.02340702210663199,1666,4
train,9,oscillator,3,2307,23,0.009969657563935847,1666,4
train,9,oscillator,4plus,2307,3,0.0013003901170351106,1666,4
train,9,price_trend,1,2056,33,0.016050583657587547,1123,0
train,9,price_trend,2,2056,33,0.016050583657587547,1123,0
train,9,price_trend,3,2056,11,0.005350194552529183,1123,0
train,9,price_trend,4plus,2056,2,0.0009727626459143969,1123,0
train,9,pullback_drawdown,1,2136,11,0.005149812734082397,1209,1
train,9,pullback_drawdown,2,2136,38,0.017790262172284643,1209,1
train,9,pullback_drawdown,3,2136,5,0.0023408239700374533,1209,1
train,9,range_breakout,1,674,20,0.02967359050445104,586,0
train,9,range_breakout,2,674,10,0.01483679525222552,586,0
train,9,range_breakout,3,674,1,0.001483679525222552,586,0
train,9,volatility_band,1,2214,13,0.005871725383920506,1516,3
train,9,volatility_band,2,2214,25,0.011291779584462511,1516,3
train,9,volatility_band,3,2214,8,0.0036133694670280035,1516,3
train,9,volatility_band,4plus,2214,1,0.00045167118337850043,1516,3
train,9,volume_money,1,1701,65,0.03821281599059377,1357,5
train,9,volume_money,2,1701,31,0.018224573780129337,1357,5
train,9,volume_money,3,1701,7,0.00411522633744856,1357,5
train,9,volume_money,4plus,1701,5,0.0029394473838918285,1357,5
train,10,momentum_rps,1,2121,10,0.004714757190004715,1360,2
train,10,momentum_rps,2,2121,21,0.009900990099009901,1360,2
train,10,momentum_rps,3,2121,11,0.005186232909005186,1360,2
train,10,momentum_rps,4plus,2121,2,0.000942951438000943,1360,2
train,10,oscillator,1,2217,24,0.010825439783491205,1756,4
train,10,oscillator,2,2217,50,0.02255299954894001,1756,4
train,10,oscillator,3,2217,14,0.006314839873703203,1756,4
train,10,oscillator,4plus,2217,7,0.0031574199368516014,1756,4
train,10,price_trend,1,1977,21,0.010622154779969651,1202,0
train,10,price_trend,2,1977,27,0.013657056145675266,1202,0
train,10,price_trend,3,1977,8,0.004046535154274153,1202,0
train,10,pullback_drawdown,1,2060,15,0.007281553398058253,1285,1
train,10,pullback_drawdown,2,2060,26,0.01262135922330097,1285,1
train,10,pullback_drawdown,3,2060,5,0.0024271844660194173,1285,1
train,10,range_breakout,1,653,6,0.009188361408882083,607,0
train,10,range_breakout,2,653,7,0.010719754977029096,607,0
train,10,volatility_band,1,2122,12,0.005655042412818096,1608,3
train,10,volatility_band,2,2122,35,0.01649387370405278,1608,3
train,10,volatility_band,3,2122,6,0.002827521206409048,1608,3
train,10,volatility_band,4plus,2122,5,0.00235626767200754,1608,3
train,10,volume_money,1,1634,34,0.0208078335373317,1424,5
train,10,volume_money,2,1634,28,0.017135862913096694,1424,5
train,10,volume_money,3,1634,7,0.004283965728274173,1424,5
train,10,volume_money,4plus,1634,4,0.0024479804161566705,1424,5
train,11,momentum_rps,1,2047,4,0.0019540791402051783,1434,2
train,11,momentum_rps,2,2047,16,0.007816316560820713,1434,2
train,11,momentum_rps,3,2047,16,0.007816316560820713,1434,2
train,11,momentum_rps,4plus,2047,3,0.0014655593551538837,1434,2
train,11,oscillator,1,2137,19,0.008890968647636874,1836,4
train,11,oscillator,2,2137,30,0.014038371548900327,1836,4
train,11,oscillator,3,2137,21,0.009826860084230228,1836,4
train,11,oscillator,4plus,2137,1,0.0004679457182966776,1836,4
train,11,price_trend,1,1908,6,0.0031446540880503146,1271,0
train,11,price_trend,2,1908,17,0.00890985324947589,1271,0
train,11,price_trend,3,1908,14,0.007337526205450734,1271,0
train,11,price_trend,4plus,1908,5,0.002620545073375262,1271,0
train,11,pullback_drawdown,1,1998,3,0.0015015015015015015,1347,1
train,11,pullback_drawdown,2,1998,10,0.005005005005005005,1347,1
train,11,pullback_drawdown,3,1998,10,0.005005005005005005,1347,1
train,11,pullback_drawdown,4plus,1998,2,0.001001001001001001,1347,1
train,11,range_breakout,1,625,4,0.0064,635,0
train,11,range_breakout,2,625,2,0.0032,635,0
train,11,range_breakout,3,625,1,0.0016,635,0
train,11,volatility_band,1,2050,8,0.003902439024390244,1680,3
train,11,volatility_band,2,2050,19,0.009268292682926829,1680,3
train,11,volatility_band,3,2050,17,0.008292682926829269,1680,3
train,11,volatility_band,4plus,2050,4,0.001951219512195122,1680,3
train,11,volume_money,1,1574,23,0.014612452350698857,1484,5
train,11,volume_money,2,1574,26,0.016518424396442185,1484,5
train,11,volume_money,3,1574,9,0.005717916137229987,1484,5
train,11,volume_money,4plus,1574,2,0.0012706480304955528,1484,5
train,12,momentum_rps,1,1979,6,0.003031834259727135,1502,2
train,12,momentum_rps,2,1979,9,0.004547751389590703,1502,2
train,12,momentum_rps,3,1979,5,0.0025265285497726125,1502,2
train,12,momentum_rps,4plus,1979,2,0.001010611419909045,1502,2
train,12,oscillator,1,2065,17,0.008232445520581114,1908,4
train,12,oscillator,2,2065,19,0.009200968523002421,1908,4
train,12,oscillator,3,2065,12,0.005811138014527845,1908,4
train,12,oscillator,4plus,2065,5,0.002421307506053269,1908,4
train,12,price_trend,1,1850,9,0.004864864864864865,1329,0
train,12,price_trend,2,1850,9,0.004864864864864865,1329,0
train,12,price_trend,3,1850,6,0.003243243243243243,1329,0
train,12,price_trend,4plus,1850,5,0.002702702702702703,1329,0
train,12,pullback_drawdown,1,1935,4,0.0020671834625322996,1410,1
train,12,pullback_drawdown,2,1935,7,0.0036175710594315244,1410,1
train,12,pullback_drawdown,3,1935,6,0.0031007751937984496,1410,1
train,12,range_breakout,1,611,5,0.008183306055646482,649,0
train,12,range_breakout,3,611,2,0.0032733224222585926,649,0
train,12,volatility_band,1,1980,13,0.0065656565656565654,1750,3
train,12,volatility_band,2,1980,11,0.005555555555555556,1750,3
train,12,volatility_band,3,1980,10,0.005050505050505051,1750,3
train,12,volatility_band,4plus,1980,6,0.0030303030303030303,1750,3
train,12,volume_money,1,1524,28,0.01837270341207349,1534,5
train,12,volume_money,2,1524,21,0.013779527559055118,1534,5
train,12,volume_money,3,1524,5,0.0032808398950131233,1534,5
train,12,volume_money,4plus,1524,2,0.0013123359580052493,1534,5
train,13,momentum_rps,1,1923,7,0.003640145605824233,1558,2
train,13,momentum_rps,2,1923,14,0.007280291211648466,1558,2
train,13,momentum_rps,3,1923,10,0.005200208008320333,1558,2
train,13,momentum_rps,4plus,1923,5,0.0026001040041601664,1558,2
train,13,oscillator,1,2001,17,0.00849575212393803,1972,4
train,13,oscillator,2,2001,27,0.013493253373313344,1972,4
train,13,oscillator,3,2001,13,0.006496751624187906,1972,4
train,13,oscillator,4plus,2001,6,0.0029985007496251873,1972,4
train,13,price_trend,1,1799,7,0.0038910505836575876,1380,0
train,13,price_trend,2,1799,7,0.0038910505836575876,1380,0
train,13,price_trend,3,1799,7,0.0038910505836575876,1380,0
train,13,price_trend,4plus,1799,5,0.0027793218454697055,1380,0
train,13,pullback_drawdown,1,1885,6,0.003183023872679045,1460,1
train,13,pullback_drawdown,2,1885,12,0.00636604774535809,1460,1
train,13,pullback_drawdown,3,1885,7,0.003713527851458886,1460,1
train,13,pullback_drawdown,4plus,1885,1,0.0005305039787798408,1460,1
train,13,range_breakout,1,594,7,0.011784511784511785,666,0
train,13,range_breakout,2,594,1,0.0016835016835016834,666,0
train,13,volatility_band,1,1920,15,0.0078125,1810,3
train,13,volatility_band,2,1920,17,0.008854166666666666,1810,3
train,13,volatility_band,3,1920,6,0.003125,1810,3
train,13,volume_money,1,1468,21,0.01430517711171662,1590,5
train,13,volume_money,2,1468,12,0.008174386920980926,1590,5
train,13,volume_money,3,1468,9,0.006130790190735695,1590,5
train,13,volume_money,4plus,1468,2,0.0013623978201634877,1590,5
train,14,momentum_rps,1,1864,3,0.001609442060085837,1617,2
train,14,momentum_rps,2,1864,8,0.004291845493562232,1617,2
train,14,momentum_rps,3,1864,1,0.000536480686695279,1617,2
train,14,momentum_rps,4plus,1864,2,0.001072961373390558,1617,2
train,14,oscillator,1,1937,17,0.008776458440887971,2036,4
train,14,oscillator,2,1937,20,0.010325245224574084,2036,4
train,14,oscillator,3,1937,11,0.005678884873515746,2036,4
train,14,oscillator,4plus,1937,2,0.0010325245224574084,2036,4
train,14,price_trend,1,1744,5,0.0028669724770642203,1435,0
train,14,price_trend,2,1744,14,0.008027522935779817,1435,0
train,14,price_trend,3,1744,8,0.0045871559633027525,1435,0
train,14,price_trend,4plus,1744,8,0.0045871559633027525,1435,0
train,14,pullback_drawdown,1,1829,4,0.002186987424822307,1516,1
train,14,pullback_drawdown,2,1829,11,0.006014215418261345,1516,1
train,14,pullback_drawdown,3,1829,3,0.0016402405686167304,1516,1
train,14,pullback_drawdown,4plus,1829,3,0.0016402405686167304,1516,1
train,14,range_breakout,1,576,4,0.006944444444444444,684,0
train,14,range_breakout,2,576,1,0.001736111111111111,684,0
train,14,volatility_band,1,1862,12,0.00644468313641246,1868,3
train,14,volatility_band,2,1862,14,0.007518796992481203,1868,3
train,14,volatility_band,3,1862,8,0.004296455424274973,1868,3
train,14,volatility_band,4plus,1862,4,0.0021482277121374865,1868,3
train,14,volume_money,1,1431,18,0.012578616352201259,1627,5
train,14,volume_money,2,1431,18,0.012578616352201259,1627,5
train,14,volume_money,3,1431,4,0.002795248078266946,1627,5
train,14,volume_money,4plus,1431,3,0.0020964360587002098,1627,5
train,15,momentum_rps,1,1808,2,0.0011061946902654867,1673,2
train,15,momentum_rps,2,1808,6,0.00331858407079646,1673,2
train,15,momentum_rps,3,1808,7,0.0038716814159292035,1673,2
train,15,momentum_rps,4plus,1808,5,0.0027654867256637168,1673,2
train,15,oscillator,1,1885,5,0.002652519893899204,2088,4
train,15,oscillator,2,1885,29,0.015384615384615385,2088,4
train,15,oscillator,3,1885,18,0.009549071618037135,2088,4
train,15,oscillator,4plus,1885,2,0.0010610079575596816,2088,4
train,15,price_trend,1,1694,5,0.0029515938606847697,1485,0
train,15,price_trend,2,1694,15,0.00885478158205431,1485,0
train,15,price_trend,3,1694,11,0.006493506493506494,1485,0
train,15,price_trend,4plus,1694,3,0.0017709563164108619,1485,0
train,15,pullback_drawdown,1,1773,2,0.0011280315848843769,1572,1
train,15,pullback_drawdown,2,1773,9,0.005076142131979695,1572,1
train,15,pullback_drawdown,3,1773,4,0.0022560631697687537,1572,1
train,15,pullback_drawdown,4plus,1773,1,0.0005640157924421884,1572,1
train,15,range_breakout,1,557,6,0.010771992818671455,703,0
train,15,range_breakout,2,557,3,0.005385996409335727,703,0
train,15,volatility_band,1,1802,9,0.004994450610432853,1928,3
train,15,volatility_band,2,1802,16,0.008879023307436182,1928,3
train,15,volatility_band,3,1802,18,0.009988901220865706,1928,3
train,15,volatility_band,4plus,1802,3,0.001664816870144284,1928,3
train,15,volume_money,1,1385,13,0.009386281588447653,1673,5
train,15,volume_money,2,1385,15,0.010830324909747292,1673,5
train,15,volume_money,3,1385,6,0.004332129963898917,1673,5
train,15,volume_money,4plus,1385,2,0.001444043321299639,1673,5
train,16,momentum_rps,2,1772,5,0.0028216704288939053,1709,2
train,16,momentum_rps,3,1772,3,0.001693002257336343,1709,2
train,16,momentum_rps,4plus,1772,2,0.001128668171557562,1709,2
train,16,oscillator,1,1846,11,0.005958829902491874,2127,4
train,16,oscillator,2,1846,13,0.007042253521126761,2127,4
train,16,oscillator,3,1846,7,0.003791982665222102,2127,4
train,16,oscillator,4plus,1846,2,0.0010834236186348862,2127,4
train,16,price_trend,1,1668,1,0.0005995203836930455,1511,0
train,16,price_trend,2,1668,8,0.004796163069544364,1511,0
train,16,price_trend,3,1668,4,0.002398081534772182,1511,0
train,16,price_trend,4plus,1668,4,0.002398081534772182,1511,0
train,16,pullback_drawdown,1,1738,2,0.0011507479861910242,1607,1
train,16,pullback_drawdown,2,1738,4,0.0023014959723820483,1607,1
train,16,pullback_drawdown,3,1738,6,0.0034522439585730723,1607,1
train,16,pullback_drawdown,4plus,1738,2,0.0011507479861910242,1607,1
train,16,range_breakout,1,546,4,0.007326007326007326,714,0
train,16,range_breakout,3,546,1,0.0018315018315018315,714,0
train,16,volatility_band,1,1772,5,0.0028216704288939053,1958,3
train,16,volatility_band,2,1772,8,0.004514672686230248,1958,3
train,16,volatility_band,3,1772,10,0.0056433408577878106,1958,3
train,16,volatility_band,4plus,1772,6,0.003386004514672686,1958,3
train,16,volume_money,1,1358,9,0.0066273932253313695,1700,5
train,16,volume_money,2,1358,12,0.008836524300441826,1700,5
train,16,volume_money,3,1358,3,0.0022091310751104565,1700,5
train,16,volume_money,4plus,1358,2,0.0014727540500736377,1700,5
train,17,momentum_rps,1,1719,1,0.0005817335660267597,1762,2
train,17,momentum_rps,2,1719,7,0.004072134962187318,1762,2
train,17,momentum_rps,3,1719,5,0.0029086678301337987,1762,2
train,17,momentum_rps,4plus,1719,4,0.002326934264107039,1762,2
train,17,oscillator,1,1793,7,0.0039040713887339654,2180,4
train,17,oscillator,2,1793,28,0.015616285554935862,2180,4
train,17,oscillator,3,1793,7,0.0039040713887339654,2180,4
train,17,oscillator,4plus,1793,6,0.0033463469046291134,2180,4
train,17,price_trend,1,1620,3,0.001851851851851852,1559,0
train,17,price_trend,2,1620,13,0.008024691358024692,1559,0
train,17,price_trend,3,1620,2,0.0012345679012345679,1559,0
train,17,price_trend,4plus,1620,5,0.0030864197530864196,1559,0
train,17,pullback_drawdown,1,1690,2,0.001183431952662722,1655,1
train,17,pullback_drawdown,2,1690,12,0.007100591715976331,1655,1
train,17,pullback_drawdown,3,1690,6,0.0035502958579881655,1655,1
train,17,pullback_drawdown,4plus,1690,2,0.001183431952662722,1655,1
train,17,range_breakout,1,526,3,0.005703422053231939,734,0
train,17,range_breakout,2,526,2,0.0038022813688212928,734,0
train,17,volatility_band,1,1724,6,0.0034802784222737818,2006,3
train,17,volatility_band,2,1724,17,0.009860788863109048,2006,3
train,17,volatility_band,3,1724,4,0.002320185614849188,2006,3
train,17,volatility_band,4plus,1724,4,0.002320185614849188,2006,3
train,17,volume_money,1,1325,10,0.007547169811320755,1733,5
train,17,volume_money,2,1325,21,0.015849056603773583,1733,5
train,17,volume_money,3,1325,4,0.0030188679245283017,1733,5
train,17,volume_money,4plus,1325,1,0.0007547169811320754,1733,5
train,18,momentum_rps,1,1667,2,0.0011997600479904018,1814,2
train,18,momentum_rps,2,1667,4,0.0023995200959808036,1814,2
train,18,momentum_rps,3,1667,6,0.003599280143971206,1814,2
train,18,momentum_rps,4plus,1667,4,0.0023995200959808036,1814,2
train,18,oscillator,1,1745,6,0.0034383954154727794,2228,4
train,18,oscillator,2,1745,14,0.008022922636103151,2228,4
train,18,oscillator,3,1745,5,0.0028653295128939827,2228,4
train,18,oscillator,4plus,1745,2,0.001146131805157593,2228,4
train,18,price_trend,1,1577,2,0.0012682308180088776,1602,0
train,18,price_trend,2,1577,8,0.0050729232720355105,1602,0
train,18,price_trend,3,1577,7,0.004438807863031071,1602,0
train,18,price_trend,4plus,1577,2,0.0012682308180088776,1602,0
train,18,pullback_drawdown,2,1642,8,0.0048721071863581,1703,1
train,18,pullback_drawdown,3,1642,5,0.0030450669914738123,1703,1
train,18,range_breakout,1,511,1,0.0019569471624266144,749,0
train,18,volatility_band,1,1687,2,0.0011855364552459987,2043,3
train,18,volatility_band,2,1687,11,0.006520450503852994,2043,3
train,18,volatility_band,3,1687,8,0.004742145820983995,2043,3
train,18,volatility_band,4plus,1687,2,0.0011855364552459987,2043,3
train,18,volume_money,1,1282,10,0.0078003120124804995,1776,5
train,18,volume_money,2,1282,7,0.00546021840873635,1776,5
train,18,volume_money,3,1282,5,0.0039001560062402497,1776,5
train,18,volume_money,4plus,1282,1,0.00078003120124805,1776,5
train,19,momentum_rps,1,1634,1,0.0006119951040391676,1847,2
train,19,momentum_rps,2,1634,5,0.0030599755201958386,1847,2
train,19,momentum_rps,3,1634,6,0.0036719706242350062,1847,2
train,19,momentum_rps,4plus,1634,5,0.0030599755201958386,1847,2
train,19,oscillator,1,1703,4,0.002348796241926013,2270,4
train,19,oscillator,2,1703,16,0.009395184967704051,2270,4
train,19,oscillator,3,1703,6,0.0035231943628890195,2270,4
train,19,oscillator,4plus,1703,1,0.0005871990604815032,2270,4
train,19,price_trend,2,1545,12,0.007766990291262136,1634,0
train,19,price_trend,3,1545,3,0.001941747572815534,1634,0
train,19,price_trend,4plus,1545,4,0.0025889967637540453,1634,0
train,19,pullback_drawdown,1,1612,2,0.0012406947890818859,1733,1
train,19,pullback_drawdown,2,1612,6,0.0037220843672456576,1733,1
train,19,pullback_drawdown,3,1612,3,0.0018610421836228288,1733,1
train,19,pullback_drawdown,4plus,1612,2,0.0012406947890818859,1733,1
train,19,range_breakout,1,494,2,0.004048582995951417,766,0
train,19,range_breakout,2,494,1,0.0020242914979757085,766,0
train,19,volatility_band,1,1648,7,0.00424757281553398,2082,3
train,19,volatility_band,2,1648,10,0.006067961165048544,2082,3
train,19,volatility_band,3,1648,10,0.006067961165048544,2082,3
train,19,volatility_band,4plus,1648,1,0.0006067961165048543,2082,3
train,19,volume_money,1,1250,4,0.0032,1808,5
train,19,volume_money,2,1250,6,0.0048,1808,5
train,19,volume_money,3,1250,6,0.0048,1808,5
train,19,volume_money,4plus,1250,3,0.0024,1808,5
train,20,momentum_rps,2,1609,1,0.0006215040397762585,1872,2
train,20,momentum_rps,3,1609,5,0.003107520198881293,1872,2
train,20,momentum_rps,4plus,1609,1,0.0006215040397762585,1872,2
train,20,oscillator,1,1672,8,0.004784688995215311,2301,4
train,20,oscillator,2,1672,14,0.008373205741626795,2301,4
train,20,oscillator,3,1672,7,0.004186602870813397,2301,4
train,20,oscillator,4plus,1672,6,0.0035885167464114833,2301,4
train,20,price_trend,2,1519,9,0.005924950625411455,1660,0
train,20,price_trend,3,1519,8,0.005266622778143515,1660,0
train,20,price_trend,4plus,1519,2,0.0013166556945358788,1660,0
train,20,pullback_drawdown,1,1588,1,0.0006297229219143577,1757,1
train,20,pullback_drawdown,2,1588,9,0.005667506297229219,1757,1
train,20,pullback_drawdown,3,1588,5,0.0031486146095717885,1757,1
train,20,range_breakout,1,483,2,0.004140786749482402,777,0
train,20,volatility_band,1,1625,8,0.004923076923076923,2105,3
train,20,volatility_band,2,1625,10,0.006153846153846154,2105,3
train,20,volatility_band,3,1625,15,0.009230769230769232,2105,3
train,20,volatility_band,4plus,1625,6,0.0036923076923076922,2105,3
train,20,volume_money,1,1230,5,0.0040650406504065045,1828,5
train,20,volume_money,2,1230,9,0.007317073170731708,1828,5
train,20,volume_money,3,1230,5,0.0040650406504065045,1828,5
train,20,volume_money,4plus,1230,4,0.0032520325203252032,1828,5
train,21,momentum_rps,1,1578,2,0.0012674271229404308,1903,2
train,21,momentum_rps,2,1578,1,0.0006337135614702154,1903,2
train,21,momentum_rps,3,1578,6,0.0038022813688212928,1903,2
train,21,momentum_rps,4plus,1578,4,0.0025348542458808617,1903,2
train,21,oscillator,1,1637,5,0.0030543677458766036,2336,4
train,21,oscillator,2,1637,16,0.009773976786805132,2336,4
train,21,oscillator,3,1637,5,0.0030543677458766036,2336,4
train,21,oscillator,4plus,1637,4,0.002443494196701283,2336,4
train,21,price_trend,1,1486,5,0.0033647375504710633,1693,0
train,21,price_trend,2,1486,11,0.007402422611036339,1693,0
train,21,price_trend,3,1486,7,0.004710632570659489,1693,0
train,21,price_trend,4plus,1486,1,0.0006729475100942127,1693,0
train,21,pullback_drawdown,1,1553,4,0.0025756600128783,1792,1
train,21,pullback_drawdown,2,1553,6,0.0038634900193174502,1792,1
train,21,pullback_drawdown,3,1553,5,0.003219575016097875,1792,1
train,21,pullback_drawdown,4plus,1553,1,0.000643915003219575,1792,1
train,21,range_breakout,1,467,1,0.0021413276231263384,793,0
train,21,range_breakout,2,467,1,0.0021413276231263384,793,0
train,21,volatility_band,1,1589,9,0.005663939584644431,2141,3
train,21,volatility_band,2,1589,11,0.006922592825676526,2141,3
train,21,volatility_band,3,1589,15,0.009439899307740718,2141,3
train,21,volatility_band,4plus,1589,2,0.0012586532410320957,2141,3
train,21,volume_money,1,1205,5,0.004149377593360996,1853,5
train,21,volume_money,2,1205,4,0.0033195020746887966,1853,5
train,21,volume_money,3,1205,6,0.004979253112033195,1853,5
train,21,volume_money,4plus,1205,1,0.0008298755186721991,1853,5
train,22,momentum_rps,2,1555,5,0.003215434083601286,1926,2
train,22,momentum_rps,3,1555,3,0.0019292604501607716,1926,2
