factor_id,signal_period,signal_month_end,holding_period,holding_month_end,split,past_12m_factor_return,tsfm_position,has_complete_12m_history,has_current_factor_return,active_factor,current_factor_return,history_start_period,history_end_period,tsfm_contribution,active_factor_count
TURN,2025-02,2025-02-28,2025-03,2025-03-31,robustness,-0.1002044670678155,-1,True,True,True,-0.0535010822263633,2024-03,2025-02,0.013375270556590825,4
BAB,2025-02,2025-02-28,2025-03,2025-03-31,robustness,-0.046191645846522134,-1,True,True,True,-0.06307603399437044,2024-03,2025-02,0.01576900849859261,4
SIZE,2025-03,2025-03-31,2025-04,2025-04-30,robustness,0.08085899172532085,1,True,True,True,0.025473587589327207,2024-04,2025-03,0.006368396897331802,4
ILL,2025-03,2025-03-31,2025-04,2025-04-30,robustness,-0.0919314119150405,-1,True,True,True,0.02108601360027635,2024-04,2025-03,-0.0052715034000690875,4
TURN,2025-03,2025-03-31,2025-04,2025-04-30,robustness,-0.13189058177889823,-1,True,True,True,-0.04714002720926974,2024-04,2025-03,0.011785006802317435,4
BAB,2025-03,2025-03-31,2025-04,2025-04-30,robustness,-0.06256633710733639,-1,True,True,True,-0.06145376836978753,2024-04,2025-03,0.015363442092446883,4
SIZE,2025-04,2025-04-30,2025-05,2025-05-30,robustness,0.08132666522238052,1,True,True,True,0.023757426948407313,2024-05,2025-04,0.005939356737101828,4
ILL,2025-04,2025-04-30,2025-05,2025-05-30,robustness,-0.07583615525253906,-1,True,True,True,-0.002465617909612092,2024-05,2025-04,0.000616404477403023,4
TURN,2025-04,2025-04-30,2025-05,2025-05-30,robustness,-0.134695737293123,-1,True,True,True,-0.031370905081423074,2024-05,2025-04,0.007842726270355769,4
BAB,2025-04,2025-04-30,2025-05,2025-05-30,robustness,-0.09829441656891935,-1,True,True,True,-0.04182014832280801,2024-05,2025-04,0.010455037080702003,4
SIZE,2025-05,2025-05-30,2025-06,2025-06-30,robustness,0.12568314404024616,1,True,True,True,0.0027479431079398837,2024-06,2025-05,0.0006869857769849709,4
ILL,2025-05,2025-05-30,2025-06,2025-06-30,robustness,-0.10036488056055037,-1,True,True,True,-0.023091484246285654,2024-06,2025-05,0.0057728710615714135,4
TURN,2025-05,2025-05-30,2025-06,2025-06-30,robustness,-0.14721481485194543,-1,True,True,True,0.057963607080720486,2024-06,2025-05,-0.014490901770180122,4
BAB,2025-05,2025-05-30,2025-06,2025-06-30,robustness,-0.07757047792904703,-1,True,True,True,0.04399508891503449,2024-06,2025-05,-0.010998772228758622,4
SIZE,2025-06,2025-06-30,2025-07,2025-07-31,robustness,0.08782757901339644,1,True,True,True,-0.017264563030054157,2024-07,2025-06,-0.004316140757513539,4
ILL,2025-06,2025-06-30,2025-07,2025-07-31,robustness,-0.07779360268166335,-1,True,True,True,-0.027055862196688384,2024-07,2025-06,0.006763965549172096,4
TURN,2025-06,2025-06-30,2025-07,2025-07-31,robustness,-0.08202856207760478,-1,True,True,True,0.09979770923421742,2024-07,2025-06,-0.024949427308554355,4
BAB,2025-06,2025-06-30,2025-07,2025-07-31,robustness,0.02080794036685285,1,True,True,True,0.10302295904922577,2024-07,2025-06,0.025755739762306443,4
SIZE,2025-07,2025-07-31,2025-08,2025-08-29,robustness,0.05661849873610736,1,True,True,True,-0.05995926972206357,2024-08,2025-07,-0.014989817430515893,4
ILL,2025-07,2025-07-31,2025-08,2025-08-29,robustness,-0.08526871012031034,-1,True,True,True,-0.06031606168052176,2024-08,2025-07,0.01507901542013044,4
TURN,2025-07,2025-07-31,2025-08,2025-08-29,robustness,0.03418301089352904,1,True,True,True,0.1561732046646331,2024-08,2025-07,0.03904330116615828,4
BAB,2025-07,2025-07-31,2025-08,2025-08-29,robustness,0.11445393387789204,1,True,True,True,0.16709011972051355,2024-08,2025-07,0.04177252993012839,4
SIZE,2025-08,2025-08-29,2025-09,2025-09-30,robustness,-0.05854942841610222,-1,True,True,True,-0.046537648539424804,2024-09,2025-08,0.011634412134856201,4
ILL,2025-08,2025-08-29,2025-09,2025-09-30,robustness,-0.14059782866706427,-1,True,True,True,0.007695360268146073,2024-09,2025-08,-0.0019238400670365183,4
TURN,2025-08,2025-08-29,2025-09,2025-09-30,robustness,0.2691251336918712,1,True,True,True,0.11915261015007703,2024-09,2025-08,0.029788152537519257,4
BAB,2025-08,2025-08-29,2025-09,2025-09-30,robustness,0.35072963970160886,1,True,True,True,0.05854804481954028,2024-09,2025-08,0.01463701120488507,4
SIZE,2025-09,2025-09-30,2025-10,2025-10-31,robustness,-0.0894986371890244,-1,True,True,True,0.0016270838542737224,2024-10,2025-09,-0.0004067709635684306,4
ILL,2025-09,2025-09-30,2025-10,2025-10-31,robustness,-0.13402671152669943,-1,True,True,True,0.03273185563037667,2024-10,2025-09,-0.008182963907594168,4
TURN,2025-09,2025-09-30,2025-10,2025-10-31,robustness,0.3458307724666989,1,True,True,True,-0.07474582077278995,2024-10,2025-09,-0.018686455193197487,4
BAB,2025-09,2025-09-30,2025-10,2025-10-31,robustness,0.24605708039594187,1,True,True,True,-0.05022608315516668,2024-10,2025-09,-0.01255652078879167,4
SIZE,2025-10,2025-10-31,2025-11,2025-11-28,robustness,-0.03654092972812584,-1,True,True,True,0.005644924821843923,2024-11,2025-10,-0.0014112312054609807,4
ILL,2025-10,2025-10-31,2025-11,2025-11-28,robustness,-0.0801913518571975,-1,True,True,True,0.032919259018478794,2024-11,2025-10,-0.008229814754619699,4
TURN,2025-10,2025-10-31,2025-11,2025-11-28,robustness,0.14850048292137186,1,True,True,True,-0.062435323864598685,2024-11,2025-10,-0.015608830966149671,4
BAB,2025-10,2025-10-31,2025-11,2025-11-28,robustness,0.09155796925241777,1,True,True,True,-0.07114144136740291,2024-11,2025-10,-0.01778536034185073,4
SIZE,2025-11,2025-11-28,2025-12,2025-12-31,robustness,-0.05070816610500084,-1,True,True,True,-0.07773570316430947,2024-12,2025-11,0.019433925791077368,4
ILL,2025-11,2025-11-28,2025-12,2025-12-31,robustness,-0.04953559770624327,-1,True,True,True,0.007656115588052582,2024-12,2025-11,-0.0019140288970131455,4
TURN,2025-11,2025-11-28,2025-12,2025-12-31,robustness,0.13750920641207776,1,True,True,True,0.08900700394704132,2024-12,2025-11,0.02225175098676033,4
BAB,2025-11,2025-11-28,2025-12,2025-12-31,robustness,0.026178338299774895,1,True,True,True,0.10809302023141024,2024-12,2025-11,0.02702325505785256,4
