factor_id,signal_period,signal_month_end,holding_period,holding_month_end,split,past_12m_factor_return,tsfm_position,has_complete_12m_history,has_current_factor_return,active_factor,current_factor_return,history_start_period,history_end_period,tsfm_contribution,active_factor_count
ILL,2017-11,2017-11-30,2017-12,2017-12-29,train,,0,False,True,False,-0.017351822380343645,2016-12,2017-11,,0
TURN,2017-11,2017-11-30,2017-12,2017-12-29,train,,0,False,True,False,0.036510015716448484,2016-12,2017-11,,0
BAB,2017-11,2017-11-30,2017-12,2017-12-29,train,,0,False,True,False,0.034843621147972494,2016-12,2017-11,,0
SIZE,2017-12,2017-12-29,2018-01,2018-01-31,train,,0,False,True,False,0.10638981732547326,2017-01,2017-12,,0
ILL,2017-12,2017-12-29,2018-01,2018-01-31,train,,0,False,True,False,-0.049170090329165535,2017-01,2017-12,,0
TURN,2017-12,2017-12-29,2018-01,2018-01-31,train,,0,False,True,False,-0.03791509522743242,2017-01,2017-12,,0
BAB,2017-12,2017-12-29,2018-01,2018-01-31,train,,0,False,True,False,-0.0076079807711509,2017-01,2017-12,,0
SIZE,2018-01,2018-01-31,2018-02,2018-02-28,train,,0,False,True,False,-0.033610669372185445,2017-02,2018-01,,0
ILL,2018-01,2018-01-31,2018-02,2018-02-28,train,,0,False,True,False,0.01866127749336808,2017-02,2018-01,,0
TURN,2018-01,2018-01-31,2018-02,2018-02-28,train,,0,False,True,False,-0.029911894367341766,2017-02,2018-01,,0
BAB,2018-01,2018-01-31,2018-02,2018-02-28,train,,0,False,True,False,-0.03142285757008748,2017-02,2018-01,,0
SIZE,2018-02,2018-02-28,2018-03,2018-03-30,train,,0,False,True,False,-0.04662418089852423,2017-03,2018-02,,0
ILL,2018-02,2018-02-28,2018-03,2018-03-30,train,,0,False,True,False,0.06120140257387814,2017-03,2018-02,,0
TURN,2018-02,2018-02-28,2018-03,2018-03-30,train,,0,False,True,False,-0.03138186120895247,2017-03,2018-02,,0
BAB,2018-02,2018-02-28,2018-03,2018-03-30,train,,0,False,True,False,-0.022065168821865162,2017-03,2018-02,,0
SIZE,2018-03,2018-03-30,2018-04,2018-04-27,train,,0,False,True,False,0.010933513201437104,2017-04,2018-03,,0
ILL,2018-03,2018-03-30,2018-04,2018-04-27,train,,0,False,True,False,0.006268902716052509,2017-04,2018-03,,0
TURN,2018-03,2018-03-30,2018-04,2018-04-27,train,,0,False,True,False,-0.04139311773705775,2017-04,2018-03,,0
BAB,2018-03,2018-03-30,2018-04,2018-04-27,train,,0,False,True,False,-0.030588177767029018,2017-04,2018-03,,0
SIZE,2018-04,2018-04-27,2018-05,2018-05-31,train,,0,False,True,False,0.00396238939372406,2017-05,2018-04,,0
ILL,2018-04,2018-04-27,2018-05,2018-05-31,train,,0,False,True,False,-0.0028048225045468446,2017-05,2018-04,,0
TURN,2018-04,2018-04-27,2018-05,2018-05-31,train,,0,False,True,False,0.008844927742273523,2017-05,2018-04,,0
BAB,2018-04,2018-04-27,2018-05,2018-05-31,train,,0,False,True,False,0.014716561854003352,2017-05,2018-04,,0
SIZE,2018-05,2018-05-31,2018-06,2018-06-29,train,,0,False,True,False,0.02702265763162023,2017-06,2018-05,,0
ILL,2018-05,2018-05-31,2018-06,2018-06-29,train,,0,False,True,False,-0.039250208287371934,2017-06,2018-05,,0
TURN,2018-05,2018-05-31,2018-06,2018-06-29,train,,0,False,True,False,-0.006534683978279894,2017-06,2018-05,,0
BAB,2018-05,2018-05-31,2018-06,2018-06-29,train,,0,False,True,False,0.014734043233545624,2017-06,2018-05,,0
SIZE,2018-06,2018-06-29,2018-07,2018-07-31,train,,0,False,True,False,0.012930701315824317,2017-07,2018-06,,0
ILL,2018-06,2018-06-29,2018-07,2018-07-31,train,,0,False,True,False,-0.007758408405505201,2017-07,2018-06,,0
TURN,2018-06,2018-06-29,2018-07,2018-07-31,train,,0,False,True,False,-0.06599842721290965,2017-07,2018-06,,0
BAB,2018-06,2018-06-29,2018-07,2018-07-31,train,,0,False,True,False,-0.06184756853971634,2017-07,2018-06,,0
SIZE,2018-07,2018-07-31,2018-08,2018-08-31,train,0.2004428539163301,1,True,True,True,0.048869177161662045,2017-08,2018-07,0.012217294290415511,4
ILL,2018-07,2018-07-31,2018-08,2018-08-31,train,-0.1111382960717131,-1,True,True,True,-0.009906994487631719,2017-08,2018-07,0.0024767486219079296,4
TURN,2018-07,2018-07-31,2018-08,2018-08-31,train,-0.19702478349170716,-1,True,True,True,-0.04204977408872406,2017-08,2018-07,0.010512443522181015,4
BAB,2018-07,2018-07-31,2018-08,2018-08-31,train,-0.12672885344210127,-1,True,True,True,-0.018659285292097427,2017-08,2018-07,0.004664821323024357,4
SIZE,2018-08,2018-08-31,2018-09,2018-09-28,train,0.2484830056038223,1,True,True,True,0.029704259334425373,2017-09,2018-08,0.007426064833606343,4
ILL,2018-08,2018-08-31,2018-09,2018-09-28,train,-0.11311456464092662,-1,True,True,True,0.010517213449183755,2017-09,2018-08,-0.002629303362295939,4
TURN,2018-08,2018-08-31,2018-09,2018-09-28,train,-0.24472428494541554,-1,True,True,True,-0.038372081560967955,2017-09,2018-08,0.009593020390241989,4
BAB,2018-08,2018-08-31,2018-09,2018-09-28,train,-0.14673232028419003,-1,True,True,True,-0.015567403913507813,2017-09,2018-08,0.0038918509783769533,4
SIZE,2018-09,2018-09-28,2018-10,2018-10-31,train,0.3027016814221841,1,True,True,True,0.04935093491720259,2017-10,2018-09,0.012337733729300648,4
ILL,2018-09,2018-09-28,2018-10,2018-10-31,train,-0.08516938859148293,-1,True,True,True,0.01520488663233349,2017-10,2018-09,-0.0038012216580833725,4
TURN,2018-09,2018-09-28,2018-10,2018-10-31,train,-0.26809836461940084,-1,True,True,True,-0.08491229110622263,2017-10,2018-09,0.021228072776555657,4
BAB,2018-09,2018-09-28,2018-10,2018-10-31,train,-0.15095612700509908,-1,True,True,True,-0.027421904155133528,2017-10,2018-09,0.006855476038783382,4
SIZE,2018-10,2018-10-31,2018-11,2018-11-30,train,0.278284990868912,0,True,False,False,,2017-11,2018-10,,0
ILL,2018-10,2018-10-31,2018-11,2018-11-30,train,-0.06133403025031958,0,True,False,False,,2017-11,2018-10,,0
TURN,2018-10,2018-10-31,2018-11,2018-11-30,train,-0.3166742877426222,0,True,False,False,,2017-11,2018-10,,0
BAB,2018-10,2018-10-31,2018-11,2018-11-30,train,-0.13141311159617886,0,True,False,False,,2017-11,2018-10,,0
SIZE,2018-11,2018-11-30,2018-12,2018-12-28,train,,0,False,True,False,-0.0024947448861529446,2017-12,2018-11,,0
ILL,2018-11,2018-11-30,2018-12,2018-12-28,train,,0,False,True,False,0.040002363667902385,2017-12,2018-11,,0
TURN,2018-11,2018-11-30,2018-12,2018-12-28,train,,0,False,True,False,-0.028183337424831152,2017-12,2018-11,,0
BAB,2018-11,2018-11-30,2018-12,2018-12-28,train,,0,False,True,False,-0.05347560153122161,2017-12,2018-11,,0
SIZE,2018-12,2018-12-28,2019-01,2019-01-31,train,,0,False,True,False,0.03202756595427353,2018-01,2018-12,,0
ILL,2018-12,2018-12-28,2019-01,2019-01-31,train,,0,False,True,False,-0.07643194241327099,2018-01,2018-12,,0
TURN,2018-12,2018-12-28,2019-01,2019-01-31,train,,0,False,True,False,0.06041777708475522,2018-01,2018-12,,0
BAB,2018-12,2018-12-28,2019-01,2019-01-31,train,,0,False,True,False,0.0619324838461654,2018-01,2018-12,,0
SIZE,2019-01,2019-01-31,2019-02,2019-02-28,train,,0,False,True,False,-0.08336241424443736,2018-02,2019-01,,0
ILL,2019-01,2019-01-31,2019-02,2019-02-28,train,,0,False,True,False,0.03201155024666474,2018-02,2019-01,,0
TURN,2019-01,2019-01-31,2019-02,2019-02-28,train,,0,False,True,False,0.13974225776778354,2018-02,2019-01,,0
BAB,2019-01,2019-01-31,2019-02,2019-02-28,train,,0,False,True,False,0.13827935834211139,2018-02,2019-01,,0
SIZE,2019-02,2019-02-28,2019-03,2019-03-29,train,,0,False,True,False,-0.04734237899098959,2018-03,2019-02,,0
ILL,2019-02,2019-02-28,2019-03,2019-03-29,train,,0,False,True,False,0.056396276954053644,2018-03,2019-02,,0
TURN,2019-02,2019-02-28,2019-03,2019-03-29,train,,0,False,True,False,0.03540586707252757,2018-03,2019-02,,0
BAB,2019-02,2019-02-28,2019-03,2019-03-29,train,,0,False,True,False,0.07861113442944358,2018-03,2019-02,,0
SIZE,2019-03,2019-03-29,2019-04,2019-04-30,train,,0,False,True,False,0.04629392056929762,2018-04,2019-03,,0
ILL,2019-03,2019-03-29,2019-04,2019-04-30,train,,0,False,True,False,-0.01577145332687025,2018-04,2019-03,,0
TURN,2019-03,2019-03-29,2019-04,2019-04-30,train,,0,False,True,False,-0.025130607790539636,2018-04,2019-03,,0
BAB,2019-03,2019-03-29,2019-04,2019-04-30,train,,0,False,True,False,-0.035986821021497646,2018-04,2019-03,,0
SIZE,2019-04,2019-04-30,2019-05,2019-05-31,train,,0,False,True,False,-0.020321715998813272,2018-05,2019-04,,0
ILL,2019-04,2019-04-30,2019-05,2019-05-31,train,,0,False,True,False,0.03002112284682639,2018-05,2019-04,,0
TURN,2019-04,2019-04-30,2019-05,2019-05-31,train,,0,False,True,False,-0.044171298756013756,2018-05,2019-04,,0
BAB,2019-04,2019-04-30,2019-05,2019-05-31,train,,0,False,True,False,-0.05890093825831682,2018-05,2019-04,,0
SIZE,2019-05,2019-05-31,2019-06,2019-06-28,train,,0,False,True,False,0.028587108636233687,2018-06,2019-05,,0
ILL,2019-05,2019-05-31,2019-06,2019-06-28,train,,0,False,True,False,-0.03449843585353428,2018-06,2019-05,,0
TURN,2019-05,2019-05-31,2019-06,2019-06-28,train,,0,False,True,False,0.030506971492791295,2018-06,2019-05,,0
BAB,2019-05,2019-05-31,2019-06,2019-06-28,train,,0,False,True,False,0.06110789610179036,2018-06,2019-05,,0
SIZE,2019-06,2019-06-28,2019-07,2019-07-31,train,,0,False,True,False,0.028321671271372608,2018-07,2019-06,,0
ILL,2019-06,2019-06-28,2019-07,2019-07-31,train,,0,False,True,False,0.014634781282451733,2018-07,2019-06,,0
TURN,2019-06,2019-06-28,2019-07,2019-07-31,train,,0,False,True,False,0.014683991629180309,2018-07,2019-06,,0
BAB,2019-06,2019-06-28,2019-07,2019-07-31,train,,0,False,True,False,-0.05157867689608701,2018-07,2019-06,,0
SIZE,2019-07,2019-07-31,2019-08,2019-08-30,train,,0,False,True,False,0.00419495039451188,2018-08,2019-07,,0
ILL,2019-07,2019-07-31,2019-08,2019-08-30,train,,0,False,True,False,-0.009517005377425595,2018-08,2019-07,,0
TURN,2019-07,2019-07-31,2019-08,2019-08-30,train,,0,False,True,False,0.07113862709377387,2018-08,2019-07,,0
BAB,2019-07,2019-07-31,2019-08,2019-08-30,train,,0,False,True,False,0.02059560306186401,2018-08,2019-07,,0
SIZE,2019-08,2019-08-30,2019-09,2019-09-30,train,,0,False,True,False,0.011011716095518086,2018-09,2019-08,,0
ILL,2019-08,2019-08-30,2019-09,2019-09-30,train,,0,False,True,False,-0.011124500318954796,2018-09,2019-08,,0
TURN,2019-08,2019-08-30,2019-09,2019-09-30,train,,0,False,True,False,-0.020988082789155572,2018-09,2019-08,,0
BAB,2019-08,2019-08-30,2019-09,2019-09-30,train,,0,False,True,False,0.028344645929003192,2018-09,2019-08,,0
SIZE,2019-09,2019-09-30,2019-10,2019-10-31,train,,0,False,True,False,0.02461856279623683,2018-10,2019-09,,0
ILL,2019-09,2019-09-30,2019-10,2019-10-31,train,,0,False,True,False,0.006933980548153919,2018-10,2019-09,,0
TURN,2019-09,2019-09-30,2019-10,2019-10-31,train,,0,False,True,False,0.017047949668183557,2018-10,2019-09,,0
BAB,2019-09,2019-09-30,2019-10,2019-10-31,train,,0,False,True,False,-0.01681341522189566,2018-10,2019-09,,0
SIZE,2019-10,2019-10-31,2019-11,2019-11-29,train,,0,False,True,False,-0.010867405169433355,2018-11,2019-10,,0
ILL,2019-10,2019-10-31,2019-11,2019-11-29,train,,0,False,True,False,8.141436368113092e-05,2018-11,2019-10,,0
TURN,2019-10,2019-10-31,2019-11,2019-11-29,train,,0,False,True,False,0.0159211196468475,2018-11,2019-10,,0
BAB,2019-10,2019-10-31,2019-11,2019-11-29,train,,0,False,True,False,0.0010909163611254218,2018-11,2019-10,,0
SIZE,2019-11,2019-11-29,2019-12,2019-12-31,train,0.002857439061214384,1,True,True,True,-0.04535357045571027,2018-12,2019-11,-0.011338392613927568,4
ILL,2019-11,2019-11-29,2019-12,2019-12-31,train,0.025756930236477515,1,True,True,True,-0.0162591829043023,2018-12,2019-11,-0.004064795726075575,4
TURN,2019-11,2019-11-29,2019-12,2019-12-31,train,0.2838726141422998,1,True,True,True,0.04680158067456348,2018-12,2019-11,0.01170039516864087,4
BAB,2019-11,2019-11-29,2019-12,2019-12-31,train,0.1639209760656959,1,True,True,True,0.08679669938745552,2018-12,2019-11,0.02169917484686388,4
SIZE,2019-12,2019-12-31,2020-01,2020-01-23,train,-0.040231348523119714,-1,True,True,True,-0.011025646927905992,2019-01,2019-12,0.002756411731976498,4
ILL,2019-12,2019-12-31,2020-01,2020-01-23,train,-0.02973397374447706,-1,True,True,True,-0.04626864286907313,2019-01,2019-12,0.011567160717268283,4
TURN,2019-12,2019-12-31,2020-01,2020-01-23,train,0.3829356231736658,1,True,True,True,0.12584528060119587,2019-01,2019-12,0.03146132015029897,4
BAB,2019-12,2019-12-31,2020-01,2020-01-23,train,0.33641084918927056,1,True,True,True,0.05494492966945193,2019-01,2019-12,0.013736232417362982,4
SIZE,2020-01,2020-01-23,2020-02,2020-02-28,train,-0.08027012794416011,-1,True,True,True,-0.05005409655636296,2019-02,2020-01,0.01251352413909074,4
ILL,2020-01,2020-01-23,2020-02,2020-02-28,train,0.001954459551902099,1,True,True,True,-0.04567615773286655,2019-02,2020-01,-0.011419039433216637,4
TURN,2020-01,2020-01-23,2020-02,2020-02-28,train,0.46826239466268604,1,True,True,True,0.11833389645038404,2019-02,2020-01,0.02958347411259601,4
BAB,2020-01,2020-01-23,2020-02,2020-02-28,train,0.327617217434796,1,True,True,True,0.016520855967909233,2019-02,2020-01,0.004130213991977308,4
SIZE,2020-02,2020-02-28,2020-03,2020-03-31,train,-0.04684944430462079,-1,True,True,True,-0.007923514315776708,2019-03,2020-02,0.001980878578944177,4
ILL,2020-02,2020-02-28,2020-03,2020-03-31,train,-0.07347061242898056,-1,True,True,True,0.03343178130255191,2019-03,2020-02,-0.008357945325637977,4
TURN,2020-02,2020-02-28,2020-03,2020-03-31,train,0.44068327171672106,1,True,True,True,-0.11052653767513214,2019-03,2020-02,-0.027631634418783035,4
BAB,2020-02,2020-02-28,2020-03,2020-03-31,train,0.1856057833027518,1,True,True,True,-0.12126236375116536,2019-03,2020-02,-0.03031559093779134,4
SIZE,2020-03,2020-03-31,2020-04,2020-04-30,train,-0.007410183082666388,-1,True,True,True,0.007282879965561136,2019-04,2020-03,-0.001820719991390284,4
ILL,2020-03,2020-03-31,2020-04,2020-04-30,train,-0.0936119936095473,-1,True,True,True,-0.06124715492496199,2019-04,2020-03,0.015311788731240497,4
TURN,2020-03,2020-03-31,2020-04,2020-04-30,train,0.23763016857391306,1,True,True,True,0.08930014979042718,2019-04,2020-03,0.022325037447606794,4
BAB,2020-03,2020-03-31,2020-04,2020-04-30,train,-0.034094503304463286,-1,True,True,True,0.07614803195466571,2019-04,2020-03,-0.019037007988666428,4
SIZE,2020-04,2020-04-30,2020-05,2020-05-29,train,-0.044418867630453884,-1,True,True,True,-0.0157813763345796,2019-05,2020-04,0.0039453440836449,4
ILL,2020-04,2020-04-30,2020-05,2020-05-29,train,-0.13549111878837694,-1,True,True,True,0.020650078680597806,2019-05,2020-04,-0.0051625196701494515,4
TURN,2020-04,2020-04-30,2020-05,2020-05-29,train,0.3829039446579028,1,True,True,True,0.003104279316425636,2019-05,2020-04,0.000776069829106409,4
BAB,2020-04,2020-04-30,2020-05,2020-05-29,train,0.07826046571742595,1,True,True,True,-0.017684094237918297,2019-05,2020-04,-0.004421023559479574,4
SIZE,2020-05,2020-05-29,2020-06,2020-06-30,train,-0.039990206723558575,-1,True,True,True,-0.02241974016037262,2019-06,2020-05,0.005604935040093155,4
ILL,2020-05,2020-05-29,2020-06,2020-06-30,train,-0.14335634672228548,-1,True,True,True,-0.07490948296805931,2019-06,2020-05,0.018727370742014828,4
TURN,2020-05,2020-05-29,2020-06,2020-06-30,train,0.45130279407231333,1,True,True,True,0.14007178839051743,2019-06,2020-05,0.03501794709762936,4
BAB,2020-05,2020-05-29,2020-06,2020-06-30,train,0.12548449901588432,1,True,True,True,0.11509870402516578,2019-06,2020-05,0.028774676006291446,4
SIZE,2020-06,2020-06-30,2020-07,2020-07-31,train,-0.08759635884988293,-1,True,True,True,-0.0295688781887192,2019-07,2020-06,0.0073922195471798,4
ILL,2020-06,2020-06-30,2020-07,2020-07-31,train,-0.1792111483285035,-1,True,True,True,0.039765684467713315,2019-07,2020-06,-0.009941421116928329,4
TURN,2020-06,2020-06-30,2020-07,2020-07-31,train,0.6056071600732023,1,True,True,True,0.047724185283050856,2019-07,2020-06,0.011931046320762714,4
BAB,2020-06,2020-06-30,2020-07,2020-07-31,train,0.1827508878820301,1,True,True,True,0.03503408085376397,2019-07,2020-06,0.008758520213440993,4
SIZE,2020-07,2020-07-31,2020-08,2020-08-31,train,-0.13896116967825412,-1,True,True,True,-0.008290571815040185,2019-08,2020-07,0.002072642953760046,4
ILL,2020-07,2020-07-31,2020-08,2020-08-31,train,-0.15888150307346238,-1,True,True,True,0.041052179705372206,2019-08,2020-07,-0.010263044926343052,4
TURN,2020-07,2020-07-31,2020-08,2020-08-31,train,0.6578890251055689,1,True,True,True,-0.04585893815053204,2019-08,2020-07,-0.01146473453763301,4
BAB,2020-07,2020-07-31,2020-08,2020-08-31,train,0.2907633435650021,1,True,True,True,-0.03806622115776815,2019-08,2020-07,-0.009516555289442038,4
SIZE,2020-08,2020-08-31,2020-09,2020-09-30,train,-0.14966677961489572,-1,True,True,True,0.04789999326293376,2019-09,2020-08,-0.01197499831573344,4
ILL,2020-08,2020-08-31,2020-09,2020-09-30,train,-0.11593813384999485,-1,True,True,True,-0.0020356701804111546,2019-09,2020-08,0.0005089175451027887,4
TURN,2020-08,2020-08-31,2020-09,2020-09-30,train,0.4768023062847877,1,True,True,True,-0.03464801792338118,2019-09,2020-08,-0.008662004480845295,4
BAB,2020-08,2020-08-31,2020-09,2020-09-30,train,0.21657280997638662,1,True,True,True,-0.011954998326980739,2019-09,2020-08,-0.0029887495817451848,4
SIZE,2020-09,2020-09-30,2020-10,2020-10-30,train,-0.11864109809325507,-1,True,True,True,0.0011711928915490643,2019-10,2020-09,-0.0002927982228872661,4
ILL,2020-09,2020-09-30,2020-10,2020-10-30,train,-0.10781265381131178,-1,True,True,True,0.026444362525771283,2019-10,2020-09,-0.006611090631442821,4
TURN,2020-09,2020-09-30,2020-10,2020-10-30,train,0.4561968127710858,1,True,True,True,0.00570323128282318,2019-10,2020-09,0.001425807820705795,4
BAB,2020-09,2020-09-30,2020-10,2020-10-30,train,0.1688967204011258,1,True,True,True,-0.009697459525585646,2019-10,2020-09,-0.0024243648813964116,4
SIZE,2020-10,2020-10-30,2020-11,2020-11-30,train,-0.1388101140980007,-1,True,True,True,0.008910511523840653,2019-11,2020-10,-0.002227627880960163,4
ILL,2020-10,2020-10-30,2020-11,2020-11-30,train,-0.0905256059452123,-1,True,True,True,-0.0006510840844605275,2019-11,2020-10,0.00016277102111513186,4
TURN,2020-10,2020-10-30,2020-11,2020-11-30,train,0.43995358376704785,1,True,True,True,-0.02628211880888176,2019-11,2020-10,-0.00657052970222044,4
BAB,2020-10,2020-10-30,2020-11,2020-11-30,train,0.1773567801748397,1,True,True,True,-0.005757485497015659,2019-11,2020-10,-0.0014393713742539148,4
SIZE,2020-11,2020-11-30,2020-12,2020-12-31,train,-0.12159043909236866,-1,True,True,True,0.015126382590775523,2019-12,2020-11,-0.0037815956476938807,4
ILL,2020-11,2020-11-30,2020-12,2020-12-31,train,-0.09119174029457777,-1,True,True,True,-0.049029631805291664,2019-12,2020-11,0.012257407951322916,4
TURN,2020-11,2020-11-30,2020-12,2020-12-31,train,0.38013525409000803,1,True,True,True,0.09116995453502075,2019-12,2020-11,0.022792488633755187,4
BAB,2020-11,2020-11-30,2020-12,2020-12-31,train,0.16930255430057772,1,True,True,True,0.06031278967901799,2019-12,2020-11,0.015078197419754498,4
SIZE,2020-12,2020-12-31,2021-01,2021-01-29,train,-0.06594033937467747,-1,True,True,True,0.04201705907416871,2020-01,2020-12,-0.010504264768542177,4
ILL,2020-12,2020-12-31,2021-01,2021-01-29,train,-0.12146603014604418,-1,True,True,True,-0.024773390223673322,2020-01,2020-12,0.0061933475559183306,4
TURN,2020-12,2020-12-31,2021-01,2021-01-29,train,0.43863187662281233,1,True,True,True,0.01690442958296804,2020-01,2020-12,0.00422610739574201,4
BAB,2020-12,2020-12-31,2021-01,2021-01-29,train,0.14080807756229174,1,True,True,True,-0.024720767873242126,2020-01,2020-12,-0.006180191968310531,4
SIZE,2021-01,2021-01-29,2021-02,2021-02-26,train,-0.01584293107177981,-1,True,True,True,-0.008835445987617685,2020-02,2021-01,0.002208861496904421,4
ILL,2021-01,2021-01-29,2021-02,2021-02-26,train,-0.10166558057669595,-1,True,True,True,-0.030375000294292014,2020-02,2021-01,0.007593750073573003,4
TURN,2021-01,2021-01-29,2021-02,2021-02-26,train,0.29942466614576735,1,True,True,True,-0.038285761299255254,2020-02,2021-01,-0.009571440324813814,4
BAB,2021-01,2021-01-29,2021-02,2021-02-26,train,0.05465829978212211,1,True,True,True,-0.04820332835970763,2020-02,2021-01,-0.012050832089926907,4
SIZE,2021-02,2021-02-26,2021-03,2021-03-31,train,0.026860159895673252,1,True,True,True,-0.01262409684290262,2020-03,2021-02,-0.003156024210725655,4
ILL,2021-02,2021-02-26,2021-03,2021-03-31,train,-0.087262129907967,-1,True,True,True,0.08015950988643372,2020-03,2021-02,-0.02003987747160843,4
TURN,2021-02,2021-02-26,2021-03,2021-03-31,train,0.11744373260780328,1,True,True,True,-0.12561419597091192,2020-03,2021-02,-0.03140354899272798,4
BAB,2021-02,2021-02-26,2021-03,2021-03-31,train,-0.01249418193725349,-1,True,True,True,-0.12928962243284498,2020-03,2021-02,0.032322405608211244,4
SIZE,2021-03,2021-03-31,2021-04,2021-04-30,train,0.021994767967672635,1,True,True,True,-0.02832554506072123,2020-04,2021-03,-0.007081386265180308,4
ILL,2021-03,2021-03-31,2021-04,2021-04-30,train,-0.04599170622491211,-1,True,True,True,0.019730458229625342,2020-04,2021-03,-0.004932614557406336,4
TURN,2021-03,2021-03-31,2021-04,2021-04-30,train,0.09848913765195122,1,True,True,True,0.10312368140581973,2020-04,2021-03,0.025780920351454933,4
BAB,2021-03,2021-03-31,2021-04,2021-04-30,train,-0.021515036768385953,-1,True,True,True,0.09785262395688665,2020-04,2021-03,-0.024463155989221663,4
SIZE,2021-04,2021-04-30,2021-05,2021-05-31,train,-0.014133736543070263,-1,True,True,True,-0.004531163738572021,2020-05,2021-04,0.0011327909346430052,4
ILL,2021-04,2021-04-30,2021-05,2021-05-31,train,0.03630185481714454,1,True,True,True,-0.02981189736032358,2020-05,2021-04,-0.007452974340080895,4
TURN,2021-04,2021-04-30,2021-05,2021-05-31,train,0.1124292801612663,1,True,True,True,0.07114285327019153,2020-05,2021-04,0.017785713317547882,4
BAB,2021-04,2021-04-30,2021-05,2021-05-31,train,-0.0017801896315330357,-1,True,True,True,0.06145364329385628,2020-05,2021-04,-0.01536341082346407,4
SIZE,2021-05,2021-05-31,2021-06,2021-06-30,train,-0.002864690430311123,-1,True,True,True,-0.016216761307462108,2020-06,2021-05,0.004054190326865527,4
ILL,2021-05,2021-05-31,2021-06,2021-06-30,train,-0.014933960925451073,-1,True,True,True,-0.003203627974837698,2020-06,2021-05,0.0008009069937094245,4
TURN,2021-05,2021-05-31,2021-06,2021-06-30,train,0.18788315211380713,1,True,True,True,0.06040804241004481,2020-06,2021-05,0.015102010602511203,4
BAB,2021-05,2021-05-31,2021-06,2021-06-30,train,0.07863880479640684,1,True,True,True,0.06499256694354008,2020-06,2021-05,0.01624814173588502,4
SIZE,2021-06,2021-06-30,2021-07,2021-07-30,train,0.0034623698560387606,1,True,True,True,-0.04796842214498214,2020-07,2021-06,-0.011992105536245535,4
ILL,2021-06,2021-06-30,2021-07,2021-07-30,train,0.06142073221663402,1,True,True,True,-0.04377956600773045,2020-07,2021-06,-0.010944891501932612,4
TURN,2021-06,2021-06-30,2021-07,2021-07-30,train,0.10487853552025728,1,True,True,True,0.1421520784263593,2020-07,2021-06,0.035538019606589824,4
BAB,2021-06,2021-06-30,2021-07,2021-07-30,train,0.0301709663713432,1,True,True,True,0.06191344069127944,2020-07,2021-06,0.01547836017281986,4
SIZE,2021-07,2021-07-30,2021-08,2021-08-31,train,-0.015563452345706219,-1,True,True,True,-0.05283923228438918,2020-08,2021-07,0.013209808071097295,4
ILL,2021-07,2021-07-30,2021-08,2021-08-31,train,-0.023864502964275003,-1,True,True,True,0.03003232891075474,2020-08,2021-07,-0.007508082227688685,4
TURN,2021-07,2021-07-30,2021-08,2021-08-31,train,0.2044575599943903,1,True,True,True,0.04972352448815889,2020-08,2021-07,0.012430881122039723,4
