label_id,threshold_id,known_failed_family,overlap_source,cluster_split_bucket,horizon_sessions,positive_step_n,failed_family_positive_step_n,failed_family_positive_share,all_step_failed_family_share,share_delta,hard_projection_coverage,soft_overlap_coverage,soft_overlap_status,overlap_status,blocking_reason
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,validation,5,1343,50,0.03723008190618019,0.02601685599120557,0.01121322591497462,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,validation,5,1343,199,0.14817572598659717,0.14657383657017223,0.0016018894164249453,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,validation,8,844,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,validation,8,844,579,0.6860189573459715,0.7255594817432274,-0.03954052439725586,1.0,0.5,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,validation,8,844,32,0.037914691943127965,0.025323910482921083,0.012590781460206882,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,validation,8,844,134,0.15876777251184834,0.14664310954063603,0.012124662971212313,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,validation,13,519,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,validation,13,519,344,0.6628131021194605,0.7277992277992278,-0.06498612567976725,1.0,0.5,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,validation,13,519,23,0.04431599229287091,0.026061776061776062,0.018254216231094845,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,validation,13,519,84,0.16184971098265896,0.14478764478764478,0.017062066195014186,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,validation,15,429,0,0.0,0.0,0.0,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,validation,15,429,291,0.6783216783216783,0.7307262569832402,-0.052404578661561896,1.0,0.5,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,validation,15,429,15,0.03496503496503497,0.02346368715083799,0.01150134781419698,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,validation,15,429,64,0.14918414918414918,0.1441340782122905,0.0050500709718586945,1.0,0.5,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,choppy_reversal_winner,hard_15b_taxonomy,validation,20,325,0,0.0,0.0,0.0,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,late_rescue_winner,hard_15b_taxonomy,validation,20,325,222,0.683076923076923,0.7364457831325302,-0.05336886005560715,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up50pct,jump_repricing_winner,hard_15b_taxonomy,validation,20,325,11,0.033846153846153845,0.022590361445783132,0.011255792400370713,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up50pct,unclassified_mixed_path,hard_15b_taxonomy,validation,20,325,47,0.14461538461538462,0.1430722891566265,0.0015430954587581092,1.0,0.9090909090909091,soft_overlap_partial_coverage_caveat,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,validation,5,274,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,validation,5,274,195,0.7116788321167883,0.7617260787992496,-0.0500472466824613,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,validation,5,274,7,0.025547445255474453,0.020637898686679174,0.004909546568795279,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,validation,5,274,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,validation,8,164,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,validation,8,164,115,0.7012195121951219,0.7620481927710844,-0.06082868057596247,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,validation,8,164,5,0.03048780487804878,0.02108433734939759,0.009403467528651191,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,validation,8,164,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,validation,13,102,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,validation,13,102,71,0.696078431372549,0.7673267326732673,-0.07124830130071835,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,validation,13,102,3,0.029411764705882353,0.019801980198019802,0.00960978450786255,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,validation,13,102,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,validation,15,85,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,validation,15,85,58,0.6823529411764706,0.7701149425287356,-0.08776200135226497,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,validation,15,85,3,0.03529411764705882,0.017241379310344827,0.018052738336713996,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,validation,15,85,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,choppy_reversal_winner,hard_15b_taxonomy,validation,20,66,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,late_rescue_winner,hard_15b_taxonomy,validation,20,66,46,0.696969696969697,0.7751937984496124,-0.07822410147991543,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up100pct,jump_repricing_winner,hard_15b_taxonomy,validation,20,66,1,0.015151515151515152,0.015503875968992248,-0.0003523608174770959,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up100pct,unclassified_mixed_path,hard_15b_taxonomy,validation,20,66,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,validation,5,174,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,validation,5,174,126,0.7241379310344828,0.7559523809523809,-0.03181444991789817,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,validation,5,174,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,validation,5,174,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,validation,8,107,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,validation,8,107,78,0.7289719626168224,0.7571428571428571,-0.028170894526034718,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,validation,8,107,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,validation,8,107,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,validation,13,64,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,validation,13,64,44,0.6875,0.7578125,-0.0703125,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,validation,13,64,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,validation,13,64,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,validation,15,55,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,validation,15,55,37,0.6727272727272727,0.7636363636363637,-0.09090909090909094,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,validation,15,55,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,validation,15,55,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,choppy_reversal_winner,hard_15b_taxonomy,validation,20,42,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,late_rescue_winner,hard_15b_taxonomy,validation,20,42,29,0.6904761904761905,0.7682926829268293,-0.07781649245063882,1.0,1.0,pass,episode_context_exposure_caveat,nonblocking_episode_context_exposure_caveat
continuation_survival_h20_no_deep_drawdown,up150pct,jump_repricing_winner,hard_15b_taxonomy,validation,20,42,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
continuation_survival_h20_no_deep_drawdown,up150pct,unclassified_mixed_path,hard_15b_taxonomy,validation,20,42,0,0.0,0.0,0.0,1.0,1.0,pass,pass,
