code,name,instrument,exchange,base_date,price_date,close,shares_date,total_shares,shares_source,market_cap
600926,杭州银行,SH600926,SH,2025-12-31,2025-12-31,15.28,2025-07-04,7249002548.0,stock_zh_a_gbjg_em,110764758933.44
600015,华夏银行,SH600015,SH,2025-12-31,2025-12-31,6.87,2024-01-08,15914928468.0,stock_zh_a_gbjg_em,109335558575.16
600418,江淮汽车,SH600418,SH,2025-12-31,2025-12-31,49.5,2023-06-13,2184009791.0,stock_zh_a_gbjg_em,108108484654.5
600010,包钢股份,SH600010,SH,2025-12-31,2025-12-31,2.38,2025-03-05,45288619348.0,stock_zh_a_gbjg_em,107786914048.23999
600893,航发动力,SH600893,SH,2025-12-31,2025-12-31,40.03,2023-09-25,2665594238.0,stock_zh_a_gbjg_em,106703737347.14
002027,分众传媒,SZ002027,SZ,2025-12-31,2025-12-31,7.37,2021-09-28,14442199726.0,stock_zh_a_gbjg_em,106439011980.62
002625,光启技术,SZ002625,SZ,2025-12-31,2025-12-31,48.76,2025-12-31,2154587862.0,stock_zh_a_gbjg_em,105057704151.12
600886,国投电力,SH600886,SH,2025-12-31,2025-12-31,13.12,2025-03-04,8004494262.0,stock_zh_a_gbjg_em,105018964717.43999
002837,英维克,SZ002837,SZ,2025-12-31,2025-12-31,106.89,2025-12-31,977050929.0,stock_zh_a_gbjg_em,104436973800.81
601186,中国铁建,SH601186,SH,2025-12-31,2025-12-31,7.67,2016-07-18,13579541500.0,stock_zh_a_gbjg_em,104155083305.0
601006,大秦铁路,SH601006,SH,2025-12-31,2025-12-31,5.16,2025-02-10,20147177716.0,stock_zh_a_gbjg_em,103959437014.56
600160,巨化股份,SH600160,SH,2025-12-31,2025-12-31,38.42,2020-05-12,2699746081.0,stock_zh_a_gbjg_em,103724244432.02
002241,歌尔股份,SZ002241,SZ,2025-12-31,2025-12-31,28.73,2025-12-31,3547433388.0,stock_zh_a_gbjg_em,101917761237.24
600436,片仔癀,SH600436,SH,2025-12-31,2025-12-31,168.78,2016-05-24,603317210.0,stock_zh_a_gbjg_em,101827878703.8
000538,云南白药,SZ000538,SZ,2025-12-31,2025-12-31,56.76,2025-12-31,1784262603.0,stock_zh_a_gbjg_em,101274745346.28
601868,中国能建,SH601868,SH,2025-12-31,2025-12-31,2.35,2024-09-30,41691163636.0,stock_zh_a_gbjg_em,97974234544.6
000977,浪潮信息,SZ000977,SZ,2025-12-31,2025-12-31,66.6,2025-12-04,1468476655.0,stock_zh_a_gbjg_em,97800545222.99998
601869,长飞光纤,SH601869,SH,2025-12-31,2025-12-31,116.36,2025-12-17,827905108.0,stock_zh_a_gbjg_em,96335038366.88
000100,TCL科技,SZ000100,SZ,2025-12-31,2025-12-31,4.54,2025-12-31,20800862447.0,stock_zh_a_gbjg_em,94435915509.38
002709,天赐材料,SZ002709,SZ,2025-12-31,2025-12-31,46.33,2025-12-02,2033891587.0,stock_zh_a_gbjg_em,94230197225.70999
600958,东方证券,SH600958,SH,2025-12-31,2025-12-31,10.9,2022-05-31,8496645292.0,stock_zh_a_gbjg_em,92613433682.8
600438,通威股份,SH600438,SH,2025-12-31,2025-12-31,20.52,2025-12-31,4501990089.0,stock_zh_a_gbjg_em,92380836626.28
603296,华勤技术,SH603296,SH,2025-12-31,2025-12-31,90.74,2025-10-28,1015732344.0,stock_zh_a_gbjg_em,92167552894.56
002311,海大集团,SZ002311,SZ,2025-12-31,2025-12-31,55.38,2024-06-30,1663749970.0,stock_zh_a_gbjg_em,92138473338.6
000895,双汇发展,SZ000895,SZ,2025-12-31,2025-12-31,26.47,2025-12-31,3464661213.0,stock_zh_a_gbjg_em,91709582308.11
002304,洋河股份,SZ002304,SZ,2025-12-31,2025-12-31,60.74,2025-01-24,1506445074.0,stock_zh_a_gbjg_em,91501473794.76001
002466,天齐锂业,SZ002466,SZ,2025-12-31,2025-12-31,55.38,2025-12-31,1641194983.0,stock_zh_a_gbjg_em,90889378158.54001
600795,国电电力,SH600795,SH,2025-12-31,2025-12-31,5.04,2021-09-17,17835619082.0,stock_zh_a_gbjg_em,89891520173.28
601825,沪农商行,SH601825,SH,2025-12-31,2025-12-31,9.29,2025-12-31,9644444445.0,stock_zh_a_gbjg_em,89596888894.04999
601669,中国电建,SH601669,SH,2025-12-31,2025-12-31,5.2,2023-07-13,17226159334.0,stock_zh_a_gbjg_em,89576028536.8
600415,小商品城,SH600415,SH,2025-12-31,2025-12-31,15.95,2025-11-05,5483559226.0,stock_zh_a_gbjg_em,87462769654.7
600039,四川路桥,SH600039,SH,2025-12-31,2025-12-31,9.95,2025-12-01,8695590645.0,stock_zh_a_gbjg_em,86521126917.75
002202,金风科技,SZ002202,SZ,2025-12-31,2025-12-31,20.4,2025-12-31,4225067647.0,stock_zh_a_gbjg_em,86191379998.79999
600875,东方电气,SH600875,SH,2025-12-31,2025-12-31,24.28,2025-10-15,3458360326.0,stock_zh_a_gbjg_em,83968988715.28
002558,巨人网络,SZ002558,SZ,2025-12-31,2025-12-31,43.29,2025-12-31,1934750611.0,stock_zh_a_gbjg_em,83755353950.19
601916,浙商银行,SH601916,SH,2025-12-31,2025-12-31,3.04,2023-07-28,27464635963.0,stock_zh_a_gbjg_em,83492493327.52
600600,青岛啤酒,SH600600,SH,2025-12-31,2025-12-31,61.2,2025-11-13,1364195121.0,stock_zh_a_gbjg_em,83488741405.2
601238,广汽集团,SH601238,SH,2025-12-31,2025-12-31,8.16,2025-02-27,10197065900.0,stock_zh_a_gbjg_em,83208057744.0
000708,中信特钢,SZ000708,SZ,2025-12-31,2025-12-31,16.37,2025-12-31,5047158005.0,stock_zh_a_gbjg_em,82621976541.85
600009,上海机场,SH600009,SH,2025-12-31,2025-12-31,32.76,2025-11-04,2488313040.0,stock_zh_a_gbjg_em,81517135190.4
603268,松发股份,SH603268,SH,2025-12-31,2025-12-31,83.38,2025-12-31,970778303.0,stock_zh_a_gbjg_em,80943494904.14
601788,光大证券,SH601788,SH,2025-12-31,2025-12-31,17.55,2016-09-09,4610787639.0,stock_zh_a_gbjg_em,80919323064.45
000630,铜陵有色,SZ000630,SZ,2025-12-31,2025-12-31,6.01,2025-12-31,13409471510.0,stock_zh_a_gbjg_em,80590923775.09999
000988,华工科技,SZ000988,SZ,2025-12-31,2025-12-31,79.33,2021-06-30,1005502707.0,stock_zh_a_gbjg_em,79766529746.31
605117,德业股份,SH605117,SH,2025-12-31,2025-12-31,86.2,2025-12-31,908683898.0,stock_zh_a_gbjg_em,78328552007.6
600221,海航控股,SH600221,SH,2025-12-31,2025-12-31,1.81,2025-12-26,43215632535.0,stock_zh_a_gbjg_em,78220294888.35
601360,三六零,SH601360,SH,2025-12-31,2025-12-31,11.17,2024-11-12,6999557879.0,stock_zh_a_gbjg_em,78185061508.43
001979,招商蛇口,SZ001979,SZ,2025-12-31,2025-12-31,8.64,2025-12-31,9016032171.0,stock_zh_a_gbjg_em,77898517957.44
002001,新 和 成,SZ002001,SZ,2025-12-31,2025-12-31,25.19,2025-06-30,3073421680.0,stock_zh_a_gbjg_em,77419492119.2
600580,XD卧龙电,SH600580,SH,2025-12-31,2025-12-31,49.1,2025-12-18,1562117511.0,stock_zh_a_gbjg_em,76699969790.1
002179,中航光电,SZ002179,SZ,2025-12-31,2025-12-31,35.44,2025-12-25,2118271050.0,stock_zh_a_gbjg_em,75071526012.0
603893,瑞芯微,SH603893,SH,2025-12-31,2025-12-31,178.28,2025-12-31,420949000.0,stock_zh_a_gbjg_em,75046787720.0
002532,天山铝业,SZ002532,SZ,2025-12-31,2025-12-31,16.18,2025-12-29,4628737415.0,stock_zh_a_gbjg_em,74892971374.7
000157,中联重科,SZ000157,SZ,2025-12-31,2025-12-31,8.63,2025-12-31,8648535236.0,stock_zh_a_gbjg_em,74636859086.68001
603195,公牛集团,SH603195,SH,2025-12-31,2025-12-31,40.83,2025-12-25,1807973428.0,stock_zh_a_gbjg_em,73819555065.23999
601077,渝农商行,SH601077,SH,2025-12-31,2025-12-31,6.46,2025-10-30,11357000000.0,stock_zh_a_gbjg_em,73366220000.0
600048,保利发展,SH600048,SH,2025-12-31,2025-12-31,6.1,2022-07-27,11970443418.0,stock_zh_a_gbjg_em,73019704849.8
002353,杰瑞股份,SZ002353,SZ,2025-12-31,2025-12-31,70.83,2025-12-31,1023855833.0,stock_zh_a_gbjg_em,72519708651.39
601872,招商轮船,SH601872,SH,2025-12-31,2025-12-31,8.98,2025-05-22,8074538502.0,stock_zh_a_gbjg_em,72509355747.96
600066,宇通客车,SH600066,SH,2025-12-31,2025-12-31,32.7,2022-05-11,2213939223.0,stock_zh_a_gbjg_em,72395812592.1
001391,国货航,SZ001391,SZ,2025-12-31,2025-12-31,5.92,2025-12-30,12208881225.0,stock_zh_a_gbjg_em,72276576852.0
