arm_order,arm_id,model_seed,fold,aggregation_key,metric_id,operator_i,operator_j,alignment_permutation_json,metric_value,observation_n,status
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,0,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,0,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,0,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,0,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,1,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,1,1,,1.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,1,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,1,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,2,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,2,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,2,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,2,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,3,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,3,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,3,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,fold,transition_share,3,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260714,validation_late,seed_pair:20260713:20260714,cross_seed_assignment_agreement_aligned,,,"[1,0,3,2]",0.0,501670,pass
-1,SEALED_V4_R2,20260714,validation_late,seed_pair:20260713:20260714,cross_seed_assignment_agreement_raw,,,,0.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,effective_operator_count,,,,3.9997536373368496,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,k_frobenius_distance,0,1,,0.8072749032145463,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,k_frobenius_distance,0,2,,0.7976723323456104,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,k_frobenius_distance,0,3,,0.8077844556224233,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,k_frobenius_distance,1,2,,0.8035627861353328,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,k_frobenius_distance,1,3,,0.8184729872956575,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,k_frobenius_distance,2,3,,0.814055729886464,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,selection_share,0,,,0.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,selection_share,1,,,1.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,selection_share,2,,,0.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,selection_share,3,,,0.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,selector_entropy,,,,1.3862327685573201,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,spectral_radius,0,,,1.0605875499527893,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,spectral_radius,1,,,1.1086504643214807,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,spectral_radius,2,,,1.0752353510969337,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,spectral_radius,3,,,1.0668879352667353,4096,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,switching_rate,,,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,0,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,0,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,0,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,0,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,1,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,1,1,,1.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,1,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,1,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,2,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,2,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,2,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,2,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,3,0,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,3,1,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,3,2,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,fold,transition_share,3,3,,0.0,467388,pass
-1,SEALED_V4_R2,20260715,validation_early,seed_pair:20260713:20260715,cross_seed_assignment_agreement_aligned,,,"[3,0,2,1]",1.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,seed_pair:20260713:20260715,cross_seed_assignment_agreement_raw,,,,0.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,seed_pair:20260714:20260715,cross_seed_assignment_agreement_aligned,,,"[2,0,3,1]",0.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_early,seed_pair:20260714:20260715,cross_seed_assignment_agreement_raw,,,,1.0,519320,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,effective_operator_count,,,,3.9997521935439,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,k_frobenius_distance,0,1,,0.8072749032145463,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,k_frobenius_distance,0,2,,0.7976723323456104,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,k_frobenius_distance,0,3,,0.8077844556224233,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,k_frobenius_distance,1,2,,0.8035627861353328,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,k_frobenius_distance,1,3,,0.8184729872956575,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,k_frobenius_distance,2,3,,0.814055729886464,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,selection_share,0,,,0.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,selection_share,1,,,1.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,selection_share,2,,,0.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,selection_share,3,,,0.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,selector_entropy,,,,1.3862324075867851,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,spectral_radius,0,,,1.0605875499527893,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,spectral_radius,1,,,1.1086504643214807,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,spectral_radius,2,,,1.0752353510969337,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,spectral_radius,3,,,1.0668879352667353,4096,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,switching_rate,,,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,0,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,0,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,0,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,0,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,1,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,1,1,,1.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,1,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,1,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,2,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,2,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,2,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,2,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,3,0,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,3,1,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,3,2,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,fold,transition_share,3,3,,0.0,451503,pass
-1,SEALED_V4_R2,20260715,validation_late,seed_pair:20260713:20260715,cross_seed_assignment_agreement_aligned,,,"[3,0,2,1]",1.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,seed_pair:20260713:20260715,cross_seed_assignment_agreement_raw,,,,0.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,seed_pair:20260714:20260715,cross_seed_assignment_agreement_aligned,,,"[2,0,3,1]",0.0,501670,pass
-1,SEALED_V4_R2,20260715,validation_late,seed_pair:20260714:20260715,cross_seed_assignment_agreement_raw,,,,1.0,501670,pass
