token_id,family_id,primitive_id,split_bucket,treated_n,treated_positive_n,treated_winner_rate,control_n,control_positive_n,control_winner_rate,native_baseline_winner_rate,winner_rate_diff_vs_control,winner_rate_diff_vs_control_ci_low,winner_rate_diff_vs_control_ci_high,winner_rate_ratio_vs_control,odds_ratio_vs_control,auc_one_vs_rest,broad_morphology_baseline_auc,auc_margin_vs_broad_morphology_baseline,rank_ic,top_decile_lift,control_match_quality,metric_status
recent_range_activity_20d__top_10pct,volatility_range,recent_range_activity_20d,train,21680,1756,0.08099630996309963,184221,28397,0.1541463785344776,0.14517929462992518,-0.07315006857137797,-0.07713856210090311,-0.06916157504185283,0.5254506186467647,0.4837448519318098,0.39735660235307263,,,-0.12525973844370275,-0.06418298466682555,coarsened_caveat,fail
recent_range_activity_20d__top_10pct,volatility_range,recent_range_activity_20d,validation,1847,94,0.05089334055224689,43983,3933,0.08942091262533251,0.09591074428694929,-0.038527572073085624,-0.04889938049043716,-0.028155763655734085,0.5691436047570493,0.5487250996925686,0.37249826148728565,,,-0.13006067882862096,-0.04926256291360073,coarsened_caveat,fail
recent_range_activity_20d__top_10pct,volatility_range,recent_range_activity_20d,robustness,10805,990,0.09162424803331791,103803,14943,0.14395537701222508,0.1363712925107569,-0.05233112897890717,-0.058174984197175844,-0.04648727376063849,0.6364767328249012,0.6000652497644,0.39329985153550606,,,-0.12684713453156835,-0.044272073401891474,coarsened_caveat,fail
intraday_range_mean_20d__bottom_10pct,volatility_range,intraday_range_mean_20d,train,21680,4656,0.21476014760147602,153920,21322,0.13852650727650728,0.14517929462992518,0.07623364032496874,0.07050134582713206,0.08196593482280541,1.5503180714200913,1.7009272137203684,0.6049415933791418,,,0.1280643160956838,0.06958085297155084,coarsened_caveat,pass
intraday_range_mean_20d__bottom_10pct,volatility_range,intraday_range_mean_20d,validation,9828,1619,0.16473341473341474,44052,3749,0.08510396803777354,0.09591074428694929,0.0796294466956412,0.07184665577248026,0.08741223761880215,1.9356725489027438,2.1204774072196777,0.6232111575573632,,,0.1256839859453072,0.08758297615017352,coarsened_caveat,pass
intraday_range_mean_20d__bottom_10pct,volatility_range,intraday_range_mean_20d,robustness,24876,5097,0.20489628557645923,87150,10999,0.12620768789443487,0.1363712925107569,0.07868859768202435,0.07320965459084673,0.08416754077320197,1.6234849793607076,1.7842160579514563,0.615867088343724,,,0.13774496405144857,0.08511086948587457,coarsened_caveat,pass
intraday_range_mean_20d__bottom_20pct,volatility_range,intraday_range_mean_20d,train,43359,8902,0.20530916303420282,148477,19866,0.13379850077789826,0.14517929462992518,0.07151066225630456,0.06733289967473946,0.07568842483786967,1.5344653478218733,1.6725790757200416,0.6049415933791418,,,0.1280643160956838,0.06958085297155084,coarsened_caveat,pass
intraday_range_mean_20d__bottom_20pct,volatility_range,intraday_range_mean_20d,validation,19859,2824,0.14220252782113904,41448,3056,0.0737309399729782,0.09591074428694929,0.06847158784816085,0.06300119115634067,0.07394198453998102,1.9286683158149773,2.0826135373249373,0.6232111575573632,,,0.1256839859453072,0.08758297615017352,insufficient_control,pass
intraday_range_mean_20d__bottom_20pct,volatility_range,intraday_range_mean_20d,robustness,46500,8771,0.1886236559139785,84114,9041,0.10748507977268945,0.1363712925107569,0.08113857614128905,0.07701249783972897,0.08526465444284914,1.7548822247039473,1.9303630448359572,0.615867088343724,,,0.13774496405144857,0.08511086948587457,insufficient_control,pass
intraday_range_mean_20d__top_20pct,volatility_range,intraday_range_mean_20d,train,43359,3387,0.07811527018612052,164375,26848,0.16333384030418252,0.14517929462992518,-0.085218570118062,-0.08831272431807319,-0.08212441591805081,0.4782552717835057,0.4340977291601368,0.3950584066208582,,,-0.1280643160956838,-0.0783435012719916,coarsened_caveat,fail
intraday_range_mean_20d__top_20pct,volatility_range,intraday_range_mean_20d,validation,4768,213,0.04467281879194631,41441,3805,0.09181728240148646,0.09591074428694929,-0.047144463609540145,-0.0536339659477652,-0.04065496127131509,0.48654041617793614,0.4635102383527438,0.3767888424426368,,,-0.1256839859453072,-0.051219829264930045,coarsened_caveat,fail
intraday_range_mean_20d__top_20pct,volatility_range,intraday_range_mean_20d,robustness,15923,1227,0.07705834327702066,94735,13276,0.14013828046656462,0.1363712925107569,-0.06307993718954397,-0.06777505603429239,-0.058384818344795544,0.5498736178328225,0.5124667847128761,0.384132911656276,,,-0.13774496405144857,-0.0627990983597846,coarsened_caveat,fail
intraday_range_mean_20d__top_10pct,volatility_range,intraday_range_mean_20d,train,21680,1449,0.06683579335793358,156745,22718,0.1449360426169894,0.14517929462992518,-0.07810024925905582,-0.08185368666712538,-0.07434681185098625,0.4611399079975921,0.4226728961958314,0.3950584066208582,,,-0.1280643160956838,-0.0783435012719916,coarsened_caveat,fail
intraday_range_mean_20d__top_10pct,volatility_range,intraday_range_mean_20d,validation,2068,131,0.06334622823984526,26788,2006,0.0748842765417351,0.09591074428694929,-0.011538048301889842,-0.02249937292002391,-0.000576723683755772,0.8459216161958998,0.8382817134635017,0.3767888424426368,,,-0.1256839859453072,-0.051219829264930045,coarsened_caveat,fail
intraday_range_mean_20d__top_10pct,volatility_range,intraday_range_mean_20d,robustness,7911,487,0.06155985336872709,74802,9628,0.12871313601240608,0.1363712925107569,-0.067153282643679,-0.07296805651731243,-0.061338508770045555,0.47827172327456624,0.44445365476974624,0.384132911656276,,,-0.13774496405144857,-0.0627990983597846,coarsened_caveat,fail
turnover_rate_median_20d__bottom_10pct,liquidity_attention,turnover_rate_median_20d,train,21680,3858,0.1779520295202952,141757,21195,0.1495164259965998,0.14517929462992518,0.028435603523695396,0.023016558346791196,0.0338546487005996,1.1901838097998816,1.2314547555181494,0.5619822060002287,,,0.07563930150935635,0.032772734890370026,coarsened_caveat,pass
turnover_rate_median_20d__bottom_10pct,liquidity_attention,turnover_rate_median_20d,validation,8824,1316,0.14913871260199457,41104,3858,0.09385947839626314,0.09591074428694929,0.05527923420573143,0.04732990470655059,0.06322856370491227,1.5889573983391354,1.692523247960117,0.585542019232504,,,0.08725883409604278,0.06980447345893229,coarsened_caveat,pass
turnover_rate_median_20d__bottom_10pct,liquidity_attention,turnover_rate_median_20d,robustness,12930,2173,0.16805877803557617,91589,12925,0.14111956676020046,0.1363712925107569,0.026939211275375713,0.020111167406403396,0.03376725514434803,1.1908963575628926,1.22964493251171,0.5282151828785067,,,0.03354273770284601,0.031903091197710426,coarsened_caveat,pass
turnover_rate_median_20d__bottom_20pct,liquidity_attention,turnover_rate_median_20d,train,43359,7839,0.18079291496575106,140955,19830,0.14068319676492497,0.14517929462992518,0.040109718200826094,0.036057999680373834,0.044161436721278355,1.2851066731718328,1.3480661767784348,0.5619822060002287,,,0.07563930150935635,0.032772734890370026,coarsened_caveat,pass
turnover_rate_median_20d__bottom_20pct,liquidity_attention,turnover_rate_median_20d,validation,17702,2323,0.13122810981809965,43605,3557,0.08157321408095401,0.09591074428694929,0.04965489573714564,0.04405663626318513,0.05525315521110615,1.6087156954226134,1.7007551943558128,0.585542019232504,,,0.08725883409604278,0.06980447345893229,insufficient_control,pass
turnover_rate_median_20d__bottom_20pct,liquidity_attention,turnover_rate_median_20d,robustness,27975,4274,0.1527792672028597,84912,11815,0.1391440550216695,0.1363712925107569,0.01363521218119021,0.008819288926958616,0.018451135435421803,1.0979934944332816,1.1157320502870156,0.5282151828785067,,,0.03354273770284601,0.031903091197710426,coarsened_caveat,pass
turnover_rate_median_20d__top_20pct,liquidity_attention,turnover_rate_median_20d,train,43359,4410,0.1017089877534076,150698,23166,0.15372466787880396,0.14517929462992518,-0.052015680125396355,-0.05539366559309609,-0.04863769465769662,0.6616308830382034,0.6233707024761497,0.4380177939997713,,,-0.07563930150935635,-0.05472726510962998,coarsened_caveat,fail
turnover_rate_median_20d__top_20pct,liquidity_attention,turnover_rate_median_20d,validation,5803,478,0.08237118731690504,44169,3371,0.07632049627566846,0.09591074428694929,0.0060506910412365805,-0.0014438089023138213,0.013545190984786983,1.0792800274697059,1.0872829684749556,0.41445798076749596,,,-0.08725883409604278,-0.0107696580041243,coarsened_caveat,pass
turnover_rate_median_20d__top_20pct,liquidity_attention,turnover_rate_median_20d,robustness,24271,2953,0.12166783404062462,91469,12224,0.13364090566202758,0.1363712925107569,-0.011973071621402959,-0.016639587801211303,-0.007306555441594615,0.9104086315332046,0.8980982215863702,0.47178481712149334,,,-0.03354273770284601,-0.033936749561744486,coarsened_caveat,fail
turnover_rate_median_20d__top_10pct,liquidity_attention,turnover_rate_median_20d,train,21680,1961,0.0904520295202952,144721,20370,0.1407535879381707,0.14517929462992518,-0.050301558417875494,-0.05451910479411272,-0.04608401204163827,0.6426268121849111,0.6072139674299867,0.4380177939997713,,,-0.07563930150935635,-0.05472726510962998,coarsened_caveat,fail
turnover_rate_median_20d__top_10pct,liquidity_attention,turnover_rate_median_20d,validation,2789,257,0.09214772319827895,29537,1853,0.06273487490266445,0.09591074428694929,0.029412848295614497,0.018328066932242548,0.04049762965898644,1.4688436589895117,1.5186995814593718,0.41445798076749596,,,-0.08725883409604278,-0.0107696580041243,coarsened_caveat,pass
turnover_rate_median_20d__top_10pct,liquidity_attention,turnover_rate_median_20d,robustness,13249,1357,0.10242282436410295,85260,11533,0.13526859019469856,0.1363712925107569,-0.032845765830595605,-0.0384960228475989,-0.027195508813592315,0.7571811328607837,0.7296844075578103,0.47178481712149334,,,-0.03354273770284601,-0.033936749561744486,coarsened_caveat,fail
turnover_zscore_20d__bottom_10pct,liquidity_attention,turnover_zscore_20d,train,21680,2429,0.11203874538745387,194132,28825,0.14848144561432428,0.14517929462992518,-0.036442700226870406,-0.04092931541844141,-0.031956085035299404,0.7545639451711083,0.7237157739284106,0.44107910851588233,,,-0.0719034600932692,-0.03314054924247131,coarsened_caveat,fail
turnover_zscore_20d__bottom_10pct,liquidity_attention,turnover_zscore_20d,validation,5723,513,0.08963830159007513,54568,5304,0.09719982407271661,0.09591074428694929,-0.007561522482641483,-0.015368713962535769,0.000245668997252803,0.9222064180179524,0.9152730467707298,0.46068759129032744,,,-0.04010140251656994,-0.005550281067246143,coarsened_caveat,fail
turnover_zscore_20d__bottom_10pct,liquidity_attention,turnover_zscore_20d,robustness,14854,1601,0.10778241551097348,114383,15716,0.13739803991851937,0.1363712925107569,-0.029615624407545893,-0.03498685726293528,-0.024244391552156505,0.7844538071641435,0.7586031610665961,0.4408719156674978,,,-0.07029257373456753,-0.027812113212027742,coarsened_caveat,fail
turnover_zscore_20d__bottom_20pct,liquidity_attention,turnover_zscore_20d,train,43359,4983,0.11492423718259184,172953,26323,0.15219741779558607,0.14517929462992518,-0.03727318061299423,-0.04071958556505298,-0.033826775660935476,0.7550997832101511,0.7233521576315021,0.44107910851588233,,,-0.0719034600932692,-0.03314054924247131,coarsened_caveat,fail
turnover_zscore_20d__bottom_20pct,liquidity_attention,turnover_zscore_20d,validation,12172,1035,0.08503121919158725,48791,4812,0.09862474636715787,0.09591074428694929,-0.013593527175570622,-0.01921073333619796,-0.007976321014943284,0.8621692052320726,0.849653657498506,0.46068759129032744,,,-0.04010140251656994,-0.005550281067246143,coarsened_caveat,fail
turnover_zscore_20d__bottom_20pct,liquidity_attention,turnover_zscore_20d,robustness,29229,3130,0.10708542885490438,100640,14313,0.1422197933227345,0.1363712925107569,-0.03513436446783011,-0.039284455820864775,-0.030984273114795447,0.7529572807907201,0.7234105573202431,0.4408719156674978,,,-0.07029257373456753,-0.027812113212027742,coarsened_caveat,fail
turnover_zscore_20d__top_20pct,liquidity_attention,turnover_zscore_20d,train,43359,7976,0.18395258193224012,173322,23486,0.13550501378936314,0.14517929462992518,0.048447568142876984,0.04446059921130158,0.05243453707445239,1.3575333988614378,1.4381722270531132,0.5589208914841177,,,0.0719034600932692,0.04637974596048072,coarsened_caveat,pass
turnover_zscore_20d__top_20pct,liquidity_attention,turnover_zscore_20d,validation,10884,1272,0.11686879823594266,50343,4603,0.09143277118963908,0.09591074428694929,0.025436027046303586,0.018896408824669038,0.031975645267938134,1.2781937670197832,1.3153284032347752,0.5393124087096726,,,0.04010140251656994,0.0306591464323461,coarsened_caveat,pass
turnover_zscore_20d__top_20pct,liquidity_attention,turnover_zscore_20d,robustness,23824,4048,0.1699126930826058,106675,13751,0.12890555425357395,0.1363712925107569,0.04100713882903184,0.03583164382169816,0.046182633836365526,1.3181177030461038,1.3833270514319376,0.5591280843325023,,,0.07029257373456753,0.03427638778322567,coarsened_caveat,pass
turnover_zscore_20d__top_10pct,liquidity_attention,turnover_zscore_20d,train,21680,4153,0.1915590405904059,194620,27250,0.14001644229781113,0.14517929462992518,0.05154259829259478,0.04608210775998514,0.05700308882520441,1.3681181827414604,1.455454647827239,0.5589208914841177,,,0.0719034600932692,0.04637974596048072,coarsened_caveat,pass
turnover_zscore_20d__top_10pct,liquidity_attention,turnover_zscore_20d,validation,5507,704,0.1278372979843835,55503,5161,0.0929859647226276,0.09591074428694929,0.03485133326175591,0.02570739517081979,0.043995271352692024,1.3748020829349425,1.4304808540698366,0.5393124087096726,,,0.04010140251656994,0.0306591464323461,coarsened_caveat,pass
turnover_zscore_20d__top_10pct,liquidity_attention,turnover_zscore_20d,robustness,12161,2078,0.1708741057478826,118220,15701,0.13281170698697345,0.1363712925107569,0.03806239876090914,0.031098521025815812,0.045026276496002465,1.2865891842248696,1.3458729423661375,0.5591280843325023,,,0.07029257373456753,0.03427638778322567,coarsened_caveat,pass
money_median_20d__bottom_10pct,liquidity_attention,money_median_20d,train,21680,4473,0.2063191881918819,179791,26195,0.1456969481230985,0.14517929462992518,0.06062224006878342,0.05499423585533068,0.06625024428223616,1.4160844880399557,1.524348580420816,0.5729409324160832,,,0.08901266243028827,0.06113989356195673,coarsened_caveat,pass
money_median_20d__bottom_10pct,liquidity_attention,money_median_20d,validation,4034,656,0.1626177491323748,52397,5028,0.0959596923487986,0.09591074428694929,0.06665805678357621,0.05499470132598296,0.07832141224116947,1.6946464203041056,1.8305059856465034,0.5802289160382431,,,0.08183909775539754,0.05675603111673688,coarsened_caveat,pass
money_median_20d__bottom_10pct,liquidity_attention,money_median_20d,robustness,2115,451,0.2132387706855792,80294,12192,0.15184198072085087,0.1363712925107569,0.06139678996472833,0.04376507981642679,0.07902850011302986,1.404346608712918,1.515110283105581,0.5372931513263716,,,0.04433479656831947,0.03106095369962436,coarsened_caveat,pass
money_median_20d__bottom_20pct,liquidity_attention,money_median_20d,train,43359,8344,0.19243986254295534,170568,23007,0.13488462079639793,0.14517929462992518,0.057555241746557406,0.05350597447284947,0.06160450902026534,1.4266998076336246,1.5284231864824496,0.5729409324160832,,,0.08901266243028827,0.06113989356195673,coarsened_caveat,pass
money_median_20d__bottom_20pct,liquidity_attention,money_median_20d,validation,9104,1307,0.1435632688927944,51004,4537,0.08895380754450631,0.09591074428694929,0.05460946134828808,0.046994734735933706,0.06222418796064245,1.613908081685714,1.7171925027181665,0.5802289160382431,,,0.08183909775539754,0.05675603111673688,coarsened_caveat,pass
money_median_20d__bottom_20pct,liquidity_attention,money_median_20d,robustness,6624,1267,0.19127415458937197,106548,15217,0.1428182603146,0.1363712925107569,0.04845589427477198,0.03875423346094584,0.05815755508859812,1.339283605387948,1.4199173578998134,0.5372931513263716,,,0.04433479656831947,0.03106095369962436,coarsened_caveat,pass
money_median_20d__top_20pct,liquidity_attention,money_median_20d,train,43361,4515,0.10412582735638015,167807,25715,0.15324152150982975,0.14517929462992518,-0.0491156941534496,-0.052467511379569474,-0.04576387692732973,0.6794883418701957,0.6422884809648882,0.42705906758391676,,,-0.08901266243028827,-0.047992947766456545,coarsened_caveat,fail
money_median_20d__top_20pct,liquidity_attention,money_median_20d,validation,11831,722,0.061026117826050205,48666,5079,0.10436444334853902,0.09591074428694929,-0.04333832552248881,-0.0484357641796367,-0.038240886865340926,0.5847405099670328,0.5580644191931307,0.4197710839617569,,,-0.08183909775539754,-0.043716974918167686,coarsened_caveat,fail
money_median_20d__top_20pct,liquidity_attention,money_median_20d,robustness,50048,6004,0.11996483375959079,80566,11808,0.14656306630588586,0.1363712925107569,-0.026598232546295078,-0.030348881256546154,-0.022847583836044003,0.8185202232956632,0.7938104737946832,0.4627068486736285,,,-0.04433479656831947,-0.03271182229180114,insufficient_control,fail
money_median_20d__top_10pct,liquidity_attention,money_median_20d,train,21680,2107,0.09718634686346864,181297,25890,0.1428043486654495,0.14517929462992518,-0.04561800180198086,-0.04987717037089071,-0.04135883323307101,0.6805559338472875,0.6462947522483856,0.42705906758391676,,,-0.08901266243028827,-0.047992947766456545,coarsened_caveat,fail
money_median_20d__top_10pct,liquidity_attention,money_median_20d,validation,4864,232,0.047697368421052634,48131,4631,0.09621657559576988,0.09591074428694929,-0.04851920717471724,-0.05506243068843098,-0.0419759836610035,0.49572922467581176,0.4713897226103493,0.4197710839617569,,,-0.08183909775539754,-0.043716974918167686,coarsened_caveat,fail
money_median_20d__top_10pct,liquidity_attention,money_median_20d,robustness,28998,3449,0.11893923718877164,100449,14112,0.14048920347639102,0.1363712925107569,-0.021549966287619376,-0.025851144105427187,-0.017248788469811566,0.8466076698111481,0.8259794794560814,0.4627068486736285,,,-0.04433479656831947,-0.03271182229180114,coarsened_caveat,fail
stock_vs_board_20d__bottom_10pct,relative_strength,stock_vs_board_20d,train,21680,2750,0.1268450184501845,147288,21755,0.14770381836945304,0.14517929462992518,-0.020858799919268534,-0.02564502410768836,-0.016072575730848707,0.8587795484941749,0.8383785010732115,0.5250566921842759,,,0.0305776579607437,-0.018334276179740677,coarsened_caveat,fail
stock_vs_board_20d__bottom_10pct,relative_strength,stock_vs_board_20d,validation,3179,160,0.05033029254482542,31142,2655,0.0852546400359643,0.09591074428694929,-0.034924347491138874,-0.043132712095783635,-0.026715982886494113,0.5903525312357639,0.5702273389041649,0.49571973935441715,,,-0.004366164797833275,-0.04061796986189628,coarsened_caveat,fail
stock_vs_board_20d__bottom_10pct,relative_strength,stock_vs_board_20d,robustness,9210,861,0.09348534201954398,86904,11742,0.13511460922397128,0.1363712925107569,-0.041629267204427306,-0.047994229836399255,-0.03526430457245536,0.6918966243286024,0.6604431813607979,0.4950457472044016,,,-0.005889708483986703,-0.04082696545517581,coarsened_caveat,fail
stock_vs_board_20d__bottom_20pct,relative_strength,stock_vs_board_20d,train,43359,6070,0.13999400355174244,155114,22971,0.14809108139819746,0.14517929462992518,-0.008097077846455025,-0.011810708065567482,-0.004383447627342569,0.9453236631807486,0.9364710453587393,0.5250566921842759,,,0.0305776579607437,-0.018334276179740677,primary_comparable,fail
stock_vs_board_20d__bottom_20pct,relative_strength,stock_vs_board_20d,validation,7618,446,0.05854555001312681,43110,4180,0.096961261888193,0.09591074428694929,-0.03841571187506619,-0.044381961453733694,-0.03244946229639869,0.6038035074320327,0.5797124935941153,0.49571973935441715,,,-0.004366164797833275,-0.04061796986189628,coarsened_caveat,fail
stock_vs_board_20d__bottom_20pct,relative_strength,stock_vs_board_20d,robustness,21201,2291,0.1080609405216735,98130,13937,0.14202588403138694,0.1363712925107569,-0.033964943509713436,-0.03868025854607416,-0.02924962847335271,0.7608538489913053,0.7319990766038228,0.4950457472044016,,,-0.005889708483986703,-0.04082696545517581,primary_comparable,fail
stock_vs_board_20d__top_20pct,relative_strength,stock_vs_board_20d,train,43359,4996,0.11522405959547037,133793,18420,0.13767536418198262,0.14517929462992518,-0.022451304586512247,-0.025978471316398372,-0.01892413785662612,0.8369257657685542,0.8157410601529871,0.4749433078157241,,,-0.0305776579607437,-0.037015087987858755,coarsened_caveat,fail
stock_vs_board_20d__top_20pct,relative_strength,stock_vs_board_20d,validation,10415,725,0.06961113778204513,35602,3221,0.09047244536823774,0.09591074428694929,-0.020861307586192618,-0.02658553795405654,-0.015137077218328696,0.7694181084496649,0.7525408122025454,0.5042802606455828,,,0.004366164797833275,-0.030505427046694844,coarsened_caveat,fail
stock_vs_board_20d__top_20pct,relative_strength,stock_vs_board_20d,robustness,21493,2577,0.1198995021634951,80598,9633,0.11951909476661952,0.1363712925107569,0.00038040739687557334,-0.004505898027081554,0.005266712820832701,1.003182816918237,1.0037395908279394,0.5049542527955984,,,0.005889708483986703,-0.012806754155221742,coarsened_caveat,pass
stock_vs_board_20d__top_10pct,relative_strength,stock_vs_board_20d,train,21680,2345,0.10816420664206643,106605,12494,0.11719900567515595,0.14517929462992518,-0.009034799033089527,-0.013597774403919117,-0.004471823662259938,0.92291061702237,0.9137004616545515,0.4749433078157241,,,-0.0305776579607437,-0.037015087987858755,coarsened_caveat,fail
stock_vs_board_20d__top_10pct,relative_strength,stock_vs_board_20d,validation,3894,268,0.06882383153569595,21330,1431,0.0670886075949367,0.09591074428694929,0.0017352239407592424,-0.006895779793480163,0.010366227674998648,1.025864658739619,1.029218111970144,0.5042802606455828,,,0.004366164797833275,-0.030505427046694844,coarsened_caveat,pass
stock_vs_board_20d__top_10pct,relative_strength,stock_vs_board_20d,robustness,9445,1198,0.12683959767072525,53984,5187,0.09608402489626557,0.1363712925107569,0.030755572774459686,0.02359841200505715,0.03791273354386222,1.3200903876337828,1.3669580194071222,0.5049542527955984,,,0.005889708483986703,-0.012806754155221742,coarsened_caveat,pass
board_return_20d__bottom_10pct,relative_strength,board_return_20d,train,21900,1948,0.08894977168949772,105217,12264,0.11655911117024816,0.14517929462992518,-0.027609339480750436,-0.031848948398757494,-0.02336973056274338,0.7631301474114385,0.7401487160568461,0.4537066766458389,,,-0.05649361458706649,-0.05583427617974068,coarsened_caveat,fail
board_return_20d__bottom_10pct,relative_strength,board_return_20d,validation,9833,1294,0.13159768127733143,35744,3961,0.1108158012533572,0.09591074428694929,0.020781880023974228,0.013349825174295124,0.028213934873653333,1.1875353495523693,1.216218686093772,0.5633972670923783,,,0.06467067823146243,0.04011926713043776,primary_comparable,pass
board_return_20d__bottom_10pct,relative_strength,board_return_20d,robustness,7351,547,0.07441164467419399,28946,1653,0.0571063359358806,0.1363712925107569,0.017305308738313388,0.01073735054922138,0.023873266927405396,1.3030365799995278,1.3281371878919221,0.4705142774192498,,,-0.03505330987526308,-0.04419551544752001,coarsened_caveat,pass
board_return_20d__bottom_20pct,relative_strength,board_return_20d,train,43711,4979,0.11390725446683901,173083,26495,0.15307684752402026,0.14517929462992518,-0.03916959305718125,-0.042597073198502956,-0.03574211291585954,0.7441181100163766,0.7112757273870484,0.4537066766458389,,,-0.05649361458706649,-0.05583427617974068,coarsened_caveat,fail
board_return_20d__bottom_20pct,relative_strength,board_return_20d,validation,18005,2260,0.125520688697584,43302,3620,0.08359890998106323,0.09591074428694929,0.04192177871652078,0.0364249336127828,0.04741862382025876,1.5014632215422052,1.5735426844191955,0.5633972670923783,,,0.06467067823146243,0.04011926713043776,insufficient_control,pass
board_return_20d__bottom_20pct,relative_strength,board_return_20d,robustness,20154,2215,0.10990374119281532,63230,5735,0.09070061679582476,0.1363712925107569,0.019203124396990554,0.014339324562257488,0.02406692423172362,1.2117198876411008,1.238009538783176,0.4705142774192498,,,-0.03505330987526308,-0.04419551544752001,coarsened_caveat,pass
board_return_20d__top_20pct,relative_strength,board_return_20d,train,43379,6756,0.1557435625533092,166491,24397,0.14653644941768623,0.14517929462992518,0.009207113135622974,0.0053953456985468586,0.01301888057269909,1.062831556054556,1.0744689664294202,0.5462933233541611,,,0.05649361458706649,-0.009708814925128123,coarsened_caveat,pass
board_return_20d__top_20pct,relative_strength,board_return_20d,validation,3020,194,0.06423841059602649,27721,1926,0.06947801305869197,0.09591074428694929,-0.005239602462665485,-0.014481986803051796,0.004002781877720825,0.9245861786772845,0.9213943669919057,0.4366027329076217,,,-0.06467067823146243,-0.01778319576305433,coarsened_caveat,fail
board_return_20d__top_20pct,relative_strength,board_return_20d,robustness,22164,2546,0.11487096192023101,67627,10476,0.15490854244606445,0.1363712925107569,-0.040037580525833436,-0.045043443389701926,-0.035031717661964945,0.7415405251794065,0.7080913640794124,0.5294857225807502,,,0.03505330987526308,-0.046721927941778166,coarsened_caveat,fail
board_return_20d__top_10pct,relative_strength,board_return_20d,train,21720,2937,0.13522099447513813,125326,20430,0.16301485725228604,0.14517929462992518,-0.027793862777147904,-0.03278022660103401,-0.0228074989532618,0.8295010452075948,0.8029404894709392,0.5462933233541611,,,0.05649361458706649,-0.009708814925128123,coarsened_caveat,fail
board_return_20d__top_10pct,relative_strength,board_return_20d,validation,184,10,0.05434782608695652,780,48,0.06153846153846154,0.09591074428694929,-0.007190635451505022,-0.04403359695917259,0.029652326056162547,0.8831521739130435,0.9087820872596225,0.4366027329076217,,,-0.06467067823146243,-0.01778319576305433,coarsened_caveat,fail
board_return_20d__top_10pct,relative_strength,board_return_20d,robustness,12391,1072,0.08651440561698007,56115,6037,0.10758264278713356,0.1363712925107569,-0.021068237170153492,-0.026642574324853147,-0.015493900015453838,0.8041669490138872,0.7858944563043108,0.5294857225807502,,,0.03505330987526308,-0.046721927941778166,coarsened_caveat,fail
