token_id,family_id,primitive_id,split_bucket,treated_n,treated_positive_n,treated_winner_rate,control_n,control_positive_n,control_winner_rate,native_baseline_winner_rate,winner_rate_diff_vs_control,winner_rate_diff_vs_control_ci_low,winner_rate_diff_vs_control_ci_high,winner_rate_ratio_vs_control,odds_ratio_vs_control,auc_one_vs_rest,broad_morphology_baseline_auc,auc_margin_vs_broad_morphology_baseline,rank_ic,top_decile_lift,control_match_quality,metric_status
max_drawdown_20d__top_10pct,reversal_drawdown,max_drawdown_20d,validation,9788,1474,0.15059256232120966,32372,3210,0.0991597677004819,0.09591074428694929,0.05143279462072775,0.04363521873142248,0.05923037051003302,1.5186861144742052,1.610870828155731,0.590409388447316,,,0.09222389118569145,0.0720879508688165,coarsened_caveat,pass
max_drawdown_20d__top_10pct,reversal_drawdown,max_drawdown_20d,robustness,21111,4329,0.20505897399459996,76604,11197,0.14616730196856562,0.1363712925107569,0.05889167202603435,0.05289830007576975,0.06488504397629895,1.402905925148016,1.5069108743130089,0.6221373554936905,,,0.14519917551967354,0.07584735700692799,coarsened_caveat,pass
distance_to_20d_low__bottom_10pct,reversal_drawdown,distance_to_20d_low,train,21680,3207,0.14792435424354244,152652,20714,0.13569425883709352,0.14517929462992518,0.012230095406448926,0.007201700328715393,0.01725849048418246,1.0901297926033233,1.1058967137738167,0.5332521724083196,,,0.04057892301057119,0.0027450596136172623,coarsened_caveat,pass
distance_to_20d_low__bottom_10pct,reversal_drawdown,distance_to_20d_low,validation,7859,721,0.09174195190227764,43722,4477,0.10239696262751018,0.09591074428694929,-0.010655010725232533,-0.01764104594640352,-0.0036689755040615456,0.8959440743961097,0.8858978415694545,0.5489850580569969,,,0.04996818061414114,-0.010117235887014533,coarsened_caveat,fail
distance_to_20d_low__bottom_10pct,reversal_drawdown,distance_to_20d_low,robustness,18434,2495,0.13534772702614734,95295,12739,0.13367962642321213,0.1363712925107569,0.0016681006029352075,-0.003722262867066689,0.007058464072937104,1.0124783457851252,1.014569423514646,0.5300344526543678,,,0.035705520617896815,-0.003237009858789358,coarsened_caveat,pass
distance_to_20d_low__bottom_20pct,reversal_drawdown,distance_to_20d_low,train,43359,6733,0.15528494660854725,149788,20653,0.13788153924212887,0.14517929462992518,0.017403407366418377,0.013573278052592464,0.02123353668024429,1.1262199962524124,1.1494694520686832,0.5332521724083196,,,0.04057892301057119,0.0027450596136172623,coarsened_caveat,pass
distance_to_20d_low__bottom_20pct,reversal_drawdown,distance_to_20d_low,validation,16068,1641,0.10212845407020164,45239,4239,0.0937023364795862,0.09591074428694929,0.008426117590615442,0.0030285335189946085,0.013823701662236277,1.089924306129241,1.1003334545279684,0.5489850580569969,,,0.04996818061414114,-0.010117235887014533,insufficient_control,pass
distance_to_20d_low__bottom_20pct,reversal_drawdown,distance_to_20d_low,robustness,35007,5028,0.1436284171737081,95607,12784,0.133714058594036,0.1363712925107569,0.0099143585796721,0.00565391203657667,0.014174805122767531,1.0741459700192983,1.0866355290504999,0.5300344526543678,,,0.035705520617896815,-0.003237009858789358,insufficient_control,pass
distance_to_20d_low__top_20pct,reversal_drawdown,distance_to_20d_low,train,43359,4933,0.11377107405613598,130291,17715,0.13596487861786308,0.14517929462992518,-0.022193804561727093,-0.025714691232877687,-0.0186729178905765,0.8367681066806669,0.8158656171288965,0.4667478275916804,,,-0.04057892301057119,-0.036784460681585696,coarsened_caveat,fail
distance_to_20d_low__top_20pct,reversal_drawdown,distance_to_20d_low,validation,6083,317,0.05211244451750781,24824,1857,0.07480663873670641,0.09591074428694929,-0.022694194219198605,-0.029167569466361017,-0.016220818972036193,0.6966286067326946,0.6807949661448994,0.45101494194300307,,,-0.04996818061414114,-0.043716974918167686,coarsened_caveat,fail
distance_to_20d_low__top_20pct,reversal_drawdown,distance_to_20d_low,robustness,19747,2112,0.10695295487922216,64885,7332,0.1129999229405872,0.1363712925107569,-0.006046968061365038,-0.010998209173196149,-0.0010957269495339272,0.9464869718137383,0.9402181016359783,0.4699655473456323,,,-0.035705520617896815,-0.02888392457322818,coarsened_caveat,fail
distance_to_20d_low__top_10pct,reversal_drawdown,distance_to_20d_low,train,21680,2350,0.10839483394833949,86075,10324,0.11994191112401975,0.14517929462992518,-0.011547077175680265,-0.016219911447272195,-0.006874242904088335,0.9037277539813368,0.892153074194999,0.4667478275916804,,,-0.04057892301057119,-0.036784460681585696,coarsened_caveat,fail
distance_to_20d_low__top_10pct,reversal_drawdown,distance_to_20d_low,validation,2402,117,0.04870940882597835,13197,819,0.0620595589906797,0.09591074428694929,-0.013350150164701348,-0.022892103025180348,-0.003808197304222348,0.7848816462471749,0.7765612292473347,0.45101494194300307,,,-0.04996818061414114,-0.043716974918167686,coarsened_caveat,fail
distance_to_20d_low__top_10pct,reversal_drawdown,distance_to_20d_low,robustness,10182,1098,0.10783736004714202,35670,3184,0.08926268573030557,0.1363712925107569,0.018574674316836445,0.011862560545770087,0.025286788087902804,1.2080900228899358,1.233561206419092,0.4699655473456323,,,-0.035705520617896815,-0.02888392457322818,coarsened_caveat,pass
rebound_from_20d_low__bottom_10pct,reversal_drawdown,rebound_from_20d_low,train,21680,3207,0.14792435424354244,152652,20714,0.13569425883709352,0.14517929462992518,0.012230095406448926,0.007201700328715393,0.01725849048418246,1.0901297926033233,1.1058967137738167,0.5332521724083196,,,0.04057892301057119,0.0027450596136172623,coarsened_caveat,pass
rebound_from_20d_low__bottom_10pct,reversal_drawdown,rebound_from_20d_low,validation,7859,721,0.09174195190227764,43722,4477,0.10239696262751018,0.09591074428694929,-0.010655010725232533,-0.01764104594640352,-0.0036689755040615456,0.8959440743961097,0.8858978415694545,0.5489850580569969,,,0.04996818061414114,-0.010117235887014533,coarsened_caveat,fail
rebound_from_20d_low__bottom_10pct,reversal_drawdown,rebound_from_20d_low,robustness,18434,2495,0.13534772702614734,95295,12739,0.13367962642321213,0.1363712925107569,0.0016681006029352075,-0.003722262867066689,0.007058464072937104,1.0124783457851252,1.014569423514646,0.5300344526543678,,,0.035705520617896815,-0.003237009858789358,coarsened_caveat,pass
rebound_from_20d_low__bottom_20pct,reversal_drawdown,rebound_from_20d_low,train,43359,6733,0.15528494660854725,149788,20653,0.13788153924212887,0.14517929462992518,0.017403407366418377,0.013573278052592464,0.02123353668024429,1.1262199962524124,1.1494694520686832,0.5332521724083196,,,0.04057892301057119,0.0027450596136172623,coarsened_caveat,pass
rebound_from_20d_low__bottom_20pct,reversal_drawdown,rebound_from_20d_low,validation,16068,1641,0.10212845407020164,45239,4239,0.0937023364795862,0.09591074428694929,0.008426117590615442,0.0030285335189946085,0.013823701662236277,1.089924306129241,1.1003334545279684,0.5489850580569969,,,0.04996818061414114,-0.010117235887014533,insufficient_control,pass
rebound_from_20d_low__bottom_20pct,reversal_drawdown,rebound_from_20d_low,robustness,35007,5028,0.1436284171737081,95607,12784,0.133714058594036,0.1363712925107569,0.0099143585796721,0.00565391203657667,0.014174805122767531,1.0741459700192983,1.0866355290504999,0.5300344526543678,,,0.035705520617896815,-0.003237009858789358,insufficient_control,pass
rebound_from_20d_low__top_20pct,reversal_drawdown,rebound_from_20d_low,train,43359,4933,0.11377107405613598,130291,17715,0.13596487861786308,0.14517929462992518,-0.022193804561727093,-0.025714691232877687,-0.0186729178905765,0.8367681066806669,0.8158656171288965,0.4667478275916804,,,-0.04057892301057119,-0.036784460681585696,coarsened_caveat,fail
rebound_from_20d_low__top_20pct,reversal_drawdown,rebound_from_20d_low,validation,6083,317,0.05211244451750781,24824,1857,0.07480663873670641,0.09591074428694929,-0.022694194219198605,-0.029167569466361017,-0.016220818972036193,0.6966286067326946,0.6807949661448994,0.45101494194300307,,,-0.04996818061414114,-0.043716974918167686,coarsened_caveat,fail
rebound_from_20d_low__top_20pct,reversal_drawdown,rebound_from_20d_low,robustness,19747,2112,0.10695295487922216,64885,7332,0.1129999229405872,0.1363712925107569,-0.006046968061365038,-0.010998209173196149,-0.0010957269495339272,0.9464869718137383,0.9402181016359783,0.4699655473456323,,,-0.035705520617896815,-0.02888392457322818,coarsened_caveat,fail
rebound_from_20d_low__top_10pct,reversal_drawdown,rebound_from_20d_low,train,21680,2350,0.10839483394833949,86075,10324,0.11994191112401975,0.14517929462992518,-0.011547077175680265,-0.016219911447272195,-0.006874242904088335,0.9037277539813368,0.892153074194999,0.4667478275916804,,,-0.04057892301057119,-0.036784460681585696,coarsened_caveat,fail
rebound_from_20d_low__top_10pct,reversal_drawdown,rebound_from_20d_low,validation,2402,117,0.04870940882597835,13197,819,0.0620595589906797,0.09591074428694929,-0.013350150164701348,-0.022892103025180348,-0.003808197304222348,0.7848816462471749,0.7765612292473347,0.45101494194300307,,,-0.04996818061414114,-0.043716974918167686,coarsened_caveat,fail
rebound_from_20d_low__top_10pct,reversal_drawdown,rebound_from_20d_low,robustness,10182,1098,0.10783736004714202,35670,3184,0.08926268573030557,0.1363712925107569,0.018574674316836445,0.011862560545770087,0.025286788087902804,1.2080900228899358,1.233561206419092,0.4699655473456323,,,-0.035705520617896815,-0.02888392457322818,coarsened_caveat,pass
distance_to_20d_high__bottom_10pct,breakout_trend,distance_to_20d_high,train,21680,1578,0.0727859778597786,115468,12796,0.11081858177157308,0.14517929462992518,-0.038032603911794485,-0.04193598482956855,-0.03412922299402042,0.6568030080894744,0.630024518823894,0.4110825131466712,,,-0.10850960650321137,-0.07239331677014658,coarsened_caveat,fail
distance_to_20d_high__bottom_10pct,breakout_trend,distance_to_20d_high,validation,3232,172,0.053217821782178217,26636,1996,0.07493617660309355,0.09591074428694929,-0.021718354820915338,-0.030078043793367034,-0.013358665848463642,0.710175301097244,0.6956277799169295,0.41775273083957093,,,-0.08389797313692626,-0.04175970856683838,coarsened_caveat,fail
distance_to_20d_high__bottom_10pct,breakout_trend,distance_to_20d_high,robustness,9672,620,0.0641025641025641,52032,4439,0.0853128843788438,0.1363712925107569,-0.0212103202762797,-0.026649895359267647,-0.01577074519329175,0.7513819813887396,0.7348299278722227,0.3922962987920387,,,-0.12804028569149176,-0.0739000017436462,coarsened_caveat,fail
distance_to_20d_high__bottom_20pct,breakout_trend,distance_to_20d_high,train,43359,3738,0.08621047533384073,130500,18000,0.13793103448275862,0.14517929462992518,-0.05172055914891789,-0.05495778874936189,-0.04848332954847389,0.6250259461703452,0.5897070988535845,0.4110825131466712,,,-0.10850960650321137,-0.07239331677014658,coarsened_caveat,fail
distance_to_20d_high__bottom_20pct,breakout_trend,distance_to_20d_high,validation,7897,430,0.05445105736355578,35337,3047,0.08622690098197357,0.09591074428694929,-0.03177584361841779,-0.03757330794350937,-0.025978379293326206,0.6314857282756714,0.6108421261067579,0.41775273083957093,,,-0.08389797313692626,-0.04175970856683838,coarsened_caveat,fail
distance_to_20d_high__bottom_20pct,breakout_trend,distance_to_20d_high,robustness,20484,1298,0.06336652997461434,73570,8594,0.11681391871686829,0.1363712925107569,-0.05344738874225395,-0.057511542698588006,-0.0493832347859199,0.5424570177137976,0.5116605038330146,0.3922962987920387,,,-0.12804028569149176,-0.0739000017436462,coarsened_caveat,fail
distance_to_20d_high__top_20pct,breakout_trend,distance_to_20d_high,train,43389,8397,0.19352831362787803,161437,22093,0.13685214665782938,0.14517929462992518,0.05667616697004865,0.052598304962481406,0.0607540289776159,1.4141415999250326,1.5135624736995628,0.5889174868533288,,,0.10850960650321137,0.05468232898631098,coarsened_caveat,pass
distance_to_20d_high__top_20pct,breakout_trend,distance_to_20d_high,validation,15088,1974,0.1308324496288441,46219,3906,0.08451069906315585,0.09591074428694929,0.046321750565688255,0.0403734090924028,0.05227009203897371,1.548116996773053,1.6307843005127622,0.582247269160429,,,0.08389797313692626,0.0476221214772001,coarsened_caveat,pass
distance_to_20d_high__top_20pct,breakout_trend,distance_to_20d_high,robustness,31340,5813,0.1854818123803446,97528,11903,0.12204700188663768,0.1363712925107569,0.06343481049370693,0.05866629542971921,0.06820332555769465,1.5197572206864025,1.638165729280946,0.6077037012079614,,,0.12804028569149176,0.048898957068174376,coarsened_caveat,pass
distance_to_20d_high__top_10pct,breakout_trend,distance_to_20d_high,train,21680,4333,0.19986162361623616,171572,24942,0.14537337094630826,0.14517929462992518,0.054488252669927906,0.04890996979772842,0.06006653554212739,1.374815912400163,1.468541552184811,0.5889174868533288,,,0.10850960650321137,0.05468232898631098,coarsened_caveat,pass
distance_to_20d_high__top_10pct,breakout_trend,distance_to_20d_high,validation,7521,1070,0.1422683153835926,45963,4325,0.09409742619063159,0.09591074428694929,0.04817088919296102,0.03983710521282303,0.056504673173099006,1.5119256832314607,1.59729351933408,0.582247269160429,,,0.08389797313692626,0.0476221214772001,coarsened_caveat,pass
distance_to_20d_high__top_10pct,breakout_trend,distance_to_20d_high,robustness,16402,3040,0.18534325082307035,102656,13944,0.13583229426433915,0.1363712925107569,0.049510956558731195,0.04320574833506882,0.05581616478239357,1.3645006279756964,1.4475686237245264,0.6077037012079614,,,0.12804028569149176,0.048898957068174376,coarsened_caveat,pass
ret_5d__bottom_10pct,breakout_trend,ret_5d,train,21680,2014,0.09289667896678967,148992,19473,0.1306982925257732,0.14517929462992518,-0.037801613558983524,-0.04202778636702623,-0.033575440750940815,0.710771940256762,0.6812889413732612,0.4683286163339353,,,-0.0386498572996789,-0.05228261566313551,coarsened_caveat,fail
ret_5d__bottom_10pct,breakout_trend,ret_5d,validation,3391,184,0.054261279858448835,33215,2658,0.08002408550353755,0.09591074428694929,-0.02576280564508872,-0.033926653838946094,-0.017598957451231342,0.6780618549655297,0.6611665313877999,0.4616353231172852,,,-0.03913468895215492,-0.03670343715923766,coarsened_caveat,fail
ret_5d__bottom_10pct,breakout_trend,ret_5d,robustness,9122,718,0.07871080903310677,82295,9372,0.1138829819551613,0.1363712925107569,-0.03517217292205453,-0.04110919836176323,-0.029235147482345833,0.6911551461139055,0.6651612587796034,0.4640769511821514,,,-0.042706016001151245,-0.05146852111280864,coarsened_caveat,fail
ret_5d__bottom_20pct,breakout_trend,ret_5d,train,43360,4721,0.10887915129151292,159542,23537,0.1475285504757368,0.14517929462992518,-0.03864939918422387,-0.04205879592718729,-0.03524000244126046,0.7380208843671902,0.7060649196983402,0.4683286163339353,,,-0.0386498572996789,-0.05228261566313551,coarsened_caveat,fail
ret_5d__bottom_20pct,breakout_trend,ret_5d,validation,9178,551,0.06003486598387448,43048,4129,0.09591618658241963,0.09591074428694929,-0.035881320598545145,-0.04148108600680203,-0.030281555190288263,0.6259096417713317,0.6024629313879691,0.4616353231172852,,,-0.03913468895215492,-0.03670343715923766,coarsened_caveat,fail
ret_5d__bottom_20pct,breakout_trend,ret_5d,robustness,21600,2008,0.09296296296296297,100989,14138,0.1399954450484706,0.1363712925107569,-0.04703248208550764,-0.051456932956569286,-0.042608031214446,0.6640427688970624,0.6297322976691935,0.4640769511821514,,,-0.042706016001151245,-0.05146852111280864,coarsened_caveat,fail
ret_5d__top_20pct,breakout_trend,ret_5d,train,43359,6333,0.1460596415969003,152777,22121,0.14479273712666174,0.14517929462992518,0.0012669044702385557,-0.002496587212304464,0.005030396152781575,1.0087497791351945,1.0102935064923355,0.5316713836660647,,,0.0386498572996789,-0.015843501271991606,coarsened_caveat,pass
ret_5d__top_20pct,breakout_trend,ret_5d,validation,8271,634,0.07665336718655544,40535,4023,0.09924756383372395,0.09591074428694929,-0.02259419664716851,-0.029024182111216237,-0.016164211183120784,0.7723450755423874,0.7539073328808634,0.5383646768827147,,,0.03913468895215492,-0.021697728465712954,coarsened_caveat,fail
ret_5d__top_20pct,breakout_trend,ret_5d,robustness,19801,2761,0.1394374021514065,91116,12015,0.13186487554326354,0.1363712925107569,0.007572526608142949,0.002271046755035956,0.012874006461249941,1.057426411521228,1.0668554625602669,0.5359230488178486,,,0.042706016001151245,0.0025048367190700915,coarsened_caveat,pass
ret_5d__top_10pct,breakout_trend,ret_5d,train,21680,2804,0.12933579335793358,131632,17157,0.1303406466512702,0.14517929462992518,-0.0010048532933366328,-0.005827808863705649,0.0038181022770323834,0.992290560779362,0.991271256912116,0.5316713836660647,,,0.0386498572996789,-0.015843501271991606,coarsened_caveat,fail
ret_5d__top_10pct,breakout_trend,ret_5d,validation,3339,248,0.07427373465109315,27397,2070,0.07555571777931891,0.09591074428694929,-0.0012819831282257638,-0.010710526122155596,0.008146559865704069,0.9830326126743956,0.9832732660847296,0.5383646768827147,,,0.03913468895215492,-0.021697728465712954,coarsened_caveat,fail
ret_5d__top_10pct,breakout_trend,ret_5d,robustness,9914,1360,0.13717974581400041,68205,7712,0.1130708892309948,0.1363712925107569,0.024108856583005614,0.016931753326618795,0.03128595983939243,1.2132189527027877,1.247433637674277,0.5359230488178486,,,0.042706016001151245,0.0025048367190700915,coarsened_caveat,pass
ret_20d__bottom_10pct,breakout_trend,ret_20d,train,21681,2159,0.09958027766246945,133769,17730,0.13254191927875666,0.14517929462992518,-0.032961641616287216,-0.03734210872171705,-0.02858117451085738,0.7513115714963833,0.7239401156345662,0.5020084449944473,,,0.0024509839284951956,-0.0455944237812167,primary_comparable,fail
ret_20d__bottom_10pct,breakout_trend,ret_20d,validation,5008,361,0.07208466453674121,38061,3583,0.09413835684821734,0.09591074428694929,-0.022053692311476122,-0.02979414575940726,-0.014313238863544986,0.7657310680806328,0.7483932431029704,0.5177969960243105,,,0.018154180464725073,-0.025122944580539236,coarsened_caveat,fail
ret_20d__bottom_10pct,breakout_trend,ret_20d,robustness,7189,597,0.08304353873974127,76890,9077,0.11805176225777084,0.1363712925107569,-0.03500822351802957,-0.041782524259460545,-0.028233922776598593,0.7034502251513393,0.6770763953053734,0.49358335209044324,,,-0.007628231632649889,-0.04128631318140456,coarsened_caveat,fail
ret_20d__bottom_20pct,breakout_trend,ret_20d,train,43359,5091,0.11741506953573652,148171,22053,0.148834792233298,0.14517929462992518,-0.03141972269756149,-0.03495037676155845,-0.02788906863356453,0.7888953098526104,0.7608614512470889,0.5020084449944473,,,0.0024509839284951956,-0.0455944237812167,primary_comparable,fail
ret_20d__bottom_20pct,breakout_trend,ret_20d,validation,12092,988,0.08170691366192524,42880,4339,0.10118936567164179,0.09591074428694929,-0.019482452009716544,-0.02513790425260832,-0.01382699976682477,0.8074654201021789,0.7906177957426321,0.5177969960243105,,,0.018154180464725073,-0.025122944580539236,primary_comparable,fail
ret_20d__bottom_20pct,breakout_trend,ret_20d,robustness,19029,1954,0.10268537495401756,96428,13291,0.1378334093831667,0.1363712925107569,-0.035148034429149155,-0.039978665521956766,-0.030317403336341545,0.7449962633410583,0.7159541496189984,0.49358335209044324,,,-0.007628231632649889,-0.04128631318140456,coarsened_caveat,fail
ret_20d__top_20pct,breakout_trend,ret_20d,train,43359,5244,0.12094374870269148,143865,20142,0.1400062558648733,0.14517929462992518,-0.01906250716218183,-0.022616981198542233,-0.015508033125821425,0.8638453185936208,0.8451645907027813,0.4979915550055527,,,-0.0024509839284951956,-0.03374018023878127,coarsened_caveat,fail
ret_20d__top_20pct,breakout_trend,ret_20d,validation,6876,420,0.06108202443280977,30991,2549,0.08224968539253331,0.09591074428694929,-0.02116766095972354,-0.027601733051140737,-0.014733588868306346,0.7426414355422549,0.7265769150059064,0.48220300397568955,,,-0.018154180464725073,-0.03670343715923766,coarsened_caveat,fail
ret_20d__top_20pct,breakout_trend,ret_20d,robustness,21677,2550,0.11763620427180883,69342,8175,0.11789391710651553,0.1363712925107569,-0.0002577128347066998,-0.005172546545097971,0.0046571208756845716,0.9978140277205833,0.9976392449519851,0.5064166479095568,,,0.007628231632649889,-0.018778274596195563,coarsened_caveat,fail
ret_20d__top_10pct,breakout_trend,ret_20d,train,21680,2416,0.11143911439114391,95357,12388,0.12991180511131853,0.14517929462992518,-0.018472690720174614,-0.023173642202443594,-0.013771739237905634,0.8578059114462633,0.8400957847432878,0.4979915550055527,,,-0.0024509839284951956,-0.03374018023878127,coarsened_caveat,fail
ret_20d__top_10pct,breakout_trend,ret_20d,validation,2606,134,0.051419800460475826,15574,1037,0.06658533453191216,0.09591074428694929,-0.015165534071436337,-0.024505223895398637,-0.005825844247474036,0.772239124755497,0.7622327530546859,0.48220300397568955,,,-0.018154180464725073,-0.03670343715923766,coarsened_caveat,fail
ret_20d__top_10pct,breakout_trend,ret_20d,robustness,10809,1258,0.11638449440281247,43648,4231,0.09693456744868036,0.1363712925107569,0.019449926954132113,0.012797656540610292,0.026102197367653936,1.2006500618515619,1.2273724505800874,0.5064166479095568,,,0.007628231632649889,-0.018778274596195563,coarsened_caveat,pass
trend_ma_5_20_spread__bottom_10pct,breakout_trend,trend_ma_5_20_spread,train,21680,2145,0.09893911439114392,136887,17762,0.12975666060327132,0.14517929462992518,-0.0308175462121274,-0.03517246338067598,-0.026462629043578823,0.7624973849600561,0.7365540692433996,0.4916854070746124,,,-0.010146621776589548,-0.046240180238781264,coarsened_caveat,fail
trend_ma_5_20_spread__bottom_10pct,breakout_trend,trend_ma_5_20_spread,validation,4432,246,0.05550541516245487,34388,3051,0.08872281028265674,0.09591074428694929,-0.03321739512020187,-0.040597847426126966,-0.02583694281427678,0.6256047907592586,0.6046677425482558,0.5021942969909923,,,0.0022383361837474045,-0.036214120571405335,coarsened_caveat,fail
trend_ma_5_20_spread__bottom_10pct,breakout_trend,trend_ma_5_20_spread,robustness,7581,633,0.08349821923229125,71279,7471,0.10481347942591787,0.1363712925107569,-0.021315260193626617,-0.027936001367665636,-0.0146945190195876,0.7966362693961302,0.778621321285691,0.481226032077662,,,-0.02231884457945318,-0.04940145634477924,coarsened_caveat,fail
trend_ma_5_20_spread__bottom_20pct,breakout_trend,trend_ma_5_20_spread,train,43359,5023,0.11584676768375654,151804,22504,0.14824378804247582,0.14517929462992518,-0.032397020358719275,-0.0358998575238509,-0.02889418319358765,0.7814611945194179,0.7528783036927061,0.4916854070746124,,,-0.010146621776589548,-0.046240180238781264,primary_comparable,fail
trend_ma_5_20_spread__bottom_20pct,breakout_trend,trend_ma_5_20_spread,validation,11143,788,0.07071704208920399,42751,4346,0.10165844073822834,0.09591074428694929,-0.030941398649024357,-0.036496681677752385,-0.02538611562029633,0.6956337474357017,0.6727974925983828,0.5021942969909923,,,0.0022383361837474045,-0.036214120571405335,coarsened_caveat,fail
trend_ma_5_20_spread__bottom_20pct,breakout_trend,trend_ma_5_20_spread,robustness,19721,1832,0.09289589777394655,96549,13090,0.13557882525971268,0.1363712925107569,-0.04268292748576613,-0.04727392387676543,-0.038091931094766836,0.6851799873320676,0.6530784064277629,0.481226032077662,,,-0.02231884457945318,-0.04940145634477924,coarsened_caveat,fail
trend_ma_5_20_spread__top_20pct,breakout_trend,trend_ma_5_20_spread,train,43359,5513,0.12714776632302405,149862,21433,0.14301824345064126,0.14517929462992518,-0.015870477127617216,-0.019472459428583264,-0.012268494826651169,0.8890317994075038,0.8729178066241247,0.5083145929253876,,,0.010146621776589548,-0.027697744814427022,coarsened_caveat,fail
trend_ma_5_20_spread__top_20pct,breakout_trend,trend_ma_5_20_spread,validation,7678,441,0.05743683250846575,33862,3079,0.09092788376351071,0.09591074428694929,-0.033491051255044965,-0.039529559700596364,-0.027452542809493562,0.6316745769411066,0.6097894679872273,0.4978057030090077,,,-0.0022383361837474045,-0.04110728644972861,coarsened_caveat,fail
trend_ma_5_20_spread__top_20pct,breakout_trend,trend_ma_5_20_spread,robustness,20110,2348,0.11675783192441572,74370,9112,0.12252252252252252,0.1363712925107569,-0.005764690598106803,-0.010789882152709849,-0.0007394990435037573,0.95294995173604,0.9468605431558177,0.518773967922338,,,0.02231884457945318,-0.019543854139910152,coarsened_caveat,fail
trend_ma_5_20_spread__top_10pct,breakout_trend,trend_ma_5_20_spread,train,21680,2547,0.11748154981549816,103580,13029,0.1257868314346399,0.14517929462992518,-0.008305281619141736,-0.013043333673820268,-0.0035672295644632035,0.9339733617230255,0.9253108840270642,0.5083145929253876,,,0.010146621776589548,-0.027697744814427022,coarsened_caveat,fail
