token_id,split_bucket,treated_n,control_n,coarsening_level,effective_control_ratio,unmatched_treated_n,matched_block_n,excluded_match_keys,max_standardized_diff_after_match,control_match_quality,match_status
ret_20d__bottom_10pct,train,21681,133769,level_0,6.1698722383653894,0,3017,,0.0997323789275376,primary_comparable,pass
ret_20d__bottom_10pct,validation,5008,38061,level_0,7.600039936102236,0,1124,,0.18458515626575228,coarsened_caveat,pass
ret_20d__bottom_10pct,robustness,7189,76890,level_0,10.695507024620948,0,1254,,0.32479213780982935,coarsened_caveat,pass
ret_20d__bottom_20pct,train,43359,148171,level_0,3.4173066722018497,0,3999,,0.03326194710187299,primary_comparable,pass
ret_20d__bottom_20pct,validation,12092,42880,level_0,3.546146212371816,0,1588,,0.06497321687326926,primary_comparable,pass
ret_20d__bottom_20pct,robustness,19029,96428,level_0,5.067423406379736,0,1896,,0.16414216550073707,coarsened_caveat,pass
ret_20d__top_20pct,train,43359,143865,level_1,3.3179962637514704,0,1881,,0.9269696005663027,coarsened_caveat,pass
ret_20d__top_20pct,validation,6876,30991,level_0,4.507126236183828,0,1029,,0.9726460858741924,coarsened_caveat,pass
ret_20d__top_20pct,robustness,21677,69342,level_0,3.198874382986576,0,1631,,1.1835986785998363,coarsened_caveat,pass
ret_20d__top_10pct,train,21680,95357,level_0,4.398385608856088,0,2261,,0.8877576153231367,coarsened_caveat,pass
ret_20d__top_10pct,validation,2606,15574,level_0,5.9762087490406754,0,471,,1.0277779622780001,coarsened_caveat,pass
ret_20d__top_10pct,robustness,10809,43648,level_0,4.038116384494403,0,993,,1.1624957925645394,coarsened_caveat,pass
trend_ma_5_20_spread__bottom_10pct,train,21680,136887,level_0,6.313976014760148,0,3009,,0.18141512801538212,coarsened_caveat,pass
trend_ma_5_20_spread__bottom_10pct,validation,4432,34388,level_0,7.759025270758123,0,1007,,0.19202954142129064,coarsened_caveat,pass
trend_ma_5_20_spread__bottom_10pct,robustness,7581,71279,level_0,9.402321593457328,0,1201,,0.3918364920739078,coarsened_caveat,pass
trend_ma_5_20_spread__bottom_20pct,train,43359,151804,level_0,3.501095504970133,0,3997,,0.09848710641158079,primary_comparable,pass
trend_ma_5_20_spread__bottom_20pct,validation,11143,42751,level_0,3.8365790182177153,0,1549,,0.14845982182839298,coarsened_caveat,pass
trend_ma_5_20_spread__bottom_20pct,robustness,19721,96549,level_0,4.895745651843213,0,1927,,0.2524086010956548,coarsened_caveat,pass
trend_ma_5_20_spread__top_20pct,train,43359,149862,level_1,3.456306649138587,0,1937,,0.810342576577323,coarsened_caveat,pass
trend_ma_5_20_spread__top_20pct,validation,7678,33862,level_0,4.410263089346184,0,1089,,0.8662851530240263,coarsened_caveat,pass
trend_ma_5_20_spread__top_20pct,robustness,20110,74370,level_0,3.69816011934361,0,1677,,0.9456768635318153,coarsened_caveat,pass
trend_ma_5_20_spread__top_10pct,train,21680,103580,level_0,4.777675276752768,0,2482,,0.7603132655836133,coarsened_caveat,pass
trend_ma_5_20_spread__top_10pct,validation,2899,19204,level_0,6.624353225250086,0,566,,0.873794410517746,coarsened_caveat,pass
trend_ma_5_20_spread__top_10pct,robustness,9741,48480,level_0,4.976901755466584,0,1028,,0.958300146071948,coarsened_caveat,pass
trend_ma_20_60_spread__bottom_10pct,train,21680,114622,level_0,5.286992619926199,0,2736,,0.10730855706978294,coarsened_caveat,pass
trend_ma_20_60_spread__bottom_10pct,validation,4946,31803,level_0,6.430044480388193,0,969,,0.13598875906426713,coarsened_caveat,pass
trend_ma_20_60_spread__bottom_10pct,robustness,5419,50989,level_0,9.409300608968444,0,964,,0.2223235328599833,coarsened_caveat,pass
trend_ma_20_60_spread__bottom_20pct,train,43359,151134,level_1,3.4856431190756245,0,1895,,0.27901132339666,coarsened_caveat,pass
trend_ma_20_60_spread__bottom_20pct,validation,11213,40250,level_0,3.5895835191295817,0,1473,,0.0722105302589185,primary_comparable,pass
trend_ma_20_60_spread__bottom_20pct,robustness,15251,75897,level_0,4.976526129434135,0,1548,,0.09674007473972102,primary_comparable,pass
trend_ma_20_60_spread__top_20pct,train,43359,173435,level_2,3.999976936737471,0,28,,1.4135592538045205,coarsened_caveat,pass
trend_ma_20_60_spread__top_20pct,validation,5968,22999,level_0,3.8537198391420913,0,721,,1.029663451962874,coarsened_caveat,pass
trend_ma_20_60_spread__top_20pct,robustness,23510,107104,level_2,4.555678434708635,0,16,,1.6513844041912342,coarsened_caveat,pass
trend_ma_20_60_spread__top_10pct,train,21680,75543,level_0,3.4844557195571957,0,1609,,1.1215693181380983,coarsened_caveat,pass
trend_ma_20_60_spread__top_10pct,validation,2338,10813,level_0,4.624893071000855,0,289,,1.0931820816271431,coarsened_caveat,pass
trend_ma_20_60_spread__top_10pct,robustness,11747,42807,level_1,3.6440793394058058,0,431,,1.291357468797279,coarsened_caveat,pass
volatility_20d__bottom_10pct,train,21680,158419,level_0,7.307149446494465,0,388,volatility_20d_decile,2.3552247206797787,coarsened_caveat,pass
volatility_20d__bottom_10pct,validation,11040,45922,level_0,4.159601449275362,0,198,volatility_20d_decile,2.1693875387421415,coarsened_caveat,pass
volatility_20d__bottom_10pct,robustness,26507,88109,level_0,3.3239898894631605,0,238,volatility_20d_decile,1.9842263543496261,coarsened_caveat,pass
volatility_20d__bottom_20pct,train,43359,154019,level_0,3.5521806314721283,0,482,volatility_20d_decile,2.4057561916992674,coarsened_caveat,pass
volatility_20d__bottom_20pct,validation,21170,40137,level_3,1.8959376476145489,0,4,volatility_20d_decile,2.2423582397656947,insufficient_control,fail
volatility_20d__bottom_20pct,robustness,46770,83844,level_3,1.7926876202694035,0,4,volatility_20d_decile,2.233137964359564,insufficient_control,fail
volatility_20d__top_20pct,train,43359,170394,level_0,3.929841555386425,0,628,volatility_20d_decile,3.1242290553468,coarsened_caveat,pass
volatility_20d__top_20pct,validation,4792,50010,level_0,10.436143572621035,0,223,volatility_20d_decile,3.461352314202127,coarsened_caveat,pass
volatility_20d__top_20pct,robustness,20121,104087,level_0,5.1730530291735,0,317,volatility_20d_decile,3.550379188031205,coarsened_caveat,pass
volatility_20d__top_10pct,train,21680,181028,level_0,8.35,0,569,volatility_20d_decile,3.448235915971726,coarsened_caveat,pass
volatility_20d__top_10pct,validation,2012,38211,level_0,18.99155069582505,0,154,volatility_20d_decile,3.92514164436603,coarsened_caveat,pass
volatility_20d__top_10pct,robustness,11041,96540,level_0,8.743773208948465,0,276,volatility_20d_decile,3.8185789605459144,coarsened_caveat,pass
volatility_60d__bottom_10pct,train,21680,152021,level_0,7.0120387453874535,0,352,volatility_20d_decile,1.9971331186139913,coarsened_caveat,pass
volatility_60d__bottom_10pct,validation,9210,44151,level_0,4.793811074918567,0,172,volatility_20d_decile,1.7522949835069743,coarsened_caveat,pass
volatility_60d__bottom_10pct,robustness,23752,81651,level_0,3.4376473560121252,0,208,volatility_20d_decile,1.625768379719232,coarsened_caveat,pass
volatility_60d__bottom_20pct,train,43359,148273,level_0,3.4196591249798196,0,437,volatility_20d_decile,1.8944843042400472,coarsened_caveat,pass
volatility_60d__bottom_20pct,validation,18701,42606,level_3,2.2782738890968397,0,4,volatility_20d_decile,1.706319112831482,insufficient_control,fail
volatility_60d__bottom_20pct,robustness,41581,89033,level_3,2.1411942954714895,0,4,volatility_20d_decile,1.7025105892131533,insufficient_control,fail
volatility_60d__top_20pct,train,43359,163739,level_0,3.776355543255149,0,625,volatility_20d_decile,1.7503550541067274,coarsened_caveat,pass
volatility_60d__top_20pct,validation,6361,45001,level_0,7.074516585442541,0,221,volatility_20d_decile,1.8175089236015955,coarsened_caveat,pass
volatility_60d__top_20pct,robustness,23092,100635,level_0,4.358002771522605,0,317,volatility_20d_decile,1.736912501372386,coarsened_caveat,pass
volatility_60d__top_10pct,train,21680,160932,level_0,7.423062730627306,0,538,volatility_20d_decile,1.7535502758801675,coarsened_caveat,pass
volatility_60d__top_10pct,validation,2486,32481,level_0,13.065567176186645,0,163,volatility_20d_decile,1.8398892348489886,coarsened_caveat,pass
volatility_60d__top_10pct,robustness,13176,88158,level_0,6.6908014571949,0,269,volatility_20d_decile,1.6268736451437595,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_10pct,train,21680,177905,level_0,8.205950184501845,0,546,volatility_20d_decile,1.1055497479734904,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_10pct,validation,9033,51573,level_0,5.709398870807041,0,251,volatility_20d_decile,1.0446437937382123,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_10pct,robustness,24325,99244,level_0,4.079917780061665,0,301,volatility_20d_decile,0.8281886200667182,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_20pct,train,43359,164652,level_0,3.797412301944233,0,603,volatility_20d_decile,1.0233956033134808,coarsened_caveat,pass
vol_ratio_20d_60d__bottom_20pct,validation,17543,43764,level_3,2.494670238841703,0,4,volatility_20d_decile,0.9666730176062409,insufficient_control,fail
vol_ratio_20d_60d__bottom_20pct,robustness,39447,91167,level_3,2.311126321393262,0,4,volatility_20d_decile,0.8533645336771387,insufficient_control,fail
vol_ratio_20d_60d__top_20pct,train,43359,170242,level_0,3.926335939481999,0,610,volatility_20d_decile,1.0060274128258797,coarsened_caveat,pass
vol_ratio_20d_60d__top_20pct,validation,6116,54085,level_0,8.843198168737738,0,234,volatility_20d_decile,1.0565611877873158,coarsened_caveat,pass
vol_ratio_20d_60d__top_20pct,robustness,22380,102238,level_0,4.568275245755139,0,305,volatility_20d_decile,1.184092007322655,coarsened_caveat,pass
vol_ratio_20d_60d__top_10pct,train,21680,184082,level_0,8.490867158671588,0,539,volatility_20d_decile,0.9914952699797298,coarsened_caveat,pass
vol_ratio_20d_60d__top_10pct,validation,2584,51889,level_0,20.080882352941178,0,188,volatility_20d_decile,1.2825011074326724,coarsened_caveat,pass
vol_ratio_20d_60d__top_10pct,robustness,11772,104934,level_0,8.913863404689092,0,271,volatility_20d_decile,1.3665865588128596,coarsened_caveat,pass
vol_compression_20d_60d__bottom_10pct,train,21680,184082,level_0,8.490867158671588,0,539,volatility_20d_decile,0.9914952699797298,coarsened_caveat,pass
vol_compression_20d_60d__bottom_10pct,validation,2584,51889,level_0,20.080882352941178,0,188,volatility_20d_decile,1.2825011074326724,coarsened_caveat,pass
vol_compression_20d_60d__bottom_10pct,robustness,11772,104934,level_0,8.913863404689092,0,271,volatility_20d_decile,1.3665865588128596,coarsened_caveat,pass
vol_compression_20d_60d__bottom_20pct,train,43359,170242,level_0,3.926335939481999,0,610,volatility_20d_decile,1.0060274128258797,coarsened_caveat,pass
vol_compression_20d_60d__bottom_20pct,validation,6116,54085,level_0,8.843198168737738,0,234,volatility_20d_decile,1.0565611877873158,coarsened_caveat,pass
vol_compression_20d_60d__bottom_20pct,robustness,22380,102238,level_0,4.568275245755139,0,305,volatility_20d_decile,1.184092007322655,coarsened_caveat,pass
vol_compression_20d_60d__top_20pct,train,43359,164652,level_0,3.797412301944233,0,603,volatility_20d_decile,1.0233956033134808,coarsened_caveat,pass
vol_compression_20d_60d__top_20pct,validation,17543,43764,level_3,2.494670238841703,0,4,volatility_20d_decile,0.9666730176062409,insufficient_control,fail
vol_compression_20d_60d__top_20pct,robustness,39447,91167,level_3,2.311126321393262,0,4,volatility_20d_decile,0.8533645336771387,insufficient_control,fail
vol_compression_20d_60d__top_10pct,train,21680,177905,level_0,8.205950184501845,0,546,volatility_20d_decile,1.1055497479734904,coarsened_caveat,pass
vol_compression_20d_60d__top_10pct,validation,9033,51573,level_0,5.709398870807041,0,251,volatility_20d_decile,1.0446437937382123,coarsened_caveat,pass
vol_compression_20d_60d__top_10pct,robustness,24325,99244,level_0,4.079917780061665,0,301,volatility_20d_decile,0.8281886200667182,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_10pct,train,21680,177905,level_0,8.205950184501845,0,546,volatility_20d_decile,1.1055497479734904,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_10pct,validation,9033,51573,level_0,5.709398870807041,0,251,volatility_20d_decile,1.0446437937382123,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_10pct,robustness,24325,99244,level_0,4.079917780061665,0,301,volatility_20d_decile,0.8281886200667182,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_20pct,train,43359,164652,level_0,3.797412301944233,0,603,volatility_20d_decile,1.0233956033134808,coarsened_caveat,pass
vol_expansion_20d_60d__bottom_20pct,validation,17543,43764,level_3,2.494670238841703,0,4,volatility_20d_decile,0.9666730176062409,insufficient_control,fail
vol_expansion_20d_60d__bottom_20pct,robustness,39447,91167,level_3,2.311126321393262,0,4,volatility_20d_decile,0.8533645336771387,insufficient_control,fail
vol_expansion_20d_60d__top_20pct,train,43359,170242,level_0,3.926335939481999,0,610,volatility_20d_decile,1.0060274128258797,coarsened_caveat,pass
vol_expansion_20d_60d__top_20pct,validation,6116,54085,level_0,8.843198168737738,0,234,volatility_20d_decile,1.0565611877873158,coarsened_caveat,pass
vol_expansion_20d_60d__top_20pct,robustness,22380,102238,level_0,4.568275245755139,0,305,volatility_20d_decile,1.184092007322655,coarsened_caveat,pass
vol_expansion_20d_60d__top_10pct,train,21680,184082,level_0,8.490867158671588,0,539,volatility_20d_decile,0.9914952699797298,coarsened_caveat,pass
vol_expansion_20d_60d__top_10pct,validation,2584,51889,level_0,20.080882352941178,0,188,volatility_20d_decile,1.2825011074326724,coarsened_caveat,pass
vol_expansion_20d_60d__top_10pct,robustness,11772,104934,level_0,8.913863404689092,0,271,volatility_20d_decile,1.3665865588128596,coarsened_caveat,pass
recent_range_activity_20d__bottom_10pct,train,21680,163933,level_0,7.561485239852399,0,411,volatility_20d_decile,2.08536969076172,coarsened_caveat,pass
recent_range_activity_20d__bottom_10pct,validation,10307,46976,level_0,4.5576792471136125,0,205,volatility_20d_decile,1.7466261288466158,coarsened_caveat,pass
recent_range_activity_20d__bottom_10pct,robustness,27154,88939,level_0,3.275355380422774,0,250,volatility_20d_decile,1.6899710387754874,coarsened_caveat,pass
recent_range_activity_20d__bottom_20pct,train,43359,159889,level_0,3.687561982518047,0,523,volatility_20d_decile,1.9955500941642592,coarsened_caveat,pass
recent_range_activity_20d__bottom_20pct,validation,20389,40918,level_3,2.006866447594291,0,4,volatility_20d_decile,1.6515205164451212,insufficient_control,fail
recent_range_activity_20d__bottom_20pct,robustness,46876,83738,level_3,1.7863725573854425,0,4,volatility_20d_decile,1.868904818190309,insufficient_control,fail
recent_range_activity_20d__top_20pct,train,43359,170397,level_0,3.9299107451740123,0,641,volatility_20d_decile,1.9492685862301873,coarsened_caveat,pass
recent_range_activity_20d__top_20pct,validation,4624,53041,level_0,11.470804498269896,0,232,volatility_20d_decile,2.24964594240167,coarsened_caveat,pass
recent_range_activity_20d__top_20pct,robustness,20022,107979,level_0,5.393017680551393,0,321,volatility_20d_decile,2.4975558059882403,coarsened_caveat,pass
recent_range_activity_20d__top_10pct,train,21680,184221,level_0,8.497278597785979,0,591,volatility_20d_decile,2.1245449308494537,coarsened_caveat,pass
recent_range_activity_20d__top_10pct,validation,1847,43983,level_0,23.813210611802923,0,169,volatility_20d_decile,2.6431819816047297,coarsened_caveat,pass
recent_range_activity_20d__top_10pct,robustness,10805,103803,level_0,9.606941230911614,0,279,volatility_20d_decile,2.6327053217014553,coarsened_caveat,pass
intraday_range_mean_20d__bottom_10pct,train,21680,153920,level_0,7.099630996309963,0,358,volatility_20d_decile,2.1422025596495606,coarsened_caveat,pass
intraday_range_mean_20d__bottom_10pct,validation,9828,44052,level_0,4.482295482295482,0,170,volatility_20d_decile,1.9405486272566488,coarsened_caveat,pass
intraday_range_mean_20d__bottom_10pct,robustness,24876,87150,level_0,3.50337674867342,0,225,volatility_20d_decile,1.8199093693845612,coarsened_caveat,pass
intraday_range_mean_20d__bottom_20pct,train,43359,148477,level_0,3.4243640305357594,0,443,volatility_20d_decile,2.1064382982993997,coarsened_caveat,pass
intraday_range_mean_20d__bottom_20pct,validation,19859,41448,level_3,2.0871141547912786,0,4,volatility_20d_decile,1.9252519063033224,insufficient_control,fail
intraday_range_mean_20d__bottom_20pct,robustness,46500,84114,level_3,1.8089032258064517,0,4,volatility_20d_decile,2.0289678770296034,insufficient_control,fail
intraday_range_mean_20d__top_20pct,train,43359,164375,level_0,3.7910237782236673,0,612,volatility_20d_decile,2.409498520518487,coarsened_caveat,pass
intraday_range_mean_20d__top_20pct,validation,4768,41441,level_0,8.69148489932886,0,206,volatility_20d_decile,2.590444950187473,coarsened_caveat,pass
intraday_range_mean_20d__top_20pct,robustness,15923,94735,level_0,5.949569804685047,0,287,volatility_20d_decile,2.7361508463583086,coarsened_caveat,pass
intraday_range_mean_20d__top_10pct,train,21680,156745,level_0,7.2299354243542435,0,505,volatility_20d_decile,2.5697989881380185,coarsened_caveat,pass
intraday_range_mean_20d__top_10pct,validation,2068,26788,level_0,12.95357833655706,0,127,volatility_20d_decile,2.7141442881555498,coarsened_caveat,pass
intraday_range_mean_20d__top_10pct,robustness,7911,74802,level_0,9.45544178991278,0,214,volatility_20d_decile,2.8250327537495887,coarsened_caveat,pass
turnover_rate_median_20d__bottom_10pct,train,21680,141757,level_0,6.538607011070111,0,298,liquidity_metric_decile,1.2992417602737867,coarsened_caveat,pass
turnover_rate_median_20d__bottom_10pct,validation,8824,41104,level_0,4.658204895738894,0,157,liquidity_metric_decile,1.094507650829036,coarsened_caveat,pass
turnover_rate_median_20d__bottom_10pct,robustness,12930,91589,level_0,7.083449342614076,0,195,liquidity_metric_decile,1.1433316372719766,coarsened_caveat,pass
turnover_rate_median_20d__bottom_20pct,train,43359,140955,level_0,3.2508821697917387,0,411,liquidity_metric_decile,1.2751543044102225,coarsened_caveat,pass
turnover_rate_median_20d__bottom_20pct,validation,17702,43605,level_3,2.4632809851994124,0,4,liquidity_metric_decile,1.1636454947160213,insufficient_control,fail
turnover_rate_median_20d__bottom_20pct,robustness,27975,84912,level_0,3.0352815013404824,0,238,liquidity_metric_decile,1.121240501065061,coarsened_caveat,pass
turnover_rate_median_20d__top_20pct,train,43359,150698,level_0,3.475587536612929,0,533,liquidity_metric_decile,1.8645548846997597,coarsened_caveat,pass
turnover_rate_median_20d__top_20pct,validation,5803,44169,level_0,7.611407892469412,0,191,liquidity_metric_decile,2.0814575366255603,coarsened_caveat,pass
turnover_rate_median_20d__top_20pct,robustness,24271,91469,level_0,3.7686539491574305,0,262,liquidity_metric_decile,2.013860339261377,coarsened_caveat,pass
turnover_rate_median_20d__top_10pct,train,21680,144721,level_0,6.675322878228783,0,450,liquidity_metric_decile,2.2433287399636765,coarsened_caveat,pass
turnover_rate_median_20d__top_10pct,validation,2789,29537,level_0,10.59053424166368,0,128,liquidity_metric_decile,2.5724246443609866,coarsened_caveat,pass
turnover_rate_median_20d__top_10pct,robustness,13249,85260,level_0,6.435202656804287,0,223,liquidity_metric_decile,2.431529793579722,coarsened_caveat,pass
turnover_zscore_20d__bottom_10pct,train,21680,194132,level_0,8.954428044280442,0,604,liquidity_metric_decile,0.2748530446395607,coarsened_caveat,pass
turnover_zscore_20d__bottom_10pct,validation,5723,54568,level_0,9.534859339507252,0,231,liquidity_metric_decile,0.16420762528419122,coarsened_caveat,pass
turnover_zscore_20d__bottom_10pct,robustness,14854,114383,level_0,7.700484717921099,0,296,liquidity_metric_decile,0.27463006275765883,coarsened_caveat,pass
turnover_zscore_20d__bottom_20pct,train,43359,172953,level_0,3.988860444198436,0,622,liquidity_metric_decile,0.21346134872745948,coarsened_caveat,pass
turnover_zscore_20d__bottom_20pct,validation,12172,48791,level_0,4.0084620440354914,0,244,liquidity_metric_decile,0.13773390908995187,coarsened_caveat,pass
turnover_zscore_20d__bottom_20pct,robustness,29229,100640,level_0,3.4431557699544975,0,302,liquidity_metric_decile,0.22097330183661623,coarsened_caveat,pass
turnover_zscore_20d__top_20pct,train,43359,173322,level_0,3.9973707880716804,0,643,liquidity_metric_decile,0.13041427443294945,coarsened_caveat,pass
