source_kind,source_id,split,market_regime_bucket,window,replay_policy_id,e1_episode_denominator_n,e1_pre_replay_captured_episode_n,e1_post_replay_captured_episode_n,e1_missed_episode_n,source_pre_replay_captures_e1_missed_n,source_post_replay_captures_e1_missed_n,e1_missed_capture_retention,incremental_post_replay_capture_over_e1_n,incremental_post_replay_capture_over_e1_rate,cell_sample_status,retention_source_status
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,pre_replay_capture_only,181,89,89,92,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,181,89,89,92,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,181,89,89,92,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,181,89,89,92,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,181,89,89,92,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_high,pre_replay_capture_only,181,90,90,91,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,181,90,90,91,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,181,90,90,91,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,181,90,90,91,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,181,90,90,91,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_first_50pct,pre_replay_capture_only,100,40,40,60,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,100,40,40,60,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,100,40,40,60,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,100,40,40,60,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,100,40,40,60,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_high,pre_replay_capture_only,100,41,41,59,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_high,post_replay_executable_horizon_complete,100,41,41,59,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,100,41,41,59,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_high,post_replay_non_false_repair_20d_oracle,100,41,41,59,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,robustness,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,100,41,41,59,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_first_50pct,pre_replay_capture_only,761,577,577,184,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,761,577,577,184,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,761,577,577,184,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,761,577,577,184,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,761,577,577,184,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_high,pre_replay_capture_only,761,583,583,178,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_high,post_replay_executable_horizon_complete,761,583,583,178,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,761,583,583,178,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,761,583,583,178,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,761,583,583,178,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_first_50pct,pre_replay_capture_only,225,142,142,83,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,225,142,142,83,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,225,142,142,83,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,225,142,142,83,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,225,142,142,83,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_high,pre_replay_capture_only,225,145,145,80,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_high,post_replay_executable_horizon_complete,225,145,145,80,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,225,145,145,80,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,225,145,145,80,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,225,145,145,80,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_first_50pct,pre_replay_capture_only,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_first_50pct,post_replay_executable_horizon_complete,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_high,pre_replay_capture_only,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_high,post_replay_executable_horizon_complete,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_high,post_replay_non_false_repair_20d_oracle,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,train,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,304,189,189,115,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_first_50pct,pre_replay_capture_only,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,342,284,284,58,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_high,pre_replay_capture_only,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_high,post_replay_executable_horizon_complete,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,342,296,296,46,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_first_50pct,pre_replay_capture_only,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_high,pre_replay_capture_only,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_high,post_replay_executable_horizon_complete,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,22,9,9,13,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_first_50pct,pre_replay_capture_only,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_first_50pct,post_replay_executable_horizon_complete,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,81,57,57,24,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_high,pre_replay_capture_only,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_high,post_replay_executable_horizon_complete,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_high,post_replay_non_false_repair_20d_oracle,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,07_E1_only,validation,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,81,58,58,23,0,0,,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_first_50pct,pre_replay_capture_only,477,386,386,91,15,15,1.0,15,0.16483516483516483,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,477,386,386,91,15,14,0.9333333333333333,14,0.15384615384615385,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,477,386,386,91,15,10,0.6666666666666666,10,0.10989010989010989,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,477,386,386,91,15,13,0.8666666666666667,13,0.14285714285714285,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,477,386,386,91,15,9,0.6,9,0.0989010989010989,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_high,pre_replay_capture_only,477,396,396,81,30,30,1.0,30,0.37037037037037035,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_high,post_replay_executable_horizon_complete,477,396,396,81,30,29,0.9666666666666667,29,0.35802469135802467,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,477,396,396,81,30,21,0.7,21,0.25925925925925924,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,477,396,396,81,30,23,0.7666666666666667,23,0.2839506172839506,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,477,396,396,81,30,18,0.6,18,0.2222222222222222,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_first_50pct,pre_replay_capture_only,181,89,89,92,9,9,1.0,9,0.09782608695652174,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,181,89,89,92,9,9,1.0,9,0.09782608695652174,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,181,89,89,92,9,8,0.8888888888888888,8,0.08695652173913043,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,181,89,89,92,9,8,0.8888888888888888,8,0.08695652173913043,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,181,89,89,92,9,7,0.7777777777777778,7,0.07608695652173914,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_high,pre_replay_capture_only,181,90,90,91,17,17,1.0,17,0.18681318681318682,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,181,90,90,91,17,17,1.0,17,0.18681318681318682,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,181,90,90,91,17,15,0.8823529411764706,15,0.16483516483516483,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,181,90,90,91,17,14,0.8235294117647058,14,0.15384615384615385,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,181,90,90,91,17,13,0.7647058823529411,13,0.14285714285714285,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_first_50pct,pre_replay_capture_only,100,40,40,60,2,2,1.0,2,0.03333333333333333,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_first_50pct,post_replay_executable_horizon_complete,100,40,40,60,2,2,1.0,2,0.03333333333333333,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,100,40,40,60,2,1,0.5,1,0.016666666666666666,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,100,40,40,60,2,1,0.5,1,0.016666666666666666,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,100,40,40,60,2,0,0.0,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_high,pre_replay_capture_only,100,41,41,59,3,3,1.0,3,0.05084745762711865,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_high,post_replay_executable_horizon_complete,100,41,41,59,3,3,1.0,3,0.05084745762711865,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,100,41,41,59,3,1,0.3333333333333333,1,0.01694915254237288,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_high,post_replay_non_false_repair_20d_oracle,100,41,41,59,3,1,0.3333333333333333,1,0.01694915254237288,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,robustness,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,100,41,41,59,3,0,0.0,0,0.0,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_first_50pct,pre_replay_capture_only,761,577,577,184,25,25,1.0,25,0.1358695652173913,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,761,577,577,184,25,25,1.0,25,0.1358695652173913,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,761,577,577,184,25,20,0.8,20,0.10869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,761,577,577,184,25,21,0.84,21,0.11413043478260869,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,761,577,577,184,25,20,0.8,20,0.10869565217391304,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_high,pre_replay_capture_only,761,583,583,178,56,56,1.0,56,0.3146067415730337,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_high,post_replay_executable_horizon_complete,761,583,583,178,56,56,1.0,56,0.3146067415730337,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,761,583,583,178,56,40,0.7142857142857143,40,0.2247191011235955,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,761,583,583,178,56,43,0.7678571428571429,43,0.24157303370786518,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,761,583,583,178,56,38,0.6785714285714286,38,0.21348314606741572,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_first_50pct,pre_replay_capture_only,225,142,142,83,15,15,1.0,15,0.18072289156626506,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,225,142,142,83,15,15,1.0,15,0.18072289156626506,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,225,142,142,83,15,14,0.9333333333333333,14,0.1686746987951807,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,225,142,142,83,15,12,0.8,12,0.14457831325301204,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,225,142,142,83,15,12,0.8,12,0.14457831325301204,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_high,pre_replay_capture_only,225,145,145,80,31,31,1.0,31,0.3875,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_high,post_replay_executable_horizon_complete,225,145,145,80,31,31,1.0,31,0.3875,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,225,145,145,80,31,26,0.8387096774193549,26,0.325,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,225,145,145,80,31,25,0.8064516129032258,25,0.3125,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,225,145,145,80,31,24,0.7741935483870968,24,0.3,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_first_50pct,pre_replay_capture_only,304,189,189,115,25,25,1.0,25,0.21739130434782608,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_first_50pct,post_replay_executable_horizon_complete,304,189,189,115,25,25,1.0,25,0.21739130434782608,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,304,189,189,115,25,19,0.76,19,0.16521739130434782,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,304,189,189,115,25,20,0.8,20,0.17391304347826086,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,304,189,189,115,25,19,0.76,19,0.16521739130434782,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_high,pre_replay_capture_only,304,189,189,115,46,46,1.0,46,0.4,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_high,post_replay_executable_horizon_complete,304,189,189,115,46,46,1.0,46,0.4,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_high,post_replay_non_fast_fail_10d_oracle,304,189,189,115,46,29,0.6304347826086957,29,0.25217391304347825,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_high,post_replay_non_false_repair_20d_oracle,304,189,189,115,46,34,0.7391304347826086,34,0.2956521739130435,diagnostic_only,post_replay_event_membership_materialized
scope,08_selected_T4_T7_union,train,transition,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,304,189,189,115,46,29,0.6304347826086957,29,0.25217391304347825,diagnostic_only,post_replay_event_membership_materialized
