arm_id,target_regime,arm_family_set,split,market_regime_bucket,window,replay_policy_id,oracle_future_label_used,entry_support_allowed,c_arm_tier,c_arm_final_decision_copy,membership_basis,target_episode_denominator_n,bridge_episode_denominator_n,pre_replay_any_captured_episode_n,post_replay_any_captured_episode_n,pre_replay_any_recall,post_replay_any_recall,any_recall_retention,pre_replay_bridge_captured_episode_n,post_replay_bridge_captured_episode_n,pre_replay_bridge_recall,post_replay_bridge_recall,bridge_recall_retention,e1_missed_pre_replay_capture_n,e1_missed_post_replay_capture_n,e1_missed_capture_retention,selected_event_n,post_replay_event_n,filtered_event_n,filter_drop_rate,cell_sample_status,retention_source_status,post_replay_membership_source_hash
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_first_50pct,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_high,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_high,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,train,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,761,761,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_first_50pct,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_high,pre_replay_capture_only,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_high,post_replay_executable_horizon_complete,False,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_off,nan,validation,risk_off,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,risk_off_diagnostic_only,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,342,342,0,0,0.0,0.0,,0,0,0.0,0.0,,0,0,,0,0,0,,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_first_50pct,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,132,132,0.7292817679558011,0.7292817679558011,1.0,132,132,0.7292817679558011,0.7292817679558011,1.0,67,67,1.0,3003,3003,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,132,132,0.7292817679558011,0.7292817679558011,1.0,132,132,0.7292817679558011,0.7292817679558011,1.0,67,67,1.0,3003,2996,7,0.002331002331002331,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,132,113,0.7292817679558011,0.6243093922651933,0.856060606060606,132,113,0.7292817679558011,0.6243093922651933,0.856060606060606,67,51,0.7611940298507462,3003,2316,687,0.22877122877122877,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,132,109,0.7292817679558011,0.6022099447513812,0.8257575757575758,132,109,0.7292817679558011,0.6022099447513812,0.8257575757575758,67,49,0.7313432835820896,3003,2144,859,0.286047286047286,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,132,107,0.7292817679558011,0.5911602209944752,0.8106060606060607,132,107,0.7292817679558011,0.5911602209944752,0.8106060606060607,67,48,0.7164179104477612,3003,2050,953,0.3173493173493174,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_high,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,140,140,0.7734806629834254,0.7734806629834254,1.0,140,140,0.7734806629834254,0.7734806629834254,1.0,70,70,1.0,3003,3003,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_high,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,140,140,0.7734806629834254,0.7734806629834254,1.0,140,140,0.7734806629834254,0.7734806629834254,1.0,70,70,1.0,3003,2996,7,0.002331002331002331,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,140,120,0.7734806629834254,0.6629834254143646,0.8571428571428571,140,120,0.7734806629834254,0.6629834254143646,0.8571428571428571,70,54,0.7714285714285715,3003,2316,687,0.22877122877122877,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,140,115,0.7734806629834254,0.6353591160220995,0.8214285714285715,140,115,0.7734806629834254,0.6353591160220995,0.8214285714285715,70,51,0.7285714285714285,3003,2144,859,0.286047286047286,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,robustness,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,181,181,140,114,0.7734806629834254,0.6298342541436464,0.8142857142857142,140,114,0.7734806629834254,0.6298342541436464,0.8142857142857142,70,51,0.7285714285714285,3003,2050,953,0.3173493173493174,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_first_50pct,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,186,186,0.8266666666666667,0.8266666666666667,1.0,186,186,0.8266666666666667,0.8266666666666667,1.0,71,71,1.0,4816,4816,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,186,185,0.8266666666666667,0.8222222222222222,0.9946236559139785,186,185,0.8266666666666667,0.8222222222222222,0.9946236559139785,71,70,0.9859154929577465,4816,4794,22,0.004568106312292359,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,186,162,0.8266666666666667,0.72,0.8709677419354839,186,162,0.8266666666666667,0.72,0.8709677419354839,71,64,0.9014084507042254,4816,3331,1485,0.3083471760797342,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_first_50pct,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,186,167,0.8266666666666667,0.7422222222222222,0.8978494623655914,186,167,0.8266666666666667,0.7422222222222222,0.8978494623655914,71,66,0.9295774647887324,4816,2920,1896,0.39368770764119604,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_first_50pct,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,186,157,0.8266666666666667,0.6977777777777778,0.8440860215053764,186,157,0.8266666666666667,0.6977777777777778,0.8440860215053764,71,63,0.8873239436619719,4816,2733,2083,0.4325166112956811,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_high,pre_replay_capture_only,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,206,206,0.9155555555555556,0.9155555555555556,1.0,206,206,0.9155555555555556,0.9155555555555556,1.0,72,72,1.0,4816,4816,0,0.0,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_high,post_replay_executable_horizon_complete,False,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,206,205,0.9155555555555556,0.9111111111111111,0.9951456310679612,206,205,0.9155555555555556,0.9111111111111111,0.9951456310679612,72,71,0.9861111111111112,4816,4794,22,0.004568106312292359,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_high,post_replay_non_fast_fail_10d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,206,184,0.9155555555555556,0.8177777777777778,0.8932038834951457,206,184,0.9155555555555556,0.8177777777777778,0.8932038834951457,72,68,0.9444444444444444,4816,3331,1485,0.3083471760797342,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_high,post_replay_non_false_repair_20d_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,206,187,0.9155555555555556,0.8311111111111111,0.9077669902912622,206,187,0.9155555555555556,0.8311111111111111,0.9077669902912622,72,69,0.9583333333333334,4816,2920,1896,0.39368770764119604,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
baseline_r6_only_risk_on_positive,risk_on,R6_market_breadth_thrust,train,risk_on,low_to_high,post_replay_non_fast_fail_and_non_false_repair_oracle,True,False,diagnostic_only_or_no_candidate,risk_on_r_series_ranker_source_caveated_complete,instrument_replay_anchor_inside_materialized_window,225,225,206,175,0.9155555555555556,0.7777777777777778,0.8495145631067961,206,175,0.9155555555555556,0.7777777777777778,0.8495145631067961,72,66,0.9166666666666666,4816,2733,2083,0.4325166112956811,diagnostic_only,post_replay_event_membership_materialized_source_caveated_upstream,77979d5324d49a3522d8ad7a25aa67fa88639f7d49206de8c2e39d6f39e8b17e
