feature_id,feature_family,raw_missing_rate,train_mean,train_std,validation_mean,validation_std,robustness_mean,robustness_std,normalization_method,stationary_hygiene_method,stationarity_status,fracdiff_status
family_count,FS1_event_intrinsic,0.0,8.858781322793516e-17,0.9999999999999908,0.14677058460921116,1.1334527905726892,0.04493730187377984,1.0635122215458195,train_z,train_z,pass,not_applied
channel_count,FS1_event_intrinsic,0.0,-3.798148997091423e-17,0.9999999999999954,0.06968409222093544,1.0639809601636676,0.04231516801399036,1.0655413879844042,train_z,train_z,pass,not_applied
raw_cluster_event_count,FS1_event_intrinsic,0.0,-3.798148997091423e-17,0.9999999999999954,0.06968409222093544,1.0639809601636676,0.04231516801399036,1.0655413879844042,train_z,train_z,pass,not_applied
event_family_priority,FS1_event_intrinsic,0.0,-1.8937249929160052e-17,0.9999999999999025,-0.06400280054840657,0.9804189996981548,-0.034932490313488974,0.9767185911344864,train_z,train_z,pass,not_applied
close_to_ema20,FS2_basis_path_quality,0.0,-4.0527854650654394e-16,0.9999999999999946,-0.333183812525626,0.7630331728316452,-0.05147104746903649,1.1510436762978464,train_z,train_z,pass,not_applied
close_to_ema60,FS2_basis_path_quality,0.0,9.843090358659461e-17,1.0000000000000056,-0.39825514284834157,0.740223520653097,0.012020526182419207,1.090798983514768,train_z,train_z,pass,not_applied
ema20_slope_20d,FS2_basis_path_quality,0.0,-4.621972864066182e-17,0.9999999999999968,-0.30581097809010077,0.7296239886368255,0.02286051334131393,1.0704188155606769,train_z,train_z,pass,not_applied
ema60_slope_20d,FS2_basis_path_quality,0.0,-5.991446305270977e-17,0.9999999999999928,-0.2620236688781376,0.751181837755413,0.052774902442951306,1.045106739147612,train_z,train_z,pass,not_applied
return_5d,FS2_basis_path_quality,0.0,-1.0388739932889497e-16,1.000000000000002,-0.22602093254978103,0.7544045730602458,0.007476236866111187,1.111247125985395,train_z,train_z,pass,not_applied
return_20d,FS2_basis_path_quality,0.0,-2.845936995003714e-17,1.0000000000000036,-0.38120633038545665,0.7494333574006452,-0.02453713558744572,1.121075387982761,train_z,train_z,pass,not_applied
stock_vs_market_20d,FS2_basis_path_quality,0.0,1.27960174662573e-16,1.000000000000001,-0.12114203015179424,0.738236215774128,-0.050427749686440794,1.0068177281206567,train_z,train_z,pass,not_applied
stock_vs_board_20d,FS2_basis_path_quality,0.012808988764044944,-0.005277219322896785,0.988834958614593,-0.16270944309874755,0.7341342860180177,-0.06435952926313754,1.027464538218055,train_z,train_z,pass,not_applied
close_to_high_60,FS2_basis_path_quality,0.0,5.589163481917069e-16,0.9999999999999987,0.0792468068006744,0.891660130632564,0.026475807612542084,0.9700896530220312,train_z,train_z,pass,not_applied
relative_cusum_20d,FS2_basis_path_quality,0.0,1.335236605174675e-16,1.0000000000000029,-0.17001698345777974,0.7552397052190324,-0.092407500716331,1.0291606283753225,train_z,train_z,pass,not_applied
atr_20_pct,FS3_vol_range_stop_distance,0.0,9.586314088433563e-17,1.0,-0.5114649744221839,0.8678110551925808,-0.2652386657184238,1.0707294044078086,train_z,train_z,pass,not_applied
atr_pct_rank_60d,FS3_vol_range_stop_distance,0.0,-6.526396868241599e-17,0.999999999999978,-0.4434677012216273,0.9485968726319819,0.029265776735095613,0.9418219304846392,train_z,train_z,pass,not_applied
intraday_range_pct,FS3_vol_range_stop_distance,0.0,-3.7050675991345345e-16,1.0000000000000027,-0.3872866476124578,0.8991519137285252,-0.1680617507603917,1.0888327437932481,train_z,train_z,pass,not_applied
close_position_in_range,FS3_vol_range_stop_distance,0.0,4.2496472722386283e-16,1.0000000000000129,0.013491373390314094,0.9642989396601689,-0.00959844955843478,1.0164103810334502,train_z,train_z,pass,not_applied
upper_shadow_pct,FS3_vol_range_stop_distance,0.0,-2.910131062560189e-17,0.9999999999999863,-0.1825083761506193,0.8041999900597393,-0.07601309235947158,0.9868582865562477,train_z,train_z,pass,not_applied
gap_open_pct,FS3_vol_range_stop_distance,0.0,1.8402299366189428e-17,0.9999999999999919,-0.048227753304824185,0.7413131540781904,0.05029589080401366,1.0966130915689543,train_z,train_z,pass,not_applied
range_width_ratio_20d_60d,FS3_vol_range_stop_distance,0.0,3.3166934904178623e-16,1.0000000000000002,-0.3021375946246115,0.7759039623457584,0.03312262414997673,1.077558921442005,train_z,train_z,pass,not_applied
intraday_range_atr_norm,FS3_vol_range_stop_distance,0.0,-3.0171211751543134e-16,0.9999999999999958,-0.05353450774026011,0.9936785094458511,0.02047073401410698,1.1003764843407156,atr_normalized_then_train_z,atr_normalization,pass,not_applied
return_20d_sigma_norm,FS3_vol_range_stop_distance,0.0,-1.6091312934156338e-16,1.0000000000000013,-0.1552379933648835,0.9114242462438291,0.04392340636053695,1.10697158159884,sigma_normalized_then_train_z,sigma_normalization,pass,not_applied
amount_ratio_20d,FS4_amount_volume_vwap_dib,0.0,1.7032825924984635e-16,1.0000000000000018,-0.015747558735129442,1.0046674896166443,-0.011527006837587901,1.0499431652191331,train_z,train_z,pass,not_applied
amount_ratio_60d,FS4_amount_volume_vwap_dib,0.0,4.658349502348185e-16,0.9999999999999997,-0.19409125838948543,0.8859426756341218,-0.030715913015824086,0.9998209442008971,train_z,train_z,pass,not_applied
turnover_ratio_20d,FS4_amount_volume_vwap_dib,0.0,1.7867348803218806e-16,1.0000000000000024,0.016221687463125446,1.0232417034958772,-0.011923990732343093,1.0302883764783215,train_z,train_z,pass,not_applied
turnover_ratio_60d,FS4_amount_volume_vwap_dib,0.0,-1.4122694862424444e-16,1.0000000000000038,-0.15303219804149706,0.9020874026567787,-0.03121459592288646,0.9792196761792071,train_z,train_z,pass,not_applied
quality_amount_flag,FS4_amount_volume_vwap_dib,0.0,0.7747395049087514,0.41775376053666335,0.7125869418891632,0.45255584422057693,0.7396711202466598,0.4388140313615141,binary_0_1,train_z,pass,not_applied
market_return_20d,FS5_market_industry_riskon_quality,0.0,-1.549216830362924e-16,0.9999999999999956,-0.5212609335291014,0.669458096813074,0.03020546829155389,1.0967622564570778,train_z,train_z,pass,not_applied
market_drawdown_60d,FS5_market_industry_riskon_quality,0.0,8.045656467078169e-17,0.9999999999999709,-0.4024567796151328,1.0537044665791426,-0.03165962950865468,1.121140822152227,train_z,train_z,pass,not_applied
market_volatility_20d,FS5_market_industry_riskon_quality,0.0,-3.2011441688162074e-16,1.0000000000000044,-0.5796565032605142,0.5610409729487225,-0.08403520375580505,1.3047598229656454,train_z,train_z,pass,not_applied
universe_up_share,FS5_market_industry_riskon_quality,0.0,-1.9258220266942426e-16,0.9999999999999996,-0.044922702376041145,0.8642019943395232,0.03756097320403077,0.9910065325555244,train_z,train_z,pass,not_applied
universe_up_share_z,FS5_market_industry_riskon_quality,0.013083645443196006,-0.0006769642656885747,0.9879204471994892,0.02874609050928764,0.9912826603032054,0.010337477295405871,1.0130626202801074,train_z,train_z,pass,not_applied
universe_up_share_change_5d,FS5_market_industry_riskon_quality,0.003820224719101124,0.0008176259634768674,0.9954178388569741,0.0873277316031753,0.8929126010369872,0.010707719490069106,0.9671671262083902,train_z,train_z,pass,not_applied
board_relative_cusum_20d,FS5_market_industry_riskon_quality,0.012808988764044944,-0.002672866675506703,0.9883973366122465,-0.02132241414527027,0.7640118235595285,-0.047619518263480085,1.2623256712399156,train_z,train_z,pass,not_applied
momentum_percentile_20d,FS5_market_industry_riskon_quality,0.0,-4.95578201535985e-16,0.9999999999999944,0.2041681986197145,0.7483964620426689,0.03666001935276775,0.9597731215609051,train_z,train_z,pass,not_applied
prior_event_count_20d,FS6_recurrence_local_density,0.0,-1.2250367892027265e-17,1.000000000000071,-0.19137091556274685,0.9259987511260217,-0.024389773049652105,0.9900624141807353,train_z,train_z,pass,not_applied
prior_event_count_60d,FS6_recurrence_local_density,0.0,9.789595302362399e-17,0.9999999999997785,-0.28987810150960663,0.8813061022627868,0.021302350377758343,1.0153945887587008,train_z,train_z,pass,not_applied
