relaxed_feature_set_pattern_id,industry,task,feature_family_set,feature_name_set,operator_direction_set,quantile_bucket_set,path_count,supporting_fold_count,path_train_weighted_support,candidate_rank_score_train_only
9a87bee60cefcac9,电子,failure_reject,rolling_return;volatility_range,amplitude_60;atr_like_10;ret_60d,greater_than;less_than,q20;q90;q95,1,1,2028.6302208107627,4812.630220810763
4d560c5bc3fa587b,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;atr_like_10;industry_relative_strength_vs_market_20d,greater_than;less_than,q10;q20;q90,1,1,1875.6204979473175,4503.620497947318
e625b48ce7bd9e6a,电子,failure_reject,cross_section_rank;kbar_candle_shape;volatility_range,amplitude_60;intraday_range_pct;ret_10d_market_rank,greater_than;less_than,q20;q95,1,1,1842.7008660408883,4495.700866040888
15d2cf745a816360,电子,failure_reject,cross_section_rank;volatility_range,atr_like_20;range_expansion_ratio_20_60;ret_10d_market_rank,less_than,q60;q95,1,1,2039.0530296418424,4458.053029641842
070a4f035539e6de,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,amplitude_60;industry_relative_strength_vs_market_20d;intraday_range_pct,greater_than,q10;q20,1,1,1793.2686593560577,4355.2686593560575
96857e1e9950386d,电子,failure_reject,industry_market_context;volatility_range,atr_like_20;industry_relative_strength_vs_market_20d;range_expansion_ratio_20_60,greater_than;less_than,q10;q50;q95,1,1,1872.0047697521486,4134.004769752149
ec0c2ac00d77f1a7,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr20_pct;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q30;q90,2,1,1745.4879906025878,4038.487990602588
1da5374c3e567da5,电子,failure_reject,cross_section_rank;price_distance;volatility_range,atr_like_10;close_over_ma_120;ret_60d_market_rank,greater_than;less_than,q05;q50;q95,1,1,1850.195883002168,4027.195883002168
0e7b4d12162b317d,电子,failure_reject,industry_market_context;volatility_range,amplitude_10;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q30;q95,1,1,1725.564089363042,3786.564089363042
de45c16dbf85cd70,电子,failure_reject,industry_market_context;launch_lifecycle_context,industry_relative_strength_vs_market_60d;market_volatility_regime;prelaunch_drawdown_120d,greater_than;less_than,q30;q90,1,1,1709.6841372160675,3758.6841372160675
ca858be98cf3b79b,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;industry_relative_strength_vs_market_20d;range_expansion_ratio_20_60,greater_than;less_than,q10;q20;q70,1,1,1600.5367237272815,3698.5367237272812
bd8664a3b7b03001,电子,failure_reject,cross_section_rank;price_distance;volatility_range,distance_to_high_120;ret_60d_market_rank;volatility_return_std_60,less_than,q60;q80;q90,1,1,1720.830975985621,3695.830975985621
1a9f90eb3e0e8751,电子,failure_reject,cross_section_rank;volatility_range,amplitude_60;atr_like_20;ret_60d_market_rank,greater_than;less_than,q30;q60;q95,1,1,1592.9965703900193,3676.9965703900193
ea054ea7b9ac142b,电子,failure_reject,industry_market_context;volatility_range,atr_like_20;market_volatility_regime,less_than,q60;q70;q80,2,1,1544.3231807933785,3675.3231807933785
7ea2b73ef4ea934b,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_60d;market_volatility_regime;volatility_return_std_60,greater_than,q05;q30;q40,1,1,1531.5266876922954,3263.526687692295
8b700bd3524cbde5,电子,failure_reject,industry_market_context;rolling_return,industry_relative_strength_vs_market_60d;market_volatility_regime;return_slope_40d,greater_than,q20;q30,1,1,1512.736571972164,3234.736571972164
cac5086f254f9432,电子,failure_reject,price_distance;volatility_range,amplitude_60;close_over_max_high_120;volatility_return_std_10,greater_than,q05;q20;q30,1,1,1303.0294492734502,3220.02944927345
c985ecfe22de61a9,电子,failure_reject,cross_section_rank;industry_market_context;volume_money,industry_relative_strength_vs_market_20d;ret_60d_market_rank;volume_over_mean_60,greater_than;less_than,q10;q50;q60,1,1,1438.7328416418295,3119.7328416418295
73ded0cad74aaaaa,电子,failure_reject,cross_section_rank;industry_market_context;volume_money,market_volatility_regime;money_over_mean_60;ret_60d_market_rank,less_than,q50;q90,1,1,1420.6658369948204,3080.6658369948204
03adbc7d48617683,电子,failure_reject,volatility_range,atr_like_10;volatility_return_std_20;volatility_return_std_60,greater_than;less_than,q20;q40;q95,1,1,1173.6673060620121,2943.6673060620124
9708af4b1a94716f,电子,failure_reject,cross_section_rank;kbar_candle_shape;price_distance,body_pct;close_over_max_high_120;ret_60d_market_rank,greater_than;less_than,q05;q50;q90,1,1,1254.1401500564052,2859.140150056405
2ebb0f9c3af2b0cb,电子,failure_reject,industry_market_context;price_distance,close_over_median_60;market_breadth_20d;market_volatility_regime,greater_than;less_than,q30;q60;q70,1,1,1276.5050740032725,2840.5050740032725
e75a029b117b7936,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_min_low_20;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q40;q50;q80,2,1,1170.5266816997323,2824.5266816997323
67f1f0d7dcfc7f77,电子,failure_reject,price_distance;volume_money,close_over_ma_120;close_over_max_high_120;money_price_coherence_60,greater_than;less_than,q05;q80,1,1,1096.511637272604,2803.5116372726043
99523e8cd270581a,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr_like_20;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q10;q60;q70,4,1,1184.3806598297956,2798.3806598297956
6aedcfe66af79d98,电子,failure_reject,industry_market_context;price_distance,close_over_ma_60;market_breadth_20d;market_volatility_regime,greater_than;less_than,q30;q60;q70,1,1,1220.0920936669152,2733.0920936669154
cbe35b290b9e8b98,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_median_40;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q10;q40,1,1,1133.0100099447322,2721.0100099447322
c043c5e916499550,电子,failure_reject,cross_section_rank;rolling_return;volume_money,ret_120d;ret_60d_market_rank;volume_zscore_60,greater_than;less_than,q10;q50;q80,1,1,1210.0435634297783,2716.0435634297783
27bbed7a45f96c35,电子,failure_reject,volatility_range;volume_money,money_price_coherence_60;range_expansion_ratio_20_60;volume_over_mean_60,greater_than;less_than,q10;q60,1,1,1169.3579840588573,2690.3579840588573
f10b9544daa335f1,电子,failure_reject,industry_market_context;price_distance,drawdown_from_recent_high_40;market_volatility_regime,greater_than;less_than,q30;q50;q90,1,1,1195.2330569686933,2686.2330569686933
52889bfc1ea7ca3a,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_20;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q10;q50,1,1,1236.9343599441981,2683.934359944198
b046bebb955f4e86,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_40;market_volatility_regime;turnover_proxy_ratio_60,greater_than;less_than,q30;q50;q60,1,1,1210.6844422018535,2663.6844422018535
92e105bc577fa1e7,电子,failure_reject,kbar_candle_shape;volatility_range;volume_money,body_pct;range_expansion_ratio_20_60;volume_over_mean_60,less_than,q60;q80,1,1,1156.437563643278,2622.437563643278
f3d2c069547a6a00,电子,failure_reject,industry_market_context,industry_relative_strength_vs_market_20d;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q10;q30;q40,2,1,1061.3958098060436,2615.395809806044
e1e538d0e8ce67d4,电子,failure_reject,industry_market_context;volatility_range,amplitude_60;atr_like_20;industry_relative_strength_vs_market_20d,greater_than;less_than,q30;q95,1,1,994.9014241943208,2567.901424194321
0367ce91fe097439,电子,failure_reject,volatility_range;volume_money,money_price_coherence_60;volatility_return_std_10;volatility_return_std_60,greater_than;less_than,q10;q40;q80,1,1,1036.5588530162704,2557.5588530162704
57afb332f9e27f28,电子,failure_reject,cross_section_rank;industry_market_context,atr20_pct_market_rank;industry_relative_strength_vs_market_60d;market_breadth_20d,greater_than;less_than,q20;q50;q70,1,1,1075.8797394004905,2549.8797394004905
5a6d8a198e83555c,电子,failure_reject,cross_section_rank;launch_lifecycle_context;volatility_range,amplitude_60;prelaunch_drawdown_120d;ret_60d_market_rank,greater_than;less_than,q05;q50;q70,1,1,1126.272491865886,2537.272491865886
9187885937f89c90,电子,failure_reject,volatility_range,amplitude_60;atr20_pct;atr_like_10,greater_than;less_than,q20;q30;q90,1,1,972.1251857476038,2537.1251857476036
122918bc64ea89f3,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_median_40;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q40;q50;q80,1,1,1164.3117612720966,2527.3117612720966
3c5b61a8634be902,电子,failure_reject,cross_section_rank;volatility_range,atr20_pct_market_rank;atr_like_20;volatility_return_std_60,greater_than;less_than,q05;q40;q50,3,1,1157.1849864045564,2519.184986404556
cd228a1b706208ea,电子,failure_reject,industry_market_context;kbar_candle_shape;price_distance,drawdown_from_recent_high_40;gap_open_pct;market_volatility_regime,greater_than;less_than,q30;q60,1,1,1157.3562436000834,2518.3562436000834
61da499bca6c54a8,电子,failure_reject,industry_market_context;price_distance,close_over_max_high_120;close_over_median_40;market_volatility_regime,greater_than;less_than,q10;q40;q90,1,1,1038.6198830210205,2474.6198830210205
cefd351b03afe131,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_60d;volatility_return_std_10;volatility_return_std_60,greater_than;less_than,q10;q50;q80,1,1,1047.570715885674,2394.570715885674
29f4a65167ad7040,电子,failure_reject,industry_market_context;price_distance;volume_money,distance_to_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q30;q90,1,1,1025.7645717753715,2370.764571775371
ac069bc2246ab548,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q10;q30,1,1,1025.7645717753715,2370.764571775371
3b3a101465bd1f6d,电子,failure_reject,industry_market_context;volatility_range,market_volatility_regime;range_expansion_ratio_20_60;volatility_return_std_60,greater_than,q05;q30;q60,1,1,937.3424584695355,2361.3424584695354
e1ac9fd51c42be27,电子,failure_reject,cross_section_rank;volatility_range,amplitude_60;atr20_pct_market_rank;ret_60d_market_rank,greater_than;less_than,q05;q50;q70,1,1,1088.146002517652,2341.146002517652
d9e7e5205f863639,电子,failure_reject,kbar_candle_shape;volatility_range,atr20_pct;intraday_range_pct;volatility_return_std_60,greater_than;less_than,q30;q40;q90,1,1,869.2501201893311,2259.250120189331
33e2f4fbf4cd33ef,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40;q80,1,1,1029.9597747775813,2238.9597747775815
d84068d39983fac3,电子,failure_reject,cross_section_rank;industry_market_context,market_volatility_regime;ret_60d_market_rank,greater_than;less_than,q40;q50;q95,1,1,986.9285943714569,2220.9285943714567
d71c01343f7d29e5,电子,failure_reject,industry_market_context;volatility_range,high_vol_constructive_ratio;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than,q30;q40;q50,1,1,959.147616900953,2191.147616900953
d89b69a853cb9de0,电子,failure_reject,price_distance;volatility_range;volume_money,close_over_max_high_120;money_price_coherence_60;volatility_return_std_20,greater_than;less_than,q05;q20;q80,1,1,826.0148067775189,2144.014806777519
8648f0274e3dbff2,电子,failure_reject,cross_section_rank;industry_market_context,atr20_pct_market_rank;industry_relative_strength_vs_market_60d;market_breadth_20d,greater_than;less_than,q20;q50;q70,1,1,1043.2683434020355,2142.2683434020355
3b86d9711887bf4b,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr20_pct;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q60;q90,1,1,888.3711705410813,2137.3711705410815
93bbba1d6732ae92,电子,failure_reject,industry_market_context;price_distance,close_over_ma_20;close_over_max_high_120;market_volatility_regime,greater_than;less_than,q10;q30;q90,1,1,924.9735313939641,2129.973531393964
df22b95a748c4954,电子,failure_reject,price_distance;volatility_range,atr_like_20;close_over_max_high_120,less_than,q70;q80,1,1,874.0130773904375,2127.0130773904375
f0275aa0463559d3,电子,failure_reject,price_distance;volatility_range,close_over_median_40;high_vol_destructive_ratio;volatility_return_std_60,greater_than;less_than,q40;q95,1,1,789.818537486484,2105.8185374864843
aeab4a6d7c88e429,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;ret_60d_industry_rank,greater_than;less_than,q20;q40,5,1,600.4692496532119,2105.469249653212
f5886421b87b9445,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q30;q90,1,1,911.0284650679109,2103.028465067911
a456814cb4a5972d,电子,failure_reject,cross_section_rank;volatility_range,amplitude_60;atr_like_10;money_5d_market_rank,greater_than,q20;q30,1,1,841.9681956961065,2101.9681956961067
53e507f45efe2d0f,电子,failure_reject,cross_section_rank;industry_market_context;price_distance,close_over_max_high_40;market_volatility_regime;ret_60d_market_rank,greater_than;less_than,q40;q50,1,1,949.0468916767038,2097.046891676704
a8b590c1724ab703,电子,failure_reject,industry_market_context,industry_breadth_20d;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q10;q30;q40,1,1,777.8243655527583,2075.8243655527585
bbd2c3226dcc6166,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_max_high_40;market_volatility_regime;volatility_return_std_60,greater_than,q05;q30;q50,1,1,883.4983074276058,2075.498307427606
5ab4c628435f08f1,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q60;q80,1,1,848.7499073735678,2058.749907373568
19136566c41efd02,电子,failure_reject,cross_section_rank;industry_market_context,market_breadth_20d;market_volatility_regime;ret_60d_market_rank,greater_than;less_than,q40;q60;q70,1,1,961.7931456114657,2051.7931456114657
d5899f0fd7604e8d,电子,failure_reject,volatility_range;volume_money,atr_like_10;volatility_return_std_10;volume_price_divergence_10,greater_than,q10;q50,1,1,862.5746109060051,2031.574610906005
643a663ebd319bed,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;market_volatility_regime;ret_60d_market_rank,greater_than,q30;q60,1,1,891.025005737432,2022.025005737432
ac13ad533fdf0d0d,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,lower_shadow_pct;market_volatility_regime;range_expansion_ratio_20_60,greater_than;less_than,q30;q60,1,1,922.4753850382109,2018.4753850382108
4c36faa9d2a4af6a,电子,failure_reject,industry_market_context;kbar_candle_shape;volume_money,body_pct;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q60;q80,1,1,826.2764470008613,1998.2764470008613
18bfe2b597049c60,电子,failure_reject,cross_section_rank;industry_market_context;price_distance,atr20_pct_market_rank;close_over_ma_20;market_volatility_regime,greater_than;less_than,q20;q50,2,1,794.2606547164183,1992.2606547164182
cbd896c4a86cee45,电子,failure_reject,price_distance;volatility_range,close_over_ma_20;close_over_median_40;volatility_return_std_60,greater_than;less_than,q10;q40;q95,1,1,748.3529041705672,1981.3529041705672
7fd987065aa9743d,电子,failure_reject,cross_section_rank;volatility_range,atr20_pct_market_rank;ret_60d_market_rank;volatility_return_std_60,greater_than;less_than,q05;q60,1,1,936.9181576823321,1971.918157682332
d187ceb1b7646f3e,电子,failure_reject,industry_market_context;price_distance;volatility_range,drawdown_from_recent_high_40;market_volatility_regime;volatility_return_std_60,greater_than,q05;q30;q50,1,1,837.2715146059588,1971.2715146059588
fd9f8ae09caf4c09,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40;q90,1,1,895.276729347585,1970.276729347585
fac84441d3714dfc,电子,failure_reject,industry_market_context;volatility_range;volume_money,atr20_pct;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40;q90,1,1,893.6785030628674,1963.6785030628675
beda2733ea2322ec,电子,failure_reject,industry_market_context;price_distance,close_over_ma_60;market_breadth_20d;market_volatility_regime,greater_than,q20;q30;q60,1,1,798.9448800441551,1934.944880044155
affafa1e9ce648e3,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_ma_20;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q20;q30,1,1,824.5325949059601,1923.5325949059602
ea1afaad4817d8ae,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_20d;range_expansion_ratio_20_60;volatility_return_std_60,greater_than;less_than,q10;q40;q80,1,1,755.7001439350781,1920.7001439350781
bea842b66bbdfe5c,电子,failure_reject,industry_market_context;price_distance,close_over_median_40;industry_money_breadth_20d;market_volatility_regime,greater_than;less_than,q40;q50;q80,1,1,780.3258048565845,1914.3258048565845
b0644b6026d8dde9,电子,failure_reject,kbar_candle_shape;volatility_range,high_close_ratio;high_vol_destructive_ratio;volatility_return_std_60,greater_than;less_than,q40;q90;q95,1,1,710.9440827595233,1909.9440827595233
ede156f912bca010,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_120;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q30;q95,1,1,821.0141730198244,1905.0141730198243
77afb9066187c06c,电子,failure_reject,price_distance;volatility_range,close_over_median_20;high_vol_destructive_ratio;volatility_return_std_60,greater_than;less_than,q10;q40;q95,1,1,725.3042556158764,1901.3042556158764
17ebdd4fabb4d926,电子,failure_reject,industry_market_context;rolling_return;volume_money,market_volatility_regime;money_price_coherence_60;return_slope_40d,greater_than;less_than,q05;q20;q30,1,1,814.6427103683645,1888.6427103683645
18527037cce0c013,电子,failure_reject,volatility_range,atr_like_20;range_expansion_ratio_20_60;volatility_return_std_20,greater_than;less_than,q20;q50;q60,1,1,779.3073647735844,1859.3073647735844
98f1f2bd08041193,电子,failure_reject,industry_market_context;price_distance;volatility_range,atr20_pct;close_over_median_60;market_volatility_regime,greater_than;less_than,q20;q40;q90,1,1,845.535832241771,1858.535832241771
201c162277ae213b,电子,failure_reject,cross_section_rank;launch_lifecycle_context;volume_money,money_over_mean_60;prelaunch_drawdown_120d;ret_60d_market_rank,greater_than;less_than,q40;q50;q70,1,1,776.0576182280604,1855.0576182280604
d432d8f403527e73,电子,failure_reject,cross_section_rank;volatility_range,atr_like_20;ret_60d_market_rank;volatility_return_std_60,greater_than;less_than,q05;q40;q80,2,1,851.7395492690619,1853.7395492690619
55d43d6274e60f97,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;market_volatility_regime;ret_60d_market_rank,greater_than,q30;q40;q50,1,1,849.9345028536359,1851.9345028536359
0bcfd53e86e6078f,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_ma_5;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q20;q40,1,1,839.850094982884,1847.850094982884
47201740a6dd8326,电子,failure_reject,industry_market_context;volume_money,industry_relative_strength_vs_market_60d;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q05;q40;q60,4,1,604.0919748434571,1846.0919748434571
6b2d1030d032d0fb,电子,failure_reject,cross_section_rank,atr20_pct_market_rank;ret_60d_market_rank,greater_than;less_than,q20;q60;q70,1,1,847.6735266169893,1837.6735266169894
8e538c036c1e79a8,电子,failure_reject,industry_market_context;rolling_return,close_over_close_120d;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than,q20;q30;q40,1,1,794.6792184676631,1826.679218467663
124a7db981fa664d,电子,failure_reject,industry_market_context;price_distance,close_over_max_high_120;industry_breadth_20d;market_volatility_regime,greater_than;less_than,q30;q40;q95,1,1,824.8108990464882,1813.8108990464882
eabc1e3cb1918345,电子,failure_reject,cross_section_rank;price_distance;rolling_return,atr20_pct_market_rank;close_over_median_60;ret_60d,greater_than;less_than,q05;q50;q95,1,1,737.8123505877699,1797.8123505877697
7d4260718fa7fe36,电子,failure_reject,cross_section_rank;industry_market_context;volume_money,market_volatility_regime;money_5d_market_rank;money_price_coherence_60,greater_than;less_than,q05;q40;q90,1,1,809.5887789796202,1789.5887789796202
6512f325a9778c37,电子,failure_reject,cross_section_rank;launch_lifecycle_context;volume_money,money_over_mean_60;prelaunch_drawdown_120d;ret_60d_market_rank,less_than,q40;q50;q70,1,1,781.754874111334,1753.754874111334
41a2874bbe51b37c,电子,failure_reject,industry_market_context;price_distance;rolling_return,close_over_close_120d;close_over_median_40;market_volatility_regime,greater_than;less_than,q20;q40;q50,1,1,731.4462431706542,1753.4462431706543
3e1d3f65d253bd44,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_median_40;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q30;q40;q50,1,1,742.3679577397656,1744.3679577397656
097d2ce901cdd0cf,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;market_volatility_regime;ret_60d_market_rank,greater_than,q30;q40;q60,1,1,783.1487079200608,1739.1487079200608
48b314815df9d0dd,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_60d;volatility_return_std_10;volatility_return_std_60,greater_than;less_than,q10;q50;q80,1,1,704.6997395812439,1731.6997395812439
384aecb2cef7e9c9,电子,failure_reject,cross_section_rank;industry_market_context;volume_money,market_volatility_regime;money_5d_market_rank;money_price_coherence_60,greater_than;less_than,q05;q30;q90,1,1,729.631344712714,1709.631344712714
b1e11deb3d01c2ef,电子,failure_reject,industry_market_context;volatility_range,atr20_pct;industry_breadth_20d;market_volatility_regime,greater_than;less_than,q30;q90,1,1,726.3300454023224,1697.3300454023224
be3b4a93c6400e9c,电子,failure_reject,industry_market_context;volatility_range,atr_like_20;market_volatility_regime,greater_than;less_than,q60;q70;q80,2,1,714.2337312143706,1665.2337312143704
e44c469b03ae6a6c,电子,failure_reject,industry_market_context;price_distance;volume_money,close_over_max_high_60;market_volatility_regime;money_price_coherence_60,greater_than;less_than,q30;q40;q90,1,1,746.337467908321,1663.3374679083208
e841293f0d424f75,电子,failure_reject,cross_section_rank;volatility_range,atr20_pct_industry_rank;atr20_pct_market_rank;range_expansion_ratio_20_60,greater_than;less_than,q05;q60,1,1,718.8460092759631,1658.846009275963
3fa1bd4039848682,电子,failure_reject,industry_market_context;price_distance,close_over_median_40;close_over_median_5;market_volatility_regime,greater_than;less_than,q40;q50,1,1,671.1231749153517,1652.1231749153517
ee48fd2ebdcdc967,电子,failure_reject,industry_market_context;price_distance,close_over_ma_5;close_over_median_40;market_volatility_regime,greater_than;less_than,q40;q50;q60,1,1,665.3173178569978,1641.3173178569978
0aeac48bf87f70b3,电子,failure_reject,industry_market_context;price_distance,close_over_median_60;market_breadth_20d;market_volatility_regime,greater_than,q20;q30;q60,1,1,667.4796224838408,1626.4796224838408
f1b32b459bb0a34d,电子,failure_reject,cross_section_rank;industry_market_context;price_distance,atr20_pct_industry_rank;close_over_min_low_20;market_volatility_regime,greater_than,q05;q40,1,1,638.91928916004,1623.91928916004
6291c8d861a2cf4b,电子,failure_reject,industry_market_context;price_distance;volatility_range,drawdown_from_recent_high_40;market_volatility_regime;volatility_return_std_60,greater_than,q05;q30;q60,1,1,686.5911559985432,1595.5911559985432
d16b158b1d5c6255,电子,failure_reject,cross_section_rank;volatility_range;volume_money,ret_60d_market_rank;volatility_return_std_10;volume_price_divergence_10,greater_than;less_than,q20;q40;q50,1,1,712.2988384564885,1592.2988384564885
1c72572ea25e98ca,电子,failure_reject,industry_market_context;rolling_return,close_over_close_40d;industry_relative_strength_vs_market_60d;market_volatility_regime,greater_than;less_than,q30;q70,1,1,644.0627526041217,1587.0627526041217
274915106d648b05,电子,failure_reject,cross_section_rank;price_distance;volatility_range,amplitude_60;close_over_median_120;ret_60d_industry_rank,greater_than;less_than,q40;q80,2,1,519.2398175898177,1581.2398175898177
a9e24b31b28e2513,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_min_low_20;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q40;q90,1,1,625.2703942369865,1562.2703942369865
3636cbbcfe1fbbc8,电子,failure_reject,volatility_range;volume_money,money_price_coherence_60;volatility_return_std_10;volatility_return_std_60,greater_than;less_than,q10;q40;q80,1,1,710.588252246786,1554.588252246786
34f77e43f1c8ba3d,电子,failure_reject,industry_market_context;price_distance;volatility_range,close_over_median_40;market_volatility_regime;volatility_return_std_60,greater_than;less_than,q30;q40;q50,1,1,761.864765326542,1541.864765326542
3fd36d6e70d2eae2,电子,failure_reject,industry_market_context;price_distance,close_over_max_high_120;close_over_min_low_60;industry_relative_strength_vs_market_20d,greater_than;less_than,q40;q80;q90,2,1,512.1543771043771,1540.154377104377
5364488da6d69709,电子,failure_reject,industry_market_context;kbar_candle_shape;price_distance,close_over_median_60;intraday_range_pct;market_volatility_regime,greater_than;less_than,q30;q40,1,1,694.2789618134079,1536.278961813408
c7700f1945c67082,电子,failure_reject,cross_section_rank;industry_market_context,industry_relative_strength_vs_market_60d;market_volatility_regime;ret_60d_market_rank,greater_than;less_than,q30;q40;q50,1,1,765.2388843285719,1536.2388843285719
d223f1df494bd075,电子,failure_reject,industry_market_context;volatility_range,industry_relative_strength_vs_market_60d;market_volatility_regime;volatility_return_std_20,greater_than;less_than,q30;q40;q60,1,1,792.2768285802966,1529.2768285802968
eaa97a3c75f3412c,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,intraday_range_pct;market_volatility_regime;volatility_return_std_10,greater_than;less_than,q30;q40;q70,1,1,589.5467437405168,1522.5467437405168
6391fc64d8366c3e,电子,failure_reject,industry_market_context;kbar_candle_shape;volatility_range,amplitude_60;industry_relative_strength_vs_market_20d;intraday_range_pct,greater_than;less_than,q10;q20,2,1,649.9282664358391,1521.928266435839
