primitive_id,industry,task,fold_id,denominator_event_count,token_1_support_count,token_2_support_count,token_3_support_count,all_token_support_count,all_token_weighted_support,support_rate,positive_count,weighted_positive_count,support_missing_reason,token_coverage_pass
E10P_64cb9f4db02128b1,电子,failure_reject,fold_2021,1200,556,556,556,556,462.58974293941355,0.4633333333333333,252,279.7509107055484,,True
E10P_64cb9f4db02128b1,电子,failure_reject,fold_2022,1039,517,517,517,517,391.0016457374285,0.49759384023099135,283,262.37869880378116,,True
E10P_64cb9f4db02128b1,电子,failure_reject,fold_2023,1043,505,505,505,505,425.88511962260804,0.4841802492809204,339,277.8752334439798,,True
E10P_9ff91ebee7502bb1,电子,failure_reject,fold_2020,1027,601,601,601,601,623.7434848894615,0.5851996105160662,214,305.10498373323736,,True
E10P_9ff91ebee7502bb1,电子,failure_reject,fold_2021,1200,758,758,758,758,678.4528957771929,0.6316666666666667,374,408.12586477182543,,True
E10P_9ff91ebee7502bb1,电子,failure_reject,fold_2022,1039,730,730,730,730,582.1847025150272,0.7025986525505293,446,426.89673937060695,,True
E10P_9ff91ebee7502bb1,电子,failure_reject,fold_2023,1043,447,447,447,447,328.1973377252261,0.42857142857142855,293,224.48984020570526,,True
E10P_b29ffe810eea70b7,电子,failure_reject,fold_2020,1027,449,449,449,449,430.07476084995517,0.4371957156767283,82,137.41577347264868,,True
E10P_b29ffe810eea70b7,电子,failure_reject,fold_2021,1200,612,612,612,612,590.3832415819106,0.51,252,317.1322424601947,,True
E10P_b29ffe810eea70b7,电子,failure_reject,fold_2022,1039,550,550,550,550,503.3816210651355,0.5293551491819056,344,370.61470555010186,,True
E10P_b29ffe810eea70b7,电子,failure_reject,fold_2023,1043,550,550,550,550,624.321364975704,0.5273250239693192,250,249.63665797236416,,True
E10P_d7154207365dd303,电子,failure_reject,fold_2020,1027,562,562,562,562,555.9824201731607,0.5472249269717624,199,283.3566133251884,,True
E10P_d7154207365dd303,电子,failure_reject,fold_2021,1200,658,658,658,658,585.9229982944519,0.5483333333333333,325,359.8347360415138,,True
E10P_d7154207365dd303,电子,failure_reject,fold_2022,1039,633,633,633,633,522.3702761529553,0.6092396535129933,408,399.8143627678104,,True
E10P_d7154207365dd303,电子,failure_reject,fold_2023,1043,444,444,444,444,329.4173644943086,0.42569511025886864,305,232.83984989115828,,True
E10P_305afe134571b6c1,电子,failure_reject,fold_2020,1027,411,411,411,411,373.0653669018029,0.40019474196689386,79,135.05378718512318,,True
E10P_305afe134571b6c1,电子,failure_reject,fold_2021,1200,441,441,441,441,404.19068751214724,0.3675,154,199.2398173034377,,True
E10P_305afe134571b6c1,电子,failure_reject,fold_2022,1039,334,334,334,334,308.2781862293475,0.32146294513955725,220,231.22223208008904,,True
E10P_305afe134571b6c1,电子,failure_reject,fold_2023,1043,457,457,457,457,523.8465485434137,0.43815915627996166,202,211.18569213121157,,True
E10P_09f2dcaff0129d10,电子,failure_reject,fold_2020,1027,6,6,6,6,20.528506308333885,0.005842259006815969,1,7.983157894736846,,False
E10P_09f2dcaff0129d10,电子,failure_reject,fold_2021,1200,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_09f2dcaff0129d10,电子,failure_reject,fold_2022,1039,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_09f2dcaff0129d10,电子,failure_reject,fold_2023,1043,783,783,783,783,856.2090204278584,0.75071907957814,382,348.7618521374043,,True
E10P_8d5af32ad9c4e205,电子,failure_reject,fold_2020,1027,286,286,286,286,249.73284695012953,0.27848101265822783,18,48.22604969475165,,True
E10P_8d5af32ad9c4e205,电子,failure_reject,fold_2021,1200,415,415,415,415,440.6386347759103,0.3458333333333333,162,240.0458628176014,,True
E10P_8d5af32ad9c4e205,电子,failure_reject,fold_2022,1039,354,354,354,354,286.20194079926273,0.34071222329162654,157,140.70133780192765,,True
E10P_8d5af32ad9c4e205,电子,failure_reject,fold_2023,1043,277,277,277,277,365.36348204944926,0.26558005752636626,180,170.43117250944044,,True
E10P_ad8e26ba785e4393,电子,failure_reject,fold_2020,1027,640,640,640,640,723.9002899332443,0.6231742940603701,248,355.50997205189344,,True
E10P_ad8e26ba785e4393,电子,failure_reject,fold_2021,1200,480,480,480,480,478.28620005040636,0.4,351,368.0408147555117,,True
E10P_ad8e26ba785e4393,电子,failure_reject,fold_2022,1039,546,546,546,546,642.9110727472898,0.5255052935514918,396,521.7909456846869,,True
E10P_ad8e26ba785e4393,电子,failure_reject,fold_2023,1043,173,173,173,173,113.86866199748083,0.16586768935762225,114,75.74380265936043,,True
E10P_fe33c1590e70aaef,电子,failure_reject,fold_2020,1027,655,655,655,655,710.222303940076,0.6377799415774099,261,359.7480238027117,,True
E10P_fe33c1590e70aaef,电子,failure_reject,fold_2021,1200,505,505,505,505,544.5767917194297,0.42083333333333334,376,383.9932186736985,,True
E10P_fe33c1590e70aaef,电子,failure_reject,fold_2022,1039,558,558,558,558,649.2141025307702,0.5370548604427334,403,525.5131702099885,,True
E10P_fe33c1590e70aaef,电子,failure_reject,fold_2023,1043,149,149,149,149,100.99774156123209,0.14285714285714285,97,65.85282423200758,,True
E10P_879debc6ecc62833,电子,failure_reject,fold_2020,1027,430,430,430,430,356.99896230847867,0.4186952288218111,97,144.72596241319238,,True
E10P_879debc6ecc62833,电子,failure_reject,fold_2021,1200,503,503,503,503,399.85958182913737,0.4191666666666667,207,223.06660520838284,,True
E10P_879debc6ecc62833,电子,failure_reject,fold_2022,1039,577,577,577,577,460.7389046936155,0.5553416746871992,384,355.91779523765535,,True
E10P_879debc6ecc62833,电子,failure_reject,fold_2023,1043,331,331,331,331,301.7094321829926,0.3173537871524449,193,173.5734007203764,,True
E10P_d152b83338d2d3f7,电子,failure_reject,fold_2020,1027,308,308,308,308,299.130391932987,0.29990262901655307,84,128.30087132369735,,True
E10P_d152b83338d2d3f7,电子,failure_reject,fold_2021,1200,531,531,531,531,610.2698920577313,0.4425,257,336.6706813219274,,True
E10P_d152b83338d2d3f7,电子,failure_reject,fold_2022,1039,416,416,416,416,442.83361377253124,0.40038498556304136,253,316.234252656089,,True
E10P_d152b83338d2d3f7,电子,failure_reject,fold_2023,1043,417,417,417,417,469.4341256108045,0.3998082454458293,214,191.72886501526142,,True
E10P_2a8dd91b01c9bc7b,电子,failure_reject,fold_2020,1027,304,304,304,304,267.57008640550146,0.29600778967867575,48,73.57954994129955,,True
E10P_2a8dd91b01c9bc7b,电子,failure_reject,fold_2021,1200,418,418,418,418,382.81959353159283,0.34833333333333333,142,169.4433966548001,,True
E10P_2a8dd91b01c9bc7b,电子,failure_reject,fold_2022,1039,493,493,493,493,336.2149559401033,0.47449470644850816,238,190.63585179872263,,True
E10P_2a8dd91b01c9bc7b,电子,failure_reject,fold_2023,1043,188,188,188,188,160.12121426384294,0.18024928092042186,115,106.55781840434472,,True
E10P_17ebd2141911e2dd,电子,failure_reject,fold_2020,1027,155,155,155,155,105.97031366223993,0.15092502434274585,8,17.217644110275696,,True
E10P_17ebd2141911e2dd,电子,failure_reject,fold_2021,1200,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_17ebd2141911e2dd,电子,failure_reject,fold_2022,1039,298,298,298,298,333.9771092650385,0.28681424446583254,156,201.35465193470685,,True
E10P_17ebd2141911e2dd,电子,failure_reject,fold_2023,1043,709,709,709,709,755.0281874282339,0.6797698945349953,290,273.6203740551272,,True
E10P_3532ed7757d7d96d,电子,failure_reject,fold_2020,1027,570,570,570,570,673.65804693275,0.555014605647517,221,342.2812834597406,,True
E10P_3532ed7757d7d96d,电子,failure_reject,fold_2021,1200,374,374,374,374,345.6999341753709,0.31166666666666665,289,296.80797631630566,,True
E10P_3532ed7757d7d96d,电子,failure_reject,fold_2022,1039,473,473,473,473,476.58316948578056,0.4552454282964389,366,418.5761000448781,,True
E10P_3532ed7757d7d96d,电子,failure_reject,fold_2023,1043,11,11,11,11,7.064997063356624,0.010546500479386385,1,0.4193992456964568,,False
E10P_c13f22bd41698048,电子,failure_reject,fold_2020,1027,512,512,512,512,577.4363522782941,0.498539435248296,213,304.619855897134,,True
E10P_c13f22bd41698048,电子,failure_reject,fold_2021,1200,457,457,457,457,448.6710147195496,0.38083333333333336,346,369.75276087612,,True
E10P_c13f22bd41698048,电子,failure_reject,fold_2022,1039,406,406,406,406,460.0532535811416,0.39076034648700675,305,394.84765342283276,,True
E10P_c13f22bd41698048,电子,failure_reject,fold_2023,1043,167,167,167,167,107.99285399252005,0.1601150527325024,112,72.3521286481402,,True
E10P_d6c82c36903f135a,电子,failure_reject,fold_2020,1027,463,463,463,463,461.737702479704,0.4508276533592989,134,193.878799189812,,True
E10P_d6c82c36903f135a,电子,failure_reject,fold_2021,1200,612,612,612,612,588.3287553620671,0.51,289,346.51847823701496,,True
E10P_d6c82c36903f135a,电子,failure_reject,fold_2022,1039,504,504,504,504,447.51201586007824,0.4850818094321463,352,368.53647709737345,,True
E10P_d6c82c36903f135a,电子,failure_reject,fold_2023,1043,290,290,290,290,232.4940870316891,0.27804410354745923,228,188.52555848936282,,True
E10P_b6abc3da5e1ed502,电子,failure_reject,fold_2020,1027,349,349,349,349,286.49202905579546,0.33982473222979553,27,58.337312117296754,,True
E10P_b6abc3da5e1ed502,电子,failure_reject,fold_2021,1200,318,318,318,318,270.1058465084741,0.265,139,123.71027442421074,,True
E10P_b6abc3da5e1ed502,电子,failure_reject,fold_2022,1039,255,255,255,255,226.90104750164437,0.24542829643888353,178,184.65650030051376,,True
E10P_b6abc3da5e1ed502,电子,failure_reject,fold_2023,1043,243,243,243,243,294.27359389931,0.23298178331735378,102,98.93902825120247,,True
E10P_3ad97fa9d86be3df,电子,failure_reject,fold_2020,1027,328,328,328,328,261.87438676706074,0.3193768257059396,16,42.06585102545435,,True
E10P_3ad97fa9d86be3df,电子,failure_reject,fold_2021,1200,177,177,177,177,142.66162756412723,0.1475,73,65.59996719279421,,True
E10P_3ad97fa9d86be3df,电子,failure_reject,fold_2022,1039,293,293,293,293,268.9632549292609,0.28200192492781523,156,183.47304535317022,,True
E10P_3ad97fa9d86be3df,电子,failure_reject,fold_2023,1043,200,200,200,200,277.28976508189,0.19175455417066156,96,103.17627335289396,,True
E10P_542b7c158a299684,电子,failure_reject,fold_2020,1027,424,424,424,424,435.370462877433,0.41285296981499514,130,174.6857780649384,,True
E10P_542b7c158a299684,电子,failure_reject,fold_2021,1200,543,543,543,543,507.05081015775016,0.4525,257,303.604645770773,,True
E10P_542b7c158a299684,电子,failure_reject,fold_2022,1039,530,530,530,530,374.3327018917428,0.5101058710298364,289,246.00410523257528,,True
E10P_542b7c158a299684,电子,failure_reject,fold_2023,1043,177,177,177,177,122.229924652298,0.16970278044103548,124,88.51253996519246,,True
E10P_56e0294ee8229902,电子,failure_reject,fold_2020,1027,362,362,362,362,309.1586887377398,0.3524829600778968,53,87.23631528475632,,True
E10P_56e0294ee8229902,电子,failure_reject,fold_2021,1200,441,441,441,441,457.2361121119942,0.3675,192,253.7425386941436,,True
E10P_56e0294ee8229902,电子,failure_reject,fold_2022,1039,419,419,419,419,392.3771486117636,0.4032723772858518,213,240.72209954901155,,True
E10P_56e0294ee8229902,电子,failure_reject,fold_2023,1043,235,235,235,235,337.6116117430963,0.2253116011505273,154,152.7093700076938,,True
E10P_035f75c66ca6af86,电子,failure_reject,fold_2020,1027,354,354,354,354,390.27951671948665,0.34469328140214217,51,137.25101140996966,,True
E10P_035f75c66ca6af86,电子,failure_reject,fold_2021,1200,626,626,626,626,625.4340817540422,0.5216666666666666,282,336.18499998420424,,True
E10P_035f75c66ca6af86,电子,failure_reject,fold_2022,1039,669,669,669,669,720.2019678922517,0.643888354186718,431,550.5057144044413,,True
E10P_035f75c66ca6af86,电子,failure_reject,fold_2023,1043,82,82,82,82,58.69816862518954,0.07861936720997123,43,31.30771891454076,,True
E10P_afcfe299be7e2156,电子,failure_reject,fold_2020,1027,335,335,335,335,296.7734690079352,0.32619279454722494,181,178.5102639533307,,True
E10P_afcfe299be7e2156,电子,failure_reject,fold_2021,1200,389,389,389,389,363.9832358740713,0.32416666666666666,237,244.95863929573665,,True
E10P_afcfe299be7e2156,电子,failure_reject,fold_2022,1039,380,380,380,380,274.42608718730196,0.36573628488931664,188,173.858859035778,,True
E10P_afcfe299be7e2156,电子,failure_reject,fold_2023,1043,1,1,1,1,0.4193992456964568,0.0009587727708533077,1,0.4193992456964568,,False
E10P_18c59a8b0ea4d8b0,电子,failure_reject,fold_2020,1027,550,550,550,550,487.9271168732362,0.5355404089581305,143,180.0668634015434,,True
E10P_18c59a8b0ea4d8b0,电子,failure_reject,fold_2021,1200,797,797,797,797,782.2474308468765,0.6641666666666667,400,451.1383960395466,,True
E10P_18c59a8b0ea4d8b0,电子,failure_reject,fold_2022,1039,731,731,731,731,701.0931907764234,0.7035611164581328,463,515.2616111949371,,True
E10P_18c59a8b0ea4d8b0,电子,failure_reject,fold_2023,1043,529,529,529,529,591.497115154357,0.5071907957813998,287,270.66087278973635,,True
E10P_fbc505e2279705a9,电子,failure_reject,fold_2020,1027,272,272,272,272,263.6029420875131,0.26484907497565724,85,91.88744021748043,,True
E10P_fbc505e2279705a9,电子,failure_reject,fold_2021,1200,374,374,374,374,399.7209035975586,0.31166666666666665,184,222.10894444125353,,True
E10P_fbc505e2279705a9,电子,failure_reject,fold_2022,1039,208,208,208,208,174.37285441120696,0.20019249278152068,141,133.2363731676641,,True
E10P_fbc505e2279705a9,电子,failure_reject,fold_2023,1043,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_1c7fb66503e4a518,电子,failure_reject,fold_2020,1027,385,385,385,385,405.23028027215105,0.3748782862706913,51,136.99989115720888,,True
E10P_1c7fb66503e4a518,电子,failure_reject,fold_2021,1200,625,625,625,625,622.7405010754246,0.5208333333333334,271,328.31002464800974,,True
E10P_1c7fb66503e4a518,电子,failure_reject,fold_2022,1039,679,679,679,679,721.0951675011297,0.6535129932627527,449,554.3518091249974,,True
E10P_1c7fb66503e4a518,电子,failure_reject,fold_2023,1043,81,81,81,81,57.97812681190492,0.07766059443911794,43,31.30771891454076,,True
E10P_11bcc105568782e4,电子,failure_reject,fold_2020,1027,13,13,13,13,29.548752790943055,0.012658227848101266,2,10.644210526315794,,False
E10P_11bcc105568782e4,电子,failure_reject,fold_2021,1200,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_11bcc105568782e4,电子,failure_reject,fold_2022,1039,1,1,1,1,0.7052929487109297,0.0009624639076034649,1,0.7052929487109297,,False
E10P_11bcc105568782e4,电子,failure_reject,fold_2023,1043,894,894,894,894,904.518254014284,0.8571428571428571,469,397.27681093497176,,True
E10P_33e137e657941b7a,电子,failure_reject,fold_2020,1027,362,362,362,362,320.10885370147975,0.3524829600778968,52,89.51754990433224,,True
E10P_33e137e657941b7a,电子,failure_reject,fold_2021,1200,406,406,406,406,362.25897077716894,0.3383333333333333,168,168.53532920154353,,True
E10P_33e137e657941b7a,电子,failure_reject,fold_2022,1039,328,328,328,328,315.6491910607814,0.3156881616939365,181,223.19806939246348,,True
E10P_33e137e657941b7a,电子,failure_reject,fold_2023,1043,230,230,230,230,329.85526386788507,0.22051773729626079,144,143.0457123881046,,True
E10P_b5c5f956ce71d883,电子,failure_reject,fold_2020,1027,434,434,434,434,427.1579697502024,0.4225900681596884,58,113.14723993083415,,True
E10P_b5c5f956ce71d883,电子,failure_reject,fold_2021,1200,477,477,477,477,411.507322768637,0.3975,215,196.013104439043,,True
E10P_b5c5f956ce71d883,电子,failure_reject,fold_2022,1039,291,291,291,291,293.51290937282226,0.28007699711260825,215,250.67767166780794,,True
E10P_b5c5f956ce71d883,电子,failure_reject,fold_2023,1043,305,305,305,305,373.5207443191705,0.29242569511025884,153,169.00960006724227,,True
E10P_bfbfe8713bfd5816,电子,failure_reject,fold_2020,1027,430,430,430,430,403.4101567959034,0.4186952288218111,94,155.07160070253718,,True
E10P_bfbfe8713bfd5816,电子,failure_reject,fold_2021,1200,298,298,298,298,280.0092527469864,0.24833333333333332,105,154.89985603529146,,True
E10P_bfbfe8713bfd5816,电子,failure_reject,fold_2022,1039,632,632,632,632,613.2131540586657,0.6082771896053898,360,421.1922544148689,,True
E10P_bfbfe8713bfd5816,电子,failure_reject,fold_2023,1043,95,95,95,95,66.70177862951414,0.09108341323106424,56,39.91261405404168,,True
E10P_eaf45c51d3fe347c,电子,failure_reject,fold_2020,1027,98,98,98,98,83.8839655807312,0.09542356377799416,3,13.305263157894743,,True
E10P_eaf45c51d3fe347c,电子,failure_reject,fold_2021,1200,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_eaf45c51d3fe347c,电子,failure_reject,fold_2022,1039,167,167,167,167,212.64389482636938,0.16073147256977863,131,156.2607813345653,,True
E10P_eaf45c51d3fe347c,电子,failure_reject,fold_2023,1043,928,928,928,928,945.7808119291008,0.8897411313518696,485,414.85306186058415,,True
E10P_393a0903ecddc5d6,电子,failure_reject,fold_2020,1027,350,350,350,350,363.971169272652,0.34079844206426485,49,104.46172131316091,,True
E10P_393a0903ecddc5d6,电子,failure_reject,fold_2021,1200,442,442,442,442,398.45803187341653,0.36833333333333335,187,184.98274352042384,,True
E10P_393a0903ecddc5d6,电子,failure_reject,fold_2022,1039,496,496,496,496,470.29653217341735,0.4773820981713186,275,341.6918727450411,,True
E10P_393a0903ecddc5d6,电子,failure_reject,fold_2023,1043,53,53,53,53,37.71413464095076,0.05081495685522531,25,17.84361923552204,,True
E10P_5b155243c948f3c4,电子,failure_reject,fold_2020,1027,412,412,412,412,394.97634822475374,0.4011684518013632,56,110.57328051494096,,True
E10P_5b155243c948f3c4,电子,failure_reject,fold_2021,1200,432,432,432,432,380.81931663954924,0.36,204,188.83600662058052,,True
E10P_5b155243c948f3c4,电子,failure_reject,fold_2022,1039,335,335,335,335,327.63018974248007,0.3224254090471607,223,258.267117186505,,True
E10P_5b155243c948f3c4,电子,failure_reject,fold_2023,1043,346,346,346,346,453.9495646499712,0.3317353787152445,153,169.75663895545773,,True
E10P_56e76a63f8e95934,电子,failure_reject,fold_2020,1027,303,303,303,303,203.1662939623806,0.29503407984420643,74,58.227401070919186,,True
E10P_56e76a63f8e95934,电子,failure_reject,fold_2021,1200,534,534,534,534,474.3095320374024,0.445,178,201.81477648573645,,True
E10P_56e76a63f8e95934,电子,failure_reject,fold_2022,1039,329,329,329,329,223.27577749582315,0.31665062560153995,158,121.53857336335554,,True
E10P_56e76a63f8e95934,电子,failure_reject,fold_2023,1043,0,0,0,0,0.0,0.0,0,0.0,zero_or_insufficient_support,False
E10P_e7813e8d95a95984,电子,failure_reject,fold_2020,1027,464,464,464,464,461.23575877063536,0.45180136319376824,156,198.3257535709693,,True
E10P_e7813e8d95a95984,电子,failure_reject,fold_2021,1200,725,725,725,725,643.8992026672593,0.6041666666666666,345,381.08469849022134,,True
E10P_e7813e8d95a95984,电子,failure_reject,fold_2022,1039,743,743,743,743,599.1337470454597,0.7151106833493744,440,429.12813990523614,,True
E10P_e7813e8d95a95984,电子,failure_reject,fold_2023,1043,242,242,242,242,198.7027863510238,0.23202301054650049,184,153.12013833208664,,True
E10P_821bfa560d95ffda,电子,failure_reject,fold_2020,1027,520,520,520,520,529.3513252994416,0.5063291139240507,224,282.4826854115773,,True
E10P_821bfa560d95ffda,电子,failure_reject,fold_2021,1200,749,749,749,749,736.0535617741414,0.6241666666666666,396,458.61291080563774,,True
E10P_821bfa560d95ffda,电子,failure_reject,fold_2022,1039,399,399,399,399,381.5780183333224,0.38402309913378246,242,263.95871689343846,,True
E10P_821bfa560d95ffda,电子,failure_reject,fold_2023,1043,633,633,633,633,558.3279393448058,0.6069031639501438,379,301.324832744467,,True
E10P_262092b494790e95,电子,failure_reject,fold_2020,1027,502,502,502,502,428.9307002579553,0.48880233690360275,155,177.80454573461384,,True
E10P_262092b494790e95,电子,failure_reject,fold_2021,1200,713,713,713,713,694.4096550617406,0.5941666666666666,298,364.1862926421381,,True
E10P_262092b494790e95,电子,failure_reject,fold_2022,1039,425,425,425,425,282.71175209061664,0.40904716073147257,168,122.47167323357202,,True
E10P_262092b494790e95,电子,failure_reject,fold_2023,1043,205,205,205,205,235.76600628022618,0.1965484180249281,91,87.88291921711456,,True
E10P_ef96ca2290c458a9,电子,failure_reject,fold_2020,1027,199,199,199,199,168.95043348813292,0.1937682570593963,47,59.01775306932737,,True
E10P_ef96ca2290c458a9,电子,failure_reject,fold_2021,1200,317,317,317,317,385.9969430214727,0.26416666666666666,155,233.277770180478,,True
E10P_ef96ca2290c458a9,电子,failure_reject,fold_2022,1039,204,204,204,204,185.28999131637676,0.19634263715110684,103,90.56147026543695,,True
E10P_ef96ca2290c458a9,电子,failure_reject,fold_2023,1043,246,246,246,246,326.0329858973231,0.23585810162991372,163,147.16877790673328,,True
E10P_1d51cf825614d006,电子,failure_reject,fold_2020,1027,475,475,475,475,445.5901394959914,0.4625121713729309,144,192.0665344540297,,True
E10P_1d51cf825614d006,电子,failure_reject,fold_2021,1200,685,685,685,685,612.780061552915,0.5708333333333333,323,369.14610550837745,,True
