primitive_id,feature_name,threshold_source,threshold_bucket,raw_threshold_used_in_formula,validation_metric_used_to_choose_threshold,p0_9b_score_coverage_used_to_choose_threshold,threshold_declared_before_oof_metric,train_fold_quantile_used,violation_count,pass
E10P_8d5af32ad9c4e205,atr_like_10,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_8d5af32ad9c4e205,close_over_ma_120,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_ad8e26ba785e4393,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_ad8e26ba785e4393,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_ad8e26ba785e4393,amplitude_10,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_fe33c1590e70aaef,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_fe33c1590e70aaef,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_fe33c1590e70aaef,prelaunch_drawdown_120d,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_879debc6ecc62833,amplitude_60,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_879debc6ecc62833,industry_relative_strength_vs_market_20d,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_879debc6ecc62833,range_expansion_ratio_20_60,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_d152b83338d2d3f7,ret_60d_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_d152b83338d2d3f7,distance_to_high_120,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_d152b83338d2d3f7,volatility_return_std_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_2a8dd91b01c9bc7b,ret_60d_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_2a8dd91b01c9bc7b,atr_like_20,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_2a8dd91b01c9bc7b,amplitude_60,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_17ebd2141911e2dd,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_17ebd2141911e2dd,atr_like_20,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_17ebd2141911e2dd,market_volatility_regime,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_3532ed7757d7d96d,market_volatility_regime,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_3532ed7757d7d96d,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_3532ed7757d7d96d,volatility_return_std_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_c13f22bd41698048,return_slope_40d,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_c13f22bd41698048,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_c13f22bd41698048,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_d6c82c36903f135a,volatility_return_std_10,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_d6c82c36903f135a,amplitude_60,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_d6c82c36903f135a,close_over_max_high_120,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_b6abc3da5e1ed502,ret_60d_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_b6abc3da5e1ed502,industry_relative_strength_vs_market_20d,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_b6abc3da5e1ed502,volume_over_mean_60,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_3ad97fa9d86be3df,ret_60d_market_rank,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_3ad97fa9d86be3df,market_volatility_regime,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_3ad97fa9d86be3df,money_over_mean_60,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_542b7c158a299684,volatility_return_std_20,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_542b7c158a299684,volatility_return_std_60,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_542b7c158a299684,atr_like_10,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_56e0294ee8229902,ret_60d_market_rank,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_56e0294ee8229902,close_over_max_high_120,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_56e0294ee8229902,body_pct,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_035f75c66ca6af86,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_035f75c66ca6af86,close_over_median_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_035f75c66ca6af86,market_breadth_20d,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_afcfe299be7e2156,market_volatility_regime,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_afcfe299be7e2156,close_over_min_low_20,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_afcfe299be7e2156,volatility_return_std_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_18c59a8b0ea4d8b0,close_over_max_high_120,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_18c59a8b0ea4d8b0,close_over_ma_120,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_18c59a8b0ea4d8b0,money_price_coherence_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_fbc505e2279705a9,market_volatility_regime,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_fbc505e2279705a9,atr_like_20,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_fbc505e2279705a9,money_price_coherence_60,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_1c7fb66503e4a518,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_1c7fb66503e4a518,close_over_ma_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_1c7fb66503e4a518,market_breadth_20d,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_11bcc105568782e4,market_volatility_regime,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_11bcc105568782e4,close_over_median_40,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_11bcc105568782e4,money_price_coherence_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_33e137e657941b7a,ret_60d_market_rank,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_33e137e657941b7a,volume_zscore_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_33e137e657941b7a,ret_120d,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_b5c5f956ce71d883,range_expansion_ratio_20_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_b5c5f956ce71d883,volume_over_mean_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_b5c5f956ce71d883,money_price_coherence_60,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_bfbfe8713bfd5816,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_bfbfe8713bfd5816,drawdown_from_recent_high_40,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_bfbfe8713bfd5816,market_volatility_regime,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_eaf45c51d3fe347c,market_volatility_regime,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_eaf45c51d3fe347c,close_over_max_high_20,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_eaf45c51d3fe347c,money_price_coherence_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_393a0903ecddc5d6,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_393a0903ecddc5d6,close_over_max_high_40,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_393a0903ecddc5d6,turnover_proxy_ratio_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_5b155243c948f3c4,volume_over_mean_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_5b155243c948f3c4,body_pct,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_5b155243c948f3c4,range_expansion_ratio_20_60,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_56e76a63f8e95934,market_volatility_regime,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_56e76a63f8e95934,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_56e76a63f8e95934,industry_relative_strength_vs_market_20d,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_e7813e8d95a95984,industry_relative_strength_vs_market_20d,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_e7813e8d95a95984,atr_like_20,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_e7813e8d95a95984,amplitude_60,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_821bfa560d95ffda,volatility_return_std_10,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_821bfa560d95ffda,volatility_return_std_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_821bfa560d95ffda,money_price_coherence_60,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_262092b494790e95,atr20_pct_market_rank,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_262092b494790e95,market_breadth_20d,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_262092b494790e95,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_ef96ca2290c458a9,ret_60d_market_rank,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_ef96ca2290c458a9,prelaunch_drawdown_120d,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_ef96ca2290c458a9,amplitude_60,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_1d51cf825614d006,atr_like_10,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_1d51cf825614d006,amplitude_60,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_1d51cf825614d006,atr20_pct,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_449b1397e9794a47,market_volatility_regime,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_449b1397e9794a47,close_over_median_40,train_fold_quantile_bucket,q50,False,False,False,True,True,0,True
E10P_449b1397e9794a47,money_price_coherence_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_5345f3c2f7d3b2cf,atr_like_20,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_5345f3c2f7d3b2cf,amplitude_60,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_5345f3c2f7d3b2cf,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_d3b36670a9ee1b53,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_d3b36670a9ee1b53,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_d3b36670a9ee1b53,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_5208b4ed8fc01a6f,atr20_pct_market_rank,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_5208b4ed8fc01a6f,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_5208b4ed8fc01a6f,volatility_return_std_20,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_e2f4fb2ac91aeecb,atr20_pct_industry_rank,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_e2f4fb2ac91aeecb,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_e2f4fb2ac91aeecb,volatility_return_std_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_c60b0ff29b6e52ee,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_c60b0ff29b6e52ee,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_c60b0ff29b6e52ee,atr20_pct_industry_rank,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_b1b366a8d2499b5b,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_b1b366a8d2499b5b,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_b1b366a8d2499b5b,market_breadth_20d,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_e84a85497fc991c3,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_e84a85497fc991c3,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_e84a85497fc991c3,atr20_pct_industry_rank,train_fold_quantile_bucket,q40,False,False,False,True,True,0,True
E10P_a2c68e34ef2e46a0,close_over_min_low_120,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_a2c68e34ef2e46a0,volatility_return_std_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_a2c68e34ef2e46a0,volatility_return_std_60,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_e40b29e431c53a58,atr_like_10,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_e40b29e431c53a58,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_e40b29e431c53a58,close_over_max_high_60,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_39addf27d0b1ba22,gap_open_pct,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_39addf27d0b1ba22,market_volatility_regime,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_39addf27d0b1ba22,volatility_return_std_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_d04ba7a0e908943a,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_d04ba7a0e908943a,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_d04ba7a0e908943a,rank_evaporation_2d,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_2400afdb9faa9a03,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_2400afdb9faa9a03,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_2400afdb9faa9a03,ret_60d_industry_rank,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_558731f0cc316b9a,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_558731f0cc316b9a,close_over_close_3d,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_558731f0cc316b9a,volatility_return_std_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_367a5d2f079af4db,money_price_coherence_20,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_367a5d2f079af4db,ret_60d_industry_rank,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_367a5d2f079af4db,range_expansion_ratio_20_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_7f02019ba1008c99,close_over_min_low_120,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_7f02019ba1008c99,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_7f02019ba1008c99,amplitude_20,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_70e283b4dd81bfdf,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_70e283b4dd81bfdf,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_70e283b4dd81bfdf,ret_60d_industry_rank,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_205ed2447bfe53e3,distance_to_low_120,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_205ed2447bfe53e3,volatility_return_std_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_205ed2447bfe53e3,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_adc4838a93b40f1e,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_adc4838a93b40f1e,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_adc4838a93b40f1e,atr20_pct,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_78782126f100098c,distance_to_low_120,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_78782126f100098c,amplitude_20,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_78782126f100098c,amplitude_10,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_d3de6f1a2c1feef0,atr20_pct,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_d3de6f1a2c1feef0,atr20_pct,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_d3de6f1a2c1feef0,market_volatility_regime,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_a46f7f70656a0f26,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_a46f7f70656a0f26,amplitude_60,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_a46f7f70656a0f26,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_80dd14e9df6e958d,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_80dd14e9df6e958d,industry_relative_strength_vs_market_60d,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_80dd14e9df6e958d,rank_evaporation_5d,train_fold_quantile_bucket,q30,False,False,False,True,True,0,True
E10P_72eb6c3f66d986c9,atr20_pct_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_72eb6c3f66d986c9,atr_like_10,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_72eb6c3f66d986c9,market_volatility_regime,train_fold_quantile_bucket,q95,False,False,False,True,True,0,True
E10P_d0b4bb7ec5ac98f8,market_breadth_20d,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_d0b4bb7ec5ac98f8,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_d0b4bb7ec5ac98f8,return_acceleration_20_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_5a1bfa9ff575149c,ret_60d_industry_rank,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_5a1bfa9ff575149c,close_over_close_60d,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_5a1bfa9ff575149c,atr_like_10,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_7ced6b2cb737f206,return_acceleration_20_60,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_7ced6b2cb737f206,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_7ced6b2cb737f206,market_breadth_20d,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_308e296db69b37c6,close_over_min_low_120,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_308e296db69b37c6,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_308e296db69b37c6,atr_like_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_8de0f22e9fa43f9f,atr20_pct,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_8de0f22e9fa43f9f,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_8de0f22e9fa43f9f,market_volatility_regime,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
E10P_68593afc51468cbe,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_68593afc51468cbe,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_68593afc51468cbe,amplitude_60,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_228b89d21b8cabe0,atr20_pct_market_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_228b89d21b8cabe0,ret_20d_industry_rank,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_228b89d21b8cabe0,money_price_coherence_20,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_3194adde5c1df849,market_volatility_regime,train_fold_quantile_bucket,q10,False,False,False,True,True,0,True
E10P_3194adde5c1df849,market_breadth_20d,train_fold_quantile_bucket,q70,False,False,False,True,True,0,True
E10P_3194adde5c1df849,close_over_max_high_40,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_09073440e50ae261,atr20_pct_market_rank,train_fold_quantile_bucket,q60,False,False,False,True,True,0,True
E10P_09073440e50ae261,atr_like_20,train_fold_quantile_bucket,q05,False,False,False,True,True,0,True
E10P_09073440e50ae261,amplitude_60,train_fold_quantile_bucket,q90,False,False,False,True,True,0,True
E10P_b758424387384f0b,volatility_return_std_60,train_fold_quantile_bucket,q80,False,False,False,True,True,0,True
E10P_b758424387384f0b,gap_open_pct,train_fold_quantile_bucket,q20,False,False,False,True,True,0,True
