primitive_id,fold_id,candidate_baseline_missing_row_rate,candidate_baseline_missing_weight_share,candidate_baseline_sparse_cell_weight_share,baseline_missing_pass,baseline_sparsity_pass
E10P_9c79e23c5fca0637,fold_2022,0.0,0.0,0.0,True,True
E10P_9c79e23c5fca0637,fold_2023,0.0,0.0,0.0,True,True
E10P_ef521a3405e83c04,fold_2020,0.0,0.0,0.0,True,True
E10P_ef521a3405e83c04,fold_2021,0.0,0.0,0.0,True,True
E10P_ef521a3405e83c04,fold_2022,0.0,0.0,0.0,True,True
E10P_ef521a3405e83c04,fold_2023,0.0,0.0,0.0,True,True
E10P_f3f8655223d7d8e7,fold_2020,0.0,0.0,0.0,True,True
E10P_f3f8655223d7d8e7,fold_2021,0.0,0.0,0.0,True,True
E10P_f3f8655223d7d8e7,fold_2022,0.0,0.0,0.0,True,True
E10P_f3f8655223d7d8e7,fold_2023,0.0,0.0,0.0,True,True
E10P_64cb9f4db02128b1,fold_2020,0.0,0.0,0.0,True,True
E10P_64cb9f4db02128b1,fold_2021,0.0,0.0,0.0,True,True
E10P_64cb9f4db02128b1,fold_2022,0.0,0.0,0.0,True,True
E10P_64cb9f4db02128b1,fold_2023,0.0,0.0,0.0,True,True
E10P_9ff91ebee7502bb1,fold_2020,0.0,0.0,0.0,True,True
E10P_9ff91ebee7502bb1,fold_2021,0.0,0.0,0.0,True,True
E10P_9ff91ebee7502bb1,fold_2022,0.0,0.0,0.0,True,True
E10P_9ff91ebee7502bb1,fold_2023,0.0,0.0,0.0,True,True
E10P_b29ffe810eea70b7,fold_2020,0.0,0.0,0.0,True,True
E10P_b29ffe810eea70b7,fold_2021,0.0,0.0,0.0,True,True
E10P_b29ffe810eea70b7,fold_2022,0.0,0.0,0.0,True,True
E10P_b29ffe810eea70b7,fold_2023,0.0,0.0,0.0,True,True
E10P_d7154207365dd303,fold_2020,0.0,0.0,0.0,True,True
E10P_d7154207365dd303,fold_2021,0.0,0.0,0.0,True,True
E10P_d7154207365dd303,fold_2022,0.0,0.0,0.0,True,True
E10P_d7154207365dd303,fold_2023,0.0,0.0,0.0,True,True
E10P_305afe134571b6c1,fold_2020,0.0,0.0,0.0,True,True
E10P_305afe134571b6c1,fold_2021,0.0,0.0,0.0,True,True
E10P_305afe134571b6c1,fold_2022,0.0,0.0,0.0,True,True
E10P_305afe134571b6c1,fold_2023,0.0,0.0,0.0,True,True
E10P_09f2dcaff0129d10,fold_2020,0.0,0.0,0.0,True,True
E10P_09f2dcaff0129d10,fold_2021,0.0,0.0,0.0,True,True
E10P_09f2dcaff0129d10,fold_2022,0.0,0.0,0.0,True,True
E10P_09f2dcaff0129d10,fold_2023,0.0,0.0,0.0,True,True
E10P_8d5af32ad9c4e205,fold_2020,0.0,0.0,0.0,True,True
E10P_8d5af32ad9c4e205,fold_2021,0.0,0.0,0.0,True,True
E10P_8d5af32ad9c4e205,fold_2022,0.0,0.0,0.0,True,True
E10P_8d5af32ad9c4e205,fold_2023,0.0,0.0,0.0,True,True
E10P_ad8e26ba785e4393,fold_2020,0.0,0.0,0.0,True,True
E10P_ad8e26ba785e4393,fold_2021,0.0,0.0,0.0,True,True
E10P_ad8e26ba785e4393,fold_2022,0.0,0.0,0.0,True,True
E10P_ad8e26ba785e4393,fold_2023,0.0,0.0,0.0,True,True
E10P_fe33c1590e70aaef,fold_2020,0.0,0.0,0.0,True,True
E10P_fe33c1590e70aaef,fold_2021,0.0,0.0,0.0,True,True
E10P_fe33c1590e70aaef,fold_2022,0.0,0.0,0.0,True,True
E10P_fe33c1590e70aaef,fold_2023,0.0,0.0,0.0,True,True
E10P_879debc6ecc62833,fold_2020,0.0,0.0,0.0,True,True
E10P_879debc6ecc62833,fold_2021,0.0,0.0,0.0,True,True
E10P_879debc6ecc62833,fold_2022,0.0,0.0,0.0,True,True
E10P_879debc6ecc62833,fold_2023,0.0,0.0,0.0,True,True
E10P_d152b83338d2d3f7,fold_2020,0.0,0.0,0.0,True,True
E10P_d152b83338d2d3f7,fold_2021,0.0,0.0,0.0,True,True
E10P_d152b83338d2d3f7,fold_2022,0.0,0.0,0.0,True,True
E10P_d152b83338d2d3f7,fold_2023,0.0,0.0,0.0,True,True
E10P_2a8dd91b01c9bc7b,fold_2020,0.0,0.0,0.0,True,True
E10P_2a8dd91b01c9bc7b,fold_2021,0.0,0.0,0.0,True,True
E10P_2a8dd91b01c9bc7b,fold_2022,0.0,0.0,0.0,True,True
E10P_2a8dd91b01c9bc7b,fold_2023,0.0,0.0,0.0,True,True
E10P_17ebd2141911e2dd,fold_2020,0.0,0.0,0.0,True,True
E10P_17ebd2141911e2dd,fold_2021,0.0,0.0,0.0,True,True
E10P_17ebd2141911e2dd,fold_2022,0.0,0.0,0.0,True,True
E10P_17ebd2141911e2dd,fold_2023,0.0,0.0,0.0,True,True
E10P_3532ed7757d7d96d,fold_2020,0.0,0.0,0.0,True,True
E10P_3532ed7757d7d96d,fold_2021,0.0,0.0,0.0,True,True
E10P_3532ed7757d7d96d,fold_2022,0.0,0.0,0.0,True,True
E10P_3532ed7757d7d96d,fold_2023,0.0,0.0,0.0,True,True
E10P_c13f22bd41698048,fold_2020,0.0,0.0,0.0,True,True
E10P_c13f22bd41698048,fold_2021,0.0,0.0,0.0,True,True
E10P_c13f22bd41698048,fold_2022,0.0,0.0,0.0,True,True
E10P_c13f22bd41698048,fold_2023,0.0,0.0,0.0,True,True
E10P_d6c82c36903f135a,fold_2020,0.0,0.0,0.0,True,True
E10P_d6c82c36903f135a,fold_2021,0.0,0.0,0.0,True,True
E10P_d6c82c36903f135a,fold_2022,0.0,0.0,0.0,True,True
E10P_d6c82c36903f135a,fold_2023,0.0,0.0,0.0,True,True
E10P_b6abc3da5e1ed502,fold_2020,0.0,0.0,0.0,True,True
E10P_b6abc3da5e1ed502,fold_2021,0.0,0.0,0.0,True,True
E10P_b6abc3da5e1ed502,fold_2022,0.0,0.0,0.0,True,True
E10P_b6abc3da5e1ed502,fold_2023,0.0,0.0,0.0,True,True
E10P_3ad97fa9d86be3df,fold_2020,0.0,0.0,0.0,True,True
E10P_3ad97fa9d86be3df,fold_2021,0.0,0.0,0.0,True,True
E10P_3ad97fa9d86be3df,fold_2022,0.0,0.0,0.0,True,True
E10P_3ad97fa9d86be3df,fold_2023,0.0,0.0,0.0,True,True
E10P_542b7c158a299684,fold_2020,0.0,0.0,0.0,True,True
E10P_542b7c158a299684,fold_2021,0.0,0.0,0.0,True,True
E10P_542b7c158a299684,fold_2022,0.0,0.0,0.0,True,True
E10P_542b7c158a299684,fold_2023,0.0,0.0,0.0,True,True
E10P_56e0294ee8229902,fold_2020,0.0,0.0,0.0,True,True
E10P_56e0294ee8229902,fold_2021,0.0,0.0,0.0,True,True
E10P_56e0294ee8229902,fold_2022,0.0,0.0,0.0,True,True
E10P_56e0294ee8229902,fold_2023,0.0,0.0,0.0,True,True
E10P_035f75c66ca6af86,fold_2020,0.0,0.0,0.0,True,True
E10P_035f75c66ca6af86,fold_2021,0.0,0.0,0.0,True,True
E10P_035f75c66ca6af86,fold_2022,0.0,0.0,0.0,True,True
E10P_035f75c66ca6af86,fold_2023,0.0,0.0,0.0,True,True
E10P_afcfe299be7e2156,fold_2020,0.0,0.0,0.0,True,True
E10P_afcfe299be7e2156,fold_2021,0.0,0.0,0.0,True,True
E10P_afcfe299be7e2156,fold_2022,0.0,0.0,0.0,True,True
E10P_afcfe299be7e2156,fold_2023,0.0,0.0,0.0,True,True
E10P_18c59a8b0ea4d8b0,fold_2020,0.0,0.0,0.0,True,True
E10P_18c59a8b0ea4d8b0,fold_2021,0.0,0.0,0.0,True,True
E10P_18c59a8b0ea4d8b0,fold_2022,0.0,0.0,0.0,True,True
E10P_18c59a8b0ea4d8b0,fold_2023,0.0,0.0,0.0,True,True
E10P_fbc505e2279705a9,fold_2020,0.0,0.0,0.0,True,True
E10P_fbc505e2279705a9,fold_2021,0.0,0.0,0.0,True,True
E10P_fbc505e2279705a9,fold_2022,0.0,0.0,0.0,True,True
E10P_fbc505e2279705a9,fold_2023,0.0,0.0,0.0,True,True
E10P_1c7fb66503e4a518,fold_2020,0.0,0.0,0.0,True,True
E10P_1c7fb66503e4a518,fold_2021,0.0,0.0,0.0,True,True
E10P_1c7fb66503e4a518,fold_2022,0.0,0.0,0.0,True,True
E10P_1c7fb66503e4a518,fold_2023,0.0,0.0,0.0,True,True
E10P_11bcc105568782e4,fold_2020,0.0,0.0,0.0,True,True
E10P_11bcc105568782e4,fold_2021,0.0,0.0,0.0,True,True
E10P_11bcc105568782e4,fold_2022,0.0,0.0,0.0,True,True
E10P_11bcc105568782e4,fold_2023,0.0,0.0,0.0,True,True
E10P_33e137e657941b7a,fold_2020,0.0,0.0,0.0,True,True
E10P_33e137e657941b7a,fold_2021,0.0,0.0,0.0,True,True
E10P_33e137e657941b7a,fold_2022,0.0,0.0,0.0,True,True
E10P_33e137e657941b7a,fold_2023,0.0,0.0,0.0,True,True
E10P_b5c5f956ce71d883,fold_2020,0.0,0.0,0.0,True,True
E10P_b5c5f956ce71d883,fold_2021,0.0,0.0,0.0,True,True
E10P_b5c5f956ce71d883,fold_2022,0.0,0.0,0.0,True,True
E10P_b5c5f956ce71d883,fold_2023,0.0,0.0,0.0,True,True
E10P_bfbfe8713bfd5816,fold_2020,0.0,0.0,0.0,True,True
E10P_bfbfe8713bfd5816,fold_2021,0.0,0.0,0.0,True,True
E10P_bfbfe8713bfd5816,fold_2022,0.0,0.0,0.0,True,True
E10P_bfbfe8713bfd5816,fold_2023,0.0,0.0,0.0,True,True
E10P_eaf45c51d3fe347c,fold_2020,0.0,0.0,0.0,True,True
E10P_eaf45c51d3fe347c,fold_2021,0.0,0.0,0.0,True,True
E10P_eaf45c51d3fe347c,fold_2022,0.0,0.0,0.0,True,True
E10P_eaf45c51d3fe347c,fold_2023,0.0,0.0,0.0,True,True
E10P_393a0903ecddc5d6,fold_2020,0.0,0.0,0.0,True,True
E10P_393a0903ecddc5d6,fold_2021,0.0,0.0,0.0,True,True
E10P_393a0903ecddc5d6,fold_2022,0.0,0.0,0.0,True,True
E10P_393a0903ecddc5d6,fold_2023,0.0,0.0,0.0,True,True
E10P_5b155243c948f3c4,fold_2020,0.0,0.0,0.0,True,True
E10P_5b155243c948f3c4,fold_2021,0.0,0.0,0.0,True,True
E10P_5b155243c948f3c4,fold_2022,0.0,0.0,0.0,True,True
E10P_5b155243c948f3c4,fold_2023,0.0,0.0,0.0,True,True
E10P_56e76a63f8e95934,fold_2020,0.0,0.0,0.0,True,True
E10P_56e76a63f8e95934,fold_2021,0.0,0.0,0.0,True,True
E10P_56e76a63f8e95934,fold_2022,0.0,0.0,0.0,True,True
E10P_56e76a63f8e95934,fold_2023,0.0,0.0,0.0,True,True
E10P_e7813e8d95a95984,fold_2020,0.0,0.0,0.0,True,True
E10P_e7813e8d95a95984,fold_2021,0.0,0.0,0.0,True,True
E10P_e7813e8d95a95984,fold_2022,0.0,0.0,0.0,True,True
E10P_e7813e8d95a95984,fold_2023,0.0,0.0,0.0,True,True
E10P_821bfa560d95ffda,fold_2020,0.0,0.0,0.0,True,True
E10P_821bfa560d95ffda,fold_2021,0.0,0.0,0.0,True,True
E10P_821bfa560d95ffda,fold_2022,0.0,0.0,0.0,True,True
E10P_821bfa560d95ffda,fold_2023,0.0,0.0,0.0,True,True
E10P_262092b494790e95,fold_2020,0.0,0.0,0.0,True,True
E10P_262092b494790e95,fold_2021,0.0,0.0,0.0,True,True
E10P_262092b494790e95,fold_2022,0.0,0.0,0.0,True,True
E10P_262092b494790e95,fold_2023,0.0,0.0,0.0,True,True
E10P_ef96ca2290c458a9,fold_2020,0.0,0.0,0.0,True,True
E10P_ef96ca2290c458a9,fold_2021,0.0,0.0,0.0,True,True
E10P_ef96ca2290c458a9,fold_2022,0.0,0.0,0.0,True,True
E10P_ef96ca2290c458a9,fold_2023,0.0,0.0,0.0,True,True
E10P_1d51cf825614d006,fold_2020,0.0,0.0,0.0,True,True
E10P_1d51cf825614d006,fold_2021,0.0,0.0,0.0,True,True
E10P_1d51cf825614d006,fold_2022,0.0,0.0,0.0,True,True
E10P_1d51cf825614d006,fold_2023,0.0,0.0,0.0,True,True
E10P_449b1397e9794a47,fold_2020,0.0,0.0,0.0,True,True
E10P_449b1397e9794a47,fold_2021,0.0,0.0,0.0,True,True
E10P_449b1397e9794a47,fold_2022,0.0,0.0,0.0,True,True
E10P_449b1397e9794a47,fold_2023,0.0,0.0,0.0,True,True
E10P_5345f3c2f7d3b2cf,fold_2021,0.0,0.0,0.0,True,True
E10P_5345f3c2f7d3b2cf,fold_2022,0.0,0.0,0.0,True,True
E10P_5345f3c2f7d3b2cf,fold_2023,0.0,0.0,0.0,True,True
E10P_d3b36670a9ee1b53,fold_2021,0.0,0.0,0.0,True,True
E10P_d3b36670a9ee1b53,fold_2022,0.0,0.0,0.0,True,True
E10P_d3b36670a9ee1b53,fold_2023,0.0,0.0,0.0,True,True
E10P_5208b4ed8fc01a6f,fold_2021,0.0,0.0,0.0,True,True
E10P_5208b4ed8fc01a6f,fold_2022,0.0,0.0,0.0,True,True
E10P_5208b4ed8fc01a6f,fold_2023,0.0,0.0,0.0,True,True
E10P_e2f4fb2ac91aeecb,fold_2021,0.0,0.0,0.0,True,True
E10P_e2f4fb2ac91aeecb,fold_2022,0.0,0.0,0.0,True,True
E10P_e2f4fb2ac91aeecb,fold_2023,0.0,0.0,0.0,True,True
E10P_c60b0ff29b6e52ee,fold_2021,0.0,0.0,0.0,True,True
E10P_c60b0ff29b6e52ee,fold_2022,0.0,0.0,0.0,True,True
E10P_c60b0ff29b6e52ee,fold_2023,0.0,0.0,0.0,True,True
E10P_b1b366a8d2499b5b,fold_2021,0.0,0.0,0.0,True,True
E10P_b1b366a8d2499b5b,fold_2022,0.0,0.0,0.0,True,True
E10P_b1b366a8d2499b5b,fold_2023,0.0,0.0,0.0,True,True
E10P_e84a85497fc991c3,fold_2021,0.0,0.0,0.0,True,True
E10P_e84a85497fc991c3,fold_2022,0.0,0.0,0.0,True,True
E10P_e84a85497fc991c3,fold_2023,0.0,0.0,0.0,True,True
E10P_a2c68e34ef2e46a0,fold_2021,0.0,0.0,0.0,True,True
E10P_a2c68e34ef2e46a0,fold_2022,0.0,0.0,0.0,True,True
E10P_a2c68e34ef2e46a0,fold_2023,0.0,0.0,0.0,True,True
E10P_e40b29e431c53a58,fold_2021,0.0,0.0,0.0,True,True
E10P_e40b29e431c53a58,fold_2022,0.0,0.0,0.0,True,True
E10P_e40b29e431c53a58,fold_2023,0.0,0.0,0.0,True,True
E10P_39addf27d0b1ba22,fold_2021,0.0,0.0,0.0,True,True
E10P_39addf27d0b1ba22,fold_2022,0.0,0.0,0.0,True,True
E10P_39addf27d0b1ba22,fold_2023,0.0,0.0,0.0,True,True
E10P_d04ba7a0e908943a,fold_2021,0.0,0.0,0.0,True,True
E10P_d04ba7a0e908943a,fold_2022,0.0,0.0,0.0,True,True
E10P_d04ba7a0e908943a,fold_2023,0.0,0.0,0.0,True,True
E10P_2400afdb9faa9a03,fold_2021,0.0,0.0,0.0,True,True
E10P_2400afdb9faa9a03,fold_2022,0.0,0.0,0.0,True,True
E10P_2400afdb9faa9a03,fold_2023,0.0,0.0,0.0,True,True
E10P_558731f0cc316b9a,fold_2021,0.0,0.0,0.0,True,True
E10P_558731f0cc316b9a,fold_2022,0.0,0.0,0.0,True,True
E10P_558731f0cc316b9a,fold_2023,0.0,0.0,0.0,True,True
E10P_367a5d2f079af4db,fold_2021,0.0,0.0,0.0,True,True
E10P_367a5d2f079af4db,fold_2022,0.0,0.0,0.0,True,True
E10P_367a5d2f079af4db,fold_2023,0.0,0.0,0.0,True,True
E10P_7f02019ba1008c99,fold_2021,0.0,0.0,0.0,True,True
E10P_7f02019ba1008c99,fold_2022,0.0,0.0,0.0,True,True
E10P_7f02019ba1008c99,fold_2023,0.0,0.0,0.0,True,True
E10P_70e283b4dd81bfdf,fold_2021,0.0,0.0,0.0,True,True
E10P_70e283b4dd81bfdf,fold_2022,0.0,0.0,0.0,True,True
E10P_70e283b4dd81bfdf,fold_2023,0.0,0.0,0.0,True,True
E10P_205ed2447bfe53e3,fold_2021,0.0,0.0,0.0,True,True
E10P_205ed2447bfe53e3,fold_2022,0.0,0.0,0.0,True,True
E10P_205ed2447bfe53e3,fold_2023,0.0,0.0,0.0,True,True
E10P_adc4838a93b40f1e,fold_2021,0.0,0.0,0.0,True,True
E10P_adc4838a93b40f1e,fold_2022,0.0,0.0,0.0,True,True
E10P_adc4838a93b40f1e,fold_2023,0.0,0.0,0.0,True,True
E10P_78782126f100098c,fold_2021,0.0,0.0,0.0,True,True
E10P_78782126f100098c,fold_2022,0.0,0.0,0.0,True,True
E10P_78782126f100098c,fold_2023,0.0,0.0,0.0,True,True
E10P_d3de6f1a2c1feef0,fold_2021,0.0,0.0,0.0,True,True
E10P_d3de6f1a2c1feef0,fold_2022,0.0,0.0,0.0,True,True
E10P_d3de6f1a2c1feef0,fold_2023,0.0,0.0,0.0,True,True
E10P_a46f7f70656a0f26,fold_2021,0.0,0.0,0.0,True,True
E10P_a46f7f70656a0f26,fold_2022,0.0,0.0,0.0,True,True
E10P_a46f7f70656a0f26,fold_2023,0.0,0.0,0.0,True,True
E10P_80dd14e9df6e958d,fold_2021,0.0,0.0,0.0,True,True
E10P_80dd14e9df6e958d,fold_2022,0.0,0.0,0.0,True,True
E10P_80dd14e9df6e958d,fold_2023,0.0,0.0,0.0,True,True
E10P_72eb6c3f66d986c9,fold_2021,0.0,0.0,0.0,True,True
E10P_72eb6c3f66d986c9,fold_2022,0.0,0.0,0.0,True,True
E10P_72eb6c3f66d986c9,fold_2023,0.0,0.0,0.0,True,True
E10P_d0b4bb7ec5ac98f8,fold_2021,0.0,0.0,0.0,True,True
E10P_d0b4bb7ec5ac98f8,fold_2022,0.0,0.0,0.0,True,True
E10P_d0b4bb7ec5ac98f8,fold_2023,0.0,0.0,0.0,True,True
E10P_5a1bfa9ff575149c,fold_2021,0.0,0.0,0.0,True,True
E10P_5a1bfa9ff575149c,fold_2022,0.0,0.0,0.0,True,True
E10P_5a1bfa9ff575149c,fold_2023,0.0,0.0,0.0,True,True
E10P_7ced6b2cb737f206,fold_2021,0.0,0.0,0.0,True,True
E10P_7ced6b2cb737f206,fold_2022,0.0,0.0,0.0,True,True
E10P_7ced6b2cb737f206,fold_2023,0.0,0.0,0.0,True,True
E10P_308e296db69b37c6,fold_2021,0.0,0.0,0.0,True,True
E10P_308e296db69b37c6,fold_2022,0.0,0.0,0.0,True,True
E10P_308e296db69b37c6,fold_2023,0.0,0.0,0.0,True,True
E10P_8de0f22e9fa43f9f,fold_2021,0.0,0.0,0.0,True,True
E10P_8de0f22e9fa43f9f,fold_2022,0.0,0.0,0.0,True,True
E10P_8de0f22e9fa43f9f,fold_2023,0.0,0.0,0.0,True,True
E10P_68593afc51468cbe,fold_2021,0.0,0.0,0.0,True,True
E10P_68593afc51468cbe,fold_2022,0.0,0.0,0.0,True,True
E10P_68593afc51468cbe,fold_2023,0.0,0.0,0.0,True,True
E10P_228b89d21b8cabe0,fold_2021,0.0,0.0,0.0,True,True
E10P_228b89d21b8cabe0,fold_2022,0.0,0.0,0.0,True,True
E10P_228b89d21b8cabe0,fold_2023,0.0,0.0,0.0,True,True
E10P_3194adde5c1df849,fold_2021,0.0,0.0,0.0,True,True
E10P_3194adde5c1df849,fold_2022,0.0,0.0,0.0,True,True
E10P_3194adde5c1df849,fold_2023,0.0,0.0,0.0,True,True
E10P_09073440e50ae261,fold_2021,0.0,0.0,0.0,True,True
E10P_09073440e50ae261,fold_2022,0.0,0.0,0.0,True,True
E10P_09073440e50ae261,fold_2023,0.0,0.0,0.0,True,True
E10P_b758424387384f0b,fold_2021,0.0,0.0,0.0,True,True
E10P_b758424387384f0b,fold_2022,0.0,0.0,0.0,True,True
E10P_b758424387384f0b,fold_2023,0.0,0.0,0.0,True,True
E10P_dc2a6da703381a66,fold_2021,0.0,0.0,0.0,True,True
E10P_dc2a6da703381a66,fold_2022,0.0,0.0,0.0,True,True
E10P_dc2a6da703381a66,fold_2023,0.0,0.0,0.0,True,True
E10P_f06a8da6763dffa4,fold_2021,0.0,0.0,0.0,True,True
E10P_f06a8da6763dffa4,fold_2022,0.0,0.0,0.0,True,True
E10P_f06a8da6763dffa4,fold_2023,0.0,0.0,0.0,True,True
E10P_53a92f223a100453,fold_2021,0.0,0.0,0.0,True,True
E10P_53a92f223a100453,fold_2022,0.0,0.0,0.0,True,True
E10P_53a92f223a100453,fold_2023,0.0,0.0,0.0,True,True
E10P_d253227d5808840d,fold_2021,0.0,0.0,0.0,True,True
E10P_d253227d5808840d,fold_2022,0.0,0.0,0.0,True,True
E10P_d253227d5808840d,fold_2023,0.0,0.0,0.0,True,True
E10P_5c0f09c69876cad4,fold_2021,0.0,0.0,0.0,True,True
E10P_5c0f09c69876cad4,fold_2022,0.0,0.0,0.0,True,True
E10P_5c0f09c69876cad4,fold_2023,0.0,0.0,0.0,True,True
E10P_264cc142c167b9c7,fold_2021,0.0,0.0,0.0,True,True
E10P_264cc142c167b9c7,fold_2022,0.0,0.0,0.0,True,True
E10P_264cc142c167b9c7,fold_2023,0.0,0.0,0.0,True,True
E10P_f0a842530fbee9f3,fold_2021,0.0,0.0,0.0,True,True
E10P_f0a842530fbee9f3,fold_2022,0.0,0.0,0.0,True,True
E10P_f0a842530fbee9f3,fold_2023,0.0,0.0,0.0,True,True
E10P_1cccff497a94d873,fold_2021,0.0,0.0,0.0,True,True
E10P_1cccff497a94d873,fold_2022,0.0,0.0,0.0,True,True
E10P_1cccff497a94d873,fold_2023,0.0,0.0,0.0,True,True
E10P_3cac8b79158fd63a,fold_2021,0.0,0.0,0.0,True,True
E10P_3cac8b79158fd63a,fold_2022,0.0,0.0,0.0,True,True
E10P_3cac8b79158fd63a,fold_2023,0.0,0.0,0.0,True,True
E10P_d6429e5bff6b25bf,fold_2021,0.0,0.0,0.0,True,True
E10P_d6429e5bff6b25bf,fold_2022,0.0,0.0,0.0,True,True
E10P_d6429e5bff6b25bf,fold_2023,0.0,0.0,0.0,True,True
E10P_29ebf5e47766ba4f,fold_2021,0.0,0.0,0.0,True,True
E10P_29ebf5e47766ba4f,fold_2022,0.0,0.0,0.0,True,True
E10P_29ebf5e47766ba4f,fold_2023,0.0,0.0,0.0,True,True
E10P_c49644c23a1def6e,fold_2021,0.0,0.0,0.0,True,True
E10P_c49644c23a1def6e,fold_2022,0.0,0.0,0.0,True,True
E10P_c49644c23a1def6e,fold_2023,0.0,0.0,0.0,True,True
E10P_3e4d266b0e9205e2,fold_2021,0.0,0.0,0.0,True,True
E10P_3e4d266b0e9205e2,fold_2022,0.0,0.0,0.0,True,True
E10P_3e4d266b0e9205e2,fold_2023,0.0,0.0,0.0,True,True
E10P_165a04d26b35d682,fold_2021,0.0,0.0,0.0,True,True
E10P_165a04d26b35d682,fold_2022,0.0,0.0,0.0,True,True
E10P_165a04d26b35d682,fold_2023,0.0,0.0,0.0,True,True
E10P_e943f47006db02d2,fold_2021,0.0,0.0,0.0,True,True
E10P_e943f47006db02d2,fold_2022,0.0,0.0,0.0,True,True
E10P_e943f47006db02d2,fold_2023,0.0,0.0,0.0,True,True
E10P_b447a3bcb176167e,fold_2021,0.0,0.0,0.0,True,True
E10P_b447a3bcb176167e,fold_2022,0.0,0.0,0.0,True,True
E10P_b447a3bcb176167e,fold_2023,0.0,0.0,0.0,True,True
