primitive_id,industry,task,candidate_generation_stage,feature_bank_source_hash,resolved_feature_dictionary_hash,candidate_extraction_config_hash,canonicalization_config_hash,candidate_formula_hash,candidate_frozen_before_oof_support,candidate_frozen_before_oof_metric,candidate_frozen_before_p0_9b_score_coverage,oof_support_used_for_candidate_filter,p0_9b_score_used_for_candidate_filter,validation_metric_used_for_candidate_filter,fold_2024_used_for_candidate_filter,pass
E10P_8d5af32ad9c4e205,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,735ac6748b05a4b6,True,True,True,False,False,False,False,True
E10P_ad8e26ba785e4393,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,17ba92660779f294,True,True,True,False,False,False,False,True
E10P_fe33c1590e70aaef,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,17beb2f862fbee3d,True,True,True,False,False,False,False,True
E10P_879debc6ecc62833,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,c94a317a9156e73e,True,True,True,False,False,False,False,True
E10P_d152b83338d2d3f7,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,1e6843599726414e,True,True,True,False,False,False,False,True
E10P_2a8dd91b01c9bc7b,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,a73b9eb097e9e1eb,True,True,True,False,False,False,False,True
E10P_17ebd2141911e2dd,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,52bf7a99bf63b715,True,True,True,False,False,False,False,True
E10P_3532ed7757d7d96d,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,88a9e1d9f2b838d4,True,True,True,False,False,False,False,True
E10P_c13f22bd41698048,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,ad9d2af2db7e9b69,True,True,True,False,False,False,False,True
E10P_d6c82c36903f135a,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,7ec07cf8753b900d,True,True,True,False,False,False,False,True
E10P_b6abc3da5e1ed502,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,19e736ddf84e5eb5,True,True,True,False,False,False,False,True
E10P_3ad97fa9d86be3df,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,851aa0b5869ebd2e,True,True,True,False,False,False,False,True
E10P_542b7c158a299684,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,d5aef862859d7701,True,True,True,False,False,False,False,True
E10P_56e0294ee8229902,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,1f096ebc971810bc,True,True,True,False,False,False,False,True
E10P_035f75c66ca6af86,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b972285aed59254b,True,True,True,False,False,False,False,True
E10P_afcfe299be7e2156,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,fedac186e3932cfe,True,True,True,False,False,False,False,True
E10P_18c59a8b0ea4d8b0,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b65b5a473dff8715,True,True,True,False,False,False,False,True
E10P_fbc505e2279705a9,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,f64adedb8ce5268a,True,True,True,False,False,False,False,True
E10P_1c7fb66503e4a518,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,0d9a2a76a81acce7,True,True,True,False,False,False,False,True
E10P_11bcc105568782e4,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,9b6951c787a4f8ce,True,True,True,False,False,False,False,True
E10P_33e137e657941b7a,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,6e52e62d79655913,True,True,True,False,False,False,False,True
E10P_b5c5f956ce71d883,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,ade4ead7f3ff4e63,True,True,True,False,False,False,False,True
E10P_bfbfe8713bfd5816,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,e543b5e5edf903d0,True,True,True,False,False,False,False,True
E10P_eaf45c51d3fe347c,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,c6ed081b77b3628b,True,True,True,False,False,False,False,True
E10P_393a0903ecddc5d6,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,1ec5f3cdfdde044e,True,True,True,False,False,False,False,True
E10P_5b155243c948f3c4,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,7bf0c07af3307f65,True,True,True,False,False,False,False,True
E10P_56e76a63f8e95934,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,485e313addca05e5,True,True,True,False,False,False,False,True
E10P_e7813e8d95a95984,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,03e834038d03bd78,True,True,True,False,False,False,False,True
E10P_821bfa560d95ffda,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,e9abd9bb568fd3a8,True,True,True,False,False,False,False,True
E10P_262092b494790e95,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,76a85b18afbf82c2,True,True,True,False,False,False,False,True
E10P_ef96ca2290c458a9,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b3c0fe978799d28e,True,True,True,False,False,False,False,True
E10P_1d51cf825614d006,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,eff33932904c4c4b,True,True,True,False,False,False,False,True
E10P_449b1397e9794a47,电子,failure_reject,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,76613ff02fb30b1d,True,True,True,False,False,False,False,True
E10P_5345f3c2f7d3b2cf,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,6af26f65612f63fe,True,True,True,False,False,False,False,True
E10P_d3b36670a9ee1b53,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,d481e0b945cccf27,True,True,True,False,False,False,False,True
E10P_5208b4ed8fc01a6f,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,73b5b9218810588a,True,True,True,False,False,False,False,True
E10P_e2f4fb2ac91aeecb,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,56072a2b95be58d1,True,True,True,False,False,False,False,True
E10P_c60b0ff29b6e52ee,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,38743c05cee68350,True,True,True,False,False,False,False,True
E10P_b1b366a8d2499b5b,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,4d2cddb5ade6bcc0,True,True,True,False,False,False,False,True
E10P_e84a85497fc991c3,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,dee9edc21c85c378,True,True,True,False,False,False,False,True
E10P_a2c68e34ef2e46a0,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,e18f124ba6c3937f,True,True,True,False,False,False,False,True
E10P_e40b29e431c53a58,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,8dae1c1dabb7b109,True,True,True,False,False,False,False,True
E10P_39addf27d0b1ba22,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,c3149acef1bb8f10,True,True,True,False,False,False,False,True
E10P_d04ba7a0e908943a,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,c13418f746934634,True,True,True,False,False,False,False,True
E10P_2400afdb9faa9a03,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,ba2175157e64389b,True,True,True,False,False,False,False,True
E10P_558731f0cc316b9a,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,6ec42868c61ab4c3,True,True,True,False,False,False,False,True
E10P_367a5d2f079af4db,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b856a289f53a140e,True,True,True,False,False,False,False,True
E10P_7f02019ba1008c99,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,908cb8ecd8087644,True,True,True,False,False,False,False,True
E10P_70e283b4dd81bfdf,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b3642c172035ba1f,True,True,True,False,False,False,False,True
E10P_205ed2447bfe53e3,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,fabddec975ce03f1,True,True,True,False,False,False,False,True
E10P_adc4838a93b40f1e,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,bf1691edc8b29c2c,True,True,True,False,False,False,False,True
E10P_78782126f100098c,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b2202799fe6db79a,True,True,True,False,False,False,False,True
E10P_d3de6f1a2c1feef0,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,654d738ac701de4a,True,True,True,False,False,False,False,True
E10P_a46f7f70656a0f26,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,d5c95830effad1c3,True,True,True,False,False,False,False,True
E10P_80dd14e9df6e958d,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,3a5fe0d41eacb737,True,True,True,False,False,False,False,True
E10P_72eb6c3f66d986c9,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,754920f36ba412e6,True,True,True,False,False,False,False,True
E10P_d0b4bb7ec5ac98f8,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,dcccb789ef9a84cf,True,True,True,False,False,False,False,True
E10P_5a1bfa9ff575149c,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,10d18b895ae41032,True,True,True,False,False,False,False,True
E10P_7ced6b2cb737f206,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b514a322203f643a,True,True,True,False,False,False,False,True
E10P_308e296db69b37c6,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,d8dd9e5a8405cc2f,True,True,True,False,False,False,False,True
E10P_8de0f22e9fa43f9f,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,b733d8877d935f4c,True,True,True,False,False,False,False,True
E10P_68593afc51468cbe,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,5381003156b4ee67,True,True,True,False,False,False,False,True
E10P_228b89d21b8cabe0,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,3a70be76402970ed,True,True,True,False,False,False,False,True
E10P_3194adde5c1df849,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,16bcfccee2f505c0,True,True,True,False,False,False,False,True
E10P_09073440e50ae261,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,89efc8a55a5318eb,True,True,True,False,False,False,False,True
E10P_b758424387384f0b,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,5e7c73faf3c8dda0,True,True,True,False,False,False,False,True
E10P_dc2a6da703381a66,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,ba410ea220b9479b,True,True,True,False,False,False,False,True
E10P_f06a8da6763dffa4,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,51ae1fa06645f02f,True,True,True,False,False,False,False,True
E10P_53a92f223a100453,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,c876ff1a408e9b10,True,True,True,False,False,False,False,True
E10P_d253227d5808840d,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,aeb76a1675f6ebf4,True,True,True,False,False,False,False,True
E10P_5c0f09c69876cad4,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,14b92714a78b5bd5,True,True,True,False,False,False,False,True
E10P_264cc142c167b9c7,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,515c9109eb047912,True,True,True,False,False,False,False,True
E10P_f0a842530fbee9f3,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,ef16770404fa5caf,True,True,True,False,False,False,False,True
E10P_1cccff497a94d873,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,aa775312ea9f5e8d,True,True,True,False,False,False,False,True
E10P_3cac8b79158fd63a,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,aeaf5a03b1deb9ce,True,True,True,False,False,False,False,True
E10P_d6429e5bff6b25bf,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,4b4419262db37d03,True,True,True,False,False,False,False,True
E10P_29ebf5e47766ba4f,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,863a3a0433d22560,True,True,True,False,False,False,False,True
E10P_c49644c23a1def6e,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,bf93073adf97179c,True,True,True,False,False,False,False,True
E10P_3e4d266b0e9205e2,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,996dc4319e5906e4,True,True,True,False,False,False,False,True
E10P_165a04d26b35d682,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,bdaec95d4a196325,True,True,True,False,False,False,False,True
E10P_e943f47006db02d2,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,ac6bf44f918a459e,True,True,True,False,False,False,False,True
E10P_b447a3bcb176167e,电子,launch_winner,train_path_canonicalization,d9c1d97f8bfce23e,7c0a566f0a7f4765,1f9055901b70428f,18f2179d858d1365,99a05014cafea370,True,True,True,False,False,False,False,True
