source,key,path,abs_path,category,exists,sha256,used_for_label,used_for_features,used_for_replay,used_for_model_selection,rewritten_to,note
source_walk_forward_config,explore5.source_diagnostics[2],Explore4/outputs/diagnostics/risk_constraint_decomposition.csv,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore4/outputs/diagnostics/risk_constraint_decomposition.csv,background_reference,True,3d0c86ac389ccac2b2b46fa62cf459d9e98db06d2634b2ab24c20e8ccb8f2aa2,False,False,False,False,,
source_walk_forward_config,explore5.source_manifest,Explore4/outputs/reports/run_manifest.json,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore4/outputs/reports/run_manifest.json,background_reference,True,53ec2de01a2931aacdc6cd5b892a7df0e3c29e92e04703d6bfa3e0313caf9455,False,False,False,False,,
source_walk_forward_config,explore5.source_report,Explore4/outputs/reports/explore4_expand_report.md,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore4/outputs/reports/explore4_expand_report.md,background_reference,True,108d0c9840f3b558e024ab9f0bc859594ae8b4bbc6f98f89c600978d0c9a86b7,False,False,False,False,,
source_walk_forward_config,explore5.universe_source,Explore1/data/universe/mcap500_mainboard_20251231.csv,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore1/data/universe/mcap500_mainboard_20251231.csv,background_reference,True,3dfb8f27e3730288acaf7fadcf0fe9b3688134cb1f7a9b2af114272b96d8e771,False,False,False,False,,
source_walk_forward_config,paths.backtest_dir,Explore5/outputs/backtests,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore5/outputs/backtests,forbidden_result_path,False,,False,False,False,False,,ignored from source_walk_forward_config
source_walk_forward_config,paths.cache_dir,Explore5/outputs/cache,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore5/outputs/cache,forbidden_result_path,True,,False,False,False,False,,ignored from source_walk_forward_config
source_walk_forward_config,paths.explore1_universe_csv,Explore1/data/universe/mcap500_mainboard_20251231.csv,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore1/data/universe/mcap500_mainboard_20251231.csv,rewritten_output_path,True,3dfb8f27e3730288acaf7fadcf0fe9b3688134cb1f7a9b2af114272b96d8e771,False,False,False,False,Explore6/outputs/*,ignored from source_walk_forward_config
source_walk_forward_config,paths.explore1_universe_qlib,Explore1/data/universe/qlib_mcap500_mainboard_20251231.txt,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore1/data/universe/qlib_mcap500_mainboard_20251231.txt,rewritten_output_path,True,a434c74d1b6c0c80bfa9f4b1a7a448cfb829fbecb8c89d594d20f22b58176098,False,False,False,False,Explore6/outputs/*,ignored from source_walk_forward_config
source_walk_forward_config,paths.provider_uri,Explore1/data/qlib/cn_data,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore1/data/qlib/cn_data,rewritten_output_path,True,,False,False,False,False,Explore6/outputs/*,ignored from source_walk_forward_config
source_walk_forward_config,paths.report_dir,Explore5/outputs/reports,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore5/outputs/reports,forbidden_result_path,True,,False,False,False,False,,ignored from source_walk_forward_config
source_walk_forward_config,paths.target_dir,Explore5/data/targets,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore5/data/targets,rewritten_output_path,True,,False,False,False,False,Explore6/outputs/*,ignored from source_walk_forward_config
source_walk_forward_config,paths.universe_csv,Explore5/data/universe/mcap500_mainboard_20251231.csv,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore5/data/universe/mcap500_mainboard_20251231.csv,rewritten_output_path,True,3dfb8f27e3730288acaf7fadcf0fe9b3688134cb1f7a9b2af114272b96d8e771,False,False,False,False,Explore6/outputs/*,ignored from source_walk_forward_config
source_walk_forward_config,paths.universe_qlib,Explore5/data/universe/qlib_mcap500_mainboard_20251231.txt,/home/xiaolv/code/a_share/topics/01_askhare_qlib/Explore5/data/universe/qlib_mcap500_mainboard_20251231.txt,rewritten_output_path,True,a434c74d1b6c0c80bfa9f4b1a7a448cfb829fbecb8c89d594d20f22b58176098,False,False,False,False,Explore6/outputs/*,ignored from source_walk_forward_config
