industry,task,fold_id,contract_id,top_split_features,common_feature_pairs,feature_family_pair_frequency,approximate_threshold_quantile_bucket,path_support_count,path_fold_presence,path_interpretation_text
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,ret_rank_20d_industry,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q41,50,fold_2024,ret_rank_20d_industry split appears in 50/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q35,48,fold_2024,launch_gain_from_recent_low_60d split appears in 48/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,higher_low_count_20d,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q61,46,fold_2024,higher_low_count_20d split appears in 46/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q46,43,fold_2024,prelaunch_drawdown_120d split appears in 43/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_industry,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q34,39,fold_2024,relative_ret20_vs_industry split appears in 39/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,relative_ret20_vs_benchmark,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q30,32,fold_2024,relative_ret20_vs_benchmark split appears in 32/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q58,30,fold_2024,industry_breadth_20d split appears in 30/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,atr20_pct,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q45,29,fold_2024,atr20_pct split appears in 29/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,upper_shadow_pct,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q57,26,fold_2024,upper_shadow_pct split appears in 26/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,lower_shadow_pct,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q47,24,fold_2024,lower_shadow_pct split appears in 24/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q44,23,fold_2024,ret_rank_20d_market split appears in 23/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,market_regime,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,categorical_or_unavailable,21,fold_2024,market_regime split appears in 21/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,money_ratio_20,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q45,21,fold_2024,money_ratio_20 split appears in 21/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,close_location,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q64,14,fold_2024,close_location split appears in 14/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,failure_decision_window,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,q66,5,fold_2024,failure_decision_window split appears in 5/588 locked T1 splits; diagnostic only
汽车,industry_failure_reject_score_lgbm,fold_2024,T1_fixed_rounds_no_inner_validation,launch_variant,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,launch_gain_from_recent_low_120d+rolling_range_20d:20;higher_low_count_20d+ret_rank_20d_industry:17;prelaunch_drawdown_120d+rolling_range_20d:15;higher_low_count_20d+rolling_range_20d:14;launch_gain_from_recent_low_120d+launch_gain_from_recent_low_60d:14,categorical_or_unavailable,4,fold_2024,launch_variant split appears in 4/588 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,atr20_pct,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q53,109,fold_2021,atr20_pct split appears in 109/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q35,60,fold_2021,launch_gain_from_recent_low_60d split appears in 60/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q49,52,fold_2021,industry_breadth_20d split appears in 52/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q53,49,fold_2021,prelaunch_drawdown_120d split appears in 49/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q58,47,fold_2021,ret_rank_20d_market split appears in 47/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q41,43,fold_2021,launch_gain_from_recent_low_120d split appears in 43/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,market_regime,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,categorical_or_unavailable,31,fold_2021,market_regime split appears in 31/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,money_ratio_20,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,q41,31,fold_2021,money_ratio_20 split appears in 31/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2021,T1_fixed_rounds_no_inner_validation,launch_variant,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,atr20_pct+atr20_pct:30;atr20_pct+launch_gain_from_recent_low_120d:28;atr20_pct+launch_gain_from_recent_low_60d:27;atr20_pct+prelaunch_drawdown_120d:23;atr20_pct+market_regime:19,categorical_or_unavailable,3,fold_2021,launch_variant split appears in 3/425 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,atr20_pct,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q49,122,fold_2022,atr20_pct split appears in 122/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q63,73,fold_2022,prelaunch_drawdown_120d split appears in 73/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q42,73,fold_2022,launch_gain_from_recent_low_60d split appears in 73/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q53,70,fold_2022,ret_rank_20d_market split appears in 70/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q51,67,fold_2022,launch_gain_from_recent_low_120d split appears in 67/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,money_ratio_20,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q50,57,fold_2022,money_ratio_20 split appears in 57/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,q41,55,fold_2022,industry_breadth_20d split appears in 55/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,market_regime,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,categorical_or_unavailable,24,fold_2022,market_regime split appears in 24/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2022,T1_fixed_rounds_no_inner_validation,launch_variant,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,atr20_pct+launch_gain_from_recent_low_120d:45;atr20_pct+atr20_pct:33;atr20_pct+launch_gain_from_recent_low_60d:33;ret_rank_20d_market+ret_rank_20d_market:20;money_ratio_20+ret_rank_20d_market:18,categorical_or_unavailable,11,fold_2022,launch_variant split appears in 11/552 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,atr20_pct,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q54,139,fold_2023,atr20_pct split appears in 139/716 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,ret_rank_20d_market,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q51,109,fold_2023,ret_rank_20d_market split appears in 109/716 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,prelaunch_drawdown_120d,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q46,92,fold_2023,prelaunch_drawdown_120d split appears in 92/716 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,industry_breadth_20d,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q51,88,fold_2023,industry_breadth_20d split appears in 88/716 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_120d,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q49,88,fold_2023,launch_gain_from_recent_low_120d split appears in 88/716 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,launch_gain_from_recent_low_60d,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q40,82,fold_2023,launch_gain_from_recent_low_60d split appears in 82/716 locked T1 splits; diagnostic only
电子,industry_launch_winner_score_lgbm,fold_2023,T1_fixed_rounds_no_inner_validation,money_ratio_20,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,atr20_pct+prelaunch_drawdown_120d:38;atr20_pct+industry_breadth_20d:34;atr20_pct+launch_gain_from_recent_low_120d:34;ret_rank_20d_market+ret_rank_20d_market:27;prelaunch_drawdown_120d+prelaunch_drawdown_120d:26,q49,65,fold_2023,money_ratio_20 split appears in 65/716 locked T1 splits; diagnostic only
