instrument,threshold_id,episode_cluster_id,cluster_split_bucket,cluster_member_split_bucket_set,cluster_calendar_span_split_bucket_set,cluster_start_date,cluster_end_date,cluster_start_pos,cluster_end_pos,touches_multiple_split_buckets,touches_multiple_calendar_split_buckets,train_validation_boundary_overlap,validation_robustness_boundary_overlap,split_overlap_status,blocking_reason
SZ000981,up50pct,up50pct::SZ000981::000001,robustness,robustness,robustness,2025-11-03,2026-01-14,1982,2032,False,False,False,False,pass,
SZ000983,up50pct,up50pct::SZ000983::000000,train,train,train,2018-01-11,2021-09-09,251,1133,False,False,False,False,pass,
SZ000983,up50pct,up50pct::SZ000983::000001,cross_split,train;validation,train;validation,2021-10-20,2022-06-08,1155,1308,True,True,True,False,pass,
SZ000987,up50pct,up50pct::SZ000987::000000,train,train,train,2019-09-05,2020-07-15,628,832,False,False,False,False,pass,
SZ000987,up50pct,up50pct::SZ000987::000001,cross_split,robustness;train;validation,robustness;train;validation,2020-11-06,2026-01-26,908,2175,True,True,True,True,pass,
SZ000988,up50pct,up50pct::SZ000988::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-12,251,2267,True,True,True,True,pass,
SZ000990,up50pct,up50pct::SZ000990::000000,train,train,train,2018-01-11,2019-04-09,251,550,False,False,False,False,pass,
SZ000990,up50pct,up50pct::SZ000990::000001,train,train,train,2020-02-03,2020-07-13,747,856,False,False,False,False,pass,
SZ000997,up50pct,up50pct::SZ000997::000000,train,train,train,2019-02-11,2025-03-19,510,1991,False,False,False,False,pass,
SZ000998,up50pct,up50pct::SZ000998::000000,train,train,train,2019-02-11,2021-11-12,490,1161,False,False,False,False,pass,
SZ000999,up50pct,up50pct::SZ000999::000000,cross_split,validation,robustness;validation,2022-06-29,2024-10-09,1332,1883,False,True,False,True,pass,
SZ001203,up50pct,up50pct::SZ001203::000000,robustness,robustness,robustness,2025-11-11,2026-04-17,1094,1198,False,False,False,False,pass,
SZ001286,up50pct,up50pct::SZ001286::000000,cross_split,robustness;validation,robustness;validation,2023-11-15,2026-05-29,146,758,True,True,False,True,pass,
SZ001309,up50pct,up50pct::SZ001309::000000,robustness,robustness,robustness,2025-09-24,2026-04-10,787,914,False,False,False,False,pass,
SZ001389,up50pct,up50pct::SZ001389::000000,robustness,robustness,robustness,2025-09-22,2026-04-09,359,487,False,False,False,False,pass,
SZ001872,up50pct,up50pct::SZ001872::000000,cross_split,robustness;validation,robustness;validation,2023-04-10,2024-10-08,1038,1398,True,True,False,True,pass,
SZ001914,up50pct,up50pct::SZ001914::000000,train,train,train,2019-11-20,2020-08-04,690,861,False,False,False,False,pass,
SZ001965,up50pct,up50pct::SZ001965::000000,cross_split,train;validation,robustness;train;validation,2021-09-13,2024-12-27,905,1701,True,True,True,True,pass,
SZ001979,up50pct,up50pct::SZ001979::000000,cross_split,train,train;validation,2021-01-06,2022-10-11,970,1394,False,True,True,False,pass,
SZ001979,up50pct,up50pct::SZ001979::000001,robustness,robustness,robustness,2024-03-04,2024-10-08,1723,1866,False,False,False,False,pass,
SZ002001,up50pct,up50pct::SZ002001::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-12,251,2228,True,True,True,True,pass,
SZ002008,up50pct,up50pct::SZ002008::000000,cross_split,robustness;validation,robustness;validation,2022-01-05,2026-03-02,1218,2220,True,True,False,True,pass,
SZ002015,up50pct,up50pct::SZ002015::000000,validation,validation,validation,2022-06-29,2026-05-14,1213,2150,False,False,False,False,pass,
SZ002019,up50pct,up50pct::SZ002019::000000,train,train,train,2020-01-03,2020-08-06,732,874,False,False,False,False,pass,
SZ002024,up50pct,up50pct::SZ002024::000000,train,train,train,2020-05-07,2020-07-14,809,855,False,False,False,False,pass,
SZ002025,up50pct,up50pct::SZ002025::000000,train,train,train,2020-07-28,2021-12-30,747,1095,False,False,False,False,pass,
SZ002027,up50pct,up50pct::SZ002027::000000,train,train,train,2019-02-11,2021-02-18,510,1002,False,False,False,False,pass,
SZ002027,up50pct,up50pct::SZ002027::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-08-31,2025-09-01,1135,2104,True,True,True,True,pass,
SZ002028,up50pct,up50pct::SZ002028::000000,cross_split,robustness;validation,robustness;validation,2022-01-05,2026-02-24,1218,2216,True,True,False,True,pass,
SZ002030,up50pct,up50pct::SZ002030::000000,cross_split,train,,2018-01-17,2020-04-17,255,800,False,False,False,False,pass,
SZ002030,up50pct,up50pct::SZ002030::000001,train,train,train,2020-05-07,2020-08-04,811,872,False,False,False,False,pass,
SZ002038,up50pct,up50pct::SZ002038::000000,train,train,train,2018-01-11,2018-05-29,251,340,False,False,False,False,pass,
SZ002044,up50pct,up50pct::SZ002044::000000,train,train,train,2019-07-02,2021-02-23,601,1000,False,False,False,False,pass,
SZ002049,up50pct,up50pct::SZ002049::000000,robustness,robustness,robustness,2024-03-28,2025-10-09,1641,2010,False,False,False,False,pass,
SZ002050,up50pct,up50pct::SZ002050::000000,cross_split,robustness;validation,robustness;validation,2023-07-26,2026-01-19,1556,2158,True,True,False,True,pass,
SZ002056,up50pct,up50pct::SZ002056::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2026-05-28,251,2279,True,True,True,True,pass,
SZ002064,up50pct,up50pct::SZ002064::000000,train,train,train,2019-12-20,2021-02-23,712,994,False,False,False,False,pass,
SZ002064,up50pct,up50pct::SZ002064::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-11-17,2026-01-22,1173,2184,True,True,True,True,pass,
SZ002065,up50pct,up50pct::SZ002065::000000,train,train,train,2018-01-11,2020-03-03,251,758,False,False,False,False,pass,
SZ002065,up50pct,up50pct::SZ002065::000001,cross_split,robustness;train,robustness;train,2020-10-22,2025-02-21,913,1963,True,True,False,False,pass,
SZ002074,up50pct,up50pct::SZ002074::000000,robustness,robustness,robustness,2024-09-27,2025-09-12,1867,2100,False,False,False,False,pass,
SZ002075,up50pct,up50pct::SZ002075::000000,train,train,train,2019-02-20,2020-11-18,61,486,False,False,False,False,pass,
SZ002078,up50pct,up50pct::SZ002078::000000,cross_split,train;validation,robustness;train;validation,2021-10-20,2026-02-25,1164,2217,True,True,True,True,pass,
SZ002080,up50pct,up50pct::SZ002080::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-06,249,2251,True,True,True,True,pass,
SZ002081,up50pct,up50pct::SZ002081::000000,train,train,train,2020-06-11,2020-08-11,836,877,False,False,False,False,pass,
SZ002085,up50pct,up50pct::SZ002085::000000,cross_split,robustness;train,robustness;train,2018-01-11,2024-11-06,251,1855,True,True,False,False,pass,
SZ002092,up50pct,up50pct::SZ002092::000000,train,train,train,2021-02-22,2021-09-13,995,1135,False,False,False,False,pass,
SZ002110,up50pct,up50pct::SZ002110::000000,train,train,train,2019-09-05,2021-09-10,553,1043,False,False,False,False,pass,
SZ002124,up50pct,up50pct::SZ002124::000000,train,train,train,2019-07-03,2020-08-17,595,869,False,False,False,False,pass,
SZ002126,up50pct,up50pct::SZ002126::000000,robustness,robustness,robustness,2025-03-10,2026-05-21,1984,2274,False,False,False,False,pass,
SZ002127,up50pct,up50pct::SZ002127::000000,train,train,train,2019-02-11,2020-07-07,505,847,False,False,False,False,pass,
SZ002128,up50pct,up50pct::SZ002128::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-12,150,2102,True,True,True,True,pass,
SZ002129,up50pct,up50pct::SZ002129::000000,cross_split,train;validation,train;validation,2020-07-27,2022-07-01,629,1097,True,True,True,False,pass,
SZ002129,up50pct,up50pct::SZ002129::000001,robustness,robustness,robustness,2024-09-27,2024-10-29,1643,1660,False,False,False,False,pass,
SZ002129,up50pct,up50pct::SZ002129::000002,robustness,robustness,robustness,2025-05-21,2026-02-10,1795,1975,False,False,False,False,pass,
SZ002130,up50pct,up50pct::SZ002130::000000,robustness,robustness,robustness,2024-12-19,2025-09-25,1911,2099,False,False,False,False,pass,
SZ002131,up50pct,up50pct::SZ002131::000000,cross_split,robustness;train,robustness;train,2019-11-20,2026-01-14,701,2193,True,True,False,False,pass,
SZ002138,up50pct,up50pct::SZ002138::000000,cross_split,train;validation,train;validation,2018-03-13,2026-05-29,289,2280,True,True,True,False,pass,
SZ002142,up50pct,up50pct::SZ002142::000000,train,train,train,2019-09-05,2021-02-10,653,1001,False,False,False,False,pass,
SZ002142,up50pct,up50pct::SZ002142::000001,robustness,robustness,robustness,2024-03-04,2026-04-27,1733,2253,False,False,False,False,pass,
SZ002145,up50pct,up50pct::SZ002145::000000,train,train,train,2021-04-30,2021-08-09,1052,1119,False,False,False,False,pass,
SZ002152,up50pct,up50pct::SZ002152::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-02-27,251,1977,True,True,True,True,pass,
SZ002153,up50pct,up50pct::SZ002153::000000,cross_split,train;validation,train;validation,2018-01-11,2023-04-03,241,1508,True,True,True,False,pass,
SZ002153,up50pct,up50pct::SZ002153::000001,validation,validation,validation,2023-11-16,2026-01-19,1659,2183,False,False,False,False,pass,
SZ002155,up50pct,up50pct::SZ002155::000000,robustness,robustness,robustness,2025-06-16,2026-02-04,2049,2198,False,False,False,False,pass,
SZ002156,up50pct,up50pct::SZ002156::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-25,249,2274,True,True,True,True,pass,
SZ002176,up50pct,up50pct::SZ002176::000000,train,train,train,2018-01-11,2021-09-14,251,1138,False,False,False,False,pass,
SZ002176,up50pct,up50pct::SZ002176::000001,cross_split,train;validation,train;validation,2021-11-15,2022-07-08,1175,1332,True,True,True,False,pass,
SZ002179,up50pct,up50pct::SZ002179::000000,robustness,robustness,robustness,2024-04-12,2024-10-08,1766,1882,False,False,False,False,pass,
SZ002180,up50pct,up50pct::SZ002180::000000,robustness,robustness,robustness,2024-04-18,2024-10-08,1742,1854,False,False,False,False,pass,
SZ002185,up50pct,up50pct::SZ002185::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-05,2026-05-28,647,2263,True,True,True,True,pass,
SZ002191,up50pct,up50pct::SZ002191::000000,train,train,train,2020-01-03,2022-01-12,732,1223,False,False,False,False,pass,
SZ002192,up50pct,up50pct::SZ002192::000000,train,train,train,2021-07-09,2021-09-03,1086,1126,False,False,False,False,pass,
SZ002192,up50pct,up50pct::SZ002192::000001,cross_split,train;validation,train;validation,2021-11-12,2022-07-04,1169,1323,True,True,True,False,pass,
SZ002195,up50pct,up50pct::SZ002195::000000,cross_split,train,robustness;train,2019-09-11,2024-12-06,657,1925,False,True,False,False,pass,
SZ002195,up50pct,up50pct::SZ002195::000001,robustness,robustness,robustness,2024-12-09,2026-01-14,1926,2193,False,False,False,False,pass,
SZ002202,up50pct,up50pct::SZ002202::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-01-08,510,2183,True,True,True,True,pass,
SZ002216,up50pct,up50pct::SZ002216::000000,train,train,train,2020-05-07,2020-08-24,811,886,False,False,False,False,pass,
SZ002217,up50pct,up50pct::SZ002217::000000,train,train,train,2019-07-04,2020-03-03,573,733,False,False,False,False,pass,
SZ002221,up50pct,up50pct::SZ002221::000000,train,train,train,2019-02-13,2021-09-16,504,1139,False,False,False,False,pass,
SZ002223,up50pct,up50pct::SZ002223::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2026-01-14,251,2193,True,True,True,True,pass,
SZ002230,up50pct,up50pct::SZ002230::000000,robustness,robustness,robustness,2024-04-22,2026-01-16,1772,2195,False,False,False,False,pass,
SZ002233,up50pct,up50pct::SZ002233::000000,train,train,train,2018-01-11,2020-08-10,251,876,False,False,False,False,pass,
SZ002240,up50pct,up50pct::SZ002240::000000,validation,validation,validation,2022-11-30,2026-05-06,1430,2257,False,False,False,False,pass,
SZ002241,up50pct,up50pct::SZ002241::000000,cross_split,robustness;validation,robustness;validation,2023-11-15,2025-10-09,1668,2126,True,True,False,True,pass,
SZ002242,up50pct,up50pct::SZ002242::000000,train,train,train,2019-07-02,2020-08-31,606,891,False,False,False,False,pass,
SZ002243,up50pct,up50pct::SZ002243::000000,train,train,train,2020-02-03,2020-07-13,736,845,False,False,False,False,pass,
SZ002244,up50pct,up50pct::SZ002244::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2025-09-30,251,2125,True,True,True,True,pass,
SZ002245,up50pct,up50pct::SZ002245::000000,cross_split,train,train;validation,2021-07-07,2026-05-27,1088,2270,False,True,True,False,pass,
SZ002250,up50pct,up50pct::SZ002250::000000,train,train,train,2019-12-16,2020-08-31,719,891,False,False,False,False,pass,
SZ002252,up50pct,up50pct::SZ002252::000000,train,train,train,2019-02-11,2019-03-11,210,226,False,False,False,False,pass,
SZ002252,up50pct,up50pct::SZ002252::000001,train,train,train,2019-07-02,2020-07-14,302,552,False,False,False,False,pass,
SZ002252,up50pct,up50pct::SZ002252::000002,cross_split,validation,robustness;validation,2022-07-21,2024-10-08,1043,1577,False,True,False,True,pass,
SZ002261,up50pct,up50pct::SZ002261::000000,robustness,robustness,robustness,2024-10-21,2025-02-24,1891,1974,False,False,False,False,pass,
SZ002261,up50pct,up50pct::SZ002261::000001,robustness,robustness,robustness,2025-03-26,2025-08-28,1996,2102,False,False,False,False,pass,
SZ002262,up50pct,up50pct::SZ002262::000000,cross_split,train,,2020-06-12,2022-12-28,837,1456,False,False,False,False,pass,
SZ002265,up50pct,up50pct::SZ002265::000000,robustness,robustness,robustness,2025-06-30,2025-07-28,2048,2068,False,False,False,False,pass,
SZ002266,up50pct,up50pct::SZ002266::000000,train,train,train,2020-06-18,2021-09-23,830,1139,False,False,False,False,pass,
SZ002268,up50pct,up50pct::SZ002268::000000,train,train,train,2021-07-26,2021-11-15,1109,1182,False,False,False,False,pass,
SZ002268,up50pct,up50pct::SZ002268::000001,validation,validation,validation,2023-01-12,2023-04-04,1466,1519,False,False,False,False,pass,
SZ002271,up50pct,up50pct::SZ002271::000000,robustness,robustness,robustness,2024-03-11,2026-03-02,1744,2220,False,False,False,False,pass,
SZ002273,up50pct,up50pct::SZ002273::000000,cross_split,robustness;train,robustness;train,2019-12-18,2026-05-27,721,2278,True,True,False,False,pass,
SZ002281,up50pct,up50pct::SZ002281::000000,robustness,robustness,robustness,2024-03-06,2026-04-10,1741,2248,False,False,False,False,pass,
SZ002294,up50pct,up50pct::SZ002294::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-04-02,251,2243,True,True,True,True,pass,
SZ002302,up50pct,up50pct::SZ002302::000000,train,train,train,2019-02-13,2019-03-21,512,538,False,False,False,False,pass,
SZ002304,up50pct,up50pct::SZ002304::000000,train,train,train,2018-01-11,2021-01-06,251,976,False,False,False,False,pass,
SZ002311,up50pct,up50pct::SZ002311::000000,train,train,train,2020-05-12,2021-02-18,814,1002,False,False,False,False,pass,
SZ002311,up50pct,up50pct::SZ002311::000001,cross_split,robustness;validation,robustness;validation,2023-11-15,2025-09-16,1668,2115,True,True,False,True,pass,
SZ002320,up50pct,up50pct::SZ002320::000000,train,train,train,2018-05-11,2025-10-20,328,2133,False,False,False,False,pass,
SZ002326,up50pct,up50pct::SZ002326::000000,cross_split,train,,2020-02-11,2021-07-08,753,1097,False,False,False,False,pass,
SZ002326,up50pct,up50pct::SZ002326::000001,train,train,train,2021-08-25,2021-10-26,1131,1168,False,False,False,False,pass,
SZ002340,up50pct,up50pct::SZ002340::000000,robustness,robustness,robustness,2024-09-27,2026-01-26,1875,2196,False,False,False,False,pass,
SZ002351,up50pct,up50pct::SZ002351::000000,train,train,train,2019-12-16,2023-05-09,719,1540,False,False,False,False,pass,
SZ002352,up50pct,up50pct::SZ002352::000000,robustness,robustness,robustness,2024-04-03,2025-06-20,1758,2050,False,False,False,False,pass,
SZ002353,up50pct,up50pct::SZ002353::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-01-15,510,2194,True,True,True,True,pass,
SZ002368,up50pct,up50pct::SZ002368::000000,cross_split,train,,2020-07-20,2023-03-14,843,1486,False,False,False,False,pass,
SZ002371,up50pct,up50pct::SZ002371::000000,robustness,robustness,robustness,2024-03-04,2026-05-21,1739,2274,False,False,False,False,pass,
SZ002372,up50pct,up50pct::SZ002372::000000,cross_split,train,train;validation,2019-07-02,2023-03-07,606,1499,False,True,True,False,pass,
SZ002384,up50pct,up50pct::SZ002384::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-04-09,251,2177,True,True,True,True,pass,
SZ002385,up50pct,up50pct::SZ002385::000000,train,train,train,2021-07-02,2021-11-15,1088,1177,False,False,False,False,pass,
SZ002396,up50pct,up50pct::SZ002396::000000,train,train,train,2018-03-13,2020-03-03,254,733,False,False,False,False,pass,
SZ002399,up50pct,up50pct::SZ002399::000000,train,train,train,2019-09-19,2020-08-07,553,766,False,False,False,False,pass,
SZ002402,up50pct,up50pct::SZ002402::000000,robustness,robustness,robustness,2025-08-28,2025-09-24,2088,2107,False,False,False,False,pass,
SZ002407,up50pct,up50pct::SZ002407::000000,cross_split,validation,robustness;validation,2022-01-05,2026-05-21,1212,2268,False,True,False,True,pass,
SZ002409,up50pct,up50pct::SZ002409::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-02-03,2026-05-25,609,2138,True,True,True,True,pass,
SZ002414,up50pct,up50pct::SZ002414::000000,train,train,train,2019-07-02,2021-01-11,606,979,False,False,False,False,pass,
SZ002414,up50pct,up50pct::SZ002414::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-05-17,2026-01-26,1060,2201,True,True,True,True,pass,
SZ002415,up50pct,up50pct::SZ002415::000000,validation,validation,validation,2022-07-21,2023-04-10,1346,1520,False,False,False,False,pass,
SZ002419,up50pct,up50pct::SZ002419::000000,train,train,train,2018-01-19,2018-05-31,257,342,False,False,False,False,pass,
SZ002422,up50pct,up50pct::SZ002422::000000,robustness,robustness,robustness,2024-03-04,2025-09-02,1739,2105,False,False,False,False,pass,
SZ002423,up50pct,up50pct::SZ002423::000000,cross_split,train,robustness;train,2019-03-06,2024-10-15,390,1747,False,True,False,False,pass,
SZ002429,up50pct,up50pct::SZ002429::000000,cross_split,train;validation,train;validation,2018-01-11,2026-01-29,251,2199,True,True,True,False,pass,
SZ002434,up50pct,up50pct::SZ002434::000000,train,train,train,2018-01-16,2021-10-29,254,1171,False,False,False,False,pass,
SZ002436,up50pct,up50pct::SZ002436::000000,cross_split,robustness;validation,robustness;validation,2023-11-21,2026-05-25,1603,2207,True,True,False,True,pass,
SZ002440,up50pct,up50pct::SZ002440::000000,train,train,train,2018-01-11,2026-02-26,244,2211,False,False,False,False,pass,
SZ002444,up50pct,up50pct::SZ002444::000000,train,train,train,2018-01-11,2021-02-18,251,1002,False,False,False,False,pass,
SZ002444,up50pct,up50pct::SZ002444::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-09-23,2026-01-20,1150,2197,True,True,True,True,pass,
SZ002458,up50pct,up50pct::SZ002458::000000,train,train,train,2019-04-30,2019-10-30,542,663,False,False,False,False,pass,
SZ002459,up50pct,up50pct::SZ002459::000000,robustness,robustness,robustness,2024-09-27,2024-11-01,1808,1828,False,False,False,False,pass,
SZ002459,up50pct,up50pct::SZ002459::000001,robustness,robustness,robustness,2025-05-13,2025-11-11,1954,2077,False,False,False,False,pass,
SZ002460,up50pct,up50pct::SZ002460::000000,cross_split,robustness;validation,robustness;validation,2023-04-07,2026-05-06,1520,2262,True,True,False,True,pass,
SZ002461,up50pct,up50pct::SZ002461::000000,train,train,train,2018-05-22,2020-07-24,335,865,False,False,False,False,pass,
SZ002463,up50pct,up50pct::SZ002463::000000,robustness,robustness,robustness,2024-03-04,2026-05-26,1739,2277,False,False,False,False,pass,
SZ002465,up50pct,up50pct::SZ002465::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-01-13,504,2186,True,True,True,True,pass,
SZ002466,up50pct,up50pct::SZ002466::000000,cross_split,train;validation,train;validation,2019-10-11,2022-07-06,654,1312,True,True,True,False,pass,
SZ002466,up50pct,up50pct::SZ002466::000001,cross_split,robustness;validation,robustness;validation,2023-11-15,2026-05-06,1643,2238,True,True,False,True,pass,
SZ002468,up50pct,up50pct::SZ002468::000000,train,train,train,2019-02-11,2019-07-26,510,624,False,False,False,False,pass,
SZ002468,up50pct,up50pct::SZ002468::000001,cross_split,train,,2020-11-11,2025-09-22,937,2119,False,False,False,False,pass,
SZ002472,up50pct,up50pct::SZ002472::000000,robustness,robustness,robustness,2025-02-14,2025-09-23,1968,2120,False,False,False,False,pass,
SZ002475,up50pct,up50pct::SZ002475::000000,robustness,robustness,robustness,2024-10-29,2026-05-13,1896,2267,False,False,False,False,pass,
SZ002481,up50pct,up50pct::SZ002481::000000,train,train,train,2020-03-03,2020-07-09,768,854,False,False,False,False,pass,
SZ002487,up50pct,up50pct::SZ002487::000000,cross_split,train;validation,train;validation,2021-11-22,2026-04-17,1187,2253,True,True,True,False,pass,
SZ002491,up50pct,up50pct::SZ002491::000000,train,train,train,2018-01-11,2026-05-11,251,2266,False,False,False,False,pass,
SZ002493,up50pct,up50pct::SZ002493::000000,train,train,train,2018-01-11,2021-02-18,251,1002,False,False,False,False,pass,
SZ002493,up50pct,up50pct::SZ002493::000001,cross_split,robustness;validation,robustness;validation,2023-01-13,2026-03-03,1467,2221,True,True,False,True,pass,
SZ002497,up50pct,up50pct::SZ002497::000000,train,train,train,2021-01-05,2021-09-14,975,1145,False,False,False,False,pass,
SZ002498,up50pct,up50pct::SZ002498::000000,train,train,train,2020-05-07,2026-03-06,811,2224,False,False,False,False,pass,
SZ002500,up50pct,up50pct::SZ002500::000000,train,train,train,2019-02-11,2020-07-13,510,851,False,False,False,False,pass,
SZ002506,up50pct,up50pct::SZ002506::000000,cross_split,train;validation,train;validation,2020-10-13,2026-03-11,907,2218,True,True,True,False,pass,
SZ002507,up50pct,up50pct::SZ002507::000000,train,train,train,2018-05-11,2020-09-03,251,817,False,False,False,False,pass,
SZ002508,up50pct,up50pct::SZ002508::000000,train,train,train,2019-02-11,2021-07-08,510,1097,False,False,False,False,pass,
SZ002517,up50pct,up50pct::SZ002517::000000,cross_split,robustness;validation,robustness;validation,2023-04-06,2025-09-18,1484,2081,True,True,False,True,pass,
SZ002531,up50pct,up50pct::SZ002531::000000,cross_split,train,,2018-01-11,2021-07-30,251,1107,False,False,False,False,pass,
SZ002531,up50pct,up50pct::SZ002531::000001,train,train,train,2021-09-07,2021-11-01,1134,1166,False,False,False,False,pass,
SZ002532,up50pct,up50pct::SZ002532::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-07-08,2026-01-29,770,2121,True,True,True,True,pass,
SZ002555,up50pct,up50pct::SZ002555::000000,train,train,train,2019-09-05,2020-07-14,642,846,False,False,False,False,pass,
SZ002555,up50pct,up50pct::SZ002555::000001,cross_split,train;validation,train;validation,2020-11-16,2023-06-20,929,1559,True,True,True,False,pass,
SZ002555,up50pct,up50pct::SZ002555::000002,cross_split,robustness;validation,robustness;validation,2023-11-20,2026-01-13,1660,2181,True,True,False,True,pass,
SZ002558,up50pct,up50pct::SZ002558::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-20,251,2162,True,True,True,True,pass,
SZ002563,up50pct,up50pct::SZ002563::000000,train,train,train,2019-02-11,2021-05-17,510,1060,False,False,False,False,pass,
SZ002568,up50pct,up50pct::SZ002568::000000,validation,validation,validation,2022-06-29,2023-04-10,1332,1522,False,False,False,False,pass,
SZ002572,up50pct,up50pct::SZ002572::000000,train,train,train,2019-02-11,2021-02-18,510,1002,False,False,False,False,pass,
SZ002583,up50pct,up50pct::SZ002583::000000,train,train,train,2019-12-11,2024-10-22,716,1892,False,False,False,False,pass,
SZ002583,up50pct,up50pct::SZ002583::000001,robustness,robustness,robustness,2024-10-25,2024-10-31,1895,1899,False,False,False,False,pass,
SZ002585,up50pct,up50pct::SZ002585::000000,train,train,train,2021-06-23,2021-12-14,1086,1203,False,False,False,False,pass,
SZ002594,up50pct,up50pct::SZ002594::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-05-23,251,2034,True,True,True,True,pass,
SZ002595,up50pct,up50pct::SZ002595::000000,cross_split,robustness;train,robustness;train,2019-03-19,2026-03-06,536,2224,True,True,False,False,pass,
SZ002600,up50pct,up50pct::SZ002600::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-10-20,2026-01-13,1047,2075,True,True,True,True,pass,
SZ002601,up50pct,up50pct::SZ002601::000000,cross_split,robustness;validation,robustness;validation,2022-11-16,2026-02-26,1386,2178,True,True,False,True,pass,
SZ002602,up50pct,up50pct::SZ002602::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-07-15,2025-09-16,754,2010,True,True,True,True,pass,
SZ002603,up50pct,up50pct::SZ002603::000000,train,train,train,2018-05-22,2020-04-13,335,796,False,False,False,False,pass,
SZ002603,up50pct,up50pct::SZ002603::000001,cross_split,train;validation,train;validation,2020-05-15,2022-04-07,817,1277,True,True,True,False,pass,
SZ002603,up50pct,up50pct::SZ002603::000002,validation,validation,validation,2022-06-29,2022-11-16,1332,1426,False,False,False,False,pass,
SZ002607,up50pct,up50pct::SZ002607::000000,train,train,train,2019-02-11,2020-11-02,412,832,False,False,False,False,pass,
SZ002608,up50pct,up50pct::SZ002608::000000,cross_split,train,robustness;train;validation,2021-01-25,2026-05-29,979,2270,False,True,True,True,pass,
SZ002624,up50pct,up50pct::SZ002624::000000,train,train,train,2019-02-11,2020-07-21,500,852,False,False,False,False,pass,
SZ002624,up50pct,up50pct::SZ002624::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-07-12,2026-02-10,1089,2202,True,True,True,True,pass,
SZ002625,up50pct,up50pct::SZ002625::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-12,88,2028,True,True,True,True,pass,
SZ002626,up50pct,up50pct::SZ002626::000000,train,train,train,2020-07-15,2020-08-03,853,866,False,False,False,False,pass,
SZ002626,up50pct,up50pct::SZ002626::000001,train,train,train,2020-11-26,2021-05-18,943,1056,False,False,False,False,pass,
SZ002647,up50pct,up50pct::SZ002647::000000,train,train,train,2020-05-07,2020-11-20,701,834,False,False,False,False,pass,
SZ002648,up50pct,up50pct::SZ002648::000000,cross_split,robustness;validation,robustness;validation,2022-06-29,2026-04-13,1330,2247,True,True,False,True,pass,
SZ002653,up50pct,up50pct::SZ002653::000000,cross_split,robustness;validation,robustness;validation,2023-01-12,2025-08-13,1466,2091,True,True,False,True,pass,
SZ002670,up50pct,up50pct::SZ002670::000000,cross_split,robustness;train,robustness;train,2018-01-11,2025-09-30,202,2046,True,True,False,False,pass,
SZ002673,up50pct,up50pct::SZ002673::000000,train,train,train,2019-02-11,2019-04-09,504,544,False,False,False,False,pass,
SZ002673,up50pct,up50pct::SZ002673::000001,train,train,train,2020-05-07,2021-01-08,805,972,False,False,False,False,pass,
SZ002673,up50pct,up50pct::SZ002673::000002,cross_split,robustness;train;validation,robustness;train;validation,2021-07-20,2024-11-11,1099,1900,True,True,True,True,pass,
SZ002683,up50pct,up50pct::SZ002683::000000,cross_split,validation,robustness;validation,2022-08-12,2025-12-31,1354,2175,False,True,False,True,pass,
SZ002705,up50pct,up50pct::SZ002705::000000,train,train,train,2019-11-01,2021-01-21,688,987,False,False,False,False,pass,
SZ002709,up50pct,up50pct::SZ002709::000000,robustness,robustness,robustness,2024-03-04,2026-05-06,1739,2263,False,False,False,False,pass,
SZ002714,up50pct,up50pct::SZ002714::000000,robustness,robustness,robustness,2025-02-11,2025-09-15,1965,2114,False,False,False,False,pass,
SZ002736,up50pct,up50pct::SZ002736::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-08-26,251,2090,True,True,True,True,pass,
