instrument,threshold_id,episode_cluster_id,cluster_split_bucket,cluster_member_split_bucket_set,cluster_calendar_span_split_bucket_set,cluster_start_date,cluster_end_date,cluster_start_pos,cluster_end_pos,touches_multiple_split_buckets,touches_multiple_calendar_split_buckets,train_validation_boundary_overlap,validation_robustness_boundary_overlap,split_overlap_status,blocking_reason
SH600570,up50pct,up50pct::SH600570::000002,robustness,robustness,robustness,2024-03-04,2025-08-25,1737,2097,False,False,False,False,pass,
SH600578,up50pct,up50pct::SH600578::000000,train,train,train,2019-03-14,2025-05-09,533,2024,False,False,False,False,pass,
SH600578,up50pct,up50pct::SH600578::000001,robustness,robustness,robustness,2025-05-13,2026-05-18,2026,2271,False,False,False,False,pass,
SH600580,up50pct,up50pct::SH600580::000000,cross_split,robustness;train,robustness;train,2020-01-03,2025-09-18,726,2111,True,True,False,False,pass,
SH600582,up50pct,up50pct::SH600582::000000,train,train,train,2018-01-11,2024-02-23,251,1733,False,False,False,False,pass,
SH600583,up50pct,up50pct::SH600583::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-12,2026-03-03,252,2221,True,True,True,True,pass,
SH600584,up50pct,up50pct::SH600584::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-25,238,2258,True,True,True,True,pass,
SH600585,up50pct,up50pct::SH600585::000000,train,train,train,2018-01-11,2020-07-30,251,869,False,False,False,False,pass,
SH600588,up50pct,up50pct::SH600588::000000,robustness,robustness,robustness,2024-03-04,2025-03-07,1737,1981,False,False,False,False,pass,
SH600588,up50pct,up50pct::SH600588::000001,robustness,robustness,robustness,2025-06-24,2026-01-14,2053,2191,False,False,False,False,pass,
SH600596,up50pct,up50pct::SH600596::000000,cross_split,train,,2018-05-23,2021-08-12,330,1108,False,False,False,False,pass,
SH600597,up50pct,up50pct::SH600597::000000,train,train,train,2018-01-11,2020-09-02,251,893,False,False,False,False,pass,
SH600598,up50pct,up50pct::SH600598::000000,train,train,train,2018-01-11,2020-08-19,251,883,False,False,False,False,pass,
SH600598,up50pct,up50pct::SH600598::000001,cross_split,train,train;validation,2021-07-16,2025-04-10,1103,2006,False,True,True,False,pass,
SH600600,up50pct,up50pct::SH600600::000000,cross_split,train,train;validation,2018-01-11,2023-04-10,251,1522,False,True,True,False,pass,
SH600601,up50pct,up50pct::SH600601::000000,robustness,robustness,robustness,2025-08-26,2026-05-12,2096,2263,False,False,False,False,pass,
SH600604,up50pct,up50pct::SH600604::000000,train,train,train,2018-01-16,2019-03-13,254,532,False,False,False,False,pass,
SH600606,up50pct,up50pct::SH600606::000000,train,train,train,2018-05-23,2020-07-10,336,855,False,False,False,False,pass,
SH600606,up50pct,up50pct::SH600606::000001,robustness,robustness,robustness,2024-03-28,2024-11-08,1752,1900,False,False,False,False,pass,
SH600612,up50pct,up50pct::SH600612::000000,cross_split,train;validation,robustness;train;validation,2018-01-30,2024-04-08,264,1762,True,True,True,True,pass,
SH600621,up50pct,up50pct::SH600621::000000,train,train,train,2018-01-11,2020-07-14,245,851,False,False,False,False,pass,
SH600623,up50pct,up50pct::SH600623::000000,train,train,train,2018-01-29,2021-09-16,263,1147,False,False,False,False,pass,
SH600633,up50pct,up50pct::SH600633::000000,train,train,train,2018-05-11,2023-06-16,289,1529,False,False,False,False,pass,
SH600635,up50pct,up50pct::SH600635::000000,train,train,train,2018-01-12,2025-11-27,251,2160,False,False,False,False,pass,
SH600637,up50pct,up50pct::SH600637::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-13,244,2185,True,True,True,True,pass,
SH600640,up50pct,up50pct::SH600640::000000,train,train,train,2019-05-06,2019-12-16,566,719,False,False,False,False,pass,
SH600641,up50pct,up50pct::SH600641::000000,train,train,train,2019-12-30,2021-11-12,650,1102,False,False,False,False,pass,
SH600642,up50pct,up50pct::SH600642::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-05-29,251,2280,True,True,True,True,pass,
SH600643,up50pct,up50pct::SH600643::000000,train,train,train,2019-02-11,2019-02-26,435,446,False,False,False,False,pass,
SH600648,up50pct,up50pct::SH600648::000000,train,train,train,2019-02-28,2019-04-08,513,539,False,False,False,False,pass,
SH600649,up50pct,up50pct::SH600649::000000,train,train,train,2019-02-11,2019-03-11,452,472,False,False,False,False,pass,
SH600657,up50pct,up50pct::SH600657::000000,train,train,train,2019-03-19,2022-04-01,413,1152,False,False,False,False,pass,
SH600660,up50pct,up50pct::SH600660::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-09-17,251,2116,True,True,True,True,pass,
SH600663,up50pct,up50pct::SH600663::000000,train,train,train,2019-02-21,2021-07-16,518,1103,False,False,False,False,pass,
SH600667,up50pct,up50pct::SH600667::000000,train,train,train,2018-01-11,2020-02-25,251,763,False,False,False,False,pass,
SH600667,up50pct,up50pct::SH600667::000001,train,train,train,2020-11-06,2026-05-27,934,2278,False,False,False,False,pass,
SH600673,up50pct,up50pct::SH600673::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-03-13,2026-03-09,64,1976,True,True,True,True,pass,
SH600674,up50pct,up50pct::SH600674::000000,cross_split,train;validation,robustness;train;validation,2020-07-10,2024-10-08,855,1882,True,True,True,True,pass,
SH600682,up50pct,up50pct::SH600682::000000,train,train,train,2019-02-11,2020-07-31,363,720,False,False,False,False,pass,
SH600685,up50pct,up50pct::SH600685::000000,train,train,train,2018-05-11,2020-07-24,214,741,False,False,False,False,pass,
SH600685,up50pct,up50pct::SH600685::000001,cross_split,robustness;train;validation,robustness;train;validation,2020-11-18,2026-02-27,818,2095,True,True,True,True,pass,
SH600688,up50pct,up50pct::SH600688::000000,train,train,train,2020-05-29,2021-09-15,827,1146,False,False,False,False,pass,
SH600688,up50pct,up50pct::SH600688::000001,robustness,robustness,robustness,2024-03-28,2026-03-04,1757,2222,False,False,False,False,pass,
SH600690,up50pct,up50pct::SH600690::000000,cross_split,robustness;validation,robustness;validation,2022-07-21,2024-10-08,1346,1880,True,True,False,True,pass,
SH600699,up50pct,up50pct::SH600699::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-09-19,248,2115,True,True,True,True,pass,
SH600702,up50pct,up50pct::SH600702::000000,train,train,train,2020-11-25,2021-07-22,936,1095,False,False,False,False,pass,
SH600702,up50pct,up50pct::SH600702::000001,train,train,train,2021-09-17,2021-12-10,1136,1189,False,False,False,False,pass,
SH600702,up50pct,up50pct::SH600702::000002,validation,validation,validation,2022-11-16,2023-02-16,1414,1474,False,False,False,False,pass,
SH600703,up50pct,up50pct::SH600703::000000,train,train,train,2018-01-11,2021-08-04,251,1116,False,False,False,False,pass,
SH600703,up50pct,up50pct::SH600703::000001,robustness,robustness,robustness,2024-03-26,2026-03-13,1755,2229,False,False,False,False,pass,
SH600704,up50pct,up50pct::SH600704::000000,train,train,train,2018-01-11,2021-06-24,251,1087,False,False,False,False,pass,
SH600704,up50pct,up50pct::SH600704::000001,cross_split,validation,robustness;validation,2023-01-04,2025-08-27,1460,2101,False,True,False,True,pass,
SH600707,up50pct,up50pct::SH600707::000000,train,train,train,2018-01-30,2021-04-07,264,1034,False,False,False,False,pass,
SH600707,up50pct,up50pct::SH600707::000001,cross_split,robustness;train,robustness;train,2021-08-03,2026-05-27,1114,2277,True,True,False,False,pass,
SH600711,up50pct,up50pct::SH600711::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-07-15,2026-01-29,1051,2151,True,True,True,True,pass,
SH600718,up50pct,up50pct::SH600718::000000,train,train,train,2019-02-11,2019-03-08,510,529,False,False,False,False,pass,
SH600729,up50pct,up50pct::SH600729::000000,train,train,train,2019-02-11,2023-05-05,489,1506,False,False,False,False,pass,
SH600733,up50pct,up50pct::SH600733::000000,train,train,train,2019-07-03,2021-04-21,183,621,False,False,False,False,pass,
SH600733,up50pct,up50pct::SH600733::000001,cross_split,robustness;validation,robustness;validation,2022-11-16,2024-07-16,1002,1405,True,True,False,True,pass,
SH600737,up50pct,up50pct::SH600737::000000,train,train,train,2018-01-11,2025-08-18,251,2094,False,False,False,False,pass,
SH600739,up50pct,up50pct::SH600739::000000,train,train,train,2018-01-11,2020-08-04,244,865,False,False,False,False,pass,
SH600740,up50pct,up50pct::SH600740::000000,train,train,train,2018-05-11,2021-09-08,316,1129,False,False,False,False,pass,
SH600741,up50pct,up50pct::SH600741::000000,train,train,train,2018-01-17,2020-11-05,255,933,False,False,False,False,pass,
SH600745,up50pct,up50pct::SH600745::000000,robustness,robustness,robustness,2025-03-26,2025-09-25,1813,1939,False,False,False,False,pass,
SH600748,up50pct,up50pct::SH600748::000000,train,train,train,2019-03-06,2019-04-24,527,561,False,False,False,False,pass,
SH600754,up50pct,up50pct::SH600754::000000,cross_split,train,train;validation,2018-01-11,2023-04-06,251,1520,False,True,True,False,pass,
SH600760,up50pct,up50pct::SH600760::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-10-10,239,2115,True,True,True,True,pass,
SH600763,up50pct,up50pct::SH600763::000000,train,train,train,2018-05-11,2021-06-25,328,1088,False,False,False,False,pass,
SH600764,up50pct,up50pct::SH600764::000000,train,train,train,2019-12-27,2020-09-02,597,762,False,False,False,False,pass,
SH600765,up50pct,up50pct::SH600765::000000,train,train,train,2021-01-04,2021-11-30,964,1183,False,False,False,False,pass,
SH600771,up50pct,up50pct::SH600771::000000,train,train,train,2018-01-11,2021-07-19,251,1104,False,False,False,False,pass,
SH600776,up50pct,up50pct::SH600776::000000,train,train,train,2019-02-11,2019-02-26,510,521,False,False,False,False,pass,
SH600776,up50pct,up50pct::SH600776::000001,train,train,train,2020-02-03,2026-01-14,747,2193,False,False,False,False,pass,
SH600777,up50pct,up50pct::SH600777::000000,cross_split,robustness;train,robustness;train,2018-01-11,2026-04-23,246,2160,True,True,False,False,pass,
SH600779,up50pct,up50pct::SH600779::000000,train,train,train,2018-01-11,2021-07-05,251,1092,False,False,False,False,pass,
SH600779,up50pct,up50pct::SH600779::000001,train,train,train,2021-08-05,2021-10-13,1115,1157,False,False,False,False,pass,
SH600782,up50pct,up50pct::SH600782::000000,train,train,train,2018-01-11,2021-09-09,251,1142,False,False,False,False,pass,
SH600783,up50pct,up50pct::SH600783::000000,train,train,train,2019-02-14,2026-01-12,513,2191,False,False,False,False,pass,
SH600795,up50pct,up50pct::SH600795::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-12-19,187,2113,True,True,True,True,pass,
SH600801,up50pct,up50pct::SH600801::000000,train,train,train,2018-01-11,2018-08-08,251,390,False,False,False,False,pass,
SH600801,up50pct,up50pct::SH600801::000001,cross_split,robustness;train;validation,robustness;train;validation,2019-02-11,2026-01-23,510,2198,True,True,True,True,pass,
SH600803,up50pct,up50pct::SH600803::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-07-02,2026-03-04,1062,2180,True,True,True,True,pass,
SH600808,up50pct,up50pct::SH600808::000000,train,train,train,2018-01-11,2021-09-09,251,1142,False,False,False,False,pass,
SH600809,up50pct,up50pct::SH600809::000000,train,train,train,2018-01-11,2021-07-15,250,1091,False,False,False,False,pass,
SH600812,up50pct,up50pct::SH600812::000000,train,train,train,2019-09-06,2020-08-06,654,865,False,False,False,False,pass,
SH600816,up50pct,up50pct::SH600816::000000,train,train,train,2019-02-11,2019-03-07,510,528,False,False,False,False,pass,
SH600816,up50pct,up50pct::SH600816::000001,train,train,train,2019-12-11,2021-08-27,714,1078,False,False,False,False,pass,
SH600816,up50pct,up50pct::SH600816::000002,robustness,robustness,robustness,2024-03-05,2024-11-12,1684,1851,False,False,False,False,pass,
SH600820,up50pct,up50pct::SH600820::000000,train,train,train,2018-05-11,2025-07-23,328,2076,False,False,False,False,pass,
SH600827,up50pct,up50pct::SH600827::000000,train,train,train,2018-01-11,2020-07-08,251,853,False,False,False,False,pass,
SH600827,up50pct,up50pct::SH600827::000001,train,train,train,2020-08-26,2021-06-03,888,1073,False,False,False,False,pass,
SH600835,up50pct,up50pct::SH600835::000000,train,train,train,2018-01-11,2025-08-20,251,2096,False,False,False,False,pass,
SH600839,up50pct,up50pct::SH600839::000000,train,train,train,2018-01-11,2023-10-17,251,1647,False,False,False,False,pass,
SH600839,up50pct,up50pct::SH600839::000001,cross_split,robustness;validation,robustness;validation,2023-11-15,2024-11-01,1668,1900,True,True,False,True,pass,
SH600845,up50pct,up50pct::SH600845::000000,validation,validation,validation,2022-11-16,2023-06-20,1424,1568,False,False,False,False,pass,
SH600848,up50pct,up50pct::SH600848::000000,train,train,train,2018-01-11,2019-04-23,251,483,False,False,False,False,pass,
SH600848,up50pct,up50pct::SH600848::000001,robustness,robustness,robustness,2024-03-28,2025-11-14,1680,2075,False,False,False,False,pass,
SH600859,up50pct,up50pct::SH600859::000000,train,train,train,2018-01-11,2020-07-09,143,746,False,False,False,False,pass,
SH600862,up50pct,up50pct::SH600862::000000,train,train,train,2019-04-08,2021-01-13,549,981,False,False,False,False,pass,
SH600862,up50pct,up50pct::SH600862::000001,train,train,train,2021-04-30,2021-08-05,1052,1117,False,False,False,False,pass,
SH600862,up50pct,up50pct::SH600862::000002,robustness,robustness,robustness,2024-03-04,2024-11-06,1739,1903,False,False,False,False,pass,
SH600863,up50pct,up50pct::SH600863::000000,train,train,train,2019-09-05,2021-09-24,653,1151,False,False,False,False,pass,
SH600863,up50pct,up50pct::SH600863::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-10-27,2026-05-28,1169,2271,True,True,True,True,pass,
SH600867,up50pct,up50pct::SH600867::000000,train,train,train,2019-02-11,2019-03-25,498,528,False,False,False,False,pass,
SH600867,up50pct,up50pct::SH600867::000001,train,train,train,2019-12-11,2020-07-15,704,846,False,False,False,False,pass,
SH600869,up50pct,up50pct::SH600869::000000,train,train,train,2019-02-11,2021-11-30,497,1180,False,False,False,False,pass,
SH600871,up50pct,up50pct::SH600871::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-05,222,2192,True,True,True,True,pass,
SH600872,up50pct,up50pct::SH600872::000000,train,train,train,2018-01-11,2020-08-21,251,885,False,False,False,False,pass,
SH600873,up50pct,up50pct::SH600873::000000,train,train,train,2018-01-11,2022-05-12,251,1299,False,False,False,False,pass,
SH600873,up50pct,up50pct::SH600873::000001,cross_split,validation,robustness;validation,2022-11-16,2026-03-16,1426,2230,False,True,False,True,pass,
SH600875,up50pct,up50pct::SH600875::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-02-09,2026-02-26,940,2158,True,True,True,True,pass,
SH600879,up50pct,up50pct::SH600879::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-12-18,251,2176,True,True,True,True,pass,
SH600882,up50pct,up50pct::SH600882::000000,train,train,train,2020-12-31,2021-05-25,968,1061,False,False,False,False,pass,
SH600884,up50pct,up50pct::SH600884::000000,train,train,train,2018-01-11,2021-10-28,251,1170,False,False,False,False,pass,
SH600884,up50pct,up50pct::SH600884::000001,robustness,robustness,robustness,2024-03-04,2026-05-06,1739,2263,False,False,False,False,pass,
SH600885,up50pct,up50pct::SH600885::000000,cross_split,robustness;validation,robustness;validation,2022-11-16,2026-05-27,1426,2278,True,True,False,True,pass,
SH600886,up50pct,up50pct::SH600886::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2024-07-04,251,1821,True,True,True,True,pass,
SH600893,up50pct,up50pct::SH600893::000000,train,train,train,2018-01-11,2021-01-13,251,970,False,False,False,False,pass,
SH600893,up50pct,up50pct::SH600893::000001,train,train,train,2021-04-30,2021-08-10,1041,1109,False,False,False,False,pass,
SH600893,up50pct,up50pct::SH600893::000002,cross_split,robustness;validation,robustness;validation,2022-12-16,2026-03-10,1437,2215,True,True,False,True,pass,
SH600895,up50pct,up50pct::SH600895::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-09-25,251,2122,True,True,True,True,pass,
SH600900,up50pct,up50pct::SH600900::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2024-10-08,251,1871,True,True,True,True,pass,
SH600901,up50pct,up50pct::SH600901::000000,robustness,robustness,robustness,2024-09-27,2026-04-23,1599,1976,False,False,False,False,pass,
SH600917,up50pct,up50pct::SH600917::000000,train,train,train,2018-01-31,2021-04-07,265,1030,False,False,False,False,pass,
SH600919,up50pct,up50pct::SH600919::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-06-11,2025-06-26,1073,2051,True,True,True,True,pass,
SH600926,up50pct,up50pct::SH600926::000000,cross_split,robustness;validation,robustness;validation,2023-11-15,2026-03-16,1668,2230,True,True,False,True,pass,
SH600938,up50pct,up50pct::SH600938::000000,cross_split,robustness;validation,robustness;validation,2022-07-21,2026-03-04,61,935,True,True,False,True,pass,
SH600956,up50pct,up50pct::SH600956::000000,train,train,train,2020-10-13,2021-03-31,70,185,False,False,False,False,pass,
SH600956,up50pct,up50pct::SH600956::000001,train,train,train,2021-04-30,2021-10-08,206,310,False,False,False,False,pass,
SH600956,up50pct,up50pct::SH600956::000002,robustness,robustness,robustness,2024-10-21,2026-03-18,1045,1386,False,False,False,False,pass,
SH600958,up50pct,up50pct::SH600958::000000,train,train,train,2018-01-11,2021-09-10,245,1137,False,False,False,False,pass,
SH600958,up50pct,up50pct::SH600958::000001,cross_split,robustness;validation,robustness;validation,2022-07-26,2025-08-18,1339,2082,True,True,False,True,pass,
SH600959,up50pct,up50pct::SH600959::000000,train,train,train,2019-02-11,2019-03-22,408,437,False,False,False,False,pass,
SH600967,up50pct,up50pct::SH600967::000000,cross_split,train,robustness;train,2018-01-11,2025-06-30,251,2059,False,True,False,False,pass,
SH600967,up50pct,up50pct::SH600967::000001,robustness,robustness,robustness,2025-07-01,2025-08-14,2060,2092,False,False,False,False,pass,
SH600968,up50pct,up50pct::SH600968::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-20,2026-03-04,61,1620,True,True,True,True,pass,
SH600977,up50pct,up50pct::SH600977::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2025-09-16,251,2115,True,True,True,True,pass,
SH600984,up50pct,up50pct::SH600984::000000,train,train,train,2020-05-13,2020-08-07,805,865,False,False,False,False,pass,
SH600985,up50pct,up50pct::SH600985::000000,cross_split,train;validation,robustness;train;validation,2020-03-13,2024-10-08,675,1781,True,True,True,True,pass,
SH600988,up50pct,up50pct::SH600988::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-05-20,2026-01-29,812,2196,True,True,True,True,pass,
SH600989,up50pct,up50pct::SH600989::000000,cross_split,robustness;train;validation,robustness;train;validation,2019-09-05,2026-03-09,79,1651,True,True,True,True,pass,
SH600995,up50pct,up50pct::SH600995::000000,cross_split,robustness;validation,robustness;validation,2023-07-26,2026-03-12,1583,2217,True,True,False,True,pass,
SH600998,up50pct,up50pct::SH600998::000000,train,train,train,2019-07-02,2020-08-03,606,871,False,False,False,False,pass,
SH600999,up50pct,up50pct::SH600999::000000,train,train,train,2018-01-11,2021-01-13,251,975,False,False,False,False,pass,
SH600999,up50pct,up50pct::SH600999::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-08-09,2024-10-09,1113,1877,True,True,True,True,pass,
SH601000,up50pct,up50pct::SH601000::000000,train,train,train,2018-01-11,2024-02-07,249,1725,False,False,False,False,pass,
SH601001,up50pct,up50pct::SH601001::000000,cross_split,validation,robustness;validation,2022-07-07,2026-04-29,1317,2240,False,True,False,True,pass,
SH601003,up50pct,up50pct::SH601003::000000,train,train,train,2018-01-22,2018-07-30,192,317,False,False,False,False,pass,
SH601003,up50pct,up50pct::SH601003::000001,train,train,train,2019-02-11,2025-07-24,444,2011,False,False,False,False,pass,
SH601005,up50pct,up50pct::SH601005::000000,train,train,train,2018-01-25,2021-09-09,61,941,False,False,False,False,pass,
SH601009,up50pct,up50pct::SH601009::000000,cross_split,robustness;validation,robustness;validation,2023-07-26,2025-12-03,1592,2163,True,True,False,True,pass,
SH601012,up50pct,up50pct::SH601012::000000,robustness,robustness,robustness,2024-09-27,2025-11-10,1874,2142,False,False,False,False,pass,
SH601018,up50pct,up50pct::SH601018::000000,train,train,train,2019-02-22,2019-04-17,519,556,False,False,False,False,pass,
SH601018,up50pct,up50pct::SH601018::000001,cross_split,train,robustness;train;validation,2020-02-03,2026-03-09,747,2225,False,True,True,True,pass,
SH601019,up50pct,up50pct::SH601019::000000,train,train,train,2018-03-13,2023-05-05,73,1322,False,False,False,False,pass,
SH601021,up50pct,up50pct::SH601021::000000,train,train,train,2018-01-11,2021-05-28,251,1069,False,False,False,False,pass,
SH601058,up50pct,up50pct::SH601058::000000,cross_split,robustness;train;validation,robustness;train;validation,2021-01-13,2025-12-11,977,2167,True,True,True,True,pass,
SH601059,up50pct,up50pct::SH601059::000000,validation,validation,validation,2023-07-26,2023-08-17,119,135,False,False,False,False,pass,
SH601059,up50pct,up50pct::SH601059::000001,robustness,robustness,robustness,2024-04-11,2025-08-25,290,624,False,False,False,False,pass,
SH601061,up50pct,up50pct::SH601061::000000,cross_split,robustness;validation,robustness;validation,2023-07-26,2025-11-12,72,628,True,True,False,True,pass,
SH601066,up50pct,up50pct::SH601066::000000,train,train,train,2019-02-11,2020-08-10,155,521,False,False,False,False,pass,
SH601066,up50pct,up50pct::SH601066::000001,robustness,robustness,robustness,2024-03-25,2024-11-08,1399,1550,False,False,False,False,pass,
SH601068,up50pct,up50pct::SH601068::000000,train,train,train,2019-02-11,2019-06-13,103,186,False,False,False,False,pass,
SH601068,up50pct,up50pct::SH601068::000001,cross_split,train,,2020-01-21,2021-12-20,337,800,False,False,False,False,pass,
SH601077,up50pct,up50pct::SH601077::000000,cross_split,robustness;train;validation,robustness;train;validation,2020-02-03,2026-04-14,62,1565,True,True,True,True,pass,
SH601088,up50pct,up50pct::SH601088::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-03-23,187,2161,True,True,True,True,pass,
SH601098,up50pct,up50pct::SH601098::000000,train,train,train,2018-01-11,2024-10-08,251,1882,False,False,False,False,pass,
SH601099,up50pct,up50pct::SH601099::000000,cross_split,train,robustness;train;validation,2018-01-11,2024-11-08,241,1895,False,True,True,True,pass,
SH601100,up50pct,up50pct::SH601100::000000,train,train,train,2018-01-11,2021-01-08,251,978,False,False,False,False,pass,
SH601100,up50pct,up50pct::SH601100::000001,cross_split,robustness;train;validation,robustness;train;validation,2021-04-30,2026-01-23,1052,2200,True,True,True,True,pass,
SH601106,up50pct,up50pct::SH601106::000000,train,train,train,2018-05-11,2026-01-14,326,2191,False,False,False,False,pass,
SH601107,up50pct,up50pct::SH601107::000000,cross_split,train,,2019-03-27,2024-04-12,531,1755,False,False,False,False,pass,
SH601111,up50pct,up50pct::SH601111::000000,train,train,train,2019-02-11,2019-04-04,510,548,False,False,False,False,pass,
SH601111,up50pct,up50pct::SH601111::000001,cross_split,train,train;validation,2019-10-22,2022-12-14,680,1445,False,True,True,False,pass,
SH601117,up50pct,up50pct::SH601117::000000,train,train,train,2018-01-11,2021-09-10,251,1143,False,False,False,False,pass,
SH601117,up50pct,up50pct::SH601117::000001,cross_split,robustness;validation,robustness;validation,2023-11-15,2026-03-13,1668,2229,True,True,False,True,pass,
SH601118,up50pct,up50pct::SH601118::000000,train,train,train,2018-05-11,2026-03-12,323,2110,False,False,False,False,pass,
SH601127,up50pct,up50pct::SH601127::000000,validation,validation,validation,2022-01-05,2022-06-28,1203,1316,False,False,False,False,pass,
SH601127,up50pct,up50pct::SH601127::000001,cross_split,robustness;validation,robustness;validation,2022-06-29,2025-09-30,1317,2110,True,True,False,True,pass,
SH601136,up50pct,up50pct::SH601136::000000,validation,validation,validation,2023-03-27,2023-08-16,61,157,False,False,False,False,pass,
SH601136,up50pct,up50pct::SH601136::000001,robustness,robustness,robustness,2024-04-11,2024-11-13,313,456,False,False,False,False,pass,
SH601138,up50pct,up50pct::SH601138::000000,robustness,robustness,robustness,2024-03-04,2025-10-30,1391,1793,False,False,False,False,pass,
SH601139,up50pct,up50pct::SH601139::000000,train,train,train,2019-02-21,2021-09-06,518,1139,False,False,False,False,pass,
SH601155,up50pct,up50pct::SH601155::000000,train,train,train,2018-01-11,2021-02-26,249,1006,False,False,False,False,pass,
SH601155,up50pct,up50pct::SH601155::000001,robustness,robustness,robustness,2024-05-21,2026-01-29,1788,2202,False,False,False,False,pass,
SH601162,up50pct,up50pct::SH601162::000000,train,train,train,2019-02-11,2019-03-07,74,92,False,False,False,False,pass,
SH601162,up50pct,up50pct::SH601162::000001,train,train,train,2019-10-22,2020-07-10,244,413,False,False,False,False,pass,
SH601162,up50pct,up50pct::SH601162::000002,cross_split,robustness;train;validation,robustness;train;validation,2021-08-03,2024-11-01,673,1458,True,True,True,True,pass,
SH601162,up50pct,up50pct::SH601162::000003,robustness,robustness,robustness,2025-05-14,2025-08-26,1585,1658,False,False,False,False,pass,
SH601166,up50pct,up50pct::SH601166::000000,cross_split,robustness;validation,robustness;validation,2023-01-05,2025-07-10,1461,2067,True,True,False,True,pass,
SH601168,up50pct,up50pct::SH601168::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2026-01-28,182,2134,True,True,True,True,pass,
SH601169,up50pct,up50pct::SH601169::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-07-10,243,2059,True,True,True,True,pass,
SH601179,up50pct,up50pct::SH601179::000000,train,train,train,2019-02-11,2020-04-16,510,799,False,False,False,False,pass,
SH601179,up50pct,up50pct::SH601179::000001,cross_split,robustness;train;validation,robustness;train;validation,2020-05-07,2026-01-20,811,2197,True,True,True,True,pass,
SH601186,up50pct,up50pct::SH601186::000000,cross_split,train;validation,train;validation,2018-05-16,2023-05-08,331,1539,True,True,True,False,pass,
SH601198,up50pct,up50pct::SH601198::000000,train,train,train,2019-02-11,2019-04-22,510,559,False,False,False,False,pass,
SH601198,up50pct,up50pct::SH601198::000001,cross_split,robustness;train;validation,robustness;train;validation,2019-10-22,2025-12-22,680,2158,True,True,True,True,pass,
SH601211,up50pct,up50pct::SH601211::000000,cross_split,robustness;validation,robustness;validation,2022-06-29,2026-01-06,1332,2168,True,True,False,True,pass,
SH601212,up50pct,up50pct::SH601212::000000,cross_split,robustness;train,robustness;train,2018-01-11,2026-01-26,187,2132,True,True,False,False,pass,
SH601216,up50pct,up50pct::SH601216::000000,train,train,train,2018-05-11,2020-08-10,247,795,False,False,False,False,pass,
SH601216,up50pct,up50pct::SH601216::000001,cross_split,robustness;train;validation,robustness;train;validation,2020-11-17,2024-12-18,860,1852,True,True,True,True,pass,
SH601225,up50pct,up50pct::SH601225::000000,cross_split,train;validation,robustness;train;validation,2018-01-11,2024-10-08,251,1882,True,True,True,True,pass,
SH601225,up50pct,up50pct::SH601225::000001,robustness,robustness,robustness,2025-02-21,2026-03-23,1973,2235,False,False,False,False,pass,
SH601229,up50pct,up50pct::SH601229::000000,cross_split,robustness;validation,robustness;validation,2022-11-18,2025-07-07,1428,2064,True,True,False,True,pass,
SH601231,up50pct,up50pct::SH601231::000000,robustness,robustness,robustness,2024-03-04,2026-02-09,1731,2203,False,False,False,False,pass,
SH601233,up50pct,up50pct::SH601233::000000,train,train,train,2018-05-22,2021-02-18,335,1002,False,False,False,False,pass,
SH601233,up50pct,up50pct::SH601233::000001,cross_split,robustness;validation,robustness;validation,2022-06-29,2026-03-02,1332,2220,True,True,False,True,pass,
SH601236,up50pct,up50pct::SH601236::000000,train,train,train,2019-10-11,2020-03-05,64,161,False,False,False,False,pass,
SH601236,up50pct,up50pct::SH601236::000001,robustness,robustness,robustness,2024-04-11,2025-08-25,1150,1484,False,False,False,False,pass,
SH601288,up50pct,up50pct::SH601288::000000,cross_split,robustness;train;validation,robustness;train;validation,2018-01-11,2025-11-14,251,2152,True,True,True,True,pass,
