signal_date,horizon,active_overlap_share,effective_independent_event_count
2024-04-30,H5,0.5333333333333333,4672
2024-05-10,H5,0.0,4718
2024-05-17,H5,0.41304347826086957,4745
2024-05-24,H5,0.5333333333333333,4766
2024-05-31,H5,0.5111111111111111,4788
2024-06-07,H5,0.6222222222222222,4805
2024-06-14,H5,0.5555555555555556,4825
2024-06-21,H5,0.7272727272727273,4837
2024-06-28,H5,0.7209302325581395,4849
2024-07-05,H5,0.6428571428571429,4864
2024-07-12,H5,0.4418604651162791,4888
2024-07-19,H5,0.46511627906976744,4911
2024-07-26,H5,0.47619047619047616,4933
2024-08-02,H5,0.6341463414634146,4948
2024-08-09,H5,0.4146341463414634,4972
2024-08-16,H5,0.35,4998
2024-08-23,H5,0.5897435897435898,5014
2024-08-30,H5,0.325,5041
2024-09-06,H5,0.34210526315789475,5066
2024-09-13,H5,0.5277777777777778,5083
2024-09-20,H5,0.6216216216216216,5097
2024-09-27,H5,0.13953488372093023,5134
2024-09-30,H5,0.8085106382978723,5143
2024-10-11,H5,0.0,5187
2024-10-18,H5,0.6818181818181818,5201
2024-10-25,H5,0.3695652173913043,5230
2024-11-01,H5,0.425531914893617,5257
2024-11-08,H5,0.38,5288
2024-11-15,H5,0.2127659574468085,5325
2024-11-22,H5,0.6,5343
2024-11-29,H5,0.5333333333333333,5364
2024-12-06,H5,0.425531914893617,5391
2024-12-13,H5,0.45652173913043476,5416
2024-12-20,H5,0.4444444444444444,5441
2024-12-27,H5,0.5652173913043478,5461
2025-01-03,H5,0.45454545454545453,5485
2025-01-10,H5,0.5227272727272727,5506
2025-01-17,H5,0.5555555555555556,5526
2025-01-24,H5,0.5555555555555556,5546
2025-01-27,H5,0.5777777777777777,5565
2025-02-07,H5,0.0,5610
2025-02-14,H5,0.4444444444444444,5635
2025-02-21,H5,0.4782608695652174,5659
2025-02-28,H5,0.3111111111111111,5690
2025-03-07,H5,0.4222222222222222,5716
2025-03-14,H5,0.43478260869565216,5742
2025-03-21,H5,0.44680851063829785,5768
2025-03-28,H5,0.5652173913043478,5788
2025-04-03,H5,0.5217391304347826,5810
2025-04-11,H5,0.6363636363636364,5826
2025-04-18,H5,0.6136363636363636,5843
2025-04-25,H5,0.5681818181818182,5862
2025-04-30,H5,0.6363636363636364,5878
2025-05-09,H5,0.5555555555555556,5898
2025-05-16,H5,0.5,5920
2025-05-23,H5,0.6,5938
2025-05-30,H5,0.5909090909090909,5956
2025-06-06,H5,0.4888888888888889,5979
2025-06-13,H5,0.5434782608695652,6000
2025-06-20,H5,0.5111111111111111,6022
2025-06-27,H5,0.4222222222222222,6048
2025-07-04,H5,0.5777777777777777,6067
2025-07-11,H5,0.5217391304347826,6089
2025-07-18,H5,0.45652173913043476,6114
2025-07-25,H5,0.4375,6141
2025-08-01,H5,0.3829787234042553,6170
2025-08-08,H5,0.4583333333333333,6196
2025-08-15,H5,0.2653061224489796,6232
2025-08-22,H5,0.5490196078431373,6255
2025-08-29,H5,0.4423076923076923,6284
2025-09-05,H5,0.23529411764705882,6323
2025-09-12,H5,0.40384615384615385,6354
2025-09-19,H5,0.42592592592592593,6385
2025-09-26,H5,0.41509433962264153,6416
2025-09-30,H5,0.5740740740740741,6439
2025-10-10,H5,0.0,6493
2025-10-17,H5,0.5384615384615384,6517
2025-10-24,H5,0.2962962962962963,6555
2025-10-31,H5,0.32727272727272727,6592
2025-11-07,H5,0.5818181818181818,6615
2025-11-14,H5,0.6111111111111112,6636
2025-11-21,H5,0.5384615384615384,6660
2025-11-28,H5,0.32075471698113206,6696
2025-12-05,H5,0.5094339622641509,6722
2025-12-12,H5,0.6037735849056604,6743
2025-12-19,H5,0.3888888888888889,6776
2025-12-26,H5,0.34545454545454546,6812
2025-12-31,H5,0.4909090909090909,6840
2020-02-21,H10,0.0,36
2020-03-06,H10,0.19444444444444445,65
2020-05-08,H10,0.0,101
2020-05-15,H10,0.4444444444444444,121
2020-06-12,H10,0.0,156
2020-06-19,H10,0.2972972972972973,182
2020-06-24,H10,0.5833333333333334,197
2020-07-03,H10,0.4358974358974359,219
2020-07-10,H10,0.4318181818181818,244
2020-07-17,H10,0.3953488372093023,270
2020-07-24,H10,0.7380952380952381,281
2020-07-31,H10,0.45454545454545453,305
2020-08-07,H10,0.6086956521739131,323
2020-08-14,H10,0.6666666666666666,338
2020-08-21,H10,0.7391304347826086,350
2020-08-28,H10,0.6521739130434783,366
2020-09-04,H10,0.6136363636363636,383
2020-09-11,H10,0.8604651162790697,389
2020-09-18,H10,0.75,400
2020-09-25,H10,0.6046511627906976,417
2020-09-30,H10,0.6585365853658537,431
2020-10-09,H10,0.7441860465116279,442
2020-10-16,H10,0.5581395348837209,461
2020-10-23,H10,0.7804878048780488,470
2020-10-30,H10,0.5714285714285714,488
2020-11-06,H10,0.6363636363636364,504
2020-11-13,H10,0.8409090909090909,511
2020-11-20,H10,0.6666666666666666,526
2020-11-27,H10,0.7954545454545454,535
2020-12-04,H10,0.4666666666666667,559
2020-12-11,H10,0.627906976744186,575
2020-12-18,H10,0.5555555555555556,595
2020-12-25,H10,0.5909090909090909,613
2020-12-31,H10,0.4888888888888889,636
2021-01-08,H10,0.5531914893617021,657
2021-01-15,H10,0.4791666666666667,682
2021-01-22,H10,0.6458333333333334,699
2021-01-29,H10,0.5869565217391305,718
2021-02-05,H10,0.6739130434782609,733
2021-02-10,H10,0.76,745
2021-02-19,H10,0.5714285714285714,766
2021-02-26,H10,0.5434782608695652,787
2021-03-05,H10,0.8478260869565217,794
2021-03-12,H10,0.6444444444444445,810
2021-03-19,H10,0.6818181818181818,824
2021-03-26,H10,0.6956521739130435,838
2021-04-02,H10,0.5319148936170213,860
2021-04-09,H10,0.6739130434782609,875
2021-04-16,H10,0.6521739130434783,891
2021-04-23,H10,0.425531914893617,918
2021-04-30,H10,0.5652173913043478,938
2021-05-07,H10,0.6382978723404256,955
2021-05-14,H10,0.43478260869565216,981
2021-05-21,H10,0.7083333333333334,995
2021-05-28,H10,0.6041666666666666,1014
2021-06-04,H10,0.6122448979591837,1033
2021-06-11,H10,0.6041666666666666,1052
2021-06-18,H10,0.782608695652174,1062
2021-06-25,H10,0.723404255319149,1075
2021-07-02,H10,0.6808510638297872,1090
2021-07-09,H10,0.7659574468085106,1101
2021-07-16,H10,0.6530612244897959,1118
2021-07-23,H10,0.8163265306122449,1127
2021-07-30,H10,0.8297872340425532,1135
2021-08-06,H10,0.7708333333333334,1146
2021-08-13,H10,0.66,1163
2021-08-20,H10,0.7916666666666666,1173
2021-08-27,H10,0.82,1182
2021-09-03,H10,0.5490196078431373,1205
2021-09-10,H10,0.6851851851851852,1222
2021-09-17,H10,0.7547169811320755,1235
2021-09-24,H10,0.6538461538461539,1253
2021-09-30,H10,0.84,1261
2021-10-08,H10,0.8,1271
2021-10-15,H10,0.4897959183673469,1296
2021-10-22,H10,0.72,1310
2021-10-29,H10,0.64,1328
2021-11-05,H10,0.6938775510204082,1343
2021-11-12,H10,0.56,1365
2021-11-19,H10,0.6346153846153846,1384
2021-11-26,H10,0.6153846153846154,1404
2021-12-03,H10,0.7115384615384616,1419
2021-12-10,H10,0.4444444444444444,1449
2021-12-17,H10,0.8461538461538461,1457
2021-12-24,H10,0.7450980392156863,1470
2021-12-31,H10,0.6481481481481481,1489
2022-01-07,H10,0.8431372549019608,1497
2022-01-14,H10,0.7,1512
2022-01-21,H10,0.72,1526
2022-01-28,H10,0.7659574468085106,1537
2022-02-11,H10,0.5714285714285714,1558
2022-02-18,H10,0.5918367346938775,1578
2022-02-25,H10,0.5714285714285714,1599
2022-03-04,H10,0.7142857142857143,1613
2022-03-11,H10,0.782608695652174,1623
2022-03-18,H10,0.7608695652173914,1634
2022-03-25,H10,0.7777777777777778,1644
2022-04-01,H10,0.6086956521739131,1662
2022-04-08,H10,0.8444444444444444,1669
2022-04-15,H10,0.7555555555555555,1680
2022-04-22,H10,0.7619047619047619,1690
2022-04-29,H10,0.5952380952380952,1707
2022-05-06,H10,0.7619047619047619,1717
2022-05-13,H10,0.5581395348837209,1736
2022-05-27,H10,0.4418604651162791,1760
2022-06-02,H10,0.37777777777777777,1788
2022-06-10,H10,0.6170212765957447,1806
2022-06-17,H10,0.7021276595744681,1820
2022-06-24,H10,0.574468085106383,1840
2022-07-01,H10,0.4166666666666667,1868
2022-07-08,H10,0.5714285714285714,1889
2022-07-15,H10,0.6595744680851063,1905
2022-07-22,H10,0.6382978723404256,1922
2022-07-29,H10,0.7872340425531915,1932
2022-08-05,H10,0.5,1955
2022-08-12,H10,0.7659574468085106,1966
2022-08-19,H10,0.75,1978
2022-08-26,H10,0.6875,1993
2022-09-02,H10,0.782608695652174,2003
2022-09-09,H10,0.8085106382978723,2012
2022-09-16,H10,0.7608695652173914,2023
2022-09-23,H10,0.7555555555555555,2034
2022-09-30,H10,0.8409090909090909,2041
2022-10-14,H10,0.5227272727272727,2062
2022-10-21,H10,0.5555555555555556,2082
2022-10-28,H10,0.813953488372093,2090
2022-11-04,H10,0.35555555555555557,2119
2022-11-11,H10,0.6666666666666666,2134
2022-11-18,H10,0.7555555555555555,2145
2022-11-25,H10,0.8222222222222222,2153
2022-12-02,H10,0.5434782608695652,2174
2022-12-09,H10,0.717391304347826,2187
2022-12-16,H10,0.8222222222222222,2195
2022-12-23,H10,0.8372093023255814,2202
2022-12-30,H10,0.7045454545454546,2215
2023-01-06,H10,0.4666666666666667,2239
2023-01-13,H10,0.4772727272727273,2262
2023-01-20,H10,0.5,2285
2023-02-03,H10,0.5869565217391305,2304
2023-02-10,H10,0.574468085106383,2324
2023-02-17,H10,0.7021276595744681,2338
2023-02-24,H10,0.6666666666666666,2354
2023-03-03,H10,0.8541666666666666,2361
2023-03-10,H10,0.782608695652174,2371
2023-03-17,H10,0.8478260869565217,2378
2023-03-24,H10,0.6808510638297872,2393
2023-03-31,H10,0.6595744680851063,2409
2023-04-07,H10,0.6666666666666666,2425
2023-04-14,H10,0.7446808510638298,2437
2023-04-21,H10,0.7872340425531915,2447
2023-04-28,H10,0.7021276595744681,2461
2023-05-05,H10,0.8043478260869565,2470
2023-05-12,H10,0.7608695652173914,2481
2023-05-19,H10,0.6739130434782609,2496
2023-05-26,H10,0.5869565217391305,2515
2023-06-02,H10,0.6444444444444445,2531
2023-06-09,H10,0.7555555555555555,2542
2023-06-16,H10,0.41304347826086957,2569
2023-06-21,H10,0.8,2578
2023-06-30,H10,0.6666666666666666,2593
2023-07-07,H10,0.7111111111111111,2606
2023-07-14,H10,0.6,2624
2023-07-21,H10,0.6666666666666666,2639
2023-07-28,H10,0.717391304347826,2652
2023-08-04,H10,0.5434782608695652,2673
2023-08-11,H10,0.6304347826086957,2690
2023-08-18,H10,0.7954545454545454,2699
2023-08-25,H10,0.6976744186046512,2712
2023-09-01,H10,0.6888888888888889,2726
2023-09-08,H10,0.6888888888888889,2740
2023-09-15,H10,0.8222222222222222,2748
2023-09-22,H10,0.6956521739130435,2762
2023-09-28,H10,0.7777777777777778,2772
2023-10-13,H10,0.5454545454545454,2792
2023-10-20,H10,0.6511627906976745,2807
2023-10-27,H10,0.627906976744186,2823
2023-11-03,H10,0.6511627906976745,2838
2023-11-10,H10,0.7272727272727273,2850
2023-11-17,H10,0.7272727272727273,2862
2023-11-24,H10,0.6046511627906976,2879
2023-12-01,H10,0.813953488372093,2887
2023-12-08,H10,0.7619047619047619,2897
2023-12-15,H10,0.7619047619047619,2907
2023-12-22,H10,0.6585365853658537,2921
2023-12-29,H10,0.6585365853658537,2935
2024-01-05,H10,0.7804878048780488,2944
2024-01-12,H10,0.65,2958
2024-01-19,H10,0.7692307692307693,2967
2024-01-26,H10,0.717948717948718,2978
2024-02-02,H10,0.8157894736842105,2985
2024-02-08,H10,0.46153846153846156,3006
2024-02-23,H10,0.38095238095238093,3032
2024-03-01,H10,0.4090909090909091,3058
2024-03-08,H10,0.6046511627906976,3075
2024-03-15,H10,0.5681818181818182,3094
2024-03-22,H10,0.7674418604651163,3104
2024-03-29,H10,0.627906976744186,3120
2024-04-03,H10,0.8181818181818182,3128
2024-04-12,H10,0.6363636363636364,3144
2024-04-19,H10,0.7555555555555555,3155
2024-04-26,H10,0.45454545454545453,3179
2024-04-30,H10,0.7555555555555555,3190
2024-05-10,H10,0.5869565217391305,3209
2024-05-17,H10,0.5652173913043478,3229
2024-05-24,H10,0.7777777777777778,3239
2024-05-31,H10,0.6,3257
2024-06-07,H10,0.7777777777777778,3267
2024-06-14,H10,0.7333333333333333,3279
2024-06-21,H10,0.8863636363636364,3284
2024-06-28,H10,0.7674418604651163,3294
2024-07-05,H10,0.7142857142857143,3306
2024-07-12,H10,0.5581395348837209,3325
2024-07-19,H10,0.6046511627906976,3342
2024-07-26,H10,0.7380952380952381,3353
2024-08-02,H10,0.7317073170731707,3364
2024-08-09,H10,0.5853658536585366,3381
2024-08-16,H10,0.675,3394
2024-08-23,H10,0.7948717948717948,3402
2024-08-30,H10,0.425,3425
2024-09-06,H10,0.7368421052631579,3435
2024-09-13,H10,0.6944444444444444,3446
2024-09-20,H10,0.7297297297297297,3456
2024-09-27,H10,0.20930232558139536,3490
2024-09-30,H10,0.8297872340425532,3498
2024-10-11,H10,0.38636363636363635,3525
2024-10-18,H10,0.7727272727272727,3535
2024-10-25,H10,0.5217391304347826,3557
2024-11-01,H10,0.6808510638297872,3572
2024-11-08,H10,0.64,3590
2024-11-15,H10,0.5319148936170213,3612
2024-11-22,H10,0.7111111111111111,3625
2024-11-29,H10,0.6888888888888889,3639
2024-12-06,H10,0.6595744680851063,3655
2024-12-13,H10,0.6956521739130435,3669
2024-12-20,H10,0.6444444444444445,3685
2024-12-27,H10,0.6739130434782609,3700
2025-01-03,H10,0.5227272727272727,3721
2025-01-10,H10,0.7727272727272727,3731
2025-01-17,H10,0.6222222222222222,3748
2025-01-24,H10,0.7333333333333333,3760
2025-01-27,H10,0.7111111111111111,3773
2025-02-07,H10,0.5777777777777777,3792
2025-02-14,H10,0.6888888888888889,3806
2025-02-21,H10,0.6956521739130435,3820
2025-02-28,H10,0.5333333333333333,3841
2025-03-07,H10,0.6222222222222222,3858
2025-03-14,H10,0.6304347826086957,3875
2025-03-21,H10,0.6382978723404256,3892
2025-03-28,H10,0.6956521739130435,3906
2025-04-03,H10,0.717391304347826,3919
2025-04-11,H10,0.7727272727272727,3929
2025-04-18,H10,0.7272727272727273,3941
2025-04-25,H10,0.7272727272727273,3953
2025-04-30,H10,0.7727272727272727,3963
2025-05-09,H10,0.6666666666666666,3978
2025-05-16,H10,0.6136363636363636,3995
2025-05-23,H10,0.7111111111111111,4008
2025-05-30,H10,0.75,4019
2025-06-06,H10,0.5777777777777777,4038
2025-06-13,H10,0.7608695652173914,4049
2025-06-20,H10,0.6666666666666666,4064
2025-06-27,H10,0.6888888888888889,4078
2025-07-04,H10,0.7111111111111111,4091
2025-07-11,H10,0.6956521739130435,4105
2025-07-18,H10,0.5869565217391305,4124
2025-07-25,H10,0.6666666666666666,4140
2025-08-01,H10,0.5531914893617021,4161
2025-08-08,H10,0.625,4179
2025-08-15,H10,0.46938775510204084,4205
2025-08-22,H10,0.5686274509803921,4227
2025-08-29,H10,0.5576923076923077,4250
2025-09-05,H10,0.39215686274509803,4281
2025-09-12,H10,0.7307692307692307,4295
2025-09-19,H10,0.5740740740740741,4318
2025-09-26,H10,0.6037735849056604,4339
2025-09-30,H10,0.8333333333333334,4348
2025-10-10,H10,0.6481481481481481,4367
2025-10-17,H10,0.6346153846153846,4386
2025-10-24,H10,0.5370370370370371,4411
2025-10-31,H10,0.7090909090909091,4427
2025-11-07,H10,0.7818181818181819,4439
2025-11-14,H10,0.7407407407407407,4453
2025-11-21,H10,0.6730769230769231,4470
2025-11-28,H10,0.41509433962264153,4501
2025-12-05,H10,0.7735849056603774,4513
2025-12-12,H10,0.660377358490566,4531
2025-12-19,H10,0.5925925925925926,4553
2025-12-26,H10,0.6,4575
2025-12-31,H10,0.7272727272727273,4590
2020-02-21,H20,0.0,36
2020-03-06,H20,0.19444444444444445,65
2020-05-08,H20,0.0,101
2020-05-15,H20,0.4444444444444444,121
2020-06-12,H20,0.34285714285714286,144
2020-06-19,H20,0.5405405405405406,161
2020-06-24,H20,0.5833333333333334,176
2020-07-03,H20,0.5128205128205128,195
2020-07-10,H20,0.6136363636363636,212
2020-07-17,H20,0.8604651162790697,218
2020-07-24,H20,0.8809523809523809,223
2020-07-31,H20,0.7272727272727273,235
2020-08-07,H20,0.8478260869565217,242
2020-08-14,H20,0.8444444444444444,249
2020-08-21,H20,0.8913043478260869,254
2020-08-28,H20,0.8043478260869565,263
2020-09-04,H20,0.8409090909090909,270
2020-09-11,H20,0.9069767441860465,274
2020-09-18,H20,0.8409090909090909,281
2020-09-25,H20,0.7906976744186046,290
2020-09-30,H20,0.7560975609756098,300
2020-10-09,H20,0.9302325581395349,303
2020-10-16,H20,0.8372093023255814,310
2020-10-23,H20,0.9512195121951219,312
2020-10-30,H20,0.7380952380952381,323
2020-11-06,H20,0.7727272727272727,333
2020-11-13,H20,0.9090909090909091,337
2020-11-20,H20,0.8888888888888888,342
2020-11-27,H20,0.8409090909090909,349
2020-12-04,H20,0.6,367
2020-12-11,H20,0.8372093023255814,374
2020-12-18,H20,0.7111111111111111,387
2020-12-25,H20,0.7727272727272727,397
2020-12-31,H20,0.6888888888888889,411
2021-01-08,H20,0.7446808510638298,423
2021-01-15,H20,0.7916666666666666,433
2021-01-22,H20,0.875,439
2021-01-29,H20,0.8260869565217391,447
2021-02-05,H20,0.7608695652173914,458
2021-02-10,H20,0.82,467
2021-02-19,H20,0.8979591836734694,472
2021-02-26,H20,0.6956521739130435,486
2021-03-05,H20,0.9347826086956522,489
2021-03-12,H20,0.9111111111111111,493
2021-03-19,H20,0.8409090909090909,500
2021-03-26,H20,0.8043478260869565,509
2021-04-02,H20,0.6595744680851063,525
2021-04-09,H20,0.9347826086956522,528
2021-04-16,H20,0.8913043478260869,533
2021-04-23,H20,0.5319148936170213,555
2021-04-30,H20,0.8043478260869565,564
2021-05-07,H20,0.8936170212765957,569
2021-05-14,H20,0.8043478260869565,578
2021-05-21,H20,0.8541666666666666,585
2021-05-28,H20,0.7916666666666666,595
2021-06-04,H20,0.8163265306122449,604
2021-06-11,H20,0.8125,613
2021-06-18,H20,0.9565217391304348,615
2021-06-25,H20,0.8723404255319149,621
2021-07-02,H20,0.8297872340425532,629
2021-07-09,H20,0.9574468085106383,631
2021-07-16,H20,0.7959183673469388,641
2021-07-23,H20,0.9387755102040817,644
2021-07-30,H20,0.9574468085106383,646
2021-08-06,H20,0.8958333333333334,651
2021-08-13,H20,0.78,662
2021-08-20,H20,0.9166666666666666,666
2021-08-27,H20,0.98,667
2021-09-03,H20,0.7647058823529411,679
2021-09-10,H20,0.8333333333333334,688
2021-09-17,H20,0.8490566037735849,696
2021-09-24,H20,0.75,709
2021-09-30,H20,0.92,713
2021-10-08,H20,0.9,718
2021-10-15,H20,0.7142857142857143,732
2021-10-22,H20,0.82,741
2021-10-29,H20,0.78,752
2021-11-05,H20,0.8163265306122449,761
2021-11-12,H20,0.76,773
2021-11-19,H20,0.75,786
2021-11-26,H20,0.7692307692307693,798
2021-12-03,H20,0.9038461538461539,803
2021-12-10,H20,0.6851851851851852,820
2021-12-17,H20,1.0,820
