event_count,baseline_count,executable_rate_denominator_count,executable_rate_numerator_count,event_confirm20_pos_rate,baseline_confirm20_pos_rate,confirm20_rate_lift,confirm20_rate_diff,event_failure10_rate,baseline_failure10_rate,failure10_rate_diff,event_forward_return_20d_mean,event_forward_return_20d_median,baseline_forward_return_20d_mean,baseline_forward_return_20d_median,forward_return_20d_diff,event_payoff_ratio,censored_count,non_executable_next_open_count,event_type,baseline_family,baseline_t0_policy,false_repair_policy,split,regime_bucket,baseline_match_coverage,matched_event_count,unmatched_event_count,cross_split_boundary_unusable_count,train_confirm20_rate_lift,validation_confirm20_rate_lift,robustness_confirm20_rate_lift,train_failure10_rate_diff,validation_failure10_rate_diff,robustness_failure10_rate_diff,train_forward_return_20d_diff,validation_forward_return_20d_diff,robustness_forward_return_20d_diff,train_lift,validation_lift,robustness_lift,split_stability,claim_status
70,149,49,49,0.08163265306122448,0.26174496644295303,0.3118785975928833,-0.18011231338172856,0.14285714285714285,0.15436241610738255,-0.0115052732502397,-0.013891200872338444,-0.008064516129032251,0.04608520715171673,0.03480278422273786,-0.059976408024055176,0.6693451389808719,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,validation,risk_off,0.7,49,21,0,0.21822849807445444,0.3118785975928833,0.7905405405405407,0.01951219512195121,-0.0115052732502397,-0.023723723723723722,-0.015041256302316388,-0.059976408024055176,-0.010166153924888219,0.21822849807445444,0.3118785975928833,0.7905405405405407,not_stable_or_sample_blocked,diagnostic
79,268,75,75,0.12,0.09701492537313433,1.2369230769230768,0.022985074626865665,0.2,0.13432835820895522,0.06567164179104479,-0.04435435560173989,-0.05714285714285716,-0.04183517045200352,-0.0360721442885773,-0.0025191851497363693,0.6594379251851379,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,validation,risk_on,0.9493670886075949,75,4,0,1.983876329787234,1.2369230769230768,1.265484152369875,0.02071504336432267,0.06567164179104479,0.10285738950276244,0.03226476999455927,-0.0025191851497363693,-0.01001474550552646,1.983876329787234,1.2369230769230768,1.265484152369875,not_stable_or_sample_blocked,diagnostic
103,295,83,83,0.1686746987951807,0.1288135593220339,1.3094483195941662,0.03986113947314682,0.07228915662650602,0.16610169491525423,-0.0938125382887482,-0.019345782626166576,-0.03864734299516903,-0.024210307464635577,-0.025906735751295318,0.004864524838469001,1.215102043482429,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,validation,transition,0.8058252427184466,83,20,0,1.3213213213213213,1.3094483195941662,0.6455026455026455,0.05077805077805078,-0.0938125382887482,0.014025500910746813,0.0345895948385493,0.004864524838469001,-0.021208699984268962,1.3213213213213213,1.3094483195941662,0.6455026455026455,not_stable_or_sample_blocked,diagnostic
290,980,264,263,0.2623574144486692,0.23673469387755103,1.108233905860758,0.025622720571118196,0.1520912547528517,0.08775510204081632,0.06433615271203538,0.00894742348588401,-0.0010741138560687036,0.01576321501488202,0.004747930122675381,-0.00681579152899801,1.2279247696009952,1,1,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,robustness,all,0.9103448275862069,264,26,0,1.38615221987315,0.9016462642465175,1.108233905860758,0.02829874135200469,-0.0164196927753352,0.06433615271203538,0.023373005288384346,-0.010982012145823662,-0.00681579152899801,1.38615221987315,0.9016462642465175,1.108233905860758,not_stable_or_sample_blocked,diagnostic
42,90,37,37,0.35135135135135137,0.4444444444444444,0.7905405405405407,-0.09309309309309305,0.05405405405405406,0.07777777777777778,-0.023723723723723722,0.07022737833479441,0.05270863836017581,0.08039353225968263,0.08335625054110074,-0.010166153924888219,1.5159201291584699,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,robustness,risk_off,0.8809523809523809,37,5,0,0.21822849807445444,0.3118785975928833,0.7905405405405407,0.01951219512195121,-0.0115052732502397,-0.023723723723723722,-0.015041256302316388,-0.059976408024055176,-0.010166153924888219,0.21822849807445444,0.3118785975928833,0.7905405405405407,not_stable_or_sample_blocked,diagnostic
192,768,182,181,0.281767955801105,0.22265625,1.265484152369875,0.059111705801104975,0.20441988950276244,0.1015625,0.10285738950276244,-0.005053857608980692,-0.029365079365079372,0.004960887896545766,-0.0028749401054145585,-0.01001474550552646,1.1904916672280317,1,1,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,robustness,risk_on,0.9479166666666666,182,10,0,1.983876329787234,1.2369230769230768,1.265484152369875,0.02071504336432267,0.06567164179104479,0.10285738950276244,0.03226476999455927,-0.0025191851497363693,-0.01001474550552646,1.983876329787234,1.2369230769230768,1.265484152369875,not_stable_or_sample_blocked,diagnostic
56,122,45,45,0.1111111111111111,0.1721311475409836,0.6455026455026455,-0.0610200364298725,0.022222222222222223,0.00819672131147541,0.014025500910746813,0.014877946791680155,0.005494505494505475,0.03608664677594912,0.012059031737916448,-0.021208699984268962,1.5293326218745147,0,0,E_S3_and_G_S2,baseline_raw,observed_failure_decision_date,raw_retained,robustness,transition,0.8035714285714286,45,11,0,1.3213213213213213,1.3094483195941662,0.6455026455026455,0.05077805077805078,-0.0938125382887482,0.014025500910746813,0.0345895948385493,0.004864524838469001,-0.021208699984268962,1.3213213213213213,1.3094483195941662,0.6455026455026455,not_stable_or_sample_blocked,diagnostic
780,1669,506,506,0.22924901185770752,0.15458358298382266,1.483010080583387,0.07466542887388486,0.17193675889328064,0.09406830437387657,0.07786845451940407,-0.00391908490507151,-0.014835469745347274,-0.0072912246387059395,-0.016483516483516536,0.00337213973363443,1.1342933409269336,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,all,0.6487179487179487,506,274,1,2.202494497432135,2.0433566433566432,1.169177439532944,0.07638585770405937,0.055283525509398204,0.0853024492032221,0.02682202703197353,0.0020877367135802884,-0.008492571321481186,2.202494497432135,2.0433566433566432,1.169177439532944,not_stable_or_sample_blocked,diagnostic
174,159,70,70,0.11428571428571428,0.18238993710691823,0.626600985221675,-0.06810422282120394,0.18571428571428572,0.06289308176100629,0.12282120395327943,-0.0005515893326584325,0.004682753043516175,0.01933076371926686,0.015189873417721378,-0.019882353051925292,0.8762337151962367,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,risk_off,0.40229885057471265,70,104,0,0.0,0.7694805194805194,0.8653846153846155,0.1442396313364055,0.09838895281933255,0.07692307692307693,-0.01703192443360197,-0.028579601917193845,-0.027070764785589105,0.0,0.7694805194805194,0.8653846153846155,not_stable_or_sample_blocked,diagnostic
381,1177,315,315,0.2761904761904762,0.18436703483432457,1.4980469607197717,0.09182344135615164,0.20634920634920634,0.10450297366185217,0.10184623268735417,-0.007652752344291362,-0.02515723270440251,-0.004006900190160425,-0.015028901734104094,-0.003645852154130938,1.1570549238072414,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,risk_on,0.8267716535433071,315,66,1,2.538011695906433,1.3278688524590165,1.2571367778999256,0.05246913580246912,0.12302671523983,0.10725845243239276,0.03148204249647903,-0.01273647167818543,-0.014061307794594254,2.538011695906433,1.3278688524590165,1.2571367778999256,not_stable_or_sample_blocked,diagnostic
225,333,121,121,0.17355371900826447,0.036036036036036036,4.816115702479339,0.13751768297222844,0.0743801652892562,0.07207207207207207,0.002308093217184129,0.0038526552047246764,-0.009539534030453045,-0.03161118267130578,-0.021929824561403466,0.03546383787603046,1.336074614657355,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,all,transition,0.5377777777777778,121,104,0,9.775862068965518,7.68,0.75,0.09110259684972329,-0.03125,0.014583333333333334,0.06169849757444423,0.02955461858656192,0.009941822696006592,9.775862068965518,7.68,0.75,same_positive_sign_all_splits,diagnostic
238,395,145,145,0.2620689655172414,0.1189873417721519,2.202494497432135,0.1430816237450895,0.2206896551724138,0.14430379746835442,0.07638585770405937,0.006209411483986711,-0.011065006915629394,-0.02061261554798682,-0.021929824561403466,0.02682202703197353,1.3544539055941145,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,all,0.6092436974789915,145,93,1,2.202494497432135,2.0433566433566432,1.169177439532944,0.07638585770405937,0.055283525509398204,0.0853024492032221,0.02682202703197353,0.0020877367135802884,-0.008492571321481186,2.202494497432135,2.0433566433566432,1.169177439532944,not_stable_or_sample_blocked,diagnostic
62,62,35,35,0.0,0.11290322580645161,0.0,-0.11290322580645161,0.2571428571428571,0.11290322580645161,0.1442396313364055,-0.022656724346631314,-0.0158311345646438,-0.005624799913029341,-0.025450383008726263,-0.01703192443360197,0.5356045354486599,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,risk_off,0.5645161290322581,35,27,0,0.0,0.7694805194805194,0.8653846153846155,0.1442396313364055,0.09838895281933255,0.07692307692307693,-0.01703192443360197,-0.028579601917193845,-0.027070764785589105,0.0,0.7694805194805194,0.8653846153846155,not_stable_or_sample_blocked,diagnostic
110,252,81,81,0.38271604938271603,0.15079365079365079,2.538011695906433,0.23192239858906524,0.24691358024691357,0.19444444444444445,0.05246913580246912,0.015843460650538606,-0.010020989911300626,-0.015638581845940427,-0.017997180368314436,0.03148204249647903,1.4964290894078185,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,risk_on,0.7363636363636363,81,29,1,2.538011695906433,1.3278688524590165,1.2571367778999256,0.05246913580246912,0.12302671523983,0.10725845243239276,0.03148204249647903,-0.01273647167818543,-0.014061307794594254,2.538011695906433,1.3278688524590165,1.2571367778999256,not_stable_or_sample_blocked,diagnostic
66,81,29,29,0.2413793103448276,0.024691358024691357,9.775862068965518,0.21668795232013624,0.10344827586206896,0.012345679012345678,0.09110259684972329,0.014138955331604896,-0.014232342999466407,-0.047559542242839335,-0.021929824561403466,0.06169849757444423,1.5192696859196722,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,train,transition,0.4393939393939394,29,37,0,9.775862068965518,7.68,0.75,0.09110259684972329,-0.03125,0.014583333333333334,0.06169849757444423,0.02955461858656192,0.009941822696006592,9.775862068965518,7.68,0.75,same_positive_sign_all_splits,diagnostic
252,487,143,143,0.14685314685314685,0.07186858316221766,2.0433566433566432,0.07498456369092919,0.15384615384615385,0.09856262833675565,0.055283525509398204,-0.024464557646486616,-0.02496532593619971,-0.026552294360066904,-0.030054644808743203,0.0020877367135802884,0.829077917614045,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,all,0.5674603174603174,143,109,0,2.202494497432135,2.0433566433566432,1.169177439532944,0.07638585770405937,0.055283525509398204,0.0853024492032221,0.02682202703197353,0.0020877367135802884,-0.008492571321481186,2.202494497432135,2.0433566433566432,1.169177439532944,not_stable_or_sample_blocked,diagnostic
70,79,22,22,0.13636363636363635,0.17721518987341772,0.7694805194805194,-0.04085155350978137,0.13636363636363635,0.0379746835443038,0.09838895281933255,-0.0075661910782690725,0.010769135665096408,0.021013410838924773,0.016129032258064502,-0.028579601917193845,0.6545454379885788,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,risk_off,0.3142857142857143,22,48,0,0.0,0.7694805194805194,0.8653846153846155,0.1442396313364055,0.09838895281933255,0.07692307692307693,-0.01703192443360197,-0.028579601917193845,-0.027070764785589105,0.0,0.7694805194805194,0.8653846153846155,not_stable_or_sample_blocked,diagnostic
79,216,61,61,0.09836065573770492,0.07407407407407407,1.3278688524590165,0.024286581663630846,0.22950819672131148,0.10648148148148148,0.12302671523983,-0.048331547902580374,-0.05714285714285716,-0.03559507622439494,-0.030927835051546504,-0.01273647167818543,0.6074711996877962,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,risk_on,0.7721518987341772,61,18,0,2.538011695906433,1.3278688524590165,1.2571367778999256,0.05246913580246912,0.12302671523983,0.10725845243239276,0.03148204249647903,-0.01273647167818543,-0.014061307794594254,2.538011695906433,1.3278688524590165,1.2571367778999256,not_stable_or_sample_blocked,diagnostic
103,192,60,60,0.2,0.026041666666666668,7.68,0.17395833333333335,0.08333333333333333,0.11458333333333333,-0.03125,-0.006395851961137722,-0.01599561940032751,-0.03595047054769964,-0.03153153153153154,0.02955461858656192,1.2671815363074428,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,validation,transition,0.5825242718446602,60,43,0,9.775862068965518,7.68,0.75,0.09110259684972329,-0.03125,0.014583333333333334,0.06169849757444423,0.02955461858656192,0.009941822696006592,9.775862068965518,7.68,0.75,same_positive_sign_all_splits,diagnostic
290,787,218,218,0.26146788990825687,0.22363405336721728,1.169177439532944,0.037833836541039584,0.15137614678899083,0.06607369758576874,0.0853024492032221,0.002821147322492337,-0.007351439928172998,0.011313718643973524,0.0008771929824560321,-0.008492571321481186,1.188456646677844,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,all,0.7517241379310344,218,72,0,2.202494497432135,2.0433566433566432,1.169177439532944,0.07638585770405937,0.055283525509398204,0.0853024492032221,0.02682202703197353,0.0020877367135802884,-0.008492571321481186,2.202494497432135,2.0433566433566432,1.169177439532944,not_stable_or_sample_blocked,diagnostic
42,18,13,13,0.38461538461538464,0.4444444444444444,0.8653846153846155,-0.05982905982905978,0.07692307692307693,0.0,0.07692307692307693,0.07083310019753272,0.06173654671508744,0.09790386498312183,0.08469945355191255,-0.027070764785589105,1.062741539837955,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,risk_off,0.30952380952380953,13,29,0,0.0,0.7694805194805194,0.8653846153846155,0.1442396313364055,0.09838895281933255,0.07692307692307693,-0.01703192443360197,-0.028579601917193845,-0.027070764785589105,0.0,0.7694805194805194,0.8653846153846155,not_stable_or_sample_blocked,diagnostic
192,709,173,173,0.28901734104046245,0.229901269393512,1.2571367778999256,0.05911607164695046,0.1791907514450867,0.07193229901269393,0.10725845243239276,-0.004310479069872849,-0.02844638949671774,0.009750828724721404,0.0005844535359438296,-0.014061307794594254,1.1946112125035726,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,risk_on,0.9010416666666666,173,19,0,2.538011695906433,1.3278688524590165,1.2571367778999256,0.05246913580246912,0.12302671523983,0.10725845243239276,0.03148204249647903,-0.01273647167818543,-0.014061307794594254,2.538011695906433,1.3278688524590165,1.2571367778999256,not_stable_or_sample_blocked,diagnostic
56,60,32,32,0.0625,0.08333333333333333,0.75,-0.02083333333333333,0.03125,0.016666666666666666,0.014583333333333334,0.013746646650731473,0.0037704451074164202,0.003804823954724882,0.0,0.009941822696006592,1.472567730380994,0,0,E_S3_and_G_S2,baseline_false_repair_excluded,observed_failure_decision_date,excluded,robustness,transition,0.5714285714285714,32,24,0,9.775862068965518,7.68,0.75,0.09110259684972329,-0.03125,0.014583333333333334,0.06169849757444423,0.02955461858656192,0.009941822696006592,9.775862068965518,7.68,0.75,same_positive_sign_all_splits,diagnostic
