instrument,trigger_decision_date,source_sample_row_idx,exclusion_scope,reason,source_requirement_version,source_manifest_sha256,source_failure_evidence_sha256
SZ300237,2019-07-12,95939,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300238,2020-08-04,188615,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300248,2019-01-08,57484,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300249,2018-04-02,11251,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300252,2020-03-27,156734,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300261,2022-07-19,358083,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300266,2020-03-11,152495,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300267,2021-01-08,224597,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300271,2021-08-30,279667,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300279,2018-06-26,21469,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300287,2021-06-18,262066,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300289,2018-08-23,33782,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300292,2020-06-22,178604,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300293,2020-07-13,182878,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300300,2020-04-02,158157,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300310,2020-04-08,159108,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300311,2020-01-21,142161,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300313,2020-12-14,217037,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300317,2019-05-29,87014,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300318,2021-08-03,273022,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300322,2020-05-22,171502,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300326,2021-06-04,259217,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300327,2022-08-25,369121,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300331,2020-07-30,187670,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300337,2018-10-09,40861,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300341,2020-02-20,147803,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300342,2020-09-09,197178,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300353,2020-04-07,158640,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300355,2021-03-16,239303,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300365,2020-05-22,171510,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300368,2020-11-25,212789,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300370,2019-04-10,78515,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300386,2021-04-16,246897,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300397,2021-06-21,262554,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300411,2019-04-18,79464,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300423,2020-09-14,198135,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300434,2019-01-04,56550,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300439,2021-04-26,249266,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300444,2019-05-23,86085,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300448,2020-06-22,178621,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300465,2020-07-28,186728,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300467,2019-05-14,84196,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300470,2021-04-12,245958,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300485,2020-11-12,209963,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300497,2021-10-08,287779,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300506,2019-11-11,124394,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300513,2019-03-25,75692,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300514,2018-07-13,25546,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300516,2019-11-28,128608,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300519,2018-07-04,23292,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300523,2020-11-17,211379,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300552,2021-04-20,247851,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300559,2020-08-24,192943,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300560,2018-06-06,17436,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300571,2020-04-27,164839,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300572,2021-01-19,226521,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300581,2021-09-16,285411,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300583,2019-01-28,62783,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300584,2018-12-06,49838,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300587,2022-09-23,377817,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300596,2022-10-31,384584,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300597,2018-12-28,55115,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300598,2021-11-11,296837,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300599,2018-10-11,41819,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300602,2021-12-03,303491,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300612,2019-03-06,71385,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300618,2022-10-17,381688,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300625,2019-03-08,72345,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300634,2021-07-02,266378,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300653,2020-08-12,191043,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300670,2018-12-13,51279,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300671,2022-07-11,355737,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300675,2019-01-15,59923,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300685,2022-05-12,342027,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300693,2021-08-12,275904,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300695,2019-02-12,65644,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300696,2022-06-23,351477,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300702,2022-06-16,349583,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300706,2018-12-26,54160,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300712,2022-07-19,358117,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300715,2021-04-26,249284,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300722,2021-06-28,264962,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300755,2022-09-30,379284,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300767,2022-08-30,370602,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300770,2022-01-13,313418,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300771,2020-05-14,168678,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300788,2021-03-31,243144,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300792,2021-11-11,296859,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300805,2020-12-22,219441,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300841,2022-11-04,386530,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300855,2022-11-04,386531,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ300869,2022-05-11,341576,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ301050,2022-11-07,387023,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
SZ301069,2022-09-26,378337,all_folds_entire_instrument_history,missing_same_instrument_strict_next_approved_feature_key,21C_FULL_v2,e74111de047040f85767ba88972dcfe6b110066de6820649f798826dd8436c87,493dded2a7aaa239d71a340a1cbab33452b1cc895c0082670107b411b6a92dbe
