split_bucket,up_threshold,down_threshold,horizon_sessions,endpoint_id,raw_event_n,analysis_event_n,analysis_event_fraction,evaluable_n,not_evaluable_n,entry_not_executable_n,entry_price_missing_n,max_horizon_path_incomplete_n,split_lineage_missing_n,qfq_bar_mapping_missing_n,rate_denominator,upper_hit_rate,lower_hit_rate,winner_before_fail_rate,fail_before_winner_rate,survive_without_fail_rate,opportunity_without_fail_rate,upper_first_winner_before_fail_rate,upper_first_fail_before_winner_rate,upper_first_minus_lower_first_winner_rate_delta,upper_first_minus_lower_first_fail_rate_delta,median_time_to_upper,median_time_to_lower,terminal_return_mean,mfe_return_mean,mae_return_mean,same_bar_ambiguous_rate
train,0.3,-0.1,20,up_0p3_before_down_m0p1_H20,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.07461489088575096,0.20362644415917844,0.07413350449293966,0.20346598202824134,0.7963735558408216,0.07413350449293966,0.07413350449293966,0.20346598202824134,0.0,0.0,12.0,14.0,0.023086047077564606,0.10892338062509434,-0.06412811131674877,0.0
train,0.3,-0.1,60,up_0p3_before_down_m0p1_H60,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.19383825417201542,0.491816431322208,0.18019897304236202,0.4862002567394095,0.508183568677792,0.18019897304236202,0.18019897304236202,0.4862002567394095,0.0,0.0,26.0,25.0,-0.00776395367016253,0.1827530186018949,-0.11290164030630798,0.0
train,0.3,-0.1,120,up_0p3_before_down_m0p1_H120,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.26957637997432604,0.6312580231065469,0.2225609756097561,0.6062259306803595,0.36874197689345317,0.2225609756097561,0.2225609756097561,0.6062259306803595,0.0,0.0,36.0,31.0,0.0040064813373430885,0.23595223036093382,-0.15389593670581658,0.0
train,0.5,-0.2,20,up_0p5_before_down_m0p2_H20,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.01235558408215661,0.03754813863928113,0.01235558408215661,0.03754813863928113,0.9624518613607189,0.01235558408215661,0.01235558408215661,0.03754813863928113,0.0,0.0,15.0,15.0,0.023086047077564606,0.10892338062509434,-0.06412811131674877,0.0
train,0.5,-0.2,60,up_0p5_before_down_m0p2_H60,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.054717586649550704,0.14939024390243902,0.05439666238767651,0.14858793324775352,0.850609756097561,0.05439666238767651,0.05439666238767651,0.14858793324775352,0.0,0.0,30.0,38.0,-0.00776395367016253,0.1827530186018949,-0.11290164030630798,0.0
train,0.5,-0.2,120,up_0p5_before_down_m0p2_H120,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.10574454428754813,0.3092105263157895,0.10141206675224647,0.3076059050064185,0.6907894736842105,0.10141206675224647,0.10141206675224647,0.3076059050064185,0.0,0.0,56.0,62.0,0.0040064813373430885,0.23595223036093382,-0.15389593670581658,0.0
train,0.5,-0.15,20,up_0p5_before_down_m0p15_H20,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.01235558408215661,0.09595635430038511,0.01235558408215661,0.09595635430038511,0.9040436456996149,0.01235558408215661,0.01235558408215661,0.09595635430038511,0.0,0.0,15.0,15.0,0.023086047077564606,0.10892338062509434,-0.06412811131674877,0.0
train,0.5,-0.15,60,up_0p5_before_down_m0p15_H60,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.054717586649550704,0.29797817715019254,0.05439666238767651,0.29701540436456997,0.7020218228498074,0.05439666238767651,0.05439666238767651,0.29701540436456997,0.0,0.0,30.0,29.0,-0.00776395367016253,0.1827530186018949,-0.11290164030630798,0.0
train,0.5,-0.15,120,up_0p5_before_down_m0p15_H120,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.10574454428754813,0.47175866495507063,0.09563543003851091,0.46983311938382544,0.5282413350449294,0.09563543003851091,0.09563543003851091,0.46983311938382544,0.0,0.0,56.0,48.0,0.0040064813373430885,0.23595223036093382,-0.15389593670581658,0.0
train,0.5,-0.1,20,up_0p5_before_down_m0p1_H20,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.01235558408215661,0.20362644415917844,0.01235558408215661,0.20362644415917844,0.7963735558408216,0.01235558408215661,0.01235558408215661,0.20362644415917844,0.0,0.0,15.0,14.0,0.023086047077564606,0.10892338062509434,-0.06412811131674877,0.0
train,0.5,-0.1,60,up_0p5_before_down_m0p1_H60,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.054717586649550704,0.491816431322208,0.05279204107830552,0.4910141206675225,0.508183568677792,0.05279204107830552,0.05279204107830552,0.4910141206675225,0.0,0.0,30.0,25.0,-0.00776395367016253,0.1827530186018949,-0.11290164030630798,0.0
train,0.5,-0.1,120,up_0p5_before_down_m0p1_H120,6232,6232,1.0,6232,0,0,0,0,0,0,6232,0.10574454428754813,0.6312580231065469,0.08632862644415917,0.6283697047496791,0.36874197689345317,0.08632862644415917,0.08632862644415917,0.6283697047496791,0.0,0.0,56.0,31.0,0.0040064813373430885,0.23595223036093382,-0.15389593670581658,0.0
validation,0.2,-0.2,20,up_0p2_before_down_m0p2_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.0624286258089075,0.006471259992386753,0.0624286258089075,0.006471259992386753,0.9935287400076133,0.0624286258089075,0.0624286258089075,0.006471259992386753,0.0,0.0,11.0,14.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.2,-0.2,60,up_0p2_before_down_m0p2_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.18462124095926913,0.12066996574038828,0.18347925390178912,0.1199086410354016,0.8793300342596118,0.18347925390178912,0.18347925390178912,0.1199086410354016,0.0,0.0,29.0,48.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.2,-0.2,120,up_0p2_before_down_m0p2_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.26836695850780357,0.25085649029311,0.2637990102778835,0.24362390559573657,0.74914350970689,0.2637990102778835,0.2637990102778835,0.24362390559573657,0.0,0.0,40.0,62.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.2,-0.15,20,up_0p2_before_down_m0p15_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.0624286258089075,0.03387894937190712,0.0624286258089075,0.03349828701941378,0.9661210506280928,0.0624286258089075,0.0624286258089075,0.03349828701941378,0.0,0.0,11.0,15.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.2,-0.15,60,up_0p2_before_down_m0p15_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.18462124095926913,0.24019794442329653,0.18309859154929578,0.23639132089836315,0.7598020555767034,0.18309859154929578,0.18309859154929578,0.23639132089836315,0.0,0.0,29.0,42.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.2,-0.15,120,up_0p2_before_down_m0p15_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.26836695850780357,0.3894175866006852,0.25885039969547013,0.37609440426341834,0.6105824133993148,0.25885039969547013,0.25885039969547013,0.37609440426341834,0.0,0.0,40.0,52.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.2,-0.1,20,up_0p2_before_down_m0p1_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.0624286258089075,0.16330414921964218,0.0624286258089075,0.16292348686714883,0.8366958507803578,0.0624286258089075,0.0624286258089075,0.16292348686714883,0.0,0.0,11.0,14.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.2,-0.1,60,up_0p2_before_down_m0p1_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.18462124095926913,0.4411876665397792,0.1792919680243624,0.4331937571374191,0.5588123334602207,0.1792919680243624,0.1792919680243624,0.4331937571374191,0.0,0.0,29.0,28.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.2,-0.1,120,up_0p2_before_down_m0p1_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.26836695850780357,0.5782261134373811,0.2459078797106966,0.550057099352874,0.42177388656261894,0.2459078797106966,0.2459078797106966,0.550057099352874,0.0,0.0,40.0,41.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.3,-0.2,20,up_0p3_before_down_m0p2_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.02588503996954701,0.006471259992386753,0.02588503996954701,0.006471259992386753,0.9935287400076133,0.02588503996954701,0.02588503996954701,0.006471259992386753,0.0,0.0,12.5,14.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.3,-0.2,60,up_0p3_before_down_m0p2_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.10125618576322802,0.12066996574038828,0.100114198705748,0.12066996574038828,0.8793300342596118,0.100114198705748,0.100114198705748,0.12066996574038828,0.0,0.0,35.5,48.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.3,-0.2,120,up_0p3_before_down_m0p2_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.1476969927674153,0.25085649029311,0.14503235629996195,0.2478111914731633,0.74914350970689,0.14503235629996195,0.14503235629996195,0.2478111914731633,0.0,0.0,46.0,62.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.3,-0.15,20,up_0p3_before_down_m0p15_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.02588503996954701,0.03387894937190712,0.02588503996954701,0.03387894937190712,0.9661210506280928,0.02588503996954701,0.02588503996954701,0.03387894937190712,0.0,0.0,12.5,15.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.3,-0.15,60,up_0p3_before_down_m0p15_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.10125618576322802,0.24019794442329653,0.100114198705748,0.2398172820708032,0.7598020555767034,0.100114198705748,0.100114198705748,0.2398172820708032,0.0,0.0,35.5,42.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.3,-0.15,120,up_0p3_before_down_m0p15_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.1476969927674153,0.3894175866006852,0.1446516939474686,0.38599162542824517,0.6105824133993148,0.1446516939474686,0.1446516939474686,0.38599162542824517,0.0,0.0,46.0,52.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.3,-0.1,20,up_0p3_before_down_m0p1_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.02588503996954701,0.16330414921964218,0.02588503996954701,0.16330414921964218,0.8366958507803578,0.02588503996954701,0.02588503996954701,0.16330414921964218,0.0,0.0,12.5,14.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.3,-0.1,60,up_0p3_before_down_m0p1_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.10125618576322802,0.4411876665397792,0.09783022459078797,0.4404263418347925,0.5588123334602207,0.09783022459078797,0.09783022459078797,0.4404263418347925,0.0,0.0,35.5,28.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.3,-0.1,120,up_0p3_before_down_m0p1_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.1476969927674153,0.5782261134373811,0.1397030833650552,0.5740388275599543,0.42177388656261894,0.1397030833650552,0.1397030833650552,0.5740388275599543,0.0,0.0,46.0,41.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.5,-0.2,20,up_0p5_before_down_m0p2_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.010277883517320136,0.006471259992386753,0.010277883517320136,0.006471259992386753,0.9935287400076133,0.010277883517320136,0.010277883517320136,0.006471259992386753,0.0,0.0,12.0,14.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.5,-0.2,60,up_0p5_before_down_m0p2_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.04225352112676056,0.12066996574038828,0.04225352112676056,0.12066996574038828,0.8793300342596118,0.04225352112676056,0.04225352112676056,0.12066996574038828,0.0,0.0,36.0,48.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.5,-0.2,120,up_0p5_before_down_m0p2_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.06433193757137419,0.25085649029311,0.06318995051389417,0.2504758279406167,0.74914350970689,0.06318995051389417,0.06318995051389417,0.2504758279406167,0.0,0.0,46.0,62.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.5,-0.15,20,up_0p5_before_down_m0p15_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.010277883517320136,0.03387894937190712,0.010277883517320136,0.03387894937190712,0.9661210506280928,0.010277883517320136,0.010277883517320136,0.03387894937190712,0.0,0.0,12.0,15.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.5,-0.15,60,up_0p5_before_down_m0p15_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.04225352112676056,0.24019794442329653,0.04225352112676056,0.24019794442329653,0.7598020555767034,0.04225352112676056,0.04225352112676056,0.24019794442329653,0.0,0.0,36.0,42.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.5,-0.15,120,up_0p5_before_down_m0p15_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.06433193757137419,0.3894175866006852,0.06318995051389417,0.38903692424819186,0.6105824133993148,0.06318995051389417,0.06318995051389417,0.38903692424819186,0.0,0.0,46.0,52.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
validation,0.5,-0.1,20,up_0p5_before_down_m0p1_H20,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.010277883517320136,0.16330414921964218,0.010277883517320136,0.16330414921964218,0.8366958507803578,0.010277883517320136,0.010277883517320136,0.16330414921964218,0.0,0.0,12.0,14.0,0.0022717454886998223,0.07394829962596028,-0.05651798566665632,0.0
validation,0.5,-0.1,60,up_0p5_before_down_m0p1_H60,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.04225352112676056,0.4411876665397792,0.041872858774267226,0.4411876665397792,0.5588123334602207,0.041872858774267226,0.041872858774267226,0.4411876665397792,0.0,0.0,36.0,28.0,0.005459288812040336,0.14336417036690555,-0.10237554610752815,0.0
validation,0.5,-0.1,120,up_0p5_before_down_m0p1_H120,2627,2627,1.0,2627,0,0,0,0,0,0,2627,0.06433193757137419,0.5782261134373811,0.06128663875142749,0.5778454510848877,0.42177388656261894,0.06128663875142749,0.06128663875142749,0.5778454510848877,0.0,0.0,46.0,41.0,-0.004789596340115573,0.1908689343064687,-0.13830705032075374,0.0
robustness,0.2,-0.2,20,up_0p2_before_down_m0p2_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.079160606690214,0.006856430500727197,0.079160606690214,0.006856430500727197,0.9931435694992728,0.079160606690214,0.079160606690214,0.006856430500727197,0.0,0.0,11.0,11.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.2,-0.2,60,up_0p2_before_down_m0p2_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.26968626636193643,0.037814253064616665,0.26968626636193643,0.037814253064616665,0.9621857469353834,0.26968626636193643,0.26968626636193643,0.037814253064616665,0.0,0.0,30.0,44.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
robustness,0.2,-0.2,120,up_0p2_before_down_m0p2_H120,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.4678994390193227,0.11011842925410346,0.4608352378973613,0.10720964055682526,0.8898815707458966,0.4608352378973613,0.4608352378973613,0.10720964055682526,0.0,0.0,50.0,71.0,0.10381410495860252,0.27341490335019336,-0.10268165656618407,0.0
robustness,0.2,-0.15,20,up_0p2_before_down_m0p15_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.079160606690214,0.025971327654269686,0.079160606690214,0.025971327654269686,0.9740286723457303,0.079160606690214,0.079160606690214,0.025971327654269686,0.0,0.0,11.0,14.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.2,-0.15,60,up_0p2_before_down_m0p15_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.26968626636193643,0.11842925410346977,0.269062954498234,0.1178059422397673,0.8815707458965303,0.269062954498234,0.269062954498234,0.1178059422397673,0.0,0.0,30.0,36.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
robustness,0.2,-0.15,120,up_0p2_before_down_m0p15_H120,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.4678994390193227,0.24641595678371078,0.43922709328900894,0.2370662788281737,0.7535840432162892,0.43922709328900894,0.43922709328900894,0.2370662788281737,0.0,0.0,50.0,62.0,0.10381410495860252,0.27341490335019336,-0.10268165656618407,0.0
robustness,0.2,-0.1,20,up_0p2_before_down_m0p1_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.079160606690214,0.10596301682942032,0.07874506544774569,0.10596301682942032,0.8940369831705797,0.07874506544774569,0.07874506544774569,0.10596301682942032,0.0,0.0,11.0,12.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.2,-0.1,60,up_0p2_before_down_m0p1_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.26968626636193643,0.302098483274465,0.26511531269478494,0.30002077706212343,0.697901516725535,0.26511531269478494,0.26511531269478494,0.30002077706212343,0.0,0.0,30.0,29.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
robustness,0.2,-0.1,120,up_0p2_before_down_m0p1_H120,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.4678994390193227,0.45293995429046335,0.39663411593600667,0.4311240390608768,0.5470600457095367,0.39663411593600667,0.39663411593600667,0.4311240390608768,0.0,0.0,50.0,39.0,0.10381410495860252,0.27341490335019336,-0.10268165656618407,0.0
robustness,0.3,-0.2,20,up_0p3_before_down_m0p2_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.027633492624142945,0.006856430500727197,0.027633492624142945,0.006856430500727197,0.9931435694992728,0.027633492624142945,0.027633492624142945,0.006856430500727197,0.0,0.0,14.0,11.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.3,-0.2,60,up_0p3_before_down_m0p2_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.14253064616663202,0.037814253064616665,0.14253064616663202,0.037814253064616665,0.9621857469353834,0.14253064616663202,0.14253064616663202,0.037814253064616665,0.0,0.0,35.0,44.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
robustness,0.3,-0.2,120,up_0p3_before_down_m0p2_H120,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.2869312279243715,0.11011842925410346,0.2831913567421567,0.10887180552669852,0.8898815707458966,0.2831913567421567,0.2831913567421567,0.10887180552669852,0.0,0.0,61.0,71.0,0.10381410495860252,0.27341490335019336,-0.10268165656618407,0.0
robustness,0.3,-0.15,20,up_0p3_before_down_m0p15_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.027633492624142945,0.025971327654269686,0.027633492624142945,0.025971327654269686,0.9740286723457303,0.027633492624142945,0.027633492624142945,0.025971327654269686,0.0,0.0,14.0,14.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.3,-0.15,60,up_0p3_before_down_m0p15_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.14253064616663202,0.11842925410346977,0.14253064616663202,0.11842925410346977,0.8815707458965303,0.14253064616663202,0.14253064616663202,0.11842925410346977,0.0,0.0,35.0,36.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
robustness,0.3,-0.15,120,up_0p3_before_down_m0p15_H120,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.2869312279243715,0.24641595678371078,0.2732183669229171,0.24371493870766672,0.7535840432162892,0.2732183669229171,0.2732183669229171,0.24371493870766672,0.0,0.0,61.0,62.0,0.10381410495860252,0.27341490335019336,-0.10268165656618407,0.0
robustness,0.3,-0.1,20,up_0p3_before_down_m0p1_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.027633492624142945,0.10596301682942032,0.02721795138167463,0.10596301682942032,0.8940369831705797,0.02721795138167463,0.02721795138167463,0.10596301682942032,0.0,0.0,14.0,12.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.3,-0.1,60,up_0p3_before_down_m0p1_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.14253064616663202,0.302098483274465,0.14149179306046125,0.3018907126532308,0.697901516725535,0.14149179306046125,0.14149179306046125,0.3018907126532308,0.0,0.0,35.0,29.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
robustness,0.3,-0.1,120,up_0p3_before_down_m0p1_H120,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.2869312279243715,0.45293995429046335,0.25244130479950133,0.44629129441097026,0.5470600457095367,0.25244130479950133,0.25244130479950133,0.44629129441097026,0.0,0.0,61.0,39.0,0.10381410495860252,0.27341490335019336,-0.10268165656618407,0.0
robustness,0.5,-0.2,20,up_0p5_before_down_m0p2_H20,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.00498649490961978,0.006856430500727197,0.00498649490961978,0.006856430500727197,0.9931435694992728,0.00498649490961978,0.00498649490961978,0.006856430500727197,0.0,0.0,15.5,11.0,0.01680822720549393,0.08103618352075857,-0.04891679922270452,0.0
robustness,0.5,-0.2,60,up_0p5_before_down_m0p2_H60,4813,4813,1.0,4813,0,0,0,0,0,0,4813,0.0444629129441097,0.037814253064616665,0.0444629129441097,0.037814253064616665,0.9621857469353834,0.0444629129441097,0.0444629129441097,0.037814253064616665,0.0,0.0,44.0,44.0,0.03807984910377831,0.1578707576923164,-0.07646825043220606,0.0
