comparison_id,decision_date,lhs_monthly_return,rhs_monthly_return,paired_delta,lhs_evaluable,rhs_evaluable,paired_evaluable,event_month_posthoc,missing_reason,run_id,contract_version
MODEL__D10__L000__STOP05__GROSS,2026-01-30,0.036264046079,0.0352154817547,0.00104856432435,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__GROSS,2026-02-27,-0.0284214851417,-0.0816810388359,0.0532595536942,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__GROSS,2026-03-31,0.000597634013833,0.0424508008107,-0.0418531667968,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2024-07-31,-0.0270360577795,-0.0363764132033,0.00934035542373,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2024-08-30,0.0550822650041,0.0296236512734,0.0254586137307,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2024-09-30,-0.0212000101632,-0.0228233181501,0.00162330798686,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2024-10-31,0.0132983338763,0.00405745696276,0.00924087691351,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2024-11-29,0.0359824924712,0.0240247267753,0.0119577656959,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2024-12-31,-0.0343367600173,-0.0409970443878,0.00666028437059,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-01-27,-0.0209365744915,-0.00892369357106,-0.0120128809205,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-02-28,0.0160286205431,-0.0166878581135,0.0327164786566,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-03-31,-0.0215200120773,-0.0466204287907,0.0251004167134,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-04-30,0.0322041785654,-0.0113475488659,0.0435517274314,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-05-30,0.0392634949027,0.0397075006856,-0.00044400578293,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-06-30,-0.00245529534907,0.0192595494904,-0.0217148448394,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-07-31,0.010642083621,0.105360239932,-0.0947181563113,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-08-29,-0.0300994058403,-0.0229579962675,-0.00714140957284,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-09-30,0.0288680530639,-0.0392192054923,0.0680872585562,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-10-31,-0.0196351725735,-0.0432212922034,0.0235861196299,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-11-28,0.006900073978,0.0288887602023,-0.0219886862243,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2025-12-31,0.0245140520004,0.0635808404995,-0.039066788499,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2026-01-30,0.0360535579464,0.0351102974099,0.000943260536435,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2026-02-27,-0.0297250815837,-0.0834607125019,0.0537356309182,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP000,2026-03-31,-0.000151905794137,0.0423146423483,-0.0424665481424,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2024-07-31,-0.0277869462377,-0.0372268087244,0.00943986248669,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2024-08-30,0.0544037248703,0.0289760061263,0.025427718744,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2024-09-30,-0.0221333347648,-0.023429062724,0.00129572795921,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2024-10-31,0.0127452022305,0.00353285120863,0.0092123510219,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2024-11-29,0.0354326662483,0.0234390186831,0.0119936475652,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2024-12-31,-0.0349971318227,-0.0417826435564,0.0067855117337,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-01-27,-0.0215437362246,-0.00960154897069,-0.0119421872539,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-02-28,0.0155615653812,-0.017326672805,0.0328882381862,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-03-31,-0.0222835387662,-0.047658634487,0.0253750957208,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-04-30,0.0319814490169,-0.0121048134842,0.0440862625011,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-05-30,0.0391493376126,0.0394403079009,-0.000290970288352,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-06-30,-0.00287564613716,0.0187909114086,-0.0216665575457,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-07-31,0.0103291519525,0.105681764781,-0.0953526128289,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-08-29,-0.030811949893,-0.0239522827227,-0.00685966717031,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-09-30,0.028742386638,-0.0403552038902,0.0690975905282,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-10-31,-0.0204800710504,-0.0444552523102,0.0239751812598,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-11-28,0.00654744275482,0.0285045101317,-0.0219570673769,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2025-12-31,0.0240190979629,0.0636315456074,-0.0396124476445,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2026-01-30,0.035818897325,0.0350097730997,0.000809124225343,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2026-02-27,-0.0309124793977,-0.0851836965495,0.0542712171518,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP005,2026-03-31,-0.00091041475572,0.0421485088348,-0.0430589235905,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2024-07-31,-0.0285378346959,-0.0380772042456,0.00953936954965,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2024-08-30,0.0537241357859,0.0283272158675,0.0253969199184,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2024-09-30,-0.0230693069944,-0.0240366433508,0.000967336356368,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2024-10-31,0.0121894400913,0.00300600116816,0.00918343892311,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2024-11-29,0.0348796200302,0.0228501882788,0.0120294317514,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2024-12-31,-0.0356620789016,-0.0425733375351,0.00691125863352,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-01-27,-0.0221559447963,-0.0102849236835,-0.0118710211128,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-02-28,0.0150900407136,-0.0179715746922,0.0330616154057,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-03-31,-0.023055084792,-0.0487081032164,0.0256530184245,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-04-30,0.0317560264847,-0.0128719732277,0.0446279997124,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-05-30,0.039033749882,0.039169205708,-0.000135455825949,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-06-30,-0.00330135821316,0.0183151701802,-0.0216165283934,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-07-31,0.010011960029,0.106008465682,-0.0959965056528,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-08-29,-0.0315346451201,-0.0249619835199,-0.00657266160021,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-09-30,0.0286147410329,-0.041511184583,0.0701259256158,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-10-31,-0.0213384875741,-0.0457139204661,0.024375432892,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-11-28,0.00618854601144,0.0281115423053,-0.0219229962939,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2025-12-31,0.0235149933995,0.0636834402994,-0.0401684468998,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2026-01-30,0.0355796650974,0.0349069003293,0.000672764768098,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2026-02-27,-0.0321235637854,-0.0869472796831,0.0548237158978,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP010,2026-03-31,-0.00168597183261,0.0419778113347,-0.0436637831673,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2024-07-31,-0.0300396116124,-0.0397779952879,0.00973838367556,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2024-08-30,0.0523618010204,0.0270261878451,0.0253356131753,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2024-09-30,-0.0249492395301,-0.0252573462555,0.000308106725346,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2024-10-31,0.0110699489155,0.00194551037377,0.00912443854175,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2024-11-29,0.0337637537966,0.0216630601319,0.0121006936647,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2024-12-31,-0.0370058904006,-0.0441702094639,0.0071643190633,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-01-27,-0.0233957562667,-0.0116685029022,-0.0117272533644,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-02-28,0.0141333237548,-0.0192799914267,0.0334133151815,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-03-31,-0.024622745582,-0.0508415709409,0.0262188253589,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-04-30,0.0312969047158,-0.0144367641555,0.0457336688714,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-05-30,0.0387981741909,0.0386149248004,0.000183249390524,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-06-30,-0.00416928180681,0.0173417223679,-0.0215110041748,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-07-31,0.00936444261864,0.106677903775,-0.0973134611563,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-08-29,-0.0330113693429,-0.0270290845221,-0.00598228482077,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-09-30,0.0283533222661,-0.0438852395535,0.0722385618196,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-10-31,-0.0230971935632,-0.0483084100093,0.0252112164461,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-11-28,0.00545127593008,0.0272982391211,-0.021846963191,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2025-12-31,0.0224782985473,0.0637909699099,-0.0413126713626,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2026-01-30,0.0350869408276,0.0346937723436,0.000393168484002,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2026-02-27,-0.0346196850293,-0.0906021215982,0.0559824365689,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP020,2026-03-31,-0.00329058221566,0.0416219508382,-0.0449125330538,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2024-07-31,-0.0330431654452,-0.0431795773726,0.0101364119274,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2024-08-30,0.0496244364684,0.0244102559876,0.0252141804808,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2024-09-30,-0.0287413768753,-0.0277211559871,-0.00102022088821,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2024-10-31,0.00879856087055,-0.000203046070021,0.00900160694057,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2024-11-29,0.0314921104612,0.0192502164379,0.0122418940232,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2024-12-31,-0.0397505613525,-0.0474273229463,0.00767676159378,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-01-27,-0.0259387937764,-0.0145049470167,-0.0114338467596,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-02-28,0.0121633341202,-0.0219738328596,0.0341371669798,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-03-31,-0.0278600722942,-0.0552520483283,0.0273919760341,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-04-30,0.0303441006193,-0.0176940335644,0.0480381341838,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-05-30,0.0383086198226,0.0374554695776,0.000853150245042,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-06-30,-0.00597419012179,0.0153020822805,-0.0212762724023,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-07-31,0.00801426374933,0.108084722771,-0.100070459021,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-08-29,-0.0360966813858,-0.0313649418565,-0.00473173952926,True,True,True,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP05__SLIP040,2025-09-30,0.027804556424,-0.0488978669397,0.0767024233637,True,True,True,False,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
