comparison_id,month_scope,paired_month_n,required_calendar_month_n,mean_delta,median_delta,win_month_rate,worst_delta,bootstrap_method,rng_bit_generator,seed,block_length_months,sampled_block_n,repetitions,bootstrap_statistic,quantile_method,CI_lower,CI_median,CI_upper,status,missing_reason,run_id,contract_version
MODEL__D10__L000__STOP10__SLIP020,all,21,21,-0.000943116737608,0.0085181226895,0.52380952381,-0.12413358537,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0231146209257,-0.000628609550804,0.0192671233846,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP10__SLIP040,all,21,21,-0.000997886647124,0.00864485247954,0.52380952381,-0.127360325066,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0239367105788,-0.000634190527832,0.020285947376,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP15__GROSS,all,21,21,-0.00078900275061,0.00502980847206,0.52380952381,-0.130188617434,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0238730311204,-0.000651355368803,0.0207087937422,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP15__SLIP000,all,21,21,-0.000835612266868,0.00502990128162,0.52380952381,-0.131758524211,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0235482522548,-0.000671345026708,0.0205644347478,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP15__SLIP005,all,21,21,-0.000879334098471,0.00503013957738,0.52380952381,-0.133281531634,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0242007925163,-0.00070563774905,0.020729095496,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP15__SLIP010,all,21,21,-0.0009240070469,0.00503037787314,0.52380952381,-0.134833591456,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0241639698741,-0.000875015744214,0.0212553241054,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP15__SLIP020,all,21,21,-0.00101632770085,0.00503085446467,0.52380952381,-0.138028266432,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0243951828789,-0.000827924308089,0.020940329388,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP15__SLIP040,all,21,21,-0.00121379106005,0.00503180764773,0.52380952381,-0.144805559492,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0252064763483,-0.00115654049811,0.0219376439764,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__GROSS,all,21,21,-0.00335692727563,0.0027719,0.52380952381,-0.137542228275,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0267105199911,-0.00308908217771,0.019502915727,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__SLIP000,all,21,21,-0.00342487986897,0.002757927876,0.52380952381,-0.13901680425,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0267705272448,-0.00326294730131,0.0192033520875,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__SLIP005,all,21,21,-0.00349063730232,0.002748912926,0.52380952381,-0.140474565292,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0273979588362,-0.00335033705324,0.0192891307132,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__SLIP010,all,21,21,-0.00355759117991,0.002739897976,0.52380952381,-0.141957804744,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0274266280717,-0.00346790883151,0.019337727918,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__SLIP020,all,21,21,-0.00369521810088,0.002721868076,0.52380952381,-0.145003439985,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0276389115862,-0.00344610473212,0.0198319524838,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOP20__SLIP040,all,21,21,-0.00398632473456,0.002685808276,0.52380952381,-0.151431790758,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0287882521165,-0.00385183404944,0.0202347303322,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOPNONE__GROSS,all,21,21,-0.00691875697785,0.0034331,0.52380952381,-0.141240446592,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0283046096891,-0.00665800280712,0.012964844118,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOPNONE__SLIP000,all,21,21,-0.00700934015618,0.003433240088,0.52380952381,-0.142541559967,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0285684832335,-0.00685142822662,0.0126352292245,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOPNONE__SLIP005,all,21,21,-0.00709937223984,0.003433509488,0.52380952381,-0.143858225206,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0289890909617,-0.00678682390836,0.0128659030277,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOPNONE__SLIP010,all,21,21,-0.00719084509712,0.003433778888,0.52380952381,-0.145195828406,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.028560339966,-0.00687423566224,0.0129465752136,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOPNONE__SLIP020,all,21,21,-0.00737825229776,0.003434317688,0.52380952381,-0.147935879266,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0295883409003,-0.00718866354967,0.0127057466991,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L000__STOPNONE__SLIP040,all,21,21,-0.00777195080473,0.003435395288,0.52380952381,-0.153690522785,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0298036034204,-0.00742202423335,0.0128989519211,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__GROSS,all,21,21,0.00362340592543,0.00646424937818,0.571428571429,-0.094387903472,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0114568283002,0.00403758961342,0.0164097718958,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP000,all,21,21,0.00369498117887,0.00656268844262,0.571428571429,-0.0950351086116,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0114005297596,0.00408423856784,0.0165940925026,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP005,all,21,21,0.00377007110647,0.00668322986736,0.571428571429,-0.0956742277517,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0113910635546,0.0040992988486,0.0167747626631,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP010,all,21,21,0.00384697200766,0.00680426165883,0.571428571429,-0.0963228650784,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.011306793291,0.0042120377341,0.0170994037699,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP020,all,21,21,0.00400647722227,0.00704780333636,0.619047619048,-0.0976495649401,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0115318183397,0.00439334998933,0.01753288178,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP05__SLIP040,all,21,21,0.00435039548491,0.00754084688809,0.571428571429,-0.100427146717,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0119624709986,0.00462941560777,0.01833756591,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__GROSS,all,21,21,-0.000639678151079,0.00848830978054,0.52380952381,-0.120763749454,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0224955991344,-0.000503081785863,0.0193952416403,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP000,all,21,21,-0.000647942765672,0.00853882324711,0.52380952381,-0.12152751199,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0222304548853,-0.000227749587547,0.0194255533543,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP005,all,21,21,-0.000652987709565,0.00857254819222,0.52380952381,-0.1222830884,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0228529155658,-0.000376614884013,0.0193850441695,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP010,all,21,21,-0.000658384149128,0.00860627313733,0.52380952381,-0.123048546191,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0228729809475,-0.000409400233717,0.0197010273688,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP020,all,21,21,-0.000670304831957,0.00867372302755,0.52380952381,-0.124609904026,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0234313256342,-0.000495822151992,0.0197280637067,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP10__SLIP040,all,21,21,-0.00069923362246,0.00880862280799,0.52380952381,-0.127860289182,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0236759187549,-0.000262173418429,0.020851172792,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__GROSS,all,21,21,-0.000626418582432,0.00497036333377,0.52380952381,-0.130559922785,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0235395465126,-0.000563000976465,0.0213529131895,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP000,all,21,21,-0.000668939761654,0.00497066203964,0.52380952381,-0.1321448663,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0237873944611,-0.000593896311363,0.0215511069054,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP005,all,21,21,-0.000708459189376,0.00497135095797,0.52380952381,-0.133682493832,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0237180831717,-0.000483223326767,0.021567201801,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP010,all,21,21,-0.000748866241348,0.0049720398763,0.52380952381,-0.135249519591,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0245341657558,-0.000437890907908,0.0220585942261,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP020,all,21,21,-0.000832458888161,0.00497341771297,0.52380952381,-0.138475214079,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0244437886295,-0.000679444927134,0.0218518359584,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP15__SLIP040,all,21,21,-0.00101163894017,0.0049761733863,0.52380952381,-0.145319283037,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0249484066994,-0.000726461045699,0.0228109729505,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__GROSS,all,21,21,-0.0027069669087,0.0027868,0.52380952381,-0.136499981854,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0259779909112,-0.00273195579281,0.020452204231,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP000,all,21,21,-0.00276851506295,0.002773742894,0.52380952381,-0.137986928343,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0264217155806,-0.00252224464259,0.020464533432,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP005,all,21,21,-0.00282778770774,0.002765645094,0.52380952381,-0.139456723438,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0263569926297,-0.00266753687048,0.0202336453242,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP010,all,21,21,-0.00288816547206,0.002757547294,0.52380952381,-0.140952403226,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0272511145465,-0.00282092728622,0.0204123456596,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP020,all,21,21,-0.00301235864121,0.002741351694,0.52380952381,-0.144024204143,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0274064956773,-0.00298749712707,0.0208848051795,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOP20__SLIP040,all,21,21,-0.00327541610956,0.002708960494,0.52380952381,-0.150510536588,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0281199759479,-0.00303595006415,0.0213526244329,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__GROSS,all,21,21,-0.00661984943852,0.0034168,0.52380952381,-0.141919098903,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0284544558856,-0.00637854417918,0.0131347319865,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP000,all,21,21,-0.00670655063713,0.003417189194,0.52380952381,-0.143230538798,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0282699863038,-0.00651460715275,0.013204392587,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP005,all,21,21,-0.00679263382877,0.003417937644,0.52380952381,-0.14456202418,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0281845542716,-0.00655572127342,0.013367511746,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP010,all,21,21,-0.00688010482875,0.003418686094,0.52380952381,-0.145914733694,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0289249645918,-0.00655345702445,0.0131749509532,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP020,all,21,21,-0.00705934503561,0.003420182994,0.52380952381,-0.148685888105,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.028518194137,-0.00676028083141,0.0134432341498,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L050__STOPNONE__SLIP040,all,21,21,-0.00743602403785,0.003423176794,0.52380952381,-0.154506546528,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.029559028027,-0.00721916932031,0.0137548071478,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__GROSS,all,21,21,0.00391125800492,0.00622775430244,0.571428571429,-0.0943556871959,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0110071429908,0.00430452878103,0.0167846557646,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP000,all,21,21,0.0039878411833,0.00631696383704,0.571428571429,-0.095003178093,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0112354658931,0.00430392910064,0.0169197218543,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP005,all,21,21,0.0040682633554,0.00642943791366,0.571428571429,-0.095641230855,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0111820437615,0.00442513790254,0.0173743126575,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP010,all,21,21,0.00415062189953,0.00654235056526,0.571428571429,-0.0962887984614,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0110651727864,0.00448547330355,0.0175093476965,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP020,all,21,21,0.00432143698004,0.0067694965956,0.619047619048,-0.0976133507064,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0114772824789,0.00460556064651,0.0180078568129,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP05__SLIP040,all,21,21,0.00468969528037,0.00722910507826,0.571428571429,-0.100386619756,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0112970060174,0.00506678251757,0.0187917002625,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__GROSS,all,21,21,-0.000296279964887,0.00830309559652,0.52380952381,-0.121223693092,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0222338163557,-8.46299077966e-05,0.0196477898509,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D10__L100__STOP10__SLIP000,all,21,21,-0.00029930175794,0.00835344978986,0.52380952381,-0.121996136386,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0223269485771,-2.7177745787e-05,0.0198014189148,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
