comparison_id,month_scope,paired_month_n,required_calendar_month_n,mean_delta,median_delta,win_month_rate,worst_delta,bootstrap_method,rng_bit_generator,seed,block_length_months,sampled_block_n,repetitions,bootstrap_statistic,quantile_method,CI_lower,CI_median,CI_upper,status,missing_reason,run_id,contract_version
MODEL__D8__L050__STOP15__SLIP040,all,21,21,0.00371047327805,0.0109671021958,0.714285714286,-0.0740045817052,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00836788917297,0.00371252930913,0.0151828173802,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP20__GROSS,all,21,21,0.00493699219582,0.0101250438287,0.714285714286,-0.0674715135239,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0068540215288,0.00496510965742,0.0161816607827,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP20__SLIP000,all,21,21,0.00486451366577,0.0100618373465,0.714285714286,-0.0682035735851,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00719718319366,0.00498763935437,0.0165448328792,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP20__SLIP005,all,21,21,0.00479302997584,0.00999295894493,0.714285714286,-0.0689518056777,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00756281696366,0.00494366548155,0.0164292163889,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP20__SLIP010,all,21,21,0.00471956554977,0.00992253090623,0.714285714286,-0.0700989907021,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.007421942333,0.00477629003982,0.0163731351703,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP20__SLIP020,all,21,21,0.00456635348841,0.00977682781639,0.714285714286,-0.0728250294362,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00787389098301,0.00459774338396,0.0164325634104,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOP20__SLIP040,all,21,21,0.00423212097202,0.00946452949032,0.714285714286,-0.0787746402423,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00882855592285,0.00431385955133,0.016689443101,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOPNONE__GROSS,all,21,21,0.00216616853511,0.00936034987306,0.714285714286,-0.0792141351642,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00908792414881,0.00229474107615,0.0125427850386,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOPNONE__SLIP000,all,21,21,0.00206902334702,0.00927638919159,0.714285714286,-0.0805890070362,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00924391582973,0.00213279248046,0.0127480956879,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOPNONE__SLIP005,all,21,21,0.00197127542623,0.00919205691579,0.714285714286,-0.0819777141777,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00923148801037,0.00200897789973,0.012439908897,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOPNONE__SLIP010,all,21,21,0.00187095867953,0.00910551150365,0.714285714286,-0.0834034776577,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00942914030285,0.0020483439406,0.0125957112773,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOPNONE__SLIP020,all,21,21,0.00166220027582,0.00892548008233,0.714285714286,-0.0863722693858,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00989875804506,0.00177733183493,0.0125547030802,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L050__STOPNONE__SLIP040,all,21,21,0.00120892076153,0.00853536343535,0.714285714286,-0.0928265333506,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0106951307991,0.00138750501467,0.0125309356104,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP05__GROSS,all,21,21,0.00340556493252,0.00781012665074,0.666666666667,-0.0403353435516,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00431663665857,0.00345513250261,0.0109700641125,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP05__SLIP000,all,21,21,0.00340072887671,0.00779626822233,0.666666666667,-0.0407118468758,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00443500723092,0.00344463446596,0.0109639536051,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP05__SLIP005,all,21,21,0.0033961242751,0.00778142521318,0.666666666667,-0.0410335085986,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00438893893495,0.00338084803754,0.0110879285755,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP05__SLIP010,all,21,21,0.00339143942006,0.00776698098831,0.666666666667,-0.0413582456516,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00463811409869,0.0034034039609,0.011104667118,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP05__SLIP020,all,21,21,0.00338182208704,0.00773949954165,0.666666666667,-0.0422437015984,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00466548342358,0.00341422568495,0.0111933989651,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP05__SLIP040,all,21,21,0.00336155125729,0.00769194534632,0.666666666667,-0.0445431066047,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00496252184663,0.0033929578691,0.0114956642358,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP10__GROSS,all,21,21,0.00382111326657,0.0138464220419,0.714285714286,-0.0670719521364,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00681482438488,0.00399623033782,0.0135723485461,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP10__SLIP000,all,21,21,0.00377841315014,0.0138078205198,0.714285714286,-0.06782242667,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00682035888106,0.00392612723701,0.0135092267717,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP10__SLIP005,all,21,21,0.00373549636246,0.0136716354599,0.714285714286,-0.0685818855413,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00701778210055,0.00392150522545,0.0135824149525,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP10__SLIP010,all,21,21,0.00369135656948,0.0135352043553,0.714285714286,-0.0693550542943,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00715286673715,0.00382657773861,0.0136483590773,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP10__SLIP020,all,21,21,0.00359918900232,0.0132616019358,0.714285714286,-0.070944033859,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0074836142592,0.00367696975632,0.0136929976403,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP10__SLIP040,all,21,21,0.00339757640109,0.0127114217019,0.714285714286,-0.0743039565339,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00814263534403,0.00362379865875,0.0140835076667,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP15__GROSS,all,21,21,0.00436564864737,0.0119089891284,0.714285714286,-0.0678518168008,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00669295888733,0.00443729216021,0.0153056928586,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP15__SLIP000,all,21,21,0.00430919523464,0.0120002655527,0.714285714286,-0.0685855102328,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0068778090969,0.00426907408056,0.0153659613126,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP15__SLIP005,all,21,21,0.004253307218,0.0120601213581,0.714285714286,-0.0693334378243,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00701408939264,0.00438160560019,0.015329289986,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP15__SLIP010,all,21,21,0.00419581867411,0.0121199771635,0.714285714286,-0.0700941819606,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00707405240648,0.00426901180854,0.0154657337798,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP15__SLIP020,all,21,21,0.00407575489891,0.0121186656082,0.714285714286,-0.0716554608368,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00780199193,0.00421587066705,0.0157471576205,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP15__SLIP040,all,21,21,0.00381303511908,0.0118653805912,0.714285714286,-0.0749472463264,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00839024299076,0.00388647824845,0.0160319334809,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP20__GROSS,all,21,21,0.00484183951734,0.0114229947879,0.714285714286,-0.0704329088812,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00709612874313,0.0047996943017,0.0165258240995,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP20__SLIP000,all,21,21,0.00476617892187,0.0113627990419,0.714285714286,-0.0718021807761,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00735618660236,0.00478786200277,0.0166825700717,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP20__SLIP005,all,21,21,0.00469161453692,0.0112988970228,0.714285714286,-0.073127276933,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00753129079003,0.00478957500452,0.0167951884255,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP20__SLIP010,all,21,21,0.00461498186626,0.0112335639987,0.714285714286,-0.0744893865055,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00780026947073,0.00456654633893,0.0165270639432,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP20__SLIP020,all,21,21,0.00445515537613,0.0110984222503,0.714285714286,-0.0773310287123,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00829963817339,0.00455543520775,0.0168183535437,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOP20__SLIP040,all,21,21,0.00410646182601,0.010808848874,0.714285714286,-0.0835341361113,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00927501849373,0.00411442144047,0.0168628583379,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOPNONE__GROSS,all,21,21,0.00217337882566,0.0109199624545,0.714285714286,-0.0801982865431,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00895374674151,0.00227647067649,0.0128042890999,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOPNONE__SLIP000,all,21,21,0.00207475460776,0.010837532456,0.714285714286,-0.0815918538832,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00916655236036,0.00230629376727,0.0128025802386,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOPNONE__SLIP005,all,21,21,0.00197559703086,0.0107553854063,0.714285714286,-0.0830004075915,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00940672730529,0.00211947290416,0.0128619213921,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOPNONE__SLIP010,all,21,21,0.00187382655994,0.0106710843115,0.714285714286,-0.0844466128137,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00948440569341,0.00191417495449,0.0126962800225,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOPNONE__SLIP020,all,21,21,0.00166202041559,0.0104957265087,0.714285714286,-0.087458182572,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.00986682488022,0.00176170664137,0.0125188648649,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D8__L100__STOPNONE__SLIP040,all,21,21,0.00120202041151,0.0101157553634,0.714285714286,-0.0940064420435,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0110843246657,0.00128082527876,0.0126840456757,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP05__GROSS,all,21,21,0.00120927905166,0.00942643269765,0.619047619048,-0.0499247440303,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0113694928247,0.00108007365686,0.014412959468,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP05__SLIP000,all,21,21,0.00117510815009,0.00939266617847,0.619047619048,-0.0507972948826,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0114208816391,0.00115522106533,0.0144263034612,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP05__SLIP005,all,21,21,0.00114142345686,0.00935139969692,0.619047619048,-0.0516460935604,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0116642470525,0.00108320205321,0.0146374872806,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP05__SLIP010,all,21,21,0.00110673804242,0.00931004602768,0.619047619048,-0.0525168093723,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0117973625329,0.00099757137905,0.0144686511998,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP05__SLIP020,all,21,21,0.00103417696554,0.00922709970068,0.619047619048,-0.0543274795111,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0121423051343,0.000926215322596,0.0146166448291,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP05__SLIP040,all,21,21,0.00087480198533,0.0090604269084,0.619047619048,-0.0582529191283,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0125895223605,0.00089114282353,0.0145924001572,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP10__GROSS,all,21,21,0.00220536523525,0.0117268753756,0.571428571429,-0.0788728005898,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0156275915619,0.00231793612389,0.0200959245006,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP10__SLIP000,all,21,21,0.00213421015139,0.0118212335163,0.571428571429,-0.080224538174,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0161267190087,0.00218885072797,0.0200524153609,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP10__SLIP005,all,21,21,0.00206519024594,0.0118864108786,0.571428571429,-0.0815168329369,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0159362843875,0.00206649133678,0.0201012751727,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP10__SLIP010,all,21,21,0.0019942616984,0.0119515882409,0.571428571429,-0.0828453356582,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0163348539009,0.00202084823272,0.0202738101946,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP10__SLIP020,all,21,21,0.0018463501511,0.0120819429655,0.571428571429,-0.0856172285147,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0167258284685,0.00186908709848,0.0203271621931,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP10__SLIP040,all,21,21,0.00152373157324,0.0123426524148,0.571428571429,-0.0916697755626,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0173951673143,0.00162624723604,0.0202228872678,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP15__GROSS,all,21,21,0.000531799272067,0.00572681700755,0.52380952381,-0.0697910497085,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0157250041832,0.000707105207279,0.01590054,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP15__SLIP000,all,21,21,0.000450489308418,0.00544006120062,0.52380952381,-0.0709570584724,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0161112224342,0.000584893557392,0.0156364224396,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP15__SLIP005,all,21,21,0.000370945616905,0.00520506603944,0.52380952381,-0.0720407902186,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0160786304697,0.000693788184974,0.0158476782855,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP15__SLIP010,all,21,21,0.000289348115656,0.00496958655676,0.52380952381,-0.0731530602132,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0162374837594,0.000521946302178,0.01600411249,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP15__SLIP020,all,21,21,0.000119663671455,0.00449716874476,0.52380952381,-0.075467845943,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0163612821301,0.00027018467296,0.0157836724067,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP15__SLIP040,all,21,21,-0.000248214719773,0.00354645623338,0.52380952381,-0.080494524822,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0173973876378,0.00010720585505,0.0159751422997,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP20__GROSS,all,21,21,-0.00169316073117,0.00491626639662,0.52380952381,-0.0737993706721,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0187775341071,-0.00159061685938,0.0148011630822,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP20__SLIP000,all,21,21,-0.00180381528885,0.0046321598441,0.52380952381,-0.0748376662953,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0191422211371,-0.00170919515021,0.0147899781551,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP20__SLIP005,all,21,21,-0.00191361378743,0.00439225594458,0.52380952381,-0.0758262217524,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0194301292135,-0.00183020884917,0.0147296861457,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP20__SLIP010,all,21,21,-0.0020260383915,0.00415181122283,0.52380952381,-0.0768390456444,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.019589055513,-0.00195061791717,0.014790809196,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP20__SLIP020,all,21,21,-0.0022591532896,0.0036692919838,0.52380952381,-0.078941165663,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0195883490492,-0.00224826047026,0.0149235352803,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOP20__SLIP040,all,21,21,-0.00276143582429,0.00269768255641,0.571428571429,-0.0834796879281,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0209296233078,-0.00260749516701,0.0146534050964,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOPNONE__GROSS,all,21,21,-0.00692903382894,-0.00336236378701,0.47619047619,-0.0774881473596,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0216241181161,-0.00678754392494,0.00689431266379,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
MODEL__D9__L000__STOPNONE__SLIP000,all,21,21,-0.00706179673381,-0.00317719416402,0.47619047619,-0.0783269322889,circular_moving_block_bootstrap_paired_monthly_mean,PCG64,20260716,3,7,20000,paired_mean_monthly_delta,linear,-0.0219794055298,-0.00694991429522,0.00697352728765,evaluable,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
