policy_id,cost_scenario_id,decision_date,concentration_scope,board_HHI,top1_board_weight,top3_board_weight,no_board_position_weight,classified_position_weight,classified_board_coverage_ratio,concentration_status,mean_stock_concentration_tilt_score,effective_holdings,source_table_content_hash,historical_PIT_sector_claim_allowed,market_trading_crowding_claim_allowed,run_id,contract_version
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP020,2026-03-31,realized_posttrade,0.0277015147385,0.0818033823848,0.195973543029,0,1.03388444575,1,evaluable,0.609470887406,43.7969101423,b2fca395b297b00f846c8c23682e55386a499bdaa13bf938ea0591c1c4807848,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP020,2026-03-31,target,0.0277476518036,0.0818938654868,0.196532738331,0,1,1,evaluable,0.609877779529,43.8062420715,d3d33a21bf61f604a3a6c48507fafd60af77e9807c24e53c98f6fe5b12d2bf62,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-07-31,realized_posttrade,0.037652159123,0.0994279613761,0.253449619719,0,1.00013638407,1,evaluable,0.699018511063,42.8318613571,7dc36066a00d7e34db93ca3733ed9982746b7289e3e87597e7e76b4f9ac1d3e8,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-07-31,target,0.03764028651,0.0993953625378,0.253387315108,0,1,1,evaluable,0.699009983524,42.8331969727,c8e9d45f9f09f82a3b673def391c9a74f9c6c62ebc91cc084b79d3fd4a9ae416,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-08-30,realized_posttrade,0.0344867599919,0.0823455108008,0.225178018482,0,1.00572263622,1,evaluable,0.642167890427,43.930428497,be9237a9afd73dbcb88ddcb2074404f4a4610fc7336fd4ac01baa907012669ad,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-08-30,target,0.0344732007735,0.0823191349417,0.225078061031,0,1,1,evaluable,0.642183379872,43.92983725,eb931da4b81f8c689a5d1ea8d5284869ae87bb641aaba94df3f6c388490bdd62,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-09-30,realized_posttrade,0.0342190557164,0.0873660265266,0.229192987593,0,0.663235516396,1,evaluable,0.653078882283,28.938382127,23b4948dc9662d7da502b4904329e85f636776c39bbbd21a21391b1fd3098d45,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-09-30,target,0.0336221083569,0.0842978998389,0.22797846241,0,1,1,evaluable,0.653663407525,43.9141076891,77a5f3c13c17b2b3dd84fb94c6860950b8771e3a960ddc356a20e47200f045a7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-10-31,realized_posttrade,0.0349430143059,0.0885201023746,0.225250256256,0,0.990188165866,1,evaluable,0.679049261901,42.8864783138,7d8c35fefd35a2dcc0916cbb4433570a414f710b1f86c81eef9e274658b83ff5,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-10-31,target,0.0351445084821,0.0887467954962,0.226714235165,0,1,1,evaluable,0.67899296027,43.9029302227,fea4f6af9e74256f3c7afd4422c4c9323c0a2b0b1e415b45d1c1c13f9987680f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-11-29,realized_posttrade,0.0339241636336,0.0805856168094,0.223432510865,0,1.01876235664,1,evaluable,0.686342733917,43.9040079166,38fdd2eed8ce5eda40b5d3884c9568f9ad87b11d3e2875d359e78c2401f98487,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-11-29,target,0.0339011797893,0.0805818473999,0.223386018846,0,1,1,evaluable,0.686367302671,43.904574614,ff1fd527e7262e43aa003b9e3b3bba2b20591607b72d4a3bbbdb750f92d1859d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-12-31,realized_posttrade,0.031909980894,0.0840072789275,0.21606931052,0,1.02507793607,1,evaluable,0.622558574027,43.9415936202,2fc4f3505f86f794e152ad7b534cfb4740a57eb55fd58372fe795e321d6e8b56,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2024-12-31,target,0.0318933999538,0.0840127151351,0.216046681657,0,1,1,evaluable,0.622582448275,43.9413685814,37f3df41be5aca9b3b8342b4eaed0c5f8e24575ef14270b1548622ac019fa5e4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-01-27,realized_posttrade,0.0274169626656,0.0753602985312,0.197268127618,0,1.00875382417,1,evaluable,0.590790922772,42.8205563615,7ebb16b1bd020082b006857ee342981040494d0226c16880543b365be851b222,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-01-27,target,0.0269830260627,0.0745593304936,0.19557228796,0,1,1,evaluable,0.591658634128,43.8179974228,49c83c2aba00f414122d456fd68e133148954633e45e4fa0eae2dbc4ba063be0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-02-28,realized_posttrade,0.026875104703,0.0786543396252,0.195522316955,0,1.03482623731,1,evaluable,0.60553150357,43.6819734392,3df510d0cf3a05fb48a2e579c2004909f3b8dd24acf7a9b3a66c5e7b9630d806,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-02-28,target,0.0268643302006,0.0786762882653,0.195595819555,0,1,1,evaluable,0.60586165384,43.6566841605,8d039a955a0d5c0d1bcb18f3842c03bafeb23053d4fb2910c1b2e2257187b3e2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-03-31,realized_posttrade,0.0289221568819,0.0836805775051,0.203265343275,0,1.04287755957,1,evaluable,0.619698842291,43.7595280845,7ffaeadda9d605268d4a16f207497eb8e653f3494bb2fdb52778ec1de22cf9e4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-03-31,target,0.0289189586748,0.0836606992441,0.20323692191,0,1,1,evaluable,0.619650786615,43.7675009158,46496a9995921c9fd5a753c62de71bab10ba536f10a65d9442e2787c5bebd8fb,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-04-30,realized_posttrade,0.029322146539,0.0839678298963,0.205432629914,0,1.05213293922,1,evaluable,0.640023831841,43.7738585154,fde0c1dad86a4c0d74f891659cfb7eccc221ec2f5ccc4089f13e8a763d3014c9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-04-30,target,0.0293270318789,0.0839686219643,0.205469251749,0,1,1,evaluable,0.640102010794,43.7683482465,30f28c8750c32f7d87da7580a17563623e615144ab663261a06ea850a74785bd,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-05-30,realized_posttrade,0.0285450339912,0.0849433211237,0.194520641827,0,1.05798957551,1,evaluable,0.595031589519,43.7648385821,bf99e1549a7312a393a0ffed0f0ab0fca441aae26492137b3d29353be0221d82,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-05-30,target,0.0285406395947,0.0849177779322,0.194408648406,0,1,1,evaluable,0.595219789073,43.7497531674,e7da268b25e14dc99d11c9fe03f1ea16c1f35fe24fc13f53673771082d41e621,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-06-30,realized_posttrade,0.0267633850745,0.0776203760311,0.195159075642,0,1.05824462758,1,evaluable,0.586726871385,44.4815610312,337368fcde109e608a0241970133e8a248d9a524628d329e6bb209e417c1c5aa,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-06-30,target,0.0267806784218,0.0776327611408,0.195258929149,0,1,1,evaluable,0.586819721712,44.476270274,a7ed80dcf05f346f2ec3727bafe7390248ca2020db434c76438d7bdc2e182982,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-07-31,realized_posttrade,0.0282055069268,0.081799732291,0.204074565829,0.0219093010328,1.03981523483,0.979364420532,evaluable,0.568234987605,43.8731663087,2700f30af8ac3c4cae6956aacdb1bbfe323437d20f23c09427a9fa9e5d3aca6c,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-07-31,target,0.0282241348543,0.0819253913896,0.204129482853,0.021257910985,0.978742089015,0.978742089015,evaluable,0.568241515451,43.8767109748,a1799a1eb0d94705881ab05966a0e9e6fe6f9768b6f0028093023a79c449ea47,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-08-29,realized_posttrade,0.0250456337495,0.0764862199145,0.193202154228,0.0220755781358,1.03199113674,0.979056754355,evaluable,0.57493087416,43.6892519319,16e0774c571f8c101d96d32708d1d5dfc63bd9092460bfd62419c14d266e7c85,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-08-29,target,0.0250729526373,0.0765030830731,0.193441557578,0.0211597518893,0.978840248111,0.978840248111,evaluable,0.575006050167,43.6916412152,e4de940203d405e28b9b2d1ecec5eed2aeecea2f60622b08e9cc2b3146445ac4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-09-30,realized_posttrade,0.0267744472411,0.0812983283336,0.190946253992,0,1.0357067169,1,evaluable,0.576061570552,43.6977291744,9cc10c011effe45621d17bb328f323eb38279c1285a99a5c5634e83f6e0de089,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-09-30,target,0.0267521554599,0.0808689721229,0.190763135945,0,1,1,evaluable,0.577483149043,44.7210001825,2f7b5211cc447bc58e2327148332fb0884e11e9aaefced90569fa7edd5cf9f6f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-10-31,realized_posttrade,0.0274401186087,0.0919207135363,0.193780283335,0,1.07715298513,1,evaluable,0.643053279085,43.7567896641,dc9ff146382da3296e9494eb802089f0d7f376cc2977d272606db713c19780ba,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-10-31,target,0.0274745855897,0.0920018379603,0.194004256734,0,1,1,evaluable,0.643210355164,43.7478869221,fb0ee22024a020d90c068a288fa3b6410ebaf16ee197c2e141e67c65d78cf6b5,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-11-28,realized_posttrade,0.0322485557158,0.0963474623492,0.217676241437,0,1.06085841883,1,evaluable,0.680855397235,42.8276468664,ca324144a62290264efc2ac84434ba98121534b27fb9db438fbd0caf88127f9f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-11-28,target,0.0325872713416,0.0964248904208,0.219641215052,0,1,1,evaluable,0.682022833632,43.8226348666,4a559c38166db2e1964ac632c02e6d4dce2095099e7e699d793899289894b1da,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-12-31,realized_posttrade,0.0311607158881,0.08332034554,0.20804908184,0,1.08058657734,1,evaluable,0.644524106952,44.6144225459,1256d989c4b602533980f6283f916305a4f86387dfd3a9ac361aeb54af327df3,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2025-12-31,target,0.0311074171199,0.0831954420592,0.207678319473,0,1,1,evaluable,0.64492627197,44.5942952734,3503d25081bf1ec2343857de6148b02200caa0003c8cb28230d17bde90e3b059,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-01-30,realized_posttrade,0.032378821625,0.0888993516474,0.222086094413,0,1.0857155999,1,evaluable,0.677047245806,43.8387354677,634ec0e6dc415ddafbd372f1bf5c8e823948dd66a49d64cc2c7d5e878b3952a6,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-01-30,target,0.032378950503,0.0889246175296,0.222201007337,0,1,1,evaluable,0.677100996043,43.8407555775,47005216a89955db1d2f5932f7fea3cad8167d31e01586b449668a2f5e734aaf,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-02-27,realized_posttrade,0.0326375606488,0.0966874212372,0.207683827367,0,1.09655829319,1,evaluable,,44.619235826,cbbf9141ab57148601291274c9747e011c84698554f92c2cce723b2b9ea630f8,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-02-27,target,0.0316814507099,0.0954139460973,0.203194016694,0,1,1,evaluable,0.661184572218,44.8710558033,1bc23712c15a5fa84b57f0d49cac386d46e609441f25257100fc773422986ef7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-03-31,realized_posttrade,0.0277015147385,0.0818033823848,0.195973543029,0,1.10155517771,1,evaluable,0.609470887406,43.7969101423,a1524f3683ed0591eca19db7a9109e8a44ce0734f808e62ac11b6c67881bff4b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP15,SLIP040,2026-03-31,target,0.0277476518036,0.0818938654868,0.196532738331,0,1,1,evaluable,0.609877779529,43.8062420715,d3d33a21bf61f604a3a6c48507fafd60af77e9807c24e53c98f6fe5b12d2bf62,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-07-31,realized_posttrade,0.037652159123,0.0994279613761,0.253449619719,0,0.9958933,1,evaluable,0.699018511063,42.8318613571,5acfa455f211b41e0eb599713d2758593f47adfa9daa29c8fa83343c385af073,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-07-31,target,0.03764028651,0.0993953625378,0.253387315108,0,1,1,evaluable,0.699009983524,42.8331969727,c8e9d45f9f09f82a3b673def391c9a74f9c6c62ebc91cc084b79d3fd4a9ae416,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-08-30,realized_posttrade,0.034482382735,0.0823397183464,0.225144282882,0,0.995161681169,1,evaluable,0.642154150304,43.9317203167,2d291046e5821803beb4263cf3ef3284fb99571131173dd6950be69706eea167,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-08-30,target,0.0344732007735,0.0823191349417,0.225078061031,0,1,1,evaluable,0.642183379872,43.92983725,eb931da4b81f8c689a5d1ea8d5284869ae87bb641aaba94df3f6c388490bdd62,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-09-30,realized_posttrade,0.0342196893034,0.0873425498383,0.229160307547,0,0.653355503545,1,evaluable,0.653039600409,28.9399533736,c36416538f780f93378ab72ec5a5d812c8e489db64f4315b49c2c272548f4ab4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-09-30,target,0.0336221083569,0.0842978998389,0.22797846241,0,1,1,evaluable,0.653663407525,43.9141076891,77a5f3c13c17b2b3dd84fb94c6860950b8771e3a960ddc356a20e47200f045a7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-10-31,realized_posttrade,0.0349327962782,0.0884961826446,0.225220212247,0,0.968814157835,1,evaluable,0.679068495207,42.8849114541,10862768e6d7d4f6e3da0a7925aa1f60b009802761fdcaf06240f74a6e200806,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-10-31,target,0.0351445084821,0.0887467954962,0.226714235165,0,1,1,evaluable,0.67899296027,43.9029302227,fea4f6af9e74256f3c7afd4422c4c9323c0a2b0b1e415b45d1c1c13f9987680f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-11-29,realized_posttrade,0.0339241636336,0.0805856168094,0.223432510865,0,0.988966872677,1,evaluable,0.686342733917,43.9040079166,4720772a8a1074c564d7cd315f1fe530187115cdf4214b946b2e0cdd24fc8dd4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-11-29,target,0.0339011797893,0.0805818473999,0.223386018846,0,1,1,evaluable,0.686367302671,43.904574614,ff1fd527e7262e43aa003b9e3b3bba2b20591607b72d4a3bbbdb750f92d1859d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-12-31,realized_posttrade,0.031909980894,0.0840072789275,0.21606931052,0,0.98812573344,1,evaluable,0.622558574027,43.9415936202,0bef28dca2cace024ccfc5b83979941eebb04f2a27048423e089616fa5c45fe2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2024-12-31,target,0.0318933999538,0.0840127151351,0.216046681657,0,1,1,evaluable,0.622582448275,43.9413685814,37f3df41be5aca9b3b8342b4eaed0c5f8e24575ef14270b1548622ac019fa5e4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-01-27,realized_posttrade,0.0274141479546,0.0753571948072,0.197252790778,0,0.963122048223,1,evaluable,0.590798727183,42.8196905718,a5ab9d39072aef5cc8a75a6ee76d2a608d633c440f634b5477f94f13faa27672,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-01-27,target,0.0269830260627,0.0745593304936,0.19557228796,0,1,1,evaluable,0.591658634128,43.8179974228,49c83c2aba00f414122d456fd68e133148954633e45e4fa0eae2dbc4ba063be0,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-02-28,realized_posttrade,0.0268734888366,0.0786205076674,0.195466584144,0,0.985019774433,1,evaluable,0.605564439298,43.6790598806,a6372e55f9a754247be2b9edab27597c1bd7feacde0ba6913d3a1343c0834ca9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-02-28,target,0.0268643302006,0.0786762882653,0.195595819555,0,1,1,evaluable,0.60586165384,43.6566841605,8d039a955a0d5c0d1bcb18f3842c03bafeb23053d4fb2910c1b2e2257187b3e2,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-03-31,realized_posttrade,0.0289447186342,0.0837215051424,0.203392587905,0,0.983063245458,1,evaluable,0.619672253985,43.7614550411,8a065e069ec0e3c73d0ca42f75753b165dfc0f1c0c4255494411b14ab07ea271,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-03-31,target,0.0289189586748,0.0836606992441,0.20323692191,0,1,1,evaluable,0.619650786615,43.7675009158,46496a9995921c9fd5a753c62de71bab10ba536f10a65d9442e2787c5bebd8fb,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-04-30,realized_posttrade,0.0293499937707,0.084008043956,0.205558154033,0,0.980267160111,1,evaluable,0.639973409327,43.7779754605,67974f4b6b346539391394ddddb7a8e864b933fcb0907cab1d71ebd10011d9fb,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-04-30,target,0.0293270318789,0.0839686219643,0.205469251749,0,1,1,evaluable,0.640102010794,43.7683482465,30f28c8750c32f7d87da7580a17563623e615144ab663261a06ea850a74785bd,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-05-30,realized_posttrade,0.028543852926,0.0849769686193,0.194423394432,0,0.978122936667,1,evaluable,0.595122323777,43.7562900078,e17256929ef680e3cade7d4c4d5562742fc7ff97ba7380000c5cbe2c532d5d77,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-05-30,target,0.0285406395947,0.0849177779322,0.194408648406,0,1,1,evaluable,0.595219789073,43.7497531674,e7da268b25e14dc99d11c9fe03f1ea16c1f35fe24fc13f53673771082d41e621,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-06-30,realized_posttrade,0.0267636017728,0.0776132149342,0.195188328292,0,0.978409019264,1,evaluable,0.58674144921,44.4818318845,6048d080ef09c38afadf0774bbc9c4ef36f88d002de5e9bc06dcc45e0d08abac,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-06-30,target,0.0267806784218,0.0776327611408,0.195258929149,0,1,1,evaluable,0.586819721712,44.476270274,a7ed80dcf05f346f2ec3727bafe7390248ca2020db434c76438d7bdc2e182982,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-07-31,realized_posttrade,0.0282078739824,0.0818147492774,0.204068495952,0.0203570167483,0.956197380064,0.979154241879,evaluable,0.568221041382,43.8757694769,fd6beb093d3d027f2e15104613a60610f5fe130b3fc328ba411270b365ce22d6,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-07-31,target,0.0282241348543,0.0819253913896,0.204129482853,0.021257910985,0.978742089015,0.978742089015,evaluable,0.568241515451,43.8767109748,a1799a1eb0d94705881ab05966a0e9e6fe6f9768b6f0028093023a79c449ea47,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D8__L100__STOP20,GROSS,2025-08-29,realized_posttrade,0.0250625642204,0.0765233558443,0.193327187559,0.0206113780204,0.955769802421,0.978890029393,evaluable,0.57495316698,43.6906018076,f0f29ca0d3d6f9a8317c9895671a02552f1ecae5d7270040ed610d05035d29d4,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
