policy_id,cost_scenario_id,mean_target_one_way_turnover,mean_attempted_one_way_turnover,mean_realized_one_way_turnover,total_commission_cny,total_stamp_tax_cny,total_transfer_fee_cny,total_slippage_cny,total_cost_return,maximum_shadow_cash_deficit_cny,shadow_self_financing,live_nav_break_even_slippage_bps,live_nav_break_even_status,liquidation_adjusted_break_even_slippage_bps,liquidation_adjusted_break_even_status,raw_qfq_mapping_warning_n,max_relative_ratio_spread,source_table_content_hash,historical_support_claim_allowed,deployment_authorized,run_id,contract_version
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP020,0.404208194906,0.574528060851,0.564574011595,58167.7513632,55480.3152264,2301.92044453,460384.088906,0.0605614451726,287994.979392,False,57.2078183213,root_found,54.5863872649,root_found,13,0.00735269458928,4337ca9058f7ad45b5d314d616dfaafd48dd8afaca24ba299bfbf46035ba0ea9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP10,SLIP040,0.404208194906,0.574528060851,0.564574011595,58167.7513632,55480.3152264,2301.92044453,920768.177811,0.111576366307,690521.710073,False,57.2078183213,root_found,54.5863872649,root_found,13,0.00735269458928,fa94c1b6c5d1e46b077ba05db5ed4184502b66e127983e68ee0ca12168fcddd6,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,GROSS,0.404208194906,0.500240601549,0.490730812838,0,0,0,0,0,0,True,88.9271490705,root_found,83.7913617834,root_found,13,0.00735269458928,879d02721084fd2fca9ac3001a7065e6038a9bf2bd69fd8d27cbe0549053433d,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP000,0.404208194906,0.500240601549,0.490730812838,51478.8159762,48407.6679524,2031.37743905,0,0.0103013467071,0,True,88.9271490705,root_found,83.7913617834,root_found,13,0.00735269458928,dafb153c8cb911a6cb2c3fbf31b67cde7cb9338653ad2e1bfc1b6a0da7f66c7c,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP005,0.404208194906,0.500240601549,0.490730812838,51478.8159762,48407.6679524,2031.37743905,101568.871952,0.0206926451812,0,True,88.9271490705,root_found,83.7913617834,root_found,13,0.00735269458928,f85570892edb6072da6a408846aaeec1dbb5fca37cc71ec10a6e96a205ceb271,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP010,0.404208194906,0.500240601549,0.490730812838,51478.8159762,48407.6679524,2031.37743905,203137.743905,0.0311862845796,86797.356263,False,88.9271490705,root_found,83.7913617834,root_found,13,0.00735269458928,947e3071a42fce89def0f6e5ffce62ffd430c7e4ca1c6bcd9702318ba271ac7e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP020,0.404208194906,0.500240601549,0.490730812838,51478.8159762,48407.6679524,2031.37743905,406275.487809,0.0524888058546,266675.629292,False,88.9271490705,root_found,83.7913617834,root_found,13,0.00735269458928,c2555de699c22e1552196e9eaaefb5dbb7f3689a6e7b0ef7741f815af3dac4f9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP15,SLIP040,0.404208194906,0.500240601549,0.490730812838,51478.8159762,48407.6679524,2031.37743905,812550.975619,0.0964158893869,626432.175351,False,88.9271490705,root_found,83.7913617834,root_found,13,0.00735269458928,bc3de06dab9fae0618ab8c778e9cc39efb95a908a3addce5e5aade84d71b488f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,GROSS,0.404208194906,0.463690878102,0.453779208986,0,0,0,0,0,0,True,135.905225074,root_found,127.376587279,root_found,13,0.00735269458928,d060fb080c220adeeebd35bf05704484872bd2b068dd8898ccbc334a1ef273d3,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP000,0.404208194906,0.463690878102,0.453779208986,50012.6930182,46892.2055364,1972.52802073,0,0.00951973562929,0,True,135.905225074,root_found,127.376587279,root_found,13,0.00735269458928,0c63c1d0084c3ef265de95ed9c7ecb7ba55ab17502e5b9e4bad0c31b42c67ebc,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP005,0.404208194906,0.463690878102,0.453779208986,50012.6930182,46892.2055364,1972.52802073,98626.4010364,0.0191277111706,0,True,135.905225074,root_found,127.376587279,root_found,13,0.00735269458928,f6984a4800fe5fb4da26e6ac68d0e047d9da1ff9c9298308c3ac65f940a62604,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP010,0.404208194906,0.463690878102,0.453779208986,50012.6930182,46892.2055364,1972.52802073,197252.802073,0.0288213630698,82610.0557276,False,135.905225074,root_found,127.376587279,root_found,13,0.00735269458928,021ed076f6e82d60d1dd989ac0edb299a57b986a3967528e9ed25d6d546c4fc1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP020,0.404208194906,0.463690878102,0.453779208986,50012.6930182,46892.2055364,1972.52802073,394505.604145,0.0484719049157,256650.17686,False,135.905225074,root_found,127.376587279,root_found,13,0.00735269458928,ccb215d99802d19da516f20e8a08a6dee7cc93ae9d19aaaa5775ddcc47b069cd,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOP20,SLIP040,0.404208194906,0.463690878102,0.453779208986,50012.6930182,46892.2055364,1972.52802073,789011.208291,0.0888717976174,604779.890535,False,135.905225074,root_found,127.376587279,root_found,13,0.00735269458928,dd20a09115439c6044d2876c6c830e81150f2119900c1a961ab0a62391c64491,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,GROSS,0.404208194906,0.427771836998,0.419473236912,0,0,0,0,0,0,True,199.686285345,root_found,185.936495025,root_found,13,0.00735269458928,340485ae44dec6036cd5c35207cea38a368e423a44082396f2e22e62f75e8e0a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP000,0.404208194906,0.427771836998,0.419473236912,48627.21175,45490.562,1916.55259,0,0.00881572965892,0,True,199.686285345,root_found,185.936495025,root_found,13,0.00735269458928,5b5c8bb9e4e8e72f4374e8a24d0fa0088636797272887c363fd95c435348caaa,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP005,0.404208194906,0.427771836998,0.419473236912,48627.21175,45490.562,1916.55259,95827.6295,0.0176992728665,0,True,199.686285345,root_found,185.936495025,root_found,13,0.00735269458928,84c297f685cecc93cdd7f167165a85890d2ff0c776e8338f5166c8d1033b9376,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP010,0.404208194906,0.427771836998,0.419473236912,48627.21175,45490.562,1916.55259,191655.259,0.0266532447807,80096.71458,False,199.686285345,root_found,185.936495025,root_found,13,0.00735269458928,c562371a9c6d8fa71d85a238dfeb99cadd77c069e0948a54cd79f334d2b040c7,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP020,0.404208194906,0.427771836998,0.419473236912,48627.21175,45490.562,1916.55259,383310.518,0.0447769892773,249307.04758,False,199.686285345,root_found,185.936495025,root_found,13,0.00735269458928,03df8115568105f965ba8c126f1402be39d9b236e7687e4395f480e315088773,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L000__STOPNONE,SLIP040,0.404208194906,0.427771836998,0.419473236912,48627.21175,45490.562,1916.55259,766621.036,0.0819208198228,587727.71358,False,199.686285345,root_found,185.936495025,root_found,13,0.00735269458928,5d1c1d6bc3c2b35240e1564f2859ebf4c3b9f392f64a31c51cffe31920dcaa0e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,GROSS,0.407747984756,0.679885483335,0.671745670158,0,0,0,0,0,0,True,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,f041deb488bb14796f8fc0e266fc56a38781eff5e33befa54386a032640bb2b6,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP000,0.407747984756,0.679885483335,0.671745670158,68023.8258588,66565.8207177,2704.77046435,0,0.014229940983,0,True,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,fe73ca47dc107015937478c18e4ad9ec63cd054d344ad9f811c04cbf9b29966e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP005,0.407747984756,0.679885483335,0.671745670158,68023.8258588,66565.8207177,2704.77046435,135238.523218,0.0284614077028,0,True,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,d7273fcb124da27759626a4d73172ac6d6f85f5ca5dc47ea6242cc245b90b24b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP010,0.407747984756,0.679885483335,0.671745670158,68023.8258588,66565.8207177,2704.77046435,270477.046435,0.0428876237469,98422.8627499,False,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,8ff02e1318349046c0fe2f175748b7fbc4fc55f67a71a839ad92385ab6f9d413,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP020,0.407747984756,0.679885483335,0.671745670158,68023.8258588,66565.8207177,2704.77046435,540954.092871,0.0723463886466,325659.619699,False,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,574c8403ee131839440c04a31ff297c54fc101e54c8f2261f7fd8912fc9ed46e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP05,SLIP040,0.407747984756,0.679885483335,0.671745670158,68023.8258588,66565.8207177,2704.77046435,1081908.18574,0.133857572421,780133.133597,False,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,328d09100d651fa78564ed02714ac0e67863458b345ac2e9ffb0bc7a4e86c45e,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,GROSS,0.407747984756,0.575375957614,0.565254166915,0,0,0,0,0,0,True,55.9773577297,root_found,53.4154254965,root_found,13,0.00735269458928,8391cddcff140d27b61375ddb3863b5c24a74b2266047ed9be8948ebf597a00a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP000,0.407747984756,0.575375957614,0.565254166915,58127.8712459,55494.9469918,2302.42510984,0,0.0118935430544,0,True,55.9773577297,root_found,53.4154254965,root_found,13,0.00735269458928,b967bfdb389798922481a5abfce8ad99639ce3acf15e759c29b3ea6cf407567a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP005,0.407747984756,0.575375957614,0.565254166915,58127.8712459,55494.9469918,2302.42510984,115121.255492,0.0238692306167,0,True,55.9773577297,root_found,53.4154254965,root_found,13,0.00735269458928,846a148fd2f7ca9895d995cbd92459984870cef655117661e497c275b70afa88,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP010,0.407747984756,0.575375957614,0.565254166915,58127.8712459,55494.9469918,2302.42510984,230242.510984,0.0359817382073,87248.758812,False,55.9773577297,root_found,53.4154254965,root_found,13,0.00735269458928,8f71f73d26674eb465ade0eb8e5961f40285c1937944cd5eb847a010e39cfc2c,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP020,0.407747984756,0.575375957614,0.565254166915,58127.8712459,55494.9469918,2302.42510984,460485.021967,0.060630018352,283234.807374,False,55.9773577297,root_found,53.4154254965,root_found,13,0.00735269458928,0e65536aca7d22de8ad817d00de5e09ce4586013b853d6811f289fde111d1472,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP10,SLIP040,0.407747984756,0.575375957614,0.565254166915,58127.8712459,55494.9469918,2302.42510984,920970.043934,0.11171573455,686421.20891,False,55.9773577297,root_found,53.4154254965,root_found,13,0.00735269458928,8384fd27fa965ce023e1a6f04f41ec65ff9df9117bcb1dadbb2798ac22798589,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP15,GROSS,0.407747984756,0.501803342229,0.491992740501,0,0,0,0,0,0,True,87.5317480713,root_found,82.4855103601,root_found,13,0.00735269458928,79fae8ed3f47b2523730ca012a86eecee5fd9fc73db6e783b45bf5b41b225cfd,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP15,SLIP000,0.407747984756,0.501803342229,0.491992740501,51487.2936179,48472.6092357,2034.01804471,0,0.010321449,0,True,87.5317480713,root_found,82.4855103601,root_found,13,0.00735269458928,745c7ace5b93e7cf413489deec11e719e79dda28dadc506a8d741c8edc444ccd,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP15,SLIP005,0.407747984756,0.501803342229,0.491992740501,51487.2936179,48472.6092357,2034.01804471,101700.902236,0.0207392787156,0,True,87.5317480713,root_found,82.4855103601,root_found,13,0.00735269458928,7b5a5c187f46a1517dd0896f93c0def0ebfe30437cc46eeb26c53f304d16eb38,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP15,SLIP010,0.407747984756,0.501803342229,0.491992740501,51487.2936179,48472.6092357,2034.01804471,203401.804471,0.0312601886115,90124.1941631,False,87.5317480713,root_found,82.4855103601,root_found,13,0.00735269458928,778d28c7772730277fc1de788a0dcf295ed1457a405a619c48e6c6919bb42c98,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP15,SLIP020,0.407747984756,0.501803342229,0.491992740501,51487.2936179,48472.6092357,2034.01804471,406803.608943,0.0526195743013,270390.288536,False,87.5317480713,root_found,82.4855103601,root_found,13,0.00735269458928,7cf5c8bf5223b276cf9c00719cf4f30b23c55726dd8c4434c133ae32cc8c65ba,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP15,SLIP040,0.407747984756,0.501803342229,0.491992740501,51487.2936179,48472.6092357,2034.01804471,813607.217886,0.0966704864298,630922.477282,False,87.5317480713,root_found,82.4855103601,root_found,13,0.00735269458928,9962403ab96e36e5ece3189b999654ab3b1f92f9392ced1314a9c5640fd58254,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP20,GROSS,0.407747984756,0.464889202977,0.454734420557,0,0,0,0,0,0,True,127.789912305,root_found,119.828986517,root_found,13,0.00735269458928,d2f51802c1fba796fa5ab828b513bdc1cdd7b5734b4a5fd7a13815364c135747,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP20,SLIP000,0.407747984756,0.464889202977,0.454734420557,49906.5616567,46815.4688133,1969.50529627,0,0.00953560236145,0,True,127.789912305,root_found,119.828986517,root_found,13,0.00735269458928,a589b0e3db683e6442b11b36e9122afb9b27de41fb92e646762a73a130773142,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP20,SLIP005,0.407747984756,0.464889202977,0.454734420557,49906.5616567,46815.4688133,1969.50529627,98475.2648133,0.0191633912134,0,True,127.789912305,root_found,119.828986517,root_found,13,0.00735269458928,fcc7fe466ab09a0d318c18dc1fa9f7659fbbc5a4ef9c5a885f04b7ac1059153f,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP20,SLIP010,0.407747984756,0.464889202977,0.454734420557,49906.5616567,46815.4688133,1969.50529627,196950.529627,0.0288776176794,84821.1830365,False,127.789912305,root_found,119.828986517,root_found,13,0.00735269458928,b39931d78558042a8ac8a0b367d34fb2723d554ebb01d4862161f21b4c9f070b,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP20,SLIP020,0.407747984756,0.464889202977,0.454734420557,49906.5616567,46815.4688133,1969.50529627,393901.059253,0.0485717052702,258858.35764,False,127.789912305,root_found,119.828986517,root_found,13,0.00735269458928,67319ab9ede1cb69b9944a0e2271577d21f0a4ebbad9e12ba9ad8bf9a29d4c96,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOP20,SLIP040,0.407747984756,0.464889202977,0.454734420557,49906.5616567,46815.4688133,1969.50529627,787802.118507,0.0890691351676,606932.706847,False,127.789912305,root_found,119.828986517,root_found,13,0.00735269458928,2b92f36b24eff37a4ba9fe189714adde81eb87879c7b908e5af6490dd9ae9f73,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOPNONE,GROSS,0.407747984756,0.428447235626,0.420027550211,0,0,0,0,0,0,True,195.770625931,root_found,182.332326982,root_found,13,0.00735269458928,8873572437149bba25792f07448566df9d3ea1900c9a77bf98ce4ea452a09b51,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP000,0.407747984756,0.428447235626,0.420027550211,48531.2325,45457.7825,1915.37346,0,0.00882109641951,0,True,195.770625931,root_found,182.332326982,root_found,13,0.00735269458928,97394a33c046d374e820550674d58d1de9b9b0f66123bba491ed26d65bf9f841,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP005,0.407747984756,0.428447235626,0.420027550211,48531.2325,45457.7825,1915.37346,95768.673,0.0177160825234,0,True,195.770625931,root_found,182.332326982,root_found,13,0.00735269458928,0bac4089b4ed8e4bd2a59e3e6f287105a75f8214ecc638f89b536b046772420a,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP010,0.407747984756,0.428447235626,0.420027550211,48531.2325,45457.7825,1915.37346,191537.346,0.026681860681,82427.97381,False,195.770625931,root_found,182.332326982,root_found,13,0.00735269458928,c194f527338009ef46d7da28fba70ad6370a6c1ac3e9eb32c37409b3426a1102,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP020,0.407747984756,0.428447235626,0.420027550211,48531.2325,45457.7825,1915.37346,383074.692,0.0448303548971,251559.67981,False,195.770625931,root_found,182.332326982,root_found,13,0.00735269458928,bbf18d00e40f916b2df669d2750aa4bc925e488e6fcc832e624533b707a3b7e1,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L050__STOPNONE,SLIP040,0.407747984756,0.428447235626,0.420027550211,48531.2325,45457.7825,1915.37346,766149.384,0.0820285895399,589823.09181,False,195.770625931,root_found,182.332326982,root_found,13,0.00735269458928,5bc9ce49ea03ac68d139b627f55ff933c93f607534c9e9657dc4dfe1951a89d9,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
B0_P4_RAW_RANK__D10__L100__STOP05,GROSS,0.411634144037,0.680519362124,0.672494720673,0,0,0,0,0,0,True,0,not_positive_at_zero_slippage,0,not_positive_at_zero_slippage,19,0.00735269458928,a3ecddd9daaf07adcc074bab937a280df355e6a1692a0a5dd9c77d3c6785cec3,False,False,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
