split,pooling_level,pooling_key,kth_fresh_step_bucket,kth_fresh_offset_bucket,wait_return_bucket,fresh_step_count,seed_episode_count,unique_seed_episode_count,unique_instrument_count,unique_step_signal_date_count,seed_anchor_big_winner_denominator,seed_anchor_big_winner_count,seed_anchor_big_winner_rate,fresh_anchor_big_winner_denominator,fresh_anchor_big_winner_count,fresh_anchor_big_winner_rate,seed_path_denominator,seed_P_good,seed_P_bad,fresh_path_denominator,fresh_P_good,fresh_P_bad,wait_return_to_fresh_entry_p25,wait_return_to_fresh_entry_p50,wait_return_to_fresh_entry_p75,pct_wait_up_gt_5pct,pct_wait_up_gt_10pct,pct_wait_up_gt_20pct,sample_sufficiency_status,pooling_key_family_count,fresh_anchor_path_quality_clean_or_tradable_rate,fresh_anchor_early_failure_rate,split_denominator_share,split_stability_status
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,1,t6_t10,up_5_10pct,4,4,4,4,4,3,1,0.3333333333333333,3,1,0.3333333333333333,4,1.0,0.0,4,0.25,0.75,0.058974183499948984,0.061946503513005124,0.07181538015022038,1.0,0.0,0.0,unusable,5,0.25,0.75,0.0007207207207207207,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t11_t20,up_10_20pct,3,3,3,3,3,3,2,0.6666666666666666,3,2,0.6666666666666666,3,1.0,0.0,3,0.6666666666666666,0.3333333333333333,0.13832900454939667,0.16034104671455252,0.16957114245433746,1.0,1.0,0.0,unusable,5,0.3333333333333333,0.3333333333333333,0.0005405405405405405,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t11_t20,up_5_10pct,5,5,5,5,5,4,1,0.25,4,1,0.25,5,1.0,0.0,5,0.2,0.8,0.05229280793015101,0.08096955875420897,0.08276334115037542,1.0,0.0,0.0,unusable,5,0.2,0.4,0.0009009009009009009,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t21_t30,up_gt_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.20029237646153386,0.20029237646153386,0.20029237646153386,1.0,1.0,1.0,unusable,5,1.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t3_t5,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.04761498550343668,0.04761498550343668,0.04761498550343668,0.0,0.0,0.0,unusable,5,0.0,1.0,0.00018018018018018018,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t3_t5,up_10_20pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.13916052496692355,0.149995917189524,0.16083130941212442,1.0,1.0,0.0,unusable,5,0.0,1.0,0.00036036036036036037,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t3_t5,up_5_10pct,3,3,3,3,3,1,0,0.0,1,0,0.0,2,1.0,0.0,2,1.0,0.0,0.06621151129335301,0.07161822491404668,0.07905595922452735,1.0,0.0,0.0,unusable,5,0.3333333333333333,0.3333333333333333,0.0005405405405405405,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t6_t10,up_0_5pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,1.0,0.0,2,0.5,0.5,0.0333042212214521,0.0382027988888457,0.0431013765562393,0.0,0.0,0.0,unusable,5,0.5,0.0,0.00036036036036036037,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,2,t6_t10,up_5_10pct,9,9,9,9,8,6,0,0.0,6,0,0.0,7,1.0,0.0,7,0.0,1.0,0.0620620520284243,0.07098683012489082,0.07418009277698423,1.0,0.0,0.0,unusable,5,0.0,0.5555555555555556,0.0016216216216216215,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,3,t11_t20,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.033492829152439896,0.033492829152439896,0.033492829152439896,0.0,0.0,0.0,unusable,5,0.0,1.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,3,t11_t20,up_5_10pct,4,4,4,3,4,3,0,0.0,3,0,0.0,4,0.75,0.25,4,0.0,1.0,0.05905037289774989,0.06330768869958636,0.0688095266562368,1.0,0.0,0.0,unusable,5,0.0,0.75,0.0007207207207207207,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,3,t6_t10,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.04668522199360381,0.04668522199360381,0.04668522199360381,0.0,0.0,0.0,unusable,5,1.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout,3,t6_t10,up_5_10pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,1.0,0.0,2,0.5,0.5,0.05943093967112295,0.06260350818838456,0.06577607670564617,1.0,0.0,0.0,unusable,5,0.5,0.5,0.00036036036036036037,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t11_t20,up_10_20pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.1131252671735633,0.1190546274986155,0.12498398782366771,1.0,1.0,0.0,unusable,6,0.0,1.0,0.00036036036036036037,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t11_t20,up_5_10pct,4,4,4,4,4,4,1,0.25,4,1,0.25,4,0.75,0.25,4,0.25,0.75,0.06289541825120504,0.06498362971263383,0.0681623850606905,1.0,0.0,0.0,unusable,6,0.25,0.75,0.0007207207207207207,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t3_t5,down_or_flat,2,2,2,2,2,2,0,0.0,2,0,0.0,2,0.5,0.5,2,0.5,0.5,-0.014851856234860655,-0.012294241301401831,-0.009736626367943008,0.0,0.0,0.0,unusable,6,0.5,0.0,0.00036036036036036037,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t3_t5,up_0_5pct,21,21,21,20,21,19,4,0.21052631578947367,19,4,0.21052631578947367,19,0.7368421052631579,0.21052631578947367,19,0.47368421052631576,0.5263157894736842,0.03220032619414015,0.0391314866603214,0.04507776547279807,0.0,0.0,0.0,too_sparse_report_only,6,0.3333333333333333,0.42857142857142855,0.0037837837837837837,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t3_t5,up_10_20pct,22,22,22,20,22,18,9,0.5,18,5,0.2777777777777778,18,0.9444444444444444,0.05555555555555555,18,0.2222222222222222,0.7222222222222222,0.1176409616875882,0.1298128187367078,0.15324998557254466,1.0,1.0,0.0,too_sparse_report_only,6,0.13636363636363635,0.6363636363636364,0.003963963963963964,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t3_t5,up_5_10pct,41,41,41,36,39,29,11,0.3793103448275862,29,10,0.3448275862068966,31,0.9032258064516129,0.0967741935483871,31,0.41935483870967744,0.5806451612903226,0.06309979709670355,0.07291664390100472,0.08741814419198923,1.0,0.0,0.0,too_sparse_report_only,6,0.24390243902439024,0.4634146341463415,0.007387387387387387,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t3_t5,up_gt_20pct,6,6,6,6,5,4,2,0.5,4,0,0.0,4,1.0,0.0,4,0.0,1.0,0.23363363523639963,0.27471290935814285,0.31796019719575147,1.0,1.0,1.0,unusable,6,0.0,1.0,0.001081081081081081,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t6_t10,up_0_5pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.0,1.0,0.027569234340340143,0.02935055108724771,0.03113186783415528,0.0,0.0,0.0,unusable,6,0.0,0.5,0.00036036036036036037,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t6_t10,up_10_20pct,2,2,2,2,2,1,0,0.0,1,0,0.0,2,1.0,0.0,2,0.0,1.0,0.14096354793729504,0.14516618363439426,0.14936881933149349,1.0,1.0,0.0,unusable,6,0.0,1.0,0.00036036036036036037,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t6_t10,up_5_10pct,9,9,9,9,9,8,1,0.125,8,1,0.125,8,1.0,0.0,8,0.25,0.75,0.05468027383445584,0.080087238211068,0.0865501466046561,1.0,0.0,0.0,unusable,6,0.2222222222222222,0.6666666666666666,0.0016216216216216215,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,1,t6_t10,up_gt_20pct,1,1,1,1,1,1,1,1.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.4383457809341289,0.4383457809341289,0.4383457809341289,1.0,1.0,1.0,unusable,6,0.0,1.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t11_t20,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.043671992821433525,0.043671992821433525,0.043671992821433525,0.0,0.0,0.0,unusable,6,0.0,0.0,0.00018018018018018018,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t11_t20,up_10_20pct,8,8,8,8,8,8,1,0.125,8,1,0.125,8,1.0,0.0,8,0.375,0.625,0.10789242621416584,0.12104952379848732,0.13614585807064683,1.0,1.0,0.0,unusable,6,0.375,0.5,0.0014414414414414415,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t11_t20,up_5_10pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.06541223171073107,0.06541223171073107,0.06541223171073107,1.0,0.0,0.0,unusable,6,0.0,1.0,0.00018018018018018018,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t21_t30,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.10198304148219894,0.10198304148219894,0.10198304148219894,1.0,1.0,0.0,unusable,6,0.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t3_t5,up_0_5pct,2,2,2,2,2,2,1,0.5,2,1,0.5,2,0.5,0.5,2,0.5,0.5,0.029332411167235173,0.033899078962996265,0.03846574675875736,0.0,0.0,0.0,unusable,6,0.5,0.5,0.00036036036036036037,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t3_t5,up_10_20pct,9,9,9,9,9,4,1,0.25,4,0,0.0,8,0.875,0.125,8,0.0,1.0,0.1146399559405944,0.1294310771582472,0.1398020073919013,1.0,1.0,0.0,unusable,6,0.0,0.8888888888888888,0.0016216216216216215,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t3_t5,up_5_10pct,16,16,16,15,16,15,5,0.3333333333333333,15,1,0.06666666666666667,15,0.8,0.13333333333333333,15,0.4666666666666667,0.5333333333333333,0.06902594743465346,0.07764818614079805,0.08816925964306865,1.0,0.0,0.0,too_sparse_report_only,6,0.3125,0.5625,0.002882882882882883,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t6_t10,up_10_20pct,4,4,4,4,4,3,3,1.0,3,1,0.3333333333333333,3,1.0,0.0,3,0.6666666666666666,0.3333333333333333,0.14753333518890732,0.15313581809594945,0.16012656258092078,1.0,1.0,0.0,unusable,6,0.5,0.25,0.0007207207207207207,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t6_t10,up_5_10pct,6,6,6,6,6,6,2,0.3333333333333333,6,2,0.3333333333333333,6,1.0,0.0,6,0.3333333333333333,0.6666666666666666,0.06453746278960276,0.07163028773980462,0.08195582540713359,1.0,0.0,0.0,unusable,6,0.16666666666666666,0.6666666666666666,0.001081081081081081,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,2,t6_t10,up_gt_20pct,4,4,4,4,4,2,1,0.5,2,1,0.5,2,1.0,0.0,2,0.5,0.5,0.20996776803637945,0.21512118377013723,0.2615533646345192,1.0,1.0,1.0,unusable,6,0.25,0.75,0.0007207207207207207,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t11_t20,up_0_5pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.01742334492827813,0.01742334492827813,0.01742334492827813,0.0,0.0,0.0,unusable,6,0.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t11_t20,up_10_20pct,4,4,4,4,4,4,2,0.5,4,1,0.25,4,1.0,0.0,4,0.25,0.75,0.11920295569222539,0.1490889661684729,0.17348970594006258,1.0,1.0,0.0,unusable,6,0.0,0.75,0.0007207207207207207,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t11_t20,up_5_10pct,1,1,1,1,1,0,0,,0,0,,0,,,0,,,0.09239938629423627,0.09239938629423627,0.09239938629423627,1.0,0.0,0.0,unusable,6,0.0,0.0,0.00018018018018018018,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t11_t20,up_gt_20pct,3,3,3,3,3,3,3,1.0,3,1,0.3333333333333333,3,1.0,0.0,3,0.0,1.0,0.34695072872131216,0.40555785876417505,0.4279239005237596,1.0,1.0,1.0,unusable,6,0.0,1.0,0.0005405405405405405,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t21_t30,up_gt_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.21271928234615056,0.21271928234615056,0.21271928234615056,1.0,1.0,1.0,unusable,6,0.0,1.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t3_t5,up_10_20pct,4,4,4,4,4,2,1,0.5,2,1,0.5,2,1.0,0.0,2,0.0,1.0,0.15928591376776974,0.17525528719039962,0.18504280750836627,1.0,1.0,0.0,unusable,6,0.0,0.75,0.0007207207207207207,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t3_t5,up_5_10pct,2,2,2,2,2,1,0,0.0,1,0,0.0,1,0.0,1.0,1,0.0,1.0,0.06541952897991882,0.07359479187696916,0.0817700547740195,1.0,0.0,0.0,unusable,6,0.0,1.0,0.00036036036036036037,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t3_t5,up_gt_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.2514934915999749,0.2514934915999749,0.2514934915999749,1.0,1.0,1.0,unusable,6,0.0,1.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t6_t10,up_10_20pct,5,5,5,5,5,3,0,0.0,3,0,0.0,5,1.0,0.0,5,0.0,1.0,0.11355100363680282,0.14584301507334052,0.15204031936842766,1.0,1.0,0.0,unusable,6,0.0,0.8,0.0009009009009009009,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,3,t6_t10,up_5_10pct,5,5,5,5,5,5,2,0.4,5,1,0.2,5,1.0,0.0,5,0.6,0.4,0.07186856526843388,0.08008010100738172,0.09405253479179998,1.0,0.0,0.0,unusable,6,0.4,0.2,0.0009009009009009009,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,4plus,t11_t20,up_10_20pct,3,3,3,3,3,3,1,0.3333333333333333,3,0,0.0,3,1.0,0.0,3,0.0,1.0,0.1327565602024282,0.13399278655147673,0.1602376973757481,1.0,1.0,0.0,unusable,6,0.0,1.0,0.0005405405405405405,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,4plus,t11_t20,up_5_10pct,1,1,1,1,1,1,1,1.0,1,1,1.0,1,1.0,0.0,1,1.0,0.0,0.08176330422339007,0.08176330422339007,0.08176330422339007,1.0,0.0,0.0,unusable,6,1.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,4plus,t11_t20,up_gt_20pct,1,1,1,1,1,1,1,1.0,1,1,1.0,1,1.0,0.0,1,1.0,0.0,0.48616594284588466,0.48616594284588466,0.48616594284588466,1.0,1.0,1.0,unusable,6,1.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,4plus,t21_t30,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.10903877356658276,0.10903877356658276,0.10903877356658276,1.0,1.0,0.0,unusable,6,1.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,4plus,t6_t10,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.1734183656061885,0.1734183656061885,0.1734183656061885,1.0,1.0,0.0,unusable,6,0.0,1.0,0.00018018018018018018,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,4plus,t6_t10,up_5_10pct,3,3,3,3,3,2,0,0.0,2,0,0.0,2,1.0,0.0,2,0.5,0.5,0.06117016537300235,0.07147889837720212,0.08221743122722758,1.0,0.0,0.0,unusable,6,0.3333333333333333,0.3333333333333333,0.0005405405405405405,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t11_t20,up_0_5pct,7,7,7,7,7,6,1,0.16666666666666666,6,0,0.0,7,0.8571428571428571,0.14285714285714285,7,0.7142857142857143,0.2857142857142857,0.019001273460083845,0.027431334264018004,0.03252927273849282,0.0,0.0,0.0,unusable,7,0.42857142857142855,0.14285714285714285,0.0012612612612612612,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t11_t20,up_10_20pct,16,16,16,16,16,15,5,0.3333333333333333,15,4,0.26666666666666666,15,1.0,0.0,15,0.4666666666666667,0.5333333333333333,0.12573358492829373,0.13895534653889652,0.15983387412709982,1.0,1.0,0.0,too_sparse_report_only,7,0.3125,0.5,0.002882882882882883,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t11_t20,up_5_10pct,12,12,12,12,12,9,2,0.2222222222222222,9,1,0.1111111111111111,10,0.9,0.1,10,0.2,0.8,0.057002826399286444,0.07029394134706102,0.08079881176546372,1.0,0.0,0.0,too_sparse_report_only,7,0.16666666666666666,0.4166666666666667,0.002162162162162162,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t11_t20,up_gt_20pct,4,4,4,4,4,4,3,0.75,2,0,0.0,4,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.26345854484090836,0.27975956866356666,0.29527909837399424,1.0,1.0,1.0,unusable,7,0.0,0.75,0.0007207207207207207,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t21_t30,up_0_5pct,2,2,2,2,2,2,0,0.0,2,0,0.0,2,0.0,1.0,2,0.0,1.0,0.040735569015638406,0.04116884969937995,0.041602130383121494,0.0,0.0,0.0,unusable,7,0.0,0.0,0.00036036036036036037,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t21_t30,up_10_20pct,1,1,1,1,1,1,0,0.0,1,0,0.0,1,1.0,0.0,1,0.0,1.0,0.15368311240654076,0.15368311240654076,0.15368311240654076,1.0,1.0,0.0,unusable,7,0.0,0.0,0.00018018018018018018,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t21_t30,up_5_10pct,3,3,3,3,3,3,2,0.6666666666666666,3,1,0.3333333333333333,3,1.0,0.0,3,0.3333333333333333,0.6666666666666666,0.06131438882204043,0.06707318003939289,0.07171898250172148,1.0,0.0,0.0,unusable,7,0.3333333333333333,0.3333333333333333,0.0005405405405405405,denominator_thin
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t21_t30,up_gt_20pct,2,2,2,2,2,1,0,0.0,1,0,0.0,1,1.0,0.0,1,1.0,0.0,0.2172900190026889,0.22379021531242638,0.23029041162216385,1.0,1.0,1.0,unusable,7,0.0,0.5,0.00036036036036036037,split_missing
train,cumulative_family_set_after_step,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band|volume_money,1,t3_t5,down_or_flat,14,14,14,14,14,12,2,0.16666666666666666,12,2,0.16666666666666666,12,0.4166666666666667,0.5833333333333334,12,0.4166666666666667,0.5833333333333334,-0.019521620244948162,-0.006342971139720932,-0.0021425822642030246,0.0,0.0,0.0,too_sparse_report_only,7,0.2857142857142857,0.5,0.0025225225225225223,denominator_thin
