split,seed_episode_id,instrument_id,step_signal_date,step_offset,added_family_set,added_family_count,matched_path_row_count,matched_precision_row_count,matched_precision_condition_group_count,precision_condition_group_uniqueness_status,precision_label_fields_consistent,fresh_signal_close_price_consistent,fresh_entry_date_consistent,fresh_entry_price_consistent,fresh_path_fields_consistent,reconciliation_status,failure_reason
train,00896468c53ce04f,SH601998,2018-11-02,9,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,008e9d423428bf6d,SZ002475,2020-11-09,3,range_breakout|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,009211efa7ac96b0,SZ002459,2023-06-15,3,oscillator|pullback_drawdown|volatility_band|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
train,00956ecc55005f25,SH600377,2020-01-06,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0097ae0639df2b87,SZ000776,2025-08-15,3,momentum_rps|price_trend|pullback_drawdown|volatility_band|volume_money,5,5,5,5,unique,True,True,True,True,True,passed,
train,009fe556ab7cccc0,SZ002460,2020-04-07,3,momentum_rps|price_trend|range_breakout,3,3,3,3,unique,True,True,True,True,True,passed,
validation,00a088b5ec8b3b31,SH603799,2022-06-30,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,00a088b5ec8b3b31,SH603799,2022-07-01,4,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
validation,00a088b5ec8b3b31,SH603799,2022-07-05,6,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,00a6c929bf0d7cd6,SZ002304,2025-02-13,7,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,00a6c929bf0d7cd6,SZ002304,2025-03-14,28,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,00a7d67ecac62fd1,SH600018,2021-08-30,3,momentum_rps|price_trend|pullback_drawdown|volatility_band|volume_money,5,5,5,5,unique,True,True,True,True,True,passed,
train,00c667c1e9dfdac9,SZ002736,2018-11-19,4,oscillator|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
validation,00e263a1ad3e412b,SH601618,2022-10-21,4,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,00f02cfdfef6ac9f,SH600660,2017-11-21,4,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,00f3ee7806faab5c,SH601398,2018-09-25,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,00fbb7b4a8226123,SH600309,2024-07-17,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
validation,010f4416fba8bc1e,SZ000876,2023-02-01,7,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,012004b441693c08,SH600188,2024-04-10,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,012004b441693c08,SH600188,2024-04-11,4,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,012e626f67e3e2b3,SH601668,2020-11-05,8,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,012e626f67e3e2b3,SH601668,2020-11-06,9,oscillator|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,01306f874d9c2560,SH600958,2018-01-17,7,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,01306f874d9c2560,SH600958,2018-01-19,9,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,5,5,5,unique,True,True,True,True,True,passed,
train,014a2987aedaca7b,SH601919,2019-02-18,3,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,014a2987aedaca7b,SH601919,2019-02-19,4,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,014a2987aedaca7b,SH601919,2019-02-25,8,oscillator|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
train,014a2987aedaca7b,SH601919,2019-03-01,12,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,014e5c0edaaae142,SZ000338,2020-02-13,3,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,014e5c0edaaae142,SZ000338,2020-02-14,4,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,014e5c0edaaae142,SZ000338,2020-02-27,13,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,014e5c0edaaae142,SZ000338,2020-03-02,15,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,014eee58e916e0e1,SH601328,2022-02-07,7,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,014eee58e916e0e1,SH601328,2022-02-11,11,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,015af85f52ea5f78,SH600150,2023-06-21,3,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
validation,015af85f52ea5f78,SH600150,2023-07-27,27,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,015b4b8c77f5ff62,SZ002594,2024-04-26,9,price_trend|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,015b4b8c77f5ff62,SZ002594,2024-04-29,10,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,0165aefbce7d55c0,SH601916,2025-06-23,5,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0165aefbce7d55c0,SH601916,2025-06-25,7,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0165aefbce7d55c0,SH601916,2025-06-26,8,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0165aefbce7d55c0,SH601916,2025-06-27,9,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0165aefbce7d55c0,SH601916,2025-07-03,13,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
validation,016d2a97d7d36ac3,SZ002812,2023-04-03,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,016d2a97d7d36ac3,SZ002812,2023-04-10,7,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
validation,016d2a97d7d36ac3,SZ002812,2023-04-11,8,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0179ccf9e00eb913,SZ000333,2025-10-30,6,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0179ccf9e00eb913,SZ000333,2025-10-31,7,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0179ccf9e00eb913,SZ000333,2025-11-06,11,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,018697f1fde28155,SH600570,2025-12-25,13,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,01909a6592a49b84,SH600026,2022-09-07,3,momentum_rps|price_trend|range_breakout,3,3,3,3,unique,True,True,True,True,True,passed,
validation,01909a6592a49b84,SH600026,2022-09-21,12,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,01909a6592a49b84,SH600026,2022-09-22,13,volatility_band|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
train,0192d82960311d95,SH600887,2021-09-29,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,0192d82960311d95,SH600887,2021-10-08,5,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,01a23905044e2dae,SH601127,2025-09-25,3,oscillator|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,01a23905044e2dae,SH601127,2025-09-26,4,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
train,01a513a170efc753,SZ000895,2018-02-22,3,momentum_rps|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
train,01a513a170efc753,SZ000895,2018-03-06,11,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,01a513a170efc753,SZ000895,2018-03-09,14,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,01ab51aacb2b76c4,SH600941,2025-11-12,23,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,01bcd78945f00c01,SH603658,2020-10-30,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,01bcd78945f00c01,SH603658,2020-11-02,4,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
validation,01c8cf67f9b05e14,SH600010,2022-12-05,4,oscillator|price_trend|pullback_drawdown|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
validation,01cb86bac542d10a,SH600958,2022-03-22,4,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,01eab5974a812de7,SZ002624,2020-03-25,3,pullback_drawdown|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,0209421aa4d9cb92,SH600176,2025-12-26,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,020bac222d09ee33,SH603369,2021-03-26,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,020bac222d09ee33,SH603369,2021-03-29,4,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,020bac222d09ee33,SH603369,2021-04-20,19,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,020e042c6c5dff3b,SZ002001,2024-06-25,5,oscillator|price_trend|volatility_band|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,020e042c6c5dff3b,SZ002001,2024-07-11,17,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,020e042c6c5dff3b,SZ002001,2024-07-12,18,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,021b3bc2c01d8ee9,SH600862,2021-08-05,3,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,022d4bdb35379c98,SH600600,2019-08-16,4,oscillator|pullback_drawdown|range_breakout|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
train,0240a193edeba97a,SH601688,2020-04-08,3,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,024a47ca3aabe1bb,SZ002475,2025-02-07,8,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,024a47ca3aabe1bb,SZ002475,2025-02-10,9,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,0252d5bdd9d4232b,SH601211,2021-09-10,3,range_breakout|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
train,025481a3593325e6,SZ000625,2020-08-14,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,025481a3593325e6,SZ000625,2020-09-01,15,oscillator|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
train,025481a3593325e6,SZ000625,2020-09-08,20,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,0279044dee270136,SZ000858,2023-07-25,8,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,0279044dee270136,SZ000858,2023-07-26,9,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,028c42bf474dda54,SH601607,2022-01-11,7,range_breakout|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
validation,029d048e401a73e3,SH601377,2023-07-03,11,momentum_rps|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
validation,029d048e401a73e3,SH601377,2023-07-07,15,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
validation,029d048e401a73e3,SH601377,2023-07-25,27,oscillator|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
validation,029d048e401a73e3,SH601377,2023-07-28,30,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,02a39f2c0e36c698,SZ000425,2025-08-28,3,momentum_rps|price_trend|volatility_band|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,02a39f2c0e36c698,SZ000425,2025-09-19,19,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,02b18f16ab4138e6,SH601688,2020-06-19,14,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
train,02b18f16ab4138e6,SH601688,2020-06-22,15,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
train,02b9325fd94ba981,SZ002736,2021-12-03,8,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
train,02b9325fd94ba981,SZ002736,2021-12-31,28,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,02cd5cd0d8876f53,SH600803,2025-10-29,13,oscillator|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,02cd5cd0d8876f53,SH600803,2025-10-31,15,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
validation,02cf66152c791e6c,SZ002202,2022-10-18,3,momentum_rps|pullback_drawdown|range_breakout,3,3,3,3,unique,True,True,True,True,True,passed,
train,02cfc2820c70d29b,SH601236,2020-05-08,3,momentum_rps|oscillator|price_trend|pullback_drawdown|range_breakout|volatility_band,6,6,6,6,unique,True,True,True,True,True,passed,
robustness,02e84af22e6c0491,SZ002466,2025-06-24,9,price_trend|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,02e84af22e6c0491,SZ002466,2025-06-25,10,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
train,03051484e356d10f,SH600276,2019-03-27,7,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,03051484e356d10f,SH600276,2019-03-28,8,momentum_rps|oscillator|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,030a98b5fe6c41a1,SZ002050,2025-01-22,3,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,030a98b5fe6c41a1,SZ002050,2025-01-24,5,range_breakout|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,030a98b5fe6c41a1,SZ002050,2025-02-05,7,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,0310927daba0b535,SH600009,2018-02-01,4,range_breakout|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,0310927daba0b535,SH600009,2018-02-02,5,oscillator|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
train,0310927daba0b535,SH600009,2018-02-06,7,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,031835377a853126,SH600196,2021-04-08,3,momentum_rps|price_trend|pullback_drawdown|volume_money,4,4,4,4,unique,True,True,True,True,True,passed,
train,031835377a853126,SH600196,2021-04-19,10,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,035250445ed213d5,SH600887,2024-09-27,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,0363e9f6dd73583a,SH601933,2019-08-21,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0370e6964fcdf69b,SH601668,2024-07-02,3,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0370e6964fcdf69b,SH601668,2024-07-03,4,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,0370e6964fcdf69b,SH601668,2024-07-24,19,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,0370e6964fcdf69b,SH601668,2024-07-29,22,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,0385a47e097f0dfb,SZ000069,2019-01-25,12,range_breakout|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
train,0385a47e097f0dfb,SZ000069,2019-01-29,14,momentum_rps|oscillator,2,2,2,2,unique,True,True,True,True,True,passed,
train,0385a47e097f0dfb,SZ000069,2019-02-25,28,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,038d5ea159fbf6ad,SH601916,2021-01-13,8,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,039d5d74fb182e73,SH600011,2021-05-06,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
train,039d5d74fb182e73,SH600011,2021-05-07,4,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,03a43b8f40e57423,SZ002027,2017-10-11,3,momentum_rps|oscillator|price_trend|pullback_drawdown|volatility_band,5,5,5,5,unique,True,True,True,True,True,passed,
robustness,03a8a356db58134a,SH600023,2024-03-08,3,momentum_rps|pullback_drawdown|range_breakout|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,03a8a356db58134a,SH600023,2024-03-18,9,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03a8a356db58134a,SH600023,2024-03-27,16,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,03b1456cf2be4e45,SH601018,2023-07-31,3,oscillator|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
validation,03c23cb331bad9ef,SZ000733,2022-05-18,5,oscillator|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
validation,03c23cb331bad9ef,SZ000733,2022-06-06,17,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,03c23cb331bad9ef,SZ000733,2022-06-23,30,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,03c2ab8f77b78987,SZ002938,2022-07-28,8,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,03c2ab8f77b78987,SZ002938,2022-08-01,10,momentum_rps|oscillator|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
train,03d00f48603a1645,SZ000069,2022-01-05,6,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,03d27ad4288e04e5,SH600415,2025-02-07,4,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03d27ad4288e04e5,SH600415,2025-02-11,6,momentum_rps|oscillator|price_trend|pullback_drawdown,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,03d3a7f2be62ce98,SZ002179,2025-08-14,13,momentum_rps|price_trend|pullback_drawdown|volatility_band,4,4,4,4,unique,True,True,True,True,True,passed,
robustness,03d3a7f2be62ce98,SZ002179,2025-09-01,25,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03d7a899f6310813,SH600600,2025-10-15,3,oscillator|range_breakout,2,2,2,2,unique,True,True,True,True,True,passed,
train,03e222be29de0f44,SH600886,2017-10-12,3,oscillator|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
train,03e222be29de0f44,SH600886,2017-10-24,11,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,03e5779f79264d87,SZ002032,2020-04-01,3,momentum_rps|pullback_drawdown|range_breakout,3,3,3,3,unique,True,True,True,True,True,passed,
train,03e5779f79264d87,SZ002032,2020-04-28,21,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
validation,03f467e37574c683,SH603606,2022-07-06,7,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03f9d072b59c8a44,SZ002236,2025-02-05,3,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,03f9d072b59c8a44,SZ002236,2025-02-06,4,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,03f9d072b59c8a44,SZ002236,2025-02-07,5,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03fb67ba3ff4af32,SH601899,2024-04-02,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,03fb67ba3ff4af32,SH601899,2024-04-03,4,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,03fb67ba3ff4af32,SH601899,2024-04-08,5,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03fb67ba3ff4af32,SH601899,2024-05-14,28,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03fea01122bc241b,SH603893,2025-08-15,3,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,03fea01122bc241b,SH603893,2025-08-20,6,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,03fea01122bc241b,SH603893,2025-08-27,11,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,0400555ecd71f675,SH601186,2018-07-19,3,oscillator|volatility_band|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
train,0400555ecd71f675,SH601186,2018-07-23,5,momentum_rps|price_trend|pullback_drawdown,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,041084d606a34f69,SH601012,2025-08-22,5,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,041084d606a34f69,SH601012,2025-08-25,6,oscillator|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,041084d606a34f69,SH601012,2025-09-05,15,momentum_rps|price_trend,2,2,2,2,unique,True,True,True,True,True,passed,
validation,0423cda2036324e0,SZ002202,2022-07-13,5,price_trend|range_breakout|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
validation,0423cda2036324e0,SZ002202,2022-08-16,29,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
validation,042837872c27cb29,SH600803,2023-07-13,12,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
validation,042837872c27cb29,SH600803,2023-07-25,20,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,0436414f4f621612,SH601881,2019-12-19,3,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,0436414f4f621612,SH601881,2019-12-30,10,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,0436414f4f621612,SH601881,2020-01-02,12,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
validation,043b8972a4efabd4,SH600875,2022-08-22,4,price_trend|range_breakout|volume_money,3,3,3,3,unique,True,True,True,True,True,passed,
validation,043b8972a4efabd4,SH600875,2022-08-23,5,momentum_rps|pullback_drawdown|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
validation,04418707b1ba567a,SH600845,2022-05-12,4,range_breakout,1,1,1,1,unique,True,True,True,True,True,passed,
validation,04418707b1ba567a,SH600845,2022-05-30,16,oscillator|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
validation,04418707b1ba567a,SH600845,2022-05-31,17,volatility_band,1,1,1,1,unique,True,True,True,True,True,passed,
train,0442402c6651d490,SH600809,2020-04-14,5,momentum_rps|pullback_drawdown,2,2,2,2,unique,True,True,True,True,True,passed,
train,0442402c6651d490,SH600809,2020-04-15,6,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
train,0442402c6651d490,SH600809,2020-04-22,11,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
train,0442402c6651d490,SH600809,2020-04-28,15,price_trend|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,0445edc942491a11,SH600018,2025-07-04,10,volatility_band|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,0445edc942491a11,SH600018,2025-07-22,22,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,044b467d4bb0a82b,SZ001965,2024-12-03,5,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,044b467d4bb0a82b,SZ001965,2024-12-05,7,momentum_rps|pullback_drawdown|volatility_band,3,3,3,3,unique,True,True,True,True,True,passed,
robustness,044b467d4bb0a82b,SZ001965,2024-12-10,10,volume_money,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,044b467d4bb0a82b,SZ001965,2024-12-16,14,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
train,044c204e11d1d10d,SH600690,2019-10-31,13,momentum_rps|oscillator|pullback_drawdown|volatility_band|volume_money,5,5,5,5,unique,True,True,True,True,True,passed,
train,044c204e11d1d10d,SH600690,2019-11-01,14,price_trend,1,1,1,1,unique,True,True,True,True,True,passed,
train,04519d1df2b23940,SH600584,2021-01-15,3,momentum_rps,1,1,1,1,unique,True,True,True,True,True,passed,
train,04519d1df2b23940,SH600584,2021-01-18,4,range_breakout|volatility_band,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,045d719ad5e75429,SH600362,2025-08-14,3,pullback_drawdown,1,1,1,1,unique,True,True,True,True,True,passed,
robustness,045d719ad5e75429,SH600362,2025-08-25,10,price_trend|volume_money,2,2,2,2,unique,True,True,True,True,True,passed,
robustness,045d719ad5e75429,SH600362,2025-09-01,15,oscillator,1,1,1,1,unique,True,True,True,True,True,passed,
