split,kth_fresh_step_bucket,kth_fresh_offset_bucket,fresh_step_count,unique_seed_episode_count,unique_instrument_count,unique_step_signal_date_count,wait_return_to_fresh_signal_close_p25,wait_return_to_fresh_signal_close_p50,wait_return_to_fresh_signal_close_p75,wait_return_to_fresh_entry_p25,wait_return_to_fresh_entry_p50,wait_return_to_fresh_entry_p75,pct_wait_down_or_flat,pct_wait_up_0_5pct,pct_wait_up_5_10pct,pct_wait_up_10_20pct,pct_wait_up_gt_20pct,sample_sufficiency_status
train,4plus,t6_t10,40,38,34,39,0.08180341496713162,0.12313169919159228,0.15496161970411887,0.08166688351553464,0.12696614219709668,0.15984139950642406,0.0,0.025,0.325,0.575,0.075,too_sparse_report_only
validation,1,t11_t20,178,178,118,126,0.007555154641762707,0.01914622327355575,0.039422007386398006,0.004764440525445446,0.019176366993981064,0.03885570842657776,0.1797752808988764,0.6179775280898876,0.1348314606741573,0.056179775280898875,0.011235955056179775,thin_report_only
validation,1,t21_t30,39,39,28,27,-0.004756476298154733,0.0030581010769374917,0.01809297003450827,-0.006239168436132203,0.004089975761264686,0.01718403424039472,0.38461538461538464,0.5641025641025641,0.05128205128205128,0.0,0.0,too_sparse_report_only
validation,1,t3_t5,1145,1145,268,351,0.012382021044532454,0.027454637453316,0.04615382001764634,0.00979628515813652,0.025979906388801877,0.04503295895905812,0.11004366812227075,0.6882096069868996,0.16768558951965065,0.029694323144104803,0.0034934497816593887,sufficient
validation,1,t6_t10,313,313,167,166,0.009829206368874965,0.02299601981963284,0.03891888180294556,0.009940300559075022,0.021352235466818525,0.038406824021115504,0.10862619808306709,0.7348242811501597,0.134185303514377,0.019169329073482427,0.003194888178913738,sufficient
validation,2,t11_t20,305,305,177,180,0.026086932184114398,0.047080979791712885,0.07669616000516499,0.024793364003288243,0.04666670163472486,0.07460036727470909,0.036065573770491806,0.4885245901639344,0.3475409836065574,0.10163934426229508,0.02622950819672131,sufficient
validation,2,t21_t30,100,100,77,74,0.02185116703802209,0.04462378047020288,0.07709794799527253,0.02157300584787375,0.04216359971898098,0.07796823775834727,0.12,0.47,0.24,0.15,0.02,thin_report_only
validation,2,t3_t5,206,206,143,136,0.029419719284501766,0.047090863463892574,0.076006678716517,0.028392252549789554,0.0473232894615927,0.07343381367265844,0.019417475728155338,0.49514563106796117,0.3932038834951456,0.0825242718446602,0.009708737864077669,sufficient
validation,2,t6_t10,333,333,187,186,0.02989127529901281,0.05159883912332375,0.07769552364835075,0.030257379597192324,0.04980853858589285,0.07335759272997594,0.024024024024024024,0.4774774774774775,0.36936936936936937,0.12012012012012012,0.006006006006006006,sufficient
validation,3,t11_t20,174,174,132,118,0.05102356578077033,0.07613340633218701,0.10544538563794242,0.05055083517945985,0.07525132254503486,0.10561384566708204,0.011494252873563218,0.21839080459770116,0.5,0.23563218390804597,0.034482758620689655,thin_report_only
validation,3,t21_t30,103,103,83,77,0.04275755257689351,0.0712290837640408,0.10695228348850616,0.03776233553816588,0.07348128317869063,0.1063275707920005,0.019417475728155338,0.30097087378640774,0.36893203883495146,0.2524271844660194,0.05825242718446602,thin_report_only
validation,3,t3_t5,21,21,21,17,0.056224941513241866,0.07285648036307912,0.08504397494241767,0.052208785351179454,0.06779656605035322,0.09944825601465834,0.0,0.19047619047619047,0.5714285714285714,0.23809523809523808,0.0,too_sparse_report_only
validation,3,t6_t10,107,107,86,90,0.04854653503275408,0.07592503432265252,0.10352808556095805,0.045545085128828156,0.0705521532964184,0.10541755198274194,0.0,0.3177570093457944,0.38317757009345793,0.2523364485981308,0.04672897196261682,thin_report_only
validation,4plus,t11_t20,55,49,45,43,0.07287664667351679,0.1076363303444603,0.15475788250441747,0.0689126223563894,0.10423458586963719,0.15225937278040458,0.0,0.10909090909090909,0.34545454545454546,0.45454545454545453,0.09090909090909091,thin_report_only
validation,4plus,t21_t30,54,48,45,46,0.08177395054405145,0.1056202565450195,0.12038883482726548,0.08046585952187324,0.10528189735495908,0.12506824680442236,0.0,0.037037037037037035,0.35185185185185186,0.48148148148148145,0.12962962962962962,thin_report_only
validation,4plus,t6_t10,17,16,14,16,0.06632248038339683,0.08103692773081805,0.09965353859983694,0.06295466967914587,0.07146196625640999,0.10050247082054753,0.0,0.17647058823529413,0.5294117647058824,0.23529411764705882,0.058823529411764705,too_sparse_report_only
robustness,1,t11_t20,245,245,156,160,0.006675593092494658,0.019026192406988773,0.04042554573000423,0.004939329882634624,0.01878667972272141,0.04101586223850612,0.16326530612244897,0.6408163265306123,0.13877551020408163,0.036734693877551024,0.0163265306122449,sufficient
robustness,1,t21_t30,52,52,46,44,-0.0005307977070510561,0.021116568585923146,0.0391816134222252,-0.002677601670625085,0.022275396368433897,0.04818537862998751,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.038461538461538464,0.038461538461538464,thin_report_only
robustness,1,t3_t5,1142,1142,279,367,0.015128952114618066,0.03002483598128547,0.05010239541084205,0.014537579274420565,0.028671679579310383,0.05098810517025665,0.0796847635726795,0.6637478108581436,0.1681260945709282,0.05604203152364273,0.03239929947460595,sufficient
robustness,1,t6_t10,378,378,192,204,0.0118945217898207,0.023938829580434362,0.038310966276995206,0.01049279366255118,0.02406535494662987,0.04087093986849072,0.07407407407407407,0.7724867724867724,0.1164021164021164,0.03439153439153439,0.0026455026455026454,sufficient
robustness,2,t11_t20,407,407,202,226,0.028623516943825478,0.04988124376345704,0.07479910173399695,0.028622071858341758,0.04938266759770915,0.07816920772279867,0.0171990171990172,0.4864864864864865,0.343980343980344,0.12530712530712532,0.02702702702702703,sufficient
robustness,2,t21_t30,120,120,91,88,0.018173198285773906,0.052006600325078645,0.08626926081223818,0.016959338961056947,0.050149248770182564,0.08567375709769176,0.09166666666666666,0.4083333333333333,0.30833333333333335,0.13333333333333333,0.058333333333333334,thin_report_only
robustness,2,t3_t5,246,246,158,155,0.0333459930185207,0.053310457217460194,0.08554981351453667,0.032482603741766924,0.05337318513782874,0.08659543485284682,0.044715447154471545,0.4024390243902439,0.35365853658536583,0.15040650406504066,0.044715447154471545,sufficient
robustness,2,t6_t10,345,345,195,216,0.03409084614752911,0.05247487172956622,0.07863996959416819,0.0320664491262328,0.05151321342500803,0.08075438527236645,0.002898550724637681,0.4782608695652174,0.3507246376811594,0.12173913043478261,0.0463768115942029,sufficient
robustness,3,t11_t20,227,227,148,152,0.048493469559715896,0.06863777428497664,0.1020842410053383,0.04714475553547448,0.06629836922564891,0.09970239541850301,0.004405286343612335,0.2775330396475771,0.46255506607929514,0.18061674008810572,0.06607929515418502,sufficient
robustness,3,t21_t30,127,127,91,92,0.04736098939752531,0.07407400048809576,0.10728074000682453,0.04743673802644255,0.07214580059843478,0.1031215962372416,0.015748031496062992,0.2677165354330709,0.44881889763779526,0.2283464566929134,0.03937007874015748,thin_report_only
robustness,3,t3_t5,23,23,23,23,0.05719883635429901,0.06701029841860007,0.09381498288574652,0.051574263903637285,0.07103675479158444,0.10933311931097478,0.0,0.2608695652173913,0.43478260869565216,0.2608695652173913,0.043478260869565216,too_sparse_report_only
robustness,3,t6_t10,126,126,97,103,0.04641270408141196,0.06462298441445669,0.08517155354354389,0.04837560505647481,0.06450742863199266,0.08880822591971643,0.0,0.29365079365079366,0.5079365079365079,0.14285714285714285,0.03968253968253968,thin_report_only
robustness,4plus,t11_t20,71,63,58,61,0.0644122977141558,0.08042270921660877,0.10634196494082226,0.06636887875248404,0.08046279380831023,0.10641269306803663,0.0,0.1267605633802817,0.5633802816901409,0.2676056338028169,0.028169014084507043,thin_report_only
robustness,4plus,t21_t30,73,67,58,65,0.07076110852355688,0.09788655582262207,0.11969696564669996,0.07076110852355688,0.09343717174348876,0.11934076771738611,0.0,0.0547945205479452,0.5205479452054794,0.3835616438356164,0.0410958904109589,thin_report_only
robustness,4plus,t6_t10,20,18,18,18,0.06058193029922726,0.09083421283607584,0.11766876373920754,0.05876460992000859,0.0916581845178508,0.12422722509354561,0.0,0.15,0.4,0.4,0.05,too_sparse_report_only
all,1,t11_t20,713,713,245,474,0.0057286017065476535,0.018955381940943372,0.043562421354180536,0.004293880245913262,0.017965036637451637,0.042549175178453524,0.19214586255259467,0.5946704067321178,0.13043478260869565,0.06451612903225806,0.016830294530154277,sufficient
all,1,t21_t30,155,155,92,123,-0.003539433714918272,0.013100424405900313,0.03741822083004065,-0.0050889812365665366,0.013020883294910135,0.03705644681287401,0.36774193548387096,0.45806451612903226,0.1032258064516129,0.03870967741935484,0.03225806451612903,thin_report_only
all,1,t3_t5,4240,4240,396,1397,0.013945454312140615,0.029260206966545854,0.050089702864577645,0.012533658731167074,0.02844040646475743,0.050346952044054816,0.09457547169811321,0.6511792452830188,0.1884433962264151,0.05306603773584906,0.0125,sufficient
all,1,t6_t10,1235,1235,287,687,0.012112087216832434,0.025690041617627557,0.045446238316928844,0.010764290775094554,0.024967135204952307,0.044238952637251305,0.09149797570850203,0.6955465587044535,0.16923076923076924,0.03805668016194332,0.005668016194331984,sufficient
all,2,t11_t20,1209,1209,290,700,0.02797208568497278,0.05049259275745421,0.08388512582868879,0.02706764297101527,0.05006115043869608,0.08263892816540763,0.033085194375516956,0.46567411083540117,0.3242349048800662,0.15053763440860216,0.026468155500413565,sufficient
all,2,t21_t30,380,380,175,282,0.018229162619048778,0.04703035447237858,0.09284455546066023,0.017491840321808283,0.04734785657261931,0.0936818609179142,0.11578947368421053,0.4052631578947368,0.2631578947368421,0.1736842105263158,0.042105263157894736,sufficient
all,2,t3_t5,884,884,302,587,0.033333347801469626,0.05347985045084247,0.08484703890621204,0.03251734390134797,0.05350196546901054,0.08459249132647118,0.027149321266968326,0.4242081447963801,0.38009049773755654,0.14479638009049775,0.02262443438914027,sufficient
all,2,t6_t10,1280,1280,305,769,0.03422960067992925,0.05411318183718561,0.08164554429128934,0.03238089798889254,0.052842262570595766,0.08117254300251875,0.01796875,0.4453125,0.375,0.13515625,0.02578125,sufficient
all,3,t11_t20,728,728,263,500,0.05030691602457915,0.07493831434892184,0.10732002877708446,0.04995791606807454,0.07298895590116361,0.10910040342844562,0.006868131868131868,0.24313186813186813,0.46153846153846156,0.23076923076923078,0.054945054945054944,sufficient
all,3,t21_t30,394,394,187,287,0.04559924589044656,0.07998469962110555,0.11742925508636715,0.04485508938013627,0.08205509013270507,0.11931413068013164,0.017766497461928935,0.26649746192893403,0.35786802030456855,0.2918781725888325,0.06598984771573604,sufficient
all,3,t3_t5,79,79,75,73,0.05647809989301156,0.07899243025966962,0.09818447978797162,0.05493301899044856,0.07486302613450668,0.10979550888467604,0.0,0.20253164556962025,0.4810126582278481,0.2911392405063291,0.02531645569620253,thin_report_only
all,3,t6_t10,448,448,229,364,0.04979616127524855,0.07386705431576968,0.10498544227097611,0.04840512107138567,0.07142859296936566,0.10681549484031705,0.002232142857142857,0.26785714285714285,0.4375,0.24553571428571427,0.04241071428571429,sufficient
all,4plus,t11_t20,264,234,148,225,0.06997231098277468,0.09582462649919177,0.13489173255768766,0.07037581150854211,0.0973432923554034,0.13657263358092164,0.0,0.11742424242424243,0.4015151515151515,0.4015151515151515,0.07575757575757576,sufficient
all,4plus,t21_t30,216,196,130,192,0.07390490337231043,0.1036590491511582,0.1347105264038359,0.07683424185427212,0.10174415663102354,0.13255832352204466,0.0,0.06481481481481481,0.4027777777777778,0.4305555555555556,0.10185185185185185,sufficient
all,4plus,t6_t10,77,72,63,73,0.07028449870962672,0.10000000000000009,0.13646433165049454,0.06993429432696985,0.10050247082054753,0.13460231643356235,0.0,0.09090909090909091,0.38961038961038963,0.45454545454545453,0.06493506493506493,thin_report_only
